"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","typeStatus","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","imagecode","identifiedBy","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","class","dayIdentified","coordinatePrecision","geoFlag","individualCount","fieldNumber","relatedCatalogItem"
"11","2021-03-15 16:37:00-03","NY","NYBG","638966","PreservedSpecimen","Plantae","Loganiaceae","Spigelia","flava","Spigelia flava","W. Ganev","2409","1993","10","25","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=742284' target='other'> <mi>dwc_moreinfo</mi></a>","NY00638966","Magnoliophyta","Gentianales","Zappi & Harley",NA,"Bahia","Abaíra","Guarda-Mor, caminho Guarda-Mor-Serrinha-Catolés","-41.85","-13.32","1300","1300","NY00638966_01","D. C. Zappi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2019-10-09 11:18:24-03","UFBA","ALCB","035698","PreservedSpecimen","Plantae","Loganiaceae","Spigelia","flava","Spigelia flava","Hind, DJN; Roque, N; Bautista, HP","PCD&nf;4386","1996","11","17","Southern America","Brasil",NA,NA,"0,40 m. Folhas coriáceas, nervura mediana, bordos vináceo. Flores com cálice verde-amarelado; tubo da corola na base amarelo com nuances avermelhadas um pouco mais acima; lobos, filetes e anteras amarelo. Frequente.",NA,"Dicotyledon",NA,"Zappi & Ha",NA,"Bahia","Rio de Contas","Chapada Diamantina, Fazenda Brumadinho, Morro Brumadinho","-41","-13",NA,NA,NA,"Hind, DJN","1996","11","-41","-13",NA,NA,NA,NA,NA,NA,NA
"13","2019-10-09 11:18:24-03","UFBA","ALCB",NA,"PreservedSpecimen","Plantae","Loganiaceae","Spigelia","flava","Spigelia flava","Bautista, HP; Hind, DJN; Harley, RM; Roque, N","PCD&nf;4371","1996","11","16","Southern America","Brasil",NA,NA,"1,00 m.",NA,"Dicotyledon",NA,"Zappi & Ha",NA,"Bahia","Rio de Contas","Chapada Diamantina, Fazendola","-42","-13","1110","1110",NA,"Harley, RM","1996","11","-42","-13",NA,NA,NA,NA,NA,NA,NA
"14","2019-10-09 11:18:24-03","UFBA","ALCB","035700","PreservedSpecimen","Plantae","Loganiaceae","Spigelia","flava","Spigelia flava","Hind, DJN; Harley, RM; Bautista, HP","PCD&nf;4276","1996","11","15","Southern America","Brasil",NA,NA,"ca. de 0,40m. Folhas coriáceas, com nervira mediana e margens vináceas. flores com cálice amarelo-esverdeado; corola com tubo amarelo na porção inferior da base e vermelho na porção superior; lobos amarelos; filetes e anteras amarelos. Frequente.",NA,"Dicotyledon",NA,"Zappi & Ha",NA,"Bahia","Rio de Contas","Chapada Diamantina, Sopé do Pico do Itabira","-42","-13",NA,NA,NA,"Hind, DJN","1996","11","-42","-13",NA,NA,NA,NA,NA,NA,NA
"15","2019-10-09 11:18:24-03","UFBA","ALCB","127536","PreservedSpecimen","Plantae","Loganiaceae","Spigelia","flava","Spigelia flava","Lima, AQ; Andrino, CO; Oliveira, AA","116","2015","01","27","Southern America","Brasil",NA,NA,"De 30 cm de alt. Folhas verdes. Flores amarelas.; Campo Limpo.","ALCB044756","Dicotyledon",NA,"Zappi & Ha",NA,"Bahia","Rio de Contas","Subida para o Pico das Almas, depois do Campo do Queiroz - Chapada Diamantina.","-41.964167","-13.526389","1724","1724","ALCB044756","Guedes, ML","2016","09","-41.964167","-13.526389",NA,NA,NA,NA,NA,NA,NA
"16","2020-05-19 10:30:17-03","UFBA","ALCB","135613","PreservedSpecimen","Plantae","Loganiaceae","Spigelia","flava","Spigelia flava","Cardoso, D; Cavalcante, Q","3839","2015","12","29","Southern America","Brasil",NA,NA,"Ereto. Folhas cartáceas. Flores com a corola amarela. DNA.","ALCB066866","Dicotyledon",NA,"Zappi & Ha",NA,"Bahia","Rio de Contas","Trilha para o Pico das Almas.","-41.962222","-13.524722","1748","1748","ALCB066866","Miranda, EB","2019","07","-41.962222","-13.524722",NA,NA,NA,NA,NA,NA,NA
"17","2020-02-08 09:21:42-03","NBC","NL-BOTANY","WAG.1926184","PreservedSpecimen","Plantae","Loganiaceae","Spigelia","flava","Spigelia flava","Harley RM; Stannard BL; Pirani JR; Furlan A",NA,"1988","12","16","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1926184 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1926184",NA,"Gentianales","Zappi & Harley",NA,NA,NA,"Projeto dos Campos Rupestres do Brasil. Bahia. Mun.: Agua Quente. Pico das Almas. Vertente oeste. Entre Paramirims das crioulas e a face NNW do pico.","-42","-13.516667",NA,NA,"NL-WAG1926184",NA,NA,NA,"-42.0","-13.516667","Magnoliopsidae",NA,NA,NA,NA,NA,NA
"18","2020-02-08 09:21:42-03","NBC","NL-BOTANY","WAG.1926185","PreservedSpecimen","Plantae","Loganiaceae","Spigelia","flava","Spigelia flava","Harley RM; et al.",NA,"1988","11","08","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1926185 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1926185",NA,"Gentianales","Zappi & Harley",NA,NA,NA,"Projeto dos Campos Rupestres do Brasil. Bahia. Mun.: Rio de Contas. Pico das Almas. Vertente leste. Perto da Faz. Brumadinho. 16km ao N-O da cidade.","-41.916667","-13.533333",NA,NA,"NL-WAG1926185",NA,NA,NA,"-41.916667","-13.533333","Magnoliopsidae",NA,NA,NA,NA,NA,NA
"19","2020-02-08 09:21:42-03","NBC","NL-BOTANY","WAG.1926186","PreservedSpecimen","Plantae","Loganiaceae","Spigelia","flava","Spigelia flava","Harley RM; et al.",NA,"1988","11","08","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1926186 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1926186",NA,"Gentianales","Zappi & Harley",NA,NA,NA,"Projeto dos Campos Rupestres do Brasil. Bahia. Mun.: Rio de Contas. Ao N da cidade, a 100m do povoado do Mato Grosso.","-41.85","-13.466667",NA,NA,"NL-WAG1926186",NA,NA,NA,"-41.85","-13.466667","Magnoliopsidae",NA,NA,NA,NA,NA,NA
"20","2021-03-01 16:32:58-03","UNICAMP","UEC","66131","S","Plantae","Loganiaceae","Spigelia","flava","Spigelia flava","Sales, M; Simão, RC; Cavalcanti, TB; Assis, MC; Chukr, NS; Pires, FS","s.n.","1988","11","08",NA,"Brazil",NA,NA,"Subarbusto 30-40 cm alt. Flores amarelas.; Campo rupestre, crescendo entre fenda de rochas.",NA,"Magnoliopsida",NA,"Zappi & Harley",NA,"Bahia","Rio de Contas","Ao N da cidade a 100m do povoado do Mato Grosso","-41.85","-13.466667","1300","1300",NA,"Zappi, DC",NA,NA,"-41.85","-13.466667",NA,NA,NA,NA,NA,NA,NA
"21","2021-03-01 16:32:58-03","UNICAMP","UEC","66131","S","Plantae","Loganiaceae","Spigelia","flava","Spigelia flava","Harley, RM; Sales, M; Simão, RC; Cavalcanti, TB; Assis, MC; Chukr, NS; Pires, FS","26019","1988","11","08",NA,"Brazil",NA,NA,"Subarbusto 30-40cm alt. Flores amarelas. Muito frequente. Crescendo entre fendas de rochas.","UEC045912","Magnoliopsida",NA,"Zappi & Harley",NA,"Bahia","Rio de Contas","Ao N da cidade, a 100m do povoado do Mato Grosso. Elev. 1300 m. Campo rupestre.","-41.85","-13.466667",NA,NA,"UEC045912",NA,NA,NA,"-41.85","-13.466667",NA,NA,NA,NA,NA,NA,NA
"22","2020-12-21 16:31:47-03","MBM","MBM","167652","PreservedSpecimen","Plantae","Loganiaceae","Spigelia","flava","Spigelia flava","Harley, R.M.; Stannard, B.; Pirani, J.R.; Furlan, A.; Stannard, B.; Pirani, J.R.; Furlan, A.","27520","1988","12","16","Southern America","Brazil",NA,NA,"Cerrado de altitude e campo com afloramentoas de rochas. Arbusto até 1m. Corola amarelo-claro. Entre pedras na sombra de mato de brejo; Arbusto até 1m. Corola amarelo-claro.; Cerrado de altitude e campo com afloramentos de rochas. En","MBM167652",NA,NA,"Zappi & Harley","PARATYPE","Bahia","Água Quente","Pico das Almas, Vertente Oeste. Entrte Paramirim das Crioulas e a face NNW do pico.","-42","-13.516667","1200","1200","MBM167652","Zappi, D.C.","1990",NA,"-42","-13.516667",NA,NA,NA,NA,NA,NA,NA
"23","2020-12-21 16:31:47-03","MBM","MBM","288927","PreservedSpecimen","Plantae","Loganiaceae","Spigelia","flava","Spigelia flava","Kral, R.; Wanderley, M.G.L.; Lima, E.; Wanderley, M.G.L.; Lima, E.","75530","1988","11","06","Southern America","Brazil",NA,NA,"Shrub, fls. yellow.; Stream through rocky cerrado.","MBM288927",NA,NA,"Zappi & Harley",NA,"Bahia",NA,"Faz. Brumadinho c. 5 -6km toward Pico das Almas",NA,NA,"900","1000","MBM288927","Oliveira, J.A.","2019","02",NA,NA,NA,"22",NA,NA,NA,NA,NA
"24","2020-12-21 16:31:47-03","MBM","MBM","415992","PreservedSpecimen","Plantae","Loganiaceae","Spigelia","flava","Spigelia flava","Brotto, M.L.; Cordeiro, J.; Cordeiro, J.","2979","2018","11","09","Southern America","Brazil",NA,NA,"Subarbusto com 70 cm de altura; flor amarela.; Campo rupestre.","MBM415992",NA,NA,"Zappi & Harley",NA,"Bahia","Rio de Contas","Pico das Almas, trilha para o pico","-41.961667","-13.524722","1692","1692",NA,"Oliveira, J.A.","2019","02","-41.961667","-13.524722",NA,"05",NA,NA,NA,NA,NA
"25","2020-12-11 11:37:12-03","UFMG","BHCB","26486","PreservedSpecimen","Plantae","Loganiaceae","Spigelia","flava","Spigelia flava","Sales, M","s.n.","1988","11","08","Southern America","Brasil",NA,NA,"Subarbusto 30-40cm altura, flores amarelas; Crescendo entre fendas de rochas","BHCB047652","Dicotyledon",NA,"Zappi & Harley",NA,"Bahia","Rio de Contas","Ao Norte da cidade, a 100m do povoado do Mato Grosso","-41.8114013671875","-13.5789003372192","1300","1300",NA,NA,NA,NA,NA,NA,NA,NA,"49773","auto",NA,NA,NA
"26","2021-01-15 17:52:57-03","UFMG","BHCB","61224","PreservedSpecimen","Plantae","Loganiaceae","Spigelia","flava","Spigelia flava","Pirani, JR; Stannard, BL; McRobb, A","51308","1992","01","26","Southern America","Brasil",NA,NA,"Arbusto, até 50 cm, folhas patentes. Frutos verdes.; Entre rochas, em vertente.","BHCB057894","Dicotyledon",NA,"Zappi & Harley",NA,"Bahia","Abaíra","Cachoeira das Anáguas","-41.6636009216309","-13.2496995925903",NA,NA,"BHCB057894",NA,"2007","12",NA,NA,NA,NA,"26531","auto",NA,NA,NA
"27","2016-01-19 05:29:00-02","MO","MOBOT","2178535","PreservedSpecimen","Plantae","Loganiaceae","Spigelia","flava","Spigelia flava","R.M. Harley|Ana M. Giulietti|B.L. Stannard|David J.N. Hind","Harley 25976","1988","11","8","South America","Brazil",NA,NA,NA,NA,NA,NA,"Zappi & Harley","Type","Bahia",NA,"Bahia. Mun. Rio de Contas. Pico das Almas. Vertente leste. Perto da Faz. Brumadinho. 16 km. ao N-O da cidade. Campo rupestre, entre rochas.","-41.91666","-13.53333","1250.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2015-08-13 05:50:00-03","MO","MOBOT","3401678","PreservedSpecimen","Plantae","Loganiaceae","Spigelia","flava","Spigelia flava","R.M. Harley","Harley 27520","1988",NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,"Zappi & Harley",NA,"Bahia",NA,"Mun. Agua Quente. pico das ALmas, Vertente oeste. Entre Paramirim das Crioulas e a face NNw do Pico. Cerrado de altitude e campo com afloramento sde rochas.","-42","-13.51666","1200.00000000",NA,NA,"Fdez. Casas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2015-08-13 05:50:00-03","MO","MOBOT","3401731","PreservedSpecimen","Plantae","Loganiaceae","Spigelia","flava","Spigelia flava","R.M. Harley","Harley 26019","1988",NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,"Zappi & Harley",NA,"Bahia",NA,"Rio De Contas. Ao N. Da cidade, a 100 m. do Povoado do Mato Grosso. Campo rupestre.","-41.85","-13.4666667","1300.00000000",NA,NA,"J.Fernandez Casas (MA)",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"30","2015-08-13 05:50:00-03","MO","MOBOT","3401862","PreservedSpecimen","Plantae","Loganiaceae","Spigelia","flava","Spigelia flava","R.M. Harley","Harley 26019","1988",NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,"Zappi & Harley",NA,"Bahia",NA,"Mun; rio De Contas. ao N. Da Cidade, a povoado do mato grosso.C ampo rupestre.","-41.85","-13.4666667","1300.00000000",NA,NA,"J.Fernandez Casas (MA)",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"31","2020-09-12 05:00:02-03","US","US","3295396","PreservedSpecimen","Plantae","Loganiaceae","Spigelia","flava","Spigelia flava","R. M. Harley, A. M. Giulietti, B. L. Stannard & D. J. N. Hind","25976","1988","11","8","South America - Neotropics","Brazil",NA,NA,NA,"US00433188",NA,"Gentianales","Zappi & Harley","Isotype","Bahia","Rio de Contas","Pico das Almas, Vertente Leste, Perto da Faz, Brumadinho, 16 km no da Ciudade.","-41.9167","-13.5333","1250","1250","US00433188_01",NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA,NA
"32","2019-11-13 11:23:42-03","USP","SPF","112210","PreservedSpecimen","Plantae","Loganiaceae","Spigelia","flava","Spigelia flava","Ganev, W","2409","1993","10","25",NA,"Brasil",NA,NA,NA,"SPF00112210",NA,NA,"Zappi & Harley",NA,"Bahia","Abaíra","Guarda Mor","-41.85","-13.316667","1300","1300",NA,"Zappi, DC","1997",NA,"-41.85","-13.316667",NA,NA,NA,NA,NA,NA,NA
"33","2019-11-13 11:23:42-03","USP","SPF","113851","PreservedSpecimen","Plantae","Loganiaceae","Spigelia","flava","Spigelia flava","Ganev, W","2321","1993","10","25",NA,"Brasil",NA,NA,NA,"SPF00113851",NA,NA,"Zappi & Harley",NA,"Bahia","Abaíra",NA,"-41.85","-13.383333","1480","1480",NA,"Pirani, JR",NA,NA,"-41.85","-13.383333",NA,NA,NA,NA,NA,NA,NA
"34","2019-11-13 11:23:42-03","USP","SPF","127094","PreservedSpecimen","Plantae","Loganiaceae","Spigelia","flava","Spigelia flava","Bautista, HP","4371","1996","11","16",NA,"Brasil",NA,NA,NA,"SPF00127094",NA,NA,"Zappi & Harley",NA,"Bahia","Rio de Contas",NA,"-41.869444","-13.449167","1110","1110",NA,"Harley, RM","1996","11","-41.869444","-13.449167",NA,NA,NA,NA,NA,NA,NA
"35","2019-11-13 11:23:42-03","USP","SPF","130990","PreservedSpecimen","Plantae","Loganiaceae","Spigelia","flava","Spigelia flava","Hind, DJN","PCD4276","1996","11","15",NA,"Brasil",NA,NA,NA,"SPF00130990",NA,NA,"Zappi & Harley",NA,"Bahia","Rio de Contas",NA,"-41.888333","-13.3675","1540","1540",NA,"Hind, DJN","1996","11","-41.888333","-13.3675",NA,NA,NA,NA,NA,NA,NA
"36","2019-11-13 11:23:42-03","USP","SPF","138092","PreservedSpecimen","Plantae","Loganiaceae","Spigelia","flava","Spigelia flava","Fothergill, JM","21","1988","11","22",NA,"Brasil",NA,NA,NA,"SPF00138092",NA,NA,"Zappi & Harley",NA,"Bahia","Rio de Contas","Pico das Almas","-41.966667","-13.516667","1550","1550",NA,"Zappi, DC","1990",NA,"-41.966667","-13.516667",NA,NA,NA,NA,NA,NA,NA
"37","2019-11-13 11:23:42-03","USP","SPF","160414","PreservedSpecimen","Plantae","Loganiaceae","Spigelia","flava","Spigelia flava","Conceição, AA","636","1999","11","30",NA,"Brasil",NA,NA,NA,"SPF00160414",NA,NA,"Zappi & Harley",NA,"Bahia","Piatã","Três Morros","-41.886444","-13.060722",NA,NA,NA,"Anônimo",NA,NA,"-41.886444","-13.060722",NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 18:28:05-03","USP","SPF","227550","PreservedSpecimen","Plantae","Loganiaceae","Spigelia","flava","Spigelia flava","Lovo, J","395","2012","11","07",NA,"Brasil",NA,NA,"Erva, ca. 40 cm alt. Folhas verdes. Flores amarelas.; Campo rupestre.","SPF00227550",NA,NA,"Zappi & Harley",NA,"Bahia","Rio de Contas","Serra das Almas, Subida ao Pico das Almas pela vertente oriental.","-41.961778","-13.524833","1731","1731",NA,"Antar, GM","2017","05","-41.961778","-13.524833",NA,NA,NA,NA,NA,NA,NA
"39","2019-11-13 11:23:42-03","USP","SPF","49462","PreservedSpecimen","Plantae","Loganiaceae","Spigelia","flava","Spigelia flava","Harley, RM","24418","1987","02","19",NA,"Brasil",NA,NA,NA,"SPF00049462",NA,NA,"Zappi & Harley","paratype","Bahia",NA,"Pico das Almas",NA,NA,"1200","1200",NA,"Anônimo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2019-11-13 11:23:42-03","USP","SPF","66203","PreservedSpecimen","Plantae","Loganiaceae","Spigelia","flava","Spigelia flava","Wanderley, MGL","1525","1988","11","05",NA,"Brasil",NA,NA,NA,"SPF00066203",NA,NA,"Zappi & Harley",NA,"Bahia",NA,"5--6km em direção ao Pico das Almas.",NA,NA,"900","1000",NA,"Anônimo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2019-11-13 11:23:42-03","USP","SPF","80403","PreservedSpecimen","Plantae","Loganiaceae","Spigelia","flava","Spigelia flava","Harley, RM","26019","1988","11","08",NA,"Brasil",NA,NA,NA,"SPF00080403",NA,NA,"Zappi & Harley","paratype","Bahia","Rio de Contas",NA,"-41.85","-13.466667","1300","1300",NA,"Anônimo",NA,NA,"-41.85","-13.466667",NA,NA,NA,NA,NA,NA,NA
"42","2019-11-13 11:23:42-03","USP","SPF","80404","PreservedSpecimen","Plantae","Loganiaceae","Spigelia","flava","Spigelia flava","Harley, RM","25809","1988","10","31",NA,"Brasil",NA,NA,NA,"SPF00080404",NA,NA,"Zappi & Harley","paratype","Bahia","Rio de Contas",NA,"-41.95","-13.533333","1500","1500",NA,"Anônimo",NA,NA,"-41.95","-13.533333",NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 18:28:05-03","USP","SPF","80405","PreservedSpecimen","Plantae","Loganiaceae","Spigelia","flava","Spigelia flava","Harley, RM; Giulietti, AM; Stannard, BL; Hind, DJN","25976","1988","11","08",NA,"Brasil",NA,NA,"Arbusto bastante ramificado, 50-60 cm alt. Flores amarelas, anteras amarelas, filetes alvos.; Campo rupestre, entre rochas.","SPF00080405",NA,NA,"Zappi & Harley","holotype","Bahia","Rio de Contas","Pico das Almas, Vertente leste. Perto da Fazenda Brumadinho. 16 km ao N-O da cidade.","-41.916667","-13.533333","1250","1250",NA,NA,NA,NA,"-41.916667","-13.533333",NA,NA,NA,NA,NA,NA,NA
"44","2019-11-13 11:23:42-03","USP","SPF","80406","PreservedSpecimen","Plantae","Loganiaceae","Spigelia","flava","Spigelia flava","Harley, RM","26310","1988","11","10",NA,"Brasil",NA,NA,NA,"SPF00080406",NA,NA,"Zappi & Harley","paratype","Bahia","Rio de Contas",NA,"-41.966667","-13.533333","1500","1680",NA,"Anônimo",NA,NA,"-41.966667","-13.533333",NA,NA,NA,NA,NA,NA,NA
"45","2019-11-13 11:23:42-03","USP","SPF","92120","PreservedSpecimen","Plantae","Loganiaceae","Spigelia","flava","Spigelia flava","Pirani, JR","H51308","1992","01","26",NA,"Brasil",NA,NA,NA,"SPF00092120",NA,NA,"Zappi & Harley",NA,"Bahia","Abaíra",NA,"-41.883333","-13.266667","1400","1400",NA,"Zappi, DC","1997",NA,"-41.883333","-13.266667",NA,NA,NA,NA,NA,NA,NA
"46","2019-11-13 11:23:42-03","USP","SPF","80407","PreservedSpecimen","Plantae","Loganiaceae","Spigelia","flava","Spigelia flava","Harley, RM","27520","1988","12","16",NA,"Brasil",NA,NA,NA,"SPF00080407",NA,NA,"Zappi & Harley",NA,"Bahia","Água Quente","Pico das Almas","-42","-13.516667","1200","1200",NA,"Anônimo",NA,NA,"-42","-13.516667",NA,NA,NA,NA,NA,NA,NA
"47","2019-11-13 11:23:42-03","USP","SPF","127095","PreservedSpecimen","Plantae","Loganiaceae","Spigelia","flava","Spigelia flava","Hind, DJN","4386","1996","11","17",NA,"Brasil",NA,NA,NA,"SPF00127095",NA,NA,"Zappi & Harley",NA,"Bahia","Rio de Contas",NA,"-41.8114013671875","-13.5789003372192",NA,NA,NA,"Hind, DJN","1996","11",NA,NA,NA,NA,"49773","auto",NA,NA,NA
