"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","minimumElevationInMeters","county","decimalLongitude","decimalLatitude","maximumElevationInMeters","infraspecificEpithet","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","fieldNumber","individualCount","typeStatus"
"16","2021-03-15 16:37:00-03","NY","NYBG","01201146","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Cyperaceae","Scleria","microcarpa","Scleria microcarpa microcarpa","Nees ex Kunth","N. A. Rosa","1518","1977","02","16","South America","Brazil","Roraima","Área pantanosa.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1452745' target='other'> <mi>dwc_moreinfo</mi></a>","NY01201146","NY01201146_01","T. M. Koyama",NA,NA,NA,NA,NA,"microcarpa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","01201618","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Cyperaceae","Scleria","microcarpa","Scleria microcarpa","Nees ex Kunth","G. T. Prance","11081","1971","03","18","South America","Brazil","Roraima","Margin of Rio Mucajaí.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1452857' target='other'> <mi>dwc_moreinfo</mi></a>","NY01201618","NY01201618_01","T. M. Koyama",NA,NA,"-62.1706009","2.7471596",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","636691","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Cyperaceae","Scleria","microcarpa","Scleria microcarpa","Nees ex Kunth","D. S. D. de Araújo","1112","1976","05","19","South America","Brazil","Rio de Janeiro","A margem do Rio Sao Joao.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=342323' target='other'> <mi>dwc_moreinfo</mi></a>","NY00636691","NY00636691_01","T. M. Koyama",NA,"Silva Jardim","-42.318292","-22.559074",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","01201611","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Cyperaceae","Scleria","microcarpa","Scleria microcarpa","Nees ex Kunth","G. Davidse","18009","1980","04","07","South America","Brazil","Pará","7 Km east of Braganca along road to Agusto Correa","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1452849' target='other'> <mi>dwc_moreinfo</mi></a>","NY01201611","NY01201611_01","T. M. Koyama","25","Bragança","-46.666667","-1.05","25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","686443","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Cyperaceae","Scleria","microcarpa","Scleria microcarpa","Nees ex Kunth","S. A. Mori","11007","1978","10","28","South America","Brazil","Bahia","CEPEC.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=834212' target='other'> <mi>dwc_moreinfo</mi></a>","NY00686443","NY00686443_01","T. M. Koyama",NA,"Ilhéus","-39.2273659","-14.771874",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","01201148","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Cyperaceae","Scleria","microcarpa","Scleria microcarpa","Nees ex Kunth","D. G. Campbell","21843","1974","04","05","South America","Brazil","Amazonas","Rio Cuieiras, 50 Km upstream, farm of Sr. Caldez","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1452750' target='other'> <mi>dwc_moreinfo</mi></a>","NY01201148","NY01201148_01","T. M. Koyama",NA,NA,"-60.3236344","-2.6235947",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","01201606","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Cyperaceae","Scleria","microcarpa","Scleria microcarpa","Nees ex Kunth","N. A. Rosa","1518","1977","02","16","South America","Brazil","Roraima","Área pantanosa.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1452832' target='other'> <mi>dwc_moreinfo</mi></a>","NY01201606","NY01201606_01","T. M. Koyama",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","01201607","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Cyperaceae","Scleria","microcarpa","Scleria microcarpa microcarpa","Nees ex Kunth","P. J. M. Maas","271","1971","09","27","South America","Brazil","Amazonas",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1452837' target='other'> <mi>dwc_moreinfo</mi></a>","NY01201607","NY01201607_01","T. M. Koyama",NA,NA,NA,NA,NA,"microcarpa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","00939707","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Cyperaceae","Scleria","microcarpa","Scleria microcarpa microcarpa","Nees ex Kunth","G. T. Prance","59691","1964","10","27","South America","Brazil","Goiás","Serra do Caiapó. 42 km south of Caiaponia. Riverine forest of Rio Claro.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1010666' target='other'> <mi>dwc_moreinfo</mi></a>","NY00939707","NY00939707_01","T. M. Koyama",NA,"Caiapônia","-51.8103","-16.9569",NA,"microcarpa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","637287","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Cyperaceae","Scleria","microcarpa","Scleria microcarpa microcarpa","Nees ex Kunth","J. M. Schunke-Vigo","2793","1968","09","17","South America","Peru","Ucayali","[Loreto] Dtto. Iparia. La quebrada de Iparía al oeste del Río Ucayali. Bosque Nacional de Iparia: Región de bosque seco tropical (sensu Tosi, 1960) a lo largo del Río Ucayali cerca del pueblo de Iparia (unos 80 km. arriba de la confluencia con el Río Pachitea).","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=200282' target='other'> <mi>dwc_moreinfo</mi></a>","NY00637287",NA,"T. M. Koyama","250","Coronel Portillo",NA,NA,"250","microcarpa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","00939534","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Cyperaceae","Scleria","microcarpa","Scleria microcarpa microcarpa","Nees ex Kunth","F. E. Drouet","2577","1935","09","08","South America","Brazil","Ceará","Bana do Ceará.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=993340' target='other'> <mi>dwc_moreinfo</mi></a>","NY00939534","NY00939534_01","T. M. Koyama",NA,"Fortaleza","-38.5431","-3.7172",NA,"microcarpa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","01201614","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Cyperaceae","Scleria","microcarpa","Scleria microcarpa","Nees ex Kunth","G. T. Prance","3999","1967","01","22","South America","Brazil","Roraima","Canto Galo, Rio Mucajaí between Pratinha and Rio Apiaú","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1452852' target='other'> <mi>dwc_moreinfo</mi></a>","NY01201614","NY01201614_01",NA,NA,NA,"-61.1802006","2.6780147",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","636689","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Cyperaceae","Scleria","microcarpa","Scleria microcarpa","Nees ex Kunth","R. P. Belém","1145","1965","05","26","South America","Brazil","Bahia","Centro de pesquisa do Cacau (CEPEC). Ilhéus.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=342326' target='other'> <mi>dwc_moreinfo</mi></a>","NY00636689","NY00636689_01","T. M. Koyama",NA,NA,"-39.2273659","-14.771874",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","636695","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Cyperaceae","Scleria","microcarpa","Scleria microcarpa microcarpa","Nees ex Kunth","D. S. D. de Araújo","1112","1976","05","19","South America","Brazil","Rio de Janeiro","A margem do Rio Sao Joao.","sheet","FEEMA Departamento de Conservaçao Ambiental Tijuca Rio de Janeiro <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=200276' target='other'> <mi>dwc_moreinfo</mi></a>","NY00636695","NY00636695_01","T. M. Koyama",NA,"Silva Jardim","-42.318292","-22.559074",NA,"microcarpa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","01201609","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Cyperaceae","Scleria","microcarpa","Scleria microcarpa","Nees ex Kunth","E. P. Killip","30268","1929","10","27","South America","Brazil","Pará",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1452847' target='other'> <mi>dwc_moreinfo</mi></a>","NY01201609","NY01201609_01","E. P. Killip",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","637293","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Cyperaceae","Scleria","microcarpa","Scleria microcarpa latifolia","(Boeckeler) T.Koyama","J. A. Steyermark","116760","1978","03","24","South America","Venezuela","Miranda","Cerros del Bachiller, western sector: south of Cano Rico and Bachiller, 11 kms. (by air) SSE of El Guapo.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=359318' target='other'> <mi>dwc_moreinfo</mi></a>","NY00637293",NA,"T. M. Koyama","15",NA,NA,NA,"15","latifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","00939532","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Cyperaceae","Scleria","microcarpa","Scleria microcarpa","Nees ex Kunth","H. S. Irwin","15093","1966","04","20","South America","Brazil","Goiás","Serra do Morcêgo, Côrrego Estrema, ca. 40 km N.E. of Formosa","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=991928' target='other'> <mi>dwc_moreinfo</mi></a>","NY00939532","NY00939532_01",NA,"800","Formosa","-47.06965","-15.27769","800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","637282","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Cyperaceae","Scleria","microcarpa","Scleria microcarpa","Nees ex Kunth","C. R. Sperling","6559","1982","08","10","South America","Bolivia","Pando","Lago Bay, a black water lake formed by the Rio Arroyo just upstream from its junction with Rio Manuripi.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=342330' target='other'> <mi>dwc_moreinfo</mi></a>","NY00637282",NA,"T. M. Koyama",NA,NA,"-68.67","-11.95",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","637288","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Cyperaceae","Scleria","microcarpa","Scleria microcarpa microcarpa","Nees ex Kunth","A. C. Smith","2809","1937","12","15","South America","Guyana",NA,"Basin of Essequibo River, near mouth of Onoro Creek.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=200280' target='other'> <mi>dwc_moreinfo</mi></a>","NY00637288",NA,"T. M. Koyama",NA,NA,"-58.641726","1.580018",NA,"microcarpa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","637292","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Cyperaceae","Scleria","microcarpa","Scleria microcarpa latifolia","(Boeckeler) T.Koyama","G. S. Jenman","7063","1896","03",NA,"South America","Guyana",NA,"Barima R[iver].","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=359321' target='other'> <mi>dwc_moreinfo</mi></a>","NY00637292",NA,"T. M. Koyama",NA,NA,NA,NA,NA,"latifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","01201139","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Cyperaceae","Scleria","microcarpa","Scleria microcarpa microcarpa","Nees ex Kunth","G. T. Prance","8031","1968","10","29","South America","Brazil","Amazonas","Basin of Rio Purus area. Lago Preto, 3km. North of Lábrea. Flooded lake bank.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1452715' target='other'> <mi>dwc_moreinfo</mi></a>","NY01201139","NY01201139_01","T. M. Koyama",NA,"Lábrea","-64.7982109","-7.23797",NA,"microcarpa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","02618985","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Cyperaceae","Scleria","microcarpa","Scleria microcarpa","Nees ex Kunth","D. G. Campbell","P21843","1974","04","05","South America","Brazil","Amazonas","Rio Cuieiras, 50 Km upstream, farm of Sr. Caldez","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2944869' target='other'> <mi>dwc_moreinfo</mi></a>","NY02618985","NY02618985_01",NA,NA,NA,"-60.3236344","-2.6235947",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","636696","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Cyperaceae","Scleria","microcarpa","Scleria microcarpa microcarpa","Nees ex Kunth","D. S. D. de Araújo","1172","1976","06","16","South America","Brazil","Rio de Janeiro","Rio Capivari.","sheet","FEEMA Departamento de Conservaçao Ambiental Tijuca Rio de Janeiro <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=200275' target='other'> <mi>dwc_moreinfo</mi></a>","NY00636696","NY00636696_01","T. M. Koyama",NA,"Silva Jardim","-42.3917","-22.6508",NA,"microcarpa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","01201615","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Cyperaceae","Scleria","microcarpa","Scleria microcarpa","Nees ex Kunth","J. Jangoux","1455","1981","07","18","South America","Brazil","Pará","Rio Maicuru, proximidades da pista de pouso do Lageiro","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1452853' target='other'> <mi>dwc_moreinfo</mi></a>","NY01201615","NY01201615_01",NA,NA,NA,"-54.5","-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","02618992","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Cyperaceae","Scleria","microcarpa","Scleria microcarpa","Nees ex Kunth","F. R. Fosberg","29241","1947","12","01","South America","Brazil","Amazonas","Caisara, above Tefé, opp. mouth of Rio Japurá, south bank of Amazon River","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2944877' target='other'> <mi>dwc_moreinfo</mi></a>","NY02618992","NY02618992_01",NA,"60",NA,"-64.83","-3.23","60",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","00939536","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Cyperaceae","Scleria","microcarpa","Scleria microcarpa","Nees ex Kunth","S. L. M. Moore","836","1891",NA,NA,"South America","Brazil","Mato Grosso",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=993408' target='other'> <mi>dwc_moreinfo</mi></a>","NY00939536","NY00939536_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","01481992","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Cyperaceae","Scleria","microcarpa","Scleria microcarpa","Nees ex Kunth","T. M. Koyama","7561","1967","03","11","South America","Venezuela","Bolívar","Near Kamarata.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1763148' target='other'> <mi>dwc_moreinfo</mi></a>","NY01481992",NA,"A. C. Araújo","450",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","02618983","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Cyperaceae","Scleria","microcarpa","Scleria microcarpa","Nees ex Kunth","C. F. Baker","s.n.","1907","01","04","South America","Brazil",NA,"Amazon.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2944867' target='other'> <mi>dwc_moreinfo</mi></a>","NY02618983","NY02618983_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
