"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","county","minimumElevationInMeters","maximumElevationInMeters","imagecode","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","relatedCatalogItem","individualCount","fieldNumber","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","3950184","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Caperonia","palustris","Caperonia palustris","(L.) A.St.-Hil.",NA,"M. H. Nee","40239","1990","12","08","South America","Bolivia","Santa Cruz","2.5 km SW of Buena Vista on road to Rio Surutu","-63.675","-17.47","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4570454' target='other'> <mi>dwc_moreinfo</mi></a>","NY03950184","Vallegrande","330",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","3950176","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Caperonia","palustris","Caperonia palustris","(L.) A.St.-Hil.",NA,"M. H. Nee","51663","2000","11","27","South America","Bolivia","Santa Cruz","Santiesteban. 3 km E of San José","-63.375","-16.83","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4570446' target='other'> <mi>dwc_moreinfo</mi></a>","NY03950176",NA,"240",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","3950155","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Caperonia","palustris","Caperonia palustris","(L.) A.St.-Hil.",NA,"M. H. Nee","50538","1999","11","21","South America","Bolivia","Santa Cruz","9.5 km E of Warnes, on small dirt road, 2.5 km (by road) NW of Candelaria","-63.08","-17.5","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4243739' target='other'> <mi>dwc_moreinfo</mi></a>","NY03950155","Ignacio Warnes","320",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","3950175","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Caperonia","palustris","Caperonia palustris","(L.) A.St.-Hil.",NA,"M. H. Nee","36069","1988","01","28","South America","Bolivia","Santa Cruz","12 km E of center of Santa Cruz, on road to Cotoca","-63.07","-17.77","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4570445' target='other'> <mi>dwc_moreinfo</mi></a>","NY03950175","Andrés Ibáñez","375",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","3950206","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Caperonia","palustris","Caperonia palustris","(L.) A.St.-Hil.",NA,"S. G. Beck","9272","1983","06","30","South America","Bolivia","La Paz","subiendo el camino cerca a la orilla del rio Beni de Santa Ana de Alto Beni hacia el puente del rio Beni",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4570476' target='other'> <mi>dwc_moreinfo</mi></a>","NY03950206","Sud Yungas","500","700",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","3950182","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Caperonia","palustris","Caperonia palustris","(L.) A.St.-Hil.",NA,"M. H. Nee","43169","1992","12","18","South America","Bolivia","Santa Cruz","13 km (by air) NE of Cotoca, 2-3 km N of Quebrada Cotoca on road to El Pauro","-62.92","-17.68","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4570452' target='other'> <mi>dwc_moreinfo</mi></a>","NY03950182","Andrés Ibáñez","325",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","640180","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Caperonia","palustris","Caperonia palustris","(L.) A.St.-Hil.",NA,"R. Romero-Castañeda","11149","1971","08","03","South America","Colombia","Magdalena","Mpio. de Fundación: corregimiento de Santa Rosa, entre el caserío y el río Fundación",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=754418' target='other'> <mi>dwc_moreinfo</mi></a>","NY00640180",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","3950180","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Caperonia","palustris","Caperonia palustris","(L.) A.St.-Hil.",NA,"M. H. Nee","43319","1992","12","24","South America","Bolivia","Santa Cruz","along Arroyo Itití, just upstream from its confluence with the rí Yapacaní, W side if río Yapacaní, 7 km (by air) SSW (upstream) from highway bridge","-63.87","-17.47","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4570450' target='other'> <mi>dwc_moreinfo</mi></a>","NY03950180","Ichilo","300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","870227","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Caperonia","palustris","Caperonia palustris","(L.) A.St.-Hil.","R. Frey","A. C. Allem","1507","1978","01","16","South America","Brazil","Mato Grosso do Sul","Faz. São Bento - Dist. Nabileque.","-57.6531","-19.0094","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1112032' target='other'> <mi>dwc_moreinfo</mi></a>","NY00870227","Corumbá",NA,NA,"NY00870227_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","01301096","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Caperonia","palustris","Caperonia palustris","(L.) A.St.-Hil.","N. T. da Silva","N. T. da Silva","57810","1963","12","03","South America","Brazil","Pará","Margen do R. Guamá.","-47.6124072","-1.6053602","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1559821' target='other'> <mi>dwc_moreinfo</mi></a>","NY01301096","Belém",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","3950183","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Caperonia","palustris","Caperonia palustris","(L.) A.St.-Hil.",NA,"M. H. Nee","37707","1989","01","25","South America","Bolivia","Santa Cruz","on W side of city of Santa Cruz","-63.2","-17.78","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4570453' target='other'> <mi>dwc_moreinfo</mi></a>","NY03950183","Andrés Ibáñez","420",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","640179","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Caperonia","palustris","Caperonia palustris","(L.) A.St.-Hil.","G. Bromley","R. M. Harley","21988","1980","05","01","South America","Brazil","Bahia","Chapadao Ocidental da Bahia. 5 km. to the North of Tabocas, which is 10 km. N.W. of Serra Dourada","-44.03","-12.65","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=754414' target='other'> <mi>dwc_moreinfo</mi></a>","NY00640179",NA,"500","500","NY00640179_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","640182","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Caperonia","palustris","Caperonia palustris","(L.) A.St.-Hil.","M. H. Nee","M. H. Nee","38706","1990","09","10","South America","Bolivia","Santa Cruz","Prov. Guarayos [formerly Prov. Nuflo de Chavez], ca. 6 km. W of Perseverancia.","-62.83","-14.73","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=754402' target='other'> <mi>dwc_moreinfo</mi></a>","NY00640182",NA,"275","275",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","3950196","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Caperonia","palustris","Caperonia palustris","(L.) A.St.-Hil.",NA,"L. Aristeguieta","3816","1959","02",NA,"South America","Venezuela","Miranda","Caserío La Lapas, extremo opuesto Tacarigua de La Laguna",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4570466' target='other'> <mi>dwc_moreinfo</mi></a>","NY03950196",NA,"10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","870225","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Caperonia","palustris","Caperonia palustris","(L.) A.St.-Hil.","R. Frey","E. P. Heringer","881","1979","01","28","South America","Brazil","Mato Grosso do Sul","Estrada Transpantaneira- Acampamento do Exército",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1112028' target='other'> <mi>dwc_moreinfo</mi></a>","NY00870225",NA,NA,NA,"NY00870225_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","870229","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Caperonia","palustris","Caperonia palustris","(L.) A.St.-Hil.","G. L. Webster","W. R. Anderson","37163","1972","03","18","South America","Brazil","Minas Gerais","15 km N of Montalvânia",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1112043' target='other'> <mi>dwc_moreinfo</mi></a>","NY00870229",NA,"550","550","NY00870229_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","306003","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Caperonia","palustris","Caperonia palustris","(L.) A.St.-Hil.","M. H. Nee","M. H. Nee","48833","1998","04","05","South America","Bolivia","Santa Cruz","Santiesteban. 7.5 km by road NW of bridge at Chané Independencia.","-63.27","-16.93","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=754411' target='other'> <mi>dwc_moreinfo</mi></a>","NY00306003",NA,"225","225",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","3950202","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Caperonia","palustris","Caperonia palustris","(L.) A.St.-Hil.",NA,"M. H. Nee","45112","1994","02","20","South America","Bolivia","Santa Cruz","Santiesteban. E of La Porfia.","-63.125","-17.0556","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4570472' target='other'> <mi>dwc_moreinfo</mi></a>","NY03950202",NA,"340",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","870226","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Caperonia","palustris","Caperonia palustris","(L.) A.St.-Hil.","R. Frey","E. P. Heringer","882","1979","01","28","South America","Brazil","Mato Grosso do Sul","Miranda","-56.3781","-20.2408","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1112031' target='other'> <mi>dwc_moreinfo</mi></a>","NY00870226","Miranda",NA,NA,"NY00870226_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","3950201","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Caperonia","palustris","Caperonia palustris","(L.) A.St.-Hil.",NA,"M. H. Nee","45091","1994","02","20","South America","Bolivia","Santa Cruz","Santiesteban. 5 km N of center of General Saavedra on road to Mineros","-63.2208","-17.18","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4570471' target='other'> <mi>dwc_moreinfo</mi></a>","NY03950201",NA,"260",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","3950199","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Caperonia","palustris","Caperonia palustris","(L.) A.St.-Hil.",NA,"M. H. Nee","47423","1997","12","21","South America","Bolivia","Santa Cruz","3 km NNW of La Esperanza and 1.3 km SE of junction with Montero-Okinawa highway","-63.05","-17.27","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4570469' target='other'> <mi>dwc_moreinfo</mi></a>","NY03950199","Ignacio Warnes","270",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","01301097","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Caperonia","palustris","Caperonia palustris","(L.) A.St.-Hil.","M. J. Huft","D. F. Austin","7038","1979","10","15","South America","Brazil","Amapá","Entre Mazagão Novo, Vila de Carvão. SW de Macapá.","-51.2861","-0.1161","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1322734' target='other'> <mi>dwc_moreinfo</mi></a>","NY01301097",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","870228","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Caperonia","palustris","Caperonia palustris","(L.) A.St.-Hil.","R. Frey","A. C. Allem","1316","1977","11","17","South America","Brazil","Mato Grosso do Sul","Faz. São Bento - Dist. Nabileque.","-57.6531","-19.0094","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1112037' target='other'> <mi>dwc_moreinfo</mi></a>","NY00870228","Corumbá",NA,NA,"NY00870228_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-02-08 11:08:30-03","UNESP-IBB","BOTU","22769","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Caperonia","palustris","Caperonia palustris","(L.) A. St.-Hil.",NA,"Amaral Jr., A.","295","1999","04","09",NA,"Brasil","São Paulo",NA,"-51.746917","-21.069611",NA,"Herbácea com caule oco, flores amarelo-claro.","BOTU022769","Castilho",NA,NA,NA,"51°44'48.9w","21°04'10.6s",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-02-08 11:08:30-03","UNESP-IBB","BOTU","22053","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Caperonia","palustris","Caperonia palustris","(L.) A. St.-Hil.",NA,"Bicudo, L.R.H.","22","1998","10","12",NA,"Brasil","São Paulo",NA,"-51.614","-20.786528",NA,"Frutos verdes.","BOTU022053","Castilho",NA,NA,NA,"51°36'50.4w","20°47'11.5s",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2020-06-29 11:30:14-03","UFRJ","RFA","14118","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Caperonia","palustris","Caperonia palustris","(L.) A.St.-Hil.","M. Souza","A.P. Duarte","10374","1967","02","14",NA,"Brasil","Minas Gerais","Rio Bezerro","-46.9061012268066","-16.3575000762939",NA,NA,"RFA12602","Unaí",NA,NA,NA,NA,NA,"2005","04","20","97926","auto",NA,NA,NA,NA,NA
"37","2020-11-24 17:10:38-03","UTFPR","DVPR","116","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Euphorbiaceae","Caperonia","palustris","Caperonia palustris","(L.) A.St.-Hil.","Kranz, WM","Nakamura, KC","1715","2005","09","12",NA,"Brasil","Paraná","Pousada das Alamandas","-51.3692016601562","-23.309700012207",NA,"Herbácea 65 cm.; Cultivada em casa de vegetação (IAPAR).","DVPR000116","Rolândia",NA,NA,"DVPR000116",NA,NA,NA,NA,NA,"19311","auto",NA,NA,NA,NA,NA
"38","2021-03-30 12:38:05-03","EAO","IAN","68347","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Euphorbiaceae","Caperonia","palustris","Caperonia palustris","(L.) A.St.-Hil.",NA,"Smith, AC","3469","1938","03","31",NA,"Guiana","Unknown",NA,NA,NA,NA,"Herb, in open swsmp.","IAN068347",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-02 16:28:49-03","CPAN-UFMS","COR","274","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Caperonia","palustris","Caperonia palustris","(L.) A.St.-Hil.","Silva, R. R.","Conceição, C. A.","1742","1985","05","15",NA,"Brasil","Mato Grosso do Sul","Distrito de Albuquerque","-57.409722","-19.406944",NA,"Erva, 20-30 cm de altura Habito: Erva",NA,"Corumbá","90","90",NA,"57º24'35''W","19º24'25''S","1999","08","18",NA,NA,NA,NA,NA,NA,NA
"40","2020-11-26 18:07:54-03","CPAN-UFMS","COR","713","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Caperonia","palustris","Caperonia palustris","(L.) A.St.-Hil.",NA,"Almeida Rego","535","1986","07","22",NA,"Brasil","Mato Grosso do Sul",NA,"-57.6016998291016","-19.0046997070312",NA,"Erva emergente aquática",NA,"Ladário",NA,NA,NA,NA,NA,NA,NA,NA,"23141","auto",NA,NA,NA,NA,NA
"41","2020-11-26 18:07:54-03","CPAN-UFMS","COR","15563","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Caperonia","palustris","Caperonia palustris","(L.) A.St.-Hil.",NA,"Oliveira, P. P.; Diamante, M.; Mendes, E. S.; Campos, M. E. C.",NA,"2012","04","17",NA,"Brasil","Mato Grosso do Sul","Beira de estrada. pasto; ;.","-57.6016998291016","-19.0046997070312",NA,"Com Flor: branca",NA,"Ladário",NA,NA,NA,NA,NA,NA,NA,NA,"23141","auto",NA,NA,NA,NA,NA
"42","2019-10-09 11:14:02-03","UFBA","ALCB","69403","PreservedSpecimen","Plantae","Dicotyledon",NA,"Euphorbiaceae","Caperonia","palustris","Caperonia palustris","A.St.-Hil.","Guedes, ML","Xavier, AB; Guedes, ML","347","2005","02","23","Southern America","Brasil","Bahia","Oeste, Nas margens da Varzea do Anil","-44.95","-11.966667",NA,"de ca 1m., pubescente. Folhas membranáceas, discolores. Inflorescência axilar, flores masculinas alvas., cálice gamossépalo com lacínios ciliados ou com pêlos glandulíferos; coluna central curta, tripartida no ápice; cocas com superfí","ALCB051073","Formosa do Rio Preto",NA,NA,"ALCB051073","-44.95","-11.966667","2005","10",NA,NA,NA,NA,NA,NA,NA,NA
"43","2020-02-08 09:47:36-03","NBC","NL-BOTANY","U.1255351","PreservedSpecimen","Plantae",NA,"Malpighiales","Euphorbiaceae","Caperonia","palustris","Caperonia palustris","(L.) A.St.-Hil.","Punt W","Cremers GA",NA,"1988","01","18","Southern America","French Guiana","Cayenne",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1255351 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1255351",NA,NA,NA,"NL-U1255351",NA,NA,"2000","11","01",NA,NA,"Magnoliopsidae","U 0132899",NA,NA,NA
"44","2020-02-08 09:47:35-03","NBC","NL-BOTANY","L.2194508","PreservedSpecimen","Plantae",NA,"Malpighiales","Euphorbiaceae","Caperonia","palustris","Caperonia palustris","(L.) A.St.-Hil.",NA,"Morel I",NA,"1949","11","29","Southern America","Argentina","Formosa","NE a 2 km de Laguna S??uinavera",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2194508 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2194508",NA,NA,NA,"NL-L2194508",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","L 0240793 | 954018389",NA,NA,NA
"45","2020-02-08 09:47:35-03","NBC","NL-BOTANY","L.2194509","PreservedSpecimen","Plantae",NA,"Malpighiales","Euphorbiaceae","Caperonia","palustris","Caperonia palustris","(L.) A.St.-Hil.","Lanjouw J","Persoon CH",NA,NA,NA,NA,"Southern America","Brazil",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2194509 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2194509",NA,NA,NA,"NL-L2194509",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","L 0240794 | 903322781",NA,NA,NA
