"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","identifiedBy","imagecode","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","class","eventTime","individualCount","fieldNumber","relatedCatalogItem"
"11","2020-12-21 16:30:13-03","MBM","MBM","62274","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Hyptis","bahiensis","Hyptis bahiensis","Harley","PARATYPE","Hatschbach, G.; Guimarães, O.; Guimarães, O.","42437","1979","07","17","Southern America","Brazil","Bahia","Morro do Chapéu","Rio Ferro Doido","-41.1561012268066","-11.5500001907349","850","850",NA,"Reptante, radicante, flor alva. Brejo; Reptante, radicante, flor alva.; Brejo.","MBM062274","Harley, R.M.","MBM062274","1996",NA,NA,NA,"98143","auto",NA,NA,NA,NA,NA
"12","2020-09-12 05:00:02-03","US","US","3587163","PreservedSpecimen","Plantae",NA,"Lamiales","Lamiaceae","Hyptis","bahiensis","Hyptis bahiensis","Harley",NA,"R. Harley, N. Hind, S. Smith & H. P. Bautista","3661","1996","7","16","South America - Neotropics","Brazil","Bahia",NA,"Mun. Mucugê, Próximo ao cemitério.","-41.47","-12.95",NA,NA,NA,NA,"US02885183",NA,"US02885183_01",NA,NA,NA,NA,NA,NA,"Docotyledonae",NA,"1",NA,NA
"13","2020-09-12 05:00:02-03","US","US","3097343","PreservedSpecimen","Plantae",NA,"Lamiales","Lamiaceae","Hyptis","bahiensis","Hyptis bahiensis","Harley",NA,"G. Hatschbach & R. Kummrow","47917","1984","6","15","South America - Neotropics","Brazil","Bahia",NA,"Mucugê, arredores.",NA,NA,NA,NA,NA,NA,"US02885184",NA,"US02885184_01",NA,NA,NA,NA,NA,NA,"Docotyledonae",NA,"1",NA,NA
"14","2020-09-12 05:00:02-03","US","US","2675510","PreservedSpecimen","Plantae",NA,"Lamiales","Lamiaceae","Hyptis","bahiensis","Hyptis bahiensis","Harley",NA,"H. S. Irwin, R. M. Harley & Geo. L. Smith","32504","1971","2","18","South America - Neotropics","Brazil","Bahia",NA,"Planalto do Brasil, Rio Ferro Doido, ca. 18km E. of Morro do Chapéu.",NA,NA,"1100",NA,NA,NA,"US02885185",NA,"US02885185_01",NA,NA,NA,NA,NA,NA,"Docotyledonae",NA,"1",NA,NA
"15","2019-11-13 11:20:45-03","USP","SPF","117067","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Hyptis","bahiensis","Hyptis bahiensis","Harley","paratype","Harley, RM","PCD3115","1996","06","27",NA,"Brasil","Bahia","Morro do Chapéu",NA,"-41.016389","-11.681667","724","724",NA,NA,"SPF00117067","Harley, RM","SPF00117067","2004","04","-41.016389","-11.681667",NA,NA,NA,NA,NA,NA,NA
"16","2019-11-13 11:20:45-03","USP","SPF","121617","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Hyptis","bahiensis","Hyptis bahiensis","Harley","paratype","Harley, RM","PCD3661","1996","07","16",NA,"Brasil","Bahia","Mucugê",NA,"-41.466667","-12.95",NA,NA,NA,NA,"SPF00121617","Harley, RM","SPF00121617","1996",NA,"-41.466667","-12.95",NA,NA,NA,NA,NA,NA,NA
"17","2019-11-13 11:20:45-03","USP","SPF","36774","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Hyptis","bahiensis","Hyptis bahiensis","Harley","paratype","Harley, RM","CFCR6974","1984","12","16",NA,"Brasil","Bahia","Mucugê",NA,"-41.3708000183105","-13.0052995681763",NA,NA,NA,NA,"SPF00036774","Harley, RM","SPF00036774","1986",NA,NA,NA,"52493","auto",NA,NA,NA,NA,NA
"18","2019-11-13 11:20:45-03","USP","SPF","123371","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Hyptis","bahiensis","Hyptis bahiensis","Harley",NA,"Conceição, AA","387","1997","02","04",NA,"Brasil","Bahia","Mucugê","Parque Nacional da Chapada Diamantina","-41.3708000183105","-13.0052995681763",NA,NA,NA,NA,"SPF00123371","Harley, RM","SPF00123371","1997","02",NA,NA,"52493","auto",NA,NA,NA,NA,NA
"19","2019-10-07 09:16:12-03","UEFS","HUEFS","32215","PreservedSpecimen","Plantae","Angiospermae","Lamiales","Lamiaceae","Hyptis","bahiensis","Hyptis bahiensis","Harley",NA,"Harley, R.M.","SPF36774","1984","12","16",NA,"Brasil","Bahia","Mucugê","Perto do cemitério.","-41.3708000183105","-13.0052995681763",NA,NA,NA,NA,"HUEFS0032215","R.M.Harley","HUEFS0032215","2003","02",NA,NA,"52493","auto","Asteranae",NA,NA,NA,NA
"20","2019-10-07 09:16:12-03","UEFS","HUEFS","143614","PreservedSpecimen","Plantae","Angiospermae","Lamiales","Lamiaceae","Hyptis","bahiensis","Hyptis bahiensis","Harley",NA,"Pastore, J.F.B.","2610","2008","04","18",NA,"Brasil","Bahia","Morro do Chapéu","Caminho para cachoeira do Ferro Doido.","-41.166667","-11.066667",NA,NA,NA,"Substrato arenoso. Ambiente sombreado, próximo a curso d'água.","HUEFS0143614","R.M.Harley","HUEFS0143614","2008","04","41W10'","11S4'",NA,NA,"Asteranae",NA,NA,NA,NA
"21","2019-10-07 09:16:12-03","UEFS","HUEFS","203925","PreservedSpecimen","Plantae","Angiospermae","Lamiales","Lamiaceae","Hyptis","bahiensis","Hyptis bahiensis","Harley",NA,"Harley, R.M.","56018","2009","06","03",NA,"Brasil","Bahia","Mucugê","Guiné, Serra do Beco do Pati.","-41.506944","-12.756944","1367","1367",NA,"Campo rupestre, solo composto de pedrinhas de arenito (tapiacanga), solo laterita.","HUEFS0203925",NA,NA,NA,NA,"41W30'25''","12S45'25''",NA,NA,"Asteranae",NA,NA,NA,NA
"22","2019-10-07 09:16:12-03","UEFS","HUEFS","26100","PreservedSpecimen","Plantae","Angiospermae","Lamiales","Lamiaceae","Hyptis","bahiensis","Hyptis bahiensis","Harley",NA,"Harley, R.M.","PCD3661","1996","07","16",NA,"Brasil","Bahia","Mucugê","Próximo ao cemitério.","-41.466667","-12.95",NA,NA,NA,NA,"HUEFS0026100",NA,"HUEFS0026100",NA,NA,"41W28'","12S57'",NA,NA,"Asteranae",NA,NA,NA,NA
"23","2019-10-07 09:16:12-03","UEFS","HUEFS","62145","PreservedSpecimen","Plantae","Angiospermae","Lamiales","Lamiaceae","Hyptis","bahiensis","Hyptis bahiensis","Harley",NA,"Harley, R.M.","PCD3115","1996","06","27",NA,"Brasil","Bahia","Morro do Chapéu","Leito pedregoso do rio Ventura.","-41.016389","-11.681667","724","724",NA,"Vegetação no leito pedregoso do rio. Afloramentos rochosos.","HUEFS0062145","R.M.Harley","HUEFS0062145","2003","02","41W0'59''","11S40'54''",NA,NA,"Asteranae",NA,NA,NA,NA
"24","2019-10-07 09:16:12-03","UEFS","HUEFS","233900","PreservedSpecimen","Plantae","Angiospermae","Lamiales","Lamiaceae","Hyptis","bahiensis","Hyptis bahiensis","Harley",NA,"Azevêdo-Gonçalves, C.F.de",NA,"2007","06","06",NA,"Brasil","Bahia","Iraquara","Local de CC Mara do Clemente. Iraporanga.","-41.6194000244141","-12.2486000061035",NA,NA,NA,NA,"HUEFS0233900","R.M.Harley","HUEFS0233900","2018","04",NA,NA,"29224","auto","Asteranae",NA,NA,NA,NA
"25","2018-05-14 17:14:34-03","F","FMNH-SEEDPLANTS","V0143860F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Lamiaceae","Hyptis","bahiensis","Hyptis bahiensis",NA,NA,"R. Harley","6974",NA,NA,NA,"South America","Brazil","Bahia",NA,NA,"-42","-11",NA,NA,NA,NA,"V0143860F","RRC ID Flag","V0143860F_01 V0143860F_02",NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,"6974",NA
"26","2020-07-23 12:09:13-03","CEPLAC","CEPEC","77290","PreservedSpecimen","Plantae",NA,NA,"Labiatae","Hyptis","bahiensis","Hyptis bahiensis",NA,"Paratipo","R. M. Harley","3661","1974","02","20",NA,"Brasil","Bahia","MUCUGÊ","Prox. ao cemitério.","-41.466667","-12.95",NA,NA,NA,NA,NA,"R. M. Harley",NA,NA,NA,"41W28'","12S57'",NA,NA,NA,NA,NA,NA,"30/07/1996"
"27","2020-07-23 12:09:13-03","CEPLAC","CEPEC","40770","PreservedSpecimen","Plantae",NA,NA,"Labiatae","Hyptis","bahiensis","Hyptis bahiensis",NA,"Paratipo","G. Hatschbach","47917","1998","10","18",NA,"Brasil","Bahia","MUCUGÊ","Arredores da cidade.","-41.3708000183105","-13.0052995681763",NA,NA,NA,NA,NA,"R. M. Harley",NA,NA,NA,NA,NA,"52493","auto",NA,NA,NA,NA,"30/12/1986"
"28","2014-10-09 13:58:19-03","UHH","HBG","518612","S","Plantae",NA,NA,"Labiatae/Lamiaceae","Hyptis","bahiensis","Hyptis bahiensis","Harley","Paratype","Hatschbach, G. & Kummrow, R.","47917","1984","06","15","South America","Brazil",NA,NA,"Mucugê, arredores, Bahia, campo rupestre, solo arenoso",NA,NA,NA,NA,NA,NA,"HBG518612","Harley, R.M.",NA,"1986",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
