"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","class","relatedCatalogItem","individualCount","fieldNumber","maximumElevationInMeters","infraspecificEpithet","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","typeStatus","coordinatePrecision","geoFlag"
"11","2009-06-02 11:56:00-03","MO","MOBOT","313662","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","magnifolia","Myrcia magnifolia","(O. Berg) Kiaersk.",NA,"Alwyn H. Gentry|Bruce A. Stein","Gentry 46986","1984","4","26","South America","Venezuela","Amazonas",NA,"Cerro Neblina, Between base camp and Puerto Chimo along Rio Mawarinuma.","-66.1333333","0.8333333","150.00000000",NA,NA,NA,NA,NA,NA,"2","84-95","180.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2009-06-02 11:56:00-03","MO","MOBOT","313686","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","magnifolia","Myrcia magnifolia","(O. Berg) Kiaersk.",NA,"Alwyn H. Gentry|Bruce A. Stein","Gentry 47317","1984","5","9","South America","Venezuela","Amazonas",NA,"Upper Río Baria, mostly non-inundated area along riverside.","-66.2666667","0.9166667","140.00000000",NA,NA,NA,NA,NA,NA,"5","84-126",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-01-26 13:56:44-03","IMA","MAC","1040","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","magnifolia","Myrcia magnifolia alagoensis","Berg.",NA,"M.N.Rodrigues","30","1980","07","16",NA,"Brasil","Alagoas","Piaçabuçu","AL201 a 22km de Penedo.","-36.437183","-10.405717",NA,NA,"Frutos vermelhos e pretos.; Mata de Restinga.","MAC0001040","MAC0001040",NA,NA,NA,NA,NA,"alagoensis","-36.437183","-10.405717",NA,NA,NA,NA,NA,NA
"14","2021-03-01 11:49:35-03","UFPE","UFP","79034","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","magnifolia","Myrcia magnifolia","(O. Berg) Kiaersk.","Amorim, BS","Amorim, BS; Pintor, A","2000","2014","05","13",NA,"Brasil","Rio de Janeiro","Silva Jardim",NA,"-42.296389","-22.545278",NA,NA,"Árvore 20m alt., estéril.","UFP079034",NA,NA,NA,NA,NA,NA,NA,"-42.296389","-22.545278","2014","05",NA,NA,NA,NA
"15","2020-12-02 09:07:31-03","UNITINS","HUTO","2419","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","magnifolia","Myrcia magnifolia","(O.Berg) Kiaersk.","Faria, J.E.Q.","Haidar, R.F.","1089","2008","11","09",NA,"Brasil","Tocantins",NA,"Sub-bacia rio Balsas","-46.422222","-12.356944","613",NA,"Árvore com cerca de 2,50 m de altura e 16,50 cm de DAP. Casca do tronco esfoliante; Cerrado sobre areia","HUTO002419",NA,NA,NA,NA,NA,"613",NA,"-46.422222","-12.356944","2009","02","18",NA,NA,NA
"16","2019-10-07 09:35:28-03","UEFS","HUEFS","87185","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Myrtaceae","Gomidesia","magnifolia","Gomidesia magnifolia","O.Berg",NA,"Riedel",NA,NA,NA,NA,NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Silvis humidis progre Macaré.","-43.2075004577637","-22.9027996063232",NA,NA,NA,"HUEFS0087185",NA,"Rosanae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tipo","57442","auto"
"17","2019-09-04 18:25:33-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Myrtaceae","Gomidesia","magnifolia","Gomidesia magnifolia",NA,NA,"L. Riedel",NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Isotype",NA,NA
"18","2019-01-23 11:29:14-02","F","FMNH-SEEDPLANTS","V0077132F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Myrtaceae","Gomidesia","magnifolia","Gomidesia magnifolia",NA,NA,"L. Riedel",NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,"V0077132F","V0077132F_01","Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Isotype",NA,NA
"19","2020-07-23 12:15:58-03","CEPLAC","CEPEC","146245","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Gomidesia","magnifolia","Gomidesia magnifolia",NA,"S. V. A. Pessoa","S. V. A. Pessoa","725",NA,NA,NA,NA,"Brasil","Rio de Janeiro","silva jardim",NA,"-42.3917007446289","-22.6508007049561",NA,NA,"<ll>dwc_commonname:</ll>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"29995","auto"
"20","2009-11-26 13:54:47-02","INPA","INPAW","1368","S","Plantae",NA,NA,"Myrtaceae","Myrcia","magnifolia","Myrcia magnifolia","(O. Berg) Kiaersk.","M.F. Freitas","Rodrigues, W.A.","4119","1962","01","24",NA,"Brasil","Amazonas","Manaus",NA,"-60.025","-3.10194",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1966","07","01",NA,"138090","auto"
"21","2009-11-26 13:54:47-02","INPA","INPAW","26","S","Plantae",NA,NA,"Myrtaceae","Myrcia","magnifolia","Myrcia magnifolia","(O. Berg) Kiaersk.",NA,"William",NA,"1954","10","07",NA,"Brasil","Amazonas","Manaus",NA,"-60.025","-3.10194",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"138090","auto"
"22","2019-02-27 14:03:10-03","UFSJ","HUFSJ","8121","S","Plantae",NA,NA,"Myrtaceae","Myrcia","magnifolia","Myrcia magnifolia","(O.Berg) Kiaersk.","Sobral, M","Medeiros, H; et al.","1069","2012","05","12",NA,"Brasil","Acre","Mâncio Lima","Ramal do Sr. Idelfonso, que liga o Ramal do Pentecostes a BR 307. Floresta secundária, beira do ramal com solo arenoso.","-72.67","-7.631111",NA,NA,"Árvore, 7m. Infrutescência imaturo verde e madura preta.","HUFSJ008121",NA,NA,NA,NA,NA,NA,NA,"-72.67","-7.631111","2015",NA,NA,NA,NA,NA
"23","2017-09-11 17:11:14-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Myrtaceae","Gomidesia","magnifolia","Gomidesia magnifolia","O.Berg",NA,"Riedel, L","s.n.",NA,NA,NA,"Southern America","Brazil","Rio de Janeiro",NA,"in silvis humidis prope Macahe, Dryas",NA,NA,NA,NA,"Dryas; HABITAT: Dryas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2014-09-23 10:58:55-03","G","G","G00223356","S","Plantae",NA,NA,"Myrtaceae","Gomidesia","magnifolia","Gomidesia magnifolia","O. Berg","?","Riedel, L.","1320",NA,NA,NA,"AMERIQUE DU SUD","Brazil",NA,NA,NA,"-53.08972222","-10.77305556",NA,NA,"Coordinate uncertainty: Precision at the level of country Image URL: http://www.ville-ge.ch/musinfo/bd/cjb/chg/adetail.php?id=216423&base=img&lang=en","G00223356","G00223356",NA,NA,NA,NA,NA,NA,"-53.08972222","-10.77305556",NA,NA,NA,"TYPUS of Gomidesia magnifolia O. Berg",NA,NA
