"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","identifiedBy","recordedBy","recordNumber","continentOcean","country","stateProvince","locality","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","scientificNameAuthorship","year","month","day","county","decimalLongitude","decimalLatitude","imagecode","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","verbatimLongitude","verbatimLatitude","fieldNumber","individualCount","typeStatus"
"15","2019-08-27 13:32:04-03","IAP","PACA-AGP","107192","PreservedSpecimen","Plantae","Magnoliophyta","Rhamnales","Rhamnaceae","Condalia","buxifolia","Condalia buxifolia","Bastos, N.R.","Bastos, N.R.",NA,NA,"Brasil","RS","Distrito de Palmas",NA,NA,NA,"Ao norte, próximo ao Rio Camaquã, na beira da estrada Cândido Simões, Coxilha das Flores.","PACA107192","Reissek","1991","05","08","Bagé","-54.1068992614746","-31.3313999176025",NA,NA,NA,NA,"74087","auto","Magnoliatae",NA,NA,NA,NA,NA
"16","2019-08-27 13:32:04-03","IAP","PACA-AGP","86860","PreservedSpecimen","Plantae","Magnoliophyta","Rhamnales","Rhamnaceae","Condalia","buxifolia","Condalia buxifolia","N. R. Bastos","N. R. Bastos","413",NA,"Brasil","RS","Fazenda dos Ferreira",NA,NA,NA,"No corredor que leva à Fazenda dos Ferreira Habitat: Campo com afloramento rochoso","PACA086860","Reissek","1993","12","07","Lavras do Sul","-53.8950004577637","-30.8131008148193",NA,NA,NA,NA,"76406","auto","Magnoliatae",NA,NA,NA,NA,NA
"17","2019-08-27 13:32:04-03","IAP","PACA-AGP","109141","PreservedSpecimen","Plantae","Magnoliophyta","Rhamnales","Rhamnaceae","Condalia","buxifolia","Condalia buxifolia","M. Grings","M. Grings","906",NA,"Brasil","RS","Rincão do Inferno, Cabanha Macanudo.",NA,NA,NA,"ICN 163145 Habitat: em capão com matacão Fenofase: fr. Hábito: arvoreta","PACA109141","Reissek","2009","12","05","Lavras do Sul","-53.8950004577637","-30.8131008148193",NA,NA,NA,NA,"76406","auto","Magnoliatae",NA,NA,NA,NA,NA
"18","2019-08-27 13:32:04-03","IAP","PACA-AGP","70721","PreservedSpecimen","Plantae","Magnoliophyta","Rhamnales","Rhamnaceae","Condalia","buxifolia","Condalia buxifolia","N.R. Bastos","N. R. Bastos","94",NA,"Brasil","RS","Faz. São João",NA,NA,NA,"Habitat: Beira de mata, junto à corrego Fenofase: flor","PACA070721","Reissek","1991","04","08","Piratini","-53.1041984558105","-31.4480991363525",NA,NA,NA,NA,"62286","auto","Magnoliatae",NA,NA,NA,NA,NA
"19","2019-08-27 13:32:04-03","IAP","PACA-AGP","109677","PreservedSpecimen","Plantae","Magnoliophyta","Rhamnales","Rhamnaceae","Condalia","buxifolia","Condalia buxifolia","N. R. Bastos-Záchia","N. R. Bastos-Záchia",NA,NA,"Brasil","RS","Faz. São João.",NA,NA,NA,"Habitat: arbustos em meio ao campo; solo com afloramento rochoso Fenofase: fl.","PACA109677","Reissek","1997","09","30","Piratini","-53.1041984558105","-31.4480991363525",NA,NA,NA,NA,"62286","auto","Magnoliatae",NA,NA,NA,NA,NA
"20","2019-08-27 13:32:04-03","IAP","PACA-AGP","109702","PreservedSpecimen","Plantae","Magnoliophyta","Rhamnales","Rhamnaceae","Condalia","buxifolia","Condalia buxifolia","N. R. Bastos-Záchia","N. R. Bastos-Záchia",NA,NA,"Brasil","RS","Faz. São João.",NA,NA,NA,"Habitat: arbustos em meio ao campo; solo com afloramento rochoso Fenofase: fl.","PACA109702","Reissek","1997","09","30","Piratini","-53.1041984558105","-31.4480991363525",NA,NA,NA,NA,"62286","auto","Magnoliatae",NA,NA,NA,NA,NA
"21","2019-08-27 13:32:04-03","IAP","PACA-AGP","109676","PreservedSpecimen","Plantae","Magnoliophyta","Rhamnales","Rhamnaceae","Condalia","buxifolia","Condalia buxifolia","N. R. Bastos-Záchia","N. R. Bastos-Záchia",NA,NA,"Brasil","RS","Faz. São João.",NA,NA,NA,"Habitat: arbustos em meio ao campo; solo com afloramento rochoso Fenofase: fl.","PACA109676","Reissek","1997","09","30","Piratini","-53.1041984558105","-31.4480991363525",NA,NA,NA,NA,"62286","auto","Magnoliatae",NA,NA,NA,NA,NA
"22","2019-08-27 13:32:04-03","IAP","PACA-AGP","109700","PreservedSpecimen","Plantae","Magnoliophyta","Rhamnales","Rhamnaceae","Condalia","buxifolia","Condalia buxifolia","N. R. Bastos-Záchia","N. R. Bastos-Záchia",NA,NA,"Brasil","RS","Faz. São João.",NA,NA,NA,"Habitat: arbustos em meio ao campo, solo com afloramento rochoso","PACA109700","Reissek","1997","09","30","Piratini","-53.1041984558105","-31.4480991363525",NA,NA,NA,NA,"62286","auto","Magnoliatae",NA,NA,NA,NA,NA
"23","2019-08-27 13:32:04-03","IAP","PACA-AGP","109247","PreservedSpecimen","Plantae","Magnoliophyta","Rhamnales","Rhamnaceae","Condalia","buxifolia","Condalia buxifolia","Biegelmeier, J.","N. R. Bastos",NA,NA,"Brasil","RS","Praia da Guarita",NA,NA,NA,"Arbusto de + ou - 2m, ramos acinzentados Habitat: no alto da torre sul","PACA109247","Reissek","1990","04","08","Torres","-49.7268981933594","-29.3353004455566",NA,"2017","08","29","20837","auto","Magnoliatae",NA,NA,NA,NA,NA
"24","2019-08-27 13:32:04-03","IAP","PACA-AGP","66328","PreservedSpecimen","Plantae","Magnoliophyta","Rhamnales","Rhamnaceae","Condalia","buxifolia","Condalia buxifolia","Marcos Sobral","João Mattos","6388",NA,"Brasil","SC","Antonina",NA,NA,NA,"Habitat: caapoeira","PACA066328","Reissek","1957","07",NA,"São Joaquim","-49.9317016601562","-28.2938995361328",NA,"1983",NA,NA,"48290","auto","Magnoliatae",NA,NA,NA,NA,NA
"25","2019-08-27 13:32:04-03","IAP","PACA-AGP","68820","PreservedSpecimen","Plantae","Magnoliophyta","Rhamnales","Rhamnaceae","Condalia","buxifolia","Condalia buxifolia","E. Fromm","E. Fromm","1232",NA,"Brasil","RJ","Quinta da Boa Vista",NA,NA,NA,"Herbário PEL 3320","PACA068820","Reissek","1962","06","08","Rio de Janeiro","-43.2075004577637","-22.9027996063232",NA,"1962",NA,NA,"57442","auto","Magnoliatae",NA,NA,NA,NA,NA
"26","2019-08-27 13:32:04-03","IAP","PACA-AGP","85084","PreservedSpecimen","Plantae","Magnoliophyta","Rhamnales","Rhamnaceae","Condalia","buxifolia","Condalia buxifolia","M. Sobral","Mauhs, J.",NA,NA,"Brasil","RS","Baln. Quintao - Lagoa da Porteira",NA,NA,NA,"Habitat: Na orla da mata de restinga","PACA085084","Reissek","1997","04","17","Palmares do Sul","-50.5097007751465","-30.2577991485596",NA,"2002","02","22","31350","auto","Magnoliatae",NA,NA,NA,NA,NA
"27","2019-08-27 13:32:04-03","IAP","PACA-AGP","70723","PreservedSpecimen","Plantae","Magnoliophyta","Rhamnales","Rhamnaceae","Condalia","buxifolia","Condalia buxifolia","N. Rolim Bastos","N. R. Bastos","95",NA,"Brasil","RS","Fazenda São João.",NA,NA,NA,"fl.&nf;árvore isolada, ca. 2 m alt., bastante ramificada, densa florescência, cheiro forte Habitat: sobre cerro rochoso, solo arenoso","PACA070723","Reissek","1991","04","09","Piratini","-53.1041984558105","-31.4480991363525",NA,NA,NA,NA,"62286","auto","Magnoliatae",NA,NA,NA,NA,NA
"28","2019-08-27 13:32:04-03","IAP","PACA-AGP","70722","PreservedSpecimen","Plantae","Magnoliophyta","Rhamnales","Rhamnaceae","Condalia","buxifolia","Condalia buxifolia","N. R. Bastos","N. R. Bastos","93",NA,"Brasil","RS","Faz. São João",NA,NA,NA,"Arbusto de 2m alt. em solo arenoso Habitat: Sobre pequeno cerro, próximo à casa Fenofase: flor","PACA070722","Reissek","1991","04","08","Piratini","-53.1041984558105","-31.4480991363525",NA,NA,NA,NA,"62286","auto","Magnoliatae",NA,NA,NA,NA,NA
"29","2020-04-22 16:23:21-03","UFPB","JPB","54648","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Rhamnaceae","Condalia","buxifolia","Condalia buxifolia","Queiroz, LP","Queiroz, LP; Giulietti, AM; Harley, RM; Cardoso, D; et al.","13246","Southern America","Brasil","Bahia","Distrito de Ventura, ca. 26 Km de Morro do Chapéu na estrada para Mundo Novo.","883","883",NA,"; HABITAT: Caatinga.; DESC: Árvore ca. 4,0 m alt. Esgalhada. Folhas cartáceas. Flores esverdeadas.","JPB0054648","Reissek","2007","10","06","Morro do Chapéu","-40.983333","-11.616667","JPB0054648","2012","05",NA,NA,NA,NA,"-40.983333","-11.616667",NA,NA,NA
"30","2020-10-14 10:05:51-03","FURB","FURB","20120","PreservedSpecimen","Plantae",NA,NA,"Rhamnaceae","Condalia","buxifolia","Condalia buxifolia","Sobral, M","Verdi, M.; Carneiro, F.E.","3870",NA,"Brasil","Santa Catarina","Rincão das Cachoeiras.","826","826",NA,"Fito IFFSC 177 /S/37 Habitat: Floresta Ombrófila Mista; Habito: arbórea;","FURB03264","Reissek","2008","03","24","Campo Belo do Sul","-50.7583333","-27.9908333","FURB03264","2010","01","25",NA,NA,NA,"-50.7583333","-27.9908333",NA,NA,NA
"31","2021-03-16 17:54:47-03","UCS","HUCS","44137","PreservedSpecimen","Plantae","Angiospermae","Rosales","Rhamnaceae","Condalia","buxifolia","Condalia buxifolia",NA,"Sobral, M.","8103",NA,"Brasil","Santa Catarina",NA,NA,NA,NA,"Região Mata ombrófila mista",NA,"Reiss.","1995","11",NA,"Urubici","-49.5917015075684","-28.0149993896484",NA,NA,NA,NA,"30102","auto",NA,NA,NA,NA,NA,NA
"32","2013-04-01 09:16:17-03","IPT","BCTW","19904","S","Plantae","Magnoliophyta",NA,NA,"Condalia","buxifolia","Condalia buxifolia","Instituto Plantarum","Lorenzi, H.","4",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"Reissek",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA
"33","2021-02-11 16:53:23-03","UFSM","SMDB","4458","S","Plantae",NA,NA,"Rhamnaceae","Condalia","buxifolia","Condalia buxifolia","Bastos-Záchia, N.R","Alvarez, A.F.; Cauduro, R","s.n.",NA,"Brasil","Rio Grande do Sul",NA,NA,NA,NA,NA,"SMDB004458","Reissek","1989","12","08","Caçapava do Sul","-53.4914016723633","-30.5121994018555","SMDB004458","1997","06","04","50525","auto",NA,NA,NA,NA,NA,NA
"34","2021-02-11 16:53:23-03","UFSM","SMDB","7037","S","Plantae",NA,NA,"Rhamnaceae","Condalia","buxifolia","Condalia buxifolia","Záchia, R.A","Záchia, R.A","s.n.",NA,"Brasil","Rio Grande do Sul","Fazenda São João.",NA,NA,NA,"Usada para infusão, galhos para cólicas","SMDB007037","Reissek","1999","03","19","Piratini","-53.1041984558105","-31.4480991363525",NA,NA,NA,NA,"62286","auto",NA,NA,NA,NA,NA,NA
"35","2019-11-25 12:12:36-03","UFSM","SMDB","6053","S","Plantae",NA,NA,"Rhamnaceae","Condalia","buxifolia","Condalia buxifolia","Bastos, NR","Bastos, N R","0910",NA,"Brasil","Rio Grande do Sul",NA,NA,NA,NA,NA,"SMDB006053","Reissek","1991","04","08","Piratini","-53.1041984558105","-31.4480991363525","SMDB006053",NA,NA,NA,"62286","auto",NA,NA,NA,NA,NA,NA
"36","2019-11-25 12:12:36-03","UFSM","SMDB","6054","S","Plantae",NA,NA,"Rhamnaceae","Condalia","buxifolia","Condalia buxifolia","Bastos, NR","Bastos, N R","0930",NA,"Brasil","Rio Grande do Sul",NA,NA,NA,NA,NA,"SMDB006054","Reissek","1991","04","08","Piratini","-53.1041984558105","-31.4480991363525","SMDB006054",NA,NA,NA,"62286","auto",NA,NA,NA,NA,NA,NA
"37","2019-11-25 12:12:36-03","UFSM","SMDB","9224","S","Plantae",NA,NA,"Rhamnaceae","Condalia","buxifolia","Condalia buxifolia","Giacomelli, SR","Giacomelli, SR; Maldaner, G","s.n.",NA,"Brasil","Rio Grande do Sul",NA,NA,NA,NA,"Borda de mata. Material-Testemunho de Pesquisa em Química de Produtos Naturais","SMDB009224","Reissek","2003","03",NA,"São João do Polêsine","-53.4455986022949","-29.613899230957","SMDB009224",NA,NA,NA,"12492","auto",NA,NA,NA,NA,NA,NA
"38","2020-12-21 16:42:34-03","MBM","MBM","128030","PreservedSpecimen","Plantae",NA,NA,"Rhamnaceae","Condalia","buxifolia","Condalia buxifolia","Goldenberg, A.","Hatschbach, G.; Silva, J.M.; Silva, J.M.","52380","Southern America","Brazil","Santa Catarina","Rodovia para Lajes",NA,NA,NA,NA,"MBM128030","Reissek",NA,NA,NA,"São Joaquim","-49.9317016601562","-28.2938995361328","MBM128030",NA,NA,NA,"48290","auto",NA,NA,NA,NA,NA,NA
"39","2020-12-21 16:42:34-03","MBM","MBM","228402","PreservedSpecimen","Plantae",NA,NA,"Rhamnaceae","Condalia","buxifolia","Condalia buxifolia",NA,"Sobral, M.; et al.; et al.","8103","Southern America","Brazil","Santa Catarina","Urubici",NA,NA,NA,NA,"MBM228402","Reissek",NA,NA,NA,"Urubici","-49.5917015075684","-28.0149993896484","MBM228402",NA,NA,NA,"30102","auto",NA,NA,NA,NA,NA,NA
"40","2020-12-21 16:42:34-03","MBM","MBM","301566","PreservedSpecimen","Plantae",NA,NA,"Rhamnaceae","Condalia","buxifolia","Condalia buxifolia","Bastos Záchia, N.R.","Bastos Záchia, N.R.","413","Southern America","Brazil","Rio Grande do Sul","Fazenda dos Ferreira, Corredor que leva à Fazenda dos Ferreira",NA,NA,NA,"Campo com afloramento rochoso.","MBM301566","Reissek","1993","12","07","Lavras do Sul","-53.8950004577637","-30.8131008148193","MBM301566",NA,NA,NA,"76406","auto",NA,NA,NA,NA,NA,NA
"41","2015-09-05 12:02:49-03","MNHN","RECOLNAT_MNHN_P","P06790886","PreservedSpecimen",NA,NA,NA,"Rhamnaceae","Condalia","buxifolia","Condalia buxifolia",NA,"Glaziou, A.",NA,NA,"Brasil","Rio de Janeiro",NA,NA,NA,"hb","Reçu le 23 octobre 1877 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06790886' target='other'> <mi>dwc_moreinfo</mi></a>","P06790886","Reissek",NA,NA,NA,NA,NA,NA,"P06790886_01",NA,NA,NA,NA,NA,NA,NA,NA,"8794",NA,NA
"42","2015-09-05 12:02:49-03","MNHN","RECOLNAT_MNHN_P","P06790887","PreservedSpecimen",NA,NA,NA,"Rhamnaceae","Condalia","buxifolia","Condalia buxifolia",NA,"Glaziou, A.",NA,NA,"Brasil","Rio de Janeiro","Brésil. Province de Rio Janeiro",NA,NA,"hb","Reçu le 23 Octobre 1877 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06790887' target='other'> <mi>dwc_moreinfo</mi></a>","P06790887","Reissek",NA,NA,NA,NA,NA,NA,"P06790887_01",NA,NA,NA,NA,NA,NA,NA,NA,"8794",NA,NA
"43","2015-09-05 12:02:50-03","MNHN","RECOLNAT_MNHN_P","P06790902","PreservedSpecimen",NA,NA,NA,"Rhamnaceae","Condalia","buxifolia","Condalia buxifolia",NA,"Riedel",NA,NA,"Brasil",NA,NA,NA,NA,"hb","Herbier de A. Glaziou donné par Mme SIMARD, sa fille, en 1907. <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06790902' target='other'> <mi>dwc_moreinfo</mi></a>","P06790902","Reissek",NA,NA,NA,NA,NA,NA,"P06790902_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2015-09-05 12:02:49-03","MNHN","RECOLNAT_MNHN_P","P06790889","PreservedSpecimen",NA,NA,NA,"Rhamnaceae","Condalia","buxifolia","Condalia buxifolia",NA,"Smith, L.B.|Klein, R.M.",NA,NA,"Brasil","Santa Catarina","Gallery forest by Rio Chapecó, 12km south of Horizonte (Paraná).","1000","1100","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06790889' target='other'> <mi>dwc_moreinfo</mi></a>","P06790889","Reissek","1964","12","4","Água Doce","-51.61667","-26.68333","P06790889_01",NA,NA,NA,NA,NA,NA,NA,NA,"13567",NA,NA
"45","2019-01-23 17:40:10-02","MNHN","RECOLNAT_MNHN_P","P06790904","PreservedSpecimen",NA,NA,NA,"Rhamnaceae","Condalia","buxifolia","Condalia buxifolia",NA,"Riedel",NA,NA,"Brasil",NA,NA,NA,NA,"hb","Reçu le 16 avril 1880 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06790904' target='other'> <mi>dwc_moreinfo</mi></a>","P06790904","Reissek",NA,NA,NA,NA,NA,NA,"P06790904_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2015-09-05 12:02:49-03","MNHN","RECOLNAT_MNHN_P","P06790884","PreservedSpecimen",NA,NA,NA,"Rhamnaceae","Condalia","buxifolia","Condalia buxifolia",NA,"Glaziou, A.",NA,NA,"Brasil","Rio de Janeiro","Brésil. (Rio Jan.) São Christovão",NA,NA,"hb","Herbier de A. Glaziou donné par Mme SIMARD, sa fille, en 1907. <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06790884' target='other'> <mi>dwc_moreinfo</mi></a>","P06790884","Reissek","1877","6","2","Rio de Janeiro","-43.2075004577637","-22.9027996063232","P06790884_01",NA,NA,NA,"57442","auto",NA,NA,NA,"8794",NA,NA
"47","2015-09-05 12:02:49-03","MNHN","RECOLNAT_MNHN_P","P06790888","PreservedSpecimen",NA,NA,NA,"Rhamnaceae","Condalia","buxifolia","Condalia buxifolia",NA,"Glaziou, A.",NA,NA,"Brasil","Rio de Janeiro","Brésil. Rio Jan. São Christovão",NA,NA,"hb","Herbier de A. Glaziou donné par Mme SIMARD, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06790888' target='other'> <mi>dwc_moreinfo</mi></a>","P06790888","Reissek","1877","6","2","Rio de Janeiro","-43.2075004577637","-22.9027996063232","P06790888_01",NA,NA,NA,"57442","auto",NA,NA,NA,"8794",NA,NA
"48","2015-09-05 12:03:57-03","MNHN","RECOLNAT_MNHN_P","P06791030","PreservedSpecimen",NA,NA,NA,"Rhamnaceae","Condalia","buxifolia","Condalia buxifolia",NA,"Glaziou, A.",NA,NA,"Brasil","Rio de Janeiro","Brésil. São Christóvão",NA,NA,"hb","Herbier de A. Glaziou donné par Mme SIMARD, sa fille, en 1907. <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06791030' target='other'> <mi>dwc_moreinfo</mi></a>","P06791030","Reissek","1877","6","2","Rio de Janeiro","-43.2075004577637","-22.9027996063232","P06791030_01",NA,NA,NA,"57442","auto",NA,NA,NA,"8794",NA,NA
"49","2013-07-22 16:12:00-03","MO","MOBOT","100547679","PreservedSpecimen","Plantae",NA,NA,"Rhamnaceae","Condalia","buxifolia","Condalia buxifolia","R.Liesner (MO)","Miguelina Muñoz|B. Muñoz|L. Zúniga","Muñoz E. 429","South America","Bolivia","Santa Cruz","San Mateo. Comunidad Tunas Pampa.","1400.00000000",NA,NA,NA,NA,"Reissek","2004","12","3","Manuel Maria Caballero","-64.6763889","-17.7258334",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
