"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","county","decimalLongitude","decimalLatitude","imagecode","yearIdentified","monthIdentified","class","relatedCatalogItem","typeStatus","verbatimLongitude","verbatimLatitude","dayIdentified","coordinatePrecision","geoFlag","fieldNumber","individualCount"
"11","2020-02-08 10:18:47-03","NBC","NL-BOTANY","L 0044801","PreservedSpecimen","Plantae",NA,"Poales","Gramineae","Panicum","excavatum","Panicum excavatum","Henrard","Henrard JT","Balansa B",NA,"1881","01","01","Southern America","Paraguay",NA,"Paraguay",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L%20%200044801 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L0044801",NA,NA,NA,"NL-L0044801",NA,NA,"Magnoliopsidae","908922318","type",NA,NA,NA,NA,NA,NA,NA
"12","2020-02-08 10:18:47-03","NBC","NL-BOTANY","U.1487511","PreservedSpecimen","Plantae",NA,"Poales","Gramineae","Panicum","excavatum","Panicum excavatum","Henrard",NA,"Killeen TJ",NA,"1985","06","01","Southern America","Bolivia",NA,"Santa Cruz, Nuflo de Chavez, Concepción, Est. San Josecito.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1487511 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1487511",NA,"-62","-16.166667","NL-U1487511",NA,NA,"Magnoliopsidae",NA,NA,"-62.0","-16.166667",NA,NA,NA,NA,NA
"13","2020-12-20 21:19:01-03","UFV","VIC","4096","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Panicum","excavatum","Panicum excavatum","Henrard","Swallen, J.R.","Alvim, P.","s.n.","1941","03","29",NA,"Brasil","Minas Gerais","E. S. A. V., Mata da Biologia. Floresta Estacional Semidecidual.",NA,NA,NA,"Base deitada, ápice ereto.","VIC004096","Viçosa","-42.8819007873535","-20.7539005279541","VIC004096","1962","02",NA,NA,NA,NA,NA,"13","13937","auto",NA,NA
"14","2021-04-07 11:47:09-03","UFMS","CGMS","43834","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Acroceras","excavatum","Acroceras excavatum","(Henrard) Zuloaga & Morrone","A. Guglieri-Caporal","F.J.M. Caporal","1018","2010","11","01",NA,"Brasil","Mato Grosso do Sul","Morro do Urucum, Vale.",NA,NA,NA,NA,"CGMS1073800","Corumbá","-57.5705556","-19.1930555",NA,NA,NA,NA,NA,NA,"-57,5705556","-19,1930555",NA,NA,NA,NA,NA
"15","2021-04-07 11:47:09-03","UFMS","CGMS","55793","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Acroceras","excavatum","Acroceras excavatum","(Henrard) Zuloaga & Morrone","A. Guglieri-Caporal","Bárbara E.M. Pinto; A. Guglieri-Caporal","164","2009","07","02",NA,"Brasil","Mato Grosso do Sul","Fazenda Retiro Conceição.",NA,NA,NA,NA,"CGMS1089942","Porto Murtinho","-57.8824996948242","-21.6989002227783",NA,"2009",NA,NA,NA,NA,NA,NA,NA,"185577","auto",NA,NA
"16","2021-04-07 11:47:09-03","UFMS","CGMS","44202","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Acroceras","excavatum","Acroceras excavatum","(Henrard) Zuloaga & Morrone","A. Guglieri","J. Carneiro","1435","2003","03","07",NA,"Brasil","Paraná","Mata do Ibiti.",NA,NA,NA,NA,"CGMS1074171","Jundiaí do Sul","-50.247501373291","-23.4367008209229",NA,"2007",NA,NA,NA,NA,NA,NA,NA,"17300","auto",NA,NA
"17","2015-09-24 16:47:56-03","MNHN","RECOLNAT_MNHN_P","P00633933","PreservedSpecimen",NA,NA,NA,"Poaceae","Acroceras","excavatum","Acroceras excavatum","(Henrard) Zuloaga & Morrone","Zuloaga","Balansa, B.",NA,"1881",NA,NA,NA,"Paraguay",NA,"Guarapi",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00633933' target='other'> <mi>dwc_moreinfo</mi></a>","P00633933",NA,NA,NA,"P00633933_01",NA,NA,NA,NA,"isotype",NA,NA,NA,NA,NA,"2947",NA
"18","2015-09-24 16:53:43-03","MNHN","RECOLNAT_MNHN_P","P00633934","PreservedSpecimen",NA,NA,NA,"Poaceae","Acroceras","excavatum","Acroceras excavatum","(Henrard) Zuloaga & Morrone","Zuloaga","Balansa, B.",NA,"1881",NA,NA,NA,"Paraguay",NA,"Guarapi",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00633934' target='other'> <mi>dwc_moreinfo</mi></a>","P00633934",NA,NA,NA,"P00633934_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2947",NA
"19","2015-09-03 23:45:47-03","MNHN","RECOLNAT_MNHN_P","P02047443","PreservedSpecimen",NA,NA,NA,"Poaceae","Acroceras","excavatum","Acroceras excavatum","(Henrard) Zuloaga & Morrone",NA,"Hassler, E.",NA,"1905","2","1",NA,"Paraguay","Caaguazú","Plantae Paraguarienses. In vicinity Caaguazu.",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02047443' target='other'> <mi>dwc_moreinfo</mi></a>","P02047443",NA,"-56.01385","-25.46458","P02047443_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9107",NA
"20","2015-09-03 23:45:47-03","MNHN","RECOLNAT_MNHN_P","P02047444","PreservedSpecimen",NA,NA,NA,"Poaceae","Acroceras","excavatum","Acroceras excavatum","(Henrard) Zuloaga & Morrone",NA,"Glaziou, A.",NA,"1894","3","18",NA,"Brésil","Rio de Janeiro","Corcovado, Brésil, R.J.",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02047444' target='other'> <mi>dwc_moreinfo</mi></a>","P02047444",NA,"-43.21145","-22.95235","P02047444_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"22612",NA
"21","2018-07-17 09:22:00-03","MO","MOBOT","2959579","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Acroceras","excavatum","Acroceras excavatum","(Henrard) Zuloaga & Morrone","Gerrit Davidse (MO)","Timothy J. Killeen","Killeen 830","1985","2","2","South America","Bolivia","Santa Cruz","San Antonio de Lomerio.","400.00000000",NA,NA,NA,NA,"Nuflo de Chavez","-61.8","-16.75",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"22","2018-07-17 09:21:00-03","MO","MOBOT","2959643","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Acroceras","excavatum","Acroceras excavatum","(Henrard) Zuloaga & Morrone","Gerrit Davidse (MO)","Timothy J. Killeen","Killeen 1966","1986","4","16","South America","Bolivia","Santa Cruz","Est. La Dolorida half way between San Javier and Concepción.","500.00000000",NA,NA,NA,NA,"Nuflo de Chavez","-62.25","-16.25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"23","2012-03-18 05:12:00-03","MO","MOBOT","1195443","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Acroceras","excavatum","Acroceras excavatum","(Henrard) Zuloaga & Morrone","T. Killeen","Fabiana Mamani M.","Mamani M. 569","1995","3","1","South America","Bolivia","Santa Cruz","Area de estudio del proyecto BOLFOR, Las Tranca-95. Bosque semideciduo chiquitano, vegetació de la base de laja","450.00000000",NA,NA,NA,NA,"Nuflo de Chavez","-61.84638","-16.52027",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2014-04-03 14:02:00-03","MO","MOBOT","1362723","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Acroceras","excavatum","Acroceras excavatum","(Henrard) Zuloaga & Morrone","G. Davidse (MO)","Michael H. Nee|E. Chávez|Adriana Becerra","Nee 48769","1998","3","27","South America","Bolivia","Santa Cruz","7.3 km from Santa Cruz-Samaipata highway leaving at Tarumá, on dirt road along Río Salado and oil pipeline. Slope, with dryish forest.","900.00000000","1000.00000000",NA,NA,NA,"Andrés Ibáñez","-63.5","-18.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"25","2020-08-20 17:49:00-03","MO","MOBOT","1856579","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Acroceras","excavatum","Acroceras excavatum","(Henrard) Zuloaga & Morrone","O. Morrone","F. Canqui|Hector Cabrera|Narel Paniagua Zambrana|Mario Álvarez|Antonio Álvarez","Canqui Magne 254","2003","3","3","South America","Bolivia","La Paz","Área Natural de Manejo Integrado Madidi, camino Apolo-Azariamas, arroyo Pintata. A 1,5 km al SW del campamento principal sobre el arroyo Pintata. Parcela Temporal de Muestreo 83 (0.05 ha).","938.00000000",NA,NA,NA,NA,"Franz Tamayo","-68.5489444","-14.4651667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"03-08","4"
"26","2011-08-17 12:07:00-03","MO","MOBOT","1874765","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Acroceras","excavatum","Acroceras excavatum","(Henrard) Zuloaga & Morrone","R.M. Baldini","Basil Stergios","Stergios 5960","1983","7","13","South America","Venezuela","Bolívar","Reserva Forestal Imataca. Pica de la CVG que conduce al medio rio Botanamo, cerca de la confluencia con el rio Corumo, desde la carretera Casa Blanca-Anacoco. Selva pluvial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"27","2008-05-27 22:02:00-03","MO","MOBOT","1917939","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Acroceras","excavatum","Acroceras excavatum","(Henrard) Zuloaga & Morrone","F.O. Zuloaga","Norma B. Deginani|Manuel J. Belgrano|R.J. Zuloaga","Deginani 1553","2000","2","29","South America","Argentina","Misiones","Predio de Moconá Naturaleza y Aventura, parte alta del Sendero de Interpretación","200.00000000",NA,NA,NA,NA,"Guaraní","-53.91666","-27.13333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2009-06-24 20:49:00-03","MO","MOBOT","1923494","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Acroceras","excavatum","Acroceras excavatum","(Henrard) Zuloaga & Morrone","Zuloaga & Morrone","Jason R. Swallen","Swallen 8752","1946","3","6","South America","Brazil","Paraná","More or less clambering in brushy border of forest, Rolandia, near Londrina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2009-06-24 20:49:00-03","MO","MOBOT","1923495","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Acroceras","excavatum","Acroceras excavatum","(Henrard) Zuloaga & Morrone","Zuloaga & Morrone","Jason R. Swallen","Swallen 8735","1946","3","6","South America","Brazil","Paraná","Forest, 7 km east of Londrina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2009-06-24 20:49:00-03","MO","MOBOT","1923496","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Acroceras","excavatum","Acroceras excavatum","(Henrard) Zuloaga & Morrone","Zuloaga & Morrone","Jason R. Swallen","Swallen 9003","1946","3","28","South America","Brazil","Paraná","Rio de Vargem, Campo Morão",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2008-05-27 22:02:00-03","MO","MOBOT","221469","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Acroceras","excavatum","Acroceras excavatum","(Henrard) Zuloaga & Morrone","F.O. Zuloaga","Agnes Chase","Chase 11014","1930","2","18","South America","Brazil","Mato Grosso do Sul","Vicinity of Dourados. Rich humus, in down timber in dense matta","400.00000000",NA,NA,NA,NA,NA,"-54.66666","-22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2009-08-21 04:37:00-03","MO","MOBOT","2232249","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Acroceras","excavatum","Acroceras excavatum","(Henrard) Zuloaga & Morrone","Zuloaga, F. O., VI-","Norma B. Deginani|Manuel J. Belgrano|R.J. Zuloaga","Deginani 1548","2000","2","28","South America","Argentina","Misiones","Predio de Moconá Naturaleza y Aventura, sendero y alrededores del Salto Horacio Foerster, Arroyo Oveja Negra","200.00000000",NA,NA,NA,NA,"Guaraní","-53.91666","-27.13333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2009-08-21 04:37:00-03","MO","MOBOT","2232277","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Acroceras","excavatum","Acroceras excavatum","(Henrard) Zuloaga & Morrone","Zuloaga, F. O., VI-","Norma B. Deginani|Manuel J. Belgrano|R.J. Zuloaga","Deginani 1493","2000","2","26","South America","Argentina","Misiones","Camping Municipal Cuña Pirú, borde del arroyo","210.00000000",NA,NA,NA,NA,"Libertador General San Martín","-54.95","-27.08333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2008-05-27 22:02:00-03","MO","MOBOT","231237","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Acroceras","excavatum","Acroceras excavatum","(Henrard) Zuloaga & Morrone","F. Zuloaga (SI)","David R. Brunner|S. Caballero","Brunner 1862","1986","4","18","South America","Paraguay","Alto Paraná","Reserva Biológico Limoy de Itaipu Binacional. Bosque humedo de 25 m de altura, en regeneración, Guadua (POACEAE) muy abundante. Suelo arsilloso.",NA,NA,NA,NA,NA,NA,"-54.55","-24.85",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"86-10","5"
"35","2013-10-05 06:31:00-03","MO","MOBOT","234486","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Acroceras","excavatum","Acroceras excavatum","(Henrard) Zuloaga & Morrone","E.Judziewicz (FVG 2004)","Ronald L. Liesner|Ángel C. González","Liesner 5456","1978","7","23","South America","Venezuela","Bolívar","20 km E of La Paragua. Disturbed primary forest.","200.00000000",NA,NA,NA,NA,NA,"-63.25","6.93333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"482",NA
"36","2013-10-09 05:40:00-03","MO","MOBOT","234660","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Acroceras","excavatum","Acroceras excavatum","(Henrard) Zuloaga & Morrone","F.O. Zuolaga (SI)","Elsa M. Zardini|Ramón Velásquez","Zardini 11449","1989","3","13","South America","Paraguay","Guairá","Cordillera de Ybytyruzú. Road Melgarejo-Antena. Edge of forest on eastern slopes, 5 kms S of Melgarejo.",NA,NA,NA,NA,NA,NA,"-56.25","-25.91666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","4"
"37","2013-10-09 05:40:00-03","MO","MOBOT","240352","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Acroceras","excavatum","Acroceras excavatum","(Henrard) Zuloaga & Morrone","F.O. Zuolaga (SI)","Elsa M. Zardini|Ramón Velásquez","Zardini 12293","1989","5","28","South America","Paraguay","Guairá","Cordillera de Ybytyruzú. Gallery forest 5 kms S of Melgarejo.",NA,NA,NA,NA,NA,NA,"-56.25","-25.91666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"91","4"
"38","2011-01-31 07:11:00-02","MO","MOBOT","2406451","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Acroceras","excavatum","Acroceras excavatum","(Henrard) Zuloaga & Morrone","Zuloaga, F. O.","L.R. Parodi","Parodi 5492",NA,NA,NA,"South America","Argentina","Misiones","Cerro Corá",NA,NA,NA,NA,NA,"Candelaria","-55.61666","-27.53333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2018-05-17 05:29:00-03","MO","MOBOT","2406465","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Acroceras","excavatum","Acroceras excavatum","(Henrard) Zuloaga & Morrone","Zuloaga, F. O., /05/","Fernando O. Zuloaga|Osvaldo Morrone|María E. Múlgura","Zuloaga 5691","1996","4","21","South America","Argentina","Misiones","Parque Provincial Teyucuaré","200.00000000",NA,NA,NA,NA,"San Ignacio","-55.55","-27.26666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2008-05-27 22:02:00-03","MO","MOBOT","2425387","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Acroceras","excavatum","Acroceras excavatum","(Henrard) Zuloaga & Morrone",NA,"SCHWARTZ","SCHWARTZ 7578","1949","3","11","South America","Argentina","Misiones","Puerto Mineral",NA,NA,NA,NA,NA,"Cainguás","-55.11666","-26.96666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2010-04-12 17:29:00-03","MO","MOBOT","2431696","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Acroceras","excavatum","Acroceras excavatum","(Henrard) Zuloaga & Morrone",NA,"Teodore Meyer","Meyer 6113","1944","3","20","South America","Argentina","Misiones","Iguazú",NA,NA,NA,NA,NA,"Iguazú","-54.58333","-25.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2009-10-24 07:52:00-02","MO","MOBOT","2431718","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Acroceras","excavatum","Acroceras excavatum","(Henrard) Zuloaga & Morrone","Zuloaga, F. O.","Fernando O. Zuloaga|Osvaldo Morrone","Zuloaga 6801","1999","2","22","South America","Argentina","Misiones","Entrada al Parque Provincial Teyucuaré","220.00000000",NA,NA,NA,NA,"San Ignacio","-55.55","-27.26666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2008-05-27 22:02:00-03","MO","MOBOT","247323","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Acroceras","excavatum","Acroceras excavatum","(Henrard) Zuloaga & Morrone","F.O. Zuloaga","James C. Solomon|Milan Vavrek|Lidia Pérez de Molas|Esmerio Gonzalez|Reinilda Duré","Solomon 6881","1982","2","12","South America","Paraguay","Amambay","Parque Nacional Cerro Corá. Small creek which enters into Río Aquidaban, ca 4 km N of park headquarters. Disturbed forest.","300.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"265","5"
"44","2016-11-15 05:15:00-02","MO","MOBOT","2481557","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Acroceras","excavatum","Acroceras excavatum","(Henrard) Zuloaga & Morrone","Zuloaga, F. O.","Antonio C. Krapovickas|et al.","Krapovickas 22964",NA,NA,NA,"South America","Brazil","Rio Grande do Sul","Porto Alegre. Porto Alegre, morro de Sabia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2014-03-29 22:05:00-03","MO","MOBOT","2517904","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Acroceras","excavatum","Acroceras excavatum","(Henrard) Zuloaga & Morrone","Zuloaga, F. O.","A.L. Woolston","Woolston 128",NA,NA,NA,"South America","Paraguay","San Pedro","Primavera",NA,NA,NA,NA,NA,NA,"-56.51666","-24.63333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2009-10-24 07:52:00-02","MO","MOBOT","2534831","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Acroceras","excavatum","Acroceras excavatum","(Henrard) Zuloaga & Morrone","F.O. Zuloaga","Fernando O. Zuloaga|Osvaldo Morrone","Zuloaga 4721","1993","2","25","South America","Brazil","Minas Gerais","Rodovia de Mariana a Ponte Nova, MG-262, 25 km W de Ponte Nova; en bosque",NA,NA,NA,NA,NA,NA,"-43.08333","-20.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2018-07-17 09:22:00-03","MO","MOBOT","2959534","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Acroceras","excavatum","Acroceras excavatum","(Henrard) Zuloaga & Morrone","Gerrit Davidse (MO)","Timothy J. Killeen","Killeen 1740","1986","2","4","South America","Bolivia","Santa Cruz","20 km W of Santa Rosa de la Roca.","300.00000000",NA,NA,NA,NA,"Nuflo de Chavez","-61.6666667","-15.8333333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"48","2018-07-17 09:21:00-03","MO","MOBOT","2959720","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Acroceras","excavatum","Acroceras excavatum","(Henrard) Zuloaga & Morrone","Gerrit Davidse (MO)","Timothy J. Killeen","Killeen 1891","1986","3","29","South America","Bolivia","Santa Cruz","Logging road 17 km N of Conception.","400.00000000",NA,NA,NA,NA,"Nuflo de Chavez","-62","-15.8333333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"49","2018-07-17 09:23:00-03","MO","MOBOT","2959744","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Acroceras","excavatum","Acroceras excavatum","(Henrard) Zuloaga & Morrone","Gerrit Davidse (MO)","Timothy J. Killeen","Killeen 932","1985","5","15","South America","Bolivia","Santa Cruz","Rancho Zapocoz, 80 km SE of Concepción.","450.00000000",NA,NA,NA,NA,"Nuflo de Chavez","-61.6333333","-16.4833333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
