"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","infraspecificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","county","coordinatePrecision","geoFlag","typeStatus","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","fieldNumber","individualCount","previousCatalogNumber","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","2259487","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Urticaceae","Pourouma","guianensis",NA,"Pourouma guianensis","Aubl.",NA,"M. R. dos Santos","455","1978","12","02","South America","Brazil","Pará","Monte Dourado. Estrada do Sul de Pacanari","-52.575914","-0.763642","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2422741' target='other'> <mi>dwc_moreinfo</mi></a>","NY02259487","NY02259487_01",NA,NA,"Almeirim",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","02259459","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Urticaceae","Pourouma","guianensis","guianensis","Pourouma guianensis guianensis","Aubl.",NA,"J. F. Ramos","824","1983","09","15","South America","Brazil","Pará","Área de desmatamento, margem direita PA-149, ramal da massa falida.","-49.6735668","-3.764569","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2422657' target='other'> <mi>dwc_moreinfo</mi></a>","NY02259459","NY02259459_01",NA,NA,"Tucuruí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","402100","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Urticaceae","Pourouma","guianensis","guianensis","Pourouma guianensis guianensis","Aubl.","C. C. Berg","A. M. Amorim","426","1911","11","20","South America","Brazil","Bahia","Ramal a esquerda na estrada Ubaitaba/Itacaré, a 4 km do loteamento da Marambaia","-38.9967","-14.2778","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=388248' target='other'> <mi>dwc_moreinfo</mi></a>","NY00402100","NY00402100_01",NA,NA,"Itacaré",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","413204","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Urticaceae","Pourouma","guianensis","guianensis","Pourouma guianensis guianensis","Aubl.","C. C. Berg; E. C. H. van Heusden","H. M. Curran","19","1919","10","03","South America","Brazil","Bahia",NA,"-41.8114","-13.5792","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=388274' target='other'> <mi>dwc_moreinfo</mi></a>","NY00413204","NY00413204_01","100","500","Rio de Contas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","413232","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Urticaceae","Pourouma","guianensis",NA,"Pourouma guianensis","Aubl.","E. G. B. Kieft","P. J. M. Maas","5858","1981","10","19","South America","Guyana",NA,"Pakaraima Mts., forested hills just N of Paruima Mission","-61.02","5.8","sheet","In alcohol Woodsample U - 27399 <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=21128' target='other'> <mi>dwc_moreinfo</mi></a>","NY00413232",NA,"550","550",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","755245","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Urticaceae","Pourouma","guianensis",NA,"Pourouma guianensis","Aubl.",NA,"C. Ehringhaus","1011","1999","06","02","South America","Brazil","Acre","Reserva Extrativista Chico Mendes, Seringal Dois Irmãos, Colocação Já Começa","-68.3030556","-10.5644444","sheet","#arvore: T1145 <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=899545' target='other'> <mi>dwc_moreinfo</mi></a>","NY00755245","NY00755245_01",NA,NA,"Xapuri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","2259491","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Urticaceae","Pourouma","guianensis",NA,"Pourouma guianensis","Aubl.",NA,"B. A. Krukoff","8369","1936","09","11","South America","Brazil","Amazonas","Basin of Rio Solimoes, near Palmares.","-69.5048332","-4.696879","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2422745' target='other'> <mi>dwc_moreinfo</mi></a>","NY02259491","NY02259491_01",NA,NA,"São Paulo de Olivença",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","402094","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Urticaceae","Pourouma","guianensis",NA,"Pourouma guianensis","Aubl.","C. C. Berg","R. P. Belém","733","1965","04","10","South America","Brazil","Bahia","Rodovia Camacan - Canavieira","-39.0492","-14.7892","sheet","Coleçao de madeira <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=21123' target='other'> <mi>dwc_moreinfo</mi></a>","NY00402094","NY00402094_01",NA,NA,"Ilhéus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","402093","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Urticaceae","Pourouma","guianensis",NA,"Pourouma guianensis","Aubl.","B. M. Boom","S. A. Mori","13760","1981","04","27","South America","Brazil","Bahia","Maruim, border of the Fazendas Maruim and Dois de Julho, 33 km SW of Olivença on the road from Olivença to Buerarema. Point 13-A","-39.1202492","-15.1148921","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=21121' target='other'> <mi>dwc_moreinfo</mi></a>","NY00402093","NY00402093_01","100","100","Una",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","01874155","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Urticaceae","Pourouma","guianensis",NA,"Pourouma guianensis","Aubl.","B. S. Amorim","B. S. Amorim","1763","2013","01","30","South America","Brazil","Pernambuco","Jaqueira, RPPN Frei Caneca, Mata do Quengo, interior da mata.","-35.8428","-8.7147","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2249958' target='other'> <mi>dwc_moreinfo</mi></a>","NY01874155","NY01874155_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","2423029","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Urticaceae","Pourouma","guianensis",NA,"Pourouma guianensis","Aubl.",NA,"M. do C. M. Marques","311","1992","03","24","South America","Brazil","Rio de Janeiro","Morro da Várzea, acesso pela Negra","-44.7131004333496","-23.2178001403809","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2679970' target='other'> <mi>dwc_moreinfo</mi></a>","NY02423029","NY02423029_01","150",NA,"Paratí","34470","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","1747955","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Urticaceae","Pourouma","guianensis",NA,"Pourouma guianensis","Aubl.","C. C. Berg","C. F. da Silva","s.n.","1989","11","07","South America","Brazil","Amazonas","Ca. 90 km. N de Manaus, Distrito Agropecuário da Suframa, rodovia BR-174, km 64, depois 7km leste na ZF-3 Fazenda Porto Alegre. Projecto Dinâmica Biológica de Fragmentos Florestais, Reserva No. 3304, ARv. No. 3867.","-59.9865854","-2.3900614","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1987873' target='other'> <mi>dwc_moreinfo</mi></a>","NY01747955","NY01747955_01",NA,NA,"Manaus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","2259493","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Urticaceae","Pourouma","guianensis",NA,"Pourouma guianensis","Aubl.",NA,"C. C. Berg","BG598","1977","10","17","South America","Brazil","Pará","Serra dos Carajás, Serra do Norte, ca. 20km N of AMZA Exploration Camp.","-50.25","-6","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2422747' target='other'> <mi>dwc_moreinfo</mi></a>","NY02259493","NY02259493_01",NA,NA,"Carajás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","413203","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Urticaceae","Pourouma","guianensis","guianensis","Pourouma guianensis guianensis","Aubl.","C. C. Berg","A. M. Amorim","1999","1996","09","26","South America","Brazil","Bahia","Reserva Biológica do Mico-Leao (IBAMA). Entrada no km 46 da Rod. BA-001 Ilhéus/Una. Coletas efetuadas na estrada que leva a Fazenda Jaqueiral","-39.08","-15.15","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=388252' target='other'> <mi>dwc_moreinfo</mi></a>","NY00413203","NY00413203_01",NA,NA,"Una",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","867561","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Urticaceae","Pourouma","guianensis","guianensis","Pourouma guianensis guianensis","Aubl.","C. C. Berg","D. C. Daly","7864","1993","10","23","South America","Brazil","Acre","Basin of Rio Purus, Rio Iaco, right bank, Nova Olinda, between Igarapé Santo Antõnio and Ig. Boa Esperança","-69.22","-10.12","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=388250' target='other'> <mi>dwc_moreinfo</mi></a>","NY00867561","NY00867561_01",NA,NA,"Sena Madureira",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","02259452","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Urticaceae","Pourouma","guianensis","guianensis","Pourouma guianensis guianensis","Aubl.",NA,"G. T. Prance","13579","1971","02","09","South America","Brazil","Roraima","Indian trail from Sucurucu to Ucaicá. Between Botamatatedi and Maitá Indian Village","-63.392","3.125","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2422649' target='other'> <mi>dwc_moreinfo</mi></a>","NY02259452","NY02259452_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","2259478","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Urticaceae","Pourouma","guianensis","guianensis","Pourouma guianensis guianensis","Aubl.",NA,"W. L. Balée","1344","1985","08","09","South America","Brazil","Pará","Basin of the Rio Gurupi; Tembé Indian Reserve, 6 km SSW of F.U.N.A.I. Post Canindé","-46.1167","-1.2","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2422720' target='other'> <mi>dwc_moreinfo</mi></a>","NY02259478","NY02259478_01",NA,NA,"Viseu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","448870","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Urticaceae","Pourouma","guianensis","guianensis","Pourouma guianensis guianensis","Aubl.","C. C. Berg","M. Silveira","1180","1995","11","26","South America","Brazil","Acre","Bacia do Alto Juruá, Rio Tarauacá, margem esquerda, seringal Pacujá, colocaçao Jardim.","-71.1433","-8.2967","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=388253' target='other'> <mi>dwc_moreinfo</mi></a>","NY00448870","NY00448870_01",NA,NA,"Tarauacá",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","867564","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Urticaceae","Pourouma","guianensis","guianensis","Pourouma guianensis guianensis","Aubl.","C. Keift","C. A. Cid Ferreira","2870","1980","10","12","South America","Brazil","Acre","33Km of Rio Branco-Porto Acre road","-67.68","-9.77","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=388238' target='other'> <mi>dwc_moreinfo</mi></a>","NY00867564","NY00867564_01",NA,NA,"Porto Acre",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","2259479","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Urticaceae","Pourouma","guianensis","guianensis","Pourouma guianensis guianensis","Aubl.",NA,"G. T. Prance","10233","1969","02","25","South America","Brazil","Amazonas","Basin of Rio Demeni, vicinity of Tototobí","-63.5471213","1.576736","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2422721' target='other'> <mi>dwc_moreinfo</mi></a>","NY02259479","NY02259479_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","869019","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Urticaceae","Pourouma","guianensis","guianensis","Pourouma guianensis guianensis","Aubl.","C. C. Berg","M. G. da Silva","4750","1979","06","02","South America","Brazil","Mato Grosso","BR-174, Aripuana, Projeto Juína, estrada para o aeroporto","-58.7408","-11.3783","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1026261' target='other'> <mi>dwc_moreinfo</mi></a>","NY00869019","NY00869019_01",NA,NA,"Juína",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","2259482","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Urticaceae","Pourouma","guianensis","guianensis","Pourouma guianensis guianensis","Aubl.",NA,"J. L. Zarucchi","2744","1979","10","17","South America","Brazil","Rondônia","Mineração Campo Novo (ca 100 km SW of Ariquemes).","-63.616667","-10.566667","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2422725' target='other'> <mi>dwc_moreinfo</mi></a>","NY02259482","NY02259482_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","402096","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Urticaceae","Pourouma","guianensis","guianensis","Pourouma guianensis guianensis","Aubl.","C. C. Berg; E. C. H. van Heusden","P. K. H. Dusén",NA,"1911","08","14","South America","Brazil","Paraná","Morretes","-48.8342","-25.4769","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=388269' target='other'> <mi>dwc_moreinfo</mi></a>","NY00402096","NY00402096_01",NA,NA,"Morretes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","00952259","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Urticaceae","Pourouma","guianensis","guianensis","Pourouma guianensis guianensis","Aubl.","C. C. Berg","B. Wallnöfer","13488","1997","11","11","South America","French Guiana","Saint-Laurent-du-Maroni","Saül and vicinity: Mont Galbao, W-WSW of Saül, south-side of summit of the NW peak.","-53.2914","3.6133","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=388266' target='other'> <mi>dwc_moreinfo</mi></a>","NY00952259",NA,"720","720",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","413205","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Urticaceae","Pourouma","guianensis","guianensis","Pourouma guianensis guianensis","Aubl.","C. C. Berg; E. C. H. van Heusden","R. P. Belém","1471","1965","08","09","South America","Brazil","Espírito Santo","BR-5, 5 km S de Morro-Danta","-39.95","-18.32","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=388236' target='other'> <mi>dwc_moreinfo</mi></a>","NY00413205","NY00413205_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","02259476","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Urticaceae","Pourouma","guianensis","guianensis","Pourouma guianensis guianensis","Aubl.",NA,"C. A. Cid Ferreira","8295","1986","10","24","South America","Brazil","Amazonas","Rio Solimões, margem direita, localidade Natal a 15 min. abaixo da cidade de Jutaí a + ou - 6 km da margem do rio.","-66.75","-2.7166669","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2422709' target='other'> <mi>dwc_moreinfo</mi></a>","NY02259476","NY02259476_01",NA,NA,"Jutaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","472171","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Urticaceae","Pourouma","guianensis","guianensis","Pourouma guianensis guianensis","Aubl.","C. C. Berg","D. C. Daly","9605","1997","10","19","South America","Brazil","Acre","Basin of Rio Acre (tributary of Rio Purus). Colocacao Beira Rio (Sr. José Cardoso).","-69.4975","-10.9389","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=388259' target='other'> <mi>dwc_moreinfo</mi></a>","NY00472171","NY00472171_01",NA,NA,"Assis Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","402097","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Urticaceae","Pourouma","guianensis","guianensis","Pourouma guianensis guianensis","Aubl.","C. C. Berg; E. C. H. van Heusden","G. G. Hatschbach","Ha13537","1966","01","18","South America","Brazil","Paraná","Above Antonina","-48.7117","-25.4286","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=388267' target='other'> <mi>dwc_moreinfo</mi></a>","NY00402097","NY00402097_01 NY00402097_02","50","50","Antonina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","2259457","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Urticaceae","Pourouma","guianensis","guianensis","Pourouma guianensis guianensis","Aubl.",NA,"B. A. Krukoff","6238","1934","09","14","South America","Brazil","Amazonas","Basin of Rio Madeira; near Tres Casas.","-62.6839542","-6.9876421","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2422654' target='other'> <mi>dwc_moreinfo</mi></a>","NY02259457","NY02259457_01",NA,NA,"Humaitá",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","02259461","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Urticaceae","Pourouma","guianensis","guianensis","Pourouma guianensis guianensis","Aubl.",NA,"M. A. S. da Costa","7","1994","10","18","South America","Brazil","Amazonas","Reserva Florestal Ducke, Manaus-Itacoatiara, Km 26. Floresta de Vertente.","-60.0250015258789","-3.10193991661072","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2422659' target='other'> <mi>dwc_moreinfo</mi></a>","NY02259461","NY02259461_01",NA,NA,"Manaus","138090","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","02259460","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Urticaceae","Pourouma","guianensis","guianensis","Pourouma guianensis guianensis","Aubl.",NA,"B. A. Krukoff","8652","1936","10","26","South America","Brazil","Amazonas","Basin of Rio Solimoes, basin of creek Belém","-68.8724975585938","-3.37832999229431","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2422658' target='other'> <mi>dwc_moreinfo</mi></a>","NY02259460","NY02259460_01",NA,NA,"São Paulo de Olivença","362329","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
