"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","county","infraspecificEpithet","typeStatus","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","individualCount","class","fieldNumber"
"11","2020-12-20 21:17:36-03","UFV","VIC","35130","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Mimosa","chrysastra","Mimosa chrysastra","Mart. ex Benth.","Dutra, V.F.","Dutra, V.F.; Fernandes, J.M.","430","2008","01","18",NA,"Brasil","Minas Gerais","Parque Estadual do Pico do Itambé, Subida para o pico, depois da ponte, campo rupestre, em afloramento rochoso.","-43.341389","-18.398333",NA,NA,NA,"Arbusto, c.a. de 80 cm de altura. Corola verde com lobos vináceos, filetes alvos. Em frutos jovens verdes.","VIC035130","VIC035130","Santo Antônio do Itambé",NA,NA,"2008","01","18",NA,NA,"-43.341389","-18.398333",NA,NA,NA
"12","2020-12-20 21:17:36-03","UFV","VIC","35151","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Mimosa","chrysastra","Mimosa chrysastra","Mart. ex Benth.","Dutra, V.F.","Dutra, V.F.; Fernandes, J.M.","428","2008","01","18",NA,"Brasil","Minas Gerais","Parque Estadual do Pico do Itambé, Subida para o pico, depois da ponte; campo rupestre, em afloramento rochoso.","-43.341389","-18.398333",NA,NA,NA,"Arbusto, c.a. de 60 cm de altura. Em frutos jovens verdes. Muito frequente na área.","VIC035151","VIC035151 VIC035151_2","Santo Antônio do Itambé",NA,NA,"2008","01","18",NA,NA,"-43.341389","-18.398333",NA,NA,NA
"13","2019-08-20 10:14:17-03","UNICAMP","UEC","144286","S","Plantae","Magnoliopsida",NA,"Fabaceae","Mimosa","chrysastra","Mimosa chrysastra chrysastra","Mart. ex Benth.","Silva, JS","Kinoshita, LS; Yamamoto, LF; Hafner, LH; Camargo, TS; Virillo, CB; Fernandes, R","03139","2003","05","16",NA,"Brazil","Minas Gerais","Serra do Lopo, Trilha para Pedra das Flores. &nf;Coleta realizada entre 15 e 16 de maio de 2003.","-46.331414","-22.892778",NA,NA,NA,NA,NA,NA,"Extrema","chrysastra",NA,"2009","06","14",NA,NA,"-46.331414","-22.892778",NA,NA,NA
"14","2020-04-27 16:09:58-03","UFES","VIES","26527","S","Plantae",NA,NA,"Fabaceae","Mimosa","chrysastra","Mimosa chrysastra itambeana","Barneby","Dutra, V.F.","Dutra, V.F.; Fernandes, J.M.","430","2008","01","18",NA,"Brasil","Minas Gerais","Parque Estadual do Itambé.","-43.3067016601562","-18.465799331665","1858","1858",NA,NA,"VIES026527","VIES026527","Santo Antônio do Itambé","itambeana",NA,"2008","01","18","19014","auto",NA,NA,NA,NA,NA
"15","2020-04-27 16:09:58-03","UFES","VIES","10441","S","Plantae",NA,NA,"Fabaceae","Mimosa","chrysastra","Mimosa chrysastra","Mart. ex Benth.","Dutra, V.F.","Dutra, V.F.; Fernandes, J.M.","431","2008","01","18",NA,"Brasil","Minas Gerais","Parque Estadual do Itambé.","-43.3067016601562","-18.465799331665","1569","1569",NA,NA,"VIES010441","VIES010441","Santo Antônio do Itambé",NA,NA,"2008","01","18","19014","auto",NA,NA,NA,NA,NA
"16","2020-04-27 16:09:58-03","UFES","VIES","10442","S","Plantae",NA,NA,"Fabaceae","Mimosa","chrysastra","Mimosa chrysastra","Mart. ex Benth.","Dutra, V.F.","Dutra, V.F.; Fernandes, J.M.","429","2008","01","18",NA,"Brasil","Minas Gerais","Parque Estadual do Itambé.","-43.3067016601562","-18.465799331665","1942","1942",NA,NA,"VIES010442","VIES010442","Santo Antônio do Itambé",NA,NA,"2008","01","18","19014","auto",NA,NA,NA,NA,NA
"17","2020-12-21 16:27:11-03","MBM","MBM","101582","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Mimosa","chrysastra","Mimosa chrysastra","Mart.","Barneby, R.","Anderson, W.R.; et al.; et al.","35773",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Summit of the Pico do Itambé",NA,NA,NA,NA,NA,NA,"MBM101582","MBM101582",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2020-12-11 11:36:14-03","UFMG","BHCB","103952","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Mimosa","chrysastra","Mimosa chrysastra","Mart. ex Benth.",NA,"Teles, AM","255","2006","06","10","Southern America","Brasil","Minas Gerais","Pico do Itambé, PE do Itambé","-43.3067016601562","-18.465799331665",NA,NA,NA,"Arbusto ereto, bastante ramificado, ca. 1,6m alt. Flores brancas. Espécie com grandes populações na área.","BHCB045577",NA,"Santo Antônio do Itambé",NA,NA,"2010",NA,NA,"19014","auto",NA,NA,NA,NA,NA
"19","2020-04-13 11:11:00-03","MO","MOBOT","101190537","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Mimosa","chrysastra","Mimosa chrysastra itambeana","Barneby",NA,"R. Wels-Windisch|A. Ghillány","Wels-Windisch 180","1974","9","10","South America","Brazil","Minas Gerais","Serra do Gavião, Pico do Itambé.","-43.3067016601562","-18.465799331665",NA,NA,NA,NA,NA,NA,"Santo Antônio do Itambé","itambeana","Holotype",NA,NA,NA,"19014","auto",NA,NA,"1",NA,NA
"20","2008-05-27 22:02:00-03","MO","MOBOT","2918155","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Mimosa","chrysastra","Mimosa chrysastra","Mart. ex Benth.",NA,"Martins, *","Martins 346","1878",NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2009-10-21 07:13:00-02","MO","MOBOT","2918331","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Mimosa","chrysastra","Mimosa chrysastra","Mart. ex Benth.","R. Barneby","William R. Anderson|M.T. Stieber|Joseph H. Kirkbride, Jr.","Anderson 35773","1972","2","10","South America","Brazil","Minas Gerais","Summit of the Pico do Itambé; shrubby vegettion mostly to 1 m or less, with mossy ground cover in organic soil overlying sandy soil on sandstone rocks.",NA,NA,"2250.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2020-04-13 11:46:00-03","MO","MOBOT","101190542","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Mimosa","chrysastra","Mimosa chrysastra chrysastra",NA,NA,"C.F.P. Martius","Martius s.n.",NA,NA,NA,"South America","Brazil","Minas Gerais","n summo Brasiliae monte Itambé. Dist. Adam. Provinciae M.G.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"chrysastra","Holotype",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"23","2020-09-12 05:00:02-03","US","US","3032673","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Mimosa","chrysastra","Mimosa chrysastra","Mart. ex Benth.",NA,"W. Anderson, M. Stieber & J. H. Kirkbride","35773","1972","2","10","South America - Neotropics","Brazil","Minas Gerais","Planalto do Brasil, summit of the Pico do Itambe.",NA,NA,"2250",NA,NA,NA,"US02205395","US02205395_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Dicotyledonae",NA
"24","2019-11-13 11:22:41-03","USP","SPF","214358","PreservedSpecimen","Plantae",NA,NA,"Leguminosae","Mimosa","chrysastra","Mimosa chrysastra","Benth.","Dutra, VF","Dutra, VF","429","2008","01","18",NA,"Brasil","Minas Gerais","Parque Estadual do Itambé","-43.345694","-18.398583","1942","1942",NA,NA,"SPF00214358",NA,"Santo Antônio do Itambé",NA,NA,"2008","01",NA,NA,NA,"-43.345694","-18.398583",NA,NA,NA
"25","2019-11-13 11:22:41-03","USP","SPF","214369","PreservedSpecimen","Plantae",NA,NA,"Leguminosae","Mimosa","chrysastra","Mimosa chrysastra","Benth.","Dutra, VF","Dutra, VF","430","2008","01","18",NA,"Brasil","Minas Gerais","Parque Estadual do Itambé","-43.341472","-18.398472","1858","1858",NA,NA,"SPF00214369",NA,"Santo Antônio do Itambé",NA,NA,"2008","01",NA,NA,NA,"-43.341472","-18.398472",NA,NA,NA
"26","2019-11-13 11:22:41-03","USP","SPF","23155","PreservedSpecimen","Plantae",NA,NA,"Leguminosae","Mimosa","chrysastra","Mimosa chrysastra","Benth.","Barneby, RC","Rossi, L","CFCR3018","1982","04","05",NA,"Brasil","Minas Gerais",NA,"-43.35","-18.4","2050","2050",NA,NA,"SPF00023155",NA,"Santo Antônio do Itambé",NA,NA,"1987",NA,NA,NA,NA,"-43.35","-18.4",NA,NA,NA
"27","2019-11-13 11:22:41-03","USP","SPF","176843","PreservedSpecimen","Plantae",NA,NA,"Leguminosae","Mimosa","chrysastra","Mimosa chrysastra itambeana","Barneby","Viana, PL; Versieux, LM","Versieux, LM","322","2006","10","11",NA,"Brasil","Minas Gerais","Parque Estadual do Pico do Itambé","-43.348194","-18.399167","2000","2000",NA,NA,"SPF00176843",NA,"Santo Antônio do Itambé","itambeana",NA,"2006","10",NA,NA,NA,"-43.348194","-18.399167",NA,NA,NA
"28","2019-11-13 11:22:41-03","USP","SPF","185938","PreservedSpecimen","Plantae",NA,NA,"Leguminosae","Mimosa","chrysastra","Mimosa chrysastra","Benth.","Anônimo","Anderson, WR","35773","1972","02","10",NA,"Brasil","Minas Gerais","Pico do Itambé","-43.3067016601562","-18.465799331665","2250","2250",NA,NA,"SPF00185938",NA,"Santo Antônio do Itambé",NA,NA,NA,NA,NA,"19014","auto",NA,NA,NA,NA,NA
"29","2019-11-13 11:22:41-03","USP","SPF","63484","PreservedSpecimen","Plantae",NA,NA,"Leguminosae","Mimosa","chrysastra","Mimosa chrysastra","Benth.","Dutra, VF","Zappi, DC","CFCR11265","1987","07","16",NA,"Brasil","Minas Gerais","Pico do Itambé","-43.3067016601562","-18.465799331665",NA,NA,NA,NA,"SPF00063484",NA,"Santo Antônio do Itambé",NA,NA,"2008","06",NA,"19014","auto",NA,NA,NA,NA,NA
"30","2019-09-04 19:58:03-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Fabaceae","Mimosa","chrysastra","Mimosa chrysastra",NA,NA,"C. F. P. von Martius",NA,NA,NA,NA,"South America","Brazil",NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,"Type [status unknown]",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA
"31","2015-03-07 01:37:44-03","F","FMNH-SEEDPLANTS","V0163665F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Fabaceae","Mimosa","chrysastra","Mimosa chrysastra",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0163665F","V0163665F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA
"32","2018-04-04 16:45:56-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Fabaceae","Mimosa","chrysastra","Mimosa chrysastra chrysastra",NA,"RRC ID Flag","W. R. Anderson","35773",NA,NA,NA,"South America","Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"chrysastra",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae","35773"
"33","2019-11-01 15:00:07-03","UnB","UB","19019","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Fabaceae","Mimosa","chrysastra","Mimosa chrysastra","Mart. ex Benth.","Dutra, VF","Anderson, WR; Stieber, M; Kirkbride Junior, JH","35773","1972","02","10","Southern America","Brasil","Minas Gerais","Summit of the Pico do Itambé",NA,NA,"2250","2250",NA,"Shrub 1-1,4m. Flor white. Fruto green with red rim.; Shrubby vegetation mostly to 1m or less, with mossy ground cover in organic soil. Solo: Sandy soil on sandstone rocks.",NA,NA,NA,NA,NA,"2008","06","26",NA,NA,NA,NA,NA,NA,NA
"34","2017-09-11 17:10:00-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Fabaceae","Mimosa","chrysastra","Mimosa chrysastra","Mart. ex Benth.",NA,"Martius, CFP","s.n.",NA,NA,NA,"Southern America","Brazil","Minas Gerais","in summo monte Itambé provinciae Minas Geraes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
