"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","recordNumber","phylum","order","scientificNameAuthorship","stateProvince","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","imagecode","county","class","identifiedBy","yearIdentified","verbatimLongitude","verbatimLatitude","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","fieldNumber","individualCount"
"11","2021-03-15 16:37:00-03","NY","NYBG","02715319","PreservedSpecimen","Plantae","Pteridaceae","Jamesonia","rufescens","Jamesonia rufescens","A. L. Monteagudo Mendoza","2007","04","26","South America","Peru","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3039739' target='other'> <mi>dwc_moreinfo</mi></a>","NY02715319","13867","Pteridophyta","Polypodiales","(Fée) Christenh.","Pasco","Distrito Huancabamba, Parque Nacional Yanachaga-Chemillén, cerca a la cordillera Yanachaga.","-75.4356","-10.4283","3360",NA,NA,"Oxapampa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","3914229","PreservedSpecimen","Plantae","Pteridaceae","Jamesonia","rufescens","Jamesonia rufescens","M. T. Madison","1979","05","05","South America","Ecuador","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4198362' target='other'> <mi>dwc_moreinfo</mi></a>","NY03914229","6935","Pteridophyta","Polypodiales","(Fée) Christenh.","Napo","Cerro Sumaco. E face.","-78.63","-0.58","3650",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","3914230","PreservedSpecimen","Plantae","Pteridaceae","Jamesonia","rufescens","Jamesonia rufescens","H. H. van der Werff","1987","05","03","South America","Ecuador","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4198363' target='other'> <mi>dwc_moreinfo</mi></a>","NY03914230","9273","Pteridophyta","Polypodiales","(Fée) Christenh.","Loja","Nudo de Sabanillo along road Yangana-Vallodolid.",NA,NA,"2500","3000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","3914228","PreservedSpecimen","Plantae","Pteridaceae","Jamesonia","rufescens","Jamesonia rufescens","J. A. Steyermark","1968","01","18","South America","Venezuela","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4198361' target='other'> <mi>dwc_moreinfo</mi></a>","NY03914228","101085","Pteridophyta","Polypodiales","(Fée) Christenh.","Táchira","Tachira by boundary with Apure. Trip to Río Talco, via Quebrada Teleferico, to peñascos of Pato de Judio, Alto de Cruces, and Río Talco.",NA,NA,"2800","3000","NY03914228_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","3914227","PreservedSpecimen","Plantae","Pteridaceae","Jamesonia","rufescens","Jamesonia rufescens","J. C. Solomon","1987","02","20","South America","Bolivia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4198360' target='other'> <mi>dwc_moreinfo</mi></a>","NY03914227","16157","Pteridophyta","Polypodiales","(Fée) Christenh.","La Paz",NA,"-68.12","-16.15","3200",NA,"NY03914227_01","Pedro Domingo Murillo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","3914221","PreservedSpecimen","Plantae","Pteridaceae","Jamesonia","rufescens","Jamesonia rufescens","M. A. Sundue","2007","04","19","South America","Colombia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4198354' target='other'> <mi>dwc_moreinfo</mi></a>","NY03914221","1266","Pteridophyta","Polypodiales","(Fée) Christenh.","Antioquia","Mun. Bello. Corregumiento San Felix, Cuch Namde las Baldias.","-75.64414","6.33967","3135",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2020-02-08 10:42:40-03","NBC","NL-BOTANY","L.3544583","PreservedSpecimen","Plantae","Adiantaceae","Eriosorus","rufescens","Eriosorus rufescens","Lechler W","1854","07","01","Southern America","Peru",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3544583 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3544583",NA,NA,"Polypodiales","(Fée) A.F.Tryon",NA,"St. Gavan in locis montinis umbrosis.",NA,NA,NA,NA,"NL-L3544583",NA,"Pteropsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2020-12-21 16:42:23-03","MBM","MBM","127065","PreservedSpecimen","Plantae","Pteridaceae","Jamesonia","rufescens","Jamesonia rufescens","Solomon, J.C.","1987","02","20","Southern America","Bolivia",NA,NA,"Terrestre. En lugares asombrados. Bosque bajo (3-5m), tupido, nuboso, con Chusquea, Solanum, Myrsine y Barnadesia.","MBM127065","16157",NA,NA,"(Fée) Christenh.","La Paz","20.8km al norte de La Cumbre del valle del Río Zongo","-68.116667","-16.15","3200","3200","MBM127065","Murillo",NA,"Della, A.P.","2019","-68.116667","-16.15",NA,NA,NA,NA,NA,NA
"19","2019-11-01 15:33:16-03","PUC-RIO","FCAB","7276","PreservedSpecimen","Plantae","Pteridaceae","Jamesonia","rufescens","Jamesonia rufescens","J. Condack; C.B. Gomes","2015","04","07",NA,"Brasil",NA,NA,"Erva rupícola, as margens da trilha em paredão rochoso onde fica uma corda fixa para subida dos visitantes. Trilha para os Picos Menor e Médio. Campos de altitude.","007276","721",NA,"Pteridophyta","(Fée) Christenh.","Rio de Janeiro","Parque Estadual dos Três Picos","-42.725","-22.3444","2000","2000",NA,"Nova Friburgo",NA,"J. Condack","2015","-42.725","-22.3444","04","07",NA,NA,NA,NA
"20","2019-11-01 15:33:16-03","PUC-RIO","FCAB","7282","PreservedSpecimen","Plantae","Pteridaceae","Jamesonia","rufescens","Jamesonia rufescens","J. Condack; C.B. Gomes","2015","04","07",NA,"Brasil",NA,NA,"Erva rupícola, as margens da trilha em paredão rochoso onde fica uma corda fixa para subida dos visitantes. Trilha para os Picos Menor e Médio. Campos de altitude.","007282","727",NA,"Pteridophyta","(Fée) Christenh.","Rio de Janeiro","Parque Estadual dos Três Picos","-42.725","-22.3444","2000","2000",NA,"Nova Friburgo",NA,"J. Condack","2015","-42.725","-22.3444","04","07",NA,NA,NA,NA
"21","2019-11-29 15:46:19-03","PUC-RIO","FCAB","0273","PreservedSpecimen","Plantae","Pteridaceae","Jamesonia","rufescens","Jamesonia rufescens","P. Capell S.J.","1952","05","15",NA,"Brasil",NA,NA,"Haec variatas a me inventa, in culmire montis Caledoniae, est omnino deversa ab insignis, in herbario Fluminense aser vata, hac de causa dedit meun nomen. Estes números, que eu descobri em culmire Caledonian montanha, é bastante notável,","000273","s.n.",NA,"Pteridophyta","(Fée) Christenh.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"A.P. Della","2019",NA,NA,NA,NA,NA,NA,NA,NA
"22","2019-11-29 15:46:19-03","PUC-RIO","FCAB","3574","PreservedSpecimen","Plantae","Pteridaceae","Jamesonia","rufescens","Jamesonia rufescens","J.C. Siqueira","1984","09",NA,NA,"Brasil",NA,NA,NA,"003574","s.n.",NA,"Pteridophyta","(Fée) Christenh.","Rio de Janeiro","Pico da Caledônia","-42.5311012268066","-22.2819004058838",NA,NA,NA,"Nova Friburgo",NA,"A.P. Della","2019",NA,NA,NA,NA,"33190","auto",NA,NA
"23","2004-01-29 14:14:00-02","MNHN","RECOLNAT_MNHN_P","P00603554","PreservedSpecimen",NA,"Pteridophyta","Eriosorus","rufescens","Eriosorus rufescens","Mathews, M.",NA,NA,NA,NA,"Pérou","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00603554' target='other'> <mi>dwc_moreinfo</mi></a>","P00603554",NA,NA,NA,"(Fée) A.F.Tryon",NA,"Andes du Pérou",NA,NA,NA,NA,"P00603554_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1814",NA
"24","2015-09-20 01:47:12-03","MNHN","RECOLNAT_MNHN_P","P00603555","PreservedSpecimen",NA,"Pteridophyta","Eriosorus","rufescens","Eriosorus rufescens","Lechler, W.","1854",NA,NA,NA,"Pérou","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00603555' target='other'> <mi>dwc_moreinfo</mi></a>","P00603555",NA,NA,NA,"(Fée) A.F.Tryon",NA,"In umbrosis is montanis pr. S. Govan.",NA,NA,NA,NA,"P00603555_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2255",NA
"25","2008-01-15 12:00:27-02","MNHN","RECOLNAT_MNHN_P","P00603556","PreservedSpecimen",NA,"Pteridophyta","Eriosorus","rufescens","Eriosorus rufescens","Lechler, W.","1854",NA,NA,NA,"Pérou","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00603556' target='other'> <mi>dwc_moreinfo</mi></a>","P00603556",NA,NA,NA,"(Fée) A.F.Tryon",NA,"In umbrosis is montanis pr. S. Govan.",NA,NA,NA,NA,"P00603556_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2255",NA
"26","2015-09-19 12:12:43-03","MNHN","RECOLNAT_MNHN_P","P00603564","PreservedSpecimen",NA,"Pteridophyta","Eriosorus","rufescens","Eriosorus rufescens","Mathews, M.",NA,NA,NA,NA,"Pérou","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00603564' target='other'> <mi>dwc_moreinfo</mi></a>","P00603564",NA,NA,NA,"(Fée) A.F.Tryon",NA,"Andes du Pérou",NA,NA,NA,NA,"P00603564_01",NA,NA,"Tryon",NA,NA,NA,NA,NA,NA,NA,"1814",NA
"27","2020-01-17 04:33:00-03","MO","MOBOT","100558608","PreservedSpecimen","Plantae","Pteridaceae","Eriosorus","rufescens","Eriosorus rufescens","H. van der Werff|Luis Valenzuela G.|Gerry Shareva M.|Augusto Reyes Barrantes","2012","11","4","South America","Peru",NA,NA,NA,NA,"van der Werff 25011",NA,NA,"(Fée) A.F. Tryon","Amazonas","Along road to Tialango.","-76.7766667","-5.8752778","2100.00000000",NA,NA,NA,NA,"Alan R. Smith (MO)",NA,NA,NA,NA,NA,NA,NA,"592","3"
"28","2009-07-17 16:25:00-03","MO","MOBOT","2678612","PreservedSpecimen","Plantae","Pteridaceae","Eriosorus","rufescens","Eriosorus rufescens","Hugo Navarrete","1994","10","13","South America","Ecuador",NA,NA,NA,NA,"Navarrete 758",NA,NA,"(Fée) A.F. Tryon","Carchi","Carretero Tufiño - Maldonado, Lagunas Verdes, cerca del paso.","-77.95","0.9","3900.00000000",NA,NA,NA,NA,"Arbelaez, A. L. (MO)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2015-03-12 06:15:00-03","MO","MOBOT","100234738","PreservedSpecimen","Plantae","Pteridaceae","Eriosorus","rufescens","Eriosorus rufescens","H. van der Werff|Antonio Peña|César Rojas","2009","11","6","South America","Peru",NA,NA,NA,NA,"van der Werff 23224",NA,NA,"(Fée) A.F. Tryon","Pasco","Chacos.","-75.2927777","-10.6497222","2700.00000000",NA,NA,"Oxapampa",NA,"A.R. Smith",NA,NA,NA,NA,NA,NA,NA,"528","6"
"30","2015-05-22 10:15:00-03","MO","MOBOT","100818070","PreservedSpecimen","Plantae","Pteridaceae","Eriosorus","rufescens","Eriosorus rufescens","P. Sanchez B.|Álvaro Cogollo P.","1998","9","5","South America","Colombia",NA,NA,NA,NA,"Sanchez Baracaldo 268",NA,NA,"(Fée) A.F. Tryon","Antioquia","Corregimiento de San Felix.","-75.6333333","6.3333333","2715.00000000",NA,NA,"Bello",NA,"P. Sánchez-Baracaldo",NA,NA,NA,NA,NA,NA,NA,NA,"1"
"31","2008-05-27 22:02:00-03","MO","MOBOT","1010590","PreservedSpecimen","Plantae","Pteridaceae","Eriosorus","rufescens","Eriosorus rufescens","Harriet G. Barclay|Pedro Juajibioy C.","1959","9","26","South America","Ecuador",NA,NA,NA,NA,"Barclay 9317B",NA,NA,"(Fée) A.F. Tryon","Carchi",NA,NA,NA,"3850.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2008-05-27 22:02:00-03","MO","MOBOT","1010593","PreservedSpecimen","Plantae","Pteridaceae","Eriosorus","rufescens","Eriosorus rufescens","Harriet G. Barclay|Pedro Juajibioy C.","1959","9","26","South America","Ecuador",NA,NA,NA,NA,"Barclay 9387",NA,NA,"(Fée) A.F. Tryon","Carchi",NA,NA,NA,"3740.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2018-03-23 08:30:00-03","MO","MOBOT","10157","PreservedSpecimen","Plantae","Pteridaceae","Eriosorus","rufescens","Eriosorus rufescens","H. van der Werff|Edgar Gudiño","1989","7","28","South America","Ecuador",NA,NA,NA,NA,"van der Werff 10680",NA,NA,"(Fée) A.F. Tryon","Carchi","Along road Tulcan-Maldonado, W of Tufiño.","-77.8675","0.7977777","3000.00000000","4000.00000000",NA,NA,NA,"A.R. Smith (UC)",NA,NA,NA,NA,NA,NA,NA,"22","7"
"34","2008-05-27 22:02:00-03","MO","MOBOT","1063644","PreservedSpecimen","Plantae","Pteridaceae","Eriosorus","rufescens","Eriosorus rufescens","John L. Clark","1995","9","23","South America","Ecuador",NA,NA,NA,NA,"Clark 1502",NA,NA,"(Fée) A.F. Tryon","Azuay","Area Nacional de Recreación Cajas. Collections made between La Laguna Llaviucu via dirt road to main highway from Cuenca. Mostly Paramo with remnant patches of Montane Wet Forest.","-79.13333","-2.88333","3100.00000000","3200.00000000",NA,"Cuenca",NA,"Alan R. Smith (UC)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2008-05-27 22:02:00-03","MO","MOBOT","1269757","PreservedSpecimen","Plantae","Pteridaceae","Eriosorus","rufescens","Eriosorus rufescens","John L. Clark|J. Fair","1996","11","27","South America","Ecuador",NA,NA,NA,NA,"Clark 3461",NA,NA,"(Fée) A.F. Tryon","Napo","Parque Nacional Llanganates. Laguna de Soguillas. Páramo dominated by Neurolepis aristata.","-78.26666","-1.13333","3700.00000000",NA,NA,NA,NA,"Alan R. Smith (UC)",NA,NA,NA,NA,NA,NA,NA,"21","4"
"36","2019-09-03 04:36:00-03","MO","MOBOT","1294580","PreservedSpecimen","Plantae","Pteridaceae","Eriosorus","rufescens","Eriosorus rufescens","Homero Vargas|Juan C. Ronquillo|N. Granda","1998","10","13","South America","Ecuador",NA,NA,NA,NA,"Vargas López 2828",NA,NA,"(Fée) A.F. Tryon","Napo","Parque Nacional Llanganates. Faldas del cerro Pan de Azúcar, colecciones en trayecto Páramo de Soguillas-Cerro Pan de Azúcar. Páramo húmedo y vegetación arbustiva; roca metamórfica.","-78.28333","-1.15","3800.00000000",NA,NA,NA,NA,"Alan R. Smith (UC)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2019-09-03 04:36:00-03","MO","MOBOT","1294899","PreservedSpecimen","Plantae","Pteridaceae","Eriosorus","rufescens","Eriosorus rufescens","David A. Neill|Homero Vargas|Alina Freire|Edwin Narváez|Mariana Mites","1998","11","28","South America","Ecuador",NA,NA,NA,NA,"Neill 11492",NA,NA,"(Fée) A.F. Tryon","Napo","Reserva Ecológica Antisana. Southwest slopes of Volcán Antisana, just 100 m below glacier. Super-paramo, sandy soil and rocks, upper limit of vascular plant growth.","-78.15944","-0.49111","4700.00000000",NA,NA,"Quijos",NA,"A. Freire-Fierro (QCNE)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2008-05-27 22:02:00-03","MO","MOBOT","13153","PreservedSpecimen","Plantae","Pteridaceae","Eriosorus","rufescens","Eriosorus rufescens","H. van der Werff|Walter A. Palacios","1987","5","3","South America","Ecuador",NA,NA,NA,NA,"van der Werff 9273",NA,NA,"(Fée) A.F. Tryon","Zamora-Chinchipe","Nudo de Sabanillo along road Yangana-Vallodolid, forest or scrub on sandstone (with Sphagnum, Xyris, Pinguicula and Eriocaulaceae).","-79.13333","-4.45","2500.00000000","3000.00000000",NA,NA,NA,"Alan R. Smith",NA,NA,NA,NA,NA,NA,NA,"87-22","5"
"39","2008-05-27 22:02:00-03","MO","MOBOT","13695","PreservedSpecimen","Plantae","Pteridaceae","Eriosorus","rufescens","Eriosorus rufescens","Folke Fagerlind|Per-Göran Wibom","1952","11",NA,"South America","Ecuador",NA,NA,NA,NA,"Fagerlind 1507",NA,NA,"(Fée) A.F. Tryon","Carchi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2008-05-27 22:02:00-03","MO","MOBOT","13735","PreservedSpecimen","Plantae","Pteridaceae","Eriosorus","rufescens","Eriosorus rufescens","L.B. Holm-Nielsen|John S. Brandbyge|A.S. Barfod","1983","3","17","South America","Ecuador",NA,NA,NA,NA,"Holm-Nielsen 41978",NA,NA,"(Fée) A.F. Tryon","Napo","Cordillera de los Llanganatis. Laguna Encantada. Lakeshore.","-78.2","-1.18333","3400.00000000",NA,NA,NA,NA,"B. Øllgaard",NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2008-05-27 22:02:00-03","MO","MOBOT","13765","PreservedSpecimen","Plantae","Pteridaceae","Eriosorus","rufescens","Eriosorus rufescens","Benjamin Øllgaard","1989","2","1","South America","Ecuador",NA,NA,NA,NA,"Øllgaard 90328",NA,NA,"(Fée) A.F. Tryon","Loja","Parque Nacional Podocarpus E of Nudo de Cajanuma. Trail from 'Centro de Información' toward Lagunas de Compadre.","-79.16666","-4.08333","2850.00000000","3100.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2008-05-27 22:02:00-03","MO","MOBOT","15077","PreservedSpecimen","Plantae","Pteridaceae","Eriosorus","rufescens","Eriosorus rufescens","H. van der Werff|Walter A. Palacios","1987","5","5","South America","Ecuador",NA,NA,NA,NA,"van der Werff 9344",NA,NA,"(Fée) A.F. Tryon","Zamora-Chinchipe","Nudo de Sabanillo, just past the pass on road Yangena-Vallodolid. Cloud forest 15-20 m tall.","-79.13333","-4.43333","2300.00000000",NA,NA,NA,NA,"Alan R. Smith",NA,NA,NA,NA,NA,NA,NA,"87-26","4"
"43","2014-04-04 05:51:00-03","MO","MOBOT","1558259","PreservedSpecimen","Plantae","Pteridaceae","Eriosorus","rufescens","Eriosorus rufescens","H. van der Werff|Rodolfo Vásquez|Bruce Gray|José Campos de la Cruz","2001","3","4","South America","Peru",NA,NA,NA,NA,"van der Werff 16707",NA,NA,"(Fée) A.F. Tryon","Amazonas","Depto. Amazonas close to the border with Depto. San Martin, along the road from Pedro Ruiz, past Laguna de Pomacocha to Rioja. The border between the departments is the watershed dividing the Rio Mayo (the San Martin side) and the Rio Chiriaco (the Amazonas side). Montane forest on sandstone (1) or limestone (2).","-77.8","-5.6833333","1950.00000000",NA,NA,NA,NA,"Alan R. Smith (UC)",NA,NA,NA,NA,NA,NA,NA,"282","2"
"44","2008-05-27 22:02:00-03","MO","MOBOT","18012","PreservedSpecimen","Plantae","Pteridaceae","Eriosorus","rufescens","Eriosorus rufescens","L.B. Holm-Nielsen","1980","1","20","South America","Ecuador",NA,NA,NA,NA,"Holm-Nielsen 21004",NA,NA,"(Fée) A.F. Tryon","Napo","Valle de Chalupas. Close to the junction of Río Chalupas and Río Aguas Buenas. Grass paramo and scrub forest mosaic.","-78.23333","-0.81666","3200.00000000",NA,NA,NA,NA,"B. Øllgaard",NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2008-05-27 22:02:00-03","MO","MOBOT","18021","PreservedSpecimen","Plantae","Pteridaceae","Eriosorus","rufescens","Eriosorus rufescens","L.B. Holm-Nielsen|Jaime L. Jaramillo","1980","11","12","South America","Ecuador",NA,NA,NA,NA,"Holm-Nielsen 28555",NA,NA,"(Fée) A.F. Tryon","Tungurahua","Cordillera de los Llanganates. At Río Verde Grande at base of Cerro Hermoso, 2.5 km SW of the summit. Polylepis forest.","-78.3","-1.23333","3700.00000000",NA,NA,NA,NA,"B. Øllgaard",NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2008-05-27 22:02:00-03","MO","MOBOT","18029","PreservedSpecimen","Plantae","Pteridaceae","Eriosorus","rufescens","Eriosorus rufescens","Benjamin Øllgaard|L.B. Holm-Nielsen|N.H. Andreasen|B.B. Larsen|Lars P. Kvist","1982","5","6","South America","Ecuador",NA,NA,NA,NA,"Øllgaard 38129",NA,NA,"(Fée) A.F. Tryon","Chimborazo","Road c. 10 km NE of Alao, at Cuspipaccha. Elfin forest on steep slope, dominated by Escallonia, Weinmannia, Osteomeles, and Gaiadendron. Understorey dominated by Miconia and Centropogon.","-78.43333","-1.8","3500.00000000",NA,NA,NA,NA,"B. Øllgaard",NA,NA,NA,NA,NA,NA,NA,NA,NA
