"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","occurrenceRemarks","yearIdentified","monthIdentified","dayIdentified","phylum","order","continentOcean","preparationType","coordinatePrecision","geoFlag","typeStatus","class","relationshipType","relatedCatalogItem","individualCount","fieldNumber","previousCatalogNumber"
"11","2021-03-15 16:37:00-03","NY","NYBG","477844","PreservedSpecimen","Plantae","Melastomataceae","Clidemia","blepharodes","Clidemia blepharodes","DC.","J. J. Wurdack","G. G. Hatschbach","23239","1969","12","14","Brazil","Paraná","Morretes","Rio Mae Catira","-48.8342","-25.4769",NA,NA,"100","100","NY00477844","NY00477844_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=175518' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","522819","PreservedSpecimen","Plantae","Melastomataceae","Clidemia","blepharodes","Clidemia blepharodes","DC.","M. Reginato","A. C. Cervi","6466","1997","12","04","Brazil","Paraná","Guaraqueçaba","Salto Morato","-48.32","-25.27",NA,NA,NA,NA,"NY00522819","NY00522819_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=610681' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","477843","PreservedSpecimen","Plantae","Melastomataceae","Clidemia","blepharodes","Clidemia blepharodes","DC.","S. M. Silva","S. M. Silva","s.n.","1997","04","08","Brazil","Paraná","Paranaguá","Estaçao ecológica, Ilha do mel","-48.35","-25.5",NA,NA,NA,NA,"NY00477843","NY00477843_01","Label has collector erroneously written as S. W. Silva <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=175519' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","1017214","PreservedSpecimen","Plantae","Melastomataceae","Clidemia","blepharodes","Clidemia blepharodes","DC.","J. J. Wurdack","R. Kummrow","2575","1985","02","13","Brazil","Paraná","Morretes","Véu da Noiva.","-48.8342","-25.4769",NA,NA,NA,NA,"NY01017214","NY01017214_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1200908' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","478033","PreservedSpecimen","Plantae","Melastomataceae","Clidemia","blepharodes","Clidemia blepharodes","DC.","M. Reginato","P. E. Gibbs","3489","1976","11","09","Brazil","São Paulo","Ubatuba","Estaçao Experimental do Instituto Agronomico, Beira da mata","-45.0697","-23.4303",NA,NA,NA,NA,"NY00478033","NY00478033_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=120633' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","558667","PreservedSpecimen","Plantae","Melastomataceae","Clidemia","blepharodes","Clidemia blepharodes","DC.","R. Goldenberg","K. Mizoguchi","2507","1979","12","03","Brazil","São Paulo",NA,"Altoda Serra, Caracatatuba. Along the route BR-383",NA,NA,NA,NA,"300","600","NY00558667","NY00558667_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=537377' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","477839","PreservedSpecimen","Plantae","Melastomataceae","Clidemia","blepharodes","Clidemia blepharodes","DC.","J. J. Wurdack","R. Reitz","2003","1948","01","22","Brazil","Santa Catarina","Luiz Alves","Braço Serafim, Luis Alves, Itajaí","-48.941177","-26.748537",NA,NA,"100","100","NY00477839","NY00477839_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=175517' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","00477838","PreservedSpecimen","Plantae","Melastomataceae","Clidemia","blepharodes","Clidemia blepharodes","DC.",NA,"P. K. H. Dusén","13581","1912","01","04","Brazil","Paraná",NA,"Muitinga",NA,NA,NA,NA,NA,NA,"NY00477838","NY00477838_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=175522' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","1145018","PreservedSpecimen","Plantae","Melastomataceae","Clidemia","blepharodes","Clidemia blepharodes","DC.","M. Reginato","M. J. M. Christenhusz","4806","2008","02","20","Brazil","São Paulo","Santo André","Biological Reserva of Paranapiacaba. (Expedicão científica CNPq Proc. EXC no. 030/07-CR.)","-46.3","-23.77",NA,NA,"800","800","NY01145018","NY01145018_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1301940' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","1015405","PreservedSpecimen","Plantae","Melastomataceae","Clidemia","blepharodes","Clidemia blepharodes","DC.","R. Goldenberg","R. Goldenberg","894","2007","07","13","Brazil","Espírito Santo","Santa Teresa","Nova Lombardia, Terreno do Furlani, Terreno do Furlani.","-40.5383","-19.8053",NA,NA,"950","950","NY01015405","NY01015405_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1105572' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","685396","PreservedSpecimen","Plantae","Melastomataceae","Clidemia","blepharodes","Clidemia blepharodes","DC.","R. Goldenberg","R. Goldenberg","806","2005","10","26","Brazil","Paraná","Morretes","Parque Estadual do Pico Marumbi, Morro do Facãozinho","-48.940417","-25.42437",NA,NA,"670","670","NY00685396","NY00685396_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=894771' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","477841","PreservedSpecimen","Plantae","Melastomataceae","Clidemia","blepharodes","Clidemia blepharodes","DC.","R. Romero","J. E. L. S. Ribeiro","741","1989","10","09","Brazil","São Paulo","Ubatuba","Picinguaba; Estrada da Casa da Farinha","-45.0697","-23.4303",NA,NA,NA,NA,"NY00477841","NY00477841_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=175516' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","478035","PreservedSpecimen","Plantae","Melastomataceae","Clidemia","blepharodes","Clidemia blepharodes","DC.","M. Reginato","P. E. Gibbs","3489","1976","11","09","Brazil","São Paulo","Ubatuba","Estaçao Experimental do Instituto Agronomico, Beira da mata","-45.0697","-23.4303",NA,NA,NA,NA,"NY00478035","NY00478035_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=120635' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","522821","PreservedSpecimen","Plantae","Melastomataceae","Clidemia","blepharodes","Clidemia blepharodes","DC.","M. Reginato","G. Martinelli","8056","1982","05","05","Brazil","Espírito Santo","Alfredo Chaves","Vila Sao Bento de Urânia, Fazenda Zechini","-40.917605","-20.471909",NA,NA,"1000","1000","NY00522821","NY00522821_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=686009' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","478036","PreservedSpecimen","Plantae","Melastomataceae","Clidemia","blepharodes","Clidemia blepharodes","DC.","M. Reginato","H. de F. Leitão Filho","10746","1979","12","11","Brazil","São Paulo","Cananéia","Ilha do Cardoso","-47.992538","-25.197304",NA,NA,NA,NA,"NY00478036","NY00478036_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=120636' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","558643","PreservedSpecimen","Plantae","Melastomataceae","Clidemia","blepharodes","Clidemia blepharodes","DC.","R. Goldenberg","M. Alves","1773","1999","01","06","Brazil","São Paulo","Peruíbe","Estaçao Ecologica Juréia-Itains, trilha para o Morrinho. Floresta Pluvial Atlântica","-46.99","-24.32",NA,NA,NA,NA,"NY00558643","NY00558643_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=537354' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","1145578","PreservedSpecimen","Plantae","Melastomataceae","Clidemia","blepharodes","Clidemia blepharodes","DC.","M. Reginato","C. M. Sakuragui","617","1997","02","26","Brazil","São Paulo","Tapiraí",NA,"-47.5","-23.9599990844727",NA,NA,NA,NA,"NY01145578","NY01145578_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1320547' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Magnoliophyta","Myrtales","South America","sheet","41034","auto",NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","558659","PreservedSpecimen","Plantae","Melastomataceae","Clidemia","blepharodes","Clidemia blepharodes","DC.","R. Goldenberg","M. M. Arbo","7735","1997","01","27","Brazil","Espírito Santo","Conceiçao do Castelo","1 km W de Venda Nova do Imigrante, entrada a Alto Bananeiras, 5-7 km de la rodovia BR-262","-41.13","-20.3",NA,NA,"900","900","NY00558659","NY00558659_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=537369' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","221587","PreservedSpecimen","Plantae","Melastomataceae","Clidemia","scandens","Clidemia scandens","Gardner",NA,"G. Gardner","392","1836",NA,NA,"Brazil",NA,NA,"Brasilia",NA,NA,NA,NA,NA,NA,"NY00221587","NY00221587_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=651462' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Magnoliophyta","Myrtales","South America","sheet",NA,NA,"isotype",NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","1519504","PreservedSpecimen","Plantae","Melastomataceae","Pleiochiton","blepharodes","Pleiochiton blepharodes","(DC.) Reginato, R.Goldenb. & Baumgratz","M. Reginato","A. M. Amorim","5578","2006","02","08","Brazil","Minas Gerais","Santa Maria do Salto","Divisa entre Bahia e Minas Gerais. Fazenda Duas Barras. Reserva do Alto Cariri. Trilha da caixa d'agua","-40.0544","-16.4064",NA,NA,"950","950","NY01519504","NY01519504_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1776219' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","02098934","PreservedSpecimen","Plantae","Melastomataceae","Pleiochiton","blepharodes","Pleiochiton blepharodes","(DC.) Reginato, R.Goldenb. & Baumgratz","M. Reginato","M. Reginato","729","2006","12","12","Brazil","Paraná","Tunas do Paraná","Parque Estadual das Lauráceas.","-48.6970711","-24.9429505",NA,NA,NA,NA,"NY02098934","NY02098934_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2500251' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","1519470","PreservedSpecimen","Plantae","Melastomataceae","Pleiochiton","blepharodes","Pleiochiton blepharodes","(DC.) Reginato, R.Goldenb. & Baumgratz","M. Reginato","P. Fiaschi","2817","2005","03","17","Brazil","Bahia","Arataca","Serra das Lontras, ca. 7 km no ramal que liga o povoado de Itatiguí à Serra das Lontras.","-39.4081","-15.2028",NA,NA,"600","700","NY01519470","NY01519470_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1744167' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","02098755","PreservedSpecimen","Plantae","Melastomataceae","Pleiochiton","blepharodes","Pleiochiton blepharodes","(DC.) Reginato, R.Goldenb. & Baumgratz","M. Reginato","M. Reginato","1103","2010","01","18","Brazil","Rio de Janeiro","Teresópolis","P. N. Serra dos Órgãos","-43.073169","-22.496706",NA,NA,NA,NA,"NY02098755","NY02098755_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2084710' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","01874707","PreservedSpecimen","Plantae","Melastomataceae","Pleiochiton","blepharodes","Pleiochiton blepharodes","(DC.) Reginato, R.Goldenb. & Baumgratz","M. Reginato; F. A. Michelangeli","P. Fiaschi","3860","2012","01","13","Brazil","Rio de Janeiro","Itatiaia","Parque Nacional de Itatiaia. Trilha para a cachoeira Véu de Noiva. Floresta Ombrófila Dense Montana (Mata Atlântica). Sobre blocos rochosos.","-44.61864","-22.42858",NA,NA,"1070","1070","NY01874707","NY01874707_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2703669' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","01874848","PreservedSpecimen","Plantae","Melastomataceae","Pleiochiton","blepharodes","Pleiochiton blepharodes","(DC.) Reginato, R.Goldenb. & Baumgratz","M. Reginato","M. Reginato","1253","2012","01","07","Brazil","Paraná","Guaratuba","Pedra Branca do Araraquara","-48.90806","-25.93389",NA,NA,NA,NA,"NY01874848","NY01874848_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2084841' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","02060186","PreservedSpecimen","Plantae","Melastomataceae","Pleiochiton","blepharodes","Pleiochiton blepharodes","(DC.) Reginato, R.Goldenb. & Baumgratz",NA,"M. Reginato","1339","2012","02","15","Brazil","Rio de Janeiro","Itatiaia","P.N. do Itatiaia. Ultimo Adeus","-44.607312","-22.459068",NA,NA,NA,NA,"NY02060186","NY02060186_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2506234' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","02098968","PreservedSpecimen","Plantae","Melastomataceae","Pleiochiton","blepharodes","Pleiochiton blepharodes","(DC.) Reginato, R.Goldenb. & Baumgratz","M. Reginato","F. Almeda","9782","2009","03","12","Brazil","Rio de Janeiro","Itatiaia","Parque Nacional do Itatiaia. Trilha to Piscina do Maromba.","-44.62005","-22.42944",NA,NA,NA,NA,"NY02098968","NY02098968_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2500326' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","02060187","PreservedSpecimen","Plantae","Melastomataceae","Pleiochiton","blepharodes","Pleiochiton blepharodes","(DC.) Reginato, R.Goldenb. & Baumgratz",NA,"M. Reginato","1253","2012","01","07","Brazil","Paraná","Guaratuba","Pedra Branca do Araraquara","-48.90806","-25.93389",NA,NA,NA,NA,"NY02060187","NY02060187_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2506206' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","1519469","PreservedSpecimen","Plantae","Melastomataceae","Pleiochiton","blepharodes","Pleiochiton blepharodes","(DC.) Reginato, R.Goldenb. & Baumgratz","M. Reginato","P. Fiaschi","2863","2005","03","18","Brazil","Bahia","Camacan","Camacã: RPPN Serra Bonita, 9.7 km W de Camacã na estrada para Jacareci, ramal para a RPPN, ca. 6 km da entrada","-39.5653","-15.3917",NA,NA,"850","850","NY01519469","NY01519469_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1744160' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","02098931","PreservedSpecimen","Plantae","Melastomataceae","Pleiochiton","blepharodes","Pleiochiton blepharodes","(DC.) Reginato, R.Goldenb. & Baumgratz","M. Reginato","M. Reginato","686","2006","03","25","Brazil","Paraná","Antonina","RPPN Rio Cachoeira, PR 405.","-48.697699","-25.313729",NA,NA,NA,NA,"NY02098931","NY02098931_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2500247' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","02591389","PreservedSpecimen","Plantae","Melastomataceae","Pleiochiton","blepharodes","Pleiochiton blepharodes","(DC.) Reginato, R.Goldenb. & Baumgratz","M. C. H. Mamede","S. Gomes da Silva","274","1991","12","16","Brazil","São Paulo","Santo André","E.B. do Alto da Serra de Paranapiacaba","-46.32","-23.78",NA,NA,NA,NA,"NY02591389","NY02591389_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2855855' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","478013","PreservedSpecimen","Plantae","Melastomataceae","Pleiochiton","blepharodes","Pleiochiton blepharodes","(DC.) Reginato, R.Goldenb. & Baumgratz",NA,"F. C. Hoehne","1601","1918","03","04","Brazil","São Paulo","Santo André","Alto da Serra","-46.5297","-23.66",NA,NA,NA,NA,"NY00478013","NY00478013_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=150588' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
