"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","yearIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","minimumElevationInMeters","maximumElevationInMeters","monthIdentified","dayIdentified","typeStatus","class","relatedCatalogItem"
"19","2021-02-25 10:12:51-03","CVRD","CVRD","13390","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Malpighiaceae","Heteropterys","oberdanii","Heteropterys oberdanii","Amorim","Renata Sebastiani","Sebastiani, R.","360","2011","03","17","América do Sul","BRASIL","ES","Linhares",NA,"-40.0722007751465","-19.3910999298096",NA,"Liana. Flor com pétalas amarelas, nectários florais e extraflorais verdes, indumento ferrugíneo. Frutos imaturos vermelhos e castanhos quando maduros. <ll>dwc_commonname:</ll> Mucunã vermelho","CVRD013390",NA,"2011",NA,NA,"48094","auto",NA,NA,"03","30",NA,"Magnoliopsida",NA
"20","2021-02-25 10:12:51-03","CVRD","CVRD","6454","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Malpighiaceae","Heteropterys","oberdanii","Heteropterys oberdanii","Amorim","Willian R. Anderson","Folli, D.A.","3579","2000","02","23","América do Sul","BRASIL","ES","Linhares","Córrego João Pedro","-40.0722007751465","-19.3910999298096",NA,"<ll>dwc_commonname:</ll> Mucunã vermelho","CVRD006454",NA,"2010",NA,NA,"48094","auto",NA,NA,"03","09",NA,"Magnoliopsida",NA
"21","2021-02-25 10:12:51-03","CVRD","CVRD","6448","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Malpighiaceae","Heteropterys","oberdanii","Heteropterys oberdanii","Amorim","André M. Amorim","Amorim, A.M.A.","3359","2000","02","23","América do Sul","BRASIL","ES","Linhares","CÓRREGO J. PEDRO","-40.0722007751465","-19.3910999298096",NA,"<ll>dwc_commonname:</ll> Mucunã vermelho","CVRD006448",NA,"2004",NA,NA,"48094","auto",NA,NA,"10","18",NA,"Magnoliopsida",NA
"22","2021-02-25 10:12:51-03","CVRD","CVRD","11931","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Malpighiaceae","Heteropterys","oberdanii","Heteropterys oberdanii","Amorim","Freire, G.Q.; Roncero-Siles, M.F.; Siqueira, G.","Freire, G.Q.","132","2006","04","10","América do Sul","BRASIL","ES","Linhares","Taxonomia de Campo USP, UNICAMP, ESAlq","-40.0722007751465","-19.3910999298096",NA,"Liana; borda da estrada; frutos vermelho vivo <ll>dwc_commonname:</ll> Mucunã vermelho","CVRD011931",NA,"2006",NA,NA,"48094","auto",NA,NA,"04","14",NA,"Magnoliopsida",NA
"23","2021-02-25 10:12:51-03","CVRD","CVRD","11418","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Malpighiaceae","Heteropterys","oberdanii","Heteropterys oberdanii","Amorim","Freire, G.Q.; Roncero-Siles, M.F.; Siqueira, G.","Freire, G.Q.","131","2006","04","10","América do Sul","BRASIL","ES","Linhares","Taxonomia de Campo USP, UNICAMP, ESAlq","-40.0722007751465","-19.3910999298096",NA,"Liana; borda da estradabotões amarelos <ll>dwc_commonname:</ll> Mucunã vermelho","CVRD011418",NA,"2006",NA,NA,"48094","auto",NA,NA,"04","14",NA,"Magnoliopsida",NA
"24","2021-03-15 18:28:29-03","USP","SPF","161994","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Heteropterys","oberdanii","Heteropterys oberdanii","Amorim","Amorim, AMA","Fiaschi, P","1441","2003","04","02",NA,"Brasil","Bahia","Belmonte","Estação Experimental Gregório Bondar, Mata de tabuleiro e campos nativos.","-39.25","-16.133333",NA,"Liana ca. 3.5 m alt. Folhas discolores. Inflorescências ferrugíneas. Flores com pétalas amarelas. Frutos vermelho-vivo.","SPF00161994","SPF00161994","2004","-39.25","-16.133333",NA,NA,NA,NA,"08","26",NA,NA,NA
"25","2021-03-15 18:28:29-03","USP","SPF","161205","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Heteropterys","oberdanii","Heteropterys oberdanii","Amorim","Amorim, AMA","Amorim, AMA","3346","2000","02","21",NA,"Brasil","Espírito Santo","Guarapari","Parque Estadual de Setiba, Ramal de acesso a Lagoa Vermelha. Mata permanentemente inundada. Restinga.","-40.5110015869141","-20.6580009460449",NA,"Liana robusta, ca. 8-10 m. Folhas verdes brilhantes, a face superior mais escura. Ramos basais acinzentados a amorrons, pecíolo com glândulas verdes na base. Raque ferrugínea, nectários verdes. Pedicelo e cálice ferrugíneo, glândulas","SPF00161205","SPF00161205","2007",NA,NA,"28401","auto",NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 18:28:29-03","USP","SPF","151889","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Heteropterys","oberdanii","Heteropterys oberdanii","Amorim","Amorim, AMA","Fiaschi, P","959","2002","01","31",NA,"Brasil","Espírito Santo","Linhares","Reserva Natural Vale, Área alagada com Tabebuia cassinoides (caxeta).","-40.0722007751465","-19.3910999298096",NA,"Arbusto escandente, na beira da estrada. Folhas coriáceas. Ramos da inflorescência avermelhados, flores com pétalas amarelas.","SPF00151889","SPF00151889","2002",NA,NA,"48094","auto",NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 18:28:29-03","USP","SPF","161214","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Heteropterys","oberdanii","Heteropterys oberdanii","Amorim","Amorim, AMA","Amorim, AMA","3359","2000","02","23",NA,"Brasil","Espírito Santo","Sooretama","Reserva Florestal da Companha Vale do Rio Doce. Mata permanentemente inundada, próximo ao córregoo São Pedro. Restinga.","-40.0978012084961","-19.1968994140625",NA,"Liana ca. 2-3 m alt. Folhas verdes, brilhantes, a face superior mais escura. Faque e pedicelo ferrugíneo, nectário verde, pétalas amarelo-vívido, glândulas verdes. Frutos imaturos róse-vívidos, muitos vistosos.","SPF00161214","SPF00161214","2003",NA,NA,"33715","auto",NA,NA,NA,NA,NA,NA,NA
"28","2020-07-23 12:11:31-03","CEPLAC","CEPEC","57891","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Heteropterys","oberdanii","Heteropterys oberdanii",NA,"A. M. Amorim","O. J. Pereira","3063","1992","03","25",NA,"Brasil","Espírito Santo","CONCEIÇÃO DA BARRA","Área 213 da Aracruz Florestal.","-39.7322006225586","-18.5932998657227",NA,NA,NA,NA,NA,NA,NA,"41644","auto",NA,NA,NA,NA,NA,NA,"30/12/2003"
"29","2020-07-23 12:11:31-03","CEPLAC","CEPEC","109398","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Heteropterys","oberdanii","Heteropterys oberdanii",NA,"A. M. Amorim","A. M. Amorim","3359","2000","02","23",NA,"Brasil","Espírito Santo","LINHARES","Sooretama. Reserva Florestal da Companhia Vale do Rio Doce - CVRD.","-40.0722007751465","-19.3910999298096",NA,NA,NA,NA,NA,NA,NA,"48094","auto",NA,NA,NA,NA,"Paratipo",NA,"30/12/2003"
"30","2020-07-23 12:11:31-03","CEPLAC","CEPEC","96114","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Heteropterys","oberdanii","Heteropterys oberdanii",NA,"A. M. Amorim","P. Fiaschi","1441","1993","05","02",NA,"Brasil","Bahia","BELMONTE","Estação Experimental Gregório Bondar (EGREB).","-39.25","-16.133333",NA,NA,NA,NA,NA,"39W15'","16S8'",NA,NA,NA,NA,NA,NA,NA,NA,"30/12/2003"
"31","2020-07-23 12:11:31-03","CEPLAC","CEPEC","101496","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Heteropterys","oberdanii","Heteropterys oberdanii",NA,"C. Pessoa","M. L. Guedes","10259","2003","04","12",NA,"Brasil","Bahia","CAIRÚ","Litoral Sul. Cairú, Garapuá, Caminho para a Mata do Abreu.","-39.033333","-13.483333",NA,NA,NA,NA,NA,"39W2'","13S29'",NA,NA,NA,NA,NA,NA,NA,NA,"21/08/2013"
"32","2020-07-23 12:11:31-03","CEPLAC","CEPEC","105079","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Heteropterys","oberdanii","Heteropterys oberdanii",NA,"A. M. Amorim","G. Sousa","457","1986","03","06",NA,"Brasil","Espírito Santo","SETIBA","Parque Estadual Paulo César Vinha. Próx. ao anel da Rodovia do Sol, 10Km depois de Guarapari.","-40.431389","-20.622778",NA,NA,NA,NA,NA,"40W25'53","20S37'22",NA,NA,NA,NA,NA,NA,NA,NA,"30/12/2003"
"33","2020-07-23 12:11:31-03","CEPLAC","CEPEC","109403","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Heteropterys","oberdanii","Heteropterys oberdanii",NA,"A. M. Amorim","A. M. Amorim","3346","2000","02","21",NA,"Brasil","Espírito Santo","guarapari","Parque Estadual de Setiba. Ramal de acesso a Lagoa Vermelha.","-40.5110015869141","-20.6580009460449",NA,NA,NA,NA,NA,NA,NA,"28401","auto",NA,NA,NA,NA,"Holótipo",NA,"30/12/2005"
"34","2020-07-23 12:11:31-03","CEPLAC","CEPEC","105089","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Heteropterys","oberdanii","Heteropterys oberdanii",NA,"A. M. Amorim","O. Zambom","336",NA,NA,NA,NA,"Brasil","Espírito Santo","LINHARES","Próximo da Fazenda São Jorge, no entorno da jazida Payer.","-40.0722007751465","-19.3910999298096",NA,NA,NA,NA,NA,NA,NA,"48094","auto",NA,NA,NA,NA,"Paratipo",NA,"30/12/2003"
"35","2020-07-23 12:11:31-03","CEPLAC","CEPEC","91908","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Heteropterys","oberdanii","Heteropterys oberdanii",NA,"A. M. Amorim","D. A. Folli","3579","2000","02","23",NA,"Brasil","Espírito Santo","LINHARES","Reserva Natural da CVRD. Estrada Gávea, Km 6.","-40.0722007751465","-19.3910999298096",NA,NA,NA,NA,NA,NA,NA,"48094","auto",NA,NA,NA,NA,NA,NA,"30/12/2004"
"36","2020-07-23 12:11:31-03","CEPLAC","CEPEC","91920","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Heteropterys","oberdanii","Heteropterys oberdanii",NA,"A. M. Amorim","A. M. Amorim","3359","2000","02","23",NA,"Brasil","Espírito Santo","LINHARES","Reserva Natural da CVRD, Estrada Gávea, Km 7000.","-40.0722007751465","-19.3910999298096",NA,"<ll>dwc_commonname:</ll> Cipó-suruaca",NA,NA,NA,NA,NA,"48094","auto",NA,NA,NA,NA,NA,NA,"30/12/2004"
"37","2020-07-23 12:11:31-03","CEPLAC","CEPEC","91912","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Heteropterys","oberdanii","Heteropterys oberdanii",NA,"A. M. Amorim","D. A. Folli","3896","2001","04","17",NA,"Brasil","Espírito Santo","LINHARES","Reserva Natural da CVRD. Estrada Parajú, KM 3,1.","-40.0722007751465","-19.3910999298096",NA,NA,NA,NA,NA,NA,NA,"48094","auto",NA,NA,NA,NA,NA,NA,"30/12/2004"
"38","2019-11-21 10:08:54-03","IBt","SP","366737","S","Plantae",NA,NA,"Malpighiaceae","Heteropterys","oberdanii","Heteropterys oberdanii","Amorim","Amorim, AM","Sousa, G; Alves, M; Konno, T; Fiaschi, P; Unwin, M","457","2001","03","05",NA,"Brasil","Espírito Santo","Setiba","Parque Estadual Paulo César Vinha, Próximo ao anel da Rodovia do Sol, 10 km depois de Guarapari","-40.431389","-20.622778",NA,NA,"SP018908","SP018908","2003","-40.431389","-20.622778",NA,NA,"20","20",NA,NA,NA,NA,NA
"39","2019-11-21 10:08:54-03","IBt","SP","367613","S","Plantae",NA,NA,"Malpighiaceae","Heteropterys","oberdanii","Heteropterys oberdanii","Amorim","Amorim, AM","Amorim, AM; Sousa, GM; Fraga, CN","3346","2000","02","21",NA,"Brasil","Espírito Santo","Guarapari","Parque Estadual de Setiba, Ramal de acesso a Lagoa Vermelha","-40.5110015869141","-20.6580009460449",NA,NA,"SP018499","SP018499","2003",NA,NA,"28401","auto",NA,NA,NA,NA,"Holotype",NA,NA
"40","2019-11-21 10:08:54-03","IBt","SP","446807","S","Plantae",NA,NA,"Malpighiaceae","Heteropterys","oberdanii","Heteropterys oberdanii","Amorim","Anderson, WR","Folli, DA","3579","2000","02","23",NA,"Brasil","Espírito Santo","Linhares","Estrada Gávea. Córrego João Pedro","-40.0722007751465","-19.3910999298096",NA,NA,NA,NA,"2010",NA,NA,"48094","auto",NA,NA,"03","09",NA,NA,NA
"41","2019-11-21 10:08:54-03","IBt","SP","367599","S","Plantae",NA,NA,"Malpighiaceae","Heteropterys","oberdanii","Heteropterys oberdanii","Amorim","Amorim, AM","Zambom, O; Pereira, OJ","336","1997","03","10",NA,"Brasil","Espírito Santo","Linhares","Próximo da Fazenda São Jorge no entorno da jazida Payer. Restinga","-40.0722007751465","-19.3910999298096",NA,"Arbusto escandente. Flor amarela. Fruto róseo","SP000240","SP000240","2003",NA,NA,"48094","auto",NA,NA,NA,NA,"Paratype",NA,NA
"42","2019-11-21 10:08:54-03","IBt","SP","447214","S","Plantae",NA,NA,"Malpighiaceae","Heteropterys","oberdanii","Heteropterys oberdanii","Amorim","Almeida, RF","Almeida, RF; Hall, CF; Fajardo, F; Guimarães, L","521","2012","01","20",NA,"Brasil","Espírito Santo","Linhares","Reserva Natural da CVRD, Estrada pau atravessado","-40.0722007751465","-19.3910999298096",NA,NA,NA,NA,"2012",NA,NA,"48094","auto",NA,NA,"09",NA,NA,NA,NA
"43","2019-11-21 10:08:54-03","IBt","SP","445400A","S","Plantae",NA,NA,"Malpighiaceae","Heteropterys","oberdanii","Heteropterys oberdanii","Amorim","Almeida, RF","Folli, DA","5510","2007","03","12",NA,"Brasil","Espírito Santo","Linhares","Reserva Natural da Vale do Rio Doce, Aceiro com Lasa canto grande","-40.0722007751465","-19.3910999298096",NA,NA,NA,NA,"2007",NA,NA,"48094","auto",NA,NA,"03","12",NA,NA,NA
"44","2019-11-21 10:08:54-03","IBt","SP","445399A","S","Plantae",NA,NA,"Malpighiaceae","Heteropterys","oberdanii","Heteropterys oberdanii","Amorim","Amorim, AM","Folli, DA","3896","2001","04","17",NA,"Brasil","Espírito Santo","Linhares","Reserva Natural da Vale do Rio Doce, Estrada Parajú","-40.0722007751465","-19.3910999298096",NA,NA,NA,NA,"2002",NA,NA,"48094","auto",NA,NA,"10","09",NA,NA,NA
"45","2019-11-21 10:08:54-03","IBt","SP","367643a","Extra","Plantae",NA,NA,"Malpighiaceae","Heteropterys","oberdanii","Heteropterys oberdanii","Amorim","Amorim, AM","Amorim, AM; Sousa, GM; Fraga, CN","3359","2000","02","23",NA,"Brasil","Espírito Santo","Sooretama","Reserva Florestal da Cia Vale do Rio Doce - CVRD. Mata permanentemente inundada, próximo ao córrego São Pedro. Restinga","-40.0978012084961","-19.1968994140625",NA,"Liana ca. 2-3 m alt. Folhas verdes, brilhantes, face superior mais escura. Raque e pedicelo ferrugíneo, nectário verde, pétalas amarelo-vívido, glândulas verdes. Frutos imaturos róseo-vívidos, muito vistosos","SP000242","SP000242","2003",NA,NA,"33715","auto",NA,NA,NA,NA,"Paratype",NA,NA
"46","2019-11-21 10:08:54-03","IBt","SP","367643","S","Plantae",NA,NA,"Malpighiaceae","Heteropterys","oberdanii","Heteropterys oberdanii","Amorim","Amorim, AM","Amorim, AM; Sousa, GM; Fraga, CN","3359","2000","02","23",NA,"Brasil","Espírito Santo","Sooretama","Reserva Florestal da Cia Vale do Rio Doce - CVRD. Mata permanentemente inundada, próximo ao córrego São Pedro. Restinga","-40.0978012084961","-19.1968994140625",NA,"Liana ca. 2-3 m alt. Folhas verdes, brilhantes, face superior mais escura. Raque e pedicelo ferrugíneo, nectário verde, pétalas amarelo-vívido, glândulas verdes. Frutos imaturos róseo-vívidos, muito vistosos","SP000241","SP000241","2003",NA,NA,"33715","auto",NA,NA,NA,NA,"Paratype",NA,NA
