"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","coordinatePrecision","geoFlag","identifiedBy","yearIdentified","typeStatus","verbatimLongitude","verbatimLatitude","monthIdentified","individualCount","class","dayIdentified"
"11","2021-03-01 16:34:34-03","UNICAMP","UEC","162465","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Miconia","cipoensis","Miconia cipoensis","R.Goldenb.","Rezende, AR; Silveira, FAO","488","2011","09","22",NA,"Brazil","Minas Gerais","Santana do Riacho","Parque Nacional da Serra do Cipó, Rodovia, MG-10, km 114-115.","-43.7144012451172","-19.1688995361328",NA,NA,NA,"Arbusto, 1,2 m. Hipanto e lacínias do cálice ferrugíneos, corola brancas, estames amarelos, frutos imaturos róseos e maduros verdes.; Campo rupestre.","UEC038573","UEC038573","26557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-01 16:34:34-03","UNICAMP","UEC","156698","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Miconia","cipoensis","Miconia cipoensis","R.Goldenb.","Pirani, JR; Parra, LR; Coffani-Nunes, JV; Campos, MTVA; Sano, PT","CFSC12699","1991","08","31",NA,"Brazil","Minas Gerais","Santana do Riacho","Serra do Cipó, Km 125 da Rodovia Belo Horizonte - Conceição do Mato Dentro. Elevação atrás da estátua do Velho Juca, além do Córrego","-43.7144012451172","-19.1688995361328",NA,NA,NA,"Arbusto ramoso 1,5 m alt. Folhas discolores, muito lustrosas na face superior. Hipanto ocráceo. Pétalas e estames creme. Entre rochas em solo arenoso; Afloramento rochoso dominado por Vellozia piresiana, vide suplemento","UEC008669","UEC008669","26557","auto","Goldenberg, R",NA,"holotypus",NA,NA,NA,NA,NA,NA
"13","2020-12-21 16:34:34-03","MBM","MBM","23958","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","cipoensis","Miconia cipoensis","R. Goldenb.","Hatschbach, G.; Ahumada, Z.; Ahumada, Z.","30059","1972","08","08","Southern America","Brazil","Minas Gerais","Jaboticatubas","Serra do Cipó, Fazenda Palácio","-43.7449989318848","-19.513599395752",NA,NA,NA,"Arbusto 1m, flor alvescente, afloramentos rochosos; Arbusto 1m, flor alvescente.; Afloramentos rochosos.","MBM023958","MBM023958","31264","auto","Goldenberg, R.","1998","PARATYPE",NA,NA,"03",NA,NA,NA
"14","2020-12-11 11:38:22-03","UFMG","BHCB","171609","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Miconia","cipoensis","Miconia cipoensis","R. Goldenberg","Rezende, AR; Silveira, FA","488","2011","09","22","Southern America","Brasil","Minas Gerais","Santana do Riacho","P.N. da Serra do Cipó, Rodovia MG-10, Km 114-115","-43.7144012451172","-19.1688995361328",NA,NA,NA,"Arbusto, 1,2m. Hipanto e lacínias do cálice ferrugíneos, corola branca, estames amarelos, frutos imaturos róseos e maduros verdes; Campo rupestre","BHCB016256",NA,"26557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2020-12-11 11:38:22-03","UFMG","BHCB","181160","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Miconia","cipoensis","Miconia cipoensis","R. Goldenberg","Hatschbach, G","30059","1972","08","08","Southern America","Brasil","Minas Gerais","Jaboticatubas","Serra do Cipó, Fazenda Palácio","-43.7449989318848","-19.513599395752",NA,NA,NA,"Arbusto, 1m, flor alvacenta","BHCB035324","BHCB035324","31264","auto",NA,"1998","Paratypus",NA,NA,NA,NA,NA,NA
"16","2021-02-11 17:19:57-03","UFPR","UPCB","84163","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","cipoensis","Miconia cipoensis","R. Goldenb.","Silveira, F.A.O.","3","2009","08",NA,NA,"Brasil","Minas Gerais","Jaboticatubas","Serra do Cipó","-43.7449989318848","-19.513599395752",NA,NA,NA,NA,"UPCB0020688","UPCB0020688","31264","auto","Goldenberg, R.","2009",NA,NA,NA,NA,NA,NA,NA
"17","2021-02-11 17:19:57-03","UFPR","UPCB","78857","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","cipoensis","Miconia cipoensis","R.Goldenb.","Goldenberg, R.","1565","2011","08","15",NA,"Brasil","Minas Gerais","Jaboticatubas","Serra do Cipó","-43.7449989318848","-19.513599395752",NA,NA,NA,"Arbusto 0,5m, sobre afloramento de rocha; flores com odor forte, adocidado mas levemente desagradável, com pétalas brancas e estames um pouco mais escuros, de cor creme. Campo rupestre..","UPCB0020623","UPCB0020623","31264","auto","Goldenberg, R.","2011",NA,NA,NA,NA,NA,NA,NA
"18","2021-02-11 17:19:57-03","UFPR","UPCB","77073","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","cipoensis","Miconia cipoensis","R.Goldenb.","Pirani, J.R. | Parra, L.R. | Coffani-Nunes, J.V. | Campos, M.T.V.A. | Sano, P.T.","12699","1991","08","31",NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó, km 125 da Rodovia Belo Horizonte-Conceição do Mato Dentro, elevação atrás da estátua do Velho Juca, além do córrego. Afloramento rochoso dominado por Vellozia piresiana. Vide suplemento.","-43.7144012451172","-19.1688995361328",NA,NA,NA,"Arbusto ramoso 1,5m alt. Folhas discolores, muito lustrosas na face superior. Hipanto ocráceo. Pétalas e estames creme. Entre rochas em solo arenoso..","UPCB0002464","UPCB0002464","26557","auto","Goldenberg, R.",NA,"Isotype",NA,NA,NA,NA,NA,NA
"19","2013-07-19 12:40:00-03","MO","MOBOT","100613439","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","cipoensis","Miconia cipoensis","R. Goldenb.","José R. Pirani","Pirani 12699",NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Holotype",NA,NA,NA,"1",NA,NA
"20","2020-09-12 05:00:02-03","US","US","2343800","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Miconia","cipoensis","Miconia cipoensis","R. Goldenb.","B. Maguire, G. Mendes Magalhaes & C. K. Maguire","49009","1960","8","6","South America - Neotropics","Brazil","Minas Gerais",NA,"On sandstone, summit of Serra do Cipo, km. 111-120, road from Hotel Chapeu do Sol.",NA,NA,"1200",NA,NA,NA,"US02938129","US02938129_01",NA,NA,NA,NA,NA,NA,NA,NA,"1","Dicotyledonae",NA
"21","2020-09-12 05:00:02-03","US","US","2698285","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Miconia","cipoensis","Miconia cipoensis","R. Goldenb.","G. Hatschbach & Z. Anumada","30059","1972","8","8","South America - Neotropics","Brazil","Minas Gerais",NA,"Serra do Cipó, Fda. Palacio (mun. Jaboticatuba) Minas Gerais.",NA,NA,NA,NA,NA,NA,"US02938128","US02938128_01",NA,NA,NA,NA,NA,NA,NA,NA,"1","Dicotyledonae",NA
"22","2020-09-12 05:00:02-03","US","US","3301275","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Miconia","cipoensis","Miconia cipoensis","R. Goldenb.","J. R. Pirani, L. Parra, J. Coffani-Nunes, M. T. Campos & P. T. Sano","CFSC 12699","1991","8","31","South America - Neotropics","Brazil","Minas Gerais",NA,"Minas Gerais. Santana do Riacho. Serra do Cipó. Km 125 da Rodovia Belo Horizonte-Conceição do Mato Dentro. Elevação atrás da estátua do Velho Juca, além do Córrego.",NA,NA,NA,NA,NA,NA,"US00901530","US00901530_01",NA,NA,"Goldenberg, R.",NA,"Isotype",NA,NA,NA,"1","Dicotyledonae",NA
"23","2021-03-15 18:28:48-03","USP","SPF","209647","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","cipoensis","Miconia cipoensis","R.Goldenb.","Zappi, DC","2063","2009","03","12",NA,"Brasil","Minas Gerais","Santana de Pirapama","Serra do Cipó, Trilha da Serra Morena, a Norte da Faz. Inhame.","-43.785327","-18.900886",NA,NA,NA,"Arvoreta 4 m alt., folhas discolores, alvo-rosadas abaxialmente, flores jovens.; Mata de galeria. no primeiro patamar da serra.","SPF00209647",NA,NA,NA,"Meyer, FS","2014",NA,"-43.785327","-18.900886","05",NA,NA,"27"
"24","2019-11-13 11:25:33-03","USP","SPF","31950","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","cipoensis","Miconia cipoensis","R.Goldenb.","Forero, E","7804","1980","09","06",NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó","-43.7144012451172","-19.1688995361328",NA,NA,NA,NA,"SPF00031950",NA,"26557","auto","Anônimo",NA,"paratype",NA,NA,NA,NA,NA,NA
"25","2019-11-13 11:25:33-03","USP","SPF","43352","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","cipoensis","Miconia cipoensis","R.Goldenb.","Forero, E","7996","1980","09","07",NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó","-43.7144012451172","-19.1688995361328",NA,NA,NA,NA,"SPF00043352",NA,"26557","auto","Anônimo",NA,"paratype",NA,NA,NA,NA,NA,NA
"26","2021-03-15 18:28:48-03","USP","SPF","73936","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","cipoensis","Miconia cipoensis","R.Goldenb.","Pirani, JR; Parra, LR; Coffani-Nunes, JV; Campos, MTVA; Sano, PT","CFSC12699","1991","08","31",NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó, Km 125 da rodovia Belo Horizonte - Conceição do Mato Dentro. Elevação atrás da estátua do Velho Juca, além do córrego.","-43.7144012451172","-19.1688995361328",NA,NA,NA,"Arbusto ramoso 1,5 m alt. Folhas discolores, muito lustrosas na face superior. Hipanto ocráceo. Pétalas e estames creme.; Afloramento rochoso dominado por Vellozia piresiana. Entre rochas em solo arenoso.","SPF00073936",NA,"26557","auto","Goldenberg, R","2011","isotype",NA,NA,NA,NA,NA,NA
"27","2019-05-06 11:59:41-03","UFU","HUFU","64066","S","Plantae",NA,NA,"Melastomataceae","Miconia","cipoensis","Miconia cipoensis","R.Goldenb.","Goldenberg, R.; Silveira, F.A.O.","1565","2011","08","15",NA,"Brasil","Minas Gerais","Jaboticatubas","Serra do Cipó","-43.7449989318848","-19.513599395752",NA,NA,NA,"Arbusto, ca. 0,5 m alt. flor com odor forte adocicado, mas levemente desagradável, com pétalas brancas e estames um pouco mais escuros, de cor creme.; Campo rupestre, sobre afloramento rochoso.","HUFU00062773","HUFU00062773","31264","auto","Goldenberg, R.","2011",NA,NA,NA,NA,NA,NA,NA
"28","2019-05-06 11:59:41-03","UFU","HUFU","60328","S","Plantae",NA,NA,"Melastomataceae","Miconia","cipoensis","Miconia cipoensis","R.Goldenb.","Rezende, A.R.; Silveira, F.A.O.","488","2011","09","22",NA,"Brasil","Minas Gerais","Santana do Riacho","Parque Nacional da Serra do Cipó, Rodovia MG-10, Km 114-115.","-43.7144012451172","-19.1688995361328",NA,NA,NA,"Arbusto, ca. 1,2 m alt. Hipanto e lacínias do cálice ferrugíneos, corola branca, estames amarelos, frutos imaturos róseos e maduros verdes.; Campo rupestre.","HUFU00062772","HUFU00062772","26557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2014-12-02 13:14:33-02","CAS","CAS-BOT","412512","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Miconia","cipoensis","Miconia cipoensis","R.Goldenb.","Almeda, Frank; Martins, A. B.; Belinello, R.; Almeda, M. B.","9175","2005","9",NA,"South America","Brazil","Minas Gerais","Municipio of Santana do Riacho","Serra do Cipó. About 23 km from the bridge over the Rio Cipó on the road to Conceição do Mato Dentro.","-43.5530014038","-19.2596664429","1270",NA,NA,"Shrub to 0.5 m tall. All floral parts white. Petals distinctly reflexed. Mature fruits ± compressed but few seen. Uncommon.",NA,NA,NA,NA,"R. Goldenberg",NA,NA,"43°33'10.8W","19°15'34.8S",NA,NA,"Magnoliopsida",NA
"30","2014-12-02 13:13:45-02","CAS","CAS-BOT","412511","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Miconia","cipoensis","Miconia cipoensis","R.Goldenb.","Almeda, Frank; Martins, A. B.; Belinello, R.; Almeda, M. B.","9185","2005","9",NA,"South America","Brazil","Minas Gerais","Municipio of Santana do Riacho","Serra do Cipó. 22 km from the bridge over the Rio Cipó on the road from Serra do Cipó (formerly called Cardeal Mota) to Conceição do Mato Dentro.","-43.5509147644","-19.2639713287","1230",NA,NA,"Shrub 1 m tall. Petals reflexed, white like the stamens and style. Berries at first green turning blue-green to pink and ultimately purple. One plant seen. photo",NA,NA,NA,NA,"R. Goldenberg",NA,NA,"43°33'3.3W","19°15'50.3S",NA,NA,"Magnoliopsida",NA
"31","2014-04-08 10:57:54-03","CAS","CAS-BOT","353680","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Miconia","cipoensis","Miconia cipoensis","R.Goldenb.","Almeda, Frank; Martins, A. B.; Fritsch, P. W.; Belinello, R.","8606","2001","10",NA,"South America","Brazil","Minas Gerais",NA,"Minas Gerais: Municipio of Santana do Riacho. Serra do Cipó. Km 118 along the road from Lagoa Santa to Conceição do Mato Dentro.","-43.5580558777","-19.2633342743","1227",NA,NA,"Shrub 1-1.5 m tall growing close to rocks. No flowers seen. Berries at first blue-green turning red and ultimately purple. Ovary 3-locular. photo",NA,NA,NA,NA,"R. Goldenberg",NA,NA,"43°33'29W","19°15'48S",NA,NA,"Magnoliopsida",NA
"32","2019-11-21 10:10:04-03","IBt","SP","143148","S","Plantae",NA,NA,"Melastomataceae","Miconia","cipoensis","Miconia cipoensis","R.Goldenb.","Joly, AM; Müller, C","CFSC3461","1972","09","09",NA,"Brasil","Minas Gerais","Jaboticatubas","Serra do Cipó, Ao longo da rodovia Lagoa Santa - Conceição do Mato Dentro - Diamantina. Estrada da Usina","-43.7449989318848","-19.513599395752",NA,NA,NA,"Frutos","SP001177","SP001177","31264","auto","Chagas, ECO","2011","Paratype",NA,NA,"07",NA,NA,"07"
"33","2019-11-21 10:10:04-03","IBt","SP","232369","S","Plantae",NA,NA,"Melastomataceae","Miconia","cipoensis","Miconia cipoensis","R.Goldenb.","Barros, F","366","1980","09","07",NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó","-43.7144012451172","-19.1688995361328",NA,NA,NA,NA,"SP030064","SP030064","26557","auto","Goldenberg, R","2014",NA,NA,NA,"08",NA,NA,"04"
"34","2019-11-21 10:10:04-03","IBt","SP","184550","S","Plantae",NA,NA,"Melastomataceae","Miconia","cipoensis","Miconia cipoensis","R.Goldenb.","Forero, E; Barros, F; Cruz, MAV; Bologhi, MM; et al.","7996","1980","09","07",NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó, Km 107 caminho para Usina Dr. Pacífico Mascarenhas. Cerrado","-43.7144012451172","-19.1688995361328",NA,NA,NA,"Arbusto, caliz marrom, corola blanca. CFSC 8909","SP001176","SP001176","26557","auto","Chagas, ECO","2011","Paratype",NA,NA,"07",NA,NA,"07"
"35","2019-11-21 10:10:04-03","IBt","SP","184377","S","Plantae",NA,NA,"Melastomataceae","Miconia","cipoensis","Miconia cipoensis","R.Goldenb.","Forero, E; Wanderley, MGL; Melo, MMRF; et al.","7804","1980","09","06",NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó, Km 109 (antigo 114) da estrada Lagoa Santa a Conceição do Mato Dentro","-43.7144012451172","-19.1688995361328","1100","1250",NA,"Arbusto. Cáliz marron, corola blanca. CFSC 8713","SP001178","SP001178","26557","auto","Chagas, ECO","2011","Paratype",NA,NA,"07",NA,NA,"06"
"36","2019-11-21 10:10:04-03","IBt","SP","184383","S","Plantae",NA,NA,"Melastomataceae","Miconia","cipoensis","Miconia cipoensis","R.Goldenb.","Forero, E; Wanderley, MGL; Melo, MMRF","7816","1980","09","06",NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó, Km 109 (antigo 114) da estrada Lagoa Santa a Conceição do Mato Dentro","-43.7144012451172","-19.1688995361328","1100","1250",NA,"CFSC 8723",NA,NA,"26557","auto","Chagas, ECO","2011",NA,NA,NA,"07",NA,NA,"07"
"37","2019-11-21 10:10:04-03","IBt","SP","143642","S","Plantae",NA,NA,"Melastomataceae","Miconia","cipoensis","Miconia cipoensis","R.Goldenb.","Semir, J; Sazima, M; Giulietti, AM","CFSC4323","1973","09","03",NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó, Km 126 ao longo da rodovia Lagoa Santa - Conceição do Mato Dentro - Diamantina","-43.7144012451172","-19.1688995361328",NA,NA,NA,NA,NA,NA,"26557","auto","Chagas, ECO","2011",NA,NA,NA,"07",NA,NA,"07"
