"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","continentOcean","country","locality","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","year","month","day","stateProvince","county","minimumElevationInMeters","maximumElevationInMeters","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","phylum","order","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","imagecode","relatedCatalogItem","infraspecificEpithet","fieldNumber","individualCount","sex","typeStatus"
"11","2020-09-23 10:36:37-03","E","E","143656","PreservedSpecimen","Plantae","Boraginaceae","Heliotropium","curassavicum","Heliotropium curassavicum","Tweedie, John",NA,"Temperate South America","AR",NA,"herbarium specimen of unspecif","BGBASE:162476","<a href=http://data.rbge.org.uk/herb/E00143656 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E00143656",NA,NA,NA,"Prov. de Buenos Aires",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2020-09-23 10:36:37-03","E","E","420165","PreservedSpecimen","Plantae","Boraginaceae","Heliotropium","curassavicum","Heliotropium curassavicum","Baines,R.: Gardner, M.; Hechenleitner, P.; Morter, C. & Rae, D.","354","Temperate South America","CL","Quillagua, area under FPA (Fondo de Protección Ambiental) near to the Río Loa.","herbarium specimen of unspecif","BGBASE:324702","Silica-dried leaf material collected<a href=http://data.rbge.org.uk/herb/E00420165 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E00420165","2008","12","10","Región II [Antofagasta]","Provincia de Tocopilla","820","820","-69.531111","-21.681389","-69.531111","-21.681389",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","40843","PreservedSpecimen","Plantae","Boraginaceae","Heliotropium","curassavicum","Heliotropium curassavicum","S. R. King","772","South America","Paraguay","Across bridge to Chico, 15 min by car, on the right. Growing along roadside.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=210923' target='other'> <mi>dwc_moreinfo</mi></a>","NY00040843","1987","07","26",NA,NA,NA,NA,"-58","-24",NA,NA,"Magnoliophyta","Boraginales","L.","C. Morenberg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-01-06 11:42:00-03","UFPI-MRV","HDELTA","888","PreservedSpecimen","Plantae","Boraginaceae","Heliotropium","curassavicum","Heliotropium curassavicum","Lima, A.A.","33",NA,"Brasil","Lagoa do Bebedouro",NA,NA,"Caule ramificado <ll>dwc_commonname:</ll> Crista de galo","HDELTA000888","2012","09","10","Piauí","Parnaíba",NA,NA,"-41.766897","-2.924861","41°46'00,83''W","02°55'29,50''S",NA,NA,"L.","Vieira, I. R.","2017","01","20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-01-06 11:42:00-03","UFPI-MRV","HDELTA","847","PreservedSpecimen","Plantae","Boraginaceae","Heliotropium","curassavicum","Heliotropium curassavicum","Lima, A.A.","186",NA,"Brasil","Lagoa do Bebedouro",NA,NA,"Erva, Anfibia","HDELTA000847","2013","11","27","Piauí","Parnaíba",NA,NA,"-41.7766990661621","-2.90472006797791",NA,NA,NA,NA,"L.","Reis, R.B.","2016","06","06","25571","auto",NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-01-06 11:42:00-03","UFPI-MRV","HDELTA","1015","PreservedSpecimen","Plantae","Boraginaceae","Heliotropium","curassavicum","Heliotropium curassavicum","Lima, A.A.","85",NA,"Brasil","Lagoa da Prata",NA,NA,"Erva anfibia <ll>dwc_commonname:</ll> Crista de galo","HDELTA001015","2012","12","10","Piauí","Parnaíba",NA,NA,"-41.789556","-2.966875","41°47'22,40''W","02°58'00,75''S",NA,NA,"L.","Vieira, I. R.","2017","01","20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2013-07-03 10:35:06-03","EBDA","BAH","6202","S","Plantae","Boraginaceae","Heliotropium","curassavicum","Heliotropium curassavicum","W.D. Stevens",NA,NA,"Nicaragua",NA,NA,NA,"Open beach, uncommon, decumbent somewhat succulent, herbage blus-green, corolla white with green center.",NA,"1979","06","10",NA,"Leon","40","40","-86.466667","12.35","86W 28' 00","12N 21' 00",NA,NA,"L.","J. Miller","1983",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2013-07-03 10:35:06-03","EBDA","BAH","6157","S","Plantae","Boraginaceae","Heliotropium","curassavicum","Heliotropium curassavicum","W.D. Stevens",NA,NA,"Nicaragua",NA,NA,NA,"Common on mudflat, stems decumbent, glaucous, succulent, corolla white.",NA,"1977","08","27",NA,"Managua","40","55","-86.416667","-12.233333","86W 25' 00","12S 14' 00",NA,NA,"L.","J. Miller","1983",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2020-02-08 08:53:06-03","NBC","NL-BOTANY","AMD.41500","PreservedSpecimen","Plantae","Boraginaceae","Heliotropium","curassavicum","Heliotropium curassavicum","Herter WG",NA,"Southern America","Uruguay","Plantae Uruguayenses. Dep. de Montevideo. Santiago Vasquez.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/AMD.41500 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-AMD41500","1931","04","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Boraginales","L.",NA,NA,NA,NA,NA,NA,"Magnoliopsidae","NL-AMD41500",NA,NA,NA,NA,NA,NA
"20","2020-02-08 08:53:06-03","NBC","NL-BOTANY","L.2746372","PreservedSpecimen","Plantae","Boraginaceae","Heliotropium","curassavicum","Heliotropium curassavicum","Smith HH",NA,"Southern America","Colombia","Santa Marta, United States of Columbia.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2746372 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2746372","1898","09","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Boraginales","L.",NA,NA,NA,NA,NA,NA,"Magnoliopsidae","NL-L2746372",NA,NA,NA,NA,NA,NA
"21","2020-02-08 08:53:06-03","NBC","NL-BOTANY","L.2746440","PreservedSpecimen","Plantae","Boraginaceae","Heliotropium","curassavicum","Heliotropium curassavicum","Forberg JR",NA,"Southern America","Peru","Peru. Lambayeque. Pimentel, prov. de Chiclayo. On sloping beach, common.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2746440 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2746440","1947","06","21",NA,NA,NA,NA,"-79.95","-6.833333","-79.95","-6.833333",NA,"Boraginales","L.",NA,NA,NA,NA,NA,NA,"Magnoliopsidae","NL-L2746440",NA,NA,NA,NA,NA,NA
"22","2020-02-08 08:53:06-03","NBC","NL-BOTANY","L.2746451","PreservedSpecimen","Plantae","Boraginaceae","Heliotropium","curassavicum","Heliotropium curassavicum","Laan AC van der",NA,"Southern America","Argentina","Bij Bahia Blanca, In geneiro White haventerrein. Argentinie.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2746451 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2746451","1960","12","17",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Boraginales","L.",NA,NA,NA,NA,NA,NA,"Magnoliopsidae","NL-L2746451",NA,NA,NA,NA,NA,NA
"23","2020-02-08 08:53:06-03","NBC","NL-BOTANY","L.2746452","PreservedSpecimen","Plantae","Boraginaceae","Heliotropium","curassavicum","Heliotropium curassavicum","Korthals PW",NA,"Southern America","Venezuela","Venezuela.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2746452 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2746452",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Boraginales","L.",NA,NA,NA,NA,NA,NA,"Magnoliopsidae","NL-L2746452",NA,NA,NA,NA,NA,NA
"24","2020-02-08 08:53:06-03","NBC","NL-BOTANY","L.2746453","PreservedSpecimen","Plantae","Boraginaceae","Heliotropium","curassavicum","Heliotropium curassavicum","Herzog T",NA,"Southern America","Bolivia","Plantae in itere secundo per Boliviam lectae.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2746453 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2746453",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Boraginales","L.",NA,NA,NA,NA,NA,NA,"Magnoliopsidae","NL-L2746453",NA,NA,NA,NA,NA,NA
"25","2020-02-08 08:53:06-03","NBC","NL-BOTANY","L.2746454","PreservedSpecimen","Plantae","Boraginaceae","Heliotropium","curassavicum","Heliotropium curassavicum","Herzog T",NA,"Southern America","Bolivia","Plantae in itere secundo per Boliviam lectae.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2746454 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2746454",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Boraginales","L.",NA,NA,NA,NA,NA,NA,"Magnoliopsidae","NL-L2746454",NA,NA,NA,NA,NA,NA
"26","2020-02-08 08:53:06-03","NBC","NL-BOTANY","L.3736998","PreservedSpecimen","Plantae","Boraginaceae","Heliotropium","curassavicum","Heliotropium curassavicum","Cuatrecasas J",NA,"Southern America","Colombia","Atlantico: Barranquilla, Las Flores-La Playa, saline marshes.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3736998 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3736998","1959","09","13",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Boraginales","L.",NA,NA,NA,NA,NA,NA,"Magnoliopsidae","NL-L3736998",NA,NA,NA,NA,NA,NA
"27","2020-02-08 08:53:06-03","NBC","NL-BOTANY","U.1154646","PreservedSpecimen","Plantae","Boraginaceae","Heliotropium","curassavicum","Heliotropium curassavicum","Rojas CEB de",NA,"Southern America","Venezuela",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1154646 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1154646","1973","09","21","Nueva Esparta",NA,NA,NA,NA,NA,NA,NA,NA,"Boraginales","L.","Simonis JE",NA,NA,NA,NA,NA,"Magnoliopsidae","NL-U1154646","U 0061464",NA,NA,NA,NA,NA
"28","2020-02-08 08:53:06-03","NBC","NL-BOTANY","U.1154647","PreservedSpecimen","Plantae","Boraginaceae","Heliotropium","curassavicum","Heliotropium curassavicum","Maas PJM; Maas-van de Kamer H",NA,"Southern America","Venezuela",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1154647 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1154647","1995","03","09","Nueva Esparta",NA,NA,NA,NA,NA,NA,NA,NA,"Boraginales","L.",NA,NA,NA,NA,NA,NA,"Magnoliopsidae","NL-U1154647","U 0067895",NA,NA,NA,NA,NA
"29","2020-02-08 08:53:06-03","NBC","NL-BOTANY","U.1154650","PreservedSpecimen","Plantae","Boraginaceae","Heliotropium","curassavicum","Heliotropium curassavicum","Steyermark JA; Manara BJ",NA,"Southern America","Venezuela","Estado Falcon: Distrito Silva: Cayo Sal, NE de Chichiriviche.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1154650 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1154650","1974","08","28",NA,NA,NA,NA,"-68.25","10.966667","-68.25","10.966667",NA,"Boraginales","L.",NA,NA,NA,NA,NA,NA,"Magnoliopsidae","NL-U1154650",NA,NA,NA,NA,NA,NA
"30","2020-02-08 08:53:06-03","NBC","NL-BOTANY","U.1154651","PreservedSpecimen","Plantae","Boraginaceae","Heliotropium","curassavicum","Heliotropium curassavicum","Plowman TC",NA,"Southern America","Colombia","Plants of Colombia. Depto. Atlantico: Barranquilla District. Puerto Colombia.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1154651 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1154651","1974","04","20",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Boraginales","L.",NA,NA,NA,NA,NA,NA,"Magnoliopsidae","NL-U1154651",NA,NA,NA,NA,NA,NA
"31","2020-02-08 08:53:06-03","NBC","NL-BOTANY","U.1154655","PreservedSpecimen","Plantae","Boraginaceae","Heliotropium","curassavicum","Heliotropium curassavicum","Breteler FJ",NA,"Southern America","Venezuela","Merida, Península, Paraguaná. 1.5 km from Pueblo Nuevo along road to Santa Ana. Near quebrada El Amparo.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1154655 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1154655","1964","12","19",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Boraginales","L.",NA,NA,NA,NA,NA,NA,"Magnoliopsidae","NL-U1154655",NA,NA,NA,NA,NA,NA
"32","2020-02-08 08:53:06-03","NBC","NL-BOTANY","U.1154656","PreservedSpecimen","Plantae","Boraginaceae","Heliotropium","curassavicum","Heliotropium curassavicum","Smith HH",NA,"Southern America","Colombia","Plants of Santa Marta, United States of Colombia. Alt. Seashore.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1154656 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1154656","1898","09","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Boraginales","L.",NA,NA,NA,NA,NA,NA,"Magnoliopsidae","NL-U1154656",NA,NA,NA,NA,NA,NA
"33","2020-02-08 08:53:06-03","NBC","NL-BOTANY","U.1154899","PreservedSpecimen","Plantae","Boraginaceae","Heliotropium","curassavicum","Heliotropium curassavicum","Pipoly JJ",NA,"Southern America","Guyana",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1154899 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1154899","1987","03","28","Mahaica-Berbice",NA,NA,NA,"-57.783333","6.583333","-57.783333","6.583333",NA,"Boraginales","L.","Feuillet CPGA",NA,NA,NA,NA,NA,"Magnoliopsidae","NL-U1154899","U 0068972",NA,NA,NA,NA,NA
"34","2020-02-08 08:53:06-03","NBC","NL-BOTANY","U.1170596","PreservedSpecimen","Plantae","Boraginaceae","Heliotropium","curassavicum","Heliotropium curassavicum","Rodriguez",NA,"Southern America","Argentina","Prov: Buenos Aires. Loc: Avellaneda.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1170596 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1170596","1915","04","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Boraginales","L.",NA,NA,NA,NA,NA,NA,"Magnoliopsidae","NL-U1170596",NA,NA,NA,NA,NA,NA
"35","2020-02-08 08:53:06-03","NBC","NL-BOTANY","U.1170600","PreservedSpecimen","Plantae","Boraginaceae","Heliotropium","curassavicum","Heliotropium curassavicum","Semper J",NA,"Southern America","Argentina","Prov: Mendoza. Dep: La Paz. Loc: Desaguadero.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1170600 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1170600","1944","02","14",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Boraginales","L.",NA,NA,NA,NA,NA,NA,"Magnoliopsidae","NL-U1170600",NA,NA,NA,NA,NA,NA
"36","2020-02-08 08:53:06-03","NBC","NL-BOTANY","WAG.1482309","PreservedSpecimen","Plantae","Boraginaceae","Heliotropium","curassavicum","Heliotropium curassavicum","Breteler FJ",NA,"Southern America","Venezuela","Merida, Península, Paraguaná. 1.5 km from Pueblo Nuevo along road to Santa Ana. Near quebrada El Amparo.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1482309 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1482309","1964","12","19",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Boraginales","L.",NA,NA,NA,NA,NA,NA,"Magnoliopsidae","NL-WAG1482309",NA,NA,NA,NA,NA,NA
"37","2020-02-08 08:53:06-03","NBC","NL-BOTANY","U.1170593","PreservedSpecimen","Plantae","Boraginaceae","Heliotropium","curassavicum","Heliotropium curassavicum argentina","Morel I",NA,"Southern America","Argentina","Gob. Fermosa. Dep: Pilcomayo. Loc: Ruta 11 al Km 101.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1170593 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1170593","1947","08","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Boraginales","Johnst.",NA,NA,NA,NA,NA,NA,"Magnoliopsidae","NL-U1170593",NA,"argentina",NA,NA,NA,NA
"38","2020-02-08 08:53:06-03","NBC","NL-BOTANY","U.1170594","PreservedSpecimen","Plantae","Boraginaceae","Heliotropium","curassavicum","Heliotropium curassavicum argentina","Morel I",NA,"Southern America","Argentina","Gob. Fermosa. Dep: Pilcomayo. Loc: Ruta 86 al Km. 60.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1170594 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1170594","1948","01","27",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Boraginales","Johnst.",NA,NA,NA,NA,NA,NA,"Magnoliopsidae","NL-U1170594",NA,"argentina",NA,NA,NA,NA
"39","2020-02-08 08:53:06-03","NBC","NL-BOTANY","U.1170595","PreservedSpecimen","Plantae","Boraginaceae","Heliotropium","curassavicum","Heliotropium curassavicum argentina","Lourteig A",NA,"Southern America","Argentina","Prov: Mendoza. Dep: Junin. Loc: Calle Corvolan, Finca San Jose.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1170595 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1170595","1945","02","04",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Boraginales","Johnst.",NA,NA,NA,NA,NA,NA,"Magnoliopsidae","NL-U1170595",NA,"argentina",NA,NA,NA,NA
"40","2020-02-08 08:53:06-03","NBC","NL-BOTANY","L.2746387","PreservedSpecimen","Plantae","Boraginaceae","Heliotropium","curassavicum","Heliotropium curassavicum argentinum","Morel J",NA,"Southern America","Argentina","Gob. Formosa, Dep. Peleomangp Clorinda.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2746387 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2746387","1916","08","30",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Boraginales","I.M.Johnst.",NA,NA,NA,NA,NA,NA,"Magnoliopsidae","NL-L2746387",NA,"argentinum",NA,NA,NA,NA
"41","2020-02-08 08:53:06-03","NBC","NL-BOTANY","U.1154652","PreservedSpecimen","Plantae","Boraginaceae","Heliotropium","curassavicum","Heliotropium curassavicum argentinum","Ellenberg H",NA,"Southern America","Peru","Vegetation del Peru. Loc: Villa Su M. Lima.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1154652 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1154652","1957","03","06",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Boraginales","I.M.Johnst.",NA,NA,NA,NA,NA,NA,"Magnoliopsidae","NL-U1154652",NA,"argentinum",NA,NA,NA,NA
"42","2020-02-08 08:53:06-03","NBC","NL-BOTANY","U.1170591","PreservedSpecimen","Plantae","Boraginaceae","Heliotropium","curassavicum","Heliotropium curassavicum argentinum","Monetti L",NA,"Southern America","Argentina","Prov: Tucuman. Dep: Leales. Loc: Las Salinas.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1170591 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1170591","1913","06","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Boraginales","I.M.Johnst.",NA,NA,NA,NA,NA,NA,"Magnoliopsidae","NL-U1170591",NA,"argentinum",NA,NA,NA,NA
"43","2020-02-08 08:53:06-03","NBC","NL-BOTANY","U.1170592","PreservedSpecimen","Plantae","Boraginaceae","Heliotropium","curassavicum","Heliotropium curassavicum argentinum","Herter WG",NA,"Southern America","Uruguay","Plantae Uruguayenses. Loc. Dict. Malvin. Departemento de Montevideo. Republica Oriental del Uruguay.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1170592 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1170592","1925","01","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Boraginales","I.M.Johnst.",NA,NA,NA,NA,NA,NA,"Magnoliopsidae","NL-U1170592",NA,"argentinum",NA,NA,NA,NA
"44","2020-02-08 08:53:06-03","NBC","NL-BOTANY","U.1170597","PreservedSpecimen","Plantae","Boraginaceae","Heliotropium","curassavicum","Heliotropium curassavicum argentinum","Venturi S",NA,"Southern America","Argentina","Prov: Tucuman. Dep: Capital. Loc: Rio Sali.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1170597 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1170597","1920","10","15",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Boraginales","I.M.Johnst.",NA,NA,NA,NA,NA,NA,"Magnoliopsidae","NL-U1170597",NA,"argentinum",NA,NA,NA,NA
