"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","coordinatePrecision","geoFlag","typeStatus","class","individualCount","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified"
"11","2020-09-12 05:00:02-03","US","US","3278485","PreservedSpecimen","Plantae",NA,"Cyperales","Poaceae","Chusquea","pulchella","Chusquea pulchella","L.G. Clark",NA,"L. G. Clark & W. de Oliveira","939","1991","3","19","South America - Neotropics","Brazil","São Paulo",NA,"BR-116, ca. km 517, heading N to Sao Paulo, Rio Braco Feio, ca. 60 km before spring.","-48.3167","-24.95","560","560",NA,NA,"US00432983","US00432983_01",NA,NA,"Isotype","Monocotyledonae","1",NA,NA,NA,NA,NA
"12","2020-09-12 05:00:02-03","US","US","3310691","PreservedSpecimen","Plantae",NA,"Cyperales","Poaceae","Chusquea","pulchella","Chusquea pulchella","L.G. Clark",NA,"L. G. Clark & P. G. Windisch","726","1990","3","4","South America - Neotropics","Brazil","São Paulo",NA,"N of sao paulo, rio braco feio","-48.25","-24.9","530","530",NA,NA,"US00519929","US00519929_01",NA,NA,NA,"Monocotyledonae","1",NA,NA,NA,NA,NA
"13","2020-09-12 05:00:02-03","US","US","2769057","PreservedSpecimen","Plantae",NA,"Cyperales","Poaceae","Chusquea","pulchella","Chusquea pulchella","L.G. Clark",NA,"G. Davidse","10950","1976","3","8","South America - Neotropics","Brazil","São Paulo",NA,"Jacupiranga, curitiba",NA,NA,"680","680",NA,NA,"US00010809","US00010809_01",NA,NA,NA,"Monocotyledonae","1",NA,NA,NA,NA,NA
"14","2019-10-07 09:21:48-03","UEFS","HUEFS","229910","PreservedSpecimen","Plantae","Angiospermae","Poales","Poaceae","Chusquea","pulchella","Chusquea pulchella","L.G.Clark",NA,"Mota, A.C.","407","2011","08","02",NA,"Brasil","São Paulo","Jacupiranga","Margem do Rio da Grota Funda.","-48.208611","-24.877778","520","520",NA,NA,"HUEFS0229910",NA,NA,NA,NA,"Lilianae",NA,"48W12'31''","24S52'40''",NA,NA,NA
"15","2019-10-07 09:21:48-03","UEFS","HUEFS","229842","PreservedSpecimen","Plantae","Angiospermae","Poales","Poaceae","Chusquea","pulchella","Chusquea pulchella","L.G.Clark",NA,"Mota, A.C.","316","2009","10","02",NA,"Brasil","São Paulo","Jacupiranga","Rio do Braço Feio.","-48.205833","-24.876944","555","555",NA,NA,"HUEFS0229842",NA,NA,NA,NA,"Lilianae",NA,"48W12'21''","24S52'37''",NA,NA,NA
"16","2019-11-21 10:15:09-03","IBt","SP","238267","S","Plantae",NA,NA,"Poaceae","Chusquea","pulchella","Chusquea pulchella","L.G.Clark","Clark, LG","Clark, L; Windisch, P","726","1990","03","04",NA,"Brasil","São Paulo","Cajati","BR-116, ca. Km 517, heading N to São Paulo, Rio Braço Feio, ca. 60 km before the spring. Forest remnant on a small ridge above Rio Braço Feio","-48.25","-24.9","530","530",NA,"Small, delicate bamboo, culms to 2-3 mm diam., to 2-3 m long, trailing and hanging, mostly at edge of forest patch, but also entering the woods. Branching infravaginal; central branch usually developing. Foliage leaf sheaths hispid","SP001241","SP001241",NA,NA,"Paratype",NA,NA,"-48.25","-24.9","1994","01","14"
"17","2019-11-21 10:15:09-03","IBt","SP","238267a","Extra","Plantae",NA,NA,"Poaceae","Chusquea","pulchella","Chusquea pulchella","L.G.Clark","Clark, LG","Clark, L; Windisch, P","726","1990","03","04",NA,"Brasil","São Paulo","Cajati","BR-116, ca. Km 517, heading N to São Paulo, Rio Braço Feio, ca. 60 km before the spring. Forest remnant on a small ridge above Rio Braço Feio","-48.25","-24.9","530","530",NA,"Small, delicate bamboo, culms to 2-3 mm diam., to 2-3 m long, trailing and hanging, mostly at edge of forest patch, but also entering the woods. Branching infravaginal; central branch usually developing. Foliage leaf sheaths hispid","SP001242","SP001242",NA,NA,"Paratype",NA,NA,"-48.25","-24.9","1994","01","14"
"18","2019-11-21 10:15:09-03","IBt","SP","249398","S","Plantae",NA,NA,"Poaceae","Chusquea","pulchella","Chusquea pulchella","L.G.Clark","Clark, LG","Clark, L; Oliveira, W","939","1991","03","19",NA,"Brasil","São Paulo","Barra do Turvo","BR-116, ca. Km 517, heading N to São Paulo, Rio Braço Feio, ca. 60 km before the spring","-48.316667","-24.95","560","560",NA,"One small colony in the woods across the road from the spring, near a big rock, bamboo in forest patch facing the river. THis year completely in flower. Central branch always developing and rebranching, the branches viny and climbing, i","SP001239","SP001239",NA,NA,"Holotype",NA,NA,"-48.316667","-24.95","1994","01","14"
"19","2019-11-21 10:15:09-03","IBt","SP","373947","S","Plantae",NA,NA,"Poaceae","Chusquea","pulchella","Chusquea pulchella","L.G.Clark","Clark, LG","Sarahyba, LS; Clark, L; Silva, MA","1063","1994","02","28",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Parque Nacional da Tijuca, Estrada Dona Castourina, caminho para Vista Chinesa","-43.25","-22.95","330","330",NA,NA,"SP042451","SP042451",NA,NA,NA,NA,NA,"-43.25","-22.95",NA,NA,NA
"20","2019-11-21 10:15:09-03","IBt","SP","160200","S","Plantae",NA,NA,"Poaceae","Chusquea","pulchella","Chusquea pulchella","L.G.Clark","Clark, LG","Davidse, G; D'Arcy, WG","10950","1976","03","08",NA,"Brasil","São Paulo","Jacupiranga","Ca. 38 km SW of Jacupiranga along highway 116 to Curitiba. Forest remnant near spring","-48","-24.6900005340576","680","680",NA,"Culms to 2,5 m tall. High climbing bamboo with the upper parts of the culms festooning from the tree branches","SP001240","SP001240","35797","auto","Paratype",NA,NA,NA,NA,"1994","01","14"
