"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","recordedBy","recordNumber","continentOcean","country","stateProvince","county","decimalLongitude","decimalLatitude","coordinatePrecision","barcode","geoFlag","year","month","day","locality","minimumElevationInMeters","maximumElevationInMeters","class","order","occurrenceRemarks","imagecode","dayIdentified","verbatimLongitude","verbatimLatitude","individualCount","preparationType"
"11","2021-04-07 11:47:35-03","UFMS","CGMS","18261","PreservedSpecimen","Plantae",NA,"Poaceae","Panicum","pedersenii","Panicum pedersenii","Zuloaga","A. Guglieri",NA,NA,"G.A. Damasceno-Junior; A. Guglieri; F.J.M. Caporal; F. Macedo-Alves; E.C. Bertazzoni","4311",NA,"Brasil","Mato Grosso do Sul","Campo Grande","-54.3897222","-20.5047222",NA,"CGMS1047555",NA,"2006","12","09","APA do Guariroba.",NA,NA,NA,NA,"Flor presente. brejo. Habitat: Campo inundável (área degradada). Solo arenoso. Relevo fundo de vale com curso d#?#água. Habito: Herbáceo. 0,50m de altura.",NA,NA,"-54,3897222","-20,5047222",NA,NA
"12","2021-04-07 11:47:35-03","UFMS","CGMS","26667","PreservedSpecimen","Plantae",NA,"Poaceae","Panicum","pedersenii","Panicum pedersenii","Zuloaga","A. Guglieri","2009","06","A. Guglieri; F.J.M. Caporal","2584",NA,"Brasil","Mato Grosso do Sul","Paranaíba","-51.6183334","-19.17",NA,"CGMS1056127",NA,"2009","06","19","BR-158, km 15; córrego (sem indicação do nome); ca. 800m da entrada da Fazenda Santo Antônio.","411","411",NA,NA,NA,NA,"19","-51,6183334","-19,17",NA,NA
"13","2021-04-07 11:47:35-03","UFMS","CGMS","26384","PreservedSpecimen","Plantae",NA,"Poaceae","Panicum","pedersenii","Panicum pedersenii","Zuloaga","A. Guglieri","2009","06","A. Guglieri; F.J.M. Caporal","2301",NA,"Brasil","Mato Grosso do Sul","Rio Verde de Mato Grosso","-54.9672223","-18.6925",NA,"CGMS1055829",NA,"2009","06","12","Pantanal sub-região da Nhecolândia.","230","230",NA,NA,"Aquática emergente.; Desenvolvimento de linhas de pesquisa do curso de Mestrado em Biologia Vegetal da Universidade Federal de Mato Grosso do Sul, pela implantação de pesquisa na região do Pantanal e áreas limítrofes - PRODOC/CAPES -",NA,"12","-54,9672223","-18,6925",NA,NA
"14","2021-04-07 11:47:35-03","UFMS","CGMS","75725","PreservedSpecimen","Plantae",NA,"Poaceae","Panicum","pedersenii","Panicum pedersenii","Zuloaga","V.J. Pott","2018","04","V.J. Pott; A. Pott","11674",NA,"Brasil","Mato Grosso do Sul","Corumbá","-57.0638889","-19.2513889",NA,"CGMS1108679",NA,"2014","09","04","Estrada Parque, Rodovia MS-228, próximo à Curva do Leque.","89","89",NA,NA,"Fruto esverdeado. Habitat: Campo inundável, antropizado, 10 - 15 cm de água ao longo de rodovia. Solo arenoso. Relevo plano. Habito: Erva anfíbia. 0,50 - 0,70 m de altura. Dominante.",NA,"04","-57,0638889","-19,2513889",NA,NA
"15","2021-04-07 11:47:35-03","UFMS","CGMS","26393","PreservedSpecimen","Plantae",NA,"Poaceae","Panicum","pedersenii","Panicum pedersenii","Zuloaga","A. Guglieri","2009","06","A. Guglieri; F.J.M. Caporal","2310",NA,"Brasil","Mato Grosso do Sul","Rio Verde de Mato Grosso","-55.0791667","-18.6511111",NA,"CGMS1055839",NA,"2009","06","12","Pantanal sub-região da Nhecolândia.","177","177",NA,NA,"Muito comum.; Desenvolvimento de linhas de pesquisa do curso de Mestrado em Biologia Vegetal da Universidade Federal de Mato Grosso do Sul, pela implantação de pesquisa na região do Pantanal e áreas limítrofes - PRODOC/CAPES - Coord.",NA,"12","-55,0791667","-18,6511111",NA,NA
"16","2021-04-07 11:47:35-03","UFMS","CGMS","19121","PreservedSpecimen","Plantae",NA,"Poaceae","Panicum","pedersenii","Panicum pedersenii","Zuloaga","A. Guglieri",NA,NA,"J.L.M.M. Sugai; L.O.R. Ramires; J.R.O. Maisatto; B.F. Leonel","4",NA,"Brasil","Mato Grosso do Sul","Corguinho","-55.245","-19.775",NA,"CGMS1048422",NA,"2007","08","19","Distrito de Taboco. Estância Ambiental Quinta do Sol, MS-356, km 12. Margem do Córrego Galheiros.",NA,NA,NA,NA,NA,NA,NA,"-55,245","-19,775",NA,NA
"17","2021-04-07 11:47:35-03","UFMS","CGMS","43614","PreservedSpecimen","Plantae",NA,"Poaceae","Panicum","pedersenii","Panicum pedersenii","Zuloaga","A. Guglieri-Caporal","2010","04","A. Guglieri-Caporal; F.J.M. Caporal","3170",NA,"Brasil","Mato Grosso do Sul","Aquidauana","-55.5577778","-20.4880555",NA,"CGMS1073593",NA,"2010","04","01","Camisão, MS 450, sob a ponte do córrego Anta.","157","157",NA,NA,NA,NA,"01","-55,5577778","-20,4880555",NA,NA
"18","2021-04-07 11:47:35-03","UFMS","CGMS","26844","PreservedSpecimen","Plantae",NA,"Poaceae","Panicum","pedersenii","Panicum pedersenii","Zuloaga","A. Guglieri","2009","07","A. Guglieri; F.J.M. Caporal","2760",NA,"Brasil","Mato Grosso do Sul","Porto Murtinho","-57.8825","-21.7005556",NA,"CGMS1055888",NA,"2009","07","03","Rua Capitão Cantalice esquina com Rua Cel. Franco Pinto.","80","80",NA,NA,NA,NA,"03","-57,8825","-21,7005556",NA,NA
"19","2021-04-07 11:47:35-03","UFMS","CGMS","26245","PreservedSpecimen","Plantae",NA,"Poaceae","Panicum","pedersenii","Panicum pedersenii","Zuloaga","A. Guglieri","2009","06","A. Guglieri; F.J.M. Caporal","2159",NA,"Brasil","Mato Grosso do Sul","Corumbá","-57.5316667","-19.2930555",NA,"CGMS1055683",NA,"2009","06","01","Pantanal sub-região do Paraguai; MS-432; após o trevo para Albuquerque.","93","93",NA,NA,NA,NA,"01","-57,5316667","-19,2930555",NA,NA
"20","2021-04-07 11:47:35-03","UFMS","CGMS","26365","PreservedSpecimen","Plantae",NA,"Poaceae","Panicum","pedersenii","Panicum pedersenii","Zuloaga","A. Guglieri","2009","06","A. Guglieri; F.J.M. Caporal","2281",NA,"Brasil","Mato Grosso do Sul","Rio Verde de Mato Grosso","-54.9138889","-18.8719445",NA,"CGMS1055810",NA,"2009","06","12","Serra do Pindaivão; ca. 10km da BR-163.","459","459",NA,NA,NA,NA,"12","-54,9138889","-18,8719445",NA,NA
"21","2021-04-07 11:47:35-03","UFMS","CGMS","26090","PreservedSpecimen","Plantae",NA,"Poaceae","Panicum","pedersenii","Panicum pedersenii","Zuloaga","A. Guglieri","2009","05","A. Guglieri; F.J.M. Caporal","2004",NA,"Brasil","Mato Grosso do Sul","Iguatemi","-54.5966666","-23.6575",NA,"CGMS1055523",NA,"2009","05","28","MS-386.","251","251",NA,NA,NA,NA,"28","-54,5966666","-23,6575",NA,NA
"22","2021-04-07 11:47:35-03","UFMS","CGMS","22998","PreservedSpecimen","Plantae",NA,"Poaceae","Panicum","pedersenii","Panicum pedersenii","Zuloaga","A. Guglieri",NA,NA,"G.A. Damasceno-Junior; A. Guglieri; F.J.M. Caporal; F. Macedo-Alves; E.C. Bertazzoni","4311",NA,"Brasil","Mato Grosso do Sul","Campo Grande","-54.3897222","-20.5047222",NA,"CGMS1052405",NA,"2006","12","09","APA do Guariroba.",NA,NA,NA,NA,"Brejo, flor presente Habitat: Campo inundável (área degradada) Habito: Herbáceo. 0,50m de altura.",NA,NA,"-54,3897222","-20,5047222",NA,NA
"23","2021-04-07 11:47:35-03","UFMS","CGMS","26481","PreservedSpecimen","Plantae",NA,"Poaceae","Panicum","pedersenii","Panicum pedersenii","Zuloaga","A. Guglieri","2009","06","A. Guglieri; F.J.M. Caporal","2398",NA,"Brasil","Mato Grosso do Sul","Coxim","-54.9625","-18.3569444",NA,"CGMS1055928",NA,"2009","06","13","Pantanal sub-região do Paiaguás; ca. 31km da UFMS (campus Coxim).","179","179",NA,NA,NA,NA,"13","-54,9625","-18,3569444",NA,NA
"24","2021-04-07 11:47:35-03","UFMS","CGMS","15305","PreservedSpecimen","Plantae",NA,"Poaceae","Panicum","pedersenii","Panicum pedersenii","Zuloaga","A. Guglieri","2009","02","M.O.D. Pivari; A.L.B. Sartori","324",NA,"Brasil","Mato Grosso do Sul","Campo Grande","-54.6202778","-20.5058333",NA,"CGMS1044824",NA,"2005","03","19","Universidade Federal de Mato Grosso do Sul (UFMS).",NA,NA,NA,NA,"Espiguetas jovens esverdeadas. Fruto castanho-claro. Hidrófita emergente, a cerca de de 0,10m de profundidade. Habitat: Lago artificial. Solo argiloso. Plano. Habito: Erva. 0,60m de altura.",NA,"05","-54,6202778","-20,5058333",NA,NA
"25","2021-04-07 11:47:35-03","UFMS","CGMS","26364","PreservedSpecimen","Plantae",NA,"Poaceae","Panicum","pedersenii","Panicum pedersenii","Zuloaga","A. Guglieri","2009","06","A. Guglieri; F.J.M. Caporal","2280",NA,"Brasil","Mato Grosso do Sul","Rio Verde de Mato Grosso","-54.9138889","-18.8719445",NA,"CGMS1055809",NA,"2009","06","12","Serra do Pindaivão; ca. 10km da BR-163.","459","459",NA,NA,"Dominante no local.; Desenvolvimento de linhas de pesquisa do curso de Mestrado em Biologia Vegetal da Universidade Federal de Mato Grosso do Sul, pela implantação de pesquisa na região do Pantanal e áreas limítrofes - PRODOC/CAPES -",NA,"12","-54,9138889","-18,8719445",NA,NA
"26","2021-04-07 11:47:35-03","UFMS","CGMS","25909","PreservedSpecimen","Plantae",NA,"Poaceae","Panicum","pedersenii","Panicum pedersenii","Zuloaga","A. Guglieri","2009","04","A. Guglieri; F.J.M. Caporal","1822",NA,"Brasil","Mato Grosso do Sul","Campo Grande","-54.5777778","-20.6058333",NA,"CGMS1055334",NA,"2009","04","19","BR-163; km 464.","464","464",NA,NA,NA,NA,"25","-54,5777778","-20,6058333",NA,NA
"27","2021-04-07 11:47:35-03","UFMS","CGMS","73300","PreservedSpecimen","Plantae",NA,"Poaceae","Panicum","pedersenii","Panicum pedersenii","Zuloaga","V.J. Pott","2010","01","V.J. Pott; S.N. Moreira; A. Pott","10784",NA,"Brasil","Mato Grosso do Sul","Campo Grande","-54.7891666","-20.5591667",NA,"CGMS1106107",NA,"2010","01","22","Fazenda Modelo, Embrapa, varjão próximo à ferrovia Campo Grande - Ponta Porã.","509","509",NA,NA,"Estames de cor laranja. Habitat: Lagoa, cerca de 20 - 30 cm de profundidade, próxima a campo úmido com buritis jovens. Solo argiloso. Relevo plano. Ocasional. Habito: Erva aquática emergente, 1,00 m de altura.",NA,"22","-54,7891666","-20,5591667",NA,NA
"28","2021-04-07 11:47:35-03","UFMS","CGMS","26772","PreservedSpecimen","Plantae",NA,"Poaceae","Panicum","pedersenii","Panicum pedersenii","Zuloaga","A. Guglieri","2009","06","A. Guglieri; F.J.M. Caporal","2688",NA,"Brasil","Mato Grosso do Sul","Água Clara","-52.8266667","-20.44",NA,"CGMS1056234",NA,"2009","06","20","Estrada vicinal da BR-262; ca. 9km da rodovia.","353","353",NA,NA,NA,NA,"20","-52,8266667","-20,44",NA,NA
"29","2021-04-07 11:47:35-03","UFMS","CGMS","26389","PreservedSpecimen","Plantae",NA,"Poaceae","Panicum","pedersenii","Panicum pedersenii","Zuloaga","A. Guglieri","2009","06","A. Guglieri; F.J.M. Caporal","2306",NA,"Brasil","Mato Grosso do Sul","Rio Verde de Mato Grosso","-54.9813889","-18.6775",NA,"CGMS1055835",NA,"2009","06","12","Pantanal sub-região da Nhecolândia; próximo ao Córrego Alegria.","215","215",NA,NA,NA,NA,"12","-54,9813889","-18,6775",NA,NA
"30","2021-04-07 11:47:35-03","UFMS","CGMS","1787","PreservedSpecimen","Plantae",NA,"Poaceae","Panicum","pedersenii","Panicum pedersenii","Zuloaga","A. Guglieri","2006","05","S. Fernandes-Junior","99",NA,"Brasil","Mato Grosso do Sul","Campo Grande","-54.6464004516602","-20.4428005218506","161190","CGMS1016687","auto","1989","09","18","Câmpus UFMS.",NA,NA,NA,NA,"Filotaxia alterna. Habitat: Terrestre. Cerrado. Habito: Herbáceo.",NA,"04",NA,NA,NA,NA
"31","2021-04-07 11:47:35-03","UFMS","CGMS","1917","PreservedSpecimen","Plantae",NA,"Poaceae","Panicum","pedersenii","Panicum pedersenii","Zuloaga","A. Guglieri","2006","05","S. Fernandes-Junior",NA,NA,"Brasil","Mato Grosso do Sul","Campo Grande","-54.6464004516602","-20.4428005218506","161190","CGMS1016686","auto","1983","03","12","Vasos das Aquáticas, UFMS.",NA,NA,NA,NA,"Filotaxia alterna.",NA,"04",NA,NA,NA,NA
"32","2021-04-07 11:47:35-03","UFMS","CGMS","20685","PreservedSpecimen","Plantae",NA,"Poaceae","Panicum","pedersenii","Panicum pedersenii","Zuloaga",NA,NA,NA,"A. Guglieri; D.C.L. Kufner; F. Belan; W.S. Fava; S.C.H. de Medeiros","1721",NA,"Brasil","Mato Grosso do Sul","Corumbá","-57.6533012390137","-19.0091991424561","295160","CGMS1050085","auto","2008","04","24","Pantanal de Miranda. Estrada Parque.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2019-08-16 08:40:37-03","UTFPR","HCF","12932","S","Plantae",NA,"Poaceae","Panicum","pedersenii","Panicum pedersenii","Zuloaga","A. Guglieri","2009","02","M.O.D. Pivari","324",NA,"Brasil","MS","Campo Grande","-54.620278","-20.505833",NA,NA,NA,"2005","03","19","Universidade Federal do Mato Grosso do",NA,NA,NA,NA,"erva. 0,60 m de altura. Espiguetas jovens esverdeadas. Fruto castanho-claro. Hidrófita emergente, a cerca de 0,10 m de profundidade. Lago artificial. Solo argiloso. Forrageira. Projeto: Levantamento de Hidrófitas do Lago do Amor.",NA,"05","54°37'13 W","20°30'21 S",NA,NA
"34","2020-10-01 14:26:55-03","JBB","HEPH","12489","S","Plantae","Monocotyledon","Poaceae","Panicum","pedersenii","Panicum pedersenii","Zuloaga","Guglieri, A","1997",NA,"Vasconcelos, A","27","Southern America","Brasil","Distrito Federal","Brasília","-47.85","-15.866667",NA,NA,NA,"1997","01","14","Estação Ecológica do Jardim Botânico de Brasília Cascalheira","1020","1020",NA,"Poales","Parcela 5",NA,NA,"-47.85","-15.866667",NA,NA
"35","2020-12-11 11:45:13-03","UFMG","BHCB","167042","PreservedSpecimen","Plantae","Monocotyledon","Poaceae","Panicum","pedersenii","Panicum pedersenii","Zuloaga",NA,NA,NA,"Guglieri, A; Kufner, DCL; Belan, F; Fava, WS; Medeiros, SCH","1721","Southern America","Brasil","Mato Grosso do Sul","Corumbá","-57.6533012390137","-19.0091991424561","295160","BHCB011952","auto","2008","04","24","Pantanal de Miranda, estrada parque.",NA,NA,NA,NA,"Erva.; Beira de estrada.",NA,NA,NA,NA,NA,NA
"36","2009-07-27 09:22:00-03","MO","MOBOT","2428513","PreservedSpecimen","Plantae",NA,"Poaceae","Panicum","pedersenii","Panicum pedersenii","Zuloaga","Zuloaga, F. O.",NA,NA,"Fernando O. Zuloaga|Osvaldo Morrone","Zuloaga 6926","South America","Argentina","Corrientes","San Miguel","-57.5","-27.91666",NA,NA,NA,"1999","2","26","Ruta Nac. 118 y empalme con Ruta Prov. 6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2011-03-26 11:09:00-03","MO","MOBOT","2441455","PreservedSpecimen","Plantae",NA,"Poaceae","Panicum","pedersenii","Panicum pedersenii","Zuloaga","Peichoto, M. C., //",NA,NA,"Maria M. Arbo|Aurelio Schinini|Myriam C. Peichoto|M.C. Franceschini|E. Flaschland","Arbo 8568","South America","Argentina","Corrientes","Ituzaingó","-56.80388","-28.03805",NA,NA,NA,"2000","1","19","Laguna Naranjito",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2011-03-26 11:09:00-03","MO","MOBOT","2441473","PreservedSpecimen","Plantae",NA,"Poaceae","Panicum","pedersenii","Panicum pedersenii","Zuloaga","Peichoto, M. C., //",NA,NA,"Maria M. Arbo|Aurelio Schinini|Myriam C. Peichoto|M.C. Franceschini|E. Flaschland","Arbo 8571","South America","Argentina","Corrientes","Santo Tomé","-56.77388","-28.06361",NA,NA,NA,"2000","1","19","Laguna Luna",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2017-04-19 05:22:00-03","MO","MOBOT","2483470","PreservedSpecimen","Plantae",NA,"Poaceae","Panicum","pedersenii","Panicum pedersenii","Zuloaga","Longhi-Wagner, H. M.",NA,NA,"Rogério Bueno","Bueno 1594","South America","Brazil","Rio Grande do Sul",NA,NA,NA,NA,NA,NA,"1979","7","31","Porto Alegre. Morro do Coco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2012-04-18 11:20:00-03","MO","MOBOT","2966881","PreservedSpecimen","Plantae",NA,"Poaceae","Panicum","pedersenii","Panicum pedersenii","Zuloaga","F. Zuloaga, 84",NA,NA,"Troels M. Pedersen","Pedersen 13473","South America","Argentina","Corrientes","Concepción",NA,NA,NA,NA,NA,"1982","12","30","Carambola ( ea. Fortin del Iberá). Low, from time to time flooded ground, sandy soil.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"41","2009-07-09 17:05:00-03","MO","MOBOT","2967059","PreservedSpecimen","Plantae",NA,"Poaceae","Panicum","pedersenii","Panicum pedersenii","Zuloaga","G. Davidse",NA,NA,"Gert G. Hatschbach","Hatschbach 23525","South America","Brazil","Mato Grosso",NA,NA,NA,NA,NA,NA,"1970",NA,NA,"Pósto XV (Mun. Pataguacu) Mato Grosso. Campo de inundacão do rio Paraná.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2010-06-17 11:39:00-03","MO","MOBOT","2967204","PreservedSpecimen","Plantae",NA,"Poaceae","Panicum","pedersenii","Panicum pedersenii","Zuloaga","F. O. Zuloaga",NA,NA,"G.J. Schwarz","Schwarz 9192","South America","Argentina","Corrientes","Saladas",NA,NA,NA,NA,NA,"1950","1","18","Laguna Sota",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"43","2021-02-04 10:29:49-03","UFRPE","HST","20189","PreservedSpecimen","Plantae",NA,"Poaceae","Panicum","pedersenii","Panicum pedersenii","Zuloaga","A.Guglieri","2009","02","M.O.D.Pivari; A.L.B.sartori","324",NA,"Brasil","Mato Grosso do Sul","Campo Grande","-54.620278","-20.505833",NA,"HST020189",NA,"2005","03","19","Universidade Federal de Mato Grosso do Sul (UFMS)",NA,NA,NA,NA,"Erva ca. 0,8 m alt.; espiguetas jovens esverdeadas; fruto castanho-claro. Hidrófila emergente, a cerca de 0,1 m de profundidade.",NA,"05","54W37'13''","20S30'21''",NA,NA
"44","2020-09-02 16:37:03-03","Cenargen","CEN","8563","PreservedSpecimen","Plantae",NA,"Poaceae","Panicum","pedersenii","Panicum pedersenii","Zuloaga","A. Guglieri","2004","07","C. Ramalho Campelo","2177",NA,"Brasil","AL","PORTO CALVO","-35.3983001708984","-9.04500007629395","14599","CEN00008563","auto","1983","05","18","Fazenda Mucaitá.",NA,NA,NA,NA,NA,"CEN00008563 CEN00008563_1",NA,NA,NA,"2","Exsicatas"
"45","2020-09-02 16:37:03-03","Cenargen","CEN","37015","PreservedSpecimen","Plantae",NA,"Poaceae","Panicum","pedersenii","Panicum pedersenii","Zuloaga","A. Guglieri","2002","05","Leopoldo Krieger",NA,NA,"Brasil","MG","JUIZ DE FORA","-43.3502998352051","-21.7642002105713","36144","CEN00037015","auto","1988","01","20","Campus Universitário.",NA,NA,NA,NA,"Invasora de gramado. Planta glauca. CESJ N° 23815.","CEN00037015",NA,NA,NA,"1","Exsicatas"
"46","2020-09-02 16:37:03-03","Cenargen","CEN","2570","PreservedSpecimen","Plantae",NA,"Poaceae","Panicum","pedersenii","Panicum pedersenii","Zuloaga","A. Guglieri","2004","04","Antônio Costa Allem","2367",NA,"Brasil","MS","CORUMBA","-57.6533012390137","-19.0091991424561","295160","CEN00002570","auto","1978","11","03","Faz. Santa Delfina.",NA,NA,NA,NA,"Muito resistente formando gramado denso em local alto e seco, cultivada por mudas em pequenas áreas da fazenda, com bom resultado segundo o capataz","CEN00002570",NA,NA,NA,"1","Exsicatas"
"47","2020-09-02 16:37:03-03","Cenargen","CEN","1886","PreservedSpecimen","Plantae",NA,"Poaceae","Panicum","pedersenii","Panicum pedersenii","Zuloaga","A. Guglieri","2004","04","Antônio Costa Allem","1686",NA,"Brasil","MT","POCONE","-56.6227989196777","-16.2567005157471","200792","CEN00001886","auto","1978","02","11","km 19 MT 3 (Transpantaneira)",NA,NA,NA,NA,"Abundante nas intermediações da ponte, junto ao curso dágua excelewnte forrageira, indicada para gado c/leite de ótima qualidade","CEN00001886",NA,NA,NA,"1","Exsicatas"
"48","2020-09-02 16:37:03-03","Cenargen","CEN","5263","PreservedSpecimen","Plantae",NA,"Poaceae","Panicum","pedersenii","Panicum pedersenii","Zuloaga","A. Guglieri","2004","04","Jan Christiaan Lindeman",NA,NA,"Brasil","RS","PORTO ALEGRE","-51.2299995422363","-30.0331001281738","29946","CEN00005263","auto","1973","06","20","Morro do Côco 25km ao sul de Porto Alegre.",NA,NA,NA,NA,"Doação do Herb. Depto. Bot. U.F.R.G.S. ICN24041.","CEN00005263",NA,NA,NA,"1","Exsicatas"
"49","2019-11-13 11:28:56-03","USP","SPF","146991","PreservedSpecimen","Plantae",NA,"Poaceae","Panicum","pedersenii","Panicum pedersenii","Zuloaga","Guglieri, A","2004","03","Noblick, LR","4435",NA,"Brasil","Bahia","Salvador","-38.35","-12.933333",NA,"SPF00146991",NA,"1985","12","11",NA,NA,NA,NA,NA,NA,"SPF00146991",NA,"-38.35","-12.933333",NA,NA
"50","2020-11-12 17:02:36-03","UEL","FUEL","55206","PreservedSpecimen","Plantae","Tracheophyta","Poaceae","Panicum","pedersenii","Panicum pedersenii","Zuloaga","Guglieri, A","2009","07","Guglieri, A; Caporal, FJM","2760",NA,"Brasil","Mato Grosso do Sul","Porto Murtinho","-57.882556","-21.7005",NA,"FUEL055206",NA,"2009","07","03","Rua Capitão Cantalice, Esquina com Rua Cel. Franco Pinto. Passeio público","80","80",NA,"Poales",NA,NA,"03","-57.882556","-21.7005",NA,NA
