"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","minimumElevationInMeters","preparationType","occurrenceRemarks","barcode","county","decimalLongitude","decimalLatitude","maximumElevationInMeters","imagecode","identifiedBy","scientificNameAuthorship","class","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","fieldNumber","typeStatus","coordinatePrecision","geoFlag","individualCount"
"16","2021-03-15 16:37:00-03","NY","NYBG","3832402","PreservedSpecimen","Plantae","Lycopodiophyta","Lycopodiales","Lycopodiaceae","Diphasium","jussiaei","Diphasium jussiaei","M. T. Murillo-Pulido","403","1961","10","14","South America","Colombia","Cundinamarca","Zipáquirá, Alto del Aguila.","3000","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4113075' target='other'> <mi>dwc_moreinfo</mi></a>","NY03832402",NA,NA,NA,"3200","NY03832402_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","3832458","PreservedSpecimen","Plantae","Lycopodiophyta","Lycopodiales","Lycopodiaceae","Diphasium","jussiaei","Diphasium jussiaei","V. Quipuscoa S.","2458","2000","09","14","South America","Peru","San Martín","Distrito: Saposoa. Alrededores del Tambo, camina a Leymebamba.","2500","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4113131' target='other'> <mi>dwc_moreinfo</mi></a>","NY03832458","Huallaga",NA,NA,"2800","NY03832458_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","3832481","PreservedSpecimen","Plantae","Lycopodiophyta","Lycopodiales","Lycopodiaceae","Diphasium","jussiaei","Diphasium jussiaei","R. Spruce","5411","1857","09",NA,"South America","Ecuador",NA,"In Andibus Ecuadorensibus",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4113154' target='other'> <mi>dwc_moreinfo</mi></a>","NY03832481",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","3832384","PreservedSpecimen","Plantae","Lycopodiophyta","Lycopodiales","Lycopodiaceae","Diphasium","jussiaei","Diphasium jussiaei","J. A. Steyermark","801","1955","02","12","South America","Venezuela","Bolívar","Chimantá Massif. Central Section. Swampy depression in wet savanna along east branch of headwaters of Rio Tirica.","2120","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4113057' target='other'> <mi>dwc_moreinfo</mi></a>","NY03832384",NA,NA,NA,NA,"NY03832384_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","3832388","PreservedSpecimen","Plantae","Lycopodiophyta","Lycopodiales","Lycopodiaceae","Diphasium","jussiaei","Diphasium jussiaei","F. J. Ortega Mendoza","1993","1984","07","23","South America","Venezuela","Trujillo","Entre las antenas de relevo en el Páramo de Guaramacal y la Vega de Guaramacal.","3200","sheet","[9° 12' Lat. N. 70° 9' Long. O ; 9° 14' Lat. N 70° 11' Long. O] <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4113061' target='other'> <mi>dwc_moreinfo</mi></a>","NY03832388",NA,"-70.167","9.217","1200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","3832503","PreservedSpecimen","Plantae","Lycopodiophyta","Lycopodiales","Lycopodiaceae","Diphasium","jussiaei","Diphasium jussiaei","J. L. Luteyn","6553","1978","12","31","South America","Ecuador",NA,"Loja-Zamora/Chinchipe border area. Road between Loja and Zamora ca. km 9.","2500","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4113176' target='other'> <mi>dwc_moreinfo</mi></a>","NY03832503",NA,NA,NA,"2750",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","3832451","PreservedSpecimen","Plantae","Lycopodiophyta","Lycopodiales","Lycopodiaceae","Diphasium","jussiaei","Diphasium jussiaei","J. Campos","4979","1998","06","16","South America","Peru","Cajamarca","Sallique. Localidad La Cocha.","2900","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4113124' target='other'> <mi>dwc_moreinfo</mi></a>","NY03832451","Jaén","-79.2342","-5.6828",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","3832428","PreservedSpecimen","Plantae","Lycopodiophyta","Lycopodiales","Lycopodiaceae","Diphasium","jussiaei","Diphasium jussiaei","J. A. Steyermark","54469","1943","10","07","South America","Ecuador",NA,"Santiago-Zamora: Páramos and sotobosque between Nudo de Sabanillas (which divides waters of Pacific from those of Atlantic) and Rancho Achupallas.","2500","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4113101' target='other'> <mi>dwc_moreinfo</mi></a>","NY03832428",NA,NA,NA,"3500","NY03832428_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","3832454","PreservedSpecimen","Plantae","Lycopodiophyta","Lycopodiales","Lycopodiaceae","Diphasium","jussiaei","Diphasium jussiaei","H. H. van der Werff","18516","2003","07","17","South America","Peru","Pasco","Road to Chacos","2400","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4113127' target='other'> <mi>dwc_moreinfo</mi></a>","NY03832454","Oxapampa","-75.1","-10.58","2700",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","3832436","PreservedSpecimen","Plantae","Lycopodiophyta","Lycopodiales","Lycopodiaceae","Diphasium","jussiaei","Diphasium jussiaei","R. F. Steinbach","622","1966","12","16","South America","Bolivia","Cochabamba",NA,"3100","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4113109' target='other'> <mi>dwc_moreinfo</mi></a>","NY03832436","Chapare",NA,NA,NA,"NY03832436_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","3832408","PreservedSpecimen","Plantae","Lycopodiophyta","Lycopodiales","Lycopodiaceae","Diphasium","jussiaei","Diphasium jussiaei","E. P. Killip","7931","1922","07","01","South America","Colombia","Cauca","La Gallera, Micay Valley. Cordillera Occidental.","1900","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4113081' target='other'> <mi>dwc_moreinfo</mi></a>","NY03832408",NA,NA,NA,"2000","NY03832408_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","3832473","PreservedSpecimen","Plantae","Lycopodiophyta","Lycopodiales","Lycopodiaceae","Diphasium","jussiaei","Diphasium jussiaei","R. C. Moran","5264","1991","01","27","South America","Ecuador","Napo","Baeza-Tena road, ca. 10 km south of Cosanga.","1800","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4113146' target='other'> <mi>dwc_moreinfo</mi></a>","NY03832473",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","3832453","PreservedSpecimen","Plantae","Lycopodiophyta","Lycopodiales","Lycopodiaceae","Diphasium","jussiaei","Diphasium jussiaei","J. Perea","0732","2004","10","18","South America","Peru","Pasco","Distrito Huancabamba. Localidad de Lanturachi, sector Santa Barbara, camino a Cueva Blanca. Remanente de bosque en borde de camino.","2813","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4113126' target='other'> <mi>dwc_moreinfo</mi></a>","NY03832453","Oxapampa","-75.6","-10.37",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","3832445","PreservedSpecimen","Plantae","Lycopodiophyta","Lycopodiales","Lycopodiaceae","Diphasium","jussiaei","Diphasium jussiaei","W. M. A. Brooke","6611","1950","07","03","South America","Bolivia","La Paz","Undiavi","2896","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4113118' target='other'> <mi>dwc_moreinfo</mi></a>","NY03832445","Nor Yungas",NA,NA,NA,"NY03832445_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","3832467","PreservedSpecimen","Plantae","Lycopodiophyta","Lycopodiales","Lycopodiaceae","Diphasium","jussiaei","Diphasium jussiaei","J. J. Wurdack","1158","1962","07","03","South America","Peru","Amazonas","Summit of Puma-urcu southeast of Chachapoyas","3100","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4113140' target='other'> <mi>dwc_moreinfo</mi></a>","NY03832467","Chachapoyas",NA,NA,"3200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","3832505","PreservedSpecimen","Plantae","Lycopodiophyta","Lycopodiales","Lycopodiaceae","Diphasium","jussiaei","Diphasium jussiaei","W. H. Camp","E2266","1945","03","17","South America","Ecuador","Azuay","Páramo de Tinajillas and surrounding chaparral and forests, 30-50 km. south of Cuenca.","3353","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4113178' target='other'> <mi>dwc_moreinfo</mi></a>","NY03832505",NA,NA,NA,"3505",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","3832401","PreservedSpecimen","Plantae","Lycopodiophyta","Lycopodiales","Lycopodiaceae","Diphasium","jussiaei","Diphasium jussiaei","A. L. Arbeláez","392","1988","11","05","South America","Colombia","Nariño","Municipio de Pasto. Colecciones realizadas en el km 15 de la vía que conduce de Pasto a la Laguna de la Cocha. Márgen derecha de la carretera.","3100","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4113074' target='other'> <mi>dwc_moreinfo</mi></a>","NY03832401",NA,"-77.2","1.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","3832452","PreservedSpecimen","Plantae","Lycopodiophyta","Lycopodiales","Lycopodiaceae","Diphasium","jussiaei","Diphasium jussiaei","R. Vásquez Martínez","28654","2004","01","14","South America","Peru","Pasco","Distrito Oxapampa. Parque Nacional Yanachaga-Chemillen, Sector chacos-Antena.","2600","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4113125' target='other'> <mi>dwc_moreinfo</mi></a>","NY03832452","Oxapampa","-75.28","-10.62",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","3832457","PreservedSpecimen","Plantae","Lycopodiophyta","Lycopodiales","Lycopodiaceae","Diphasium","jussiaei","Diphasium jussiaei","A. L. Monteagudo Mendoza","7311","2004","09","23","South America","Peru","Pasco","Dist. Huancabamba. Zona de amortiguamiento del Parque Nacional Yanachaga - Chemillen sector Milpo.","2800","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4113130' target='other'> <mi>dwc_moreinfo</mi></a>","NY03832457","Oxapampa","-75.6133","-10.3758",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","3832389","PreservedSpecimen","Plantae","Lycopodiophyta","Lycopodiales","Lycopodiaceae","Diphasium","jussiaei","Diphasium jussiaei","F. J. Ortega Mendoza","1935","1983","06","29","South America","Venezuela","Trujillo","Cerro Guaramacál, Boconó.","2000","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4113062' target='other'> <mi>dwc_moreinfo</mi></a>","NY03832389",NA,"-70.22","9.25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","3832397","PreservedSpecimen","Plantae","Lycopodiophyta","Lycopodiales","Lycopodiaceae","Diphasium","jussiaei","Diphasium jussiaei","W. D. Rodríguez-Duque","5146","2005","02","19","South America","Colombia","Antioquia","Mpio. La Estrella. Camino hada el Alto El Romeral.","2650","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4113070' target='other'> <mi>dwc_moreinfo</mi></a>","NY03832397",NA,"-75.68167","6.13847","2800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","3832511","PreservedSpecimen","Plantae","Lycopodiophyta","Lycopodiales","Lycopodiaceae","Diphasium","jussiaei","Diphasium jussiaei","G. W. Prescott","1255","1958","02","04","South America","Ecuador","Pichincha","Comino Santo Domingo","2743","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4113184' target='other'> <mi>dwc_moreinfo</mi></a>","NY03832511",NA,NA,NA,"3048",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","3832374","PreservedSpecimen","Plantae","Lycopodiophyta","Lycopodiales","Lycopodiaceae","Diphasium","jussiaei","Diphasium jussiaei","J. L. Luteyn","10419","1984","05","13","South America","Colombia","Chocó","Ansermanuevo-San José del Palmar, ca. 51-53 km W of Ansermanuevo.","1925","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4113047' target='other'> <mi>dwc_moreinfo</mi></a>","NY03832374",NA,"-76.43","4.67","2000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","3832368","PreservedSpecimen","Plantae","Lycopodiophyta","Lycopodiales","Lycopodiaceae","Diphasium","jussiaei","Diphasium jussiaei","J. M. Idrobo","3363","1958","11","05","South America","Colombia",NA,"Deptos. Huila-Cauca: Macizo Colombiano; páramo de Las Papas, Cerros y alrededores de las lagunas La Magdalena y Santiago.","3530","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4113041' target='other'> <mi>dwc_moreinfo</mi></a>","NY03832368",NA,NA,NA,"3630","NY03832368_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","3832455","PreservedSpecimen","Plantae","Lycopodiophyta","Lycopodiales","Lycopodiaceae","Diphasium","jussiaei","Diphasium jussiaei","A. L. Monteagudo Mendoza","7438","2004","09","25","South America","Peru","Pasco","Dist. Huancabamba. Sector Milpo. Zona de amortiguamiento del P.N. Yanachaga-Chemillen. Alrededor de humedales.","2850","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4113128' target='other'> <mi>dwc_moreinfo</mi></a>","NY03832455","Oxapampa","-75.6214","-10.3833",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","3832497","PreservedSpecimen","Plantae","Lycopodiophyta","Lycopodiales","Lycopodiaceae","Diphasium","jussiaei","Diphasium jussiaei","S. Lægaard","52026","1984","04","22","South America","Ecuador","Napo","Along road Tena-Baeza between Sarayuacu and Cosanga.","1750","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4113170' target='other'> <mi>dwc_moreinfo</mi></a>","NY03832497",NA,"-77.87","-0.67",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","3832514","PreservedSpecimen","Plantae","Lycopodiophyta","Lycopodiales","Lycopodiaceae","Diphasium","jussiaei","Diphasium jussiaei","P. C. D. Cazalet","5544","1961","12","08","South America","Ecuador",NA,"Napo-Pastaza, E.N.E of Cayambe Mountain. Oriente trail.","3261","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4113187' target='other'> <mi>dwc_moreinfo</mi></a>","NY03832514",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","3832456","PreservedSpecimen","Plantae","Lycopodiophyta","Lycopodiales","Lycopodiaceae","Diphasium","jussiaei","Diphasium jussiaei","L. Valenzuela Gamarra","3779","2004","06","16","South America","Peru","Cusco","Dist. Lacco Yabero.","2278","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4113129' target='other'> <mi>dwc_moreinfo</mi></a>","NY03832456","Calca","-72.4958","-12.49",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-03-15 16:37:00-03","NY","NYBG","3832510","PreservedSpecimen","Plantae","Lycopodiophyta","Lycopodiales","Lycopodiaceae","Diphasium","jussiaei","Diphasium jussiaei","W. H. Camp","E84","1944","07","02","South America","Ecuador","Loja","Oriente border: Crest of the Cordillera de Zamora, east of Loja.","3048","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4113183' target='other'> <mi>dwc_moreinfo</mi></a>","NY03832510",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2021-03-15 16:37:00-03","NY","NYBG","3832506","PreservedSpecimen","Plantae","Lycopodiophyta","Lycopodiales","Lycopodiaceae","Diphasium","jussiaei","Diphasium jussiaei","W. H. Camp","E4838","1945","08","18","South America","Ecuador","Azuay","Oriente border: Páramo del Castillo and surrounding forested areas (crest of the eastern cordillera on the trail between Sevilla de Oro and Mendez).","2743","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4113179' target='other'> <mi>dwc_moreinfo</mi></a>","NY03832506",NA,NA,NA,"3353",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
