"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","identifiedBy","infraspecificEpithet","typeStatus","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","fieldNumber","individualCount","previousCatalogNumber","sex"
"234","2019-02-15 11:39:10-02","IPA","IPA","3481","S","Plantae","Plantae",NA,"Eriocaulaceae","Tonina","fluviatilis","Tonina fluviatilis","Aubl.","Pickel, B.","2246","1930","01","01","Southern America","Brasil","Pernambuco","Pombos","Usina Santa Pâmphila. Terreno pantanoso.","-35.3958015441895","-8.14138984680176",NA,NA,"IPA0003481",NA,NA,NA,"Killip.",NA,NA,"16427","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"235","2019-02-15 11:39:11-02","IPA","IPA","90769","S","Plantae","Plantae",NA,"Eriocaulaceae","Tonina","fluviatilis","Tonina fluviatilis","Aubl.","Alcântara, J D'arc; Dias, A.P.; Dias, A.P.","s.n.","2015","07","25","Southern America","Brasil","Pernambuco","Recife","Parque Dois Irmãos, Açude.","-34.8810997009277","-8.05389022827148",NA,"Amostras botânicas para fins de Dissertação de Mestrado (UFRPE) da aluna Joana D'arc Alcântara, sob a orientação do Prof. Enio W.Dantas e da Profa. Karine M. Magalhães.; Anfíbia; flores brancas.; Mata Atlântica.","IPA0090769",NA,NA,NA,"Alcântara, J D'arc",NA,NA,"18865","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"236","2019-02-15 11:39:10-02","IPA","IPA","48853","S","Plantae","Plantae",NA,"Eriocaulaceae","Tonina","fluviatilis","Tonina fluviatilis","Aubl.","Gallindo, F.","107","1985","10","19","Southern America","Brasil","Pernambuco","Recife","Dois Irmãos. Açude do Prata. Mata úmida (subosque). Solo mal drenado.","-34.8810997009277","-8.05389022827148",NA,"Erva prostrada. Flores esverdeadas.","IPA0048853",NA,NA,NA,"Gallindo, F.",NA,NA,"18865","auto","1985",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"237","2019-02-15 11:39:11-02","IPA","IPA","74466","S","Plantae","Plantae",NA,"Eriocaulaceae","Tonina","fluviatilis","Tonina fluviatilis","Aubl.","Tavares, S.","1238","1996","01","13","Southern America","Brasil","Rio Grande do Norte","Natal","Margem do rio Jiqui","-35.209400177002","-5.79500007629395",NA,"Erva frequentíssim à margem da lagoa. Flores amarelas","IPA0074466",NA,NA,NA,"Tavares, S.",NA,NA,"12751","auto","1965","01","13",NA,NA,NA,NA,NA,NA,NA,NA
"238","2019-02-15 11:39:10-02","IPA","IPA","27122","S","Plantae","Plantae",NA,"Eriocaulaceae","Tonina","fluviatilis","Tonina fluviatilis","Aubl.","Noblick, L.R.","1560","1979","09","02","Southern America","Brasil","Bahia","Salvador","Museu de Ciência e Technologia. Mata. Lugar brejoso.","-38.510799407959","-12.9710998535156",NA,NA,"IPA0027122",NA,NA,NA,NA,NA,NA,"26018","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"239","2019-02-15 11:39:11-02","IPA","IPA","55330","S","Plantae","Plantae",NA,"Eriocaulaceae","Tonina","fluviatilis","Tonina fluviatilis","Aubl.","Arns, K.N.Y.","23","1995",NA,NA,"Southern America","Brasil","Pernambuco","Bonito","Encosta do Brejo.","-35.7285995483398","-8.47027969360352",NA,NA,"IPA0055330",NA,NA,NA,"Arns, K.N.Y.",NA,NA,"20932","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"240","2019-07-26 11:39:52-03","IPA","IPA","87152","S","Plantae","Plantae",NA,"Eriocaulaceae","Tonina","fluviatilis","Tonina fluviatilis","Aubl.","Fernández, A.; Prado, M.A.; Prado, M.A.","78999","1996","10",NA,"Southern America","Venezuela","Monagas","Ezequiel Zamora","Morichal 6-7 km al SE de Punta de Mata, 1km al N del río Amana.","-63.5","9.833333",NA,"Flores blancas. En vegetación abierta del morichal.","IPA0087152",NA,"160","160",NA,NA,NA,NA,NA,NA,NA,NA,"-63.5","9.833333",NA,NA,NA,NA,NA,NA
"241","2019-07-26 11:39:52-03","IPA","IPA","1090","S","Plantae","Plantae",NA,"Eriocaulaceae","Tonina","fluviatilis","Tonina fluviatilis","Aubl.","Andrade-Lima","49-184","1949","04","12","Southern America","Brasil","Pernambuco","Camaragibe","Margem de um corregozinho - Engenho Tinguí.","-34.9810981750488","-8.0216703414917",NA,"Erva.","IPA0001090",NA,NA,NA,"Andrade-Lima",NA,NA,"11122","auto","1949","04","12",NA,NA,NA,NA,NA,NA,NA,NA
"242","2019-07-26 11:39:52-03","IPA","IPA","1091","S","Plantae","Plantae",NA,"Eriocaulaceae","Tonina","fluviatilis","Tonina fluviatilis","Aubl.","Andrade-Lima","49-184","1949","04","12","Southern America","Brasil","Pernambuco","Camaragibe","Margem de um corregozinho - Engenho Tinguí.","-34.9810981750488","-8.0216703414917",NA,"Erva.","IPA0001091",NA,NA,NA,"Andrade-Lima",NA,NA,"11122","auto","1949","04","12",NA,NA,NA,NA,NA,NA,NA,NA
"243","2019-02-15 11:39:10-02","IPA","IPA","3480","S","Plantae","Plantae",NA,"Eriocaulaceae","Tonina","fluviatilis","Tonina fluviatilis","Aubl.","Pickel, B.","1982","1929","05","30","Southern America","Brasil","Pernambuco","Escada","Eng. Cajabuçuzinho. Pântano.","-35.2235984802246","-8.35916996002197",NA,NA,"IPA0003480",NA,NA,NA,"Morton",NA,NA,"16695","auto","1929","10",NA,NA,NA,NA,NA,NA,NA,NA,NA
"244","2019-02-15 11:39:11-02","IPA","IPA","90103","S","Plantae","Plantae",NA,"Eriocaulaceae","Tonina","fluviatilis","Tonina fluviatilis","Aubl.","J. D'arc., L.C.","s.n.","2015","01","23","Southern America","Brasil","Pernambuco","Recife","Dois Irmãos, Açude do Prata, Parrque Estadual de Dois Irmãos.","-34.8810997009277","-8.05389022827148",NA,"Material botânico em estudo para elaboração de dissertação de Mestrado em Botânica na UFRPE, sob a orientação do Prof. Enio W.Dantas.; Herbácea ca. 30cm de altura; flores esverdeadas.; Mata Atlântica.","IPA0090103",NA,NA,NA,"Rita Pereira; Cano, O.",NA,NA,"18865","auto","2015","05","17",NA,NA,NA,NA,NA,NA,NA,NA
"245","2019-02-15 11:39:11-02","IPA","IPA","90770","S","Plantae","Plantae",NA,"Eriocaulaceae","Tonina","fluviatilis","Tonina fluviatilis","Aubl.","Alcântara, J D'arc; Dias, A.P.; Dias, A.P.","s.n.","2015","07","25","Southern America","Brasil","Pernambuco","Recife","Parque Dois Irmãos, Açude de dentro.","-34.8810997009277","-8.05389022827148",NA,"Amostras botânicas para fins de Dissertação de Mestrado (UFRPE) da aluna Joana D'arc Alcântara, sob a orientação do Prof. Enio W.Dantas e da Profa. Karine M. Magalhães.; Anfíbia; flores brancas.; Mata Atlântica.","IPA0090770",NA,NA,NA,"Alcântara, J D'arc",NA,NA,"18865","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"246","2019-10-25 11:38:20-03","IECOS","HBRA","1193","S","Plantae",NA,NA,"Eriocaulaceae","Tonina","fluviatilis","Tonina fluviatilis","Aubl.","U. Mehlig","291","2007","02","14","América do Sul","Brasil","Pará","Bragança","km 16 da estrada Dom Eliseu, sudeste de Bragança. Área de pântano aberto, adjacente a um buritisal (Mauritia flexuosa e outras árvores)","-46.84975","-1.17122222","exsicata","Capítulos já secos no dia da coleta","HBRA0001338","HBRA0001338",NA,NA,"U. Mehlig",NA,NA,NA,NA,"2009","05","08","-46.84975000","-1.17122222",NA,NA,NA,NA,NA,NA
"247","2020-10-20 14:17:18-03","UFOPA","HSTM","14329","PreservedSpecimen","Plantae",NA,NA,"Eriocaulaceae","Tonina","fluviatilis","Tonina fluviatilis","Aubl.","Forzza, R.C.; Mello-Silva, R.; Medeiros. H.; Oliveira, E.C.","10627","2019","07","03",NA,"Brasil","Pará","Belterra","Floresta Nacional do Tapajós, Igarapé Moju, KM 124 da rodovia BR 163.","-54.913056","-3.418056",NA,NA,"HSTM014329",NA,"60","60",NA,NA,NA,NA,NA,NA,NA,NA,"54º54'47''W","3º25'5''S",NA,NA,NA,NA,NA,NA
"248","2020-10-20 14:17:18-03","UFOPA","HSTM","9841","PreservedSpecimen","Plantae",NA,NA,"Eriocaulaceae","Tonina","fluviatilis","Tonina fluviatilis","Aubl.","Gomes E.S.C; Machado T. M. ; Oliveira H. M.","13","2017","06","23",NA,"Brasil","Pará","Belterra","Km 84, Próximo ao acampamento LBA.","-54.928611","-3.052778",NA,NA,"HSTM009841","HSTM009841",NA,NA,"Oliveira H. M.",NA,NA,NA,NA,"2017","06","23","54º55'43''W","3º3'10''S",NA,NA,NA,NA,NA,NA
"249","2020-10-20 14:17:18-03","UFOPA","HSTM","14330","PreservedSpecimen","Plantae",NA,NA,"Eriocaulaceae","Tonina","fluviatilis","Tonina fluviatilis","Aubl.","Forzza, R.C.; Mello-Silva, R.; Landeiro. M.C.; Oliveira, E.C..","10672","2019","07","04",NA,"Brasil","Pará","Belterra","Floresta Nacional do Tapajós, comunidade de Caratinga.","-55.051667","-2.850833",NA,NA,"HSTM014330",NA,"40","40",NA,NA,NA,NA,NA,NA,NA,NA,"55º3'6''W","2º51'3''S",NA,NA,NA,NA,NA,NA
"250","2020-10-20 14:17:18-03","UFOPA","HSTM","3479","PreservedSpecimen","Plantae",NA,NA,"Eriocaulaceae","Tonina","fluviatilis","Tonina fluviatilis","Aubl.","Suemitsu, C.; Maia, J.G.S.; Mourão, R.H.V.; Raposo, J.D.A.","1974","2014","08","19",NA,"Brasil","Pará","Monte Alegre","Campinarana da rodovia PA-255.","-54.484167","-2.201111",NA,NA,"HSTM003479",NA,NA,NA,"Suemitsu, C.",NA,NA,NA,NA,"2015","12","04","54º29'3''W","2º12'4''S",NA,NA,NA,NA,NA,NA
"251","2019-11-21 14:35:28-03","UFJF","CESJ","39267A","PreservedSpecimen","Plantae","Angiosperma",NA,"Eriocaulaceae","Tonina","fluviatilis","Tonina fluviatilis","Aubl.","G. Hatschbach; M. Hatschbach; J.T. Motta","62954","1995","08","11","América do Sul","Brasil","Minas Gerais","Pedro Canário","Rod. BR 101, 1 Km S de Pedro Canário",NA,NA,NA,"Erva, flor avermelhada. Solo brejoso; na encosta de pequeno morro.","CESJ39267A",NA,NA,NA,"S.F. Smith",NA,NA,NA,NA,"1996",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"252","2021-04-07 11:43:06-03","UFMS","CGMS","73754","PreservedSpecimen","Plantae",NA,NA,"Eriocaulaceae","Tonina","fluviatilis","Tonina fluviatilis","Aubl.","M.O. Cordova; Arruda, R.S.; Keffer, J.F.","293","2016","06","18",NA,"Brasil","Mato Grosso","Sinop","Ribeirão Selma. Na interseção com a estrada BR-163.","11.6013889","-55.4275",NA,"Frutos marrom claro. Rara, levemente submersa. Doação do CNMT. Habitat: Córrego. Dominado por ciperáceas. Vereda muito degradada. Habito: Erva emergente. 0,3m de altura.","CGMS1106561",NA,"376","376","Pessoa, E.",NA,NA,NA,NA,"2016","10","29","11,6013889","-55,4275",NA,NA,NA,NA,NA,NA
"253","2019-11-27 13:48:03-03","UFS","ASE","198","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Eriocaulaceae","Tonina","fluviatilis","Tonina fluviatilis","Aubl.","Barreto, AAC","ASE198","1974","11","22","Southern America","Brasil","Sergipe","Santa Luzia do Itanhy",NA,"-37.448333","-11.350833",NA,"Erva. não ramificada com inflorescência esc. Sésseis. Folhas opostas.; Erva. não ramificada com inflorescência esc. Sésseis. Folhas opostas.; Mata sobre o folheto úmido","ASE0009904","ASE0009904",NA,NA,"Silva, AM",NA,NA,NA,NA,"1975","06","16","-37.448333","-11.350833",NA,NA,NA,NA,NA,NA
"254","2019-11-27 13:48:03-03","UFS","ASE","23236","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Eriocaulaceae","Tonina","fluviatilis","Tonina fluviatilis","Aubl.","Déda, RM; Amorim, BS; Chagas, MA; Costa-Lima, JL; Lourenço, AR; Santos, E","152","2012","04","17","Southern America","Brasil","Sergipe","Santa Luzia do Itanhy","RPPN Mata do Crasto","-37.425861","-11.382639",NA,"Erva com cerca de 30 cm. Com flores jovens.; Erva com cerca de 30 cm. Com flores jovens.; Mata Atlântica.","ASE0009964","ASE0009964",NA,NA,"Gomes, LA",NA,NA,NA,NA,"2012","06",NA,"-37.425861","-11.382639",NA,NA,NA,NA,NA,NA
"255","2019-11-27 13:48:03-03","UFS","ASE","7729","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Eriocaulaceae","Tonina","fluviatilis","Tonina fluviatilis","Aubl.","M. Alves; Amorim, A; Souza, G; S.Santana","2052","2000","06","15","Southern America","Brasil","Sergipe","Santa Luzia do Itanhy","Povoado do Castro, estrada em direção ao Distrito do Crasto. a 1Km, Faz. Do Sr. Jorge após o coqueiral - Mata do Fundão.","-37.406944","-11.350833",NA,"erva. Com ramos eretos e prostrados, inflroescência marrom (0-50MSM).; erva. Com ramos eretos e prostrados, inflroescência marrom (0-50MSM).; Mata de restinga (entrecortada por campos arenosos alagados","ASE0009919","ASE0009919",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-37.406944","-11.350833",NA,NA,NA,NA,NA,NA
"256","2019-11-27 13:48:03-03","UFS","ASE","41754","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Eriocaulaceae","Tonina","fluviatilis","Tonina fluviatilis","Aubl.","Almeida, TS; Fabricante, JR","12","2018","09","12","Southern America","Brasil","Sergipe","Areia Branca","PARNA Serra de Itabaiana, Serra Comprida, Riacho do Gato","-37.20357","-10.47142",NA,"Submersa fixa - 10 cm de altura. Inflorescência glomerulo de cor amarronzada presença de bracteas pilosas. Frutos do tipo infrutescência glomerulo de cor amarronzada. Folhas alternas cor abaxial e adaxial verde claro forma linear. Cau","ASE0043268",NA,"223","223","Almeida, TS",NA,NA,NA,NA,"2018","09","14","-37.20357","-10.47142",NA,NA,NA,NA,NA,NA
"257","2019-11-27 13:48:03-03","UFS","ASE","38517","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Eriocaulaceae","Tonina","fluviatilis","Tonina fluviatilis","Aubl.","Lopes, MT; Fabricante, JR","28","2016","11","18","Southern America","Brasil","Sergipe","Areia Branca","Riacho Água Fria, Parque Nacional Serra de Itabaia, Ambiente ripário, aberto e rupículo, com presença de serra pilheira.","-37.2103","-10.4516",NA,"Emergente. 40 cm. Flores de cor verde paleácea. Folhas dispostas em roseta de cor verde.; Mata Atlântica","ASE0039912",NA,NA,NA,"Lopes, MT",NA,NA,NA,NA,"2016","12","10","-37.2103","-10.4516",NA,NA,NA,NA,NA,NA
"258","2019-08-20 10:00:20-03","UNICAMP","UEC","27072","S","Plantae","Liliopsida",NA,"Eriocaulaceae","Tonina","fluviatilis","Tonina fluviatilis","Aubl.","Harley, RM; Mayo, SJ; Storr, RM; Santos, TS; Pinheiro, RS","17980","1977","01","16",NA,"Brazil","Bahia",NA,"Coastal Zone, Between Alcobaça and Prado, on the coast road 12 km N of Alcobaça. Mixed restinga with high forest, bushy areas, damp open ground and marsh.","-39.216667","-17.483333",NA,"Herb 30 cm, forming dense swards, with erect stems branched at base. Leaves grass green.&nf;Capitula with pale brown bracts and greenish-brown fruit.&nf;This plant growing in wet places in open restinga.","UEC048826","UEC048826",NA,NA,"Moldenke, HN",NA,NA,NA,NA,NA,NA,NA,"-39.216667","-17.483333",NA,NA,NA,NA,NA,NA
"259","2019-08-20 10:00:20-03","UNICAMP","UEC","16652","S","Plantae","Liliopsida",NA,"Eriocaulaceae","Tonina","fluviatilis","Tonina fluviatilis","Aubl.","Davis, PH; Coelho, DF","D.59964","1976","08","25",NA,"Brazil","Amazonas","Manaus","On white sand. Wet places with Xyris, Cyperaceae, etc.","-60.0250015258789","-3.10193991661072",NA,"Procumbent perennial.","UEC048825","UEC048825","100","100",NA,NA,NA,"138090","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"260","2021-03-01 16:19:48-03","UNICAMP","UEC","154138","S","Plantae","Liliopsida",NA,"Eriocaulaceae","Tonina","fluviatilis","Tonina fluviatilis","Aubl.","Barbosa, TDM; Cardozo, ND","10663","2010","03","02",NA,"Brazil","Roraima","Caracaraí","Parque Nacional do Viruá, Ponto de coleta 223 (Nallarett).","-61.128101348877","1.81611001491547",NA,"Flores verde-claras. Infrutescência castanho-escura.; Rio Viruá, Igapó, estrutura da vegetação florestada, altura do dossel 8 m, serrapilheira pouca, solo arenoso.","UEC007936","UEC007936",NA,NA,"Costa, SM",NA,NA,"365858","auto","2011","07",NA,NA,NA,NA,NA,NA,NA,NA,NA
"261","2020-04-22 16:26:29-03","UFPB","JPB","47653","PreservedSpecimen","Plantae","Angiosperma","Monocotyledon","Eriocaulaceae","Tonina","fluviatilis","Tonina fluviatilis","Aubl.","Melo, AV de; Pessoa, EM; Chagas, MA","666","2010","12","17","Southern America","Brasil","Pernambuco","Lagoa dos Gatos","RPPN Pedra D'Anta, Coletada próxima à sede da fazenda.","-35.855833","-8.693611",NA,"; DESC: Erva coletada à margem de um córrega d'água.","JPB0047653",NA,"552","552","Pessoa, EM",NA,NA,NA,NA,"2010","12","16","-35.855833","-8.693611",NA,NA,NA,NA,NA,NA
"262","2020-04-22 16:26:29-03","UFPB","JPB","50956","PreservedSpecimen","Plantae","Angiosperma","Monocotyledon","Eriocaulaceae","Tonina","fluviatilis","Tonina fluviatilis","Aubl.","Déda, RM; Amorim, BS; Chagas, MA; Costa-Lima, JL; Lourenço, AR; Santos, E","152","2012","04","17","Southern America","Brasil","Sergipe","Santa Luzia do Itanhy","RPPN Mata do Crasto","-37.425861","-11.382639",NA,"; HABITAT: Mata Atlântica.; DESC: Erva com cerca de 30 cm. Com flores jovens.","JPB0050956",NA,NA,NA,"Gomes, LA",NA,NA,NA,NA,"2012","06",NA,"-37.425861","-11.382639",NA,NA,NA,NA,NA,NA
"263","2020-04-22 16:26:29-03","UFPB","JPB","51540","PreservedSpecimen","Plantae","Angiosperma","Monocotyledon","Eriocaulaceae","Tonina","fluviatilis","Tonina fluviatilis","Aubl.","Thomas, WW; Ribeiro, AL; Ferreira, AP; Melo, DC","15758","2012","10","05","Southern America","Brasil","Pernambuco","Jaqueira","RPPN Frei Caneca, Frei Caneca Private Reserve (RPPN) of the Usina Fei Caneca, 9.4 km SE of Lagoa dos Gatos. From dam N towards the Pedra d'Antas Private Reserve","-35.841389","-8.713611",NA,"; HABITAT: Submontane moist forest.; DESC: In open seepage area; inflorescences old.","JPB0051540",NA,"620","725",NA,NA,NA,NA,NA,NA,NA,NA,"-35.841389","-8.713611",NA,NA,NA,NA,NA,NA
"264","2020-04-22 16:26:29-03","UFPB","JPB","52871","PreservedSpecimen","Plantae","Angiosperma","Monocotyledon","Eriocaulaceae","Tonina","fluviatilis","Tonina fluviatilis","Aubl.","Araújo, DA; Moreira, SN; Amorim, BS; Pessoa, EM; Costa-Lima, JL; Chagas, MA","2372","2013","01","29","Southern America","Brasil","Pernambuco","Jaqueira","Próximo ao açude do amarelo.","-35.843889","-8.719722",NA,"; DESC: Erva ereta, anfíbia. Espiguetas marrons.","JPB0052871",NA,"650","650","Moreira, SN",NA,NA,NA,NA,"2013","01","29","-35.843889","-8.719722",NA,NA,NA,NA,NA,NA
"265","2020-06-10 21:03:07-03","UFPB","JPB","8028","PreservedSpecimen","Plantae","Angiosperma","Monocotyledon","Eriocaulaceae","Tonina","fluviatilis","Tonina fluviatilis","Aubl.","Felix, LP; Santana, ES","JPB8028","1989","01","31","Southern America","Brasil","Paraíba","Rio Tinto",NA,"-35.080278","-6.803333",NA,"; DESC: Flores verdes",NA,NA,"11","11",NA,NA,NA,NA,NA,NA,NA,NA,"-35.080278","-6.803333",NA,NA,NA,NA,NA,NA
"266","2020-06-12 10:10:06-03","UFPB","JPB","9153","PreservedSpecimen","Plantae","Angiosperma","Monocotyledon","Eriocaulaceae","Tonina","fluviatilis","Tonina fluviatilis","Aubl.","Felix, LP; Santana, ES","2202","1989","08","31","Southern America","Brasil","Paraíba","Mamanguape",NA,"-35.125833","-6.838889",NA,"; DESC: Erva",NA,NA,"35","35",NA,NA,NA,NA,NA,NA,NA,NA,"-35.125833","-6.838889",NA,NA,NA,NA,NA,NA
"267","2020-04-22 16:26:29-03","UFPB","JPB","18866","PreservedSpecimen","Plantae","Angiosperma","Monocotyledon","Eriocaulaceae","Tonina","fluviatilis","Tonina fluviatilis","Aubl.","Moura, OT","795A","1992","09","10","Southern America","Brasil","Paraíba","João Pessoa","Mangabeira I, Terrestre. Beira de rio e riacho. Solo úmido.","-34.8630981445312","-7.11499977111816",NA,"; DESC: Herbáceo. Planta monoíca.",NA,NA,NA,NA,"Moura, OT",NA,NA,"15975","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"268","2020-10-12 19:26:01-03","UFPB","JPB","65409","PreservedSpecimen","Plantae","Angiosperma","Monocotyledon","Eriocaulaceae","Tonina","fluviatilis","Tonina fluviatilis","Aubl.","Coutinho, TS; Alves, M; Bazante, ML; Silva, CA; Silva, FP","116","2015","12","21","Southern America","Brasil","Pernambuco","Sirinhaém","Usina Trapiche, Mata Xanguá","-35.1161003112793","-8.59082984924316",NA,"; HABITAT: Mata Atlântica; DESC: Erva aquática, inflorescência alva","JPB0065409",NA,NA,NA,"Coutinho, TS",NA,NA,"20997","auto","2016","03","05",NA,NA,NA,NA,NA,NA,NA,NA
"269","2019-11-06 10:17:16-03","UFOP","OUPR","29560","PreservedSpecimen","Plantae",NA,NA,"Eriocaulaceae","Tonina","fluviatilis","Tonina fluviatilis","Aubl.","Echternacht, L.; Sano, P.T.; Trovó, M.L.O.; Rollim, I.M.; Silva, L.E.F. da & Picanço, W.L.","2681","2016","09","28",NA,"Brasil","Espírito Santo","Guarapari","Parque Estadual Paulo César Vinha, Entrada a partir da estrada ES-060 em direção a Guarapari, aproximadamente 5,5 km antes da sede do Parque.","-40.397778","-20.558333",NA,"Planta anfíbia, alguns indivíduos submersos, com caule mais alongado, outros na margem, com caule mais curto. População abundante localmente.; Na borda da Lagoa. Vegetação rasteira, ambiente aberto, solo arenoso orgânico escuro.",NA,NA,"2","2","Echternacht, L.; et al.",NA,NA,NA,NA,"2016","09","28","-40.397778","-20.558333",NA,NA,NA,NA,NA,NA
"270","2019-06-27 10:24:47-03","UFES","VIES","20489","S","Plantae",NA,NA,"Eriocaulaceae","Tonina","fluviatilis","Tonina fluviatilis","Aubl.","Fontana, A.P.; Kollmann, L.J.C.; Cunha, G.; Couto, D.R.; et al.","5332","2008","06","24",NA,"Brasil","Espírito Santo","Alegre","São João do Norte.","-41.5331001281738","-20.763599395752",NA,NA,"VIES020489","VIES020489","329","329","Fontana, A.P.",NA,NA,"26101","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"271","2019-07-05 19:08:27-03","UFES","VIES","42675","S","Plantae",NA,NA,"Eriocaulaceae","Tonina","fluviatilis","Tonina fluviatilis","Aubl.","Miranda, V.S.; Nepomuceno, A.; Pena, N. T.; Mendes, B. S.; Melo, B.N.; Drumont, L.","265","2019","02","07",NA,"Brasil","Espírito Santo","Conceição da Barra","Nascente. Flona do Rio Preto","-39.7322006225586","-18.5932998657227",NA,NA,"VIES042675","VIES042675",NA,NA,NA,NA,NA,"41644","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"272","2020-03-17 17:48:17-03","UFES","VIES","46789","S","Plantae",NA,NA,"Eriocaulaceae","Tonina","fluviatilis","Tonina fluviatilis","Aubl.","Nichio-Amaral, R.; Alves-Araújo, A.; Nepomuceno, A.; Miranda, V.S.; Sossai, B.G.; Dutra, S.C.","1098","2019","12","16",NA,"Brasil","Espírito Santo","Conceição da Barra","Região extremo sul. Floresta Nacional do Rio Preto","-39.833611","-18.435",NA,NA,"VIES046789","VIES046789",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39º50'1''W","18º26'6''S",NA,NA,NA,NA,NA,NA
"273","2020-12-22 16:05:54-03","UFES","VIES","47785","S","Plantae",NA,NA,"Eriocaulaceae","Tonina","fluviatilis","Tonina fluviatilis","Aubl.","Nichio-Amaral, R.; Miranda, V.S.; Nepomuceno, A.; Sossai, B.G.","283","2018","10","23",NA,"Brasil","Espírito Santo","Linhares","Lagoa do Limão - Ponto 18.","-40.378056","-19.557222",NA,NA,"VIES047785",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"40º22'41''W","19º33'26''S",NA,NA,NA,NA,NA,NA
"274","2020-12-22 16:05:54-03","UFES","VIES","47964","S","Plantae",NA,NA,"Eriocaulaceae","Tonina","fluviatilis","Tonina fluviatilis","Aubl.","Nichio-Amaral, R.; Miranda, V.S.; Nepomuceno, A.; Sossai, B.G.","525","2019","01","17",NA,"Brasil","Espírito Santo","Linhares","Areão - Ponto 23.","-39.843056","-19.571389",NA,NA,"VIES047964",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39º50'35''W","19º34'17''S",NA,NA,NA,NA,NA,NA
"275","2020-12-22 16:05:54-03","UFES","VIES","48212","S","Plantae",NA,NA,"Eriocaulaceae","Tonina","fluviatilis","Tonina fluviatilis","Aubl.","Sossai, B.G.; Miranda, V.S.; Nepomuceno, A.; Nichio-Amaral, R.","417","2019","03","19",NA,"Brasil","Espírito Santo","Linhares","Lagoa Areão - Ponto 23 MO.","-39.843056","-19.571389",NA,NA,"VIES048212",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39º50'35''W","19º34'17''S",NA,NA,NA,NA,NA,NA
"276","2021-02-23 17:06:12-03","UFES","VIES","48989","S","Plantae",NA,NA,"Eriocaulaceae","Tonina","fluviatilis","Tonina fluviatilis","Aubl.","Silva, H.L.; Calazans, L.S.B; Lieven, L.J; Valadares, R.T.","153","2018","11","03",NA,"Brasil","Espírito Santo","Santa Teresa","Valsugana Velha, Mata da Chave Inglesa.","-40.590833","-19.973333",NA,NA,"VIES048989",NA,NA,NA,"Valadares, R.T.",NA,NA,NA,NA,"2019","12","12","40º35'27''W","19º58'24''S",NA,NA,NA,NA,NA,NA
"277","2019-06-27 10:24:47-03","UFES","VIES","15952","S","Plantae",NA,NA,"Eriocaulaceae","Tonina","fluviatilis","Tonina fluviatilis","Aubl.","Gomes, J.M.L.","2924","2006","10","28",NA,"Brasil","Bahia","Caravelas",NA,"-39.2658004760742","-17.7318992614746",NA,NA,"VIES015952","VIES015952",NA,NA,"Gomes, J.M.L.",NA,NA,"106553","auto","2006",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"278","2019-06-27 10:24:47-03","UFES","VIES","4252","S","Plantae",NA,NA,"Eriocaulaceae","Tonina","fluviatilis","Tonina fluviatilis","Aubl.","Gomes, J.M.L.","1008","1990","04","18",NA,"Brasil","Espírito Santo","Guarapari","Parque Estadual Paulo César Vinha.","-40.5110015869141","-20.6580009460449",NA,NA,"VIES004252","VIES004252",NA,NA,"Gomes, J.M.L.",NA,NA,"28401","auto","1990",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
