"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","imagecode","class","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","individualCount","fieldNumber"
"15","2021-03-15 16:37:00-03","NY","NYBG","4026584","PreservedSpecimen","Plantae","Thelypteridaceae","Thelypteris","angustifolia","Thelypteris angustifolia","J. G. Graham","719","2000","02","07","South America","Peru","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4335056' target='other'> <mi>dwc_moreinfo</mi></a>","NY04026584","Pteridophyta","Polypodiales","(Willd.) Proctor",NA,"Ucayali","Purús","Distrito Purús. Rio Curanja, cerca la comunidad nativa de Colombiana","-71.1","-10.07","250",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","482507","PreservedSpecimen","Plantae","Thelypteridaceae","Thelypteris","angustifolia","Thelypteris angustifolia","M. Silveira","1299","1996","05","08","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=363137' target='other'> <mi>dwc_moreinfo</mi></a>","NY00482507","Pteridophyta","Polypodiales","(Willd.) Proctor","R. C. Moran","Acre","Mâncio Lima","Bacia do Alto Juruá, Rio Moa, Parque Nacional da Serra do Divisor.","-73.7242","-7.5144",NA,NA,"NY00482507_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","920322","PreservedSpecimen","Plantae","Thelypteridaceae","Thelypteris","angustifolia","Thelypteris angustifolia","H. S. Irwin","25402","1970","01","25","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=988308' target='other'> <mi>dwc_moreinfo</mi></a>","NY00920322","Pteridophyta","Polypodiales","(Willd.) Proctor","J. T. Mickel; S. R. Hill","Goiás","Catalão","Contraforte Central, ca. 24 km N.E. of Catalão","-47.78961","-18.01337","875","875","NY00920322_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","4026580","PreservedSpecimen","Plantae","Thelypteridaceae","Thelypteris","angustifolia","Thelypteris angustifolia","W. D. Rodríguez-Duque","4529","2004","01","22","South America","Colombia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4335052' target='other'> <mi>dwc_moreinfo</mi></a>","NY04026580","Pteridophyta","Polypodiales","(Willd.) Proctor",NA,"Antioquia",NA,"Mpio: Anorí. Vereda Madre Seca, quebrada Pilones, sector Juanico.","-75.05","7.28339","610",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","03230899","PreservedSpecimen","Plantae","Thelypteridaceae","Thelypteris","angustifolia","Thelypteris angustifolia","Y. E. J. Mexia","6167","1931","11","25","South America","Peru","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3597484' target='other'> <mi>dwc_moreinfo</mi></a>","NY03230899","Pteridophyta","Polypodiales","(Willd.) Proctor",NA,"Loreto",NA,"Above Pongo de Manseriche. Right bank of Río Santiago.",NA,NA,"200","200","NY03230899_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","230059","PreservedSpecimen","Plantae","Thelypteridaceae","Thelypteris","angustifolia","Thelypteris angustifolia","D. C. Daly","8921","1996","05","07","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=363135' target='other'> <mi>dwc_moreinfo</mi></a>","NY00230059","Pteridophyta","Polypodiales","(Willd.) Proctor","R. C. Moran","Acre","Mâncio Lima","Parque Nacional Serra do Divisor, Serra do Moa, Hunting trail leading from Boca da Serra to Igarapé Anil (= Ig. República).","-73.675","-7.3583",NA,NA,"NY00230059_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","4026570","PreservedSpecimen","Plantae","Thelypteridaceae","Thelypteris","angustifolia","Thelypteris angustifolia","H. H. Smith","1053","1899","05",NA,"South America","Colombia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4335042' target='other'> <mi>dwc_moreinfo</mi></a>","NY04026570","Pteridophyta","Polypodiales","(Willd.) Proctor",NA,NA,NA,"Santa Marta. Cacagualito.",NA,NA,"457",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","4026568","PreservedSpecimen","Plantae","Thelypteridaceae","Thelypteris","angustifolia","Thelypteris angustifolia","M. T. Murillo-Pulido","376","1961","10","04","South America","Colombia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4335040' target='other'> <mi>dwc_moreinfo</mi></a>","NY04026568","Pteridophyta","Polypodiales","(Willd.) Proctor",NA,"Cundinamarca",NA,"Pueblo Nuevo; cabeceras del río Paguey.",NA,NA,"900","980",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","4026588","PreservedSpecimen","Plantae","Thelypteridaceae","Thelypteris","angustifolia","Thelypteris angustifolia","P. C. D. Cazalet","7735","1962","02","09","South America","Ecuador","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4335060' target='other'> <mi>dwc_moreinfo</mi></a>","NY04026588","Pteridophyta","Polypodiales","(Willd.) Proctor",NA,NA,NA,"Santiago-Zamora. Taisha. Banks of R. Guaguayme.",NA,NA,"457",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","920318","PreservedSpecimen","Plantae","Thelypteridaceae","Thelypteris","angustifolia","Thelypteris angustifolia","B. M. T. Walter","4354","1999","06","24","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=988293' target='other'> <mi>dwc_moreinfo</mi></a>","NY00920318","Pteridophyta","Polypodiales","(Willd.) Proctor","R. C. Moran","Goiás","Colinas do Sul","Estrada Colinas - Serra da Mesa, 41 Km de Coinas, cerca de 7 Km após Vila Borba. Área de influência do AHE Serra da Mesa.","-48.0783","-14.1514","650","650","NY00920318_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","4026590","PreservedSpecimen","Plantae","Thelypteridaceae","Thelypteris","angustifolia","Thelypteris angustifolia","J. Brandbyge","32067","1980","06","19","South America","Ecuador","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4335062' target='other'> <mi>dwc_moreinfo</mi></a>","NY04026590","Pteridophyta","Polypodiales","(Willd.) Proctor",NA,"Morona-Santiago",NA,"Taisha. Río Guambime.","-77.5","-2.38","400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","4026573","PreservedSpecimen","Plantae","Thelypteridaceae","Thelypteris","angustifolia","Thelypteris angustifolia","M. R. McCarthy","170","2011","07","26","South America","Ecuador","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4335045' target='other'> <mi>dwc_moreinfo</mi></a>","NY04026573","Pteridophyta","Polypodiales","(Willd.) Proctor",NA,"Morona-Santiago",NA,"Pastaza bridge. On border of Pastaza/Morona-Santiago, along Puyo Macas road. On hiking trail on the Morona side of the Rio Pastaza bridge.","-77.822864","-1.920601","656",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","674430","PreservedSpecimen","Plantae","Thelypteridaceae","Thelypteris","angustifolia","Thelypteris angustifolia","D. C. Daly","10196","2000","11","27","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=28103' target='other'> <mi>dwc_moreinfo</mi></a>","NY00674430","Pteridophyta","Polypodiales","(Willd.) Proctor","R. C. Moran","Acre","Marechal Thaumaturgo","Basin of Rio Juruá, Rio Tejo, between Rio Bagé and confluence with Rio Juruá.","-72.56375","-8.93597",NA,NA,"NY00674430_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","04071051","PreservedSpecimen","Plantae","Thelypteridaceae","Thelypteris","angustifolia","Thelypteris angustifolia","D. Cárdenas-López","46092","2016","03","14","South America","Colombia","Sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3208154' target='other'> <mi>dwc_moreinfo</mi></a>","NY04071051","Pteridophyta","Polypodiales","(Willd.) Proctor",NA,"Caquetá","Belén de Los Andaquíes","Camino Andaquí vía que comunica el municipio de Acevedo con Belén, quebrada las verdes, vegetación a orilla quebrada","-75.906056","1.631278","700","850","NY04071051_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","920321","PreservedSpecimen","Plantae","Thelypteridaceae","Thelypteris","angustifolia","Thelypteris angustifolia","W. R. Anderson","9952","1973","05","09","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=988305' target='other'> <mi>dwc_moreinfo</mi></a>","NY00920321","Pteridophyta","Polypodiales","(Willd.) Proctor","A. R. Smith","Goiás","Goiás","Serra Dourada, ca. 17 km (straight line) S of Goiás Velho, ca. 6 km NE of Mossamedes; mesophytic woods along stream at base of east side of serra.","-50.1333","-16.0869","750","750","NY00920321_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","920323","PreservedSpecimen","Plantae","Thelypteridaceae","Thelypteris","angustifolia","Thelypteris angustifolia","H. S. Irwin","11943a","1966","01","21","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=988312' target='other'> <mi>dwc_moreinfo</mi></a>","NY00920323","Pteridophyta","Polypodiales","(Willd.) Proctor","J. T. Mickel","Goiás","Mossâmedes","Serra Dourada, lower slopes of Serra Dourada, ca. 30 km S. of Goiás Velho","-49.85311","-15.9333","650","650","NY00920323_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","920320","PreservedSpecimen","Plantae","Thelypteridaceae","Thelypteris","angustifolia","Thelypteris angustifolia","A. P. Duarte","3041","1950","08","31","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=988301' target='other'> <mi>dwc_moreinfo</mi></a>","NY00920320","Pteridophyta","Polypodiales","(Willd.) Proctor","A. Salino","Minas Gerais","Patos de Minas",NA,"-46.5181","-18.5792","700","700","NY00920320_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","4026585","PreservedSpecimen","Plantae","Thelypteridaceae","Thelypteris","angustifolia","Thelypteris angustifolia","J. M. Schunke-Vigo","4665","1971","01","17","South America","Peru","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4335057' target='other'> <mi>dwc_moreinfo</mi></a>","NY04026585","Pteridophyta","Polypodiales","(Willd.) Proctor",NA,"San Martín","Mariscal Cáceres","Puerto Pizana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","4026569","PreservedSpecimen","Plantae","Thelypteridaceae","Thelypteris","angustifolia","Thelypteris angustifolia","F. W. Pennell","8583","1922","07","23","South America","Colombia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4335041' target='other'> <mi>dwc_moreinfo</mi></a>","NY04026569","Pteridophyta","Polypodiales","(Willd.) Proctor",NA,NA,NA,"Department of El Valle. Rio Agua Bonita to Rio Vieja, east of Zarzal. Cauca Valley.",NA,NA,"1100","1300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","4026587","PreservedSpecimen","Plantae","Thelypteridaceae","Thelypteris","angustifolia","Thelypteris angustifolia","H. G. Barclay","4842","1957","08","13","South America","Ecuador","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4335059' target='other'> <mi>dwc_moreinfo</mi></a>","NY04026587","Pteridophyta","Polypodiales","(Willd.) Proctor",NA,NA,NA,"Shell Mera, Pastaza River, selva.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","4026572","PreservedSpecimen","Plantae","Thelypteridaceae","Thelypteris","angustifolia","Thelypteris angustifolia","F. W. Pennell","8538","1922","07","22","South America","Colombia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4335044' target='other'> <mi>dwc_moreinfo</mi></a>","NY04026572","Pteridophyta","Polypodiales","(Willd.) Proctor",NA,NA,NA,"Department of El Valle. Cuchilla, east of Zarzal. Cauca Valley.",NA,NA,"1100","1400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","4026565","PreservedSpecimen","Plantae","Thelypteridaceae","Thelypteris","angustifolia","Thelypteris angustifolia","S. P. Churchill","18315","1991","05","20","South America","Colombia","sheet",NA,"[1° 14-16' N, 78° 1-3' W] <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4335037' target='other'> <mi>dwc_moreinfo</mi></a>","NY04026565","Pteridophyta","Polypodiales","(Willd.) Proctor",NA,"Nariño",NA,"Municipio de Ricaurte, Corregimiento de Altaquer. Sitio 13-16 kms oeste de Ricaurte.","-78.033","1.25","1045","1175",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","04026558","PreservedSpecimen","Plantae","Thelypteridaceae","Thelypteris","angustifolia","Thelypteris angustifolia","A. F. Fuentes","358","2002","02","04","South America","Bolivia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4335030' target='other'> <mi>dwc_moreinfo</mi></a>","NY04026558","Pteridophyta","Polypodiales","(Willd.) Proctor",NA,"La Paz","Franz Tamayo","Parque Madidi, orilla izquierda del Río Quendeque, al frente de la embocadura del Río Pascual","-67.8319","-14.97","350",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-04-05 09:59:30-03","UNESP-IBILCE","SJRP-PTERIDOPHYTA","07957","S","Plantae","Thelypteridaceae","Thelypteris","angustifolia","Thelypteris angustifolia","Rodrigues Jr., C.E.","373","1992","12","19","América do Sul","Brasil",NA,NA,"GEOGRAFIA: região acidentada com afloramentos rochosos;",NA,"Tracheophyta","Polypodiales",NA,"A. Salino","Mato Grosso","Alto Garça","62 km sentido Diamantino",NA,NA,NA,NA,NA,"Polypodiopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-04-05 09:59:30-03","UNESP-IBILCE","SJRP-PTERIDOPHYTA","07952","S","Plantae","Thelypteridaceae","Thelypteris","angustifolia","Thelypteris angustifolia","Rodrigues Jr., C.E.","351","1992","12","19","América do Sul","Brasil",NA,NA,"GEOGRAFIA: região acidentada com afloramentos rochosos;",NA,"Tracheophyta","Polypodiales",NA,"M.M. Ponce","Mato Grosso","Alto Garça","62 km sentido Diamantino",NA,NA,NA,NA,NA,"Polypodiopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-04-05 09:59:30-03","UNESP-IBILCE","SJRP-PTERIDOPHYTA","11284","S","Plantae","Thelypteridaceae","Thelypteris","angustifolia","Thelypteris angustifolia","M.R. Pietrobom-Silva","2482","1995","11","11","América do Sul","Brasil",NA,NA,"GEOGRAFIA: região de cerrado, mata seca semi decídua;",NA,"Tracheophyta","Polypodiales",NA,"M.R. Pietrobom-Silva","Mato Grosso do Sul","Cassilândia","46 km sentido Inocência","-51.7341995239258","-19.1133003234863",NA,NA,NA,"Polypodiopsida","87985","auto",NA,NA,NA,NA,NA,NA,NA
"41","2021-04-05 09:59:30-03","UNESP-IBILCE","SJRP-PTERIDOPHYTA","15337","S","Plantae","Thelypteridaceae","Thelypteris","angustifolia","Thelypteris angustifolia","Rodrigues Jr., C.E.","616","1993","09","06","América do Sul","Brasil",NA,NA,"GEOGRAFIA: região de cerrado;",NA,"Tracheophyta","Polypodiales",NA,"M.R. Pietrobom-Silva","Mato Grosso do Sul","Pedro Gomes","sentido Buriti","-54.5518989562988","-18.1005992889404",NA,NA,NA,"Polypodiopsida","93377","auto",NA,NA,NA,NA,NA,NA,NA
"42","2021-04-05 09:59:30-03","UNESP-IBILCE","SJRP-PTERIDOPHYTA","15338","S","Plantae","Thelypteridaceae","Thelypteris","angustifolia","Thelypteris angustifolia","Rodrigues Jr., C.E.","751","1994","02","23","América do Sul","Brasil",NA,NA,"GEOGRAFIA: região de cerrado, mata seca semi decídua;",NA,"Tracheophyta","Polypodiales",NA,"M.R. Pietrobom-Silva","Mato Grosso do Sul","Rio Verde de Mato Grosso","cachoeira Anhumas","-54.8442001342773","-18.9181003570557",NA,NA,NA,"Polypodiopsida","87429","auto",NA,NA,NA,NA,NA,NA,NA
"43","2021-04-05 09:59:30-03","UNESP-IBILCE","SJRP-PTERIDOPHYTA","09450","S","Plantae","Thelypteridaceae","Thelypteris","angustifolia","Thelypteris angustifolia","M.R. Pietrobom-Silva","1268","1994","02","23","América do Sul","Brasil",NA,NA,"GEOGRAFIA: região de cerrado;",NA,"Tracheophyta","Polypodiales",NA,"M. Ponce","Mato Grosso do Sul","Rio Verde de Mato Grosso","cachoeira do cervo","-54.8442001342773","-18.9181003570557",NA,NA,NA,"Polypodiopsida","87429","auto",NA,NA,NA,NA,NA,NA,NA
"44","2021-04-05 09:59:30-03","UNESP-IBILCE","SJRP-PTERIDOPHYTA","21258","S","Plantae","Thelypteridaceae","Thelypteris","angustifolia","Thelypteris angustifolia","I.M. Assis","001","1999","10","30","América do Sul","Brasil",NA,NA,"GEOGRAFIA: na beira de um riacho com alta luminosidade;",NA,"Tracheophyta","Polypodiales",NA,"M.R. Pietrobom-Silva","Minas Gerais","Ibiraci","hotel fazenda fagundes","-47.122200012207","-20.4622001647949",NA,NA,NA,"Polypodiopsida","29018","auto",NA,NA,NA,NA,NA,NA,NA
