"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","infraspecificEpithet","typeStatus","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","class","order","dayIdentified","individualCount","fieldNumber","relatedCatalogItem","previousCatalogNumber","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","1833299","PreservedSpecimen","Plantae","Bryophyta","Sphagnaceae","Sphagnum","aciphyllum","Sphagnum aciphyllum","Müll.Hal.",NA,"D. H. Vitt","21484","1977","09","14","South America","Brazil","Rio de Janeiro",NA,"Parque Nacional de Itatiaia. Pico das Agulhas Negras, N of Engo Passos and 17.5 km NE of Uniao.","-44.68","-22.38","2300",NA,"packeted","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2040467' target='other'> <mi>dwc_moreinfo</mi></a>","NY01833299",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","02331334","PreservedSpecimen","Plantae","Bryophyta","Sphagnaceae","Sphagnum","aciphyllum","Sphagnum aciphyllum","Müll.Hal.","H. A. Crum","W. R. Buck","27048","1994","10","31","South America","Brazil","Minas Gerais",NA,"Parque Nacional do Caparaó, along trail from Tronqueira to Terreirao, along Rio José Pedro","-41.73","-20.43","1970","2350","packeted","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2516278' target='other'> <mi>dwc_moreinfo</mi></a>","NY02331334",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","1833300","PreservedSpecimen","Plantae","Bryophyta","Sphagnaceae","Sphagnum","aciphyllum","Sphagnum aciphyllum","Müll.Hal.",NA,"D. H. Vitt","21507","1977","09","14","South America","Brazil","Rio de Janeiro",NA,"Parque Nacional de Itatiaia. Pico das Agulhas Negras, N of Engo Passos and 16.8 km NE of Uniao.","-44.68","-22.38","2300",NA,"packeted","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2040468' target='other'> <mi>dwc_moreinfo</mi></a>","NY01833300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","1833302","PreservedSpecimen","Plantae","Bryophyta","Sphagnaceae","Sphagnum","aciphyllum","Sphagnum aciphyllum","Müll.Hal.",NA,"D. H. Vitt","21542","1977","09","14","South America","Brazil","Rio de Janeiro",NA,"Parque National de Itatiaia. Pico das Agulhas Negras, N of Engo Passos and 16.2 km NE of Uniao.","-44.68","-22.38","2350",NA,"packeted","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2040470' target='other'> <mi>dwc_moreinfo</mi></a>","NY01833302",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","02331333","PreservedSpecimen","Plantae","Bryophyta","Sphagnaceae","Sphagnum","aciphyllum","Sphagnum aciphyllum","Müll.Hal.","H. A. Crum","W. R. Buck","27076","1994","10","31","South America","Brazil","Minas Gerais",NA,"Parque Nacional do Caparaó, along trail from Tronqueira to Terreirao, along Rio José Pedro","-41.73","-20.43","1970","2350","packeted","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2516275' target='other'> <mi>dwc_moreinfo</mi></a>","NY02331333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","1102633","PreservedSpecimen","Plantae","Bryophyta","Sphagnaceae","Sphagnum","itatiaiae","Sphagnum itatiaiae","Müll.Hal. & Warnst. ex Warnst.","H. A. Crum","D. M. Vital","12335","1984","09","26","South America","Brazil","Rio Grande do Sul","Cambará do Sul","Parque Nacional de Aparados da Serra, near Itaimbézinho (= Tambézinho)","-50.08","-29.13","1000","1000","packeted","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1238913' target='other'> <mi>dwc_moreinfo</mi></a>","NY01102633",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","1102632","PreservedSpecimen","Plantae","Bryophyta","Sphagnaceae","Sphagnum","itatiaiae","Sphagnum itatiaiae","Müll.Hal. & Warnst. ex Warnst.","H. A. Crum","D. M. Vital","11780","1984","09","16","South America","Brazil","Minas Gerais","Caparaó Novo","Parque Nacional do Caparaó, along trail to Pico da Bandeira from Tronqueira to Terreirão, along Rio José Preto","-41.73","-20.43","1970","2350","packeted","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1238912' target='other'> <mi>dwc_moreinfo</mi></a>","NY01102632",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","226882","PreservedSpecimen","Plantae","Bryophyta","Sphagnaceae","Sphagnum","mosenii","Sphagnum mosenii","Warnst.",NA,"C. W. Mosén","24","1875","02","10","South America","Brazil","São Paulo","Sao Vicente","S. Vicente","-46.3897","-23.96",NA,NA,"packeted","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=149662' target='other'> <mi>dwc_moreinfo</mi></a>","NY00226882","NY00226882_01",NA,"isotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","1834047","PreservedSpecimen","Plantae","Bryophyta","Sphagnaceae","Sphagnum","oxyphyllum","Sphagnum oxyphyllum","Warnst.","H. A. Crum","D. J. N. Hind","H50081","1992","01","18","South America","Brazil","Bahia","Abaíra","Campo de Ouro Fino (baixo).","-41.9","13.25","1600","1700","packeted","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2097622' target='other'> <mi>dwc_moreinfo</mi></a>","NY01834047","NY01834047_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2016-09-30 20:53:00-03","NY","NYBG","02446511","PreservedSpecimen","Plantae","Bryophyta","Sphagnaceae","Sphagnum","oxyphyllum","Sphagnum oxyphyllum",NA,NA,"P. E. A. S. Câmara","3320","2013","11","19","South America","Brazil","Minas Gerais","Espera Feliz","Parque Nacional do Caparaó, região de Pedra Menina, estrada entre a portaria e a Macieira","-41.8217","-20.4906","1648",NA,"packeted","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2615327' target='other'> <mi>dwc_moreinfo</mi></a>","NY02446511",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","1834034","PreservedSpecimen","Plantae","Bryophyta","Sphagnaceae","Sphagnum","oxyphyllum","Sphagnum oxyphyllum","Warnst.","H. A. Crum","Collector unspecified","s.n.","1925","11","16","South America","Peru",NA,NA,"Cerro Cahuapana.",NA,NA,"1524",NA,"packeted","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2097609' target='other'> <mi>dwc_moreinfo</mi></a>","NY01834034",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","1834038","PreservedSpecimen","Plantae","Bryophyta","Sphagnaceae","Sphagnum","oxyphyllum","Sphagnum oxyphyllum","Warnst.","D. G. Griffin","A. M. Cleef","9229","1973","03","31","South America","Colombia","Boyacá",NA,"Vado Hondo. Fondo del valle del Rio Cusiana, 1 km E de Vado Hondo.",NA,NA,"2880",NA,"packeted","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2097613' target='other'> <mi>dwc_moreinfo</mi></a>","NY01834038","NY01834038_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","1834036","PreservedSpecimen","Plantae","Bryophyta","Sphagnaceae","Sphagnum","oxyphyllum","Sphagnum oxyphyllum","Warnst.",NA,"A. Sagástegui A.","7463","1970","05","07","South America","Peru","Amazonas","Chachapoyas","Jalca de Calla-Calla.",NA,NA,"3100",NA,"packeted","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2097611' target='other'> <mi>dwc_moreinfo</mi></a>","NY01834036","NY01834036_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","1834052","PreservedSpecimen","Plantae","Bryophyta","Sphagnaceae","Sphagnum","oxyphyllum","Sphagnum oxyphyllum","Warnst.",NA,"S. A. Mori","12691","1979","07","27","South America","Brazil","Bahia","Mucujê","10-15 km ao NW de Mucuje, na estrada para Andarai.","-41.33","-12.95","1000",NA,"packeted","[Invalid Lat.: 12 57E.] <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2097627' target='other'> <mi>dwc_moreinfo</mi></a>","NY01834052",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","1834037","PreservedSpecimen","Plantae","Bryophyta","Sphagnaceae","Sphagnum","oxyphyllum","Sphagnum oxyphyllum","Warnst.","C. B. McQueen","K. D. Phelps","70b","1947","03","01","South America","Venezuela","Amazonas",NA,"Cerro Javi.",NA,NA,"1850","2300","packeted","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2097612' target='other'> <mi>dwc_moreinfo</mi></a>","NY01834037","NY01834037_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","1834035","PreservedSpecimen","Plantae","Bryophyta","Sphagnaceae","Sphagnum","oxyphyllum","Sphagnum oxyphyllum","Warnst.",NA,"B. Maguire","40670A","1955","02","10","South America","Guyana",NA,NA,"Mt. Ayanganna, Pakaraima Mountains. In forest at Chi-Chi Landing.",NA,NA,"1000",NA,"packeted","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2097610' target='other'> <mi>dwc_moreinfo</mi></a>","NY01834035","NY01834035_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","1834042","PreservedSpecimen","Plantae","Bryophyta","Sphagnaceae","Sphagnum","oxyphyllum","Sphagnum oxyphyllum","Warnst.","H. A. Crum","B. M. Boom","1192","1981","06","13","South America","Brazil","Bahia","Lençóis","vicinity of Lencois, on trail to Barro Branco, ca. 5 km N of Lencois.","-41.3899993896484","-12.563099861145",NA,NA,"packeted","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2097617' target='other'> <mi>dwc_moreinfo</mi></a>","NY01834042",NA,NA,NA,"47385","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","1834048","PreservedSpecimen","Plantae","Bryophyta","Sphagnaceae","Sphagnum","oxyphyllum","Sphagnum oxyphyllum","Warnst.",NA,"E. H. G. Ule","s.n.","1894","02",NA,"South America","Brazil",NA,NA,"Serra do Itatiaia.",NA,NA,"2100",NA,"packeted","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2097623' target='other'> <mi>dwc_moreinfo</mi></a>","NY01834048","NY01834048_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","1834046","PreservedSpecimen","Plantae","Bryophyta","Sphagnaceae","Sphagnum","oxyphyllum","Sphagnum oxyphyllum","Warnst.",NA,"D. J. N. Hind","H50969","1992","01","27","South America","Brazil","Bahia","Abaíra","Serra ao sul do Riacho da Taquara","-41.92","13.25","1800","1900","packeted","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2097621' target='other'> <mi>dwc_moreinfo</mi></a>","NY01834046",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","1834030","PreservedSpecimen","Plantae","Bryophyta","Sphagnaceae","Sphagnum","oxyphyllum","Sphagnum oxyphyllum","Warnst.","R. E. Andrus","W. D. Reese","16135","1983","04","25","South America","Brazil","Pará",NA,"Serra do Cachimbo. Base Aerea do Cachimbo and vicinity; km 780-820 on Cuiaba-Santarem highway (BR 163); ca. 20 km N of border of Mato Grosso.","-54.9","-9.37","430","480","packeted","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2097605' target='other'> <mi>dwc_moreinfo</mi></a>","NY01834030",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","1834051","PreservedSpecimen","Plantae","Bryophyta","Sphagnaceae","Sphagnum","oxyphyllum","Sphagnum oxyphyllum","Warnst.",NA,"D. H. Vitt","21585","1977","09","14","South America","Brazil","Rio de Janeiro",NA,"Parque Nacional de Itatiaia. Pico das Agulhas Negras. N of Engo Passos and 10.4 km NE of Uniao.","-44","-22","2230",NA,"packeted","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2097626' target='other'> <mi>dwc_moreinfo</mi></a>","NY01834051",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","1834050","PreservedSpecimen","Plantae","Bryophyta","Sphagnaceae","Sphagnum","oxyphyllum","Sphagnum oxyphyllum","Warnst.",NA,"D. H. Vitt","21575","1977","09","14","South America","Brazil","Rio de Janeiro",NA,"Parque Nacional de Itatiaia. Pico das Agulhas Negras. N of Engo Passos and 12.4 km NE of Uniao.","-44","-22","2320",NA,"packeted","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2097625' target='other'> <mi>dwc_moreinfo</mi></a>","NY01834050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","226942","PreservedSpecimen","Plantae","Bryophyta","Sphagnaceae","Sphagnum","triporosum","Sphagnum triporosum","H.A.Crum",NA,"J.-P. Frahm","1834","1977","07","24","South America","Brazil","Rio de Janeiro",NA,"Parque Nacional Itatiaia, Agulhas Negras","-44.658333","-22.384444","2300","2800","packeted","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=110792' target='other'> <mi>dwc_moreinfo</mi></a>","NY00226942","NY00226942_01",NA,"isotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2019-12-12 15:31:34-03","UFABC","HUFABC","001702","PreservedSpecimen","Plantae",NA,"Sphagnaceae","Sphagnum","aciphyllum","Sphagnum aciphyllum","Müll. Hal.","Peralta, DF","Yano, O; Marcelli, MP","17605","1992","11","08",NA,"Brasil","São Paulo","Praia Grande","lado direito do Palácio São Francisco de Assis","-46.241","-24.0021",NA,NA,NA,"No solo humoso da restinga","HUFABC001702",NA,NA,NA,NA,NA,"2017","08","-46.241","-24.0021",NA,NA,NA,NA,NA,NA,NA,NA
"35","2019-12-12 15:31:34-03","UFABC","HUFABC","001444","PreservedSpecimen","Plantae",NA,"Sphagnaceae","Sphagnum","aciphyllum","Sphagnum aciphyllum","Müll. Hal.","Peralta, DF","Yano, O; Santos, DP; Pirani, JR","5201","1983","01","12",NA,"Brasil","São Paulo","Itaberá","ribeirão Lageado da Vaca","-49.0814","-23.5143","651","651",NA,"nos paredões escorrendo água na margem do ribeirãozinho","HUFABC001444",NA,NA,NA,NA,NA,"2015","12","-49.0814","-23.5143",NA,NA,NA,NA,NA,NA,NA,NA
"36","2019-12-12 15:31:34-03","UFABC","HUFABC","001746","PreservedSpecimen","Plantae",NA,"Sphagnaceae","Sphagnum","aciphyllum","Sphagnum aciphyllum","Müll. Hal.","Peralta, DF","Yano, O; et al.","19014","1993","05","01",NA,"Brasil","Minas Gerais","Itamonte","Parque Nacional do Itatiaia","-44.5212","-22.1702",NA,NA,NA,"No barranco úmido do paredão","HUFABC001746",NA,NA,NA,NA,NA,"2017","08","-44.5212","-22.1702",NA,NA,NA,NA,NA,NA,NA,NA
"37","2019-12-12 15:31:34-03","UFABC","HUFABC","001481","PreservedSpecimen","Plantae",NA,"Sphagnaceae","Sphagnum","oxyphyllum","Sphagnum oxyphyllum","Warnst.",NA,"Yano, O; Lopes, EA; Porto, KC","7792","1983","07","16",NA,"Brasil","São Paulo","São Luiz do Paraitinga","estrada SP 125 velha, 2km antes da SP125 nova","-45.1836","-23.1318","740","740",NA,"No barranco úmido formando tapetes junto da estrada","HUFABC001481",NA,NA,NA,NA,NA,NA,NA,"-45.1836","-23.1318",NA,NA,NA,NA,NA,NA,NA,NA
"38","2015-04-08 06:31:50-03","MICH","MICH","533512","PreservedSpecimen","Plantae","Bryophyta","Sphagnaceae","Sphagnum","aciphyllum","Sphagnum aciphyllum","Müll. Hal.","H. Crum","W.R. Buck","27035","1994","10","31",NA,"Brazil","Minas Gerais",NA,"Parque Nacional do Caparaó, along trail from Tronqueira to Terreirão.",NA,NA,"1970","2350",NA,"Variant form",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sphagnopsida","Sphagnales",NA,NA,NA,NA,NA,NA
"39","2015-04-08 06:31:50-03","MICH","MICH","533486","PreservedSpecimen","Plantae","Bryophyta","Sphagnaceae","Sphagnum","aciphyllum","Sphagnum aciphyllum","Müll. Hal.","H. Crum","D. H. Vitt","21542","1977","9","14",NA,"Brazil","Rio de Janeiro",NA,"Parque National de Itatiaia. Pico das Agulhas Negras. N of Engo Passos and 16.2 km NE of Uniao.",NA,NA,"2350",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sphagnopsida","Sphagnales",NA,NA,NA,NA,NA,NA
"40","2015-04-08 06:31:50-03","MICH","MICH","533490","PreservedSpecimen","Plantae","Bryophyta","Sphagnaceae","Sphagnum","aciphyllum","Sphagnum aciphyllum","Müll. Hal.","H. Crum","J. P. Frahm","1835","1977","8","27",NA,"Brazil","Sao Paulo",NA,"Sao Paolo: Via Anchieta km 43, s-exponierter Regenwald.",NA,NA,"600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sphagnopsida","Sphagnales",NA,NA,NA,NA,NA,NA
"41","2015-04-08 06:31:50-03","MICH","MICH","533492","PreservedSpecimen","Plantae","Bryophyta","Sphagnaceae","Sphagnum","aciphyllum","Sphagnum aciphyllum","Müll. Hal.","H. Crum","D. H. Vitt","21024","1977","9","4",NA,"Brazil","Santa Catarina",NA,"North of Curitibanos. Km. 215.3 of BR 116. 24 km. north of junction with SC 453 to Lebon Regis.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sphagnopsida","Sphagnales",NA,NA,NA,NA,NA,NA
"42","2015-04-08 06:31:50-03","MICH","MICH","533505","PreservedSpecimen","Plantae","Bryophyta","Sphagnaceae","Sphagnum","aciphyllum","Sphagnum aciphyllum","Müll. Hal.","H. Crum","S.P. Churchill, J. Betancur","18687","1995","1","10",NA,"Colombia","Antioquia","Sonson","Vereda San Francisco. Cordillera Central. Alto de Palomas (Páramo de Sonsón).",NA,NA,"3245",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sphagnopsida","Sphagnales",NA,NA,NA,NA,NA,NA
"43","2015-04-08 06:31:50-03","MICH","MICH","533477","PreservedSpecimen","Plantae","Bryophyta","Sphagnaceae","Sphagnum","aciphyllum","Sphagnum aciphyllum","Müll. Hal.","H. Crum","D. H. Vitt","21484","1977","9","14",NA,"Brazil","Rio de Janeiro",NA,"Parque National de Itatiaia. Pico das Agulhas Negras. N of Engo Passos and 17.5 km NE of Uniao.",NA,NA,"2300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sphagnopsida","Sphagnales",NA,NA,NA,NA,NA,NA
