"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","class","relatedCatalogItem","fieldNumber","individualCount","typeStatus","infraspecificEpithet"
"20","2021-03-15 16:37:00-03","NY","NYBG","772555","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Pharus","latifolius","Pharus latifolius","L.",NA,"C. E. Calderón","2018","1967","12","29","South America","Brazil","Rio de Janeiro","Rio de Janeiro","Guanabara: Rio de Janeiro","-43.2075","-22.9031","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=709827' target='other'> <mi>dwc_moreinfo</mi></a>","NY00772555","NY00772555_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","2618505","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Pharus","latifolius","Pharus latifolius","L.",NA,"S. R. Hill","12865","1983","06","27","South America","Brazil","Amazonas","Borba","W side of rio Canumā, (black water) across from Canumā","-59.1","-4.03","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2924043' target='other'> <mi>dwc_moreinfo</mi></a>","NY02618505",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","00896159","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Pharus","latifolius","Pharus latifolius","L.","M. de N. do C. Bastos","J. Jangoux","728","1979","05","18","South America","Brazil","Maranhão","Pinheiro","Nova Esperança, Rio Alto Turiaçu.","-45.75","-2.92","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=969924' target='other'> <mi>dwc_moreinfo</mi></a>","NY00896159","NY00896159_01",NA,"100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","772560","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Pharus","latifolius","Pharus latifolius","L.","G. Davidse","A. M. Amorim","2893","1999","04","21","South America","Brazil","Bahia","Jussari","Mun. de Jussari/Palmira. Entrada ca. 7,5 km de Jussari. Faz. Teimoso. RPPN Serra do Teimoso","-39.5286111","-15.1580556","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=709810' target='other'> <mi>dwc_moreinfo</mi></a>","NY00772560","NY00772560_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","772570","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Pharus","latifolius","Pharus latifolius","L.",NA,"T. Morong","2149","1888",NA,NA,"South America","Paraguay",NA,NA,"Central Paraguay",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=709832' target='other'> <mi>dwc_moreinfo</mi></a>","NY00772570",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","772558","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Pharus","latifolius","Pharus latifolius","L.","G. Davidse","J. G. Jardim","366","1993","12","21","South America","Brazil","Bahia","Itacaré","Próximo à praia do farol","-38.9967","-14.2778","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=709808' target='other'> <mi>dwc_moreinfo</mi></a>","NY00772558","NY00772558_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","02618513","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Pharus","latifolius","Pharus latifolius","L.",NA,"B. A. Krukoff","6528","1934","10","08","South America","Brazil","Amazonas","Humaitá","Near Tres Casas, Basin of Rio Madeira","-62.6839542","-6.9876421","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2924062' target='other'> <mi>dwc_moreinfo</mi></a>","NY02618513",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","03474674","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Pharus","latifolius","Pharus latifolius","L.","G. Davidse","B. M. Torke","1730","2016","12","07","South America","Brazil","Pará","Itaituba","Parque Nacional da Amazônia, Base Uruá at Km 67 (from Itaituba) of the Transamazonian Road, along the 6-km circular Gameleira Trail","-56.30617","-4.56019","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3051976' target='other'> <mi>dwc_moreinfo</mi></a>","NY03474674","NY03474674_01","60","60",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","772559","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Pharus","latifolius","Pharus latifolius","L.","G. Davidse","J. L. Hage","224","1979","01","04","South America","Brazil","Bahia","Ilhéus","Area do CEPEC (Centro de Pesq. do Cacau), km 22 rodovia Ilhéus/Itabuna - BR 415","-39.2273659","-14.771874","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=709805' target='other'> <mi>dwc_moreinfo</mi></a>","NY00772559","NY00772559_01","50","50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","772561","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Pharus","latifolius","Pharus latifolius","L.","E. J. Judziewicz","T. R. Soderstrom","2209A","1976","05","14","South America","Brazil","Bahia","Porto Seguro","Parque Nacional Monte Pascoal, located 14 km east of BR 101 at a point 13 km north of Itamarajú","-39.0644","-16.4497","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=709815' target='other'> <mi>dwc_moreinfo</mi></a>","NY00772561","NY00772561_01","170","170",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","02618506","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Pharus","latifolius","Pharus latifolius","L.",NA,"J. J. Strudwick","3992","1981","08","02","South America","Brazil","Pará",NA,"Lageira, airstrip on Rio Maicuru","-54.433333","-0.916667","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2924044' target='other'> <mi>dwc_moreinfo</mi></a>","NY02618506","NY02618506_01","800","800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","02618508","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Pharus","latifolius","Pharus latifolius","L.",NA,"T. C. Plowman","8875","1980","02","18","South America","Brazil","Pará","Santana do Araguaia","100 km. south of Redenção on road (PA-150) to Barreiras dos Campos. Fazenda Inajaporã between Rio Inajazinho and Rio Inajá","-50.42","-8.75","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2924048' target='other'> <mi>dwc_moreinfo</mi></a>","NY02618508","NY02618508_01","210","210",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-11-13 09:20:42-03","UFRJ","RFA","26526","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Pharus","latifolius","Pharus latifolius","L.","J.M.A. Braga","F.B. Pereira","14/66","2001","01","21",NA,"Brasil","Rio de Janeiro","Cachoeiras de Macacu","3º distrito, Fazenda Lagoinha","-42.838611","-22.465",NA,"Herbáceo; flores verdes, abundante no local","RFA38090",NA,"153","153","2001","09","19","42º50'19''W","22º27'54''S",NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-30 12:54:14-03","EAO","IAN","101040","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Poaceae","Pharus","latifolius","Pharus latifolius","L.","Amshoff, GJH","Lanjouw, J; Lindeman, JC","1156","1948","11","19","Southern America","Suriname",NA,NA,"Hab. Via secta ad Wia wia-bank ad Grote Zwiebelzwamp. Seventh ridge.","-56.5","3.6",NA,NA,"IAN101040",NA,NA,NA,"1950",NA,NA,"-56.5","3.6",NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-30 12:54:14-03","EAO","IAN","101072","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Poaceae","Pharus","latifolius","Pharus latifolius","L.","Amshoff, GJH","Lanjouw, J; Lindeman, JC","1376","1948","12","14","Southern America","Suriname",NA,NA,"Hab. Inter Coppename fluv. ostium et Coronie oppidum. In forest near km 1, irst line.","-56.5","3.6",NA,"50 - 60 cm tall.","IAN101072",NA,NA,NA,"1949",NA,NA,"-56.5","3.6",NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-30 12:54:14-03","EAO","IAN","101180","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Poaceae","Pharus","latifolius","Pharus latifolius","L.","Amshoff, GJH","Lanjouw, J; Lindeman, JC","1803","1949","01","13","Southern America","Suriname",NA,NA,"Hab. Tibiti savanne, near village on hill.","-56.5","3.6",NA,"1 m high.","IAN101180",NA,NA,NA,"1949",NA,NA,"-56.5","3.6",NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-30 12:54:14-03","EAO","IAN","109194","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Poaceae","Pharus","latifolius","Pharus latifolius","L.","Pires, JM","Irwin, HS; Pires, JM","48073","1960","09","09","Southern America","Brasil","Amapá",NA,"In rorest hade. About 1 km west of Cachoeira Utussansain. French Guiana.","-52.916667","2.133333",NA,"Common, but few plants flowering.","IAN109194",NA,NA,NA,"1960",NA,NA,"-52.916667","2.133333",NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-30 12:54:14-03","EAO","IAN","12238","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Poaceae","Pharus","latifolius","Pharus latifolius","L.","Swallen, JR","Archer, WA","8398","1943","04","15","Southern America","Brasil","Pará",NA,"Fazenda Urucurituba, 1 km N of on rio Tapajós, opposite Fordlândia. IN shade in igapó.",NA,NA,NA,"Good forage, resists dry summer.","IAN012238","IAN012238 IAN012238_e",NA,NA,"1944",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-30 12:54:14-03","EAO","IAN","143552","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Poaceae","Pharus","latifolius","Pharus latifolius","L.","Cordeiro, MR","Pires, JM; Cavalcante, PB","13896","1974","04","14","Southern America","Brasil","Amazonas",NA,"Rio Negro, igapó cerca de 200 km de Manaus. Quadrícula SA-20-X-A. Ponto 08A. Igapó de água preta com lago de Molongo. Rio Xeriuini.",NA,NA,NA,NA,"IAN143552",NA,NA,NA,"1982","07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-30 12:54:14-03","EAO","IAN","157624","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Poaceae","Pharus","latifolius","Pharus latifolius","L.",NA,"Hammel, BE","3738","1978","07","01",NA,"Panamá",NA,NA,"Cerro Campana, wooded draw on grassy slopes south of radio tower. In shade, near small stream.",NA,NA,NA,NA,"IAN157624",NA,"2500","2500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-30 12:54:14-03","EAO","IAN","195289","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Poaceae","Pharus","latifolius","Pharus latifolius","L.","Nascimento, EAP","Torke, BM; Nascimento, G","1730","2016","07","12","Southern America","Brasil","Pará","Itaituba","Parque Naciona da Amazônia, Base Uruá at km 67 (from Itaituba) of the Transamazonian Road, along the 6-km circular Gamaleira Trail.","-56.306111","-4.560278",NA,"Terrestrial heb, ca. 1,5 m tall, inflorescence axes light green, florest purplish-brown. Habitat: Primary forst on terra firme.","IAN195289",NA,"60","60","2017","10","16","-56.306111","-4.560278",NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-30 12:54:14-03","EAO","IAN","33111","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Poaceae","Pharus","latifolius","Pharus latifolius","L.",NA,"Black, GA","2374","1948","03","28","Southern America","Brasil","Pará",NA,"Rio Capim, Caratetua; mata virgem.",NA,NA,NA,"Herva da mata.","IAN033111","IAN033111 IAN033111_1 IAN033111_e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-30 12:54:14-03","EAO","IAN","39173","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Poaceae","Pharus","latifolius","Pharus latifolius","L.",NA,"Wedel, H von","1552","1940","11","09",NA,"Panamá",NA,NA,"Provincia de Bocas del Toro. Water valley. Vicinity of Chiriqui Lagoon.",NA,NA,NA,NA,"IAN039173",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-30 12:54:14-03","EAO","IAN","43846","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Poaceae","Pharus","latifolius","Pharus latifolius","L.",NA,"Hitchcock, AS","17205","1919","12","11",NA,"Guiana",NA,NA,"Kartabo, near Bartica: Small clearing in forest.",NA,NA,NA,NA,"IAN043846",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-03-30 12:54:14-03","EAO","IAN","64067","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Poaceae","Pharus","latifolius","Pharus latifolius","L.",NA,"Fróes, RL","27040","1951","05","02","Southern America","Brasil","Pará",NA,"Rio Vermelho; região do Tocantins; terra baixa.",NA,NA,NA,"Crescendo em mata sombria, úmida.","IAN064067","IAN064067 IAN064067_e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2021-03-30 12:54:14-03","EAO","IAN","64764","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Poaceae","Pharus","latifolius","Pharus latifolius","L.",NA,"sc","s.n.",NA,NA,NA,NA,"Guiana Francesa",NA,NA,"Herb. Mus. Paris 103. Herb. Saldanha 255.",NA,NA,NA,NA,"IAN064764",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2021-03-30 12:54:14-03","EAO","IAN","64780","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Poaceae","Pharus","latifolius","Pharus latifolius","L.","Black, GA","Schwacke, CAW","54","1882","02","07","Southern America","Brasil","Pará",NA,"Marajó ad Natal.",NA,NA,NA,NA,"IAN064780",NA,NA,NA,"1951",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2021-03-30 12:54:14-03","EAO","IAN","64967","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Poaceae","Pharus","latifolius","Pharus latifolius","L.",NA,"Brade, AK","16707","1925",NA,NA,"Southern America","Brasil","São Paulo",NA,"Morro das Pedras, Iguapé.",NA,NA,NA,NA,"IAN064967",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2021-03-30 12:54:14-03","EAO","IAN","71932","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Poaceae","Pharus","latifolius","Pharus latifolius","L.","Coradin, L","Black, GA","13605","1951","09","19","Southern America","Brasil","Roraima",NA,"Rio Mucajaí; mata virgem; em direção a serra do Trunfo.","-59.254167","0.737222",NA,NA,"IAN071932",NA,NA,NA,NA,NA,NA,"-59.254167","0.737222",NA,NA,NA,NA,NA,NA,NA,NA
