"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","typeStatus","recordedBy","recordNumber","year","month","continentOcean","country","stateProvince","locality","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","day","county","decimalLongitude","decimalLatitude","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","individualCount","class"
"11","2019-11-21 14:36:55-03","UFJF","CESJ","61501","PreservedSpecimen","Plantae","Angiosperma",NA,"Fabaceae","Mimosa","myuros","Mimosa myuros","Barneby","A.P.Savassi-Coutinho",NA,"A.P.Savassi-Coutinho; C.E.B.Coutinho","1177","2006","12","América do Sul","Brasil","Minas Gerais","Bairro do Morro, próx. à Fazenda São Bento e ao Sí, A 11 km da Pousada da Tia Ana. Próx. a córrego rochoso em Floresta de Araucária. Lat.: 22º46'14,2S; Lon.: 45º57'57,1W; Alt.: 1423m.",NA,NA,NA,"Árvore, ca. 6-8m alt. Cálice e corola ve3rdes e filetes brancos. Polinizada por abelhas e borboletas. Solo úmido.","CESJ061501",NA,"08","Passa Quatro","-44.9667015075684","-22.3903007507324","17293","auto",NA,NA,NA,NA,NA,NA,NA
"12","2021-03-01 16:30:58-03","UNICAMP","UEC","161220","S","Plantae","Magnoliopsida",NA,"Fabaceae","Mimosa","myuros","Mimosa myuros","Barneby","Savassi-Coutinho, AP",NA,"Savassi-Coutinho, AP; Coutinho, CEB","1177","2006","12",NA,"Brazil","Minas Gerais","Bairro do Morro, próximo a fazenda São Bento e ao Sítio Maria Imaculada, a 11km da pousada da Tia Ana.","1423","1423",NA,"Árvore, cerca de 6-8m de altura. Cálice e corola verdes e filetes brancos. Polinizada por abelhas e borboletas.; Próximo a córrego rochoso em Floresta de Araucaria.","UEC069198","UEC069198","08","Passa Quatro","-45.965861","-22.770611",NA,NA,NA,NA,NA,"-45.965861","-22.770611",NA,NA
"13","2021-03-01 16:30:58-03","UNICAMP","UEC","161221","S","Plantae","Magnoliopsida",NA,"Fabaceae","Mimosa","myuros","Mimosa myuros","Barneby","Savassi-Coutinho, AP",NA,"Savassi-Coutinho, AP; Coutinho, CEB; Rodrigues, C","1232","2007","12",NA,"Brazil","Minas Gerais","Estrada Sapucaí Mirim-Monte Verde. Beira da estrada.",NA,NA,NA,"Árvore, cerca de 6m de altura. Corola verde e filetes brancos. Na mata ciliar, na borda do rio.; Beira da estrada. Mata ciliar.","UEC069197","UEC069197","20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2019-11-06 09:55:35-03","UFOP","OUPR","32086","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Mimosa","myuros","Mimosa myuros","Barneby","Savassi-Coutinho, A.P.",NA,"Savassi-Coutinho, A.P.; Coutinho, C.E.B.","1177","2006","12",NA,"Brasil","Minas Gerais","Bairro do Morro, Próximo a fazenda São Bento e ao sítio Maria Imaculda, a 11km da pousada da Tia Ana. Próximo a córrego rochoso em Floresta de Araucária.","1423","1423",NA,"Árvore, cerca de 6-8m de altura, cálice e corola verdes e filetes brancos. Polinizada por abelhas e borboletas. Solo úmido.",NA,NA,"08","Passa Quatro","-45.965861","-22.770611",NA,NA,NA,NA,NA,"-45.965861","-22.770611",NA,NA
"15","2014-06-04 12:54:00-03","MO","MOBOT","100711283","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Mimosa","myuros","Mimosa myuros","Barneby","A.P. Savassi-Coutinho",NA,"A.P. Savassi|et al.","Savassi-Coutinho 1232","2007","12","South America","Brazil","Minas Gerais","Estrada Sapucaí Mirim-Monte Verde. Beira da estrada. Mata ciliar.",NA,NA,NA,NA,NA,NA,"20","Sapucaí Mirim",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"16","2019-03-17 13:26:00-03","MO","MOBOT","101114518","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Mimosa","myuros","Mimosa myuros","Barneby","fide Jordão et al.","Holotype","J. Vidal","Vidal 2149","1948","11","South America","Brazil","Minas Gerais","Facenda São Bento, Passa Quatro, Sa. da Mantiquira","1650.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"17","2019-11-13 11:22:48-03","USP","SPF","214242","PreservedSpecimen","Plantae",NA,NA,"Leguminosae","Mimosa","myuros","Mimosa myuros","Barneby","Savassi-Coutinho, AP",NA,"Savassi-Coutinho, AP","1177","2006","12",NA,"Brasil","Minas Gerais",NA,"1423","1423",NA,NA,"SPF00214242",NA,"08","Passa Quatro","-45.965861","-22.770611",NA,NA,NA,NA,NA,"-45.965861","-22.770611",NA,NA
"18","2019-11-13 11:22:48-03","USP","SPF","214241","PreservedSpecimen","Plantae",NA,NA,"Leguminosae","Mimosa","myuros","Mimosa myuros","Barneby","Savassi-Coutinho, AP",NA,"Savassi-Coutinho, AP","1232","2007","12",NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,"SPF00214241",NA,"20","Sapucaí-Mirim","-45.7425003051758","-22.7478008270264","23877","auto",NA,NA,NA,NA,NA,NA,NA
"19","2019-11-13 11:22:48-03","USP","SPF","81874","PreservedSpecimen","Plantae",NA,NA,"Leguminosae","Mimosa","myuros","Mimosa myuros","Barneby","Savassi-Coutinho, AP",NA,"Kuhlmann, M","2908","1953","11",NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,"SPF00081874",NA,"06","Sapucaí-Mirim","-45.7425003051758","-22.7478008270264","23877","auto","2010","09",NA,NA,NA,NA,NA
"20","2019-11-13 11:22:48-03","USP","SPF","230070","PreservedSpecimen","Plantae",NA,NA,"Leguminosae","Mimosa","myuros","Mimosa myuros","Barneby","Jordão, LSB",NA,"Ribeiro, RD","430","2005","04",NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,"SPF00230070",NA,"08","Nova Friburgo","-42.5311012268066","-22.2819004058838","33190","auto","2012","03",NA,NA,NA,NA,NA
"21","2019-11-13 11:22:48-03","USP","SPF","230084","PreservedSpecimen","Plantae",NA,NA,"Leguminosae","Mimosa","myuros","Mimosa myuros","Barneby","Savassi-Coutinho, AP",NA,"Ribeiro, RD","554","2005","11",NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,"SPF00230084",NA,"27","Nova Friburgo","-42.5311012268066","-22.2819004058838","33190","auto","2010","09",NA,NA,NA,NA,NA
"22","2019-11-13 11:22:48-03","USP","SPF","230086","PreservedSpecimen","Plantae",NA,NA,"Leguminosae","Mimosa","myuros","Mimosa myuros","Barneby","Jordão, LSB",NA,"Ribeiro, RD","429","2005","04",NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,"SPF00230086",NA,"08","Nova Friburgo","-42.5311012268066","-22.2819004058838","33190","auto","2012","03",NA,NA,NA,NA,NA
"23","2019-11-13 11:22:48-03","USP","SPF","122079","PreservedSpecimen","Plantae",NA,NA,"Leguminosae","Mimosa","myuros","Mimosa myuros","Barneby","Savassi-Coutinho, AP",NA,"Souza, JP","925","1996","12",NA,"Brasil","São Paulo",NA,NA,NA,NA,NA,"SPF00122079",NA,"15","Cunha","-44.9599990844727","-23.0699996948242","38855","auto","2010","09",NA,NA,NA,NA,NA
"24","2019-11-01 15:00:15-03","UnB","UB","174430","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Fabaceae","Mimosa","myuros","Mimosa myuros","Barneby","Savassi, AP",NA,"Savassi, AP; Coutinho, CEB;","1177","2006","12","Southern America","Brasil","Minas Gerais","Bairro do Morro, próximo a fazenda São Bento e ao Sítio Maria Imaculada, a 11 km da pousada da Tia Ana. Próximo a córrego rochoso em Floresta de Araucaria.","1423","1423",NA,"Árvore, cerca de 6-8m de altura. Cálice e corola verdes e filetes brancos. Polinizados por abelhas e borboletas.; Solo úmido.",NA,NA,"08","Passa Quatro","-45.965861","-22.770611",NA,NA,NA,NA,NA,"-45.965861","-22.770611",NA,NA
"25","2019-11-01 15:00:15-03","UnB","UB","174429","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Fabaceae","Mimosa","myuros","Mimosa myuros","Barneby","Savassi, AP",NA,"Savassi, AP; Coutinho, CEB; Rodrigues, C","1232","2007","12","Southern America","Brasil","Minas Gerais","Estrada Sapucaí Mirim-Monte Verde. Beira da estrada.",NA,NA,NA,"Árvore, cerca de 6 m de altura. Corola verde e filetes brancos.; Mata ciliar, borda do rio.",NA,NA,"20","Sapucaí-Mirim","-45.7425003051758","-22.7478008270264","23877","auto",NA,NA,NA,NA,NA,NA,NA
"26","2021-03-05 16:10:02-03","MN","R-TIPOS","121028","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Mimosa","myuros","Mimosa myuros","Barneby","Barneby, R.","Holotypus de Mimosa myuros Barneby","Vidal, J.","2149","1948","11",NA,"Brasil","Minas Gerais","Serra da Mantiqueira","1650","1650",NA,NA,"R000121028","R000121028_001",NA,"Passa Quatro","-44.9667015075684","-22.3903007507324","17293","auto","1988",NA,NA,NA,NA,NA,NA
"27","2021-03-05 16:10:02-03","MN","R-TIPOS","121028a","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Mimosa","myuros","Mimosa myuros","Barneby","Barneby, R.","Isotypus de Mimosa myuros Barneby","Vidal, J.","2149","1948","11",NA,"Brasil","Minas Gerais","Serra da Mantiqueira","1650","1650",NA,NA,"R000121028a","R000121028a_001",NA,"Passa Quatro","-44.9667015075684","-22.3903007507324","17293","auto","1988",NA,NA,NA,NA,NA,NA
"28","2021-03-04 15:43:20-03","IF","SPSF","21537","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Mimosa","myuros","Mimosa myuros","Barneby","A.P.Savassi-Coutinho",NA,"J.P.Souza & V.C.Souza & R.R.Rodrigues & J.Y.Tamashiro & N.M.Ivanauskas","925","1996","12","América do Sul","Brasil","SP","P.E.Serra do Mar - Núcleo Cunha",NA,NA,NA,"COLETA: XLS: SPSFAntigo&nf;Floresta Ombrófila Densa&nf;Arbusto 3,5m altura; frutos verdes.; GEOGRAFIA: Cachoeira do Barracão.;",NA,NA,"15","Cunha","-44.9599990844727","-23.0699996948242","38855","auto","2010","09","25",NA,NA,NA,"Magnoliopsida"
"29","2019-11-21 10:06:12-03","IBt","SP","477168","S","Plantae",NA,NA,"Fabaceae","Mimosa","myuros","Mimosa myuros","Barneby","Savassi-Coutinho, AP",NA,"Savassi-Coutinho, AP; Coutinho, CEB","1177","2006","12",NA,"Brasil","Minas Gerais","Bairro do Morro, próximo a Fazenda São Bento a ao sítio Maria Imaculada, a 11 km da pousada da Tia Ana, próximo a córrego rochoso","1423","1423",NA,NA,"SP041025","SP041025","08","Passa Quatro","-45.965861","-22.770611",NA,NA,NA,NA,NA,"-45.965861","-22.770611",NA,NA
"30","2021-02-11 09:24:22-03","IBt","SP","477166","S","Plantae",NA,NA,"Fabaceae","Mimosa","myuros","Mimosa myuros","Barneby","Savassi-Coutinho, AP",NA,"Savassi-Coutinho, AP; Coutinho, CEB; Rodrigues, C","1232","2007","12",NA,"Brasil","Minas Gerais","Estrada Sapucaí Mirim - Monte Verde, beira de estrada, na borda do rio",NA,NA,NA,NA,"SP041028","SP041028","20","Sapucaí-Mirim","-45.7425003051758","-22.7478008270264","23877","auto",NA,NA,NA,NA,NA,NA,NA
