"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","recordNumber","continentOcean","country","stateProvince","locality","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","year","month","decimalLongitude","decimalLatitude","imagecode","day","minimumElevationInMeters","county","identifiedBy","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","verbatimLongitude","verbatimLatitude","fieldNumber","individualCount","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","3857663","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","pubescens","Utricularia pubescens",NA,"J. A. Steyermark","38","South America","Venezuela","Bolívar","Cerro La Danta: northwest of Cerro Venamo, wooded quebrada, northern slopes, headwaters of Río Venamo, west of vicinity of road campamento 125","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4135441' target='other'> <mi>dwc_moreinfo</mi></a>","NY03857663","Magnoliophyta","Lamiales","Sm.","1960","04",NA,NA,NA,"13","1040",NA,NA,"1060",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","01173292","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","pubescens","Utricularia pubescens",NA,"G. T. Prance","23585","South America","Brazil","Amazonas","Manaus-Caracarai road, km. 115, Rio Urubu.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1387877' target='other'> <mi>dwc_moreinfo</mi></a>","NY01173292","Magnoliophyta","Lamiales","Sm.","1975","08","-60.0291681","-1.9809959","NY01173292_01","04",NA,NA,"P. G. Taylor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","3857652","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","pubescens","Utricularia pubescens",NA,"J. A. Steyermark","1271","South America","Venezuela","Bolívar","Vicinity of Lower Falls of Río Tirica, on northwest side of falls","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4135430' target='other'> <mi>dwc_moreinfo</mi></a>","NY03857652","Magnoliophyta","Lamiales","Sm.","1955","03",NA,NA,NA,"06","1000",NA,NA,"1090",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","3857667","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","pubescens","Utricularia pubescens",NA,"B. Maguire","46817","South America","Venezuela","Bolívar","La Escalera","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4135445' target='other'> <mi>dwc_moreinfo</mi></a>","NY03857667","Magnoliophyta","Lamiales","Sm.","1962","08",NA,NA,NA,"20","500",NA,NA,"600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","01173291","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","pubescens","Utricularia pubescens",NA,"G. T. Prance","21559","South America","Brazil","Roraima",NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1387867' target='other'> <mi>dwc_moreinfo</mi></a>","NY01173291","Magnoliophyta","Lamiales","Sm.",NA,NA,NA,NA,"NY01173291_01",NA,NA,NA,"P. G. Taylor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","3857664","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","pubescens","Utricularia pubescens",NA,"J. J. Wurdack","34121","South America","Venezuela","Bolívar","on lower escarpment face, Sarvén-tepuí. Slopes and talus forest, Sarvén-tepuí","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4135442' target='other'> <mi>dwc_moreinfo</mi></a>","NY03857664","Magnoliophyta","Lamiales","Sm.","1953","01",NA,NA,NA,"13","1900",NA,NA,"2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","3857659","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","pubescens","Utricularia pubescens",NA,"J. A. Steyermark","121","South America","Venezuela","Bolívar","Along Río Tirica (Río Aparurén) just above Techiné-merú","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4135437' target='other'> <mi>dwc_moreinfo</mi></a>","NY03857659","Magnoliophyta","Lamiales","Sm.","1955","01",NA,NA,NA,"16","470",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","3857661","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","pubescens","Utricularia pubescens",NA,"J. A. Steyermark","979","South America","Venezuela","Bolívar","Face and damp bluffs of upper falls of Caño Mojado east of north escarpment","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4135439' target='other'> <mi>dwc_moreinfo</mi></a>","NY03857661","Magnoliophyta","Lamiales","Sm.","1955","02",NA,NA,NA,"20","1910",NA,NA,"1970",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","3857657","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","pubescens","Utricularia pubescens",NA,"B. Maguire","53627","South America","Venezuela","Bolívar","southeast end of Cerro Pitón, Cordillera Epicara","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4135435' target='other'> <mi>dwc_moreinfo</mi></a>","NY03857657","Magnoliophyta","Lamiales","Sm.","1962","09",NA,NA,NA,"05","400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","01171662","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","pubescens","Utricularia pubescens",NA,"M. L. Alencar","481","South America","Brazil","Amazonas","Along Rio Marié, at Marauná","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1388113' target='other'> <mi>dwc_moreinfo</mi></a>","NY01171662","Magnoliophyta","Lamiales","Sm.","1979","07","-66.75","-0.67","NY01171662_01","06",NA,NA,"P. G. Taylor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","01173290","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","pubescens","Utricularia pubescens",NA,"G. T. Prance","29242","South America","Brazil","Amazonas","North summit of Aracá. Plateau of northern massif of Serra Aracá","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1387864' target='other'> <mi>dwc_moreinfo</mi></a>","NY01173290","Magnoliophyta","Lamiales","Sm.","1984","02","-63.35","0.85","NY01173290_01","22","1600",NA,"P. G. Taylor","1600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","3857665","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","pubescens","Utricularia pubescens",NA,"J. A. Steyermark","102663","South America","Venezuela","Amazonas","Along Río Pacimoni, near Pueblo Viejo savanna over ligneous laja","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4135443' target='other'> <mi>dwc_moreinfo</mi></a>","NY03857665","Magnoliophyta","Lamiales","Sm.","1968","04",NA,NA,NA,"15","125",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","3857668","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","pubescens","Utricularia pubescens",NA,"O. Huber","10985","South America","Venezuela","Bolívar","Serranía Guanay, sector nororiental. Altiplanicie poco disectada, inclinada hacia el S y SW, en las cabeceras más orientales del Río Parguaza","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4135446' target='other'> <mi>dwc_moreinfo</mi></a>","NY03857668","Magnoliophyta","Lamiales","Sm.","1985","10","-66.38","5.92",NA,"20","1700","Cedeño",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","3857662","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","pubescens","Utricularia pubescens",NA,"B. Maguire","23240","South America","Guyana",NA,"Kaieteur Plateau","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4135440' target='other'> <mi>dwc_moreinfo</mi></a>","NY03857662","Magnoliophyta","Lamiales","Sm.","1944","05",NA,NA,NA,"05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","312439","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","subpeltata","Utricularia subpeltata","isotype","J. A. Steyermark","60477","South America","Venezuela","Bolívar","Along mesa escarpment between Santa Teresita de Kavanayén and wooded quebrada ca. 8 km. northwest of Kavanayé","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=273441' target='other'> <mi>dwc_moreinfo</mi></a>","NY00312439","Magnoliophyta","Lamiales","Steyerm.","1944","11",NA,NA,"NY00312439_01","23","1220",NA,NA,"1220",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","312446","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","venezuelana","Utricularia venezuelana","isotype","J. A. Steyermark","59625a","South America","Venezuela","Bolívar","Ptari-tepuí, scrubby forest on rocky open portion of plateau on southeast-facing slopes","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=717920' target='other'> <mi>dwc_moreinfo</mi></a>","NY00312446","Magnoliophyta","Lamiales","Steyerm.","1944","11",NA,NA,"NY00312446_01","01","1600",NA,NA,"1600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2020-06-29 11:31:04-03","UFRJ","RFA","43354","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","pubescens","Utricularia pubescens",NA,"Sarmento, S. N.; Trovó, M.","3",NA,"Brasil","Rio de Janeiro","Coletada embaixo da ponte na trilha do Pico das Agulhas Negras",NA,NA,NA,"RFA46433",NA,NA,"Sm.","2018","11","-44.5633010864258","-22.4960994720459",NA,"29",NA,"Itatiaia","Dolsan, H.",NA,"2018","11","29","19648","auto",NA,NA,NA,NA,NA,NA
"28","2020-06-29 11:31:04-03","UFRJ","RFA","40630","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","pubescens","Utricularia pubescens",NA,"Hugo Dolsan","6",NA,"Brasil","Rio de Janeiro","Parque Nacional do Itatiaia, parte alta, trilha para a Pedra do Altar",NA,NA,"Planta próxima a córregos; flores roxas com máculas amarelas com branco","RFA37267",NA,NA,"Sm.","2015","02","-44.5633010864258","-22.4960994720459",NA,"23",NA,"Itatiaia","Hugo Dolsan",NA,"2015","02","23","19648","auto",NA,NA,NA,NA,NA,NA
"29","2020-11-13 09:20:05-03","UFRJ","RFA","22828","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","pubescens","Utricularia pubescens",NA,"F. Segadas-Vianna","770",NA,"Brasil","Rio de Janeiro","Várzea das Flores, Planalto",NA,NA,NA,"RFA37017",NA,NA,"Sm.","1945","03","-44.5633010864258","-22.4960994720459",NA,"08",NA,"Itatiaia","F. Rivadaria-Lopes",NA,"2000","11","09","19648","auto",NA,NA,NA,NA,NA,NA
"30","2020-02-08 09:33:13-03","NBC","NL-BOTANY","U.1419562","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","puberula","Utricularia puberula",NA,"Gardner G",NA,"Southern America","Brazil",NA,"Brazil: Province of Rio de Janeiro. Marshy place near the summit of the Organ Mountains.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1419562 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1419562",NA,"Lamiales","Benj.","1841","03",NA,NA,"NL-U1419562","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"31","2020-02-08 09:33:13-03","NBC","NL-BOTANY","U.1419565","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","pubescens","Utricularia pubescens",NA,"Lindeman JC; Haas JH de",NA,"Southern America","Brazil",NA,"Flora Brasiliae Australis. Est. Rio de Janeiro. Parque Nacional do Itatiaia, moist saddle of Prateleiras.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1419565 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1419565",NA,"Lamiales","Sm.","1967","04",NA,NA,"NL-U1419565","16",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"32","2020-02-08 09:33:13-03","NBC","NL-BOTANY","L.2828291","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","pubescens","Utricularia pubescens",NA,"Chouard P",NA,"Southern America","French Guiana",NA,"Cercle de N'zérékoré. Dans un Towal (marais plat sur latérite), au pied du Mont Nimba, entre N'zo et Lola, peu avant la traversée du Cavally, Nouveau pour la Guinée et pour l'A. O. F.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2828291 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2828291",NA,"Lamiales","Sm.","1936","07",NA,NA,"NL-L2828291","21",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"33","2019-11-06 09:56:04-03","UFOP","OUPR","31273","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","pubescens","Utricularia pubescens",NA,"Pedrosa, L.G.","314",NA,"Brasil","Minas Gerais","Parque Estadual do Itacolomi, Trilha da Pedra do Sal.",NA,NA,"Erva, ca. 30cm. Flores lilases com amarelo. Campo úmido.",NA,NA,NA,"Sm.","2018","05","-43.5080986022949","-20.2875003814697",NA,"19",NA,"Ouro Preto","Gonella, P.",NA,"2018","05","21","44599","auto",NA,NA,NA,NA,NA,NA
"34","2020-12-21 16:31:32-03","MBM","MBM","429303","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","pubescens","Utricularia pubescens",NA,"Lozano, E.D.; Canestraro, B.K.; Canestraro, B.K.","4407","Southern America","Brazil","Rio de Janeiro","Parque Nacional de Itatiaia, trilha para o Agulhas Negras",NA,NA,"Herbácea, 15 cm, flor roxa, em córrego no meio da trilha Prensada com álcool.; Campo de Altitude.","MBM429303",NA,NA,"Sm.","2019","01","-44.670722","-22.38425",NA,"30",NA,"Resende","Gonella, P.M.",NA,"2019",NA,NA,NA,NA,NA,"-44.670722","-22.38425",NA,NA,NA
"35","2020-12-21 16:31:32-03","MBM","MBM","5716","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","pubescens","Utricularia pubescens",NA,"Lindeman, J.; Haas, H.; Haas, H.","5190","Southern America","Brazil","Rio de Janeiro","Parque Nacional do Iitatiaia",NA,NA,NA,"MBM005716",NA,NA,"Sm.",NA,NA,"-44.5633010864258","-22.4960994720459","MBM005716",NA,NA,"Itatiaia","Taylor, P.",NA,NA,NA,NA,"19648","auto",NA,NA,NA,NA,NA,NA
"36","2020-12-21 16:31:32-03","MBM","MBM","220798","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","regnellii","Utricularia regnellii",NA,"Mattos, A.","4404","Southern America","Brazil","Paraná","Fazenda Santa Rita",NA,NA,NA,"MBM220798",NA,NA,"Sylvén",NA,NA,"-50.0064010620117","-25.4293994903564","MBM220798",NA,NA,"Palmeira",NA,NA,NA,NA,NA,"35166","auto",NA,NA,NA,NA,NA,NA
"37","2015-09-19 17:44:31-03","MNHN","RECOLNAT_MNHN_P","P00603378","PreservedSpecimen",NA,"Lentibulariaceae","Utricularia","pubescens","Utricularia pubescens",NA,"Gardner, G.",NA,NA,"Brésil",NA,"Mont. Organ","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00603378' target='other'> <mi>dwc_moreinfo</mi></a>","P00603378",NA,NA,"Sm.","1842",NA,NA,NA,"P00603378_01",NA,NA,NA,"Taylor",NA,NA,NA,NA,NA,NA,NA,NA,NA,"5838",NA,NA
"38","2015-09-05 08:35:00-03","MNHN","RECOLNAT_MNHN_P","P00603379","PreservedSpecimen",NA,"Lentibulariaceae","Utricularia","pubescens","Utricularia pubescens",NA,"Spruce, R.",NA,NA,"Brésil",NA,"Prope Panure ad Rio Maupès","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00603379' target='other'> <mi>dwc_moreinfo</mi></a>","P00603379",NA,NA,"Sm.","1852","10",NA,NA,"P00603379_01",NA,NA,NA,"Taylor",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2569",NA,NA
"39","2015-09-19 12:23:12-03","MNHN","RECOLNAT_MNHN_P","P00603380","PreservedSpecimen",NA,"Lentibulariaceae","Utricularia","pubescens","Utricularia pubescens",NA,"Spruce, R.",NA,NA,"Brésil",NA,"Prope Panure ad Rio Maupès","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00603380' target='other'> <mi>dwc_moreinfo</mi></a>","P00603380",NA,NA,"Sm.","1852","10",NA,NA,"P00603380_01",NA,NA,NA,"Taylor",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2569",NA,NA
"40","2015-09-04 08:06:02-03","MNHN","RECOLNAT_MNHN_P","P03573943","PreservedSpecimen",NA,"Lentibulariaceae","Utricularia","pubescens","Utricularia pubescens",NA,"Glaziou",NA,NA,"Brasil","Minas Gerais","Campos de Itatiaia.","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03573943' target='other'> <mi>dwc_moreinfo</mi></a>","P03573943",NA,NA,"Sm.","1873","1",NA,NA,"P03573943_01","22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6699",NA,NA
"41","2020-12-11 11:37:11-03","UFMG","BHCB","9065","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","pubescens","Utricularia pubescens",NA,"Souza, HC","s.n.","Southern America","Brasil","Minas Gerais","Parque Estadual do Ibitipoca",NA,NA,"Campo ;local úmido;erva15cm;flores roxas claras;",NA,"Dicotyledon",NA,"Sm.","1986","10","-43.793098449707","-21.8425006866455",NA,"14",NA,"Lima Duarte",NA,NA,NA,NA,NA,"30417","auto",NA,NA,NA,NA,NA,NA
"42","2020-12-11 11:37:11-03","UFMG","BHCB","15704","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","pubescens","Utricularia pubescens",NA,"Souza, HC","s.n.","Southern America","Brasil","Minas Gerais","Parque Estadual do Ibitipoca",NA,NA,NA,NA,"Dicotyledon",NA,"Sm.","1987","11","-43.793098449707","-21.8425006866455",NA,"11",NA,"Lima Duarte",NA,NA,NA,NA,NA,"30417","auto",NA,NA,NA,NA,NA,NA
"43","2019-01-15 09:01:00-02","MO","MOBOT","101094342","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","pubescens","Utricularia pubescens",NA,"John Thomas Baldwin","Baldwin 9799","South America","French Guiana",NA,"Macenta.",NA,NA,NA,NA,NA,NA,"Sm.","1947","10",NA,NA,NA,"14","609.60000000",NA,NA,"762.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"44","2015-12-04 15:32:00-02","MO","MOBOT","1346844","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","pubescens","Utricularia pubescens",NA,"Ronald L. Liesner|Ángel C. González","Liesner 10363","South America","Venezuela","Táchira","10 km E of La Fundación (13-23 km by road), around Represa Dorada.",NA,NA,NA,NA,NA,NA,"Sm.","1981","3","-71.6666667","7.8",NA,"10","600.00000000",NA,"P.Taylor","1000.00000000",NA,NA,NA,NA,NA,NA,NA,NA,"108","1",NA
"45","2014-09-18 07:57:00-03","MO","MOBOT","1847918","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","pubescens","Utricularia pubescens",NA,"Gerrit Davidse|Mauricio Ramia|Rubén A. Montes","Davidse 4851","South America","Venezuela","Bolívar","La Gran Sabana, ca. KM 202, S of El Dorado along road to Santa Elena, Salto Camá.",NA,NA,NA,NA,NA,NA,"Sm.","1973","12",NA,NA,NA,"4","1000.00000000",NA,"P. Taylor",NA,NA,NA,NA,NA,NA,NA,NA,NA,"874","1",NA
"46","2009-11-27 00:39:00-02","MO","MOBOT","3059868","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","pubescens","Utricularia pubescens",NA,"Julian A. Steyermark|Bruce K. Holst","Steyermark 130432","South America","Venezuela","Amazonas","Departmento Atabapo: Cerro Marahuaca: Sima Camp, south-central portion of forested slopes along eastern branch of Caño Negro",NA,NA,NA,NA,NA,NA,"Sm.","1985","2","-65.51666","3.71666",NA,NA,"1140.00000000",NA,"P.Taylor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
