"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","phylum","order","recordNumber","continentOcean","locality","preparationType","occurrenceRemarks","monthIdentified","typeStatus","dayIdentified","coordinatePrecision","geoFlag","class","relationshipType","relatedCatalogItem","fieldNumber","individualCount"
"11","2021-03-30 12:53:07-03","EAO","IAN","38890","PreservedSpecimen","Plantae","Poaceae","Axonopus","scoparius","Axonopus scoparius","(Flüggé) Hitchc.","Kuhlmann, M","1954","Falcão, EP","1954","09","15","Brasil","Paraíba",NA,NA,NA,NA,NA,NA,NA,"IAN038890","IAN038890 IAN038890_e","Monocotiledônea",NA,"1120","Southern America","Mata roçada. Em taboleiro arenoso.",NA,NA,"11",NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-30 12:53:07-03","EAO","IAN","62341","PreservedSpecimen","Plantae","Poaceae","Axonopus","scoparius","Axonopus scoparius","(Flüggé) Hitchc.",NA,NA,"Coêlho, DF","1917",NA,NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,"IAN062341","IAN062341 IAN062341_e","Monocotiledônea",NA,"s.n.","Southern America","(Herbario do Jardim Botânico do Rio de Janeiro 12590).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-30 12:53:07-03","EAO","IAN","62395","PreservedSpecimen","Plantae","Poaceae","Axonopus","scoparius","Axonopus scoparius","(Flüggé) Hitchc.",NA,NA,"Kuhlmann, M","1950","01","18","Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,"IAN062395","IAN062395 IAN062395_e","Monocotiledônea",NA,"s.n.","Southern America","São Sebastião do Rio de Janeiro; Jardim Botânico. (Herbario do Jardim Botânico do Rio de Janeiro 68411).",NA,"Capim robusto; ótima forragem.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-30 12:53:07-03","EAO","IAN","62398","PreservedSpecimen","Plantae","Poaceae","Axonopus","scoparius","Axonopus scoparius","(Flüggé) Hitchc.",NA,NA,"Coêlho, DF","1923","02","02","Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,"IAN062398","IAN062398 IAN062398_e","Monocotiledônea",NA,"s.n.","Southern America","Carangola. (Herbario do Jardim Botânico do Rio de Janeiro).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-30 12:53:07-03","EAO","IAN","62419","PreservedSpecimen","Plantae","Poaceae","Axonopus","scoparius","Axonopus scoparius","(Flüggé) Hitchc.",NA,NA,"Domingues, O",NA,NA,NA,"Brasil","Amazonas",NA,NA,NA,NA,NA,NA,NA,"IAN062419","IAN062419 IAN062419_e","Monocotiledônea",NA,"64919","Southern America","Campo firme.",NA,"ZULOAGA & MORRONE (2003:116) citaram: T-Protol.: Brazil: Amapá: A beira da estrada de Rodagem, Macapá-Clevelandia entre os Km. 106 e 107, 27 Jul 1951, G.A. Black & R. L. Fróes 51-12400 [HT: IAN]. T-Specim.: 1 of 1. Brazil: Amapá: A be",NA,"paratipo",NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-30 12:53:07-03","EAO","IAN","65643","PreservedSpecimen","Plantae","Poaceae","Axonopus","scoparius","Axonopus scoparius","(Flüggé) Hitchc.",NA,NA,"Brito, S","1916","10",NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,"IAN065643",NA,"Monocotiledônea",NA,"s.n.","Southern America","Campo Belo.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-30 12:53:07-03","EAO","IAN","65670","PreservedSpecimen","Plantae","Poaceae","Axonopus","scoparius","Axonopus scoparius","(Flüggé) Hitchc.","Kuhlmann, M",NA,"Rondon","1911","12",NA,"Brasil","Mato Grosso",NA,NA,NA,NA,NA,NA,NA,"IAN065670",NA,"Monocotiledônea",NA,"5392","Southern America","Maria Carolina.",NA,"ZULOAGA & MORRONE (2003:125) citaram: T-Protol.: Bolívia: Santa Cruz: Portachuelo, Steinbach in Hb. Osten 14598 [HT: US; IT: IAN, R].",NA,"paratipo",NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-30 12:53:07-03","EAO","IAN","69253","PreservedSpecimen","Plantae","Poaceae","Axonopus","scoparius","Axonopus scoparius","(Flüggé) Hitchc.",NA,NA,"Black, GA; Mariano","1951","02","25","Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,"IAN069253",NA,"Monocotiledônea",NA,"11420","Southern America","Universidade Rural, km 47.",NA,"Capim denso, bom forrageiro.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-30 12:53:07-03","EAO","IAN","78693","PreservedSpecimen","Plantae","Poaceae","Axonopus","scoparius","Axonopus scoparius","(Flüggé) Hitchc.","Cordeiro, MR","1983","Fróes, RL; Addison, GON","1952","10","29","Brasil","Amazonas",NA,NA,NA,NA,NA,NA,NA,"IAN078693",NA,"Monocotiledônea",NA,"29148","Southern America","Cachoeira do Rio Aracá, sub-áfluente do Rio Negro. À margem do rio.",NA,"ZULOAGA & MORRONE (2003:125) citaram: T-Protol.: British Guiana: large bunches near river in partial shade, vicinity of Tumatumari, on Potaro River, 5o20'N, 3-4 Jan 1920, A.S. Hitchcock 17364 [HT: US]. T-Specim.: 1 of 1. Guyana: vicin","07","paratipo",NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-30 12:53:07-03","EAO","IAN","78838","PreservedSpecimen","Plantae","Poaceae","Axonopus","scoparius","Axonopus scoparius","(Flüggé) Hitchc.","Cordeiro, MR","1983","Fróes, RL; Addison, GON","1952","11","05","Brasil","Amazonas",NA,NA,NA,NA,NA,NA,NA,"IAN078838",NA,"Monocotiledônea",NA,"29301","Southern America","Rio Aracá, sub-áfluente do Rio Negro. À margem do rio.",NA,"ZULOAGA & MORRONE (2003:125) citaram: T-Protol.: British Guiana: large bunches near river in partial shade, vicinity of Tumatumari, on Potaro River, 5o20'N, 3-4 Jan 1920, A.S. Hitchcock 17364 [HT: US]. T-Specim.: 1 of 1. Guyana: vicin","07","paratipo","27",NA,NA,NA,NA,NA,NA,NA
"21","2021-03-30 12:53:07-03","EAO","IAN","93462","PreservedSpecimen","Plantae","Poaceae","Axonopus","scoparius","Axonopus scoparius","(Flüggé) Hitchc.","Oliveira, RC","2001","Glaziou, AFM",NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,"IAN093462",NA,"Monocotiledônea",NA,"17402","Southern America",NA,NA,NA,"10",NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-30 12:53:07-03","EAO","IAN","62783","PreservedSpecimen","Plantae","Poaceae","Axonopus","scoparius","Axonopus scoparius","(Flüggé) Hitchc.","Delfini, C","2016","Kuhlmann, M","1923","09","03","Brasil","Amazonas","Humaitá","-63.0208015441895","-7.50611019134521",NA,NA,NA,NA,"IAN062783","IAN062783 IAN062783_e","Monocotiledônea",NA,"335","Southern America","Madeira.",NA,NA,"12",NA,NA,"202650","auto",NA,NA,NA,NA,NA
"23","2021-03-30 12:53:07-03","EAO","IAN","63121","PreservedSpecimen","Plantae","Poaceae","Axonopus","scoparius","Axonopus scoparius","(Flüggé) Hitchc.",NA,NA,"sc",NA,NA,NA,"Brasil","Minas Gerais","Viçosa","-42.8819007873535","-20.7539005279541",NA,NA,NA,NA,"IAN063121","IAN063121 IAN063121_e","Monocotiledônea",NA,"s.n.","Southern America",NA,NA,NA,NA,NA,NA,"13937","auto",NA,NA,NA,NA,NA
"24","2021-03-30 12:53:07-03","EAO","IAN","72325","PreservedSpecimen","Plantae","Poaceae","Axonopus","scoparius","Axonopus scoparius","(Flüggé) Hitchc.",NA,NA,"Black, GA","1952","01","09","Brasil","Pará","Belém","-48.5043983459473","-1.4558299779892",NA,NA,NA,NA,"IAN072325",NA,"Monocotiledônea",NA,"14121","Southern America","Cultivada no I.A.N. Procedente da Universidade Rural, km 47.",NA,"Inflorescência laxa, racemos muitos.",NA,NA,NA,"48462","auto",NA,NA,NA,NA,NA
"25","2021-03-30 12:53:07-03","EAO","IAN","72328","PreservedSpecimen","Plantae","Poaceae","Axonopus","scoparius","Axonopus scoparius","(Flüggé) Hitchc.",NA,NA,"Black, GA","1952","01","09","Brasil","Pará","Belém","-48.5043983459473","-1.4558299779892",NA,NA,NA,NA,"IAN072328",NA,"Monocotiledônea",NA,"14124","Southern America","Cultivado no I.A.N. Procedente da Univeridade Rural, km 47, Rio.",NA,"Bem erecro, inflorescência mais estreitas e adsvendentes, racemos menos numerosos, nunca encaracolados.",NA,NA,NA,"48462","auto",NA,NA,NA,NA,NA
"26","2021-03-30 12:53:07-03","EAO","IAN","89408","PreservedSpecimen","Plantae","Poaceae","Axonopus","scoparius","Axonopus scoparius","(Flüggé) Hitchc.",NA,NA,"Black, GA","1955","07","25","Brasil","Pará","Belém","-48.5043983459473","-1.4558299779892",NA,NA,NA,NA,"IAN089408",NA,"Monocotiledônea",NA,"18481","Southern America","Graminetum do I.A.N. B-17.",NA,NA,NA,NA,NA,"48462","auto",NA,NA,NA,NA,NA
"27","2021-03-30 12:53:07-03","EAO","IAN","84384","PreservedSpecimen","Plantae","Poaceae","Axonopus","scoparius","Axonopus scoparius","(Flüggé) Hitchc.",NA,NA,"Black, GA","1954","08",NA,"Brasil","Pará","Belém","-48.5043983459473","-1.4558299779892",NA,NA,NA,NA,"IAN084384",NA,"Monocotiledônea",NA,"17001","Southern America","Graminetum do I.A.N. Lote B-17.",NA,"Capim robusto com aspecto de A. obtusifolius.",NA,NA,NA,"48462","auto",NA,NA,NA,NA,NA
"28","2021-03-30 12:53:07-03","EAO","IAN","96560","PreservedSpecimen","Plantae","Poaceae","Axonopus","scoparius","Axonopus scoparius","(Flüggé) Hitchc.",NA,NA,"Andrade, J","1954",NA,NA,"Brasil","Pará","Belém","-48.5043983459473","-1.4558299779892",NA,NA,NA,NA,"IAN096560",NA,"Monocotiledônea",NA,"30","Southern America","I.A.N. Cultivado no graminetum, canteiro B-17.",NA,NA,NA,NA,NA,"48462","auto",NA,NA,NA,NA,NA
"29","2021-03-30 12:53:07-03","EAO","IAN","96565","PreservedSpecimen","Plantae","Poaceae","Axonopus","scoparius","Axonopus scoparius","(Flüggé) Hitchc.",NA,NA,"Andrade, J","1954",NA,NA,"Brasil","Pará","Belém","-48.5043983459473","-1.4558299779892",NA,NA,NA,NA,"IAN096565",NA,"Monocotiledônea",NA,"35","Southern America","I.A.N. Cultivado no graminetum, canteiro C-9.",NA,NA,NA,NA,NA,"48462","auto",NA,NA,NA,NA,NA
"30","2021-03-30 12:53:07-03","EAO","IAN","53544","PreservedSpecimen","Plantae","Poaceae","Axonopus","scoparius","Axonopus scoparius","(Flüggé) Hitchc.",NA,NA,"Black, GA","1949","09","11","Brasil","Pará","Belém","-48.5043983459473","-1.4558299779892",NA,NA,NA,NA,"IAN053544",NA,"Monocotiledônea",NA,"8171","Southern America","Terrenos do I.A.N.",NA,NA,NA,NA,NA,"48462","auto",NA,NA,NA,NA,NA
"31","2021-03-30 12:53:07-03","EAO","IAN","96831","PreservedSpecimen","Plantae","Poaceae","Axonopus","scoparius","Axonopus scoparius","(Flüggé) Hitchc.","Black, GA","1957","Moraes, JC de","1956","08","20","Brasil","Paraíba","Areia","-35.6916999816895","-6.96332979202271",NA,NA,NA,NA,"IAN096831",NA,"Monocotiledônea",NA,"1777","Southern America","Cultivado.",NA,NA,NA,NA,NA,"15425","auto",NA,NA,NA,NA,NA
"32","2021-03-30 12:53:07-03","EAO","IAN","62615","PreservedSpecimen","Plantae","Poaceae","Axonopus","scoparius","Axonopus scoparius","(Flüggé) Hitchc.",NA,NA,"Góes, OC","1943","12",NA,"Brasil","Rio de Janeiro","Petrópolis","-43.1786003112793","-22.5049991607666",NA,NA,NA,NA,"IAN062615","IAN062615 IAN062615_e","Monocotiledônea",NA,"1027","Southern America","Carangola. (Herbario do Jardim Botânico do Rio de Janeiro).",NA,NA,NA,NA,NA,"36524","auto",NA,NA,NA,NA,NA
"33","2021-03-30 12:53:06-03","EAO","IAN","37336","PreservedSpecimen","Plantae","Poaceae","Axonopus","scoparius","Axonopus scoparius","(Flüggé) Hitchc.",NA,"1950","Santoro, J","1948","03","29","Brasil","São Paulo","Campinas","-47.060001373291","-22.8999996185303",NA,NA,NA,NA,"IAN037336","IAN037336 IAN037336_e","Monocotiledônea",NA,"9316","Southern America","Campo Experimental Instituto.",NA,"Herbaceo.","03",NA,NA,"23900","auto",NA,NA,NA,NA,NA
"34","2021-03-30 12:53:06-03","EAO","IAN","37257","PreservedSpecimen","Plantae","Poaceae","Axonopus","scoparius","Axonopus scoparius","(Flüggé) Hitchc.",NA,"1950","Santoro, J","1948","04","07","Brasil","São Paulo","Campinas","-47.060001373291","-22.8999996185303",NA,NA,NA,NA,"IAN037257","IAN037257 IAN037257_e","Monocotiledônea",NA,"9334","Southern America","Campo Experimental Instituto.",NA,"Herbaceo.","03",NA,NA,"23900","auto",NA,NA,NA,NA,NA
"35","2020-02-08 10:16:26-03","NBC","NL-BOTANY","L.1220000","PreservedSpecimen","Plantae","Gramineae","Axonopus","scoparius","Axonopus scoparius","(Flüggé) Kuhlm.",NA,NA,"Vries JH de","1916","01","01","Surinam",NA,NA,NA,NA,NA,NA,NA,NA,"NL-L1220000","NL-L1220000",NA,"Poales",NA,"Southern America","Paramaribo.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1220000 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"36","2020-02-08 10:16:26-03","NBC","NL-BOTANY","L.1220012","PreservedSpecimen","Plantae","Gramineae","Axonopus","scoparius","Axonopus scoparius","(Flüggé) Kuhlm.",NA,NA,"Brinker J","1990","12","26","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"NL-L1220012","NL-L1220012",NA,"Poales",NA,"Southern America","RS - Rainha do Mar -.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1220012 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"37","2020-02-08 10:16:26-03","NBC","NL-BOTANY","L.1220013","PreservedSpecimen","Plantae","Gramineae","Axonopus","scoparius","Axonopus scoparius","(Flüggé) Kuhlm.",NA,NA,"Holway EWD; Holway MM","1920","05","27","Bolivia",NA,NA,NA,NA,NA,NA,NA,NA,"NL-L1220013","NL-L1220013",NA,"Poales",NA,"Southern America","Plants of Bolivia. Hacienda ''La florida'', provincie de Sur Juugar, Mt Sides. *.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1220013 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"38","2020-02-08 10:16:26-03","NBC","NL-BOTANY","L.1220014","PreservedSpecimen","Plantae","Gramineae","Axonopus","scoparius","Axonopus scoparius","(Flüggé) Kuhlm.",NA,NA,"Parodi LR","1932","11","04","Bolivia",NA,NA,NA,NA,NA,NA,NA,NA,"NL-L1220014","NL-L1220014",NA,"Poales",NA,"Southern America","Flora de Bolivia. La Florida (Sur Lungas).",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1220014 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"39","2020-02-08 10:16:26-03","NBC","NL-BOTANY","L.1220015","PreservedSpecimen","Plantae","Gramineae","Axonopus","scoparius","Axonopus scoparius","(Flüggé) Kuhlm.",NA,NA,"Herzog T","1911","03","01","Bolivia",NA,NA,NA,NA,NA,NA,NA,NA,"NL-L1220015","NL-L1220015",NA,"Poales",NA,"Southern America","Plantae in intinere secundo per Boliviam lectae. An felsigen Abhängen des Derumbado.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1220015 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"40","2020-02-08 10:16:26-03","NBC","NL-BOTANY","L.1220016","PreservedSpecimen","Plantae","Gramineae","Axonopus","scoparius","Axonopus scoparius","(Flüggé) Kuhlm.",NA,NA,"Buchtien O","1906","12","14","Bolivia",NA,NA,NA,NA,NA,NA,NA,NA,"NL-L1220016","NL-L1220016",NA,"Poales",NA,"Southern America","Flora des subtropischen Boliviens. Süd-Yungas: Sorupaya bei Yanacachi: 16° s. Br. Lichte Waldstellen.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1220016 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"41","2020-02-08 10:16:26-03","NBC","NL-BOTANY","U.1493398","PreservedSpecimen","Plantae","Gramineae","Axonopus","scoparius","Axonopus scoparius","(Flüggé) Kuhlm.",NA,NA,"Cuatrecasas J","1946","10","24","Colombia",NA,NA,NA,NA,NA,NA,NA,NA,"NL-U1493398","NL-U1493398",NA,"Poales",NA,"Southern America","Occidental, vertiente occidental: monte La Guarida, filo de la cordillera sobre la Carbonera (entre Las Brisas y Alban).",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1493398 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"42","2020-02-08 10:16:26-03","NBC","NL-BOTANY","U.1493399","PreservedSpecimen","Plantae","Gramineae","Axonopus","scoparius","Axonopus scoparius","(Flüggé) Kuhlm.",NA,NA,"Wingfield RC","1979","04","14","Venezuela",NA,NA,NA,NA,NA,NA,NA,NA,"NL-U1493399","NL-U1493399",NA,"Poales",NA,"Southern America","Imperial, capim, Venezuela, sierra San Luis, paraguariba, 3 km NNE del Hotel parador Turistics.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1493399 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"43","2020-02-08 10:16:26-03","NBC","NL-BOTANY","U.1493400","PreservedSpecimen","Plantae","Gramineae","Axonopus","scoparius","Axonopus scoparius","(Flüggé) Kuhlm.",NA,NA,"Cuatrecasas J","1946","11","29","Colombia",NA,NA,NA,NA,NA,NA,NA,NA,"NL-U1493400","NL-U1493400",NA,"Poales",NA,"Southern America","Departamento de Caldas, Chinchina, terrenos de la granja del Centro Nacional de Investigaciones del Cafe, 1350-1400met. alt. cercanias de la localidad.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1493400 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"44","2020-02-08 10:16:26-03","NBC","NL-BOTANY","U.1493401","PreservedSpecimen","Plantae","Gramineae","Axonopus","scoparius","Axonopus scoparius","(Flüggé) Kuhlm.",NA,NA,"Ellenberg H","1957","04","09","Peru",NA,NA,NA,NA,NA,NA,NA,NA,"NL-U1493401","NL-U1493401",NA,"Poales",NA,"Southern America","Cloud Forest of the E andes, rainy season, Machupicchu.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1493401 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"45","2020-02-08 10:16:26-03","NBC","NL-BOTANY","U.1493402","PreservedSpecimen","Plantae","Gramineae","Axonopus","scoparius","Axonopus scoparius","(Flüggé) Kuhlm.",NA,NA,"Alston AHG","1939","03","19","Colombia",NA,NA,NA,NA,NA,NA,NA,NA,"NL-U1493402","NL-U1493402",NA,"Poales",NA,"Southern America","Intendencia del Meta. R. Guatiquia, nr. Villavicencio, potiero.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1493402 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"46","2020-11-04 12:15:42-03","ESALQ","ESA","142263","PreservedSpecimen","Plantae","Poaceae","Axonopus","scoparius","Axonopus scoparius","(Flüggé) Kuhlm.",NA,NA,"Burman, A.G.","1982","02","10","Brasil","Minas Gerais","Serra de Santo Antônio",NA,NA,NA,NA,NA,NA,"ESA142263",NA,NA,NA,"704.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2020-11-04 12:15:42-03","ESALQ","ESA","142270","PreservedSpecimen","Plantae","Poaceae","Axonopus","scoparius","Axonopus scoparius","(Flüggé) Kuhlm.","Guglieri, A.","2007","Maraschyn, F.S.","2007","03","12","Brasil","Mato Grosso","Campo Novo do Parecis","-57.8918991088867","-13.6752996444702",NA,NA,NA,NA,"ESA142270",NA,NA,NA,NA,NA,NA,NA,NA,"08",NA,"14","92744","auto",NA,NA,NA,NA,NA
"48","2020-11-04 12:15:42-03","ESALQ","ESA","141380","PreservedSpecimen","Plantae","Poaceae","Axonopus","scoparius","Axonopus scoparius",NA,NA,NA,"UFJF & Embrapa","1988","03","28","Brasil","Minas Gerais","São João del Rey","-44.2616996765137","-21.1355991363525",NA,NA,NA,NA,"ESA141380",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39093","auto",NA,NA,NA,NA,NA
