"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","dayIdentified","class","individualCount","typeStatus","relatedCatalogItem"
"11","2019-08-15 09:03:41-03","UESC","UESC","12220","S","Plantae","Angiospermae","Florideophycidae","Lamiaceae","Eriope","luetzelburgii","Eriope luetzelburgii","Harley",NA,"José Miguel F. Santos,","1","2007","10","06",NA,"Brasil","Bahia","Rio de Contas",NA,"-41.946944","-13.524167",NA,"Campo rupestre. Solo arenoso com afloramento de rocha arenítica.; Arbusto robusto, aprox. 2,00m de altura. Ramo longo glabro, envolto em uma camada de cera branca.; Material em FAA, flores em etanol 70%, folhas em sílica-gel. Foto.","UESC0012220",NA,NA,NA,"41W56'49''","13S31'27''",NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA
"12","2009-12-04 16:29:00-02","MO","MOBOT","2901387","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Eriope","luetzelburgii","Eriope luetzelburgii","Harley","R.M. Harley","Gert G. Hatschbach|Maria M. Hatschbach|V. Nicolack","Hatschbach 53437","1989","9","18","South America","Brazil","Bahia",NA,"Cachoeira do Fraga (mun. Rio de Contas)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2015-08-13 05:50:00-03","MO","MOBOT","2901458","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Eriope","luetzelburgii","Eriope luetzelburgii","Harley","R.M. Harley","R.M. Harley","Harley 36374","1984","12","13","South America","Brazil",NA,NA,"BA-Rio de Contas. Campo arenoso, a cerca de 3 km SW da cidade.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2019-12-19 11:19:05-03","UFG","UFG","50585","S","Plantae",NA,NA,"Lamiaceae","Eriope","luetzelburgii","Eriope luetzelburgii","Harley","Schliewe, M.A.","Schliwew, M.A.; Oliveira, C.C.","67","2015","01","11",NA,"Brasil","Bahia","Rio de Contas",NA,"-41.8275","-13.599444",NA,NA,"UFG0050585","UFG0050585","2015","03","-41.8275","-13.599444",NA,NA,NA,NA,"01",NA,NA,NA,NA
"15","2019-12-19 11:19:05-03","UFG","UFG","50586","S","Plantae",NA,NA,"Lamiaceae","Eriope","luetzelburgii","Eriope luetzelburgii","Harley","Schliewe, M.A.","Schliewe, M.A.; Oliveira, C.C.","66","2015","01","11",NA,"Brasil","Bahia","Rio de Contas",NA,"-41.814444","-13.608056",NA,NA,"UFG0050586","UFG0050586","2015","03","-41.814444","-13.608056",NA,NA,NA,NA,"01",NA,NA,NA,NA
"16","2020-09-02 16:29:59-03","Cenargen","CEN","98012","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Eriope","luetzelburgii","Eriope luetzelburgii","Harley",NA,"Raymond Mervyn Harley - CFCR","6774","1984","12","13",NA,"Brasil","BA","RIO DE CONTAS","Cerca de 3 km SW da cidade.","-41.8114013671875","-13.5789003372192","Exsicatas","Paratype. SPF 36374. Doação Universidade de São Paulo. Flora de Campos Rupestres.","CEN00098012","CEN00098012",NA,NA,NA,NA,NA,NA,"49773","auto",NA,NA,"1",NA,NA
"17","2019-11-13 11:20:40-03","USP","SPF","82845","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Eriope","luetzelburgii","Eriope luetzelburgii","Harley","Silva-Luz, CL","Ganev, W","1967","1993","07","25",NA,"Brasil","Bahia","Rio do Pires","Garimpo das Almas (Cristal). Campo rupestre com rupestre com vegetação de encosta.","-42.333333","-13.9",NA,NA,"SPF00082845","SPF00082845","2009","06","-42.333333","-13.9","1400","1400",NA,NA,"08",NA,NA,NA,NA
"18","2019-11-13 11:20:40-03","USP","SPF","111927","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Eriope","luetzelburgii","Eriope luetzelburgii","Harley","Silva-Luz, CL","Ganev, W","2227","1993","09","12",NA,"Brasil","Bahia","Abaíra","Rio da Água Suja (volta) Estiva. Mata ciliar, solo arenoso.","-41.716667","-13.316667",NA,NA,"SPF00111927","SPF00111927","2009","05","-41.716667","-13.316667","750","750",NA,NA,"15",NA,NA,NA,NA
"19","2019-11-13 11:20:40-03","USP","SPF","112061","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Eriope","luetzelburgii","Eriope luetzelburgii","Harley","Silva-Luz, CL","Ganev, W","2245","1993","09","15",NA,"Brasil","Bahia","Abaíra","Guarda Mor. Campo rupestre, solo arenoso com rochas.","-41.85","-13.333333",NA,NA,"SPF00112061","SPF00112061","2009","05","-41.85","-13.333333","1250","1250",NA,NA,"15",NA,NA,NA,NA
"20","2019-11-13 11:20:40-03","USP","SPF","113755","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Eriope","luetzelburgii","Eriope luetzelburgii","Harley","Silva-Luz, CL","Ganev, W","2303","1993","10","25",NA,"Brasil","Bahia","Abaíra","Cabeceira. Riacho Fundo, atrás da Serra do Bicota. Campo rupestre com vegetação de encosta, solo arenoso com muitas rochas.","-41.85","-13.383333",NA,NA,"SPF00113755","SPF00113755","2009","05","-41.85","-13.383333","1480","1480",NA,NA,"15",NA,NA,NA,NA
"21","2019-11-13 11:20:40-03","USP","SPF","113757","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Eriope","luetzelburgii","Eriope luetzelburgii","Harley","Silva-Luz, CL","Ganev, W","2325","1993","10","25",NA,"Brasil","Bahia","Abaíra","Cabaceira. Riacho Fundo, atrás da Serra do Bicota. Campo rupestre com vegetação de encosta, solo arenoso com muitas rochas.","-41.85","-13.383333",NA,NA,"SPF00113757","SPF00113757","2009","05","-41.85","-13.383333","1480","1480",NA,NA,"15",NA,NA,NA,NA
"22","2019-11-13 11:20:40-03","USP","SPF","119841","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Eriope","luetzelburgii","Eriope luetzelburgii","Harley","Silva-Luz, CL","Ganev, W","3464","1994","07","09",NA,"Brasil","Bahia","Abaíra","Estrada Catolés-Inúbia, Samambaia. Carrasco de encosta com campo rupestre e solo arenoso. Campo.","-41.866667","-13.283333",NA,NA,"SPF00119841","SPF00119841","2009","06","-41.866667","-13.283333","1100","1100",NA,NA,"08",NA,NA,NA,NA
"23","2019-11-13 11:20:40-03","USP","SPF","121616","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Eriope","luetzelburgii","Eriope luetzelburgii","Harley","Silva-Luz, CL","Hind, DJN","PCD3978","1996","11","03",NA,"Brasil","Bahia","Piatã","Sopé da Serra de Santana. Campo rupestre.","-41.766111","-13.149167",NA,NA,"SPF00121616","SPF00121616","2009","06","-41.766111","-13.149167","1180","1180",NA,NA,"08",NA,NA,NA,NA
"24","2019-11-13 11:20:40-03","USP","SPF","86942","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Eriope","luetzelburgii","Eriope luetzelburgii","Harley","Harley, RM","Ganev, W","1278","1992","10","19",NA,"Brasil","Bahia","Piatã","Abaíra: samambaia, próximo ao Salão, estrada Catolés-Barra de Catolés. Carrasco com solo arenoso.","-41.866667","-13.266667",NA,NA,"SPF00086942","SPF00086942","1999",NA,"-41.866667","-13.266667","1180","1180",NA,NA,NA,NA,NA,NA,NA
"25","2019-11-13 11:20:40-03","USP","SPF","86936","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Eriope","luetzelburgii","Eriope luetzelburgii","Harley","Harley, RM","Ganev, W","1254","1992","10","17",NA,"Brasil","Bahia","Piatã","Jambeiro, próximo à catolés. Carrasco com solo arenoso e rochas.","-41.85","-13.3",NA,NA,"SPF00086936","SPF00086936","1999",NA,"-41.85","-13.3","1250","1250",NA,NA,NA,NA,NA,NA,NA
"26","2019-11-13 11:20:40-03","USP","SPF","87055","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Eriope","luetzelburgii","Eriope luetzelburgii","Harley","Silva-Luz, CL","Ganev, W","1162","1992","09","22",NA,"Brasil","Bahia","Piatã","Serra de Santana, Estrada Catolés-Abaíra, próximo 2 irmãos.","-41.733333","-13.25",NA,NA,"SPF00087055","SPF00087055","2009","06","-41.733333","-13.25","1100","1100",NA,NA,"08",NA,NA,NA,NA
"27","2019-11-13 11:20:40-03","USP","SPF","82429","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Eriope","luetzelburgii","Eriope luetzelburgii","Harley","Harley, RM","Ganev, W","2074","1993","08","09",NA,"Brasil","Bahia","Rio de Contas","Próximo ao Rio da Água Suja, divisa com distrito de Arapiranga. Campo rupestre com solo arenoso.","-42.4","-13.816667",NA,NA,"SPF00082429","SPF00082429","1999",NA,"-42.4","-13.816667","1400","1400",NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 18:27:29-03","USP","SPF","62263","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Eriope","luetzelburgii","Eriope luetzelburgii","Harley",NA,"Harley, RM; Hind, DJN; Simão, R; Fothergill, JM","25736","1988","10","29",NA,"Brasil","Bahia","Rio de Contas","Pico das Almas, Vertente leste. Entre Junco-Faz. Brumadinho, 10 Km ao N-O da cidade. Cerrado de altuitude com afloramento rochoso. Entre pedras.","-41.9","-13.533333",NA,"Arbusto pouco ramificado, até 2.5 m de altura. Caules brancos com cera. Folhas verdes. Cálice brilhante, marrom-chocolate. Corola violeta-arroxeado com padrão de uma mancha branca com pontos violetas no lábio superior.","SPF00062263",NA,NA,NA,"-41.9","-13.533333","1160","1160",NA,NA,NA,NA,NA,"holotype",NA
"29","2019-11-13 11:20:40-03","USP","SPF","80518","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Eriope","luetzelburgii","Eriope luetzelburgii","Harley","Harley, RM","Harley, RM","25361","1988","12","24",NA,"Brasil","Bahia","Rio de Contas","Povoado de Mato Grosso, arredores. Campo rupestre. Entre pedras.","-41.833333","-13.466667",NA,NA,"SPF00080518","SPF00080518","1991",NA,"-41.833333","-13.466667","1260","1260",NA,NA,NA,NA,NA,NA,NA
"30","2019-11-13 11:20:40-03","USP","SPF","80544","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Eriope","luetzelburgii","Eriope luetzelburgii","Harley","Harley, RM","Harley, RM","27848","1988","12","27",NA,"Brasil","Bahia","Abaíra","Vale frente à Serra do Guarda Mor.","-41.866667","-13.283333",NA,NA,"SPF00080544","SPF00080544",NA,NA,"-41.866667","-13.283333","1050","1220",NA,NA,NA,NA,NA,NA,NA
"31","2019-11-13 11:20:40-03","USP","SPF","86839","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Eriope","luetzelburgii","Eriope luetzelburgii","Harley","Silva-Luz, CL","Ganev, W","947","1992","08","22",NA,"Brasil","Bahia","Piatã","Serra do Atalho, Entre Cravada e Cravadinha. Campo rupestre com solo arenoso entre rochas.","-41.9","-13.116667",NA,NA,"SPF00086839","SPF00086839","2009","06","-41.9","-13.116667","1400","1400",NA,NA,"08",NA,NA,NA,NA
"32","2019-11-13 11:20:40-03","USP","SPF","87090","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Eriope","luetzelburgii","Eriope luetzelburgii","Harley","Harley, RM","Ganev, W","755","1992","07","28",NA,"Brasil","Bahia","Abaíra","Catolés, Estrada Catolés-Inúbia, Serra em frente à Samambaia, ca. 6 km de Catolés. Carrasco de encosta com solo arenoso entre rochas.","-41.883333","-13.266667",NA,NA,"SPF00087090","SPF00087090","1999",NA,"-41.883333","-13.266667","1200","1200",NA,NA,NA,NA,NA,NA,NA
"33","2019-11-13 11:20:40-03","USP","SPF","87106","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Eriope","luetzelburgii","Eriope luetzelburgii","Harley","Harley, RM","Ganev, W","728","1992","07","25",NA,"Brasil","Bahia","Abaíra","Campos da Serra do Bicota. Campo rupestre.","-41.85","-13.316667",NA,NA,"SPF00087106","SPF00087106","1999",NA,"-41.85","-13.316667","1600","1600",NA,NA,NA,NA,NA,NA,NA
"34","2019-11-13 11:20:40-03","USP","SPF","87726","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Eriope","luetzelburgii","Eriope luetzelburgii","Harley","Silva-Luz, CL","Ganev, W","959","1992","08","25",NA,"Brasil","Bahia","Piatã","Serra da Tromba, Caminho Piatão - ao Gerais da Serra, via campo de futebol. Campo rupestre com solo arenoso.","-41.833333","-13.133333",NA,NA,"SPF00087726","SPF00087726","2009","06","-41.833333","-13.133333","1400","1400",NA,NA,"08",NA,NA,NA,NA
"35","2019-11-13 11:20:40-03","USP","SPF","87813","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Eriope","luetzelburgii","Eriope luetzelburgii","Harley","Harley, RM","Ganev, W","802","1992","08","07",NA,"Brasil","Bahia","Piatã","Estrada Catolés-Inúbia, próximo ao Ribeirão do meio perto da casa de Pedro de Dona. Carrasco com solo arenoso.","-41.9","-13.216667",NA,NA,"SPF00087813","SPF00087813","1999",NA,"-41.9","-13.216667","1150","1150",NA,NA,NA,NA,NA,NA,NA
"36","2019-11-13 11:20:40-03","USP","SPF","87963","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Eriope","luetzelburgii","Eriope luetzelburgii","Harley","Harley, RM","Ganev, W","1365","1992","10","26",NA,"Brasil","Bahia","Abaíra","Belo Horizonte, acima do Jambeiro, próximo à Serra do Sumaré. campo rupestre com solo arenoso e grande matações de rochas.","-41.866667","-13.3",NA,NA,"SPF00087963","SPF00087963","1999",NA,"-41.866667","-13.3","1350","1350",NA,NA,NA,NA,NA,NA,NA
"37","2019-11-13 11:20:40-03","USP","SPF","88569","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Eriope","luetzelburgii","Eriope luetzelburgii","Harley","Harley, RM","Ganev, W","149","1992","04","21",NA,"Brasil","Bahia","Abaíra","Distrito de Catolés: Caminho Capão-Bicota. Garimpo novo de Bicota. Campo rupestre, solo arenoso com rochas.","-41.85","-13.333333",NA,NA,"SPF00088569","SPF00088569","1999",NA,"-41.85","-13.333333","1400","1400",NA,NA,NA,NA,NA,NA,NA
"38","2019-11-13 11:20:40-03","USP","SPF","88707","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Eriope","luetzelburgii","Eriope luetzelburgii","Harley","Silva-Luz, CL","Ganev, W","1708","1992","12","20",NA,"Brasil","Bahia","Piatã","Serra de Santana, Atrás da igreja. Campo rupestre de encosta, solo arenoso com muitas rochas, solo úmido.","-41.75","-13.15",NA,NA,"SPF00088707","SPF00088707","2009","06","-41.75","-13.15","1300","1400",NA,NA,"08",NA,NA,NA,NA
"39","2019-11-13 11:20:40-03","USP","SPF","88898","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Eriope","luetzelburgii","Eriope luetzelburgii","Harley","Harley, RM","Ganev, W","1147","1992","09","22",NA,"Brasil","Bahia","Abaíra","Caminho serrinha-Capão de Levi. Campo rupestre.","-41.85","-13.316667",NA,NA,"SPF00088898","SPF00088898 SPF00088898_1","1999",NA,"-41.85","-13.316667","1400","1400",NA,NA,NA,NA,NA,NA,NA
"40","2019-11-13 11:20:40-03","USP","SPF","90675","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Eriope","luetzelburgii","Eriope luetzelburgii","Harley","Silva-Luz, CL","Harley, RM","H50640","1992","01","06",NA,"Brasil","Bahia","Abaíra","Barra. Entre rochas.","-41.75","-13.3",NA,NA,"SPF00090675",NA,"2009","06","-41.75","-13.3","1300","1300",NA,NA,"08",NA,NA,NA,NA
"41","2019-11-13 11:20:40-03","USP","SPF","90738","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Eriope","luetzelburgii","Eriope luetzelburgii","Harley","Harley, RM","Harley, RM","H50543","1991","12","28",NA,"Brasil","Bahia","Abaíra","Salão, 9 km de Catolés na estrada para Inúbia. Entre pedras.","-41.883333","-13.25",NA,NA,"SPF00090738","SPF00090738","1991",NA,"-41.883333","-13.25","1100","1200",NA,NA,NA,NA,NA,NA,NA
"42","2019-11-13 11:20:40-03","USP","SPF","95710","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Eriope","luetzelburgii","Eriope luetzelburgii","Harley","Harley, RM","Harley, RM","CFCR14741","1994","03","01",NA,"Brasil","Bahia","Rio de Contas","Estrada entre o Distrito de Mato Grosso e o pé do Morro do Itabira. Campo rupestre com mata no pé do morro. Entre rochas, em solo arenoso.","-41.853611","-13.408333",NA,NA,"SPF00095710","SPF00095710","2004","04","-41.853611","-13.408333","1400","1600",NA,NA,"30",NA,NA,NA,NA
"43","2019-11-13 11:20:40-03","USP","SPF","49156","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Eriope","luetzelburgii","Eriope luetzelburgii","Harley","Silva-Luz, CL","Harley, RM","24281","1987","11","15",NA,"Brasil","Bahia","Piatã","Estrada para Inúbia. Campo rypestre ca. 31 km de Piatã.","-41.7728004455566","-13.1519002914429",NA,NA,"SPF00049156","SPF00049156","2009","05",NA,NA,NA,NA,"41184","auto","15",NA,NA,NA,NA
"44","2019-11-13 11:20:40-03","USP","SPF","125515","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Eriope","luetzelburgii","Eriope luetzelburgii","Harley","Silva-Luz, CL","Conceição, AA","885","2000","08","24",NA,"Brasil","Bahia","Piatã","Três Morros, Cerrado pedregoso.","-41.7728004455566","-13.1519002914429",NA,NA,"SPF00125515","SPF00125515","2009","06",NA,NA,"1400","1400","41184","auto","08",NA,NA,NA,NA
"45","2019-11-13 11:20:40-03","USP","SPF","36374","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Eriope","luetzelburgii","Eriope luetzelburgii","Harley","Harley, RM","Harley, RM","CFCR6774","1984","12","13",NA,"Brasil","Bahia","Rio de Contas","Campo arenoso, a cerca de 3 km SW da cidade.","-41.8114013671875","-13.5789003372192",NA,NA,"SPF00036374","SPF00036374 SPF00036374_1","1991",NA,NA,NA,NA,NA,"49773","auto",NA,NA,NA,"paratype",NA
"46","2019-11-13 11:20:40-03","USP","SPF","36681","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Eriope","luetzelburgii","Eriope luetzelburgii","Harley","Harley, RM","Harley, RM","CFCR6881","1984","12","14",NA,"Brasil","Bahia","Rio de Contas","Pico das Almas, Campo arenoso, com afloramentos.","-41.8114013671875","-13.5789003372192",NA,NA,"SPF00036681","SPF00036681","1990",NA,NA,NA,"1000","1000","49773","auto",NA,NA,NA,NA,NA
"47","2019-11-13 11:20:40-03","USP","SPF","42486","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Eriope","luetzelburgii","Eriope luetzelburgii","Harley","Harley, RM","Harley, RM","CFCR6934","1984","12","14",NA,"Brasil","Bahia","Rio de Contas","Pico das Almas, Rio de contas a ca. 10 km de Rio de Contas.","-41.8114013671875","-13.5789003372192",NA,NA,"SPF00042486","SPF00042486","1986","03",NA,NA,NA,NA,"49773","auto","04",NA,NA,"paratype",NA
"48","2019-10-07 09:16:06-03","UEFS","HUEFS","12342","PreservedSpecimen","Plantae","Angiospermae","Lamiales","Lamiaceae","Eriope","luetzelburgii","Eriope luetzelburgii","Harley",NA,"Ganev, W.","1278","1992","10","19",NA,"Brasil","Bahia","Piatã",NA,"-41.866667","-13.266667",NA,NA,"HUEFS0012342","HUEFS0012342",NA,NA,"41W52'","13S16'","1180","1180",NA,NA,NA,"Asteranae",NA,NA,NA
"49","2019-10-07 09:16:06-03","UEFS","HUEFS","12318","PreservedSpecimen","Plantae","Angiospermae","Lamiales","Lamiaceae","Eriope","luetzelburgii","Eriope luetzelburgii","Harley",NA,"Ganev, W.","1254","1992","10","17",NA,"Brasil","Bahia","Piatã",NA,"-41.85","-13.3",NA,NA,"HUEFS0012318","HUEFS0012318",NA,NA,"41W51'","13S18'","1250","1250",NA,NA,NA,"Asteranae",NA,NA,NA
"50","2020-07-03 15:41:13-03","UEFS","HUEFS","14661","PreservedSpecimen","Plantae","Angiospermae","Lamiales","Lamiaceae","Eriope","luetzelburgii","Eriope luetzelburgii","Harley","R.M.Harley","Ganev, W.","2074","1993","07","09",NA,"Brasil","Bahia","Rio de Contas",NA,"-42.4","-13.816667",NA,NA,"HUEFS0014661","HUEFS0014661_e1","1999",NA,"42W24'","13S49'","1400","1400",NA,NA,NA,"Asteranae",NA,NA,NA
