"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","preparationType","occurrenceRemarks","barcode","identifiedBy","maximumElevationInMeters","imagecode","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","relatedCatalogItem","verbatimLongitude","verbatimLatitude","infraspecificEpithet","fieldNumber","individualCount"
"24","2021-03-15 16:37:00-03","NY","NYBG","3835290","PreservedSpecimen","Plantae","Lycopodiophyta","Lycopodiales","Lycopodiaceae","Phlegmariurus","taxifolius","Phlegmariurus taxifolius","(Sw.) Á.Löve & D.Löve","A. Allart","382","1924","12",NA,"South America","Venezuela",NA,NA,"Colonia Tovar",NA,NA,"1800","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4123725' target='other'> <mi>dwc_moreinfo</mi></a>","NY03835290",NA,"2000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","3835277","PreservedSpecimen","Plantae","Lycopodiophyta","Lycopodiales","Lycopodiaceae","Phlegmariurus","taxifolius","Phlegmariurus taxifolius","(Sw.) Á.Löve & D.Löve","L. J. Dorr","7474","1990","10","24","South America","Venezuela","Mérida","Rangel","El Baho, SW of Sto. Domingo. Hacienda 'El Vaho,' edges of cow pasture and forest on the S side of the Río Santo Domingo","-70.68","8.87","2400","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4123709' target='other'> <mi>dwc_moreinfo</mi></a>","NY03835277",NA,"2800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","3835272","PreservedSpecimen","Plantae","Lycopodiophyta","Lycopodiales","Lycopodiaceae","Phlegmariurus","taxifolius","Phlegmariurus taxifolius","(Sw.) Á.Löve & D.Löve","W. Meier","11617","2005","02","11","South America","Venezuela","Mérida",NA,"Distrito Arzobispo Chacón. Pueblos del Sur: La Veguilla, 5 km al nomoreste (distancia aérea) de Mucutuy: remanentes de bosque nublado alternando con potreros de ganado.","-71.32","8.3","2000","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4123704' target='other'> <mi>dwc_moreinfo</mi></a>","NY03835272",NA,"2100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","3835286","PreservedSpecimen","Plantae","Lycopodiophyta","Lycopodiales","Lycopodiaceae","Phlegmariurus","taxifolius","Phlegmariurus taxifolius","(Sw.) Á.Löve & D.Löve","W. Meier","7934","2001","01","20","South America","Venezuela","Aragua",NA,"Carretera La Victoria-Colonia Tovar: al oeste de Colonia Tovar: entre Topo La Laguna y Colonia Tovar.","-67.32","10.4083","2000","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4123721' target='other'> <mi>dwc_moreinfo</mi></a>","NY03835286",NA,"2200","NY03835286_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","3835299","PreservedSpecimen","Plantae","Lycopodiophyta","Lycopodiales","Lycopodiaceae","Phlegmariurus","taxifolius","Phlegmariurus taxifolius","(Sw.) Á.Löve & D.Löve","L. J. Dorr","5193","1988","05","19","South America","Venezuela","Mérida","Libertador","Trail to Laguna el Suero from La Mucuy, Parque Nacional Sierra Nevada, E of Tabay","-71.08","8.63",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4123734' target='other'> <mi>dwc_moreinfo</mi></a>","NY03835299",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","3835293","PreservedSpecimen","Plantae","Lycopodiophyta","Lycopodiales","Lycopodiaceae","Phlegmariurus","taxifolius","Phlegmariurus taxifolius","(Sw.) Á.Löve & D.Löve","W. H. Camp","E3259A","1945","05","19","South America","Ecuador","Chimborazo",NA,"Cañon of the río Chanchan, about 5 km. north of Huigra.",NA,NA,"1524","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4123728' target='other'> <mi>dwc_moreinfo</mi></a>","NY03835293",NA,"1981",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","3835285","PreservedSpecimen","Plantae","Lycopodiophyta","Lycopodiales","Lycopodiaceae","Phlegmariurus","taxifolius","Phlegmariurus taxifolius","(Sw.) Á.Löve & D.Löve","C. R. Sperling","5273","1981","10","17","South America","Ecuador",NA,NA,"Prov. of La Bonita.","-78.05","0.33","3500","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4123720' target='other'> <mi>dwc_moreinfo</mi></a>","NY03835285",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","3835289","PreservedSpecimen","Plantae","Lycopodiophyta","Lycopodiales","Lycopodiaceae","Phlegmariurus","taxifolius","Phlegmariurus taxifolius","(Sw.) Á.Löve & D.Löve","A. N. Stewart","1022","1906","05","15","South America","Ecuador","Galápagos",NA,"Charles Island.",NA,NA,"518","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4123724' target='other'> <mi>dwc_moreinfo</mi></a>","NY03835289",NA,NA,"NY03835289_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-03-12 21:47:34-03","PUCPR","HUCP","24912","S","Plantae","Lycopodiidae",NA,"Lycopodiaceae","Phlegmariurus","taxifolius","Phlegmariurus taxifolius","(Sw.) Löve & Löve","Hekavey, C","36","2011","07","22",NA,"Brasil","Paraná","Guaratuba","Guaricana","-48.5746994018555","-25.8827991485596",NA,NA,NA,"HUCP00024912","Kersten, RA",NA,"HUCP00024912","2019","06","04","41937","auto",NA,NA,NA,NA,NA,NA,NA
"33","2019-12-04 15:26:03-03","PUCPR","HUCP","21538","S","Plantae","Lycopodiidae",NA,"Lycopodiaceae","Phlegmariurus","taxifolius","Phlegmariurus taxifolius","(Sw.) Löve & Löve","Kersten, RA; Romaniuk, L","1486","2009","08","28",NA,"Brasil","Paraná","Morretes","Parque Estadual Pico do Marumbi, Vila dos Marumbistas.","-48.834400177002","-25.476900100708",NA,NA,"Floresta em sucessão primária com cerca de 60 anos.","HUCP000010256","Kersten, RA",NA,NA,"2019","06","04","30514","auto",NA,NA,NA,NA,NA,NA,NA
"34","2019-12-04 15:26:03-03","PUCPR","HUCP","20840","S","Plantae","Lycopodiidae",NA,"Lycopodiaceae","Phlegmariurus","taxifolius","Phlegmariurus taxifolius","(Sw.) Löve & Löve","Michelon, C; Kersten, RA; Selusniaki, M; Ariati, V","602","2009","10","30",NA,"Brasil","Paraná","Piraquara","Torre do Vigia","-49.0633010864258","-25.4416999816895",NA,NA,NA,"HUCP00001046","Michelon, C",NA,"HUCP00001046","2009","11","02","12577","auto",NA,NA,NA,NA,NA,NA,NA
"35","2019-12-04 15:26:03-03","PUCPR","HUCP","23455","S","Plantae","Lycopodiidae",NA,"Lycopodiaceae","Phlegmariurus","taxifolius","Phlegmariurus taxifolius","(Sw.) Löve & Löve","Rocher, D; Daniel, VA; Silva, M","165","2012","03","18",NA,"Brasil","Paraná","Tijucas do Sul",NA,"-49.1988983154297","-25.9281005859375",NA,NA,NA,"HUCP00001035","Kersten, RA",NA,"HUCP00001035","2019","06","04","25228","auto",NA,NA,NA,NA,NA,NA,NA
"36","2019-12-04 15:26:03-03","PUCPR","HUCP","24756","S","Plantae","Lycopodiidae",NA,"Lycopodiaceae","Phlegmariurus","taxifolius","Phlegmariurus taxifolius","(Sw.) Löve & Löve","Kersten, RA","1700","2017","05","05",NA,"Brasil","Paraná","Pontal do Paraná","Floreta de Restinga próxima ao rio Guaraguaçu","-48.511100769043","-25.6735992431641",NA,NA,"Epífita, 10m s.n.m.","HUCP00024756","Kersten, RA",NA,"HUCP00024756",NA,NA,NA,"19508","auto",NA,NA,NA,NA,NA,NA,NA
"37","2020-02-08 08:41:40-03","NBC","NL-BOTANY","U.1016652","PreservedSpecimen","Plantae",NA,"Lycopodiales","Lycopodiaceae","Huperzia","taxifolia","Huperzia taxifolia","(Sw.) Trevis.","Gonggrijp JW; Stahel G",NA,"1922","03","11","Southern America","Surinam",NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1016652 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1016652","Øllgaard B",NA,"NL-U1016652",NA,NA,NA,NA,NA,"Lycopsida","U 0111298",NA,NA,NA,NA,NA
"38","2020-02-08 08:41:40-03","NBC","NL-BOTANY","U.1016653","PreservedSpecimen","Plantae",NA,"Lycopodiales","Lycopodiaceae","Huperzia","taxifolia","Huperzia taxifolia","(Sw.) Trevis.","Gonggrijp JW; Stahel G",NA,"1917","09","11","Southern America","Surinam","Brokopondo",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1016653 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1016653","Øllgaard B",NA,"NL-U1016653",NA,NA,NA,NA,NA,"Lycopsida","U 0111297",NA,NA,NA,NA,NA
"39","2020-02-08 08:41:40-03","NBC","NL-BOTANY","U.1016654","PreservedSpecimen","Plantae",NA,"Lycopodiales","Lycopodiaceae","Huperzia","taxifolia","Huperzia taxifolia","(Sw.) Trevis.","Lanjouw J; Lindeman JC",NA,"1949","03","15","Southern America","Surinam",NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1016654 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1016654","Øllgaard B",NA,"NL-U1016654",NA,NA,NA,NA,NA,"Lycopsida","U 0111296",NA,NA,NA,NA,NA
"40","2020-02-08 08:41:40-03","NBC","NL-BOTANY","U.1016655","PreservedSpecimen","Plantae",NA,"Lycopodiales","Lycopodiaceae","Huperzia","taxifolia","Huperzia taxifolia","(Sw.) Trevis.","Daniëls AGH; Jonker FP",NA,"1959","09","01","Southern America","Surinam",NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1016655 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1016655","Øllgaard B",NA,"NL-U1016655",NA,NA,NA,NA,NA,"Lycopsida","U 0111299",NA,NA,NA,NA,NA
"41","2020-02-08 08:41:40-03","NBC","NL-BOTANY","U.1016656","PreservedSpecimen","Plantae",NA,"Lycopodiales","Lycopodiaceae","Huperzia","taxifolia","Huperzia taxifolia","(Sw.) Trevis.","Stahel G; Gonggrijp JW",NA,"1915","09","02","Southern America","Surinam","Brokopondo",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1016656 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1016656","Øllgaard B",NA,"NL-U1016656",NA,NA,NA,NA,NA,"Lycopsida","U 0111300",NA,NA,NA,NA,NA
"42","2020-02-08 08:41:40-03","NBC","NL-BOTANY","U.1016657","PreservedSpecimen","Plantae",NA,"Lycopodiales","Lycopodiaceae","Huperzia","taxifolia","Huperzia taxifolia","(Sw.) Trevis.","Lindeman JC",NA,"1954","12","20","Southern America","Surinam","Para",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1016657 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1016657","Øllgaard B",NA,"NL-U1016657",NA,NA,NA,NA,NA,"Lycopsida","U 0111301",NA,NA,NA,NA,NA
