X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,minimumElevationInMeters,maximumElevationInMeters,preparationType,occurrenceRemarks,barcode,imagecode,coordinatePrecision,geoFlag,yearIdentified,verbatimLongitude,verbatimLatitude,monthIdentified,dayIdentified,typeStatus,fieldNumber,individualCount,class,relatedCatalogItem,sex,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-45.0699996948242,-23.4300003051758,"19",2019-08-20 10:20:36-03,UNICAMP,UEC,"174964",S,Plantae,Magnoliopsida,NA,Monimiaceae,Mollinedia,gilgiana,Mollinedia gilgiana,Perkins,Peixoto,"Sanchez, M; Pedroni, F","336","1992","11","07",NA,Brazil,São Paulo,Ubatuba,NA,-45.0699996948242,-23.4300003051758,NA,NA,NA,NA,UEC029758,UEC029758,"34265",auto,"1996",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.661444,-22.638611,"92",2019-11-13 11:26:21-03,USP,SPF,"200372",PreservedSpecimen,Plantae,NA,NA,Monimiaceae,Mollinedia,gilgiana,Mollinedia gilgiana,Perkins,"Lírio, EJ","Freitas, HS","46","2007","08","03",NA,Brasil,São Paulo,São José do Barreiro,Fazenda Atibaia (Mata do Mascote). Acesso pelo km 258 da Rodovia dos Tropeiros (SP068).,-44.661444,-22.638611,"482","482",NA,NA,SPF00200372,NA,NA,NA,"2016","-44.661444","-22.638611","12",NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.25,-23.833333,"97",2019-11-13 11:26:21-03,USP,SPF,"85539",PreservedSpecimen,Plantae,NA,NA,Monimiaceae,Mollinedia,gilgiana,Mollinedia gilgiana,Perkins,"Lírio, EJ","Freire-Fierro, A","1620","1990","08","18",NA,Brasil,São Paulo,Santo André,"Paranapiacaba, Coleções ao lado da trilha para a Pedra Lisa.",-46.25,-23.833333,"600","900",NA,NA,SPF00085539,NA,NA,NA,"2016","-46.25","-23.833333","12",NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.310001373291,-23.2199993133545,"100",2019-11-13 11:26:21-03,USP,SPF,"144913",PreservedSpecimen,Plantae,NA,NA,Monimiaceae,Mollinedia,gilgiana,Mollinedia gilgiana,Perkins,"Lírio, EJ","Lobão, AQ",508c,"2001","01","19",NA,Brasil,São Paulo,São Luís do Paraitinga,"Parque Estadual da Serra do Mar, Núcleo Santa Virginia.",-45.310001373291,-23.2199993133545,NA,NA,NA,NA,SPF00144913,NA,"27362",auto,"2016",NA,NA,"12",NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.9192,-23.6039,"105",2019-01-25 15:42:56-02,IAC,IAC,"43181",S,Plantae,NA,NA,Monimiaceae,Mollinedia,gilgiana,Mollinedia gilgiana,Perkins,Elton John De Lírio,"L.C. Bernacci; G.A.D.C. Franco; G. Durigan & E. Furlan","3474","2001","02","08",NA,Brasil,São Paulo,Cotia,"próximo ao distrito de Caucaia do Alto (Cotia - SP), fragmento Lila, indivíduo V 38.1",-46.9192,-23.6039,NA,NA,NA,NA,NA,NA,NA,NA,"2016","-46.9192","-23.6039","11","29",NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.080223,-23.373498,"106",2019-01-25 15:42:56-02,IAC,IAC,"48995",S,Plantae,NA,NA,Monimiaceae,Mollinedia,gilgiana,Mollinedia gilgiana,Perkins,Elton John De Lírio,"J.A.M.A. Gomes; L.C. Bernacci; O.A. Santos; S. Santos & F.J. Benedetti","350","2006","11","08",NA,Brasil,São Paulo,Ubatuba,"Fazenda Capricórnio, Parcela G (Parque Estadual da Serra do Mar, Núcleo Picinguaba)",-45.080223,-23.373498,NA,NA,NA,"subparcela 16, indivíduo G 201",NA,NA,NA,NA,"2016","-45.080223","-23.373498","11","29",NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.081476,-23.373108,"107",2019-10-03 14:21:02-03,IAC,IAC,"49797",S,Plantae,NA,NA,Monimiaceae,Mollinedia,gilgiana,Mollinedia gilgiana,Perkins,Elton John De Lírio,"E. Ramos; H.R. Gonçalves & S. Santos","516","2007","10","01",NA,Brasil,São Paulo,Ubatuba,"Fazenda Capricórnio, Núcleo Picinguaba/PESM, Parcela H",-45.081476,-23.373108,NA,NA,NA,"Subparcela 71, Indivíduo H1078",NA,NA,NA,NA,"2016","-45.081476","-23.373108","11","29",NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.081769,-23.373117,"108",2019-01-25 15:42:56-02,IAC,IAC,"51965",S,Plantae,NA,NA,Monimiaceae,Mollinedia,gilgiana,Mollinedia gilgiana,Perkins,Elton John De Lírio,"E. Ramos; M. Eltink; J.F. Benedito & S. Santos","654","2009","11","07",NA,Brasil,São Paulo,Ubatuba,"Parque Estadual da Serra do Mar, Fazenda Capricórnio",-45.081769,-23.373117,NA,NA,NA,"Parcela H, subparcela 74, indivíduo n°1137",NA,NA,NA,NA,"2016","-45.081769","-23.373117","11","29",NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.5499992370605,-24.7000007629395,"116",2021-03-04 15:44:24-03,IF,SPSF,"24263",PreservedSpecimen,Plantae,Magnoliophyta,Laurales,Monimiaceae,Mollinedia,gilgiana,Mollinedia gilgiana,Perk.,E.J.Lirio,C.E.O.Lohmann,"34","1992","06","24",América do Sul,Brasil,SP,Iguape,Estação Ecológica Juréia-Itatins,-47.5499992370605,-24.7000007629395,NA,NA,NA,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: mata ciliar&nf;;",NA,NA,"55628",auto,"2013",NA,NA,"05","22",NA,NA,NA,Magnoliopsida,NA,NA,"35",São Paulo,SP,Sudeste
-47.5499992370605,-24.7000007629395,"117",2021-03-04 15:44:24-03,IF,SPSF,"24250",PreservedSpecimen,Plantae,Magnoliophyta,Laurales,Monimiaceae,Mollinedia,gilgiana,Mollinedia gilgiana,Perk.,E.J.Lirio,M.P.Costa & I.Cordeiro & L.Rossi & E.A.Anunciação,"74","1991","12","14",América do Sul,Brasil,SP,Iguape,Estação Ecológica Juréia-Itatins,-47.5499992370605,-24.7000007629395,NA,NA,NA,"COLETA: XLS: SPSFAntigo&nf;Arvoreta 3m altura, flores pistiladas verdes.; GEOGRAFIA: Margens do rio Pocinho;",NA,NA,"55628",auto,"2013",NA,NA,"05","22",NA,NA,NA,Magnoliopsida,NA,NA,"35",São Paulo,SP,Sudeste
-47.5499992370605,-24.7000007629395,"118",2021-03-04 15:44:24-03,IF,SPSF,"24251",PreservedSpecimen,Plantae,Magnoliophyta,Laurales,Monimiaceae,Mollinedia,gilgiana,Mollinedia gilgiana,Perk.,E.J.Lirio,L.Rossi,"1216","1992","12","14",América do Sul,Brasil,SP,Iguape,E.Ecool.Jureia-Itatins,-47.5499992370605,-24.7000007629395,NA,NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,"55628",auto,"2013",NA,NA,"05","22",NA,NA,NA,Magnoliopsida,NA,NA,"35",São Paulo,SP,Sudeste
-45.866667,-23.633333,"119",2019-11-21 10:10:53-03,IBt,SP,"192408",S,Plantae,NA,NA,Monimiaceae,Mollinedia,gilgiana,Mollinedia gilgiana,Perkins,"Lírio, EJ","Custodio Filho, A; Cerati, TM","1269","1983","03","30",NA,Brasil,São Paulo,Biritiba-Mirim,Estação Biológica de Boracéia,-45.866667,-23.633333,"890","950",NA,NA,SP048115,SP048115,NA,NA,"2016","-45.866667","-23.633333",NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.866667,-23.633333,"120",2019-11-21 10:10:53-03,IBt,SP,"195311",S,Plantae,NA,NA,Monimiaceae,Mollinedia,gilgiana,Mollinedia gilgiana,Perkins,"Lírio, EJ","Custodio Filho, A","1757","1983","10","26",NA,Brasil,São Paulo,Biritiba-Mirim,Estação Biológica de Boracéia,-45.866667,-23.633333,"890","950",NA,NA,SP048116,SP048116,NA,NA,"2016","-45.866667","-23.633333",NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.297311,-23.769289,"128",2019-11-21 10:10:53-03,IBt,SP,"426673",S,Plantae,NA,NA,Monimiaceae,Mollinedia,gilgiana,Mollinedia gilgiana,Perkins,"Lírio, EJ","Santos Neta, AC; Búgola Silva, F; Almeida Scabbia, RJ; Yang, AMK","61","2008","04","24",NA,Brasil,São Paulo,Santo André,"Paranapiacaba, Trilha da Pontinha",-46.297311,-23.769289,NA,NA,NA,NA,SP048054,SP048054,NA,NA,"2016","-46.297311","-23.769289",NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.5900001525879,-22.7299995422363,"129",2019-11-21 10:10:53-03,IBt,SP,"79567",S,Plantae,NA,NA,Monimiaceae,Mollinedia,gilgiana,Mollinedia gilgiana,Perkins,NA,"Kuhlmann, M","2144","1949","11","25",NA,Brasil,São Paulo,Campos do Jordão,Estrada para Minas.,-45.5900001525879,-22.7299995422363,NA,NA,NA,NA,SP048121,SP048121,"21048",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.5900001525879,-22.7299995422363,"130",2019-11-21 10:10:53-03,IBt,SP,"102634",S,Plantae,NA,NA,Monimiaceae,Mollinedia,gilgiana,Mollinedia gilgiana,Perkins,"Lírio, EJ","Mattos, J; Mattos, N","15015","1967","07","26",NA,Brasil,São Paulo,Campos do Jordão,"Fazenda da Guarda (Reserva Florestal), quase na divisa com Minas Gerais",-45.5900001525879,-22.7299995422363,NA,NA,NA,NA,SP048113,SP048113,"21048",auto,"2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.5499992370605,-24.7000007629395,"131",2019-11-21 10:10:53-03,IBt,SP,"251752",S,Plantae,NA,NA,Monimiaceae,Mollinedia,gilgiana,Mollinedia gilgiana,Perkins,"Lírio, EJ","Costa, MP; et al.","76","1991","12","14",NA,Brasil,São Paulo,Iguape,"Estação Ecológica Juréia-Itatins, Às margens do Pocinho",-47.5499992370605,-24.7000007629395,NA,NA,NA,"Árvore 12m alt., flores estaminadas verde claras",SP048128,SP048128,"55628",auto,"2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.5499992370605,-24.7000007629395,"132",2019-11-21 10:10:53-03,IBt,SP,"251750",S,Plantae,NA,NA,Monimiaceae,Mollinedia,gilgiana,Mollinedia gilgiana,Perkins,"Lírio, EJ","Costa, MP; et al.","74","1991","12","14",NA,Brasil,São Paulo,Iguape,"Estação Ecológica Juréia-Itatins, Às margens do Pocinho",-47.5499992370605,-24.7000007629395,NA,NA,NA,"Arvoreta crescendo na beira do rio, ca. 3m alt., flores pistiladas verdes",SP048131,SP048131,"55628",auto,"2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.5499992370605,-24.7000007629395,"133",2019-11-21 10:10:53-03,IBt,SP,"249251",S,Plantae,NA,NA,Monimiaceae,Mollinedia,gilgiana,Mollinedia gilgiana,Perkins,"Lírio, EJ","Kawall, MA; Anunciação, EA","88","1991","07","26",NA,Brasil,São Paulo,Iguape,"Estação Ecológica Juréia-Itatins, Margem do Rio Verde, próximo ao 2° rio da Trilha da Figueira",-47.5499992370605,-24.7000007629395,NA,NA,NA,"Árvore de 10m alt., frutos verde claro",SP048130,SP048130,"55628",auto,"2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.5499992370605,-24.7000007629395,"134",2019-11-21 10:10:53-03,IBt,SP,"246972",S,Plantae,NA,NA,Monimiaceae,Mollinedia,gilgiana,Mollinedia gilgiana,Perkins,"Lírio, EJ","Cordeiro, I; et al.","720","1990","10","16",NA,Brasil,São Paulo,Iguape,"Estação Ecológica Juréia-Itatins, Serra da Juréia, trilha da Figueira, mata de encosta",-47.5499992370605,-24.7000007629395,NA,NA,NA,"Arvoreta crescendo em clareira, ca. 10m alt., DAP ca. 20cm, botões creme esverdeados",SP048134,SP048134,"55628",auto,"2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.5499992370605,-24.7000007629395,"135",2019-11-21 10:10:53-03,IBt,SP,"269424",S,Plantae,NA,NA,Monimiaceae,Mollinedia,gilgiana,Mollinedia gilgiana,Perkins,"Lírio, EJ","Sugiyama, M; Anunciação, EA","1158","1994","05","17",NA,Brasil,São Paulo,Iguape,"Estação Ecológica Juréia-Itatins, Serra da Juréia, trilha do Morrinho",-47.5499992370605,-24.7000007629395,NA,NA,NA,"Árvore 6-7m., frutos verdes, próximo do paredão",SP048133,SP048133,"55628",auto,"2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.5499992370605,-24.7000007629395,"136",2019-11-21 10:10:53-03,IBt,SP,"254653",S,Plantae,NA,NA,Monimiaceae,Mollinedia,gilgiana,Mollinedia gilgiana,Perkins,"Lírio, EJ","Lohmann, CEO; et al.","34","1992","06","24",NA,Brasil,São Paulo,Iguape,"Estação Ecológica Juréia-Itatins, Trilha da Figueira",-47.5499992370605,-24.7000007629395,NA,NA,NA,"Árvore 5m alt., frutos imaturos verdes, crescendo na margem do rio entre as pedras",SP048129,SP048129,"55628",auto,"2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.5499992370605,-24.7000007629395,"137",2019-11-21 10:10:53-03,IBt,SP,"263412",S,Plantae,NA,NA,Monimiaceae,Mollinedia,gilgiana,Mollinedia gilgiana,Perkins,"Lírio, EJ","Rossi, L; et al.","1216","1992","12","14",NA,Brasil,São Paulo,Iguape,"Estação Ecológica Juréia-Itatins, Trilha para a Figueira",-47.5499992370605,-24.7000007629395,NA,NA,NA,"Árvore 8,0m alt., folhas discolores, receptáculos verde claros",SP048127,SP048127,"55628",auto,"2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.8400001525879,-23.5300006866455,"138",2019-11-21 10:10:53-03,IBt,SP,"79571",S,Plantae,NA,NA,Monimiaceae,Mollinedia,gilgiana,Mollinedia gilgiana,Perkins,"Lírio, EJ","Kuhlmann, M","1720","1948","11","27",NA,Brasil,São Paulo,Salesópolis,Boracea.,-45.8400001525879,-23.5300006866455,"850","850",NA,NA,SP048120,SP048120,"18032",auto,"2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.8400001525879,-23.5300006866455,"139",2019-11-21 10:10:53-03,IBt,SP,"102146",S,Plantae,NA,NA,Monimiaceae,Mollinedia,gilgiana,Mollinedia gilgiana,Perkins,"Lírio, EJ","Mattos, J; Mattos, N","14257","1966","11","29",NA,Brasil,São Paulo,Salesópolis,"Estação Biológica de Boracéia, Perto do rio Coruja.",-45.8400001525879,-23.5300006866455,NA,NA,NA,NA,SP048119,SP048119,"18032",auto,"2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
