X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,minimumElevationInMeters,maximumElevationInMeters,preparationType,occurrenceRemarks,barcode,imagecode,yearIdentified,coordinatePrecision,geoFlag,monthIdentified,class,dayIdentified,typeStatus,relatedCatalogItem,infraspecificEpithet,verbatimLongitude,verbatimLatitude,minimumDepthInMeters,maximumDepthInMeters,individualCount,fieldNumber,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-49.368889,-24.115833,"164",2021-02-08 12:53:57-03,UFRGS,ICN,"137455",S,Plantae,Monocotyledon,NA,Poaceae,Panicum,peladoense,Panicum peladoense,Henrard,"Guglieri, A","Guglieri, A; et al.","265","2004","01","15",América do Sul,Brasil,PR,Sengés,divisa com Itararé (SP) junto ao rio Itararé 24° 06' 57 8''S 049° 22' 08 0'' W,-49.368889,-24.115833,NA,NA,NA,"cerrado; comum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-49.368889","-24.115833",NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.116667,-22.183333,"213",2019-11-21 10:16:13-03,IBt,SP,"76792",S,Plantae,NA,NA,Poaceae,Panicum,peladoense,Panicum peladoense,Henrard,"Guglieri, A","Eiten, G; Eiten, LT","2116","1960","07","15",NA,Brasil,São Paulo,Mogi Guaçu,"Fazenda Campininha, Campos das Sete Lagoas. Just N of Rio Mogi Guaçú. 10 km NNE of Padua Sales. About 27 km NW of city of Mogi-Mirim.",-47.116667,-22.183333,"575","650",NA,NA,NA,NA,"1997",NA,NA,"09",NA,"24",NA,NA,NA,"-47.116667","-22.183333",NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.966667,-23.583333,"214",2019-11-21 10:16:13-03,IBt,SP,"81885",S,Plantae,NA,NA,Poaceae,Panicum,peladoense,Panicum peladoense,Henrard,"Guglieri, A","Clayton, WD","4507","1965","02","04",NA,Brasil,São Paulo,Itapetininga,Road from Sorocaba to Itapetininga.,-47.966667,-23.583333,"600","600",NA,NA,NA,NA,"1997",NA,NA,"09",NA,"24",NA,NA,NA,"-47.966667","-23.583333",NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.439998626709,-22.8799991607666,"223",2019-11-21 10:16:13-03,IBt,SP,"179335",S,Plantae,NA,NA,Poaceae,Panicum,peladoense,Panicum peladoense,Henrard,"Guglieri, A","Gemtchújnicov, ID",s.n.,"1980","03","12",NA,Brasil,São Paulo,Botucatu,Rubião Junior.,-48.439998626709,-22.8799991607666,NA,NA,NA,NA,NA,NA,"1997","40412",auto,"09",NA,"24",NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.0499992370605,-23.5900001525879,"224",2019-11-21 10:16:13-03,IBt,SP,"58413",S,Plantae,NA,NA,Poaceae,Panicum,peladoense,Panicum peladoense,Henrard,"Guglieri, A","Campos, SM","209","1960","03","17",NA,Brasil,São Paulo,Itapetininga,"Faz. Sta. Luzia do Campo Largo, SE da cid. de Itapetininga.",-48.0499992370605,-23.5900001525879,NA,NA,NA,NA,NA,NA,"1997","40712",auto,"09",NA,"24",NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.9421997070312,-22.372200012207,"225",2019-11-21 10:16:13-03,IBt,SP,"168568",S,Plantae,NA,NA,Poaceae,Panicum,peladoense,Panicum peladoense,Henrard,"Guglieri, A","Sugiyama, M; Mantovani, W","40","1981","01","27",NA,Brasil,São Paulo,Mogi Guaçu,"Fazenda Campininha, Martinho Prado.",-46.9421997070312,-22.372200012207,NA,NA,NA,NA,NA,NA,"2004","39309",auto,"03",NA,"17",NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.9421997070312,-22.372200012207,"226",2019-11-21 10:16:13-03,IBt,SP,"168653",S,Plantae,NA,NA,Poaceae,Panicum,peladoense,Panicum peladoense,Henrard,"Guglieri, A","Mantovani, W","1590","1981","01","26",NA,Brasil,São Paulo,Mogi Guaçu,"Fazenda Campininha, Martinho Prado.",-46.9421997070312,-22.372200012207,NA,NA,NA,NA,NA,NA,"2004","39309",auto,"03",NA,"15",NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.9421997070312,-22.372200012207,"227",2019-11-21 10:16:13-03,IBt,SP,"163772",S,Plantae,NA,NA,Poaceae,Panicum,peladoense,Panicum peladoense,Henrard,"Guglieri, A","Mantovani, W","365","1980","02","02",NA,Brasil,São Paulo,Mogi Guaçu,"Fazenda Campininha, Pádua Sales.",-46.9421997070312,-22.372200012207,NA,NA,NA,NA,NA,NA,"1997","39309",auto,"09",NA,"26",NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.9500007629395,-22.4300003051758,"228",2019-11-21 10:16:13-03,IBt,SP,"20537",S,Plantae,NA,NA,Poaceae,Panicum,peladoense,Panicum peladoense,Henrard,"Guglieri, A","Hoehne, FC",s.n.,"1927","05","25",NA,Brasil,São Paulo,Mogi Mirim,NA,-46.9500007629395,-22.4300003051758,NA,NA,NA,NA,NA,NA,"1997","19575",auto,"09",NA,"24",NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"229",2019-11-21 10:16:13-03,IBt,SP,"52274",S,Plantae,NA,NA,Poaceae,Panicum,peladoense,Panicum peladoense,Henrard,"Guglieri, A","Handro, O","56","1949","01","15",NA,Brasil,São Paulo,São Paulo,Jabaquara.,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,SP035747,SP035747,"1997","53584",auto,"09",NA,"24",NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
