X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,recordNumber,continentOcean,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,preparationType,occurrenceRemarks,barcode,imagecode,year,month,day,minimumElevationInMeters,maximumElevationInMeters,typeStatus,verbatimLongitude,verbatimLatitude,yearIdentified,monthIdentified,coordinatePrecision,geoFlag,class,relatedCatalogItem,dayIdentified,fieldNumber,individualCount,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-52.883333,-22.583333,"104",2020-11-04 17:29:57-03,UEM,HUEM,"21417",S,Plantae,NA,NA,Myrtaceae,Eugenia,gracillima,Eugenia gracillima,Kiaersk.,"Romagnolo, MB","Romagnolo, MB","3197",NA,Brasil,Paraná,Diamante do Norte,"Estação Ecológica do Caiuá, estrada do ribeirão Conceição, borda da mata",-52.883333,-22.583333,NA,"Arvoreta, cerca de 2 m de altura; frutos imaturos de coloração verde.; Floresta Estacional Semidecidual.",HUEM000008393,HUEM000008393,"2011","09","19","260","260",NA,"-52.883333","-22.583333","2011","10",NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-52.1599998474121,-22.5300006866455,"154",2020-11-04 17:29:57-03,UEM,HUEM,"7203",S,Plantae,NA,NA,Myrtaceae,Eugenia,gracillima,Eugenia gracillima,Kiaersk.,"Sobral, M","J.Y.Tamashiro; Gabrielli, AC; Santos, FAM; Rodrigues, RR","18815",NA,Brasil,São Paulo,Teodoro Sampaio,Reserva Morro do Diabo,-52.1599998474121,-22.5300006866455,NA,"Arvoreta de 6m; frutos maduros amarelos e imaturos verdes.",HUEM000008384,HUEM000008384,"1986","12","02",NA,NA,NA,NA,NA,"2009","08","54606",auto,NA,NA,"01",NA,NA,"35",São Paulo,SP,Sudeste
-52.1599998474121,-22.5300006866455,"158",2021-03-04 15:45:22-03,IF,SPSF,"17863",PreservedSpecimen,Plantae,Magnoliophyta,Myrtales,Myrtaceae,Eugenia,gracillima,Eugenia gracillima,Kiaersk,O.T. Aguiar,J.B.Baitello,"727",América do Sul,Brasil,SP,Teodoro Sampaio,P.E.Morro do Diabo,-52.1599998474121,-22.5300006866455,NA,"COLETA: XLS: SPSFAntigo&nf;Arvoreta, 5 m, casca esfoliante, fruto laranja, comestível.&nf;Nome popular: azedinho; GEOGRAFIA: estrada do 7000, ao longo do caminho.;",NA,NA,"1994","12","07",NA,NA,NA,NA,NA,"2016","07","54606",auto,Magnoliopsida,NA,"27",NA,NA,"35",São Paulo,SP,Sudeste
-52.1599998474121,-22.5300006866455,"159",2021-03-04 15:45:22-03,IF,SPSF,"12264",PreservedSpecimen,Plantae,Magnoliophyta,Myrtales,Myrtaceae,Eugenia,gracillima,Eugenia gracillima,Kiaersk,O.T. Aguiar,J.Y.Tamashiro & A.C.Gabrielli & F.A.M.Santos & R.R.Rodrigues,"18815",América do Sul,Brasil,SP,Teodoro Sampaio,Parque Estadual do Morro do Diabo,-52.1599998474121,-22.5300006866455,NA,"COLETA: Arvoreta 6m altura; frutos maduros amarelos e imaturos verdes.;",NA,NA,"1986","12","02",NA,NA,NA,NA,NA,"2014","09","54606",auto,Magnoliopsida,NA,"05",NA,NA,"35",São Paulo,SP,Sudeste
-52.1599998474121,-22.5300006866455,"160",2021-03-04 15:45:22-03,IF,SPSF,"11293",PreservedSpecimen,Plantae,Magnoliophyta,Myrtales,Myrtaceae,Eugenia,gracillima,Eugenia gracillima,Kiaersk,O.T. Aguiar,O.T. Aguiar,"201",América do Sul,Brasil,SP,Teodoro Sampaio,Parque Estadual do Morro do Diabo,-52.1599998474121,-22.5300006866455,NA,"COLETA: Nome popiular: azedinha&nf;Arvoreta; frutos amarelos quando maduros.; GEOGRAFIA: Estrada do 7000;",NA,NA,"1986","12","04",NA,NA,NA,NA,NA,"2014","09","54606",auto,Magnoliopsida,NA,"05",NA,NA,"35",São Paulo,SP,Sudeste
-52.1599998474121,-22.5300006866455,"161",2021-03-04 15:45:22-03,IF,SPSF,"17890",PreservedSpecimen,Plantae,Magnoliophyta,Myrtales,Myrtaceae,Eugenia,gracillima,Eugenia gracillima,Kiaersk,F.F.Mazine,G.A.D.C. Franco,"1308",América do Sul,Brasil,SP,Teodoro Sampaio,Parque Estadual do Morro do Diabo,-52.1599998474121,-22.5300006866455,NA,"COLETA: XLS: SPSFAntigo&nf;Nome popular: azedinha&nf;Arvoreta 3ma ltura; frutos imaturos verdes e maduros amarelados.; GEOGRAFIA: Estrada do 7000, margem do caminho.;",NA,NA,"1994","12","07",NA,NA,NA,NA,NA,"2011","04","54606",auto,Magnoliopsida,NA,"26",NA,NA,"35",São Paulo,SP,Sudeste
-52.1599998474121,-22.5300006866455,"162",2021-03-04 15:45:22-03,IF,SPSF,"13514",PreservedSpecimen,Plantae,Magnoliophyta,Myrtales,Myrtaceae,Eugenia,gracillima,Eugenia gracillima,Kiaersk,O.T.Aguiar,E.C.Fonseca,NA,América do Sul,Brasil,SP,Teodoro Sampaio,Parque Estadual do Morro do Diabo,-52.1599998474121,-22.5300006866455,NA,"COLETA: Nome popular: azedinha; GEOGRAFIA: Região do Angelim, na Mata.;",NA,NA,"1989","11","28",NA,NA,NA,NA,NA,"2014","09","54606",auto,Magnoliopsida,NA,"05",NA,NA,"35",São Paulo,SP,Sudeste
-52.1599998474121,-22.5300006866455,"163",2021-02-08 12:43:54-03,UFRGS,ICN,"124092",S,Plantae,Dicotyledon,NA,Myrtaceae,Eugenia,gracillima,Eugenia gracillima,Kiaersk.,"Ribeiro, CL","Dias, C",s.n.,América do Sul,Brasil,SP,Teodoro Sampaio,R.E. do Morro do Diabo,-52.1599998474121,-22.5300006866455,NA,"Árvore mais ou menos 5 m de altura; flores brancas. V. Sobral, Napaea 11: 36. 1995.",NA,NA,"1980","10","21",NA,NA,NA,NA,NA,"2019","05","54606",auto,NA,NA,"29",NA,NA,"35",São Paulo,SP,Sudeste
-51.587722,-21.074861,"172",2019-11-21 10:11:27-03,IBt,SP,"332367",S,Plantae,NA,NA,Myrtaceae,Eugenia,gracillima,Eugenia gracillima,Kiaersk.,"Mazine, FF","Bicudo, LRH; et al.","73",NA,Brasil,São Paulo,Castilho,"Margem do Rio Paraná, mata secundária",-51.587722,-21.074861,NA,"2m alt., frutos verdes",SP057001,SP057001,"1998","10","13",NA,NA,NA,"-51.587722","-21.074861","2017","07",NA,NA,NA,NA,"25",NA,NA,"35",São Paulo,SP,Sudeste
-52.1599998474121,-22.5300006866455,"173",2020-12-03 09:40:45-03,IBt,SP,"321764",S,Plantae,NA,NA,Myrtaceae,Eugenia,gracillima,Eugenia gracillima,Kiaersk.,NA,"Baitello, JB","727",NA,Brasil,São Paulo,Teodoro Sampaio,"Parque Estadual Morro do Diabo, Estrada do 7000 ao longo do caminho",-52.1599998474121,-22.5300006866455,NA,"Arvoreta ca. 5m alt., casca clara, esfoliante, frutos de cor laranja, comestíveis",SP057000,SP057000,"1994","12","07",NA,NA,NA,NA,NA,NA,NA,"54606",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-52.1599998474121,-22.5300006866455,"174",2020-12-03 09:40:45-03,IBt,SP,"321793",S,Plantae,NA,NA,Myrtaceae,Eugenia,gracillima,Eugenia gracillima,Kiaersk.,"Mazine, FF","Franco, GADC","1308",NA,Brasil,São Paulo,Teodoro Sampaio,"Parque Estadual Morro do Diabo, Estrada do 7000, na margem do caminho",-52.1599998474121,-22.5300006866455,NA,"Aevoreta 3m alt., frutos imaturos verdes e maduros amarelados",SP056999,SP056999,"1994","12","07",NA,NA,NA,NA,NA,"2011","04","54606",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-52.1599998474121,-22.5300006866455,"176",2020-12-03 09:40:45-03,IBt,SP,"296844",S,Plantae,NA,NA,Myrtaceae,Eugenia,klappenbachiana,Eugenia klappenbachiana,Mattos & D.Legrand,"Sobral, M; Mazine, FF","Tamashiro, JY; Gabrielli, AC; Santos, FAM; Rodrigues, RR","18815",NA,Brasil,São Paulo,Teodoro Sampaio,Reserva Estadual Morro do Diabo,-52.1599998474121,-22.5300006866455,NA,NA,SP057017,SP057017,"1986","12","02",NA,NA,NA,NA,NA,NA,NA,"54606",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
