X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,identifiedBy,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,preparationType,occurrenceRemarks,barcode,imagecode,scientificNameAuthorship,yearIdentified,monthIdentified,dayIdentified,verbatimLongitude,verbatimLatitude,minimumElevationInMeters,maximumElevationInMeters,coordinatePrecision,geoFlag,class,individualCount,typeStatus,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-45.080223,-23.373498,"61",2020-02-20 14:37:13-03,IAC,IAC,"49034",S,Plantae,NA,NA,Rubiaceae-205.Rubioideae-Coussareeae,Coussarea,accedens,Coussarea accedens,S.L. Jung-Mendaçolli,"J.A.M.A. Gomes; L.C. Bernacci; O.A. Santos; S. Santos & F.J. Benedetti","389","2006","12","05",NA,Brasil,São Paulo,Ubatuba,"Fazenda Capricórnio, Parcela G (Parque Estadual da Serra do Mar, Núcleo Picinguaba)",-45.080223,-23.373498,NA,"subparcela 69, indivíduo G 1132",NA,NA,Müll.Arg.,"2006","11","01","-45.080223","-23.373498",NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.079191,-23.380498,"62",2020-02-20 14:37:13-03,IAC,IAC,"49252",S,Plantae,NA,NA,Rubiaceae-205.Rubioideae-Coussareeae,Coussarea,accedens,Coussarea accedens,E. Ramos et al.,"E. Ramos; R.B. Torres & S. Santos","437","2006","09","26",NA,Brasil,São Paulo,Ubatuba,"Fazenda Capricórnio, Núcleo Picinguaba/PESM, Parcela F",-45.079191,-23.380498,NA,Subparcela 76 indivíduo F1081,NA,NA,Müll.Arg.,"2006","09","26","-45.079191","-23.380498",NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.081447,-23.373559,"63",2020-02-20 14:37:13-03,IAC,IAC,"49909",S,Plantae,NA,NA,Rubiaceae-205.Rubioideae-Coussareeae,Coussarea,accedens,Coussarea accedens,E. Ramos et al.,"E. Ramos; H.R. Gonçalves & S. Santos","570","2007","04","14",NA,Brasil,São Paulo,Ubatuba,"Fazenda Capricórnio, Núcleo Picinguaba/PESM, Parcela H",-45.081447,-23.373559,NA,"Subparcela 21, Indivíduo H0323",NA,NA,Müll.Arg.,"2007","04","14","-45.081447","-23.373559",NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.109914,-23.360372,"64",2020-02-20 14:37:13-03,IAC,IAC,"56495",S,Plantae,NA,NA,Rubiaceae-205.Rubioideae-Coussareeae,Coussarea,accedens,Coussarea accedens,A.C.O. Souza et al.,"A.C.O. Souza; L.C. Bernacci & R. Belinelo","117","2011","02","22",NA,Brasil,São Paulo,Ubatuba,"Parque Estadual da Serra do Mar, Núcleos Santa Virgínia/Picinguaba, trilha da Pipoca",-45.109914,-23.360372,NA,NA,NA,NA,Müll.Arg.,"2011","02","22","-45.109914","-23.360372",NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.0699996948242,-23.4300003051758,"65",2020-11-04 17:30:35-03,UEM,HUEM,"25866",S,Plantae,NA,NA,Rubiaceae,Coussarea,accedens,Coussarea accedens,NA,"Campos, MCR; R. Belinelo","777","2006","07","18",NA,Brasil,São Paulo,Ubatuba,"núcleo Picinguaba/PESM, trilha da Casa da Farinha; parcela E, subparcela 81",-45.0699996948242,-23.4300003051758,NA,"Indivíduo E1030, altura 7m. Doado UEC.",HUEM000011018,HUEM000011018,Müll.Arg.,NA,NA,NA,NA,NA,NA,NA,"34265",auto,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.0699996948242,-23.4300003051758,"66",2020-11-04 17:30:35-03,UEM,HUEM,"28506",S,Plantae,NA,NA,Rubiaceae,Coussarea,accedens,Coussarea accedens,NA,"Campos, MCR; Belinello, R","808","2006","07","18",NA,Brasil,São Paulo,Ubatuba,"núcleo Picinguaba/PESM, trilha da Casa da Farinha, parcela E, subparcela 85",-45.0699996948242,-23.4300003051758,NA,"Indivíduo E1070, altura 9m.",HUEM000011017,HUEM000011017,Müll.Arg.,NA,NA,NA,NA,NA,NA,NA,"34265",auto,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.0699996948242,-23.4300003051758,"67",2020-11-05 13:53:57-03,UNIRIO,HUNI,"2676",PreservedSpecimen,Plantae,NA,NA,Rubiaceae,Coussarea,accedens,Coussarea accedens,M.C.R. Campos,"M.C.R. Campos; R. Belinello","681","2006","07","16",NA,Brasil,São Paulo,Ubatuba,"Núcleo Picinguaba/PESM. Trilha da Casa da Farinha, parcela E subparcela 71.",-45.0699996948242,-23.4300003051758,NA,"Material doado pelo HEPH. Árvore, 9 m de altura. Habito: Árvore",HUNI00002676,NA,Müll.Arg.,NA,NA,NA,NA,NA,NA,NA,"34265",auto,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.0699996948242,-23.4300003051758,"69",2020-11-12 16:59:56-03,UEL,FUEL,"52681",PreservedSpecimen,Plantae,Tracheophyta,Gentianales,Rubiaceae,Coussarea,accedens,Coussarea accedens,NA,"Campos, MCR; Assis, MA; Guaraldo, A; Belinello, R","252","2006","05","07",NA,Brasil,São Paulo,Ubatuba,"Núcleo Picinguaba, PESM, Trilha da Casa da Farinha parcela E, subparcela 27",-45.0699996948242,-23.4300003051758,NA,NA,NA,NA,Müll.Arg.,NA,NA,NA,NA,NA,NA,NA,"34265",auto,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.0699996948242,-23.4300003051758,"70",2020-11-12 16:59:56-03,UEL,FUEL,"52175",PreservedSpecimen,Plantae,Tracheophyta,Gentianales,Rubiaceae,Coussarea,accedens,Coussarea accedens,NA,"Campos, MCR; Assis, MA; Guaraldo, A; Belinello, R","652","2006","05","09",NA,Brasil,São Paulo,Ubatuba,"Núcleo Picinguaba, PESM, Trilha da Casa da Farinha, parcela E, subparcela 68.",-45.0699996948242,-23.4300003051758,NA,NA,NA,NA,Müll.Arg.,NA,NA,NA,NA,NA,NA,NA,"34265",auto,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.0699996948242,-23.4300003051758,"71",2019-10-03 10:04:27-03,UFSCar,SORO,"2680",PreservedSpecimen,Plantae,NA,NA,Rubiaceae,Coussarea,accedens,Coussarea accedens,NA,"Campos, M.C.R.; Guilerme, F.A.G.; Assis, M.A.; Mania, L.","26","2006","03","27",NA,Brasil,São Paulo,Ubatuba,Núcleo Picinguaba/PESM,-45.0699996948242,-23.4300003051758,NA,NA,NA,NA,Müll. Arg.,NA,NA,NA,NA,NA,NA,NA,"34265",auto,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.0699996948242,-23.4300003051758,"72",2019-08-08 10:00:20-03,UFU,HUFU,"68064",S,Plantae,NA,NA,Rubiaceae,Coussarea,accedens,Coussarea accedens,NA,"Campos, M.C.R.; Belinello, R.","831","2006","07","17",NA,Brasil,São Paulo,Ubatuba,"Núcleo Piciguaba/PESM, Trilha da Casa da Farinha; parcela E, subparcela 87",-45.0699996948242,-23.4300003051758,NA,"Indivíduo E1105, altura 9 m.",HUFU00022067,NA,Müll.Arg.,NA,NA,NA,NA,NA,NA,NA,"34265",auto,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.0699996948242,-23.4300003051758,"74",2021-02-08 12:45:06-03,UFRGS,ICN,"197819",S,Plantae,Dicotyledon,NA,Rubiaceae,Coussarea,accedens,Coussarea accedens,NA,"Campos, MCR; Assis, MA; Guaraldo, A; Belinello, R","451","2006","05","08",América do Sul,Brasil,SP,Ubatuba,"Nucleo Picinguaba? PESM;Trilha da casada Farinha, parcela E, subparcela 48",-45.0699996948242,-23.4300003051758,NA,"Indivíduo E0608, altura 6m.",NA,NA,Müll.Arg.,NA,NA,NA,NA,NA,NA,NA,"34265",auto,NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.816667,-23.333333,"75",2019-11-21 10:17:44-03,IBt,SP,"300024",S,Plantae,NA,NA,Rubiaceae,Coussarea,accedens,Coussarea accedens,"Gomes, M","Toniato, MTZ; et al.","30178","1993","11","10",NA,Brasil,São Paulo,Ubatuba,Trilha do Corisco,-44.816667,-23.333333,NA,NA,NA,NA,Müll.Arg.,"1997","03",NA,"-44.816667","-23.333333",NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.0699996948242,-23.4300003051758,"77",2019-11-21 10:17:44-03,IBt,SP,"216575",S,Plantae,NA,NA,Rubiaceae,Coussarea,accedens,Coussarea accedens,"Gomes, M","Kirizawa, M; et al.","1867","1987","08","18",NA,Brasil,São Paulo,Ubatuba,"Serra de Ubatuba, Estrada Ubatuba - S. Luiz de Paraitinga",-45.0699996948242,-23.4300003051758,NA,NA,NA,NA,Müll.Arg.,"1997","03",NA,NA,NA,NA,NA,"34265",auto,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.0699996948242,-23.4300003051758,"78",2019-11-21 10:17:44-03,IBt,SP,"300020",S,Plantae,NA,NA,Rubiaceae,Coussarea,accedens,Coussarea accedens,"Gomes, M","Toniato, MTZ; et al.","30157","1993","11","10",NA,Brasil,São Paulo,Ubatuba,Trilha do Corisco,-45.0699996948242,-23.4300003051758,NA,NA,NA,NA,Müll.Arg.,"1997","03",NA,NA,NA,NA,NA,"34265",auto,NA,NA,NA,"35",São Paulo,SP,Sudeste
