"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","class","relatedCatalogItem","typeStatus","fieldNumber","individualCount"
"11","2021-03-15 16:37:00-03","NY","NYBG","822329","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Sapindaceae","Paullinia","racemosa","Paullinia racemosa","Wawra","P. Acevedo-Rodríguez","H. C. H. Silva","17","2001","06","28","South America","Brazil","Pernambuco","Igarassu","Mata da Usina São José","-35.0027778","-7.8388889","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=910931' target='other'> <mi>dwc_moreinfo</mi></a>","NY00822329","NY00822329_01","25","25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","514744","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Sapindaceae","Paullinia","racemosa","Paullinia racemosa","Wawra","G. V. Somner","J. R. Pirani","2457","1988","02","25","South America","Brazil","Espírito Santo","Piúma","Ca. 3 km S do Morro do Aghá. Rodovia ES-60 (Vila Velha a Marataízes).","-40.77","-20.87","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=687719' target='other'> <mi>dwc_moreinfo</mi></a>","NY00514744","NY00514744_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","514171","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Sapindaceae","Paullinia","racemosa","Paullinia racemosa","Wawra",NA,"R. M. Harley","18244","1977","01","25","South America","Brazil","Bahia",NA,"Coastal zone. 3 km N of Comandatuba, SE of Una.","-39","-15.33","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=560167' target='other'> <mi>dwc_moreinfo</mi></a>","NY00514171","NY00514171_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","514178","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Sapindaceae","Paullinia","racemosa","Paullinia racemosa","Wawra","H. T. Beck","J. R. Pirani","2839","1993","05","12","South America","Brazil","Espírito Santo","Cachoeiro de Itapemirim","Morro Grande, a 3 km da saída da cidade na rodovia para Jerônimo Monteiro. Floresta atrás da serraria de pedras Marmoraes.","-41.1128","-20.8492","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=560156' target='other'> <mi>dwc_moreinfo</mi></a>","NY00514178","NY00514178_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","514167","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Sapindaceae","Paullinia","racemosa","Paullinia racemosa","Wawra","P. Acevedo-Rodríguez","L. R. Noblick","3982","1985","07","05","South America","Brazil","Bahia",NA,"Dom Macedo Costa, Fazenda Mocambo.","-39.17","-12.93","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=560161' target='other'> <mi>dwc_moreinfo</mi></a>","NY00514167","NY00514167_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","514173","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Sapindaceae","Paullinia","racemosa","Paullinia racemosa","Wawra","H. T. Beck","R. M. Harley","22123","1980","05","15","South America","Brazil","Bahia",NA,"Coastal zone. Just S of Maraú. G8.","-39","-14.17","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=560155' target='other'> <mi>dwc_moreinfo</mi></a>","NY00514173","NY00514173_01",NA,"50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","822327","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Sapindaceae","Paullinia","racemosa","Paullinia racemosa","Wawra","P. Acevedo-Rodríguez","S. C. de Sant'Ana","941","2000","08","16","South America","Brazil","Bahia","Santa Cruz Cabrália","Ca. 14 km na estrada que liga Santa André em direção a Belmonte.","-39.0244","-16.2783","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=910922' target='other'> <mi>dwc_moreinfo</mi></a>","NY00822327","NY00822327_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","514160","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Sapindaceae","Paullinia","racemosa","Paullinia racemosa","Wawra",NA,"S. A. Mori","12155","1979","07","06","South America","Brazil","Bahia","Santa Cruz Cabrália","A 5 km a W de Santa Cruz.","-39.05","-16.27","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=560162' target='other'> <mi>dwc_moreinfo</mi></a>","NY00514160","NY00514160_01","50","50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","514177","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Sapindaceae","Paullinia","racemosa","Paullinia racemosa","Wawra","G. V. Somner","G. V. Somner","422","1984","01","20","South America","Brazil","Espírito Santo","Itapemirim","Praia das Neves.","-40.8339","-21.0111","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=560129' target='other'> <mi>dwc_moreinfo</mi></a>","NY00514177","NY00514177_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","514170","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Sapindaceae","Paullinia","racemosa","Paullinia racemosa","Wawra","G. V. Somner","R. M. Harley","17628","1974","04","01","South America","Brazil","Bahia",NA,"Coastal zone. 65 km N of Itabuna, at the mouth of the Rio de Contas on the N bank opposite Itacré.","-39.02","-14.25","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=560133' target='other'> <mi>dwc_moreinfo</mi></a>","NY00514170","NY00514170_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","585340","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Sapindaceae","Paullinia","racemosa","Paullinia racemosa","Wawra","P. Acevedo-Rodríguez","A. M. V. de Carvalho","6009","1995","03","12","South America","Brazil","Bahia","Ilhéus","Mata da Esperança. Ca. 2 km NNE do Banco da Vitória, na estrada que corre na borda oeste da mata","-39.0911111","-14.7772222","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=560148' target='other'> <mi>dwc_moreinfo</mi></a>","NY00585340","NY00585340_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","514161","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Sapindaceae","Paullinia","racemosa","Paullinia racemosa","Wawra","H. T. Beck","S. A. Mori","13933","1981","05","10","South America","Brazil","Bahia","Ilhéus","Road from Olivença to Maruin, 6-8 km W of Olivença.","-39.0492","-14.7892","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=560152' target='other'> <mi>dwc_moreinfo</mi></a>","NY00514161","NY00514161_01","50","50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","822328","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Sapindaceae","Paullinia","racemosa","Paullinia racemosa","Wawra","P. Acevedo-Rodríguez","S. C. de Sant'Ana","1026","2001","04","30","South America","Brazil","Bahia","Floresta Azul","Torre da Coelba. Entrada ca. 12 km de Floresta Azul (Haras Binau), na rod para Itapetinga, a 8 km da entrada.","-39.6994444","-14.9422222","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=910928' target='other'> <mi>dwc_moreinfo</mi></a>","NY00822328","NY00822328_01","700","700",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","514165","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Sapindaceae","Paullinia","racemosa","Paullinia racemosa","Wawra",NA,"P. Acevedo-Rodríguez","1535","1986","09","02","South America","Brazil","Bahia","Santa Cruz Cabrália","En rod. BR 500, a 19 km N de Porto Seguro. Frente a Brasil Colonia.","-39.0244","-16.2783","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=560163' target='other'> <mi>dwc_moreinfo</mi></a>","NY00514165","NY00514165_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","514166","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Sapindaceae","Paullinia","racemosa","Paullinia racemosa","Wawra",NA,"L. P. de Queiroz","1537","1987","05","27","South America","Brazil","Bahia","Santa Teresinha","6 km NE de Santa Terezinha, na estrada entre Santa Terezinha e Monte Cruzeiro.","-39.5347","-12.8156","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=560164' target='other'> <mi>dwc_moreinfo</mi></a>","NY00514166","NY00514166_01","400","400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","02431526","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Sapindaceae","Paullinia","racemosa","Paullinia racemosa","Wawra",NA,"M. M. Arbo","7783","1997","01","28","South America","Brazil","Espírito Santo",NA,"Brejal, 15 km N de Colatina, camino de tieera sobre la margen izquierda del río Pancas","-40.68","-19.38","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2978563' target='other'> <mi>dwc_moreinfo</mi></a>","NY02431526","NY02431526_01",NA,"200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","514180","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Sapindaceae","Paullinia","racemosa","Paullinia racemosa","Wawra",NA,"L. Riedel","s.n.","1832",NA,NA,"South America","Brazil",NA,NA,"Brasilia",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=560169' target='other'> <mi>dwc_moreinfo</mi></a>","NY00514180","NY00514180_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","514168","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Sapindaceae","Paullinia","racemosa","Paullinia racemosa","Wawra",NA,"F. Souza Santos","288","1984","03","07","South America","Brazil","Bahia","Santa Cruz Cabrália","Area da Estaçao Ecológica do Pau-brasil (ESPAB), cerca de 16 km a W de Porto seguro, rod. BR 367 (Porto Seguro/Eunapólis).","-39.13","-16.38","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=560165' target='other'> <mi>dwc_moreinfo</mi></a>","NY00514168","NY00514168_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","1737935","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Sapindaceae","Paullinia","racemosa","Paullinia racemosa","Wawra","B. S. Amorim","B. S. Amorim","1480","2012","03","07","South America","Brazil","Paraíba","Areia","Mata do Pau Ferro.","-35.7042","-6.97","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1946935' target='other'> <mi>dwc_moreinfo</mi></a>","NY01737935","NY01737935_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","00750124","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Sapindaceae","Paullinia","racemosa","Paullinia racemosa","Wawra","P. Acevedo-Rodríguez","J. G. Jardim","2225","1999","08","14","South America","Brazil","Bahia","Maraú","Rodovia Maraú/Ubaitaba, ca 3.5 km saida de cidade","-39.0056","-14.12","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=523570' target='other'> <mi>dwc_moreinfo</mi></a>","NY00750124","NY00750124_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","514164","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Sapindaceae","Paullinia","racemosa","Paullinia racemosa","Wawra","J. A. Kallunki","H. S. Irwin","31106","1971","02","26","South America","Brazil","Bahia","Seabra","Serra da Agua de Rega. Ca. 22 km N of Seabra, road to Agua de Rega.","-41.7703","-12.4186","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=560158' target='other'> <mi>dwc_moreinfo</mi></a>","NY00514164","NY00514164_01","1000","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","514162","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Sapindaceae","Paullinia","racemosa","Paullinia racemosa","Wawra","P. Acevedo-Rodríguez","W. W. Thomas","10382","1994","02","14","South America","Brazil","Bahia","Ilhéus","19.8 km west of Olivença on road to Vila Brasil.","-39.1133","-14.9642","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=560151' target='other'> <mi>dwc_moreinfo</mi></a>","NY00514162","NY00514162_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","514183","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Sapindaceae","Paullinia","racemosa","Paullinia racemosa","Wawra","G. V. Somner","M. C. Vianna","1928","1988","05","11","South America","Brazil","Rio de Janeiro","Angra dos Reis","I. Tipóia, na orla da ilha.","-44.3181","-23.0069","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=560132' target='other'> <mi>dwc_moreinfo</mi></a>","NY00514183","NY00514183_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","514193","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Sapindaceae","Paullinia","racemosa","Paullinia racemosa","Wawra",NA,"B. M. J. Lutz","s.n.","1935","01","01","South America","Brazil","Rio de Janeiro","Rio de Janeiro","Recreio dos Bandeirantes.","-43.482796","-23.016442","sheet","Collector: Lutz & Cochran <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=560171' target='other'> <mi>dwc_moreinfo</mi></a>","NY00514193","NY00514193_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","514172","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Sapindaceae","Paullinia","racemosa","Paullinia racemosa","Wawra","G. V. Somner","R. M. Harley","17053","1974","03","17","South America","Brazil","Bahia",NA,"Coastal zone. 11 km S of Santa Cruz Cabrália.","-39.02","-16.37","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=560134' target='other'> <mi>dwc_moreinfo</mi></a>","NY00514172","NY00514172_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","514181","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Sapindaceae","Paullinia","racemosa","Paullinia racemosa","Wawra","L. A. T. Radlkofer","H. W. Schott","4417",NA,NA,NA,"South America","Brazil",NA,NA,"Brasilia",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=560142' target='other'> <mi>dwc_moreinfo</mi></a>","NY00514181","NY00514181_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","514176","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Sapindaceae","Paullinia","racemosa","Paullinia racemosa","Wawra","P. Acevedo-Rodríguez","A. M. V. de Carvalho","3300","1991","05","30","South America","Brazil","Bahia","Ilhéus","Ca. 7 km na estrada de Olivença para Vila Brasil.","-39.0492","-14.7892","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=560147' target='other'> <mi>dwc_moreinfo</mi></a>","NY00514176","NY00514176_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","533241","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Sapindaceae","Paullinia","racemosa","Paullinia racemosa","Wawra",NA,"A. M. Amorim","1653","1994","05","10","South America","Brazil","Bahia","Una","Reserva Biológica do Mico-leao (Ibama). Entrada no km 46 da Rod. BA-001 Ilhúes/Una. Regiao da Mata Hirgrófila Sul Baiana. Coletas efetuadas na mata próxima a entrada da sede.","-39.08","-15.15","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=560172' target='other'> <mi>dwc_moreinfo</mi></a>","NY00533241","NY00533241_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","514159","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Sapindaceae","Paullinia","racemosa","Paullinia racemosa","Wawra",NA,"S. A. Mori","11996","1979","06","13","South America","Brazil","Bahia","Maraú","BR-030, a 5 km ao S de Maraú.","-39.0144","-14.1033","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=560160' target='other'> <mi>dwc_moreinfo</mi></a>","NY00514159","NY00514159_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","514186","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Sapindaceae","Paullinia","racemosa","Paullinia racemosa","Wawra","G. M. Barroso; G. V. Somner","D. S. D. de Araújo","6668","1985","02","14","South America","Brazil","Rio de Janeiro","Cabo Frio","Búzios, próx. à Praia Brava.","-42.0183","-22.8794","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=560141' target='other'> <mi>dwc_moreinfo</mi></a>","NY00514186","NY00514186_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","514175","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Sapindaceae","Paullinia","racemosa","Paullinia racemosa","Wawra","G. V. Somner","A. M. V. de Carvalho","6234","1996","07","04","South America","Brazil","Bahia","Itacaré","Coletas entre os Km 20 a 23 da estrada Serra Grande/Itacaré.","-38.9967","-14.2778","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=560135' target='other'> <mi>dwc_moreinfo</mi></a>","NY00514175","NY00514175_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","514179","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Sapindaceae","Paullinia","racemosa","Paullinia racemosa","Wawra",NA,"G. V. Somner","597","1990","09","19","South America","Brazil","Espírito Santo","Santa Teresa","Santa Teresa, vale do corrego Valssugana, estrada para Valssugana, rio 5 de novembro.","-40.6003","-19.9358","sheet","SAPI <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=560168' target='other'> <mi>dwc_moreinfo</mi></a>","NY00514179","NY00514179_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","518013","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Sapindaceae","Paullinia","racemosa","Paullinia racemosa","Wawra","G. V. Somner","A. M. Amorim","2564","1998","09","14","South America","Brazil","Bahia","Porto Seguro","Parque Nacional de Monte Pascoal, coletas realizadas nos cordoes arensos próximo à Reserva Indígena de Barra Velha","-39.1544151","-16.8618839","sheet","Site: MP <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=560136' target='other'> <mi>dwc_moreinfo</mi></a>","NY00518013","NY00518013_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
