"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","county","yearIdentified","verbatimLongitude","verbatimLatitude","monthIdentified","class","typeStatus","coordinatePrecision","geoFlag","dayIdentified"
"11","2021-03-01 16:34:03-03","UNICAMP","UEC","169534","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Lavoisiera","itambana","Lavoisiera itambana","Mart. & Schrank ex A.DC.","Martins, AB","Almeda, F; Martins, AB; Fritsch, PW; Aranha, JLM; Bush, C; Belinello, R","9692","2009","03","02",NA,"Brazil","Minas Gerais","Parque Estadual do Pico do Itambe, from the Fazenda at 1367 m to the summit of Pico do Itambe at 2038 m, along the main trail.&nf;Campo rupestre and campo limpo vegetation interspersed with wooded areas around rock outcrops and gallery forests. &nf;Growi","-43.589333","-18.674111","1367","2038",NA,"Shrub 0.7-2 m tall. Buds apically pink. Petals yellow. Calyx lobes apically maroon.","UEC010980","UEC010980","Santo Antônio do Itambé","2013","-43.589333","-18.674111","07",NA,NA,NA,NA,NA
"12","2021-03-01 16:34:03-03","UNICAMP","UEC","104151","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Lavoisiera","itambana","Lavoisiera itambana","Mart. & Schrank ex A.DC.","Martins, AB","Zappi, DC; Kameyama, C; Prado, J","11267","1987","07","16",NA,"Brazil","Minas Gerais","alto do Pico do Itambé., 18km da cidade.",NA,NA,NA,NA,NA,"arbusto de ate 1,2 alt, flores amarelo ouro.; solo arenoso. Afloramento rochoso em campo rupestre.","UEC079084","UEC079084","Santo Antônio de Itambé","2000",NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-01 16:34:03-03","UNICAMP","UEC","170433","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Lavoisiera","itambana","Lavoisiera itambana","Mart. & Schrank ex A.DC.",NA,"Almeda, F; Martins, AB; Fritsch, PW; Aranha, JLM; Bush, C; Belinello, R","9663","2009","03","02",NA,"Brazil","Minas Gerais","Parque Estadual do Pico do Itambé, from the Fazenda at 1367m to the summit of Pico do Itambé at 2038m along the main trail.","-43.348056","-18.398611","1700","1700",NA,"Upright densely branched shrub to 2m tall. Leaves yellowish green. Flowers 6- or 7-merous. Petals lemon-yellow. Androecium yellow. The large anthers with brownish rostrum. Common.; Campo rupestre and campo limpo vegetation interspersed","UEC010344","UEC010344","Santo Antônio do Itambé",NA,"-43.348056","-18.398611",NA,NA,NA,NA,NA,NA
"14","2021-03-01 16:34:03-03","UNICAMP","UEC","176794","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Lavoisiera","itambana","Lavoisiera itambana","Mart. & Schrank ex A.DC.",NA,"Almeda, F; Fritsch, PW; Aranha, JLM; Belinello, R","9029","2004","11","30",NA,"Brazil","Minas Gerais","Trail to the summit from Santo antônio do Itambé.&nf;Elev. 1442m.&nf;18º 24' 5.9''S,&nf;43º 19' 3'' W.",NA,NA,NA,NA,NA,"Shrub 1-5m tall.&nf;Flowers 7-8merous. Petals yellow and inequilaterally emarginate apically. Androecium yellow, becoming brownish.&nf;Calyx lobes persistent after anthesis.&nf;Locally common in sand.; Disturbed vegetation modified for cattl","UEC051220","UEC051220","Pico Itambé",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2014-10-14 15:56:52-03","BS","M","M-0165451","S","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Lavoisiera","itambana","Lavoisiera itambana","DC.",NA,"Martius, C.F.P. von",NA,NA,NA,NA,NA,"Brasil",NA,"Habitat in summo cacumine Montis Itambé da Va.; Provinciae Minar. Gener.",NA,NA,NA,NA,NA,NA,"M0165451",NA,NA,NA,NA,NA,NA,"Magnoliopsida","HOLOTYPE",NA,NA,NA
"16","2020-12-21 16:34:08-03","MBM","MBM","397610","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Lavoisiera","itambana","Lavoisiera itambana","DC.","Pirani, J.R.","Pirani, J.R.; Ferrucci, M.S.; Rando, J.G.; Santos, M.F.; Ferrucci, M.S.; Rando, J.G.; Santos, M.F.","5934","2009","02","10","Southern America","Brazil","Minas Gerais","Parque Estadual do Itambé, Trilha subindo pela encosta do pico, próxima à ponte do rebentão (pequena ponte suspensa)","-43.340564","-18.398628","1804","1804",NA,"Arbusto candelabriforme, 50-100cm alt. Localmente abundante. Pétalas e estames inteiramente amarelos.; Campo rupestre e grandes afloramentos rochosos. Solo arenoso.","MBM397610","MBM397610","Santo Antônio do Itambé","2009","-43.340564","-18.398628","08",NA,NA,NA,NA,NA
"17","2020-12-21 16:34:08-03","MBM","MBM","226026","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Lavoisiera","itambana","Lavoisiera itambana","DC.","Souza, J.P.","Souza, V.C.; et al.; et al.","21110",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Pico do Itambé","-43.3067016601562","-18.465799331665",NA,NA,NA,NA,"MBM226026",NA,"Santo Antônio do Itambé",NA,NA,NA,NA,NA,NA,"19014","auto",NA
"18","2020-10-01 14:23:40-03","JBB","HEPH","2039","S","Plantae","Dicotyledon","Myrtales","Melastomataceae","Lavoisiera","itambana","Lavoisiera itambana","Mart. & Schrank ex DC.","Mello Barreto","Mendes","1645D","1942","05","05","Southern America","Brasil","Minas Gerais","Alto do Pico do Itambé","-43.3793983459473","-18.604700088501",NA,NA,NA,NA,NA,NA,"Serro","1942",NA,NA,NA,NA,NA,"37754","auto",NA
"19","2020-10-01 14:23:40-03","JBB","HEPH","2029","S","Plantae","Dicotyledon","Myrtales","Melastomataceae","Lavoisiera","itambana","Lavoisiera itambana","Mart. & Schrank ex DC.","Mello Barreto","Mendes","1644","1942","05","05","Southern America","Brasil","Minas Gerais","Alto do Pico do Itambé","-43.3793983459473","-18.604700088501",NA,NA,NA,NA,NA,NA,"Serro","1942",NA,NA,NA,NA,NA,"37754","auto",NA
"20","2020-10-01 14:23:40-03","JBB","HEPH","2032","S","Plantae","Dicotyledon","Myrtales","Melastomataceae","Lavoisiera","itambana","Lavoisiera itambana","Mart. & Schrank ex DC.","Mello Barreto","Mendes","1644B","1942","05","05","Southern America","Brasil","Minas Gerais","Alto do Pico do Itambé","-43.3793983459473","-18.604700088501",NA,NA,NA,NA,NA,NA,"Serro","1942",NA,NA,NA,NA,NA,"37754","auto",NA
"21","2020-10-01 14:23:40-03","JBB","HEPH","2033","S","Plantae","Dicotyledon","Myrtales","Melastomataceae","Lavoisiera","itambana","Lavoisiera itambana","Mart. & Schrank ex DC.","Mello Barreto","Mendes","1645","1942","05","05","Southern America","Brasil","Minas Gerais","Alto do Pico do Itambé","-43.3793983459473","-18.604700088501",NA,NA,NA,NA,NA,NA,"Serro","1942",NA,NA,NA,NA,NA,"37754","auto",NA
"22","2020-10-01 14:23:40-03","JBB","HEPH","2034","S","Plantae","Dicotyledon","Myrtales","Melastomataceae","Lavoisiera","itambana","Lavoisiera itambana","Mart. & Schrank ex DC.","Mello Barreto","Mendes","1644","1942","05","05","Southern America","Brasil","Minas Gerais","Alto do Pico do Itambé","-43.3793983459473","-18.604700088501",NA,NA,NA,NA,NA,NA,"Serro","1942",NA,NA,NA,NA,NA,"37754","auto",NA
"23","2020-10-01 14:23:40-03","JBB","HEPH","2035","S","Plantae","Dicotyledon","Myrtales","Melastomataceae","Lavoisiera","itambana","Lavoisiera itambana","Mart. & Schrank ex DC.","Mello Barreto","Mendes","1645","1942","05","05","Southern America","Brasil","Minas Gerais","Alto do Pico do Itambé","-43.3793983459473","-18.604700088501",NA,NA,NA,NA,NA,NA,"Serro","1942",NA,NA,NA,NA,NA,"37754","auto",NA
"24","2020-10-01 14:23:40-03","JBB","HEPH","2036","S","Plantae","Dicotyledon","Myrtales","Melastomataceae","Lavoisiera","itambana","Lavoisiera itambana","Mart. & Schrank ex DC.","Mello Barreto","Mendes","1645","1942","05","05","Southern America","Brasil","Minas Gerais","Alto do Pico do Itambé","-43.3793983459473","-18.604700088501",NA,NA,NA,NA,NA,NA,"Serro","1942",NA,NA,NA,NA,NA,"37754","auto",NA
"25","2020-10-01 14:23:40-03","JBB","HEPH","2037","S","Plantae","Dicotyledon","Myrtales","Melastomataceae","Lavoisiera","itambana","Lavoisiera itambana","Mart. & Schrank ex DC.","Mello Barreto","Mendes","1645C","1942","05","05","Southern America","Brasil","Minas Gerais","Alto do Pico do Itambé","-43.3793983459473","-18.604700088501",NA,NA,NA,NA,NA,NA,"Serro","1942",NA,NA,NA,NA,NA,"37754","auto",NA
"26","2020-10-01 14:23:40-03","JBB","HEPH","2038","S","Plantae","Dicotyledon","Myrtales","Melastomataceae","Lavoisiera","itambana","Lavoisiera itambana","Mart. & Schrank ex DC.","Mello Barreto","Mendes","1645","1942","05","05","Southern America","Brasil","Minas Gerais","Alto do Pico do Itambé","-43.3793983459473","-18.604700088501",NA,NA,NA,NA,NA,NA,"Serro","1942",NA,NA,NA,NA,NA,"37754","auto",NA
"27","2020-10-01 14:23:40-03","JBB","HEPH","2031","S","Plantae","Dicotyledon","Myrtales","Melastomataceae","Lavoisiera","itambana","Lavoisiera itambana","Mart. & Schrank ex DC.","Mello Barreto","Mendes","1644","1942","05","05","Southern America","Brasil","Minas Gerais","Alto do Pico do Itambé","-43.3793983459473","-18.604700088501",NA,NA,NA,NA,NA,NA,"Serro","1942",NA,NA,NA,NA,NA,"37754","auto",NA
"28","2020-10-01 14:23:40-03","JBB","HEPH","2040","S","Plantae","Dicotyledon","Myrtales","Melastomataceae","Lavoisiera","itambana","Lavoisiera itambana","Mart. & Schrank ex DC.","Mello Barreto","Mendes","1644","1942","05","05","Southern America","Brasil","Minas Gerais","Alto do Pico do Itambé","-43.3793983459473","-18.604700088501",NA,NA,NA,NA,NA,NA,"Serro","1942",NA,NA,NA,NA,NA,"37754","auto",NA
"29","2020-10-01 14:23:40-03","JBB","HEPH","2041","S","Plantae","Dicotyledon","Myrtales","Melastomataceae","Lavoisiera","itambana","Lavoisiera itambana","Mart. & Schrank ex DC.","Mello Barreto","Mendes","1645A","1942","05","05","Southern America","Brasil","Minas Gerais","Alto do Pico do Itambé","-43.3793983459473","-18.604700088501",NA,NA,NA,NA,NA,NA,"Serro","1942",NA,NA,NA,NA,NA,"37754","auto",NA
"30","2020-10-01 14:23:40-03","JBB","HEPH","2042","S","Plantae","Dicotyledon","Myrtales","Melastomataceae","Lavoisiera","itambana","Lavoisiera itambana","Mart. & Schrank ex DC.","Mello Barreto","Mendes","1644C","1942","05","05","Southern America","Brasil","Minas Gerais","Alto do Pico do Itambé","-43.3793983459473","-18.604700088501",NA,NA,NA,NA,NA,NA,"Serro","1942",NA,NA,NA,NA,NA,"37754","auto",NA
"31","2020-10-01 14:23:40-03","JBB","HEPH","2030","S","Plantae","Dicotyledon","Myrtales","Melastomataceae","Lavoisiera","itambana","Lavoisiera itambana","Mart. & Schrank ex DC.","Mello Barreto","Mendes","1644A","1942","05","05","Southern America","Brasil","Minas Gerais","Alto do Pico do Itambé","-43.3793983459473","-18.604700088501",NA,NA,NA,NA,NA,NA,"Serro","1942",NA,NA,NA,NA,NA,"37754","auto",NA
"32","2020-12-11 11:38:10-03","UFMG","BHCB","192644","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Lavoisiera","itambana","Lavoisiera itambana","DC.",NA,"Souza, JAM; Paiva, JAM; Silva, SHA","291","2018","06","12","Southern America","Brasil","Minas Gerais","Parque Estadual do Pico do Itambé","-43.315","-18.401389","1447","1447",NA,"Subarbusto, 1,00m, terrestre; flor amarela, fruto castanho.; Campo Rupestre Quartzítico","BHCB192644",NA,"Santo Antônio do Itambé","2018","-43.315","-18.401389","11",NA,NA,NA,NA,"30"
"33","2009-10-21 07:13:00-02","MO","MOBOT","3227300","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Lavoisiera","itambana","Lavoisiera itambana","DC.","J.J. Wurdack","William R. Anderson|M.T. Stieber|Joseph H. Kirkbride, Jr.","Anderson 35853","1972","2","12","South America","Brazil","Minas Gerais","Serra do Espinhaco. Eastern slopes of Pico do Itambé; sandstone outcrops with shrubby vegetation, adjacent grassy slopes, and valley of small stream; mostly sandy soil, but with overlying black humus in many places.",NA,NA,"1550.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2019-11-13 11:25:20-03","USP","SPF","142271","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Lavoisiera","itambana","Lavoisiera itambana","Mart. & Schrank ex DC.","Wurdack, JJ","Anderson, WR","35853","1972","02","12",NA,"Brasil","Minas Gerais","Serra do Espinhaço",NA,NA,NA,NA,NA,NA,"SPF00142271",NA,NA,"1973",NA,NA,NA,NA,NA,NA,NA,NA
"35","2019-11-13 11:25:20-03","USP","SPF","176847","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Lavoisiera","itambana","Lavoisiera itambana","Mart. & Schrank ex DC.","Pacífico, RB","Versieux, LM","321","2006","10","11",NA,"Brasil","Minas Gerais","Parque Estadual do Pico do Itambé","-43.321861","-18.400528","1560","1560",NA,NA,"SPF00176847",NA,"Santo Antônio do Itambé","2018","-43.321861","-18.400528","06",NA,NA,NA,NA,NA
"36","2019-11-13 11:25:20-03","USP","SPF","202980","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Lavoisiera","itambana","Lavoisiera itambana","Mart. & Schrank ex DC.","Pirani, JR","Pirani, JR","5934","2009","02","10",NA,"Brasil","Minas Gerais","Parque Estadual do Pico do Itambé","-43.340639","-18.398778","1804","1804",NA,NA,"SPF00202980",NA,"Santo Antônio do Itambé","2009","-43.340639","-18.398778",NA,NA,NA,NA,NA,NA
"37","2019-11-13 11:25:20-03","USP","SPF","23248","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Lavoisiera","itambana","Lavoisiera itambana","Mart. & Schrank ex DC.","Wurdack, JJ","Furlan, A","CFCR3041","1982","04","05",NA,"Brasil","Minas Gerais","Pico do Itambé","-43.35","-18.4","2050","2050",NA,NA,"SPF00023248",NA,"Santo Antônio do Itambé","1992","-43.35","-18.4",NA,NA,NA,NA,NA,NA
"38","2019-11-13 11:25:20-03","USP","SPF","196403","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Lavoisiera","itambana","Lavoisiera itambana","Mart. & Schrank ex DC.","Viana, PL","Echternacht, L","1758","2008","07","12",NA,"Brasil","Minas Gerais","Parque Estadual do Pico do Itambé","-43.3067016601562","-18.465799331665",NA,NA,NA,NA,"SPF00196403",NA,"Santo Antônio do Itambé","2009",NA,NA,"06",NA,NA,"19014","auto",NA
"39","2019-11-13 11:25:20-03","USP","SPF","63571","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Lavoisiera","itambana","Lavoisiera itambana","Mart. & Schrank ex DC.","Wurdack, JJ","Zappi, DC","CFCR11267","1987","07","16",NA,"Brasil","Minas Gerais","Pico do Itambé","-43.3067016601562","-18.465799331665",NA,NA,NA,NA,"SPF00063571",NA,"Santo Antônio do Itambé","1992",NA,NA,NA,NA,NA,"19014","auto",NA
"40","2019-09-04 19:55:33-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Melastomataceae","Lavoisiera","itambana","Lavoisiera itambana",NA,NA,"C. F. P. von Martius",NA,NA,NA,NA,"South America","Brazil",NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae","Type [status unknown]",NA,NA,NA
"41","2019-07-02 15:55:54-03","UEM","HUEM","34473","S","Plantae",NA,NA,"Melastomataceae","Lavoisiera","itambana","Lavoisiera itambana","Mart. & Schrank ex DC.","R.Pacífico","L.M.Versieux; A.M.Calvente; R.B.Louzada","321","2006","10","11",NA,"Brasil","Minas Gerais","Parque Estadual do Pico do Itambé., Trilha para o pico do Itambé. Campo rupestre.","-43.321861","-18.400528","1560","1560",NA,"Arbusto com aproximadamente 1,7m de altura. Flores amarelas.","HUEM000019021",NA,"Santo Anônio do Itambé","2018","-43.321861","-18.400528","06",NA,NA,NA,NA,NA
"42","2020-08-04 12:48:25-03","UFU","HUFU","56436","S","Plantae",NA,NA,"Melastomataceae","Lavoisiera","itambana","Lavoisiera itambana","Mart. & Schrank ex DC.","Versiane, A.F.A.","Arantes, A.A.A.; Cardoso, E.; Netto, C.R.B.; Silva-Neto, E.N.; Rodrigues, E.B.; et al.","885","2008","03","15",NA,"Brasil","Goiás","Serra do Facão",NA,NA,NA,NA,NA,"Erva ereta 0,7 m. Flores lilás, botões florais brancos na base e vermelhos no ápice.","HUFU00060918","HUFU00060918",NA,"2011",NA,NA,"05",NA,NA,NA,NA,"27"
"43","2019-05-06 11:59:22-03","UFU","HUFU","77438","S","Plantae",NA,NA,"Melastomataceae","Lavoisiera","itambana","Lavoisiera itambana","Mart. & Schrank ex DC.","Romero, R.","Souza, J.A.M.","291","2018","06","12",NA,"Brasil","Minas Gerais","Parque Estadual Pico do Itambé","-43.315","-18.401389",NA,NA,NA,"Subarbusto, 1,00m. Flor amarela. Fruto castanho.; Campo rupestre quartzítico.","HUFU00075053",NA,"Santo Antônio do Itambé","2018","-43.315","-18.401389","11",NA,NA,NA,NA,"27"
"44","2014-12-09 09:49:42-02","CAS","CAS-BOT","416538","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Lavoisiera","itambana","Lavoisiera itambana","DC.",NA,"Almeda, F.; Martins, A. B.; Fritsch, P. W.; Aranha Filho, J. L.M.; Bush, C.; Belinello, R.","9663","2009","3",NA,"South America","Brazil","Minas Gerais","Municipio Santo Antônio do Itambe. Parque Estadual do Pico do Itambe, from the Fazenda at 1367 m to the summit of Pico do Itambe at 2038 m, along the main trail.","-43.34816","-18.39868","1367","2038",NA,"Upright densely branched shrub to 2 m tall. Leaves yellowish green. Flowers 6- or 7-merous. Petals lemon-yellow. Androecium yellow. The large anthers with brownish rostrum. Common. Range is from -18.40226 and -43.31295.",NA,NA,NA,NA,"43.34816° W","18.39868° S",NA,"Magnoliopsida",NA,NA,NA,NA
"45","2016-05-19 11:46:54-03","CAS","CAS-BOT","504996","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Lavoisiera","itambana","Lavoisiera itambana","DC.",NA,"Souza, V. C.; Souza, J. P.; Capellari, L.; Elias, S. I.; Forster, W.","21110","1998","4",NA,"South America","Brazil","Minas Gerais","Pico do Itambé","-43.3171944444","-18.4015555556","1500",NA,NA,"Arbusto, ca 1 m alt; flores amarelas. ESA 41291. Foto: J.P. Sousa.",NA,NA,"Santo Antonio Do Itambe",NA,"43° 19' 01.9 W","18° 24' 05.6 S",NA,"Magnoliopsida",NA,NA,NA,NA
"46","2014-12-09 09:50:52-02","CAS","CAS-BOT","416539","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Lavoisiera","itambana","Lavoisiera itambana","DC.",NA,"Almeda, Frank; Fritsch, Peter Warren; Filho, J. L. M. Aranha; Belinello, R.","9029","2004","11",NA,"South America","Brazil","Minas Gerais","Pico do Itambé. Trail to the summit from Santo Antônio do Itambé.","-43.3175048828","-18.401638031","1442",NA,NA,"Shrub 1-5 m tall. Flowers 7-8-merous. Petals yellow and inequilaterally emarginate apically. Androecium yellow; becoming brownish. Calyx lobes persistent after anthesis. Photos.",NA,NA,NA,NA,"43°19'3W","18°24'5.9S",NA,"Magnoliopsida",NA,NA,NA,NA
"47","2016-05-19 11:52:44-03","CAS","CAS-BOT","504997","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Lavoisiera","itambana","Lavoisiera itambana","DC.",NA,"Anderson, W. R.; Stieber, M.; Kirkbride, Jr, J H","35853","1972","2",NA,"South America","Brazil","Minas Gerais","Eastern slopes of Pico de Itambé",NA,NA,"1550",NA,NA,"Shrub to ca. 1m tall; flowers bright yellow, very showy.",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA
