"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","county","maximumElevationInMeters","typeStatus","yearIdentified","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","fieldNumber","individualCount","previousCatalogNumber"
"11","2021-03-15 16:37:00-03","NY","NYBG","3270686","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Miconia","centrodesma","Miconia centrodesma","Naudin",NA,"B. Maguire","42017","1957","11","09","South America","Venezuela","Amazonas","Rio Yatua, Cerro De La Neblina, Locally abundant in talus forest between camps 3 and 4",NA,NA,"1000","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3583470' target='other'> <mi>dwc_moreinfo</mi></a>","NY03270686",NA,NA,"1200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","521296","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Miconia","centrodesma","Miconia centrodesma","Naudin","J. J. Wurdack","R. E. Schultes","17207","1952","09","05","South America","Colombia","Vaupés","Rio Piraparaná (tributary of Rio Apaporis): Caño Teemeeña",NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=596077' target='other'> <mi>dwc_moreinfo</mi></a>","NY00521296","NY00521296_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","00987218","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Miconia","centrodesma","Miconia centrodesma","Naudin","J. J. Wurdack","G. T. Prance","13557","1971","02","08","South America","Brazil","Roraima","Between Maiyoobtedi - Botamatatedi, about 3º N.","-63.532793","3.008065",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1273487' target='other'> <mi>dwc_moreinfo</mi></a>","NY00987218","NY00987218_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","3270666","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Miconia","centrodesma","Miconia centrodesma","Naudin",NA,"J. M. Schunke-Vigo","9922","1978","02","21","South America","Peru","Huanuco","Rupa Rupa. Al Este de Tingo María, cerca al Cerro Quemado.",NA,NA,"672","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3583450' target='other'> <mi>dwc_moreinfo</mi></a>","NY03270666",NA,"Leoncio Prado","800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","3270649","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Miconia","centrodesma","Miconia centrodesma","Naudin",NA,"J. Cuatrecasas","16486","1944","02","19","South America","Colombia","Valle del Cauca","Río Calima, La Trojita",NA,NA,"5","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3583314' target='other'> <mi>dwc_moreinfo</mi></a>","NY03270649",NA,NA,"50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","1075558","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Miconia","centrodesma","Miconia centrodesma","Naudin","R. Goldenberg","R. Goldenberg","984","2007","11","13","South America","Brazil","Acre","Parque Nacional da Serra do Divisor, Serra do Moa, Trilha para a cachoeira do Formoso (Igarapé do Anil).","-72.8958","-7.61417",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1317660' target='other'> <mi>dwc_moreinfo</mi></a>","NY01075558","NY01075558_01","Mâncio Lima",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","3270623","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Miconia","centrodesma","Miconia centrodesma","Naudin",NA,"A. Antezana","780","2004","05","30","South America","Bolivia","La Paz","Area Natural de Manejo Integrado Apolobamba, Pauje Yuyo, 1,7 Km NE de la Comunidad. Ladera NOO, pendiente 100 %. Parcela de muestreo 126 (0.1 ha)","-68.4481","-15.0411","1046","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3583286' target='other'> <mi>dwc_moreinfo</mi></a>","NY03270623",NA,"Franz Tamayo","1046",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","3270691","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Miconia","centrodesma","Miconia centrodesma","Naudin",NA,"R. Liesner","25453","1988","10","26","South America","Venezuela","Amazonas","In saddle between Duida and Marahuaca near base of Duida, Medium height forest","-65.53","3.57","1000","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3583475' target='other'> <mi>dwc_moreinfo</mi></a>","NY03270691",NA,"Atabapo","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","3908320","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Miconia","centrodesma","Miconia centrodesma","Naudin","F. A. Michelangeli","R. Vásquez Martínez","29762","2004","02","28","South America","Peru","Pasco","Dist. Palcazú. San Francisco de Pichanaz. Bosque primario, sobre suelos rocosos.","-75.07027","-10.48666","610","Sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4233077' target='other'> <mi>dwc_moreinfo</mi></a>","NY03908320","NY03908320_01","Oxapampa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","1722197","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Miconia","centrodesma","Miconia centrodesma","Naudin","J. J. Wurdack","R. B. Foster","9338","1982","10","19","South America","Peru","Huánuco","Codo de Pozuzo. Allovial fan floodplain of Río Pozuzo after it emerges from mountains. Trail N of ssettlement of Río Mashoca.","-75.42","-9.62","500","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1042014' target='other'> <mi>dwc_moreinfo</mi></a>","NY01722197","NY01722197_01","Pachitea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","3270639","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Miconia","centrodesma","Miconia centrodesma","Naudin",NA,"J. Cuatrecasas","14100","1943","02","23","South America","Colombia","Valle del Cauca","Costa del Pacifico, rio Naya: Puerto Merizalde, bosque",NA,NA,"5","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3583304' target='other'> <mi>dwc_moreinfo</mi></a>","NY03270639",NA,NA,"20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","521293","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Miconia","centrodesma","Miconia centrodesma","Naudin","J. J. Wurdack","T. C. Plowman","11664","1981","12","23","South America","Peru","San Martín","Carretera Marginal de la Selva, about km. 50 north of Tocache Nuevo, between puerto Pizana and Quebrada de Sales","-76.65","-7.95","460","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=596082' target='other'> <mi>dwc_moreinfo</mi></a>","NY00521293","NY00521293_01","Mariscal Cáceres","470",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","02678498","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Miconia","centrodesma","Miconia centrodesma","Naudin","K. Ruokolainen","K. Ruokolainen","11818","1998","03","15","South America","Ecuador","Napo","Km 117 + 1.9 along the road traversing Yasuni National Park","-76.2","-1.05","200","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2939030' target='other'> <mi>dwc_moreinfo</mi></a>","NY02678498","NY02678498_01",NA,"300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","3270644","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Miconia","centrodesma","Miconia centrodesma","Naudin",NA,"R. H. Warner","80","1973","07","30","South America","Colombia","Chocó","Confluence of Rio Catru and Rio Dubaso; steep slope of advanced secondary forest.",NA,NA,"50","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3583309' target='other'> <mi>dwc_moreinfo</mi></a>","NY03270644",NA,NA,"100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","3785768","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Miconia","centrodesma","Miconia centrodesma","Naudin","F. A. Michelangeli","R. D. Rojas Gonzales","7899","2011","08","20","South America","Peru","Pasco","Dist. Palcazu. Parque Nacional Yanachaga-Chemillen. Sector Alto Lagarto.","-75.4447222","-10.1288889","1380","Sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4143632' target='other'> <mi>dwc_moreinfo</mi></a>","NY03785768",NA,"Oxapampa","1380",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","3270673","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Miconia","centrodesma","Miconia centrodesma","Naudin",NA,"J. M. Schunke-Vigo","12330","1980","10","07","South America","Peru","San Martin","Mariscal Cáceres. Dtto. Tocache Nuevo. Puerto Pizana",NA,NA,"350","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3583457' target='other'> <mi>dwc_moreinfo</mi></a>","NY03270673",NA,"Tocache","400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","3270632","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Miconia","centrodesma","Miconia centrodesma","Naudin",NA,"H. Balslev","2295","1982","04","10","South America","Ecuador","Sucumbios","2 km al oeste de Shushufindi. Bosque humedo tropical","-76.67","-0.25","300","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3583297' target='other'> <mi>dwc_moreinfo</mi></a>","NY03270632",NA,"Shushufindi","300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","3270654","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Miconia","centrodesma","Miconia centrodesma","Naudin",NA,"J. Cuatrecasas","16486","1944","02","19","South America","Colombia","Valle del Cauca","Río Calima, La Trojita",NA,NA,"5","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3583319' target='other'> <mi>dwc_moreinfo</mi></a>","NY03270654",NA,NA,"50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","3270675","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Miconia","centrodesma","Miconia centrodesma","Naudin",NA,"L. M. Andrews","3-48","1963","03","21","South America","Trinidad and Tobago","Tobago","Roxborough Road, Tobago, W.I.",NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3583459' target='other'> <mi>dwc_moreinfo</mi></a>","NY03270675",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","3270616","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Miconia","centrodesma","Miconia centrodesma","Naudin",NA,"O. Buchtien","1147","1927","01",NA,"South America","Bolivia","La Paz","Mapiri Region, S. Carlos",NA,NA,"600","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3583279' target='other'> <mi>dwc_moreinfo</mi></a>","NY03270616",NA,"Larecaja","600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","3270634","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Miconia","centrodesma","Miconia centrodesma","Naudin",NA,"H. Balslev","84557","1989","03","22","South America","Ecuador","Sucumbios","Reserva Faunistica Cuyabeno, north of Lagune Grande. Terre firme forest","-76.18","0.02","265","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3583299' target='other'> <mi>dwc_moreinfo</mi></a>","NY03270634",NA,"Cuyabeno","265",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","1487964","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Miconia","centrodesma","Miconia centrodesma","Naudin","Z. Cordero P.","D. Cárdenas-López","42331","2011","07","30","South America","Colombia","Caquetá","Reserva natural Itarca.","-75.53194444","1.531944444","500","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2353225' target='other'> <mi>dwc_moreinfo</mi></a>","NY01487964","NY01487964_01","La Montañita","700",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","3270648","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Miconia","centrodesma","Miconia centrodesma","Naudin",NA,"R. E. Schultes","7367","1946","05","19","South America","Colombia","Valle del Cauca","Río Calima, Quebrada de La Brea",NA,NA,"30","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3583313' target='other'> <mi>dwc_moreinfo</mi></a>","NY03270648",NA,NA,"40",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","3270627","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Miconia","centrodesma","Miconia centrodesma","Naudin",NA,"G. Harling","4653","1959","03","28","South America","Ecuador","Esmeraldas","Rio San Miguel",NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3583292' target='other'> <mi>dwc_moreinfo</mi></a>","NY03270627",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","3270617","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Miconia","centrodesma","Miconia centrodesma","Naudin",NA,"O. Buchtien","1143","1926","10","29","South America","Bolivia","La Paz","Región de Mapiri: San Carlos",NA,NA,"850","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3583280' target='other'> <mi>dwc_moreinfo</mi></a>","NY03270617",NA,"Larecaja","850",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","3270693","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Miconia","centrodesma","Miconia centrodesma","Naudin",NA,"J. A. Steyermark","111162","1974","11","30","South America","Venezuela","Yaracuy","Cabeceras de la Quebrada Amparo, selva nublada virgen en la cumbre, El Amparo hacia Candelaria, a 7-9 km. al norte de Salom",NA,NA,"1220","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3583477' target='other'> <mi>dwc_moreinfo</mi></a>","NY03270693",NA,NA,"1250",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","1722198","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Miconia","centrodesma","Miconia centrodesma","Naudin",NA,"See Collection Notes","35","2005","01",NA,"South America","Peru","San Martín","Region of Alto mayo.","-76.9928","-6.0256","890","sheet","Collector: Anneke M. De Luycker <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1042049' target='other'> <mi>dwc_moreinfo</mi></a>","NY01722198","NY01722198_01","Moyobamba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","3785735","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Miconia","centrodesma","Miconia centrodesma","Naudin","F. A. Michelangeli","R. D. Rojas Gonzales","9238","2013","05","30","South America","Peru","Pasco","Distrito Oxapampa. Comunidad Nativa Alto Lagarto-Convento (Reserva Comunal Yanesha).","-75.3683334","-10.1344444","500","Sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4143684' target='other'> <mi>dwc_moreinfo</mi></a>","NY03785735","NY03785735_01","Oxapampa","500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","3270695","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Miconia","centrodesma","Miconia centrodesma","Naudin",NA,"J. A. Steyermark","106048","1972","05","18","South America","Venezuela","Amazonas","Sierra Parima, a lo largo de la frontera Venezolana-Brasilera, a unos 45km. al Noroeste de las cabeceras de Rio Orinoco","-63.93","2.4567","1300","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3583479' target='other'> <mi>dwc_moreinfo</mi></a>","NY03270695",NA,NA,"1300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","3908323","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Miconia","centrodesma","Miconia centrodesma","Naudin","F. A. Michelangeli","R. Vásquez Martínez","29544","2004","02","24","South America","Peru","Pasco","Dist. Palcazú. Reserva Comunal Yanesha-Sector Azulis. Bosque primario.","-75.11277","-10.48583","670","Sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4233073' target='other'> <mi>dwc_moreinfo</mi></a>","NY03908323","NY03908323_01","Oxapampa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","3270633","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Miconia","centrodesma","Miconia centrodesma","Naudin",NA,"J. Jaramillo","31301","1980","05","27","South America","Ecuador","Pastaza","Lorocachi, a 3 km margen izquierda del Río Curaray, aquas abajo, al sur este del campamento militar.","-75.97","-1.63","200","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3583298' target='other'> <mi>dwc_moreinfo</mi></a>","NY03270633",NA,NA,"200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","3677574","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Miconia","centrodesma","Miconia centrodesma","Naudin","F. A. Michelangeli","R. Vásquez Martínez","32551","2007","06","27","South America","Peru","Pasco","Distrito Villa Rica. Bosque de Protección San Matías-San Carlos, Sector Yulculmas. Bosque primario.","-75.5608333","-10.5608333","1006","Sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3914996' target='other'> <mi>dwc_moreinfo</mi></a>","NY03677574","NY03677574_01","Oxapampa","1006",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","3270620","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Miconia","centrodesma","Miconia centrodesma","Naudin",NA,"M. Cárdenas","1311","1933","11","01","South America","Bolivia","La Paz","Tipuani",NA,NA,"500","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3583283' target='other'> <mi>dwc_moreinfo</mi></a>","NY03270620",NA,"Larecaja","500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
