"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","identifiedBy","yearIdentified","minimumElevationInMeters","maximumElevationInMeters","locality","occurrenceRemarks","recordNumber","phylum","order","continentOcean","preparationType","monthIdentified","coordinatePrecision","geoFlag","class","dayIdentified","individualCount","fieldNumber","typeStatus","infraspecificEpithet"
"11","2021-03-15 16:37:00-03","NY","NYBG","00895664","PreservedSpecimen","Plantae","Poaceae","Paspalum","maculosum","Paspalum maculosum","Trin.","H. S. Irwin","1968","01","15","Brazil","Goiás","Cocalzinho de Goiás","-48.77","-15.8",NA,NA,"NY00895664","NY00895664_01","G. Davidse",NA,"1150","1150","15 km N. of Corumbá de Goiás on road to Niquelândia, in valley of Rio Corumbá. Serra dos Pirineus.","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=967141' target='other'> <mi>dwc_moreinfo</mi></a>","18639","Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","00895693","PreservedSpecimen","Plantae","Poaceae","Paspalum","maculosum","Paspalum maculosum","Trin.","M. A. Chase","1925","03","14","Brazil","Minas Gerais",NA,NA,NA,NA,NA,"NY00895693","NY00895693_01",NA,NA,"960","980","Oliveira","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=967162' target='other'> <mi>dwc_moreinfo</mi></a>","8866","Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","00895695","PreservedSpecimen","Plantae","Poaceae","Paspalum","maculosum","Paspalum maculosum","Trin.","M. A. Chase","1925","02","28","Brazil","Minas Gerais","Barbaçena","-43.7733","-21.2258",NA,NA,"NY00895695","NY00895695_01",NA,NA,"1230","1230","Barbacena, Serra Mantiqueira","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=967168' target='other'> <mi>dwc_moreinfo</mi></a>","8661","Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","00895691","PreservedSpecimen","Plantae","Poaceae","Paspalum","maculosum","Paspalum maculosum","Trin.","H. S. Irwin","1972","01","24","Brazil","Goiás","Niquelândia","-48.45","-14.67595",NA,NA,"NY00895691","NY00895691_01","G. Davidse",NA,"750","750","ca. 25 km S. of Niquelândia","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=967151' target='other'> <mi>dwc_moreinfo</mi></a>","34969","Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","662941","PreservedSpecimen","Plantae","Poaceae","Paspalum","maculosum","Paspalum maculosum","Trin.","G. Davidse","1976","03","09","Brazil","Paraná",NA,NA,NA,NA,NA,"NY00662941","NY00662941_01","G. Davidse",NA,"890","890","13 km NE of Atuba (which is just outside of Curitiba) along Highway 116","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=352432' target='other'> <mi>dwc_moreinfo</mi></a>","10965","Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","00895689","PreservedSpecimen","Plantae","Poaceae","Paspalum","maculosum","Paspalum maculosum","Trin.","H. S. Irwin","1968","01","22","Brazil","Goiás","Cocalzinho de Goiás","-48.63","-15.35",NA,NA,"NY00895689","NY00895689_01","G. Davidse",NA,"700","700","75 km N. of Corumbá de Goiás on road to Niquelândia, valley of Rio Maranhão. Serra dos Pirineus.","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=967142' target='other'> <mi>dwc_moreinfo</mi></a>","19001","Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2016-09-27 03:02:00-03","NY","NYBG","761804","PreservedSpecimen","Plantae","Poaceae","Paspalum","maculosum","Paspalum maculosum",NA,"F. H. F. Oldenburger","1968","10","27","Suriname","Sipaliwini",NA,NA,NA,NA,NA,"NY00761804",NA,"R. Norde",NA,"290","290","Sipaliwini savanna area on Brazilian frontier. Site: in Great Valley N. of 4-Gebroeders Mts.","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=352443' target='other'> <mi>dwc_moreinfo</mi></a>","ON372","Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","662949","PreservedSpecimen","Plantae","Poaceae","Paspalum","maculosum","Paspalum maculosum","Trin.","R. Reitz","1959","02","19","Brazil","Santa Catarina",NA,NA,NA,NA,NA,"NY00662949","NY00662949_01","J. R. Swallen",NA,"1500","1500","Curral Falso, Bom Jardim, S. Joaquim","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=352436' target='other'> <mi>dwc_moreinfo</mi></a>","8407","Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","00895675","PreservedSpecimen","Plantae","Poaceae","Paspalum","maculosum","Paspalum maculosum","Trin.","G. Gardner","1841",NA,NA,"Brazil","Goiás",NA,NA,NA,NA,NA,"NY00895675","NY00895675_01","M. A. Chase",NA,NA,NA,"Goyaz","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=967217' target='other'> <mi>dwc_moreinfo</mi></a>","3497","Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","662944","PreservedSpecimen","Plantae","Poaceae","Paspalum","maculosum","Paspalum maculosum","Trin.","L. B. Smith","1957","02","06","Brazil","Santa Catarina",NA,NA,NA,NA,NA,"NY00662944","NY00662944_01","J. R. Swallen",NA,"1000","1200","Mun. Caçador-Joaçaba: eastern edge of the campos of Palmas, west of Caçador","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=352440' target='other'> <mi>dwc_moreinfo</mi></a>","10941","Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","662939","PreservedSpecimen","Plantae","Poaceae","Paspalum","maculosum","Paspalum maculosum","Trin.","W. D. Clayton","1965","02","10","Brazil","São Paulo",NA,"-50.57","-22.28",NA,NA,"NY00662939","NY00662939_01",NA,NA,"500","500","Estaçao Florestal de Paraguaçu Paulista (6 km N of city)","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=352449' target='other'> <mi>dwc_moreinfo</mi></a>","4630","Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","00895669","PreservedSpecimen","Plantae","Poaceae","Paspalum","maculosum","Paspalum maculosum","Trin.","E. P. Heringer","1981","02","12","Brazil","Distrito Federal","Brasília","-47.9294","-15.7797",NA,NA,"NY00895669","NY00895669_01","T. de S. Filgueiras",NA,NA,NA,"Bacia do Rio São Bartolomeu.","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=967157' target='other'> <mi>dwc_moreinfo</mi></a>","6192","Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","00895671","PreservedSpecimen","Plantae","Poaceae","Paspalum","maculosum","Paspalum maculosum","Trin.","M. A. Chase","1925","03","28","Brazil","Minas Gerais",NA,NA,NA,NA,NA,"NY00895671","NY00895671_01",NA,NA,"1100","1200","Serra do Cipó (110 km. Northeast of Bello Horizonte). Chapeo de Sol","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=967171' target='other'> <mi>dwc_moreinfo</mi></a>","9235","Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","761803","PreservedSpecimen","Plantae","Poaceae","Paspalum","maculosum","Paspalum maculosum","Trin.","H. S. Irwin","1968","02","16","Brazil","Minas Gerais",NA,"-43.4","-18.87",NA,NA,"NY00761803","NY00761803_01","G. Davidse",NA,"1250","1250","Serra do Espinhaço. Serra do Cipó, km 120 (ca. 145km N. of Belo Horizonte)","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=352431' target='other'> <mi>dwc_moreinfo</mi></a>","20305","Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","662950","PreservedSpecimen","Plantae","Poaceae","Paspalum","maculosum","Paspalum maculosum","Trin.","R. Reitz","1958","02","05","Brazil","Santa Catarina",NA,NA,NA,NA,NA,"NY00662950","NY00662950_01","J. R. Swallen",NA,"1200","1200","Morro do Iquererim, Campo Alegre","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=352435' target='other'> <mi>dwc_moreinfo</mi></a>","6460","Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","00895673","PreservedSpecimen","Plantae","Poaceae","Paspalum","maculosum","Paspalum maculosum","Trin.","A. F. M. Glaziou",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,"NY00895673","NY00895673_01","E. Hackel",NA,NA,NA,"Brasilia","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=967205' target='other'> <mi>dwc_moreinfo</mi></a>","22462","Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","00895666","PreservedSpecimen","Plantae","Poaceae","Paspalum","maculosum","Paspalum maculosum","Trin.","H. S. Irwin","1969","03","11","Brazil","Goiás","Cavalcante","-47.5","-13.89039",NA,NA,"NY00895666","NY00895666_01","G. Davidse",NA,"1000","1000","Chapada dos Veadeiros, ca. 10 km south of Cavalcante","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=967146' target='other'> <mi>dwc_moreinfo</mi></a>","24272","Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","1148043","PreservedSpecimen","Plantae","Poaceae","Paspalum","maculosum","Paspalum maculosum","Trin.","P. B. Cavalcante",NA,NA,NA,"Brazil","Pará",NA,NA,NA,NA,NA,"NY01148043","NY01148043_01",NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1400741' target='other'> <mi>dwc_moreinfo</mi></a>","2421A","Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","662946","PreservedSpecimen","Plantae","Poaceae","Paspalum","maculosum","Paspalum maculosum","Trin.","L. B. Smith","1957","02","09","Brazil","Santa Catarina","Curitibanos","-50.5842","-27.2831",NA,NA,"NY00662946","NY00662946_01","J. R. Swallen",NA,"850","850","2-3 km west of Curitibanos on the road to Campos Novos","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=352442' target='other'> <mi>dwc_moreinfo</mi></a>","11100","Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","662942","PreservedSpecimen","Plantae","Poaceae","Paspalum","maculosum","Paspalum maculosum","Trin.","L. B. Smith","1964","12","07","Brazil","Santa Catarina","Campo Erê","-53.1","-26.37",NA,NA,"NY00662942","NY00662942_01","L. B. Smith",NA,"900","1000","8 km west of Campo Erê","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=352445' target='other'> <mi>dwc_moreinfo</mi></a>","13772","Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","662947","PreservedSpecimen","Plantae","Poaceae","Paspalum","maculosum","Paspalum maculosum","Trin.","L. B. Smith","1971","12","01","Brazil","Santa Catarina","Agua Doce","-51.6953738","-26.781823",NA,NA,"NY00662947","NY00662947_01","D. C. Wasshausen",NA,NA,NA,"69 km. west of Caçador","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=352434' target='other'> <mi>dwc_moreinfo</mi></a>","15562","Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","00895692","PreservedSpecimen","Plantae","Poaceae","Paspalum","maculosum","Paspalum maculosum","Trin.","H. S. Irwin","1972","01","22","Brazil","Goiás",NA,NA,NA,NA,NA,"NY00895692","NY00895692_01","G. Davidse",NA,"750",NA,"ca. 14 km S. of Niquelândia.","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=967153' target='other'> <mi>dwc_moreinfo</mi></a>","34842","Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","00895690","PreservedSpecimen","Plantae","Poaceae","Paspalum","maculosum","Paspalum maculosum","Trin.","H. S. Irwin","1969","03","20","Brazil","Goiás","Alto Paraíso de Goiás","-47.5167","-14.20708",NA,NA,"NY00895690","NY00895690_01","G. Davidse",NA,"1000","1000","Chapada dos Veadeiros, ca. 10 km south of Alto Paraíso (formerly Veadeiros)","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=967145' target='other'> <mi>dwc_moreinfo</mi></a>","24723","Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","00895670","PreservedSpecimen","Plantae","Poaceae","Paspalum","maculosum","Paspalum maculosum","Trin.","T. de S. Filgueiras","1982","05","05","Brazil","Distrito Federal","Brasília","-47.9294","-15.7797",NA,NA,"NY00895670","NY00895670_01","T. de S. Filgueiras",NA,NA,NA,"Brejo no Lago Norte","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=967160' target='other'> <mi>dwc_moreinfo</mi></a>","1028","Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2016-09-26 23:50:00-03","NY","NYBG","761806","PreservedSpecimen","Plantae","Poaceae","Paspalum","maculosum","Paspalum maculosum",NA,"G. Davidse","1977","04","29","Venezuela","Apure","Pedro Camejo","-67.28","6.55",NA,NA,"NY00761806",NA,"G. Davidse",NA,"38","38","Area between the Río Cinaruco near the mouth of the Caño San Miguel and the southern part of the Galerías de Cinaruco","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=352433' target='other'> <mi>dwc_moreinfo</mi></a>","12278A","Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2016-09-26 23:40:00-03","NY","NYBG","761805","PreservedSpecimen","Plantae","Poaceae","Paspalum","maculosum","Paspalum maculosum",NA,"T. M. Pedersen","1974","12","05","Argentina","Corrientes","Concepción",NA,NA,NA,NA,"NY00761805",NA,"T. M. Pedersen",NA,NA,NA,"Estancia Buena Vista","5/12-1974 <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=352444' target='other'> <mi>dwc_moreinfo</mi></a>","10843","Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","1148044","PreservedSpecimen","Plantae","Poaceae","Paspalum","maculosum","Paspalum maculosum","Trin.","E. A. Goeldi",NA,NA,NA,"Brazil","Pará",NA,NA,NA,NA,NA,"NY01148044","NY01148044_01",NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1400738' target='other'> <mi>dwc_moreinfo</mi></a>","182","Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","00895667","PreservedSpecimen","Plantae","Poaceae","Paspalum","maculosum","Paspalum maculosum","Trin.","H. S. Irwin","1971","03","24","Brazil","Goiás","Alto Paraíso de Goiás","-47.5167","-14.02632",NA,NA,"NY00895667","NY00895667_01","G. Davidse",NA,"1100","1100","Chapada dos Veadeiros, ca. 10 km N of Alto do Paraíso","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=967149' target='other'> <mi>dwc_moreinfo</mi></a>","33101","Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","00895672","PreservedSpecimen","Plantae","Poaceae","Paspalum","maculosum","Paspalum maculosum","Trin.","G. G. Hatschbach","1975","02","11","Brazil","Mato Grosso","Cuiabá","-56.0967","-15.5961",NA,NA,"NY00895672","NY00895672_01","S. A. Renvoize",NA,NA,NA,"BR. 364, km 71","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=967177' target='other'> <mi>dwc_moreinfo</mi></a>","36051","Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","662943","PreservedSpecimen","Plantae","Poaceae","Paspalum","maculosum","Paspalum maculosum","Trin.","L. B. Smith","1957","02","02","Brazil","Santa Catarina","Mafra","-49.8053","-26.1117",NA,NA,"NY00662943","NY00662943_01","J. R. Swallen",NA,"800","800","10 km west of Tinguí on the road to Mafra","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=352439' target='other'> <mi>dwc_moreinfo</mi></a>","10637","Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","00895665","PreservedSpecimen","Plantae","Poaceae","Paspalum","maculosum","Paspalum maculosum","Trin.","H. S. Irwin","1969","01","14","Brazil","Minas Gerais",NA,"-43.69275","-18.4205",NA,NA,"NY00895665","NY00895665_01","G. Davidse",NA,"1300","1300","Serra do Espinhaço, ca. 27 km S.W. of Diamantina on road to Gouveia","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=967143' target='other'> <mi>dwc_moreinfo</mi></a>","21935","Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","761801","PreservedSpecimen","Plantae","Poaceae","Paspalum","maculosum","Paspalum maculosum","Trin.","J. da Costa Sacco","1955","03","01","Brazil","Rio Grande do Sul",NA,NA,NA,NA,NA,"NY00761801","NY00761801_01","L. R. Parodi; J. R. Swallen",NA,NA,NA,"I.A.S. - Pelotas","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=352430' target='other'> <mi>dwc_moreinfo</mi></a>","277","Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","00895697","PreservedSpecimen","Plantae","Poaceae","Paspalum","maculosum","Paspalum maculosum","Trin.","W. D. Clayton","1965","02","22","Brazil","Distrito Federal","Brasília","-47.9294","-15.7797",NA,NA,"NY00895697","NY00895697_01",NA,NA,NA,NA,"17 km from Brasilia on Anapolis road","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=967192' target='other'> <mi>dwc_moreinfo</mi></a>","4784","Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-03-15 16:37:00-03","NY","NYBG","662945","PreservedSpecimen","Plantae","Poaceae","Paspalum","maculosum","Paspalum maculosum","Trin.","L. B. Smith","1956","12","18","Brazil","Santa Catarina","Porto Uniao","-51.0781","-26.2383",NA,NA,"NY00662945","NY00662945_01","J. R. Swallen",NA,"750","750","Fazenda Frei Rogerio, 12 km southeast of Pôrto Uniao","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=352441' target='other'> <mi>dwc_moreinfo</mi></a>","8714","Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2021-03-15 16:37:00-03","NY","NYBG","761802","PreservedSpecimen","Plantae","Poaceae","Paspalum","maculosum","Paspalum maculosum","Trin.","J. R. Swallen","1945","12","17","Brazil","Rio Grande do Sul",NA,NA,NA,NA,NA,"NY00761802","NY00761802_01",NA,NA,NA,NA,"Valinho, 3-4 km. from Passo Fundo","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=352450' target='other'> <mi>dwc_moreinfo</mi></a>","7733","Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2021-03-15 16:37:00-03","NY","NYBG","662940","PreservedSpecimen","Plantae","Poaceae","Paspalum","maculosum","Paspalum maculosum","Trin.","G. Eiten","1959","12","16","Brazil","São Paulo","Moji-Guaçu",NA,NA,NA,NA,"NY00662940","NY00662940_01","J. R. Swallen",NA,"575","625","Campos das Sete Lagôas. Fazenda Campininha, just north of Rio Moji-Guaçu. ~4 km. NNW of Padua Sales. (About 27 km. NW of city of Moji-Mirim.)","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=352438' target='other'> <mi>dwc_moreinfo</mi></a>","1607","Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2021-03-15 16:37:00-03","NY","NYBG","00895668","PreservedSpecimen","Plantae","Poaceae","Paspalum","maculosum","Paspalum maculosum","Trin.","W. R. Anderson","1972","02","18","Brazil","Minas Gerais",NA,"-43.566908","-19.391522",NA,NA,"NY00895668","NY00895668_01","G. Davidse",NA,"1225","1225","Serra do Espinhaço, Serra do Cipó","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=967154' target='other'> <mi>dwc_moreinfo</mi></a>","36214","Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2021-03-15 16:37:00-03","NY","NYBG","00895694","PreservedSpecimen","Plantae","Poaceae","Paspalum","maculosum","Paspalum maculosum","Trin.","M. A. Chase","1925","03","16","Brazil","Minas Gerais",NA,NA,NA,NA,NA,"NY00895694","NY00895694_01",NA,NA,"875","875","Antonio Justiniano, 17 km. South of Oliveira","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=967164' target='other'> <mi>dwc_moreinfo</mi></a>","8887","Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
