"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","class","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","continentOcean","country","occurrenceRemarks","barcode","year","month","day","locality","imagecode","infraspecificEpithet","typeStatus","stateProvince","recordNumber","decimalLongitude","decimalLatitude","minimumElevationInMeters","phylum","county","verbatimLongitude","verbatimLatitude","maximumElevationInMeters","identifiedBy","coordinatePrecision","geoFlag"
"11","2019-10-07 09:18:39-03","UEFS","HUEFS","104874","PreservedSpecimen","Plantae","Caryophyllanae","Caryophyllales","Cactaceae","Frailea","pygmaea","Frailea pygmaea","(Speg.) Britton & Rose","Machado, M.",NA,"Brasil",NA,"HUEFS0104874","2005","11","10","ca. 30.3 km ao norte de Dom Pedrito na RS-630 em direção a São Gabriel.","HUEFS0104874",NA,NA,"Rio Grande do Sul","547","-54.467778","-30.811944","275","Angiospermae","Dom Pedrito","54W28'4''","30S48'43''","275",NA,NA,NA
"12","2019-10-07 09:18:39-03","UEFS","HUEFS","104854","PreservedSpecimen","Plantae","Caryophyllanae","Caryophyllales","Cactaceae","Frailea","pygmaea","Frailea pygmaea","(Speg.) Britton & Rose","Machado, M.",NA,"Brasil",NA,"HUEFS0104854","2005","11","07","cerca de 46.5 km na leste do entroncamento da BR-153 com a BR-293, na BR-293 (cerca de 33.2 km após a entrada de Hulha Negra). Ponte sobre o Arroio Candiotinha. Morro com solo cascalhoso e afloramentos de granito, ao norte da estrada.","HUEFS0104854",NA,NA,"Rio Grande do Sul","527","-53.568611","-31.496944","267","Angiospermae","Candiota","53W34'7''","31S29'49''","267",NA,NA,NA
"13","2019-10-07 09:18:39-03","UEFS","HUEFS","105001","PreservedSpecimen","Plantae","Caryophyllanae","Caryophyllales","Cactaceae","Frailea","pygmaea","Frailea pygmaea","(Speg.) Britton & Rose","Machado, M.",NA,"Brasil",NA,"HUEFS0105001","2005","12","03","pega-se a RS-630 na entrada de São Gabriel em direção a Santa Brígida, após 27.4 km há uma bifurcação, dobra-se à esquerda. Após mais 1.1 km há outra bifurcação, dobra-se à direita. Após mais 10.8 km afloramentos de granito ao leste da estrada.","HUEFS0105001",NA,NA,"Rio Grande do Sul","675","-54.383056","-30.728611","217","Angiospermae","São Gabriel","54W22'59''","30S43'43''","217",NA,NA,NA
"14","2019-10-07 09:18:39-03","UEFS","HUEFS","104872","PreservedSpecimen","Plantae","Caryophyllanae","Caryophyllales","Cactaceae","Frailea","pygmaea","Frailea pygmaea","(Speg.) Britton & Rose","Machado, M.",NA,"Brasil",NA,"HUEFS0104872","2005","11","10","pega-se a RS-630 na entrada de São Gabriel em direção a Santa Brígida, após 27.4 km há uma bifurcação, dobra-se à esquerda. Após mais 1.1 km há outra bifurcação, dobra-se à direita. Após mais 6.5 km afloramentos de granito ao oeste da estrada.","HUEFS0104872",NA,NA,"Rio Grande do Sul","545","-54.410556","-30.700278","195","Angiospermae","São Gabriel","54W24'38''","30S42'1''","195",NA,NA,NA
"15","2019-10-07 09:18:39-03","UEFS","HUEFS","105014","PreservedSpecimen","Plantae","Caryophyllanae","Caryophyllales","Cactaceae","Frailea","pygmaea","Frailea pygmaea","(Speg.) Britton & Rose","Machado, M.",NA,"Brasil",NA,"HUEFS0105014","2005","12","05","BR-293 de Santana do Livramento em direção a Quaraí, ca. 3.6 km da entrada oeste de Santana do Livramento (8.3 km da entrada leste de Santana do Livramento), dobra-se à direita (norte) em estrada para Cerros Verdes, após 19.4 km afloramento rochoso ao lado da estrada.","HUEFS0105014",NA,NA,"Rio Grande do Sul","688","-55.518333","-30.713889","287","Angiospermae","Santana do Livramento","55W31'6''","30S42'50''","287",NA,NA,NA
"16","2019-10-07 09:18:39-03","UEFS","HUEFS","104837","PreservedSpecimen","Plantae","Caryophyllanae","Caryophyllales","Cactaceae","Frailea","pygmaea","Frailea pygmaea","(Speg.) Britton & Rose","Machado, M.",NA,"Brasil",NA,"HUEFS0104837","2005","11","05","4.4 km contados a partir do início do asfalto na rodovia RS-357 de Caçapava do Sul em direção a Lavras do Sul, vira-se à direita em estrada de terra em direção à Pedra do Segredo. Após 5 km é a entrada para a Pedra do Segredo #?# seguir em diante. Depois de mais 3.4 km há uma bifurcação #?# pegar a estrada da direita. Após mais 1.9 km há outra bifurcação #?# pegar a esquerda. Após cerca de 1 km, rochas no meio do pasto à esquerda.","HUEFS0104837",NA,NA,"Rio Grande do Sul","510","-53.610556","-30.5275","150","Angiospermae","Caçapava do Sul","53W36'38''","30S31'39''","150",NA,NA,NA
"17","2019-10-07 09:18:39-03","UEFS","HUEFS","104840","PreservedSpecimen","Plantae","Caryophyllanae","Caryophyllales","Cactaceae","Frailea","pygmaea","Frailea pygmaea","(Speg.) Britton & Rose","Machado, M.",NA,"Brasil",NA,"HUEFS0104840","2005","11","05","4.4 km contados a partir do início do asfalto na rodovia RS-357 de Caçapava do Sul em direção a Lavras do Sul, vira-se à direita em estrada de terra em direção à Pedra do Segredo. Após 5 km é a entrada para a Pedra do Segredo #?# seguir em diante. Após cerca de 2 km, rochas ao lado da estrada, em meio à vegetação arbustiva.","HUEFS0104840",NA,NA,"Rio Grande do Sul","513","-53.575278","-30.529444","216","Angiospermae","Caçapava do Sul","53W34'31''","30S31'46''","216",NA,NA,NA
"18","2019-10-07 09:18:39-03","UEFS","HUEFS","104864","PreservedSpecimen","Plantae","Caryophyllanae","Caryophyllales","Cactaceae","Frailea","pygmaea","Frailea pygmaea","(Speg.) Britton & Rose","Machado, M.",NA,"Brasil",NA,"HUEFS0104864","2005","11","09","cerca de 10 km de Lavras do Sul na estrada de terra para Ibaré (passa duas bifurcações, manter sempre à esquerda). Rochas ígneas metamórficas ao sul da estrada.","HUEFS0104864",NA,NA,"Rio Grande do Sul","537","-53.946667","-30.783611","429","Angiospermae","Lavras do Sul","53W56'48''","30S47'1''","429",NA,NA,NA
"19","2019-10-07 09:18:39-03","UEFS","HUEFS","104884","PreservedSpecimen","Plantae","Caryophyllanae","Caryophyllales","Cactaceae","Frailea","pygmaea","Frailea pygmaea","(Speg.) Britton & Rose","Machado, M.",NA,"Brasil",NA,"HUEFS0104884","2005","11","11","BR-293 de Santana do Livramento em direção a Quaraí, ca. 4.2 km da entrada oeste de Santana do Livramento (8.9 km da entrada leste de Santana do Livramento), dobra-se à esquerda (sul) em estrada para aeroporto, após 4.3 km afloramento rochoso ao lado da estrada.","HUEFS0104884",NA,NA,"Rio Grande do Sul","557","-55.606111","-30.849167","319","Angiospermae","Santana do Livramento","55W36'22''","30S50'57''","319",NA,NA,NA
"20","2019-10-07 09:18:39-03","UEFS","HUEFS","104885","PreservedSpecimen","Plantae","Caryophyllanae","Caryophyllales","Cactaceae","Frailea","pygmaea","Frailea pygmaea","(Speg.) Britton & Rose","Machado, M.",NA,"Brasil",NA,"HUEFS0104885","2005","11","11","BR-293 de Santana do Livramento em direção a Quaraí, ca. 3.6 km da entrada oeste de Santana do Livramento (8.3 km da entrada leste de Santana do Livramento), dobra-se à direita (norte) em estrada para Cerros Verdes, após 7.1 km lagedo ao lado da estrada.","HUEFS0104885",NA,NA,"Rio Grande do Sul","558","-55.571667","-30.785","300","Angiospermae","Santana do Livramento","55W34'18''","30S47'6''","300",NA,NA,NA
"21","2019-10-07 09:18:39-03","UEFS","HUEFS","104938","PreservedSpecimen","Plantae","Caryophyllanae","Caryophyllales","Cactaceae","Frailea","pygmaea","Frailea pygmaea","(Speg.) Britton & Rose","Machado, M.",NA,"Brasil",NA,"HUEFS0104938","2005","11","25","cerca de 1 km a leste do entroncamento da BR-290 com a BR-392. Afloramentos rochosos ao norte da estrada.","HUEFS0104938",NA,NA,"Rio Grande do Sul","612","-53.508889","-30.361667","158","Angiospermae","São Sepé","53W30'32''","30S21'42''","158",NA,NA,NA
"22","2019-10-07 09:18:39-03","UEFS","HUEFS","104949","PreservedSpecimen","Plantae","Caryophyllanae","Caryophyllales","Cactaceae","Frailea","pygmaea","Frailea pygmaea","(Speg.) Britton & Rose","Machado, M.",NA,"Brasil",NA,"HUEFS0104949","2005","11","26","16.6 km na rodovia RS-357 de Caçapava do Sul em direção a Lavras do Sul, contados a partir do início do asfalto. Dobra-se à direita em estrada de terra para Santa Bárbara, após 15.3 km afloramento rochoso do lado esquerdo da estrada.","HUEFS0104949",NA,NA,"Rio Grande do Sul","623","-53.646944","-30.618056","314","Angiospermae","Caçapava do Sul","53W38'49''","30S37'5''","314",NA,NA,NA
"23","2019-10-07 09:18:39-03","UEFS","HUEFS","105015","PreservedSpecimen","Plantae","Caryophyllanae","Caryophyllales","Cactaceae","Frailea","pygmaea","Frailea pygmaea","(Speg.) Britton & Rose","Machado, M.",NA,"Brasil",NA,"HUEFS0105015","2005","12","05","BR-293 de Santana do Livramento em direção a Quaraí, ca. 3.6 km da entrada oeste de Santana do Livramento (8.3 km da entrada leste de Santana do Livramento), dobra-se à direita (norte) em estrada para Cerros Verdes, após 22.8 km afloramento rochoso ao lado da estrada.","HUEFS0105015",NA,NA,"Rio Grande do Sul","689","-55.528889","-30.696944","339","Angiospermae","Santana do Livramento","55W31'44''","30S41'49''","339",NA,NA,NA
"24","2019-10-07 09:18:39-03","UEFS","HUEFS","105028","PreservedSpecimen","Plantae","Caryophyllanae","Caryophyllales","Cactaceae","Frailea","pygmaea","Frailea pygmaea","(Speg.) Britton & Rose","Machado, M.",NA,"Brasil",NA,"HUEFS0105028","2005","12","06","BR-293 de Santana do Livramento em direção a Quaraí, ca. 3.8 km da entrada oeste de Santana do Livramento (7.5 km da entrada leste de Santana do Livramento), km 344 da BR-293, afloramento de granito, corte da estrada.","HUEFS0105028",NA,NA,"Rio Grande do Sul","702","-55.570556","-30.839444","250","Angiospermae","Santana do Livramento","55W34'14''","30S50'22''","250",NA,NA,NA
"25","2019-10-07 09:18:39-03","UEFS","HUEFS","105032","PreservedSpecimen","Plantae","Caryophyllanae","Caryophyllales","Cactaceae","Frailea","pygmaea","Frailea pygmaea","(Speg.) Britton & Rose","Machado, M.",NA,"Brasil",NA,"HUEFS0105032","2005","12","06","BR-293 de Santana do Livramento em direção a Quaraí, ca. 19.6 km da entrada oeste de Santana do Livramento (24.3 km da entrada leste de Santana do Livramento), afloramentos de granito ao norte da estrada.","HUEFS0105032",NA,NA,"Rio Grande do Sul","706","-55.693611","-30.775833","277","Angiospermae","Santana do Livramento","55W41'37''","30S46'33''","277",NA,NA,NA
"26","2019-10-07 09:18:39-03","UEFS","HUEFS","105038","PreservedSpecimen","Plantae","Caryophyllanae","Caryophyllales","Cactaceae","Frailea","pygmaea","Frailea pygmaea","(Speg.) Britton & Rose","Machado, M.",NA,"Brasil",NA,"HUEFS0105038","2005","12","06","10.3 km ao norte de Quaraí na estrada para Passo da Guarda, afloramentos rochosos ao oeste da estrada.","HUEFS0105038",NA,NA,"Rio Grande do Sul","712","-56.333056","-30.379167","195","Angiospermae","Quaraí","56W19'59''","30S22'45''","195",NA,NA,NA
"27","2019-10-07 09:18:39-03","UEFS","HUEFS","105042","PreservedSpecimen","Plantae","Caryophyllanae","Caryophyllales","Cactaceae","Frailea","pygmaea","Frailea pygmaea","(Speg.) Britton & Rose","Machado, M.",NA,"Brasil",NA,"HUEFS0105042","2005","12","07","BR-293 de Santana do Livramento em direção a Quaraí, ca. 30.9 km da entrada oeste de Santana do Livramento (35.6 km da entrada leste de Santana do Livramento), dobra-se à direita (norte) na estrada RS-183 para Passo da Guarda e Harmonia, após 6.1 km afloramentos ao oeste da estrada.","HUEFS0105042",NA,NA,"Rio Grande do Sul","716","-55.823056","-30.664167","299","Angiospermae","Santana do Livramento","55W49'23''","30S39'51''","299",NA,NA,NA
"28","2019-10-07 09:18:39-03","UEFS","HUEFS","135216","PreservedSpecimen","Plantae","Caryophyllanae","Caryophyllales","Cactaceae","Frailea","pygmaea","Frailea pygmaea","(Speg.) Britton & Rose","Machado, M.",NA,"Brasil","Granitic rock.","HUEFS0135216","2003","11","10","At Santana da Boa Vista take the raod going ti the southeast, towards Campinas and Rincão do Inferno. After 3.1Km take left at fork. After 5Km take left at forkjust after passing a cemetery. After 10.1Km take right at fork just after passing a bridge. After 12.9Km is the location.","HUEFS0135216",NA,NA,"Rio Grande do Sul","872","-52.9275","-30.893889","289","Angiospermae","Santana da Boa Vista","52W55'39''","30S53'38''","289",NA,NA,NA
"29","2020-06-26 10:18:24-03","MCN-FZBRS","HAS","79201","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Frailea","pygmaea","Frailea pygmaea var. phaeodisca","Y. Itô","Nilson, A.D.",NA,"Brasil",NA,"HAS0079201","1995","04",NA,"Santana da Boa Vista",NA,"var. phaeodisca",NA,"Rio Grande do Sul","426","-53.1152992248535","-30.8719005584717",NA,"Magnoliophyta","Santana da Boa Vista",NA,NA,NA,"Nilson, A.D.","47489","auto"
