"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","phylum","order","recordNumber","continentOcean","preparationType","occurrenceRemarks","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","coordinatePrecision","geoFlag","class","dayIdentified","typeStatus","relatedCatalogItem","fieldNumber","individualCount"
"18","2021-03-15 16:37:00-03","NY","NYBG","764182","PreservedSpecimen","Plantae","Poaceae","Paspalum","glaucescens","Paspalum glaucescens","Hack.",NA,"R. M. Klein","1962","12","12","Brazil","Santa Catarina","Mafra","Campo Novo, Mafra","-49.849819","-26.072275",NA,NA,"NY00764182","NY00764182_01","Magnoliophyta","Poales","3907","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=652009' target='other'> <mi>dwc_moreinfo</mi></a>","750","750",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","00895567","PreservedSpecimen","Plantae","Poaceae","Paspalum","glaucescens","Paspalum glaucescens","Hack.",NA,"M. A. Chase","1929","12","21","Brazil","Minas Gerais",NA,"Hargreaves",NA,NA,NA,NA,"NY00895567","NY00895567_01","Magnoliophyta","Poales","10234","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=966718' target='other'> <mi>dwc_moreinfo</mi></a>","1350","1400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","01066897","PreservedSpecimen","Plantae","Poaceae","Paspalum","viale","Paspalum viale","Swallen",NA,"J. R. Swallen","1946","02","15","Brazil","Paraná",NA,"Campo Largo near Curitiba",NA,NA,NA,NA,"NY01066897","NY01066897_01","Magnoliophyta","Poales","8591","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1205035' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2019-03-20 11:47:22-03","MCN-PUC-MINAS","HPUC-MG","ANG3133","S","Plantae","Poaceae","Paspalum","glaucescens","Paspalum glaucescens",NA,"R.C.Oliveira","R.G.Chacon; R.C. Oliveira","2007","01","20","Brasil","Goias",NA,"Trilha para cachoeira",NA,NA,NA,NA,NA,NA,NA,NA,"125",NA,NA,"Vale da lua, na chapada dos veadeiros. Com anteras marrons.",NA,NA,"2008","01",NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-30 12:54:05-03","EAO","IAN","100390","PreservedSpecimen","Plantae","Poaceae","Paspalum","glaucescens","Paspalum glaucescens","Hack.",NA,"Chase, A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IAN100390",NA,"Monocotiledônea",NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-30 12:54:05-03","EAO","IAN","155155","PreservedSpecimen","Plantae","Poaceae","Paspalum","glaucescens","Paspalum glaucescens","Hack.","Oliveira, RC","Anderson, WR","1973","03","06","Brasil","Goiás",NA,"Chapada dos Veadeiros. 8km by road N of Alto Paraíso; elev. ca. 1500m; grassy cerrado with ouctcrops of blocky sandstone. Clumps in cerrado.",NA,NA,NA,NA,"IAN155155",NA,"Monocotiledônea",NA,"6428","Southern America",NA,NA,NA,NA,"2001","10",NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-30 12:54:05-03","EAO","IAN","157677","PreservedSpecimen","Plantae","Poaceae","Paspalum","glaucescens","Paspalum glaucescens","Hack.","Davidse, G","Davidse, G; Ramamoorthy, TP","1976","03","11","Brasil","Santa Catarina",NA,"10 km S of lages along Higway BR-116 to Porto Alegre. Rolling, grassy hills with deep, rocky soil; elev. 930 m.",NA,NA,NA,NA,"IAN157677",NA,"Monocotiledônea",NA,"11127","Southern America",NA,"Perennial growing in large clumps.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-30 12:54:05-03","EAO","IAN","62580","PreservedSpecimen","Plantae","Poaceae","Paspalum","glaucescens","Paspalum glaucescens","Hack.","Oliveira, RC","Chase, A","1930","02","11","Brasil","Mato Grosso","Campo Grande","Campo Grande.",NA,NA,NA,NA,"IAN062580",NA,"Monocotiledônea",NA,"10801","Southern America",NA,NA,NA,NA,"2001","10",NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-30 12:54:05-03","EAO","IAN","62725","PreservedSpecimen","Plantae","Poaceae","Paspalum","glaucescens","Paspalum glaucescens","Hack.",NA,"Chase, A","1929","12","22","Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,"IAN062725",NA,"Monocotiledônea",NA,"10234","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-30 12:54:05-03","EAO","IAN","63026","PreservedSpecimen","Plantae","Poaceae","Paspalum","glaucescens","Paspalum glaucescens","Hack.",NA,"Chase, A","1930","04","14","Brasil","Mato Grosso",NA,"Entre Rondonopolis e Santa Rita do Araguia.",NA,NA,NA,NA,"IAN063026",NA,"Monocotiledônea",NA,"12023","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-30 12:54:05-03","EAO","IAN","65876","PreservedSpecimen","Plantae","Poaceae","Paspalum","glaucescens","Paspalum glaucescens","Hack.","Oliveira, RC","sc",NA,NA,NA,"Brasil","São Paulo",NA,NA,NA,NA,NA,NA,"IAN065876",NA,"Monocotiledônea",NA,"s.n.","Southern America",NA,NA,NA,NA,"2001","10",NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-30 12:54:05-03","EAO","IAN","66470","PreservedSpecimen","Plantae","Poaceae","Paspalum","glaucescens","Paspalum glaucescens","Hack.","Oliveira, RC","Chase, A","1925","03","03","Brasil","Minas Gerais","Barbacena","Barbacena.","-43.7736015319824","-21.2257995605469",NA,NA,"IAN066470",NA,"Monocotiledônea",NA,"8669","Southern America",NA,NA,NA,NA,"2001","10","27982","auto",NA,NA,NA,NA,NA,NA
"30","2021-03-30 12:54:05-03","EAO","IAN","90782","PreservedSpecimen","Plantae","Poaceae","Paspalum","glaucescens","Paspalum glaucescens","Hack.",NA,"Macedo, A","1956","02","17","Brasil","Minas Gerais","Ituiutaba",NA,"-49.4650001525879","-18.968900680542",NA,NA,"IAN090782",NA,"Monocotiledônea",NA,"4359","Southern America",NA,"Campestre.",NA,NA,NA,NA,"50022","auto",NA,NA,NA,NA,NA,NA
"31","2021-03-30 12:54:05-03","EAO","IAN","66169","PreservedSpecimen","Plantae","Poaceae","Paspalum","glaucescens","Paspalum glaucescens","Hack.","Oliveira, RC","Dusén, P","1903","12","11","Brasil","Paraná","Ponta Grossa","Ponta Grossa.","-50.1618995666504","-25.0949993133545",NA,NA,"IAN066169",NA,"Monocotiledônea",NA,"2601","Southern America",NA,NA,NA,NA,"2001","10","46557","auto",NA,NA,NA,NA,NA,NA
"32","2021-03-30 12:54:05-03","EAO","IAN","68074","PreservedSpecimen","Plantae","Poaceae","Paspalum","glaucescens","Paspalum glaucescens","Hack.",NA,"Dutra, J",NA,NA,NA,"Brasil","Rio Grande do Sul","Bom Jesus",NA,"-50.4166984558105","-28.6678009033203",NA,NA,"IAN068074",NA,"Monocotiledônea",NA,"1594","Southern America",NA,NA,NA,NA,NA,NA,"55856","auto",NA,NA,NA,NA,NA,NA
"33","2021-03-30 12:54:05-03","EAO","IAN","66034","PreservedSpecimen","Plantae","Poaceae","Paspalum","glaucescens","Paspalum glaucescens","Hack.","Oliveira, RC","Brade, AC","1932","12",NA,"Brasil","São Paulo","São Paulo","Vila Emma.","-46.6300010681152","-23.5400009155273",NA,NA,"IAN066034",NA,"Monocotiledônea",NA,"12248","Southern America",NA,NA,NA,NA,"2001","10","53584","auto",NA,NA,NA,NA,NA,NA
"34","2020-02-08 10:19:22-03","NBC","NL-BOTANY","L 0044924","PreservedSpecimen","Plantae","Gramineae","Paspalum","glaucescens","Paspalum glaucescens","Nees","Veldkamp JF","Balansa B","1877","01","27","Paraguay",NA,NA,"ParaguayYuguaron",NA,NA,NA,NA,"NL-L0044924","NL-L0044924",NA,"Poales",NA,"Southern America",NA,"dens les prairies humides<a href=https://data.biodiversitydata.nl/naturalis/specimen/L%20%200044924 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"2002","12",NA,NA,"Magnoliopsidae","17","type","90893424",NA,NA
"35","2020-02-08 10:19:22-03","NBC","NL-BOTANY","L.1296199","PreservedSpecimen","Plantae","Gramineae","Paspalum","glaucescens","Paspalum glaucescens","Nees",NA,"Pedersen TM","1975","02","25","Paraguay",NA,NA,"Grassland on moist or wet ground, sandy soil. Estancia,,Carumbe', Distr. Lima, Dep. San Pedro.",NA,NA,NA,NA,"NL-L1296199","NL-L1296199",NA,"Poales",NA,"Southern America",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1296199 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"36","2020-02-08 10:19:22-03","NBC","NL-BOTANY","L.1296200","PreservedSpecimen","Plantae","Gramineae","Paspalum","glaucescens","Paspalum glaucescens","Nees",NA,"Pedersen TM","1972","02","21","Argentina",NA,NA,"not too dry grassland on sandy soil, Carambola, Depl. Concepcion, Prov. Corrientes.",NA,NA,NA,NA,"NL-L1296200","NL-L1296200",NA,"Poales",NA,"Southern America",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1296200 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"37","2020-02-08 10:19:22-03","NBC","NL-BOTANY","L.1296201","PreservedSpecimen","Plantae","Gramineae","Paspalum","glaucescens","Paspalum glaucescens","Nees",NA,"Pedersen TM","1960","02","14","Argentina",NA,NA,"Wet meadow. Estancia,,Garruchos', Dep. Santo Tome, Prov. Corrientes.",NA,NA,NA,NA,"NL-L1296201","NL-L1296201",NA,"Poales",NA,"Southern America",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1296201 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"38","2020-02-08 10:19:22-03","NBC","NL-BOTANY","L.1296202","PreservedSpecimen","Plantae","Gramineae","Paspalum","glaucescens","Paspalum glaucescens","Nees",NA,"Klein RM","1962","12","11","Brazil",NA,NA,"Plantas de Santa Catarina - Brasil. Campo Novo, Mafra; Campo.",NA,NA,NA,NA,"NL-L1296202","NL-L1296202",NA,"Poales",NA,"Southern America",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1296202 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"39","2020-02-08 10:19:22-03","NBC","NL-BOTANY","L.1296203","PreservedSpecimen","Plantae","Gramineae","Paspalum","glaucescens","Paspalum glaucescens","Nees",NA,"Reitz R; Klein RM","1962","12","19","Brazil",NA,NA,"Plantas de Santa Catarina - Brasil. Campo Alto, Santa Cecilia; Campo.",NA,NA,NA,NA,"NL-L1296203","NL-L1296203",NA,"Poales",NA,"Southern America",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1296203 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"40","2020-02-08 10:19:22-03","NBC","NL-BOTANY","L.1296204","PreservedSpecimen","Plantae","Gramineae","Paspalum","glaucescens","Paspalum glaucescens","Nees",NA,"Chase A","1925","02","28","Brazil",NA,NA,"Plants of Brazil. Sunny clay slope. Barbacena, Serra Mantiqueira, Minas Geraes.",NA,NA,NA,NA,"NL-L1296204","NL-L1296204",NA,"Poales",NA,"Southern America",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1296204 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"41","2020-02-08 10:19:40-03","NBC","NL-BOTANY","L.3812011","PreservedSpecimen","Plantae","Gramineae","Paspalum","yaguaronense","Paspalum yaguaronense","Henrard",NA,"Pedersen TM","1987","02","05","Argentina",NA,NA,"Tatacua, dep. Concepción, prov. Corrientes.",NA,NA,NA,NA,"NL-L3812011","NL-L3812011",NA,"Poales",NA,"Southern America",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3812011 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"42","2020-02-08 10:19:40-03","NBC","NL-BOTANY","U.1521207","PreservedSpecimen","Plantae","Gramineae","Paspalum","yaguaronense","Paspalum yaguaronense","Henrard",NA,"Woolston AL","1957","02","02","Paraguay",NA,NA,"Depto. san Pedro, Alto Paraguay: primavera.",NA,NA,NA,NA,"NL-U1521207","NL-U1521207",NA,"Poales",NA,"Southern America",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1521207 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"43","2020-02-08 10:19:40-03","NBC","NL-BOTANY","WAG.1394760","PreservedSpecimen","Plantae","Gramineae","Paspalum","yaguaronense","Paspalum yaguaronense","Henrard",NA,"Pedersen TM","1987","02","05","Argentina",NA,NA,"Tatacua, dep. Concepción, prov. Corrientes.",NA,NA,NA,NA,"NL-WAG1394760","NL-WAG1394760",NA,"Poales",NA,"Southern America",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1394760 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"44","2020-11-04 12:18:51-03","ESALQ","ESA","50195","PreservedSpecimen","Plantae","Poaceae","Paspalum","glaucescens","Paspalum glaucescens",NA,"Souza, V.C.","Scaramuzza, C.A.M. et al.","1993","05","21","Brasil","São Paulo","Itararé",NA,"-49.3400001525879","-24.1100006103516",NA,NA,"ESA050195","ESA050195","Magnoliophyta",NA,"1113.0",NA,NA,NA,NA,NA,NA,NA,"27729","auto",NA,NA,NA,NA,NA,NA
"45","2020-11-04 12:18:51-03","ESALQ","ESA","63607","PreservedSpecimen","Plantae","Poaceae","Paspalum","glaucescens","Paspalum glaucescens","Hack","Scaramuzza, C.A.M.","Scaramuzza, C.A.M. ; Souza, V.C.","1993","01","01","Brasil","São Paulo","Itararé",NA,"-49.3400001525879","-24.1100006103516",NA,NA,"ESA063607","ESA063607","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,"27729","auto",NA,NA,NA,NA,NA,NA
"46","2020-11-04 12:18:51-03","ESALQ","ESA","9479","PreservedSpecimen","Plantae","Poaceae","Paspalum","glaucescens","Paspalum glaucescens","Hack","Scaramuzza, C.A.M.","Souza, V.C. et al.","1993","05","22","Brasil","São Paulo","Itararé",NA,"-49.3400001525879","-24.1100006103516",NA,NA,"ESA009479","ESA009479","Magnoliophyta",NA,"3734.0",NA,NA,NA,NA,NA,NA,NA,"27729","auto",NA,NA,NA,NA,NA,NA
"47","2020-11-04 12:18:51-03","ESALQ","ESA","63606","PreservedSpecimen","Plantae","Poaceae","Paspalum","glaucescens","Paspalum glaucescens","Hack","Scaramuzza, C.A.M.","Scaramuzza, C.A.M. ; Souza, V.C.","1993","01","01","Brasil","São Paulo","Itararé",NA,"-49.3400001525879","-24.1100006103516",NA,NA,"ESA063606","ESA063606","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,"27729","auto",NA,NA,NA,NA,NA,NA
"48","2020-11-04 12:18:51-03","ESALQ","ESA","9342","PreservedSpecimen","Plantae","Poaceae","Paspalum","glaucescens","Paspalum glaucescens","Hackel","Oliveira, R.C. & Valls, J.F.M.","Souza, V.C. et al.","1993","05","19","Brasil","São Paulo","Itararé",NA,"-49.3400001525879","-24.1100006103516",NA,NA,"ESA009342","ESA009342","Magnoliophyta",NA,"3597.0",NA,NA,NA,NA,NA,NA,NA,"27729","auto",NA,NA,NA,NA,NA,NA
"49","2020-11-04 12:18:51-03","ESALQ","ESA","9462","PreservedSpecimen","Plantae","Poaceae","Paspalum","glaucescens","Paspalum glaucescens","Hack","Scaramuzza, C.A.M.","Souza, V.C.","1993","05","19","Brasil","São Paulo","Itararé",NA,"-49.3400001525879","-24.1100006103516",NA,NA,"ESA009462","ESA009462","Magnoliophyta",NA,"3717.0",NA,NA,NA,NA,NA,NA,NA,"27729","auto",NA,NA,NA,NA,NA,NA
"50","2020-11-04 12:18:51-03","ESALQ","ESA","95256","PreservedSpecimen","Plantae","Poaceae","Paspalum","glaucescens","Paspalum glaucescens","Hack.","Scaramuzza, C.A.M.","Scaramuzza, C.A.M. et al.",NA,NA,NA,"Brasil","São Paulo","Itararé",NA,"-49.3400001525879","-24.1100006103516",NA,NA,"ESA095256","ESA095256","Magnoliophyta",NA,"1136.0",NA,NA,NA,NA,NA,NA,NA,"27729","auto",NA,NA,NA,NA,NA,NA
