"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","class","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","individualCount","relatedCatalogItem","sex"
"13","2019-10-09 11:14:28-03","UFBA","ALCB","02105","PreservedSpecimen","Plantae","Dicotyledon",NA,"Euphorbiaceae","Euphorbia","appariciana","Euphorbia appariciana","Rizzini",NA,"Pereira, J","s/n","1975","06","14","Southern America","Brasil","Bahia","Morro do Chapéu","Piemonte da Diamantina","-41.016389","-11.681667",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-41.016389","-11.681667",NA,NA,NA,NA,NA,NA
"14","2019-10-09 11:14:28-03","UFBA","ALCB","108434","PreservedSpecimen","Plantae","Dicotyledon",NA,"Euphorbiaceae","Euphorbia","appariciana","Euphorbia appariciana","Rizzini","Silva, OLM da","Hurbath, F; Roque, N; Borges, LM; Stadnik, A; Alves, M; Moura, L","469","2013","02","22","Southern America","Brasil","Bahia","Morro do Chapéu","Piemonte da Diamantina, Monumento da Cachoeira do Ferro Doido.","-41.000556","-11.627778","869","869",NA,"ca. 20 cm. Ramo verde, áfilo, nós vináceos. Fruto verde. Apêndices do ciátio alvos.; Afloramento rochoso.","ALCB053181",NA,NA,NA,NA,"-41.000556","-11.627778","2014","08","18",NA,NA,NA
"15","2019-10-09 11:14:28-03","UFBA","ALCB","037390","PreservedSpecimen","Plantae","Dicotyledon",NA,"Euphorbiaceae","Euphorbia","appariciana","Euphorbia appariciana","Rizzini","Carneiro-Torres, DS","Giulietti, AM; Bautista, HP; Smith, S; Harley, RM; Hind, DJN","PCD3267","1996","06","29","Southern America","Brasil","Bahia","Morro do Chapéu","Piemonte da Diamantina, Estrada Morro do Chapéu-Jacobina","-41.084444","-11.482778","950","950",NA,"0,15 m, carnosa, látex branco copioso. Flores com ciátio glândulas creme, estilete avermelhado. Ocasional.; Arbustos e pequenas árvores perenifólias, agrupadas densamente, e ervas anuais. Substrato arenoso.","ALCB053174",NA,NA,NA,NA,"-41.084444","-11.482778","2000","01",NA,NA,NA,NA
"16","2019-10-09 11:14:28-03","UFBA","ALCB","037395","PreservedSpecimen","Plantae","Dicotyledon",NA,"Euphorbiaceae","Euphorbia","appariciana","Euphorbia appariciana","Rizzini","Carneiro-Torres, DS","Hind, DJN; Bautista, HP; Smith, S","PCD&nf;3148","1996","06","28","Southern America","Brasil","Bahia","Morro do Chapéu","Piemonte da Diamantina, A 12 km na estrada Morro do Chapéu-Ferro Doido","-41.1","-11.581944","1000","1000",NA,"carnosa, verde-acinzentada, áfila, ramos de ápices vináceos, látex branco. Flores amarelas. Raro.; Afloramentos rochosos.","ALCB053177",NA,NA,NA,NA,"-41.1","-11.581944","2000","01",NA,NA,NA,NA
"17","2019-10-09 11:14:28-03","UFBA","ALCB","037440","PreservedSpecimen","Plantae","Dicotyledon",NA,"Euphorbiaceae","Euphorbia","appariciana","Euphorbia appariciana","Rizzini","Carneiro-Torres, DS","Gasson, P; Harley, RM; Nic Lughadha, E; França, F","PCD5936","1997","03","02","Southern America","Brasil","Bahia","Morro do Chapéu","Piemonte da Diamantina","-41.207222","-11.590556","1151","1151",NA,"0,20 m, crassa, viscosa, entre as fendas das rochas, látex branco. nós avermelhados. Brácteas involucrais verde-amarelado. Fruto imaturo verde-avermelhado. Frequente","ALCB053175",NA,NA,NA,NA,"-41.207222","-11.590556","2000","01",NA,NA,NA,NA
"18","2019-10-09 11:14:28-03","UFBA","ALCB","037555","PreservedSpecimen","Plantae","Dicotyledon",NA,"Euphorbiaceae","Euphorbia","appariciana","Euphorbia appariciana","Rizzini","Carneiro-Torres, DS","Bautista, HP; Harley, RM; Hind, DJN; Smith, S","PCD&nf;3416","1996","07","05","Southern America","Brasil","Bahia","Jacobina","Piemonte da Diamantina, Serra da Jacobina (Toca da Areia)","-40.504444","-11.1525","932","932",NA,"0,40 m, carnosa, caule ramificado, látex branco. Inflorescência com brácteas basais verde-vináceas, margens com dentes avermelhados, glândulas involucrais verde-claro; estames com filetes verde-claro; anteras amarelas. Raro.","ALCB053176",NA,NA,NA,NA,"-40.504444","-11.1525","2000","01",NA,NA,NA,NA
"19","2019-10-09 11:14:28-03","UFBA","ALCB","102351","PreservedSpecimen","Plantae","Dicotyledon",NA,"Euphorbiaceae","Euphorbia","appariciana","Euphorbia appariciana","Rizzini","Guedes, ML","Guedes, ML; Alunos de Botânica III","19328","2011","10","22","Southern America","Brasil","Bahia","Morro do Chapéu","Piemonte da Diamantina, Morrão","-41.15","-11.55",NA,NA,NA,"de ca 20 cm de altura, látex leitoso. Filocládios articulados. Flores amarelas ou rosadas.","ALCB053179",NA,NA,NA,NA,"-41.15","-11.55","2012","01",NA,NA,NA,NA
"20","2019-10-09 11:14:28-03","UFBA","ALCB","107594","PreservedSpecimen","Plantae","Dicotyledon",NA,"Euphorbiaceae","Euphorbia","appariciana","Euphorbia appariciana","Rizzini","Guedes, ML","Guedes, ML; Alunos do PARFOR","20300","2013","01","19","Southern America","Brasil","Bahia","Morro do Chapéu","Morrão, próximo da Torre.","-41.15","-11.55",NA,NA,NA,"Látex leitoso. Inflorescência ciatiforme.","ALCB053182",NA,NA,NA,NA,"-41.15","-11.55","2013","06",NA,NA,NA,NA
"21","2019-10-09 11:14:28-03","UFBA","ALCB","108450","PreservedSpecimen","Plantae","Dicotyledon",NA,"Euphorbiaceae","Euphorbia","appariciana","Euphorbia appariciana","Rizzini","Silva, OLM da","Hurbath, F; Roque, N; Vieira, TL; Stadnik, A; Alves, M; Ogasawara, HA","522","2013","04","19","Southern America","Brasil","Bahia","Morro do Chapéu","Piemonte da Diamantina, Monumento da Cachoeira do Ferro Doido.","-41.000556","-11.627778","869","869",NA,"ca. 10 cm. Áfila, ramos verdes. Invólucro vináceo a verde. Glândulas verdes, apêndices creme. Anteras amarelas.; Solo rochoso.","ALCB053183",NA,NA,NA,NA,"-41.000556","-11.627778","2014","08","18",NA,NA,NA
"22","2019-10-09 11:14:28-03","UFBA","ALCB","118591","PreservedSpecimen","Plantae","Dicotyledon",NA,"Euphorbiaceae","Euphorbia","appariciana","Euphorbia appariciana","Rizzini","Hurbath, F","Hurbath, F; Silva, OLM da; Seixas, FC","647","2014","08","23","Southern America","Brasil","Bahia","Morro do Chapéu","Piemonte da Diamantina, Rodovia Morro do Chapéu - Jacobina, Vale do Rio Ligeiro (Associação Vale do Rio ligeiro e Mangabinha)","-41.0775","-11.481667","871","871",NA,"ca. 20 cm alt. Áfila, ramos verdes com manchas vináceas, invólucro do ciátio amarelado com glândulas creme. Látex alvo.","ALCB053180",NA,NA,NA,NA,"-41.0775","-11.481667","2014","08",NA,NA,NA,NA
"23","2019-10-09 11:14:28-03","UFBA","ALCB","118837","PreservedSpecimen","Plantae","Dicotyledon",NA,"Euphorbiaceae","Euphorbia","appariciana","Euphorbia appariciana","Rizzini","Hurbath, F","Aona, LYS","3567","2014","05","17","Southern America","Brasil","Bahia","Morro do Chapéu","Piemonte da Diamantina, Cachoeira do Ferro Doido.","-40.999444","-11.625278",NA,NA,NA,"Flores cremes.","ALCB053178",NA,NA,NA,NA,"-40.999444","-11.625278","2014","08",NA,NA,NA,NA
"24","2019-10-09 11:14:28-03","UFBA","ALCB","123492","PreservedSpecimen","Plantae","Dicotyledon",NA,"Euphorbiaceae","Euphorbia","appariciana","Euphorbia appariciana","Rizzini","Guedes, ML","Guedes, ML; Velozo, ES; Casaes, M; Araújo, F; Costa, R dos S; Abreu, LS","24492","2016","03","24","Southern America","Brasil","Bahia","Morro do Chapéu","Monumento do Ferro Doido.","-41.000556","-11.627778","869","869",NA,"de ca 20 cm. Látex leitoso. Áfila. Inflorescência em ciátio.","ALCB012341","ALCB012341",NA,NA,NA,"-41.000556","-11.627778","2016","05",NA,NA,NA,NA
"25","2019-10-09 11:14:28-03","UFBA","ALCB","69455","PreservedSpecimen","Plantae","Dicotyledon",NA,"Euphorbiaceae","Euphorbia","appariciana","Euphorbia appariciana","Rizzini","Guedes, ML","Roque, N; Alunos de Botânica III","1270","2006","01","20","Southern America","Brasil","Bahia","Morro do Chapéu","Piemonte da Diamantina, Cachoeira do Ferro Doido","-41.000833","-11.628056","895","895",NA,"ca. 10cm alt.; pedúnculo vináceo, bráctea do ciátio alva.","ALCB053172",NA,NA,NA,NA,"-41.000833","-11.628056","2006","05",NA,NA,NA,NA
"26","2019-10-09 11:14:28-03","UFBA","ALCB","75430","PreservedSpecimen","Plantae","Dicotyledon",NA,"Euphorbiaceae","Euphorbia","appariciana","Euphorbia appariciana","Rizzini","Guedes, ML","Guedes, ML; Rigueira, D; Alunos de Botânica III","12847","2006","12","08","Southern America","Brasil","Bahia","Morro do Chapéu","Piemonte da Diamantina, Cachoeira do Ferro doido","-41.15","-11.55",NA,NA,NA,"de ca 30cm., látex branco. Áfila. Flores cremes.","ALCB053171",NA,NA,NA,NA,"-41.15","-11.55","2007","01",NA,NA,NA,NA
"27","2019-10-09 11:14:28-03","UFBA","ALCB","81833","PreservedSpecimen","Plantae","Dicotyledon",NA,"Euphorbiaceae","Euphorbia","appariciana","Euphorbia appariciana","Rizzini","Liro, RM","Roque, N; Carvalho, G; Alunos de Botânica III","1721","2007","11","10","Southern America","Brasil","Bahia","Morro do Chapéu","Piemonte da Diamantina, Trilha para o Ventura","-41.001944","-11.636111","903","903",NA,"ca. 20cm alt., látex branco. Ciátio creme-avermelhado.","ALCB053124",NA,NA,NA,NA,"-41.001944","-11.636111","2007","11",NA,NA,NA,NA
"28","2019-10-09 11:14:28-03","UFBA","ALCB","83143","PreservedSpecimen","Plantae","Dicotyledon",NA,"Euphorbiaceae","Euphorbia","appariciana","Euphorbia appariciana","Rizzini","Guedes, ML","Guedes, ML; Alunos de Botânica III","14550","2008","03","15","Southern America","Brasil","Bahia","Morro do Chapéu","Piemonte da Diamantina, Morrão","-41.2075","-11.591111",NA,NA,NA,"de ca 15 cm, látex branco, rupícola. Inflorescência em ciátio, com flores femininas verdes, vináceas. Freqüente.","ALCB053122",NA,NA,NA,NA,"-41.2075","-11.591111","2008","04",NA,NA,NA,NA
"29","2019-10-09 11:14:28-03","UFBA","ALCB","83866","PreservedSpecimen","Plantae","Dicotyledon",NA,"Euphorbiaceae","Euphorbia","appariciana","Euphorbia appariciana","Rizzini","Roque, N","Roque, N; Alunos de Botânica III","1763","2008","05","23","Southern America","Brasil","Bahia","Morro do Chapéu","Piemonte da Diamantina, Cachoeira do Ferro Doido","-41.001389","-11.635833","895","895",NA,"Látex branco","ALCB053123",NA,NA,NA,NA,"-41.001389","-11.635833","2008","07",NA,NA,NA,NA
"30","2019-10-09 11:14:28-03","UFBA","ALCB","88687","PreservedSpecimen","Plantae","Dicotyledon",NA,"Euphorbiaceae","Euphorbia","appariciana","Euphorbia appariciana","Rizzini","Gomes, FS","Gomes, FS; Oliveira, JPL; Ballejos, J","156","2009","01","23","Southern America","Brasil","Bahia","Morro do Chapéu","Piemonte da Diamantina, Platô Monumento Natural da Cachoeira do Ferro Doido","-40.999722","-11.625833","891","891",NA,"ca. 10 cm alt. Áfila. Flores com cálice amarelado.; afloramento rochoso.","ALCB053173",NA,NA,NA,NA,"-40.999722","-11.625833","2009","04",NA,NA,NA,NA
"31","2020-08-11 00:15:51-03","UFBA","ALCB","02105","PreservedSpecimen","Plantae","Dicotyledon",NA,"Euphorbiaceae","Euphorbia","appariciana","Euphorbia appariciana","Rizzini","Carneiro-Torres, D S","Souza, Padre JP de; Gusmão, EF de","s/n","1975","06","14","Southern America","Brasil","Bahia","Morro do Chapéu","Piemonte da Diamantina","-41.1561012268066","-11.5500001907349",NA,NA,NA,NA,"ALCB053121",NA,NA,"98143","auto",NA,NA,"2000","01",NA,NA,NA,NA
"32","2020-11-04 11:07:42-03","ESALQ","ESA","74614","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Euphorbiaceae","Euphorbia","appariciana","Euphorbia appariciana","Rizzini",NA,"Souza, V.C.; Souza, J.P.; Romão, G.O.; Elias, S.I.","26363.0","2001","07","18",NA,"Brasil","Bahia","Morro do Chapéu","Estrada para Utinga, ca. 5 km de Morro do Chapéu. 11o35'51S, 41o09'48W. 1000 m.s.m. Campo rupestre, com campo arenoso adjacente.",NA,"-115.975","1000","1000",NA,"Erva, ca. 20 cm alt.; ciátios verdes com ovário vinho. Entre rochas. Látex alvo abundante.","ESA074614",NA,NA,NA,NA,NA,"-115,975",NA,NA,NA,NA,NA,NA
"33","2020-11-04 11:07:42-03","ESALQ","ESA","90392","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Euphorbiaceae","Euphorbia","appariciana","Euphorbia appariciana","Rizzini","Souza, V.C.","Paula-Souza, J.; Ferrucci, M.S.; Duarte, A.R.; Rando, J.G.; Tsuji, R.","4786.0","2005","01","28",NA,"Brasil","Bahia","Morro do Chapéu","Estrada para o Morrão (Morro do Chapéu). Ca. 13km da rodovia para Utinga, arredores da antena. Caatinga/Campo rupestre","-41.1561012268066","-11.5500001907349","1235","1235",NA,"Planta de ca. 15cm alt. Inflorescências amareladas","ESA090392",NA,NA,"98143","auto","-41,209,444","-11,090,833",NA,NA,NA,NA,NA,NA
"34","2019-02-15 11:39:43-02","IPA","IPA","27445","S","Plantae","Plantae",NA,"Euphorbiaceae","Euphorbia","appariciana","Euphorbia appariciana","Rizzini","Bromley, G.","Harley, R.M.","19202","1977","03","01","Southern America","Brasil","Bahia",NA,"Morro do Chapeu. 19 5 km SE of Morro do Chapeu on the BA 52 road to Mundo Novo by the Rio Ferro Doido, with water-worn, horizontally-bedded sand-stone at soil surface, with damp sand, sedge marsh, exposed rock and qaterfall. Vegetation: open scrub to","-41.3","-13.133333","900","900",NA,"Succulent herb with viscid white latex and many gr","IPA0027445",NA,NA,NA,NA,"-41.3","-13.133333","1980",NA,NA,NA,NA,NA
"35","2019-02-15 11:39:43-02","IPA","IPA","32755","S","Plantae","Plantae",NA,"Euphorbiaceae","Euphorbia","appariciana","Euphorbia appariciana","Rizzini","GLRB","Harley, R.M.","22752","1980","05","31","Southern America","Brasil","Bahia",NA,"Morro do Chapéu. Summit of Morro do Chapéu. Ca. 8 km SW of the town of Morro do Chapéu to the road to Urtiga. Sandstone rocks, with open sand in flatter areas. Open scrub in exposed sites to scattered low woodland 7 marsh. This plant growing on rocks","-41.3","-13.833333","1000","1000",NA,"Succulent multicaulous herb white latex, stems ere","IPA0032755",NA,NA,NA,NA,"-41.3","-13.833333","1980",NA,NA,NA,NA,NA
"36","2019-08-20 10:11:25-03","UNICAMP","UEC","114528","S","Plantae","Magnoliopsida",NA,"Euphorbiaceae","Euphorbia","appariciana","Euphorbia appariciana","Rizzini","Silva, OLM","Aona, LYS; Belinello, R","754","2000","08","21",NA,"Brazil","Bahia","Palmeiras","Chapada Diamantina, estrada de tera em diração a Capão, afloramento rochoso localizado próximo a cachoeira do Riachinho","-42.515278","-12.904444",NA,NA,NA,"Áfila, inflorescência amarela.","UEC018530","UEC018530",NA,NA,NA,"-42.515278","-12.904444","2012","07","19",NA,NA,NA
"37","2019-08-20 10:11:25-03","UNICAMP","UEC","27435","S","Plantae","Magnoliopsida",NA,"Euphorbiaceae","Euphorbia","appariciana","Euphorbia appariciana","Rizzini","Silva, OLM","Harley, RM; Mayo, SJ; Storr, RM; Santos, TS; Pinheiro, RS","19202","1977","03","01",NA,"Brazil","Bahia","Morro do Chapéu","vegetation: open scrub to closed low woodland in the drier areas.","-41.333333","-11.633333","900","900",NA,"ori, Succulent herb with viscid white latex and many grey-green often purple tinged stems from single stout taproot.","UEC018594","UEC018594",NA,NA,NA,"-41.333333","-11.633333","2012","07","19",NA,NA,NA
"38","2019-08-20 10:11:25-03","UNICAMP","UEC","37451","S","Plantae","Magnoliopsida",NA,"Euphorbiaceae","Euphorbia","appariciana","Euphorbia appariciana","Rizzini","Silva, OLM","Harley, RM; Bromley, GL; Carvalho, AM; Soares Nunes, JM; Hage, JL","22752","1980","05","30",NA,"Brazil","Bahia","Morro do Chapéu","Sandstone rocks, with open sand in flatter areas. Open scrub in exposed sites to scattered low woodland & marsh.","-41.2","-11.583333","1000","1000",NA,"ori, Succulent multicaulous herb with white latex, stems erect or ascending, forming compact clumps from gnarled brown roostock. Stems pale to greying green, often tinged reddish pink, especially at nodes. Cyathial glands dull yellow.","UEC018593","UEC018593",NA,NA,NA,"-41.2","-11.583333","2012","07","19",NA,NA,NA
"39","2019-08-20 10:11:25-03","UNICAMP","UEC","37460","S","Plantae","Magnoliopsida",NA,"Euphorbiaceae","Euphorbia","appariciana","Euphorbia appariciana","Rizzini","Silva, OLM","Harley, RM; Bromley, GL; Carvalho, AM; Soares Nunes, JM; Hage, JL","22868","1980","05","31",NA,"Brazil","Bahia","Morro do Chapéu","Vegetation open scrub to closed low woodland in drier areas.","-41.333333","-11.633333","900","900",NA,"ori, Succulent - stemmed herb with white latex. Stems dull reddish with greyish bloom.","UEC018595","UEC018595",NA,NA,NA,"-41.333333","-11.633333","2012","07","19",NA,NA,NA
"40","2020-04-27 16:09:38-03","UFES","VIES","13154","S","Plantae",NA,NA,"Euphorbiaceae","Euphorbia","appariciana","Euphorbia appariciana","Rizzini","Carneiro-Torres, D.S.","Queiroz, L.P. de; Nascimento, N.S.","4036","1994","06","19",NA,"Brasil","Bahia","Morro do Chapéu",NA,"-41.1561012268066","-11.5500001907349",NA,NA,NA,NA,"VIES013154","VIES013154",NA,"98143","auto",NA,NA,"2003","11",NA,NA,NA,NA
"41","2020-12-21 16:24:28-03","MBM","MBM","236774","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Euphorbia","appariciana","Euphorbia appariciana","Rizz.","Carneiro, D.","França, F.; et al.; et al.","2789","1999","05","01","Southern America","Brazil","Bahia","Morro do Chapéu","Rio Ferro Doido","-41.1561012268066","-11.5500001907349",NA,NA,NA,NA,"MBM236774","MBM236774",NA,"98143","auto",NA,NA,NA,NA,NA,NA,NA,NA
"42","2020-12-11 11:35:23-03","UFMG","BHCB","35071","PreservedSpecimen","Plantae","Dicotyledon",NA,"Euphorbiaceae","Euphorbia","appariciana","Euphorbia appariciana","Rizzini",NA,NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Bahia","Morro do Chapéu","Chapada Diamantina","-41.1561012268066","-11.5500001907349",NA,NA,NA,NA,NA,NA,NA,"98143","auto",NA,NA,NA,NA,NA,NA,NA,NA
"43","2020-05-25 15:13:54-03","FSU","FSU","000077958","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Euphorbia","appariciana","Euphorbia appariciana","Rizzini",NA,"H. S. Irwin, R. M. Harley, G. L. Smith","32288",NA,NA,NA,NA,"Brazil",NA,NA,NA,"-53.09728997","-10.78430668",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2015-08-13 05:50:00-03","MO","MOBOT","2940128","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Euphorbia","appariciana","Euphorbia appariciana","Rizzini","V.W. Steimmam","Howard S. Irwin|R.M. Harley|Gary L. Smith","Irwin 32288","1971","2","16","South America","Brazil","Bahia",NA,"Summit of Morro do Chapeu, ca. 7km S. of the toen of Morro do Chapeu, sandstone with sand-filled depressions and crevices.",NA,NA,"1150.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
