"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","continentOcean","country","locality","preparationType","occurrenceRemarks","barcode","imagecode","scientificNameAuthorship","identifiedBy","year","month","day","stateProvince","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","coordinatePrecision","geoFlag","class","relatedCatalogItem","dayIdentified","individualCount","fieldNumber","infraspecificEpithet","typeStatus"
"11","2016-10-28 16:29:00-02","NY","NYBG","00896246","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Thrasya","petrosa","Thrasya petrosa","J. A. Ratter","R2924","South America","Brazil","In the area of the Córrego Cabeça de Veado c. 9.5 km SSE of Brasilia TV Tower.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=970146' target='other'> <mi>dwc_moreinfo</mi></a>","NY00896246","NY00896246_01",NA,NA,"1976","04","20","Distrito Federal","Brasília","-47.9294","-15.7797",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","786942","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Thrasya","petrosa","Thrasya petrosa","J. R. Swallen","3873","South America","Brazil",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=739704' target='other'> <mi>dwc_moreinfo</mi></a>","NY00786942","NY00786942_01","(Trin.) Chase",NA,"1934","03","18","Maranhão","Carolina","-47.46734","-7.3329",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","00896245","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Thrasya","petrosa","Thrasya petrosa","W. R. Anderson","8312","South America","Brazil","35 km by road E of Cristalina.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=970140' target='other'> <mi>dwc_moreinfo</mi></a>","NY00896245","NY00896245_01","(Trin.) Chase","G. Davidse","1973","04","06","Goiás","Cristalina","-47.35","-16.78","990","990",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2016-10-28 16:29:00-02","NY","NYBG","00896253","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Thrasya","petrosa","Thrasya petrosa","D. Philcox","4398","South America","Brazil","E. of Base Camp.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=970156' target='other'> <mi>dwc_moreinfo</mi></a>","NY00896253","NY00896253_01",NA,NA,"1968","03","01","Mato Grosso",NA,"-51.77","-12.82",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2016-10-28 16:30:00-02","NY","NYBG","00896225","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Thrasya","petrosa","Thrasya petrosa","J. A. Ratter","R3002","South America","Brazil","Fazenda Água Limpa (University of Brasília Field Station), near Vargem Bonita, c. 18km SSW of Brasília TV tower. Close to the Olho de Água da Onça.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=970145' target='other'> <mi>dwc_moreinfo</mi></a>","NY00896225","NY00896225_01",NA,NA,"1976","05","10","Distrito Federal","Brasília","-47.9294","-15.7797",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","00896241","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Thrasya","petrosa","Thrasya petrosa","H. S. Irwin","13050","South America","Brazil","Ca. 25 km S.W. of Brasília","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=970136' target='other'> <mi>dwc_moreinfo</mi></a>","NY00896241","NY00896241_01","(Trin.) Chase","G. Davidse","1966","02","20","Distrito Federal","Brasília","-48.0816667","-15.94305","1000","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","00896251","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Thrasya","petrosa","Thrasya petrosa","G. G. Hatschbach","35944","South America","Brazil","Sete Quedas","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=970153' target='other'> <mi>dwc_moreinfo</mi></a>","NY00896251","NY00896251_01","(Trin.) Chase","S. A. Renvoize","1975","02","08","Mato Grosso do Sul","Rio Verde de Mato Grosso","-54.90181","-18.9385",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","2634154","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Thrasya","petrosa","Thrasya petrosa","W. R. Anderson","11019","South America","Brazil","10-15 km downstream from Missao Cururu","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2927196' target='other'> <mi>dwc_moreinfo</mi></a>","NY02634154","NY02634154_01","(Trin.) Chase",NA,"1974","02","16","Pará",NA,"-57.58","-7.58","130","130",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","00896256","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Thrasya","petrosa","Thrasya petrosa","E. P. Heringer","6382","South America","Brazil","Bacia do Rio São Bartolomeu.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=970163' target='other'> <mi>dwc_moreinfo</mi></a>","NY00896256","NY00896256_01","(Trin.) Chase","T. de S. Filgueiras","1981","03","09","Distrito Federal","Brasília","-47.9294","-15.7797",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2016-10-28 16:29:00-02","NY","NYBG","00896250","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Thrasya","petrosa","Thrasya petrosa","A. F. M. Glaziou","s.n.","South America","Brazil","[illegible] da Lagoa Formosa","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=970150' target='other'> <mi>dwc_moreinfo</mi></a>","NY00896250","NY00896250_01",NA,NA,"1895","01","28","Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","00896252","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Thrasya","petrosa","Thrasya petrosa","G. G. Hatschbach","43831","South America","Brazil","Rod. BR-040, Lageado.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=970154' target='other'> <mi>dwc_moreinfo</mi></a>","NY00896252","NY00896252_01","(Trin.) Chase","S. A. Renvoize","1981","04","12","Goiás","Cristalina","-47.6133","-16.7686",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2016-10-28 16:30:00-02","NY","NYBG","00896224","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Thrasya","petrosa","Thrasya petrosa","T. C. Plowman","9131","South America","Brazil","16 km west of Piquizeiro along GO-70","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=970144' target='other'> <mi>dwc_moreinfo</mi></a>","NY00896224","NY00896224_01",NA,"G. Davidse","1980","02","25","Tocantins","Couto de Magalhães","-49.17","-8.33","400","400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2016-09-29 18:13:00-03","NY","NYBG","786944","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Thrasya","petrosa","Thrasya petrosa","G. Davidse","26586","South America","Colombia","Laja with Indian clearing opposite the junction of the Río Negro, Brazo Casiquaire and Río Guainia","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=739701' target='other'> <mi>dwc_moreinfo</mi></a>","NY00786944",NA,NA,"G. Davidse","1984","06","25","Guainía",NA,"-67.12","2.0039","65","65",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","00896221","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Thrasya","petrosa","Thrasya petrosa","W. R. Anderson","9775","South America","Brazil","Ca. 30 km (straight line) ENE of Barra do Garças","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=970141' target='other'> <mi>dwc_moreinfo</mi></a>","NY00896221","NY00896221_01","(Trin.) Chase","G. Davidse","1973","05","05","Mato Grosso",NA,"-51.9912","-15.77955","450","450",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","786941","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Thrasya","petrosa","Thrasya petrosa","R. M. Harley","15321","South America","Brazil","By the waterfall of the Rio Brumado just North of Livramento do Brumado","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=739703' target='other'> <mi>dwc_moreinfo</mi></a>","NY00786941","NY00786941_01","(Trin.) Chase",NA,"1974","01","20","Bahia",NA,"-41.83","-13.63","460","460",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","00896240","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Thrasya","petrosa","Thrasya petrosa","H. S. Irwin","9522","South America","Brazil","Ca. 25 km E. of Brasília, road to Planaltina","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=970135' target='other'> <mi>dwc_moreinfo</mi></a>","NY00896240","NY00896240_01","(Trin.) Chase","G. Davidse","1965","10","25","Distrito Federal","Brasília","-47.7647222","-15.61995","1000","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","04161446","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Thrasya","petrosa","Thrasya petrosa","E. Y. Dawson","14185","South America","Brazil","Region of the Chapada dos Veadeiros: 20 km N of Sao Joao da Aliança","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4480879' target='other'> <mi>dwc_moreinfo</mi></a>","NY04161446",NA,"(Trin.) Chase",NA,"1956","04","14","Goiás","São João d'Aliança","-47.5","-14.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2016-10-28 16:29:00-02","NY","NYBG","00896254","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Thrasya","petrosa","Thrasya petrosa","M. A. Chase","11286","South America","Brazil","Between Viannapolis and Ponta Funda","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=970157' target='other'> <mi>dwc_moreinfo</mi></a>","NY00896254","NY00896254_01",NA,NA,"1930","03","17","Goiás",NA,NA,NA,"990","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","2634157","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Thrasya","petrosa","Thrasya petrosa","W. R. Anderson","10782","South America","Brazil","Alto Tapajós, Rio Cururú, region of village of Pratatí. 6-8 km S of village","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2927199' target='other'> <mi>dwc_moreinfo</mi></a>","NY02634157","NY02634157_01","(Trin.) Chase",NA,"1974","02","11","Pará",NA,"-57.08","-8","300","400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","00896243","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Thrasya","petrosa","Thrasya petrosa","H. S. Irwin","32104","South America","Brazil","Serra Geral do Paraná, ca. 20 km S.of São João de Aliança","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=970138' target='other'> <mi>dwc_moreinfo</mi></a>","NY00896243","NY00896243_01","(Trin.) Chase","G. Davidse","1971","03","17","Goiás","Água Fria de Goiás","-47.5333","-14.88076","1000","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","04161445","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Thrasya","petrosa","Thrasya petrosa","E. Y. Dawson","14840","South America","Brazil","Region of the southern Serra Dourada. 20 km east of Formoso","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4480878' target='other'> <mi>dwc_moreinfo</mi></a>","NY04161445",NA,"(Trin.) Chase",NA,"1956","05","15","Goiás","Campinaçu","-48.83","-13.75",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-02-08 11:09:52-03","UNESP-IBB","BOTU","16264","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","foliiforme","Paspalum foliiforme","Janssen, A.","134",NA,"Brasil",NA,NA,"cespitosa mais ou menos 120 cm. Pilosa. Inflorescência mais alta que as folhas.","BOTU016264",NA,"S.Denham","Sendulsky, T.","1980","01","06","Amazonas","Humaitá","-63.166667","-7.516667",NA,NA,"63°10'w","7°31's",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-30 12:54:25-03","EAO","IAN","142695","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Poaceae","Thrasya","petrosa","Thrasya petrosa","Pinheiro, GS; Carvalho, JFV","169","Southern America","Brasil","Estreito-Marabá, km 1.",NA,NA,"IAN142695",NA,"(Trin.) Chase","Tenório, EC","1974","04","04","Pará",NA,NA,NA,NA,NA,NA,NA,"1975",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-30 12:54:25-03","EAO","IAN","143009","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Poaceae","Thrasya","petrosa","Thrasya petrosa","Pinheiro, GS; Carvalho, JFV","485","Southern America","Brasil","Estreito-Marabá, km 1.",NA,NA,"IAN143009",NA,"(Trin.) Chase","Tenório, EC","1974","04","07","Pará",NA,NA,NA,NA,NA,NA,NA,"1975",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-30 12:54:25-03","EAO","IAN","147192","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Poaceae","Thrasya","petrosa","Thrasya petrosa","Anderson, WR","10782","Southern America","Brasil","Region of village of Pratatí. Sandy cerrado 6-8km S of village. In open places.",NA,NA,"IAN147192",NA,"(Trin.) Chase","Bouças, PRP","1974","02","11","Pará",NA,"-57.083333","-8","300","300","-57.083333","-8","1976","09",NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-30 12:54:25-03","EAO","IAN","156343","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Poaceae","Thrasya","petrosa","Thrasya petrosa","Coradin, L; Cordeiro, MR","862","Southern America","Venezuela","Southeastern Venezuela, vicinity of Santa Elena. Savannas (campo). Sandy-clay soil.",NA,"Perennial bunch grass. Often dominant on bank of road. High altitude. Specimen was preserved with 1.5% Pentachlorphenol in alcohol.","IAN156343",NA,"(Trin.) Chase","Coradin, L","1977","10","26",NA,NA,NA,NA,"870","870",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-30 12:54:25-03","EAO","IAN","156350","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Poaceae","Thrasya","petrosa","Thrasya petrosa","Coradin, L; Cordeiro, MR","870","Southern America","Brasil","Along Boa Vista-BV 8 road BR 174, km 220.",NA,"Common grass on bank of road. High altitudes. Specimen was preserved with 1.5% pentachlorphenol in alcohol. Dry, sandy-clay soil.","IAN156350",NA,"(Trin.) Chase","Coradin, L","1977","10","26","Roraima",NA,"-59.254167","0.737222","920","920","-59.254167","0.737222","1977","12",NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-30 12:54:25-03","EAO","IAN","156372","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Poaceae","Thrasya","petrosa","Thrasya petrosa","Coradin, L; Cordeiro, MR","905","Southern America","Brasil","Along Boa Vista-BV 8 road BR 174, km 194.",NA,"Perennial bunch of grass. Common on bank of road. Specimem was preserved with 1.5% Pentachorphenol in alcohol. Dry, sandy-clay soil.","IAN156372",NA,"(Trin.) Chase","Coradin, L","1977","10","26","Roraima",NA,"-59.254167","0.737222","520","520","-59.254167","0.737222","1977","12",NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-30 12:54:25-03","EAO","IAN","38702","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Poaceae","Thrasya","petrosa","Thrasya petrosa","Swallen, JR","4150","Southern America","Brasil","Entre Carolina e Santo Antonio de Balsas.",NA,NA,"IAN038702","IAN038702 IAN038702_e","(Trin.) Chase",NA,"1934","03","20","Maranhão",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-30 12:54:25-03","EAO","IAN","65808","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Poaceae","Thrasya","petrosa","Thrasya petrosa","Hoehne, FC","1325","Southern America","Brasil","Tapirapoam.",NA,NA,"IAN065808",NA,"(Trin.) Chase","Pilger, R","1909","03",NA,"Mato Grosso",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-30 12:54:25-03","EAO","IAN","65995","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Poaceae","Thrasya","petrosa","Thrasya petrosa","Luetzelberg, P von","20673","Southern America","Brasil","Serra Murupú.",NA,NA,"IAN065995",NA,"(Trin.) Chase","Coradin, L","1927","08","24","Roraima",NA,"-59.254167","0.737222",NA,NA,"-59.254167","0.737222",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-30 12:54:25-03","EAO","IAN","66033","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Poaceae","Thrasya","petrosa","Thrasya petrosa","Luetzelberg, P von","21426","Southern America","Brasil","Serra do Sal.",NA,NA,"IAN066033",NA,"(Trin.) Chase","Coradin, L","1927","10",NA,"Roraima",NA,"-59.254167","0.737222",NA,NA,"-59.254167","0.737222",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-30 12:54:25-03","EAO","IAN","66098","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Poaceae","Thrasya","petrosa","Thrasya petrosa","Luetzelberg, P von","20730","Southern America","Brasil","Serra Murupú.",NA,NA,"IAN066098",NA,"(Trin.) Chase","Coradin, L","1927","08",NA,"Roraima",NA,"-59.254167","0.737222","600","600","-59.254167","0.737222",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-03-30 12:54:25-03","EAO","IAN","66099","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Poaceae","Thrasya","petrosa","Thrasya petrosa","Luetzelberg, P von","20729","Southern America","Brasil","Serra Murupú.",NA,NA,"IAN066099",NA,"(Trin.) Chase","Coradin, L","1927","08",NA,"Roraima",NA,"-59.254167","0.737222",NA,NA,"-59.254167","0.737222",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2021-03-30 12:54:25-03","EAO","IAN","67135","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Poaceae","Thrasya","petrosa","Thrasya petrosa","Kuhlmann, M","1765","Southern America","Brasil","Cab. Mingan afluente do Rio Cantario.",NA,NA,"IAN067135",NA,"(Trin.) Chase","Black, GA","1919","02",NA,"Mato Grosso",NA,NA,NA,NA,NA,NA,NA,"1952",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2021-03-30 12:54:25-03","EAO","IAN","67175","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Poaceae","Thrasya","petrosa","Thrasya petrosa","Swallen, JR","4150","Southern America","Brasil","Entre Carolina e Santo Antonio de Balsas.",NA,NA,"IAN067175",NA,"(Trin.) Chase",NA,"1934","03","20","Maranhão",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2021-03-30 12:54:25-03","EAO","IAN","67246","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Poaceae","Thrasya","petrosa","Thrasya petrosa","Chase, A","11946","Southern America","Brasil","NW S. Lourenço.",NA,NA,"IAN067246",NA,"(Trin.) Chase",NA,"1930","04","10","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2021-03-30 12:54:25-03","EAO","IAN","72603","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Poaceae","Thrasya","petrosa","Thrasya petrosa","Rombouts, HE","535","Southern America","Suriname","Hab. Broven Sipaliwini.",NA,NA,"IAN072603",NA,"(Trin.) Chase","Amshoff, GJH","1936","03","05",NA,NA,"-56.5","3.6",NA,NA,"-56.5","3.6","1941",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
