"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","typeStatus","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","dayIdentified","coordinatePrecision","geoFlag","individualCount","fieldNumber","sex"
"11","2019-11-27 13:52:12-03","UFS","ASE","17885","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Rubiaceae","Alseis","latifolia","Alseis latifolia","Gleason","Barbosa, MR","Nogueira-Jr, FC","9","2010","09","27","Southern America","Brasil","Sergipe","Tobias Barreto","Serra dos Macacos, Povoado Macacos - canyon toca da onça - Q1","-37.984583","-10.883722","405","405",NA,"Árvore próxima a riacho. CAP: 0,55m; AF: 1,5m; AP:14m.; Árvore próxima a riacho. CAP: 0,55m; AF: 1,5m; AP:14m.; Caatinga.","ASE0024299","ASE0024299",NA,"2015","06","-37.984583","-10.883722",NA,NA,"09",NA,NA,NA,NA,NA
"12","2019-11-27 13:52:12-03","UFS","ASE","28022","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Rubiaceae","Alseis","latifolia","Alseis latifolia","Gleason","Barbosa, MR","Gomes, LA; Freire, GS; Foncesa, AR; Maciel, BSB; Santos, E","1098","2013","05","22","Southern America","Brasil","Sergipe","Maruim","Mata do Caititu, Borda de mata. Solo areno-argiloso.","-37.127139","-10.716778",NA,NA,NA,"Árvore, 9m. Frutos imaturos verdes.; Mata Atlântica","ASE0032170","ASE0032170",NA,"2015","06","-37.127139","-10.716778",NA,NA,"09",NA,NA,NA,NA,NA
"13","2019-11-27 13:52:12-03","UFS","ASE","28312","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Rubiaceae","Alseis","latifolia","Alseis latifolia","Gleason","Barbosa, MR","Farias, MCV; Santos, E; Déda, RM; Melo, LMS; Fonseca, JAR","317","2012","11","08","Southern America","Brasil","Sergipe","Riachão do Dantas","Fazenda Dr. Belmiro, Rodovia SE-170, direção Tobias Barreto, lado direito.","-37.734222","-11.033222",NA,NA,NA,"Árvore de 10m. Infrutescência castanha .; Mata de transição.","ASE0032612","ASE0032612",NA,"2015","06","-37.734222","-11.033222",NA,NA,"09",NA,NA,NA,NA,NA
"14","2019-11-27 13:52:12-03","UFS","ASE","28511","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Rubiaceae","Alseis","latifolia","Alseis latifolia","Gleason","Barbosa, MR","Farias, MCV; Santos, E; Costa, AF; Maciel, B; Moreno, G","339","2013","06","07","Southern America","Brasil","Sergipe","Riachão do Dantas","Fazenda Zezé Rocha","-37.734222","-11.033222",NA,NA,NA,"Frutos castanhos em espiga.; Mata de transição","ASE0001054","ASE0001054",NA,"2015","06","-37.734222","-11.033222",NA,NA,"09",NA,NA,NA,NA,NA
"15","2019-11-27 13:52:12-03","UFS","ASE","3935","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Rubiaceae","Alseis","latifolia","Alseis latifolia","Gleason","Barbosa, MR","Viana, G","1029","1984","09","18","Southern America","Brasil","Sergipe","Canhoba",NA,"-36.967222","-10.113667",NA,NA,NA,"Caatinga hipoxerófila.","ASE0026851","ASE0026851 ASE0026851_1",NA,"2015","06","-36.967222","-10.113667",NA,NA,"09",NA,NA,NA,NA,NA
"16","2020-04-22 16:23:39-03","UFPB","JPB","57978","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Rubiaceae","Alseis","latifolia","Alseis latifolia","Gleason",NA,"Barbosa, MR; Agra, MF; Nusbaumer, L","7","2014","04","02","Southern America","Brasil","Alagoas","Quebrangulo","Reserva Biológica da Pedra Talhada, Localité de Quebrangulo.","-36.430919","-9.255732","650","650",NA,"; HABITAT: Submontane tropical moist forest on slope, opened vegetation on shallow soil; DESC: small tree, 4 m; infrutescence terminal or almost, fr. dehiscent; ; duplicates dried with hot air","JPB0057978",NA,NA,NA,NA,"-36.430919","-9.255732",NA,NA,NA,NA,NA,NA,NA,NA
"17","2020-06-29 09:31:54-03","UFRRJ","RBR","33099","S","Plantae",NA,NA,"Rubiaceae","Alseis","latifolia","Alseis latifolia","Gleason",NA,"M.V.L. Pereira-Moura","791","1999","12","06",NA,"Brasil","Maranhão","Açailândia","Fazenda Itabaiana, BR0 010, Km 1398, CELMAR (Indústria de celulose e papel), estrada do bosque lote 10","-47.5046997070312","-4.9466700553894",NA,NA,NA,NA,"RBR00033099",NA,NA,NA,NA,NA,NA,NA,NA,NA,"95172","auto",NA,NA,NA
"18","2020-06-29 09:31:54-03","UFRRJ","RBR","33097","S","Plantae",NA,NA,"Rubiaceae","Alseis","latifolia","Alseis latifolia","Gleason",NA,"M.V.L. Pereira-Moura","789","1999","12","06",NA,"Brasil","Maranhão","Açailândia","Fazenda Itabaiana, BR 010, Km 1398, CELMAR (Industria de celulose e papel), estrada do bosque","-47.5046997070312","-4.9466700553894",NA,NA,NA,NA,"RBR00033097",NA,NA,NA,NA,NA,NA,NA,NA,NA,"95172","auto",NA,NA,NA
"19","2020-06-29 09:31:54-03","UFRRJ","RBR","33098","S","Plantae",NA,NA,"Rubiaceae","Alseis","latifolia","Alseis latifolia","Gleason",NA,"M.V.L. Pereira-Moura","788",NA,NA,NA,NA,"Brasil","Maranhão","Cidelândia","próximo ao assentamento São Jorge.","-47.7817001342773","-5.17417001724243",NA,NA,NA,NA,"RBR00033098",NA,NA,NA,NA,NA,NA,NA,NA,NA,"51455","auto",NA,NA,NA
"20","2019-08-15 09:04:12-03","UESC","UESC","6511","S","Plantae","Angiospermae","Florideophycidae","Rubiaceae","Alseis","latifolia","Alseis latifolia","Gleason",NA,"Sambuichi, R.H.R.","922","2001","04","27",NA,"Brasil","Bahia","Ilhéus",NA,"-39.154444","-14.723333",NA,NA,NA,"Floresta higrófila raleada sobre plantação de cacau, cabruca.; Árvore,; DAP 61,0 cm.","UESC0006511",NA,NA,NA,NA,"39W9'16''","14S43'24''","Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA
"21","2020-10-02 12:14:00-03","MO","MOBOT","3090721","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Alseis","latifolia","Alseis latifolia","Gleason","C.M. Taylor","A.B. Anderson","Anderson 2001","1985","3","20","South America","Brazil","Maranhão",NA,"Fazenda São Francisco, estrada Alto Alegre-lago Verde km 9, Município de Lago Verde, Maranhão",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"22","2020-08-31 08:56:10-03","INPA","INPA","287077","S","Plantae","Dicotyledon Asterids","Gentianales","Rubiaceae","Alseis","latifolia","Alseis latifolia","Gleason","Barbosa, RI","Barbosa, RI","267","2019","10","22","Southern America","Brasil","Roraima","Amajari","Estação Ecológica de Maracá, Árvore n. 0543; parcela da trilha de caminhamento L5, entre os piquetes de demarcação 1600 m - 1650 m","-61.768547","3.624575",NA,NA,NA,NA,"INPA0287077",NA,NA,"2019","10","-61.768547","3.624575",NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-02-04 10:29:58-03","UFRPE","HST","10590","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Alseis","latifolia","Alseis latifolia","Gleason","J.G.Jardim","A.M.Miranda; E.Araújo, S.I.Silva et G.Gamarras","3605","1999","10","19",NA,"Brasil","Pernambuco","São Lourenço da Mata","Estação Ecológica do Tapacurá","-35.0182991027832","-8.00222015380859",NA,NA,NA,"Arbusto; caule amarronzado; inflorescência com botões verde-amarronzado.","HST010590",NA,NA,"2013","06",NA,NA,NA,NA,NA,"21764","auto",NA,NA,NA
"24","2020-09-12 05:00:02-03","US","US","3289290","PreservedSpecimen","Plantae",NA,"Rubiales","Rubiaceae","Alseis","latifolia","Alseis latifolia","Gleason",NA,"R. Fonnegra, J. Betancur, F. J. Roldán & A. Betancur","1892","1987","4","27","South America - Neotropics","Colombia","Antioquia",NA,"Municipio Mutata: 1 km Carretera Mutata-Pavarando",NA,NA,"150",NA,NA,NA,"US02367846","US02367846_01",NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA,NA
"25","2020-09-12 05:00:02-03","US","US","3235630","PreservedSpecimen","Plantae",NA,"Rubiales","Rubiaceae","Alseis","latifolia","Alseis latifolia","Gleason",NA,"L. Delgado","1137",NA,NA,NA,"South America - Neotropics","Venezuela","Bolivar",NA,"Municipio Sucre. 10 km n Helip, 22.","-64.23","6.7","240",NA,NA,NA,"US02367843",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA,NA
"26","2020-09-12 05:00:02-03","US","US","1067280","PreservedSpecimen","Plantae",NA,"Rubiales","Rubiaceae","Alseis","latifolia","Alseis latifolia","Gleason",NA,"H. F. Pittier","9099","1920","10","6","South America - Neotropics","Venezuela","Carabobo",NA,"Guaremales, road from Puerto Cabello to San Felipe",NA,NA,"10","100",NA,NA,"US02367842",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA,NA
"27","2020-09-12 05:00:02-03","US","US","2946026","PreservedSpecimen","Plantae",NA,"Rubiales","Rubiaceae","Alseis","latifolia","Alseis latifolia","Gleason",NA,"L. Bernardi","7833","1960","12","4","South America - Neotropics","Venezuela","Bolivar",NA,"De los Castillos 17 loms al sur, en los bosques de Marivaca, Muestra de madera",NA,NA,NA,NA,NA,NA,"US02367844","US02367844_01",NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA,NA
"28","2020-09-12 05:00:02-03","US","US","2466790","PreservedSpecimen","Plantae",NA,"Rubiales","Rubiaceae","Alseis","latifolia","Alseis latifolia","Gleason",NA,"L. Aristeguieta","2867","1957","7",NA,"South America - Neotropics","Venezuela","Miranda",NA,"Cerca de Caucagua",NA,NA,NA,NA,NA,NA,"US02367845",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA,NA
"29","2020-09-12 05:00:02-03","US","US","3252385","PreservedSpecimen","Plantae",NA,"Rubiales","Rubiaceae","Alseis","latifolia","Alseis latifolia","Gleason",NA,"M. Lobo, E. L. Taylor, N. A. Rosa, M. R. dos Santos & et al.","335",NA,NA,NA,"South America - Neotropics","Brazil","Maranhão",NA,"Amazonia. Municipio Santa Luiza, Fazenda Agripec da Varig, margem esquerda do rio Pindare",NA,NA,NA,NA,NA,NA,"US02367841","US02367841_01",NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA,NA
"30","2020-09-12 05:00:02-03","US","US","3282822","PreservedSpecimen","Plantae",NA,"Rubiales","Rubiaceae","Alseis","latifolia","Alseis latifolia","Gleason",NA,"G. E. Schatz, E. Taylor, C. S. Rosário, J. B. Silva & et al.","879","1983","3","7","South America - Neotropics","Brazil","Maranhão",NA,"Municipio de Barra do Corda, Cocal Grande, 34km NE of Barra do Corda along the Rio Mearim","-45.1","-5.4",NA,NA,NA,NA,"US02367840","US02367840_01",NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA,NA
"31","2020-09-12 05:00:02-03","US","US","1668295","PreservedSpecimen","Plantae",NA,"Rubiales","Rubiaceae","Alseis","latifolia","Alseis latifolia","Gleason",NA,"B. A. Krukoff","2043",NA,NA,NA,"South America - Neotropics","Brazil","Maranhão",NA,"Near Coroatasinho.",NA,NA,NA,NA,NA,NA,"US00130565","US00130565_01","Isotype",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA,NA
"32","2019-10-07 09:14:02-03","UEFS","HUEFS","111470","PreservedSpecimen","Plantae","Angiospermae","Gentianales","Rubiaceae","Alseis","latifolia","Alseis latifolia","Gleason","J.Jardim","Harley, R.M.","55427","2005","01","21",NA,"Brasil","Bahia","Rio de Contas","7,9 Km Marcolino Moura, e 2,3 Km da Fazenda Teixeira, em direção de Rio de Contas. Trilha do vale do Rio Baeta.","-41.75","-13.6","700","1000",NA,"Floresta mesófila alta, nas encostas do vale.","HUEFS0111470","HUEFS0111470",NA,"2012","06","41W45'","13S36'","Asteranae",NA,NA,NA,NA,NA,NA,NA
"33","2019-10-07 09:14:02-03","UEFS","HUEFS","63813","PreservedSpecimen","Plantae","Angiospermae","Gentianales","Rubiaceae","Alseis","latifolia","Alseis latifolia","Gleason","J.Jardim","Queiroz, L.P.de","7326","2002","08","16",NA,"Brasil","Bahia","Itiúba","Cerca de 5 km da estrada Itiúba-Filadélfia, Fazenda Carrapato.","-40.028333","-10.731111",NA,NA,NA,"Caatinga arbórea sobre solo arenoso.","HUEFS0063813","HUEFS0063813",NA,"2012","06","40W1'42''","10S43'52''","Asteranae",NA,NA,NA,NA,NA,NA,NA
"34","2019-10-07 09:14:02-03","UEFS","HUEFS","63964","PreservedSpecimen","Plantae","Angiospermae","Gentianales","Rubiaceae","Alseis","latifolia","Alseis latifolia","Gleason","J.Jardim","Atkins, S.","PCD4662","1997","01","29",NA,"Brasil","Bahia","Lençóis","Remanso/Maribus.","-41.316667","-12.65","380","380",NA,"Pântano do Rio Santo Antonio, com variada flora aquática e ilhas de matas mesófilas; árvore com ca. de 8-12m.","HUEFS0063964","HUEFS0063964",NA,"2012","06","41W19'","12S39'","Asteranae",NA,NA,NA,NA,NA,NA,NA
"35","2019-10-07 09:14:02-03","UEFS","HUEFS","77728","PreservedSpecimen","Plantae","Angiospermae","Gentianales","Rubiaceae","Alseis","latifolia","Alseis latifolia","Gleason","J.Jardim","Costa, J.","458","2004","01","23",NA,"Brasil","Minas Gerais","Jacinto","Estrada Almenara-Jacinto, ca. 50 km de Almenara. Lado esquerdo da estrada.","-40.380833","-16.123611","190","190",NA,"Mata seca. Solo com húmus.","HUEFS0077728","HUEFS0077728",NA,"2012","06","40W22'51''","16S7'25''","Asteranae",NA,NA,NA,NA,NA,NA,NA
"36","2019-10-07 09:14:02-03","UEFS","HUEFS","6041","PreservedSpecimen","Plantae","Angiospermae","Gentianales","Rubiaceae","Alseis","latifolia","Alseis latifolia","Gleason","J.Jardim","Queiroz, L.P.de","979","1986","10","04",NA,"Brasil","Bahia","Ipirá","Fazenda Recreio, estrada do Feijão, Km 43.","-38.683333","-12.366667",NA,NA,NA,"Mata estacional.","HUEFS0006041","HUEFS0006041",NA,"2012","06","38W41'","12S22'","Asteranae",NA,NA,NA,NA,NA,NA,NA
"37","2019-10-07 09:14:02-03","UEFS","HUEFS","25304","PreservedSpecimen","Plantae","Angiospermae","Gentianales","Rubiaceae","Alseis","latifolia","Alseis latifolia","Gleason","J.Jardim","Harley, R.M.","28450","1996","12","06",NA,"Brasil","Bahia","Itaberaba","Perto da Fazenda Cana Brava. Serra do Orobó.","-40.3069000244141","-12.5275001525879",NA,NA,NA,NA,"HUEFS0025304","HUEFS0025304",NA,"2012","06",NA,NA,"Asteranae",NA,NA,"39857","auto",NA,NA,NA
"38","2019-06-11 12:32:06-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Rubiaceae","Alseis","latifolia","Alseis latifolia",NA,"B. Bremer","A. H. Gentry","49342","1985","1","8","South America","Brazil","São Paulo",NA,NA,"-49","-22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA
"39","2015-03-13 19:30:38-03","F","FMNH-SEEDPLANTS","V0252185F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Rubiaceae","Alseis","latifolia","Alseis latifolia",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0252185F","V0252185F_01",NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA
"40","2015-03-13 19:30:38-03","F","FMNH-SEEDPLANTS","V0252186F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Rubiaceae","Alseis","latifolia","Alseis latifolia",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0252186F","V0252186F_01",NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA
"41","2020-02-20 14:37:38-03","IAC","IAC","36124","S","Plantae",NA,NA,"Rubiaceae-311.Cinchonoideae-Condamineeae","Alseis","latifolia","Alseis latifolia","Gleason","M.V.L.P. Moura","F.H. Muniz","249","1995","12","06",NA,"Brasil","Maranhão","Buriticupu","Reserva Florestal da CVRD","-46.4011","-4.3458",NA,NA,NA,"parcela 69",NA,NA,NA,"2001","10","-46.4011","-4.3458",NA,NA,"06",NA,NA,NA,NA,NA
"42","2010-08-16 16:41:57-03","A","HU-HERB","A 00092312","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Alseis","latifolia","Alseis latifolia","Gleason",NA,"B. A. Krukoff","2043","1933","3","24","South America","Brazil","Maranhao",NA,"Region of River Grajahu, near Coroatasinho",NA,NA,NA,NA,"Sheet",NA,NA,NA,"Type",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2043","undetermined"
"43","2014-12-22 11:31:36-02","UFRR","UFRR","1303","S","Plantae",NA,NA,"Rubiaceae","Alseis","latifolia","Alseis latifolia","(Benth.) K. Schum.","Jardim, J.","Fortes, S.T.","109","1998","09","26",NA,"Brasil","Roraima","Alto Alegre","Ilha de Maracá. Floresta mista. Localizada na Trilha da Preguiça, Km 6,600.","-61.4975","2.89583",NA,NA,NA,"Árvore SF46.",NA,NA,NA,"2011","05",NA,NA,NA,NA,NA,"327834","auto",NA,NA,NA
"44","2014-12-22 11:31:36-02","UFRR","UFRR","1302","S","Plantae",NA,NA,"Rubiaceae","Alseis","latifolia","Alseis latifolia","(Benth.) K. Schum.","Sousa, G.M. de","Fortes, S.T.","108","1998","09","25",NA,"Brasil","Roraima","Alto Alegre","Ilha de Maracá. Floresta de terra firme. Localizada na Trilha da B do Projeto Flora.","-61.4975","2.89583",NA,NA,NA,"Árvore SF16.",NA,NA,NA,"2001","06",NA,NA,NA,NA,NA,"327834","auto",NA,NA,NA
"45","2014-09-23 10:59:23-03","G","G","G00172208","S","Plantae",NA,NA,"Rubiaceae","Alseis","latifolia","Alseis latifolia","Gleason","Bacigalupo, N. M.","Cervi, A. C., R. Spichiger, P.-A. Loizeau & E. Cottier","7114","1994","10","20","AMERIQUE DU SUD","Brazil","Alagoas","Pedra Talhada",NA,"-36.41666667","-9.25","550","550",NA,"Coordinate uncertainty: Approx. in a 1'000 m. radius Image URL: No picture available on the institution's web site","G00172208",NA,NA,"1995","01","-36.41666667","-9.25",NA,NA,"01",NA,NA,NA,NA,NA
