"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","preparationType","occurrenceRemarks","barcode","identifiedBy","county","imagecode","maximumElevationInMeters","infraspecificEpithet","typeStatus","yearIdentified","monthIdentified","coordinatePrecision","geoFlag","dayIdentified","class","verbatimLongitude","verbatimLatitude","relatedCatalogItem","fieldNumber","individualCount","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","807855","PreservedSpecimen","Plantae","Pteridophyta","Hymenophyllales","Hymenophyllaceae","Hymenophyllum","elegans","Hymenophyllum elegans","Spreng.","P. von Luetzelburg","7203","1917","02",NA,"South America","Brazil","Espírito Santo","Pintoba.",NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=801802' target='other'> <mi>dwc_moreinfo</mi></a>","NY00807855",NA,NA,"NY00807855_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","3955705","PreservedSpecimen","Plantae","Pteridophyta","Hymenophyllales","Hymenophyllaceae","Hymenophyllum","elegans","Hymenophyllum elegans","Spreng.","J. A. Steyermark","75441","1953","05","16","South America","Venezuela","Bolívar","Chimantá Massif. Estado Bolívar. Slopes before final ascent to bluffs. Southwestern-facing slopes of Chimantá-tepuí (Torono-tepuí), above valley of Río Tirica.",NA,NA,"1000","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4244142' target='other'> <mi>dwc_moreinfo</mi></a>","NY03955705",NA,NA,"NY03955705_01","1700",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","3955691","PreservedSpecimen","Plantae","Pteridophyta","Hymenophyllales","Hymenophyllaceae","Hymenophyllum","elegans","Hymenophyllum elegans","Spreng.","J. A. Steyermark","634","1955","02","09","South America","Venezuela","Bolívar","Chimantá Massif. Torono-tepuí. Summit, at edge of escarpment in and among zanjones.",NA,NA,"2165","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4244128' target='other'> <mi>dwc_moreinfo</mi></a>","NY03955691",NA,NA,"NY03955691_01","2180",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","144671","PreservedSpecimen","Plantae","Pteridophyta","Hymenophyllales","Hymenophyllaceae","Hymenophyllum","elegans","Hymenophyllum elegans amplum","C.V.Morton","J. A. Steyermark","56146","1944","04","26","South America","Venezuela","Mérida","Between hacienda Agua Blanca above La Azulita and Río Capaz",NA,NA,"975","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=172841' target='other'> <mi>dwc_moreinfo</mi></a>","NY00144671",NA,NA,"NY00144671_01","975","amplum","isotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","3955698","PreservedSpecimen","Plantae","Pteridophyta","Hymenophyllales","Hymenophyllaceae","Hymenophyllum","elegans","Hymenophyllum elegans","Spreng.","J. A. Steyermark","61287","1945","03","01","South America","Venezuela","Anzoátegui","Along Río Zumbador and tributary, near base of Piedra Blanca, northeast of Bergantín.",NA,NA,"800","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4244135' target='other'> <mi>dwc_moreinfo</mi></a>","NY03955698",NA,NA,"NY03955698_01","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","03955677","PreservedSpecimen","Plantae","Pteridophyta","Hymenophyllales","Hymenophyllaceae","Hymenophyllum","elegans","Hymenophyllum elegans","Spreng.","W. D. Rodríguez-Duque","5617","2013","11","20","South America","Colombia","Antioquia","Mpio. Angelópolis. Vereda Romeral, Hacienda La Argentina, Quebrada Las Animas.","-75.6994","6.13969","2050","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4243996' target='other'> <mi>dwc_moreinfo</mi></a>","NY03955677",NA,NA,NA,"2130",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","3955693","PreservedSpecimen","Plantae","Pteridophyta","Hymenophyllales","Hymenophyllaceae","Hymenophyllum","elegans","Hymenophyllum elegans","Spreng.","W. D. Rodríguez-Duque","4844","2004","12","20","South America","Colombia","Antioquia","Mpio. Fredonia. Vereda Erbe - Microcuenca La Chaparrala.","-75.64119","5.98361","2150","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4244130' target='other'> <mi>dwc_moreinfo</mi></a>","NY03955693",NA,NA,NA,"2250",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2016-09-29 18:20:00-03","NY","NYBG","144672","PreservedSpecimen","Plantae","Pteridophyta","Hymenophyllales","Hymenophyllaceae","Hymenophyllum","elegans","Hymenophyllum elegans minor","C.V.Morton","H. H. Smith","1100","1899","03",NA,"South America","Colombia",NA,"Santa Marta: Sierra del Libano",NA,NA,"1676.4","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=747489' target='other'> <mi>dwc_moreinfo</mi></a>","NY00144672",NA,NA,"NY00144672_01","1676.4","minor","holotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","3955678","PreservedSpecimen","Plantae","Pteridophyta","Hymenophyllales","Hymenophyllaceae","Hymenophyllum","elegans","Hymenophyllum elegans","Spreng.","W. D. Rodríguez-Duque","4757","2004","12","11","South America","Colombia","Antioquia","Mpio. Jericó. Reserva Las Nubes, sector Valle de las Palmas.","-75.791064","5.799994","2200","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4244115' target='other'> <mi>dwc_moreinfo</mi></a>","NY03955678",NA,NA,NA,"2250",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","3955703","PreservedSpecimen","Plantae","Pteridophyta","Hymenophyllales","Hymenophyllaceae","Hymenophyllum","elegans","Hymenophyllum elegans","Spreng.","J. M. Beitel","85273","1985","02","26","South America","Venezuela","Amazonas","Dpto. Río Negro. Cerro de La Neblina Expedition. Camp XI: Cerro de la Neblina, 6.2 km NNE Pico Phelps (=Neblina) (20.5 km ENE Neblina Base Camp); along stream (Caño Beitel) s. of camp, running between plateau of camp and steep, north-facing slope.","-65.9811","0.8625","1350","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4244140' target='other'> <mi>dwc_moreinfo</mi></a>","NY03955703",NA,NA,NA,"1450",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2016-09-29 18:20:00-03","NY","NYBG","144673","PreservedSpecimen","Plantae","Pteridophyta","Hymenophyllales","Hymenophyllaceae","Hymenophyllum","elegans","Hymenophyllum elegans minor","C.V.Morton","H. H. Smith","1100","1899","03",NA,"South America","Colombia",NA,"Santa Marta: Sierra del Libano",NA,NA,"1676.4","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=747490' target='other'> <mi>dwc_moreinfo</mi></a>","NY00144673",NA,NA,"NY00144673_01","1676.4","minor","isotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","807858","PreservedSpecimen","Plantae","Pteridophyta","Hymenophyllales","Hymenophyllaceae","Hymenophyllum","elegans","Hymenophyllum elegans","Spreng.","J. A. Steyermark","128737","1983","02","02","South America","Venezuela","Bolívar","Macizo del Chimantá. Pequeñas altiplanicies en la base septentrional de los farallones superiores del Amurí-tepui (Sector W del Acopán-tepui).","-62.12","5.17","1950","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=801807' target='other'> <mi>dwc_moreinfo</mi></a>","NY00807858","D. B. Lellinger","Piar","NY00807858_01","1950",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","1016037","PreservedSpecimen","Plantae","Pteridophyta","Hymenophyllales","Hymenophyllaceae","Hymenophyllum","elegans","Hymenophyllum elegans","Spreng.","P. H. Labiak E.","3711","2006","08","11","South America","Brazil","Bahia","RPPN Serra Bonita. 10 km W de Camacan na estrada para Jacareci, 6 km SW na estrada para a RPPN e Torre de transmissão.","-39.5647","-15.3931","850","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1140219' target='other'> <mi>dwc_moreinfo</mi></a>","NY01016037","F. B. Matos","Camacan","NY01016037_01","850",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2016-09-29 18:52:00-03","NY","NYBG","807861","PreservedSpecimen","Plantae","Pteridophyta","Hymenophyllales","Hymenophyllaceae","Hymenophyllum","elegans","Hymenophyllum elegans holopteron","Rosenst.","A. C. Brade","9798","1929","10",NA,"South America","Brazil","Rio de Janeiro",NA,"-42.9656","-22.4122",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=801836' target='other'> <mi>dwc_moreinfo</mi></a>","NY00807861",NA,"Teresópolis","NY00807861_01",NA,"holopteron",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","3955694","PreservedSpecimen","Plantae","Pteridophyta","Hymenophyllales","Hymenophyllaceae","Hymenophyllum","elegans","Hymenophyllum elegans","Spreng.","W. D. Rodríguez-Duque","5167","2005","02","25","South America","Colombia","Antioquia","Mpio. Támesis. Vereda San Antonio, Quebrada San Antonio, sector Organera (cuevas de la quebrada).","-75.73925","5.66825","2360","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4244131' target='other'> <mi>dwc_moreinfo</mi></a>","NY03955694",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","3955690","PreservedSpecimen","Plantae","Pteridophyta","Hymenophyllales","Hymenophyllaceae","Hymenophyllum","elegans","Hymenophyllum elegans","Spreng.","B. Maguire","42407","1957","12","15","South America","Venezuela","Amazonas","Cerro de la Neblina, Rio Yatua. East escarpment of upper Cañon Grande basin",NA,NA,"1900","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4244127' target='other'> <mi>dwc_moreinfo</mi></a>","NY03955690",NA,NA,"NY03955690_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","807860","PreservedSpecimen","Plantae","Pteridophyta","Hymenophyllales","Hymenophyllaceae","Hymenophyllum","elegans","Hymenophyllum elegans","Spreng.","A. C. Brade","20613","1929","06",NA,"South America","Brazil","Rio de Janeiro","Pedra entre Tijuca e Pico de Papagaio",NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=801833' target='other'> <mi>dwc_moreinfo</mi></a>","NY00807860","C. V. Morton",NA,"NY00807860_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","3955681","PreservedSpecimen","Plantae","Pteridophyta","Hymenophyllales","Hymenophyllaceae","Hymenophyllum","elegans","Hymenophyllum elegans","Spreng.","M. Bang","899","1890","11",NA,"South America","Bolivia","La Paz","Songo [Zongo]",NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4244118' target='other'> <mi>dwc_moreinfo</mi></a>","NY03955681",NA,NA,"NY03955681_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","3955684","PreservedSpecimen","Plantae","Pteridophyta","Hymenophyllales","Hymenophyllaceae","Hymenophyllum","elegans","Hymenophyllum elegans","Spreng.","J. T. Mickel","9576","1984","07","12","South America","Trinidad and Tobago",NA,"Trinidad. Mount Tucuche, trail from base to the peak.","-61.404554","10.746588","152","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4244121' target='other'> <mi>dwc_moreinfo</mi></a>","NY03955684",NA,NA,"NY03955684_01","936",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","886545","PreservedSpecimen","Plantae","Pteridophyta","Hymenophyllales","Hymenophyllaceae","Hymenophyllum","elegans","Hymenophyllum elegans","Spreng.","P. H. Labiak E.","4088","2007","07","13","South America","Brazil","Espírito Santo","Nova Lombardia, Terreno do Furlani.","-40.5383","-19.8053","700","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1027050' target='other'> <mi>dwc_moreinfo</mi></a>","NY00886545","F. B. Matos; P. H. Labiak E.","Santa Teresa","NY00886545_01","700",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","3955700","PreservedSpecimen","Plantae","Pteridophyta","Hymenophyllales","Hymenophyllaceae","Hymenophyllum","elegans","Hymenophyllum elegans","Spreng.","J. T. Mickel","9578","1984","07","12","South America","Trinidad and Tobago",NA,"Trinidad. Mount Tucuche, trail from base to the peak.","-61.404554","10.746588","152","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4244137' target='other'> <mi>dwc_moreinfo</mi></a>","NY03955700",NA,NA,"NY03955700_01","936",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","807856","PreservedSpecimen","Plantae","Pteridophyta","Hymenophyllales","Hymenophyllaceae","Hymenophyllum","elegans","Hymenophyllum elegans","Spreng.","A. C. Brade","8358","1925","09",NA,"South America","Brazil","São Paulo","Serra de Paranapiaçaba.",NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=801805' target='other'> <mi>dwc_moreinfo</mi></a>","NY00807856",NA,NA,"NY00807856_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","3955707","PreservedSpecimen","Plantae","Pteridophyta","Hymenophyllales","Hymenophyllaceae","Hymenophyllum","elegans","Hymenophyllum elegans","Spreng.","T. W. Henkel","246","1992","11","13","South America","Guyana","Cuyuni-Mazaruni","Pakaraima Mts, small tributary of Heiba River 4 km E of Chinowieng Village.","-60.12","5.45","700","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4244144' target='other'> <mi>dwc_moreinfo</mi></a>","NY03955707",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","3955702","PreservedSpecimen","Plantae","Pteridophyta","Hymenophyllales","Hymenophyllaceae","Hymenophyllum","elegans","Hymenophyllum elegans","Spreng.","J. A. Steyermark","93420","1964","05","05","South America","Venezuela","Bolívar","Expedición Auyan-tepui. Cumbre de la parte sureste del brazo noroeste (división occidental del cerro): noroeste del “Drizzly Camp”, vecindad de afluente de Río Churún, oeste del Salto Churún, en bosque húmedo.",NA,NA,"1850","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4244139' target='other'> <mi>dwc_moreinfo</mi></a>","NY03955702",NA,NA,"NY03955702_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","3955685","PreservedSpecimen","Plantae","Pteridophyta","Hymenophyllales","Hymenophyllaceae","Hymenophyllum","elegans","Hymenophyllum elegans","Spreng.","E. P. Killip","15342","1926","12","11","South America","Colombia","Santander","Mesa de los Santos.","-73.035785","6.942517","1500","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4244122' target='other'> <mi>dwc_moreinfo</mi></a>","NY03955685",NA,NA,"NY03955685_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","3955704","PreservedSpecimen","Plantae","Pteridophyta","Hymenophyllales","Hymenophyllaceae","Hymenophyllum","elegans","Hymenophyllum elegans","Spreng.","J. A. Steyermark","75648","1953","06","05","South America","Venezuela","Bolívar","Chimantá Massif. Estado Bolívar. Slopes of quebrada. Between Bluff Camp and low promontory north of Bluff Camp, along west-facing portion of Chimantá-tepuí (Torono-tepuí).",NA,NA,"1600","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4244141' target='other'> <mi>dwc_moreinfo</mi></a>","NY03955704",NA,NA,"NY03955704_01","1700",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","3955686","PreservedSpecimen","Plantae","Pteridophyta","Hymenophyllales","Hymenophyllaceae","Hymenophyllum","elegans","Hymenophyllum elegans","Spreng.","R. S. Williams","1238","1902","07","13","South America","Bolivia","La Paz",NA,NA,NA,"1524","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4244123' target='other'> <mi>dwc_moreinfo</mi></a>","NY03955686",NA,"Larecaja","NY03955686_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2017-07-12 12:08:00-03","NY","NYBG","02565673","PreservedSpecimen","Plantae","Pteridophyta","Hymenophyllales","Hymenophyllaceae","Hymenophyllum","elegans","Hymenophyllum elegans",NA,"B. M. Boom","6009","1985","02","26","South America","Venezuela","Amazonas","Neblina Massif, Camp 12, Venezuelan-Brazilian frontier","-66.16666667","0.833333333","1950","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2823094' target='other'> <mi>dwc_moreinfo</mi></a>","NY02565673",NA,"Mun. Río Negro","NY02565673_01","1950",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","2063313","PreservedSpecimen","Plantae","Pteridophyta","Hymenophyllales","Hymenophyllaceae","Hymenophyllum","elegans","Hymenophyllum elegans","Spreng.","F. B. Matos","576","2005","06","05","South America","Brazil","Paraná","Mananciais da Serra, próximo ao Reservatório do Carvalho.","-48.98","-25.48","100","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2463273' target='other'> <mi>dwc_moreinfo</mi></a>","NY02063313",NA,"Piraquara","NY02063313_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","1016018","PreservedSpecimen","Plantae","Pteridophyta","Hymenophyllales","Hymenophyllaceae","Hymenophyllum","elegans","Hymenophyllum elegans","Spreng.","P. H. Labiak E.","3649","2006","08","06","South America","Brazil","Bahia","Serra do Peito de Moça. Estrada que liga Arataca à Una, ramal ca. 22.4 km de Arataca com entrada no Assentamento Santo Antônio. RPPN Caminho das Pedras'.","-39.3417","-15.1736","900","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1140159' target='other'> <mi>dwc_moreinfo</mi></a>","NY01016018","F. B. Matos","Arataca","NY01016018_01","900",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","02565672","PreservedSpecimen","Plantae","Pteridophyta","Hymenophyllales","Hymenophyllaceae","Hymenophyllum","elegans","Hymenophyllum elegans","Spreng.","G. T. Prance","16103","1971","11","05","South America","Brazil","Amazonas","Summits of Serra Curicuriari","-66.8300056","-0.3263238",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2823093' target='other'> <mi>dwc_moreinfo</mi></a>","NY02565672",NA,NA,"NY02565672_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
