"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","county","yearIdentified","verbatimLongitude","verbatimLatitude","class","coordinatePrecision","geoFlag","relatedCatalogItem","monthIdentified","dayIdentified","fieldNumber","individualCount","previousCatalogNumber","typeStatus","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","4042433","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Aspleniaceae","Asplenium","formosum","Asplenium formosum","Willd.","E. Hassler","12249","1913","08",NA,"South America","Paraguay",NA,"Paraguaria Centralis: prope Sapucay.",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4349765' target='other'> <mi>dwc_moreinfo</mi></a>","NY04042433","NY04042433_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","4042402","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Aspleniaceae","Asplenium","formosum","Asplenium formosum","Willd.","R. L. Liesner","10617","1981","03","15","South America","Venezuela","Mérida","0.5-2 km above dam site on Rio Guaimaral","-71.48","7.75","200","400","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4349734' target='other'> <mi>dwc_moreinfo</mi></a>","NY04042402","NY04042402_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","875474","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Aspleniaceae","Asplenium","formosum","Asplenium formosum","Willd.","H. S. Irwin","15558","1966","05","02","South America","Brazil","Goiás","Côrrego Itaquera, ca. 30 km N. of Formosa","-47.43","-15.3","850","850","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=964292' target='other'> <mi>dwc_moreinfo</mi></a>","NY00875474","NY00875474_01","C. V. Morton; D. B. Lellinger","Formosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","875472","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Aspleniaceae","Asplenium","formosum","Asplenium formosum","Willd.","H. S. Irwin","13059","1966","02","20","South America","Brazil","Distrito Federal","Ca. 25 km S.W. of Brasília","-48.0816667","-15.94305","1000","1000","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=964288' target='other'> <mi>dwc_moreinfo</mi></a>","NY00875472","NY00875472_01","C. V. Morton; D. B. Lellinger","Brasília",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","02596488","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Aspleniaceae","Asplenium","formosum","Asplenium formosum","Willd.","G. T. Prance","28726","1984","02","02","South America","Brazil","Amazonas","Vicinity of Pico Rondon Perimetral Norte. Highway Km 211. 3 Km from Km 211; lower slopes of Pico Rondon.","-62.8","1.533333",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2862611' target='other'> <mi>dwc_moreinfo</mi></a>","NY02596488","NY02596488_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","875470","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Aspleniaceae","Asplenium","formosum","Asplenium formosum","Willd.","H. S. Irwin","10971","1965","12","03","South America","Brazil","Goiás","Serra dos Pirineus, ca. 5 km S. of Corumbá de Goiás","-48.8086","-15.96878","1000","1000","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=964281' target='other'> <mi>dwc_moreinfo</mi></a>","NY00875470","NY00875470_01","C. V. Morton; D. B. Lellinger","Corumbá de Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","4042445","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Aspleniaceae","Asplenium","formosum","Asplenium formosum","Willd.","I. Jiménez-Pérez","2436","2004","06","17","South America","Bolivia","Tarija","campamento de guardaparques Sidras, senda de la cascada.","-64.55","-22.23","950",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4349777' target='other'> <mi>dwc_moreinfo</mi></a>","NY04042445",NA,NA,"Aniceto Arce",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","4042431","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Aspleniaceae","Asplenium","formosum","Asplenium formosum","Willd.","Y. E. J. Mexia","6318","1931","12","20","South America","Peru","Loreto","Above Pongo de Manseriche",NA,NA,"200",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4349763' target='other'> <mi>dwc_moreinfo</mi></a>","NY04042431","NY04042431_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","875478","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Aspleniaceae","Asplenium","formosum","Asplenium formosum","Willd.","H. S. Irwin","34301","1972","01","16","South America","Brazil","Goiás","Serra dos Pirineus, ca. 20 km E. of Pirenópolis","-48.7633333","-15.85","1000","1000","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=964308' target='other'> <mi>dwc_moreinfo</mi></a>","NY00875478","NY00875478_01","J. T. Mickel","Corumbá de Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","4042401","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Aspleniaceae","Asplenium","formosum","Asplenium formosum","Willd.","W. H. Camp","E1015","1944","11","16","South America","Ecuador",NA,"Prov. Santiago-Zamora (Oriente): Near Mendez. Lower plain of río Upano, Chupiantza.",NA,NA,"533","762","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4349733' target='other'> <mi>dwc_moreinfo</mi></a>","NY04042401",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","875471","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Aspleniaceae","Asplenium","formosum","Asplenium formosum","Willd.","H. S. Irwin","11286","1965","12","14","South America","Brazil","Distrito Federal","25 km N. of Brasília","-47.9167","-15.55738","950","950","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=964285' target='other'> <mi>dwc_moreinfo</mi></a>","NY00875471","NY00875471_01","C. V. Morton; D. B. Lellinger","Brasília",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","875476","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Aspleniaceae","Asplenium","formosum","Asplenium formosum","Willd.","H. S. Irwin","25197","1970","01","23","South America","Brazil","Goiás","Contraforte Central, ca. 20 km N.E. of Catalão","-47.81634","-18.03893","875","875","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=964299' target='other'> <mi>dwc_moreinfo</mi></a>","NY00875476","NY00875476_01","J. T. Mickel","Catalão",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","02103980","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Aspleniaceae","Asplenium","formosum","Asplenium formosum","Willd.","L. Nusbaumer","3855","2014","04","09","South America","Brazil","Alagoas","Reserva Biológica da Pedra Talhada, localité de Quebrangulo.","-36.435564","-9.240193","700",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2511765' target='other'> <mi>dwc_moreinfo</mi></a>","NY02103980","NY02103980_01","R. C. Moran; F. B. Matos","Quebrangulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","809853","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Aspleniaceae","Asplenium","formosum","Asplenium formosum","Willd.","A. C. Brade","7586","1914","06","20","South America","Brazil","São Paulo","Sa da Itapehinga",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=811309' target='other'> <mi>dwc_moreinfo</mi></a>","NY00809853","NY00809853_01","A. C. Brade",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","4042412","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Aspleniaceae","Asplenium","formosum","Asplenium formosum","Willd.","V. W. F. H. von Hagen","26","1935","10","15","South America","Ecuador",NA,"Santa Cruz. Humid - Sub-Tropical.",NA,NA,"198",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4349744' target='other'> <mi>dwc_moreinfo</mi></a>","NY04042412",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","4042426","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Aspleniaceae","Asplenium","formosum","Asplenium formosum","Willd.","L. Arroyo P.","212","1993","04","04","South America","Bolivia","Santa Cruz","Parque Nacional Noel Kempff M. Campamento Las Gamas.","-60.38","-14.8","800",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4349758' target='other'> <mi>dwc_moreinfo</mi></a>","NY04042426",NA,NA,"José Miguel de Velasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","4042436","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Aspleniaceae","Asplenium","formosum","Asplenium formosum","Willd.","E. P. Killip","23566","1929","05","30","South America","Peru","Junín","Río Pinedo, north of La Merced",NA,NA,"700","900","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4349768' target='other'> <mi>dwc_moreinfo</mi></a>","NY04042436","NY04042436_01",NA,"Chanchamayo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","4042399","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Aspleniaceae","Asplenium","formosum","Asplenium formosum","Willd.","H. H. Smith","966","1898",NA,NA,"South America","Colombia",NA,"Santa Marta.",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4349731' target='other'> <mi>dwc_moreinfo</mi></a>","NY04042399","NY04042399_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","1241858","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Aspleniaceae","Asplenium","formosum","Asplenium formosum","Willd.","M. Silveira","4123","2007","07","05","South America","Brazil","Acre","Floresta Estadual do Antimary Igarapé Uirapuru.","-69.4390869","-9.8552161",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1417734' target='other'> <mi>dwc_moreinfo</mi></a>","NY01241858",NA,"R. C. Moran; J. Prado","Sena Madureira",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","875469","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Aspleniaceae","Asplenium","formosum","Asplenium formosum","Willd.","H. S. Irwin","8612","1965","09","24","South America","Brazil","Distrito Federal","Riacho Fundo, ca. 15 km S.W. of Brasília on road to Goiânia","-48.02","-15.88","1150","1150","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=964275' target='other'> <mi>dwc_moreinfo</mi></a>","NY00875469","NY00875469_01","C. V. Morton; D. B. Lellinger","Brasília",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","875468","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Aspleniaceae","Asplenium","formosum","Asplenium formosum","Willd.","W. R. Anderson","10311","1973","05","15","South America","Brazil","Goiás","Serra dos Pirineus. Ca. 15 Km N of Corumbá de Goiás; north slope of ridge.","-48.80861","-15.78805","1250","1250","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=964266' target='other'> <mi>dwc_moreinfo</mi></a>","NY00875468","NY00875468_01","J. T. Mickel","Cocalzinho de Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","4042414","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Aspleniaceae","Asplenium","formosum","Asplenium formosum","Willd.","A. Fendler","133","1854",NA,NA,"South America","Venezuela",NA,"Prope coloniam Tovar.",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4349746' target='other'> <mi>dwc_moreinfo</mi></a>","NY04042414","NY04042414_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","1843699","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Aspleniaceae","Asplenium","formosum","Asplenium formosum","Willd.","E. M. Saddi","600","2012","01","12","South America","Brazil","Minas Gerais","Parcela P29 dos estudos para o EIA do Complexo Serra Azul.","-44.2853","-20.1056",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2082275' target='other'> <mi>dwc_moreinfo</mi></a>","NY01843699","NY01843699_01","F. B. Matos","Igarapé",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","4042442","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Aspleniaceae","Asplenium","formosum","Asplenium formosum","Willd.","R. S. Williams","1075","1902","02","10","South America","Bolivia",NA,"Near Cortez",NA,NA,"1829",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4349774' target='other'> <mi>dwc_moreinfo</mi></a>","NY04042442","NY04042442_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","4042409","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Aspleniaceae","Asplenium","formosum","Asplenium formosum","Willd.","B. Maguire","54310","1963","07","22","South America","Suriname",NA,"Exploration of the Wilhelmina Gebergte. Near West Rivier, 14.5 km north of Lucie Rivier.","-56.533","3.642","450",NA,"sheet","[3°36'-3°41', 56°30'-56°34'W] <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4349741' target='other'> <mi>dwc_moreinfo</mi></a>","NY04042409","NY04042409_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","4042443","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Aspleniaceae","Asplenium","formosum","Asplenium formosum","Willd.","R. S. Williams","1074","1901","10","02","South America","Bolivia","La Paz","Isapuri",NA,NA,"457",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4349775' target='other'> <mi>dwc_moreinfo</mi></a>","NY04042443","NY04042443_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","4042438","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Aspleniaceae","Asplenium","formosum","Asplenium formosum","Willd.","Y. E. J. Mexia","6318","1931","12","20","South America","Peru","Loreto","Above Pongo de Manseriche. Left bank of Río Santiago",NA,NA,"200",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4349770' target='other'> <mi>dwc_moreinfo</mi></a>","NY04042438","NY04042438_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","4042444","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Aspleniaceae","Asplenium","formosum","Asplenium formosum","Willd.","L. Arroyo P.","212","1993","04","04","South America","Bolivia","Santa Cruz","Parque Nacional Noel Kempff M. Campamento Las Gamas.","-60.3833","-14.8","800",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4349776' target='other'> <mi>dwc_moreinfo</mi></a>","NY04042444",NA,NA,"José Miguel de Velasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","4042425","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Aspleniaceae","Asplenium","formosum","Asplenium formosum","Willd.","J. Farfán","1264","2006","10","23","South America","Peru","Cusco","Dist. Vilcabamba, Chuanquiri camino a Riobamba.","-73.1694","-12.7875","1009",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4349757' target='other'> <mi>dwc_moreinfo</mi></a>","NY04042425",NA,NA,"La Convención",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","4042403","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Aspleniaceae","Asplenium","formosum","Asplenium formosum","Willd.","H. H. Smith","966","1898","08",NA,"South America","Colombia",NA,"Santa Marta. Masinga Vieja.",NA,NA,"305",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4349735' target='other'> <mi>dwc_moreinfo</mi></a>","NY04042403","NY04042403_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","4042435","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Aspleniaceae","Asplenium","formosum","Asplenium formosum","Willd.","L. E. Skog","5008","1978","05","22","South America","Peru","Junín",NA,NA,NA,"1100",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4349767' target='other'> <mi>dwc_moreinfo</mi></a>","NY04042435","NY04042435_01",NA,"Tarma",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","875480","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Aspleniaceae","Asplenium","formosum","Asplenium formosum","Willd.","Collector unspecified","559",NA,NA,NA,"South America","Brazil","Minas Gerais",NA,NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=964313' target='other'> <mi>dwc_moreinfo</mi></a>","NY00875480","NY00875480_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","4042419","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Aspleniaceae","Asplenium","formosum","Asplenium formosum","Willd.","M. T. Murillo-Pulido","374","1961","10","04","South America","Colombia","Cundinamarca","Pueblo Nuevo; cabeceras del río Paguey.",NA,NA,"900","980","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4349751' target='other'> <mi>dwc_moreinfo</mi></a>","NY04042419","NY04042419_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-03-15 16:37:00-03","NY","NYBG","4042430","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Aspleniaceae","Asplenium","formosum","Asplenium formosum","Willd.","E. P. Killip","23792","1929","05","29","South America","Peru","Junín","La Merced","-75.332995","-11.061082","700",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4349762' target='other'> <mi>dwc_moreinfo</mi></a>","NY04042430","NY04042430_01",NA,"Chanchamayo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
