"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","imagecode","locality","minimumElevationInMeters","maximumElevationInMeters","typeStatus","continentOcean","preparationType","previousCatalogNumber","phylum","order","infraspecificEpithet","coordinatePrecision","geoFlag","class","relatedCatalogItem","fieldNumber","individualCount"
"11","2021-03-15 16:37:00-03","NY","NYBG","00836828","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","flavescens","Eleocharis flavescens","(Poir.) Urb.","M. S. González-Elizondo",NA,NA,NA,"W. W. Thomas","12791","2002","03","10","Brazil","Bahia","Morro do Chapéu","-41.001517","-11.625",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=449649' target='other'> <mi>dwc_moreinfo</mi></a>","NY00836828",NA,"Cachoeira de Ferro Doido, 29.1 km E of Morro do Chapéu on road to Mundo Novo","920","920",NA,"South America","sheet",NA,"Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","884558","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","flavescens","Eleocharis flavescens","(Poir.) Urb.","M. S. González-Elizondo",NA,NA,NA,"W. W. Thomas","12915","2002","03","11","Brazil","Bahia","Morro do Chapéu","-41.083233","-11.476683",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=449654' target='other'> <mi>dwc_moreinfo</mi></a>","NY00884558","NY00884558_01","12 km NE of town of Morro do Chapéu on road to Jacobina","910","910",NA,"South America","sheet",NA,"Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA
"13","2016-09-29 21:52:00-03","NY","NYBG","00925649","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","flavescens","Eleocharis flavescens",NA,"E. R. Guaglianone",NA,NA,NA,"G. Davidse","11461","1976","03","28","Brazil","Minas Gerais",NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1000348' target='other'> <mi>dwc_moreinfo</mi></a>","NY00925649","NY00925649_01","Ca. 10 km of the Rio Doce at Governador Valadares.","200","200",NA,"South America","sheet",NA,"Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA
"14","2016-09-29 14:14:00-03","NY","NYBG","636863","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","flavescens","Eleocharis flavescens",NA,"T. M. Pedersen",NA,NA,NA,"T. M. Pedersen","10030","1971","11","25","Argentina","Corrientes","Lavalle",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=507010' target='other'> <mi>dwc_moreinfo</mi></a>","NY00636863",NA,"Estancia La Pastoril. Low, floodable land by the R. Paraná.",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA
"15","2016-10-28 14:54:00-02","NY","NYBG","1016264","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","flavescens","Eleocharis flavescens",NA,"M. Luceño",NA,NA,NA,"A. M. Miranda","1978","1994","09","03","Brazil","Pernambuco",NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1143692' target='other'> <mi>dwc_moreinfo</mi></a>","NY01016264","NY01016264_01","BR-Pr.",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","622849","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","flavescens","Eleocharis flavescens","(Poir.) Urb.","T. M. Pedersen",NA,NA,NA,"G. G. Hatschbach","24024","1970","03","16","Brazil","Paraná","Morretes","-48.8342","-25.4769",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=507009' target='other'> <mi>dwc_moreinfo</mi></a>","NY00622849",NA,"Col. Floresta.","50","50",NA,"South America","sheet",NA,"Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","00925650","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","flavescens","Eleocharis flavescens","(Poir.) Urb.","E. R. Guaglianone",NA,NA,NA,"H. S. Irwin","22818","1969","01","29","Brazil","Minas Gerais",NA,"-43.57","-18.2",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1000352' target='other'> <mi>dwc_moreinfo</mi></a>","NY00925650","NY00925650_01","Ca. 7km NE of Diamantina, road to Mendanha. Serra do Espinhaço.","1300","1300",NA,"South America","sheet",NA,"Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA
"18","2017-08-03 10:43:00-03","NY","NYBG","02618595","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","flavescens","Eleocharis flavescens",NA,NA,NA,NA,NA,"R. E. Schultes","6522","1945","08","02","Brazil","Amazonas",NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2922739' target='other'> <mi>dwc_moreinfo</mi></a>","NY02618595","NY02618595_01","Rio Marmellos, Cachoeira Cabeça de Anta.",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA
"19","2016-11-01 12:10:00-02","NY","NYBG","622851","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","flavescens","Eleocharis flavescens",NA,"J. C. Lindeman",NA,NA,NA,"J. C. Lindeman","4039","1967","01","12","Brazil","Paraná",NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=507012' target='other'> <mi>dwc_moreinfo</mi></a>","NY00622851","NY00622851_01","5 km N. of Curitiba; artificial pool near chacara of Nowack near Barreirinha.",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","778470","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","flavescens","Eleocharis flavescens","(Poir.) Urb.","H. M. Longhi-Wagner",NA,NA,NA,"E. P. dos Santos","711","1998","12","10","Brazil","Paraná","Guaratuba","-48.97","-25.87",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=794907' target='other'> <mi>dwc_moreinfo</mi></a>","NY00778470","NY00778470_01","Serra de Araçatuba, Morro dos Perdidos.","750","750",NA,"South America","sheet",NA,"Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","622853","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","flavescens","Eleocharis flavescens","(Poir.) Urb.","H. K. Svenson",NA,NA,NA,"H. A. Weddell","529","1843",NA,NA,"Brazil","Rio de Janeiro",NA,"-43.448386","-22.913514",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=507015' target='other'> <mi>dwc_moreinfo</mi></a>","NY00622853","NY00622853_01","Brésil; environs de Rio-Janeiro.",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","02618596","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","flavescens","Eleocharis flavescens","(Poir.) Urb.",NA,NA,NA,NA,"R. de S. Secco","249","1982","05","17","Brazil","Pará",NA,"-50.2921486","-6.0253411",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2922741' target='other'> <mi>dwc_moreinfo</mi></a>","NY02618596","NY02618596_01","Marabá, N1",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","1017899","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","flavescens","Eleocharis flavescens","(Poir.) Urb.",NA,NA,NA,NA,"S. Martins","67","2004","04","12","Brazil","Pernambuco","Bezerros","-35.846925","-8.337714",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1233204' target='other'> <mi>dwc_moreinfo</mi></a>","NY01017899","NY01017899_01","Pedra Antônio Bezerra.",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","636861","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","flavescens","Eleocharis flavescens","(Poir.) Urb.","G. Davidse",NA,NA,NA,"W. A. Palacios","142","1985","02","20","Ecuador","Pastaza",NA,"-78.1","-1.45",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=507007' target='other'> <mi>dwc_moreinfo</mi></a>","NY00636861",NA,"Hacienda San Antonio de Baron von Humboldt, 2 Km al NE de Mera.","1100","1100",NA,"South America","sheet",NA,"Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","51110","PreservedSpecimen","Plantae","Cyperaceae","Eleogenus","ochreatus","Eleogenus ochreatus minor","Nees",NA,NA,NA,NA,"G. Gardner","150","1836",NA,NA,"Brazil","Rio de Janeiro",NA,"-43.448386","-22.913514",NA,NA,"New York Botanical Garden. Ex Herb. British Museum <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=100065' target='other'> <mi>dwc_moreinfo</mi></a>","NY00051110","NY00051110_01","In Brasilia cerca Rio de Janeiro",NA,NA,"type","South America","sheet",NA,"Magnoliophyta","Poales","minor",NA,NA,NA,NA,NA,NA
"26","2021-01-06 11:42:09-03","UFPI-MRV","HDELTA","3121","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","flavescens","Eleocharis flavescens","(Poir.) Urb.","Santos, E.S.","2015","08","21","Santos, E.S.","10","2014","06","26","Brasil","Piauí","Cajueiro da Praia","-41.321583","-3.011111","41°19'17,70''W","03°00'40,00''S",NA,"HDELTA003121",NA,"Boa vista",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-30 12:52:01-03","EAO","IAN","184501","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","flavescens","Eleocharis flavescens","(Poir.) Urb.","Maciel-Silva, JF","2015","10","15","Rodrigues, LKM","37","2008","05","23","Brasil","Pará","Maracanã","-47.581901550293","-0.595000028610229",NA,NA,"Planta herbácea com cerca de 80cm de altura.; Restinga.","IAN184501",NA,"Ilha de Algodoal. Encontrada em solo arenoso, próximo à curso d'água, dentro do lago.",NA,NA,NA,"Southern America",NA,NA,"Monocotiledônea",NA,NA,"48335","auto",NA,NA,NA,NA
"28","2019-12-04 15:26:28-03","PUCPR","HUCP","12431","S","Plantae","Cyperaceae","Eleocharis","flavescens","Eleocharis flavescens","(Poir.) Urb.","Faria, AD",NA,NA,NA,"Borgo, M","458","1999","08","30","Brasil","Santa Catarina","Balneário Camboriú","-48.6347007751465","-26.9906005859375",NA,NA,"Nº 40702.","HUCP00003997","HUCP00003997","Rio Peroba",NA,NA,NA,NA,NA,NA,"Monocotiledonea",NA,NA,"8793","auto",NA,NA,NA,NA
"29","2019-10-09 11:27:53-03","UFBA","ALCB","016072","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","flavescens","Eleocharis flavescens","(Poir.) Urban","Luceño, M","1996","02",NA,"Guedes, ML","712","1983","06","30","Brasil","Bahia","Palmeiras","-41.55","-12.516667","-41.55","-12.516667","em touceira,lugares úmidos. Inflorescências marrons.","ALCB016232","ALCB016232","Chapada Diamantina, Vale do Capão. Caminho p/ a cachoeira da Fumaça",NA,NA,NA,"Southern America",NA,NA,"Monocotyledon",NA,NA,NA,NA,NA,NA,NA,NA
"30","2019-10-09 11:27:53-03","UFBA","ALCB","027971","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","flavescens","Eleocharis flavescens","(Poir.) Urban","Luceño, M","1995","05",NA,"Miranda, AM; Félix, LP; Pires, MFO","1978","1994","09","03","Brasil","Pernambuco","Gravatá","-35.55","-8.2","-35.55","-8.2","caule esverdeado. Inflorescência marrom.; Solo alagado.","ALCB016231","ALCB016231",NA,NA,NA,NA,"Southern America",NA,NA,"Monocotyledon",NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-02-08 10:13:51-03","NBC","NL-BOTANY","L.3760247","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","flaccida","Eleocharis flaccida","(Rchb. ex A.Spreng.) Urb.",NA,NA,NA,NA,"Unknown",NA,"1963","04","25","Surinam",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3760247 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3760247","NL-L3760247","Livornosterf, rijstperceel.",NA,NA,NA,"Southern America",NA,NA,NA,"Poales",NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"32","2020-02-08 10:13:51-03","NBC","NL-BOTANY","U 0001526","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","flaccida","Eleocharis flaccida","(Rchb. ex A.Spreng.) Urb.","Uittien H",NA,NA,NA,"Focke HC",NA,"1842","09","01","Surinam",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200001526 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0001526","NL-U0001526","ad plant. Berlijn",NA,NA,"type","Southern America",NA,NA,NA,"Poales",NA,NA,NA,"Magnoliopsidae","9891 A",NA,NA
"33","2020-02-08 10:13:51-03","NBC","NL-BOTANY","U.1296297","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","flaccida","Eleocharis flaccida","(Rchb. ex A.Spreng.) Urb.",NA,NA,NA,NA,"Cremers GA; Hoff M",NA,"1989","04","13","French Guiana",NA,NA,"-53.783333","5.666667","-53.783333","5.666667","<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1296297 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1296297","NL-U1296297","Commune de Mana - Estuare de la Mana, Herbacee terrestre, touffe dense d'axes subaphylles, Inflorescence terminale.",NA,NA,NA,"Southern America",NA,NA,NA,"Poales",NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"34","2020-02-08 10:13:51-03","NBC","NL-BOTANY","U.1296298","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","flaccida","Eleocharis flaccida","(Rchb. ex A.Spreng.) Urb.",NA,NA,NA,NA,"Harley RM; et al.",NA,"1974","01","25","Brazil",NA,NA,"-41.833333","-13.916667","-41.833333","-13.916667","<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1296298 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1296298","NL-U1296298","Estado de Bahia, Serra do Rio de Contas, about 2km N of the town of Rio de Contas in flood plain of the Rio Brumado.",NA,NA,NA,"Southern America",NA,NA,NA,"Poales",NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"35","2020-02-08 10:13:51-03","NBC","NL-BOTANY","WAG.1762090","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","flaccida","Eleocharis flaccida","(Rchb. ex A.Spreng.) Urb.",NA,NA,NA,NA,"Groenendijk E",NA,"1968","01","16","Surinam",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1762090 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1762090","NL-WAG1762090","along the road from Par'bo to Moengo, 4 km from the Meerzorg ferry, growing in a flooded ricefield.",NA,NA,NA,"Southern America",NA,NA,NA,"Poales",NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"36","2020-02-08 10:13:51-03","NBC","NL-BOTANY","L.1378426","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","flavescens","Eleocharis flavescens","(Poir.) Urb.",NA,NA,NA,NA,"Pedersen TM",NA,"1971","11","25","Argentina",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1378426 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1378426","NL-L1378426","Low, floodable land by the R. Paraná. Estancia ''La Pastoril'', Dep. Lavalle, Prov. Corrientes.",NA,NA,NA,"Southern America",NA,NA,NA,"Poales",NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"37","2020-02-08 10:13:51-03","NBC","NL-BOTANY","L.1378427","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","flavescens","Eleocharis flavescens","(Poir.) Urb.",NA,NA,NA,NA,"Pedersen TM",NA,"1962","02","28","Argentina",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1378427 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1378427","NL-L1378427","Estancia ''Caaguazú'' dep. San Roque. Prov. Corrientes.",NA,NA,NA,"Southern America",NA,NA,NA,"Poales",NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"38","2020-02-08 10:13:51-03","NBC","NL-BOTANY","U.1238858","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","flavescens","Eleocharis flavescens","(Poir.) Urb.",NA,NA,NA,NA,"Wingfield RC",NA,"1978","11","05","Venezuela",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1238858 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1238858","NL-U1238858","Estado Falcon, F8, Cerro Canyon, c.3km O. de la cumbre.; Al lado de un arroyo, en sabana, ± asoleada.",NA,NA,NA,"Southern America",NA,NA,NA,"Poales",NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"39","2020-02-08 10:13:51-03","NBC","NL-BOTANY","U.1238859","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","flavescens","Eleocharis flavescens","(Poir.) Urb.",NA,NA,NA,NA,"Cuatrecasas J",NA,"1946","10","25","Colombia",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1238859 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1238859","NL-U1238859","Colombia, Departamento del Valle, Cordillera Occidental, filo de la Cordillera, al N de Las Brisas, Carrizales.",NA,NA,NA,"Southern America",NA,NA,NA,"Poales",NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"40","2020-02-08 10:13:51-03","NBC","NL-BOTANY","U.1296311","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","flavescens","Eleocharis flavescens","(Poir.) Urb.","Lindeman JC",NA,NA,NA,"Lindeman JC; Haas JH de",NA,"1966","09","27","Brazil","Paraná",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1296311 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1296311","NL-U1296311",NA,NA,NA,NA,"Southern America",NA,NA,NA,"Poales",NA,NA,NA,"Magnoliopsidae","U 0185909",NA,NA
"41","2020-02-08 10:13:51-03","NBC","NL-BOTANY","U.1296312","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","flavescens","Eleocharis flavescens","(Poir.) Urb.","Lindeman JC",NA,NA,NA,"Lindeman JC; Haas JH de",NA,"1967","01","12","Brazil","Paraná",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1296312 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1296312","NL-U1296312",NA,NA,NA,NA,"Southern America",NA,NA,NA,"Poales",NA,NA,NA,"Magnoliopsidae","U 0225411",NA,NA
"42","2020-02-08 10:13:57-03","NBC","NL-BOTANY","L.1379291","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","ochreata","Eleocharis ochreata","(Nees) Steud.",NA,NA,NA,NA,"Splitgerber FL",NA,"1834","12","30","Surinam",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1379291 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1379291","NL-L1379291","Prope Islans. Lustryk. *.",NA,NA,NA,"Southern America",NA,NA,NA,"Poales",NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"43","2020-02-08 10:13:57-03","NBC","NL-BOTANY","U.1238744","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","ochreata","Eleocharis ochreata flaccida","(Rchb. ex A.Spreng.) Boeckeler",NA,NA,NA,NA,"Steinbach J",NA,"1916","09","29","Bolivia",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1238744 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1238744","NL-U1238744","Bolivia, Provincia Del Sara, Dep. Sta. Cruz. Curiche de Piedritas.",NA,NA,NA,"Southern America",NA,NA,NA,"Poales","flaccida",NA,NA,"Magnoliopsidae",NA,NA,NA
