"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","infraspecificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","year","month","day","continentOcean","country","locality","preparationType","occurrenceRemarks","barcode","identifiedBy","stateProvince","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","imagecode","class","relatedCatalogItem","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","coordinatePrecision","geoFlag","dayIdentified","fieldNumber","individualCount","sex"
"13","2021-03-15 16:37:00-03","NY","NYBG","00749649","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Gesneriaceae","Dalbergaria","sanguinea",NA,"Dalbergaria sanguinea","(Pers.) Steud.",NA,"P. Fiaschi","1302","2003","02","14","South America","Brazil","BR 101, entre Jussari e Camacã. Entrada à direita, ca. 17.2 km da saída para Jussari, após km 574 da BR 101. Ca. 5 km da estrada para a Torre Serra Boa","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=907514' target='other'> <mi>dwc_moreinfo</mi></a>","NY00749649","A. Chautems","Bahia","Arataca","-39.48","-15.23","670","670","NY00749649_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2020-02-08 09:31:35-03","NBC","NL-BOTANY","U.1341550","PreservedSpecimen","Plantae",NA,"Lamiales","Gesneriaceae","Columnea","sanguinea",NA,"Columnea sanguinea","(Pers.) Hanst.",NA,"Granville J-J de",NA,"1985","08","15","Southern America","French Guiana",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1341550 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1341550","Feuillet CPGA",NA,NA,NA,NA,NA,NA,"NL-U1341550","Magnoliopsidae","U 0095343",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2020-02-08 09:31:35-03","NBC","NL-BOTANY","L.3957393","PreservedSpecimen","Plantae",NA,"Lamiales","Gesneriaceae","Columnea","sanguinea",NA,"Columnea sanguinea","(Pers.) Hanst.",NA,"Irwin HS; Prance GT; Soderstrom TR; Holmgren NH",NA,"1963","08","13","Southern America","Surinam","upper slopes and summit of Juliana Top, 15 km north of Lucie River.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3957393 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3957393","Skog LE",NA,NA,"-56.5265","3.638333",NA,NA,"NL-L3957393","Magnoliopsidae",NA,"-56.5265","3.638333",NA,NA,NA,NA,NA,NA,NA,NA
"16","2020-02-08 09:31:35-03","NBC","NL-BOTANY","U 0196595","PreservedSpecimen","Plantae",NA,"Lamiales","Gesneriaceae","Columnea","sanguinea",NA,"Columnea sanguinea","(Pers.) Hanst.",NA,"Granville J-J de",NA,"1980","08","19","Southern America","French Guiana","[Massif des Emerillon, Région des Emerillon] 50 km SE de Saul",NA,"Foret submontagnarde<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200196595 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0196595","Feuillet CPGA",NA,NA,"-53.074167","3.255",NA,NA,NA,"Magnoliopsidae",NA,"-53.074167","3.255",NA,NA,NA,NA,NA,NA,NA,NA
"17","2020-02-08 09:31:35-03","NBC","NL-BOTANY","U 0196597","PreservedSpecimen","Plantae",NA,"Lamiales","Gesneriaceae","Columnea","sanguinea",NA,"Columnea sanguinea","(Pers.) Hanst.",NA,"Schulz JP",NA,"1963","07","24","Southern America","Surinam",NA,NA,"in gesloten bos op steile helling; niet algemeen<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200196597 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0196597","Feuillet CPGA",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2020-02-08 09:31:35-03","NBC","NL-BOTANY","U.1341345","PreservedSpecimen","Plantae",NA,"Lamiales","Gesneriaceae","Columnea","sanguinea",NA,"Columnea sanguinea","(Pers.) Hanst.",NA,"Davidse G; González AC",NA,"1982","11","15","Southern America","Venezuela","Tachira: Distrito Junin: Quebrada Agua Blanca, near La Rochela, along Delicias-Rubio Highway.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1341345 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1341345",NA,NA,NA,"-72.433333","7.583333",NA,NA,"NL-U1341345","Magnoliopsidae",NA,"-72.433333","7.583333",NA,NA,NA,NA,NA,NA,NA,NA
"19","2020-02-08 09:31:35-03","NBC","NL-BOTANY","U.1341346","PreservedSpecimen","Plantae",NA,"Lamiales","Gesneriaceae","Columnea","sanguinea",NA,"Columnea sanguinea","(Pers.) Hanst.",NA,"Davidse G; González AC",NA,"1982","10","25","Southern America","Venezuela","Lara: Distrito Jimenez: Parque Nacional Yacambu, 10-14 km by road SE of Sanare, ridges of Fila Potreritos, between Alto del Viento and El Volcan.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1341346 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1341346",NA,NA,NA,"-69.6","9.691667",NA,NA,"NL-U1341346","Magnoliopsidae",NA,"-69.6","9.691667",NA,NA,NA,NA,NA,NA,NA,NA
"20","2020-02-08 09:31:35-03","NBC","NL-BOTANY","U.1341347","PreservedSpecimen","Plantae",NA,"Lamiales","Gesneriaceae","Columnea","sanguinea",NA,"Columnea sanguinea","(Pers.) Hanst.",NA,"Schultes RE; Cabrera I",NA,"1951","08","24","Southern America","Colombia","Plantae Colombianae. Amazonas-Vaupes. Rio Apaporis: entre el Rio Pacoa y el rio Kananari. Soratama.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1341347 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1341347",NA,NA,NA,NA,NA,NA,NA,"NL-U1341347","Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2020-02-08 09:31:35-03","NBC","NL-BOTANY","U.1341542","PreservedSpecimen","Plantae",NA,"Lamiales","Gesneriaceae","Columnea","sanguinea",NA,"Columnea sanguinea","(Pers.) Hanst.",NA,"Schulz JP",NA,"1963","07","24","Southern America","Surinam",NA,NA,"in gesloten bos op steile helling; niet algemeen<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1341542 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1341542","Feuillet CPGA",NA,NA,NA,NA,NA,NA,"NL-U1341542","Magnoliopsidae","U 0196597",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2020-02-08 09:31:35-03","NBC","NL-BOTANY","U.1341543","PreservedSpecimen","Plantae",NA,"Lamiales","Gesneriaceae","Columnea","sanguinea",NA,"Columnea sanguinea","(Pers.) Hanst.",NA,"Granville J-J de",NA,"1980","08","19","Southern America","French Guiana","[Massif des Emerillon, Région des Emerillon] 50 km SE de Saul",NA,"Foret submontagnarde<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1341543 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1341543","Feuillet CPGA",NA,NA,"-53.074167","3.255",NA,NA,"NL-U1341543","Magnoliopsidae","U 0196596","-53.074167","3.255",NA,NA,NA,NA,NA,NA,NA,NA
"23","2020-02-08 09:31:35-03","NBC","NL-BOTANY","U.1341544","PreservedSpecimen","Plantae",NA,"Lamiales","Gesneriaceae","Columnea","sanguinea",NA,"Columnea sanguinea","(Pers.) Hanst.",NA,"Granville J-J de",NA,"1980","08","19","Southern America","French Guiana","[Massif des Emerillon, Région des Emerillon] 50 km SE de Saul",NA,"Foret submontagnarde<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1341544 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1341544","Feuillet CPGA",NA,NA,"-53.074167","3.255",NA,NA,"NL-U1341544","Magnoliopsidae","U 0196595","-53.074167","3.255",NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-02-08 09:31:35-03","NBC","NL-BOTANY","U.1341545","PreservedSpecimen","Plantae",NA,"Lamiales","Gesneriaceae","Columnea","sanguinea",NA,"Columnea sanguinea","(Pers.) Hanst.",NA,"Stahel G",NA,"1926","06","09","Southern America","Surinam","Wilhelmina Mts.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1341545 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1341545","Skog LE",NA,NA,NA,NA,NA,NA,"NL-U1341545","Magnoliopsidae","U 0253153",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2020-02-08 09:31:35-03","NBC","NL-BOTANY","U.1341546","PreservedSpecimen","Plantae",NA,"Lamiales","Gesneriaceae","Columnea","sanguinea",NA,"Columnea sanguinea","(Pers.) Hanst.",NA,"Granville J-J de",NA,"1973","05","10","Southern America","French Guiana","Monts Galbao, à 10 km W-SW de Saül.",NA,"Forêt sur plateau, riche en mousses et epiphytes.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1341546 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1341546","Skog LE",NA,NA,NA,NA,NA,NA,"NL-U1341546","Magnoliopsidae","U 0253069",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-02-08 09:31:35-03","NBC","NL-BOTANY","U.1341547","PreservedSpecimen","Plantae",NA,"Lamiales","Gesneriaceae","Columnea","sanguinea",NA,"Columnea sanguinea","(Pers.) Hanst.",NA,"Oldeman RAA",NA,"1970","04","19","Southern America","French Guiana","Rive D. Yaroupi, en bas du Saut Tainoua.",NA,"Forêt sur pente, rochers émergents.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1341547 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1341547","Skog LE",NA,NA,NA,NA,NA,NA,"NL-U1341547","Magnoliopsidae","U 0253049",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2020-02-08 09:31:35-03","NBC","NL-BOTANY","U.1341549","PreservedSpecimen","Plantae",NA,"Lamiales","Gesneriaceae","Columnea","sanguinea",NA,"Columnea sanguinea","(Pers.) Hanst.",NA,"Barrier S",NA,"1981","02","06","Southern America","French Guiana",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1341549 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1341549","Feuillet CPGA","Cayenne",NA,NA,NA,NA,NA,"NL-U1341549","Magnoliopsidae","U 0155026",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2020-02-08 09:31:35-03","NBC","NL-BOTANY","U.1341551","PreservedSpecimen","Plantae",NA,"Lamiales","Gesneriaceae","Columnea","sanguinea",NA,"Columnea sanguinea","(Pers.) Hanst.",NA,"Granville J-J de",NA,"1985","08","15","Southern America","French Guiana",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1341551 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1341551","Feuillet CPGA",NA,NA,NA,NA,NA,NA,"NL-U1341551","Magnoliopsidae","U 0095342",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2020-02-08 09:31:35-03","NBC","NL-BOTANY","U.1602490","PreservedSpecimen","Plantae",NA,"Lamiales","Gesneriaceae","Columnea","sanguinea",NA,"Columnea sanguinea","(Pers.) Hanst.",NA,"Granville J-J de",NA,"1984","11","29","Southern America","French Guiana","Haute Camopi: Mont Belvédère. Forêt entre 1 et 2 km au sud ouest du Mont Herbe.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1602490 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1602490","Skog LE",NA,NA,NA,NA,NA,NA,"NL-U1602490","Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-02-08 09:31:35-03","NBC","NL-BOTANY","WAG.1825897","PreservedSpecimen","Plantae",NA,"Lamiales","Gesneriaceae","Columnea","sanguinea",NA,"Columnea sanguinea","(Pers.) Hanst.",NA,"Steyermark JA; Bunting GS",NA,"1967","03","11","Southern America","Venezuela","Venezuela. Estado Yaracuy: Cerro Picacho, selva nublada en la lila; norte de Nirgua.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1825897 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1825897",NA,NA,NA,NA,NA,NA,NA,"NL-WAG1825897","Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-02-08 09:31:35-03","NBC","NL-BOTANY","WAG.1825898","PreservedSpecimen","Plantae",NA,"Lamiales","Gesneriaceae","Columnea","sanguinea",NA,"Columnea sanguinea","(Pers.) Hanst.",NA,"Steyermark JA",NA,"1966","02","03","Southern America","Venezuela","Venezuela. Estado Sucre: Peninsula de Paria: Cerro de humo: laderas de bosque húmedo nublado que miran hacia La Roma e Irapa, entre la cumbre y la Laguna, noroeste de Irapa.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1825898 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1825898",NA,NA,NA,NA,NA,NA,NA,"NL-WAG1825898","Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-02-08 09:31:35-03","NBC","NL-BOTANY","WAG.1825899","PreservedSpecimen","Plantae",NA,"Lamiales","Gesneriaceae","Columnea","sanguinea",NA,"Columnea sanguinea","(Pers.) Hanst.",NA,"Steyermark JA",NA,"1966","02","03","Southern America","Venezuela","Venezuela. Estado Sucre: Peninsula de Paria: Cerro de humo: laderas de bosque húmedo nublado que miran hacia La Roma e Irapa, entre la cumbre y la Laguna, noroeste de Irapa.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1825899 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1825899",NA,NA,NA,NA,NA,NA,NA,"NL-WAG1825899","Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-02-08 09:31:35-03","NBC","NL-BOTANY","L.3805758","PreservedSpecimen","Plantae",NA,"Lamiales","Gesneriaceae","Dalbergaria","sanguinea",NA,"Dalbergaria sanguinea","(Pers.) Steud.",NA,"Steyermark JA; Davidse G",NA,"1978","03","20","Southern America","Venezuela","Estado Miranda: Cerros del Bachiller, near east end: virgin evergreen forest, between base and summit above Quebrada Corozal, south of Santa Cruz 10 kms by air west of Cupira.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3805758 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3805758",NA,NA,NA,"-65.8","10.15",NA,NA,"NL-L3805758","Magnoliopsidae",NA,"-65.8","10.15",NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-02-08 09:31:35-03","NBC","NL-BOTANY","U.1342423","PreservedSpecimen","Plantae",NA,"Lamiales","Gesneriaceae","Dalbergaria","sanguinea",NA,"Dalbergaria sanguinea","(Pers.) Steud.",NA,"Steyermark JA; Carreño Espinoza V; Brewer-Carias C",NA,"1974","02","12","Southern America","Venezuela","Terrestrial, Estado Bolivar, Meseta Del Jaua, Cerro Sarisarinama, Cumbre porcion Nor-este: interior y fondo arboreado de la Sima Mayor.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1342423 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1342423",NA,NA,NA,"-64.222222","4.694444",NA,NA,"NL-U1342423","Magnoliopsidae",NA,"-64.222222","4.694444",NA,NA,NA,NA,NA,NA,NA,NA
"35","2020-02-08 09:31:35-03","NBC","NL-BOTANY","WAG.1825800","PreservedSpecimen","Plantae",NA,"Lamiales","Gesneriaceae","Dalbergaria","sanguinea",NA,"Dalbergaria sanguinea","(Pers.) Steud.",NA,"Oldeman RAA",NA,"1970","04","19","Southern America","French Guiana","Guyane. Rive D.Yaroupi, en bas du Saut Tainoua.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1825800 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1825800",NA,NA,NA,NA,NA,NA,NA,"NL-WAG1825800","Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2020-02-08 09:31:35-03","NBC","NL-BOTANY","WAG.1825801","PreservedSpecimen","Plantae",NA,"Lamiales","Gesneriaceae","Dalbergaria","sanguinea",NA,"Dalbergaria sanguinea","(Pers.) Steud.",NA,"Oldeman RAA",NA,"1970","04","19","Southern America","French Guiana","Guyane. Rive D.Yaroupi, en bas du Saut Tainoua.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1825801 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1825801",NA,NA,NA,NA,NA,NA,NA,"NL-WAG1825801","Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-01-14 15:31:10-03","MN","R","97069","PreservedSpecimen","Plantae",NA,NA,"Gesneriaceae","Columnea","sanguinea",NA,"Columnea sanguinea","(Pers.) Hanst.",NA,"Freire Allemão, F.; Cysneiros, M.","912","1861","05",NA,NA,"Brasil",NA,NA,"M.N. Plantas da Comm. Scient. da Prov. do Ceará. Herb. J. de Saldanha 8289","R000097069","Chautems, A.","Ceará",NA,NA,NA,NA,NA,"R000097069_001 R000097069_002",NA,NA,NA,NA,"1987","04",NA,NA,NA,NA,NA,NA
"38","2020-12-20 21:17:56-03","UFV","VIC","32255","PreservedSpecimen","Plantae",NA,NA,"Gesneriaceae","Columnea","sanguinea",NA,"Columnea sanguinea","(Pers.) Steud",NA,"Rossini, J.; Rossini, L.C.","689","2009","02","13",NA,"Brasil","Mata fria propriedade Odete batisti",NA,"Subarbusto rupicola de 30 a 80cm, hemiepífito, caule piloso, folhas discolores, tricomas rosados na margem, estéril, local semi sombreado e úmido.","VIC032255","Rossini, J.","Espirito Santo","Santa Teresa","-40.6002998352051","-19.9356002807617",NA,NA,NA,NA,NA,NA,NA,"2009","02","23813","auto",NA,NA,NA,NA
"39","2020-04-22 16:19:37-03","UFPB","JPB","61657","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Gesneriaceae","Columnea","sanguinea",NA,"Columnea sanguinea","(Pers.) Hanst.",NA,"Lucena, DS; Coutinho, TS; Duarte, RC; Maciel, JR; Silva, FP","594","2015","05","06","Southern America","Brasil","RPPN Frei Caneca, Serra do Urubu. Mata do Quengo",NA,"; DESC: Arbusto, com cerca de 2m, folhas membranaceas, flores creme com tricomas vináceos no ápice das petalas, manchas vináceas na face abaxial da folha.","JPB00061657","Luna, NK","Pernambuco","Jaqueira","-35.841667","-8.7125","750","750",NA,NA,NA,"-35.841667","-8.7125","2015","07",NA,NA,"02",NA,NA,NA
