"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","occurrenceRemarks","barcode","imagecode","geoFlag","class","order","continentOcean","typeStatus","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","fieldNumber","preparationType","individualCount"
"29","2020-02-11 18:25:55-03","UFMG","BHCB-SL","183293","PreservedSpecimen","Plantae",NA,"Lycopodiaceae","Phlegmariurus","mollicomus","Phlegmariurus mollicomus","(Spring) B.Øllg.","Salino, A",NA,NA,NA,"Lima, LV; Bragioni, TLS; Silva, GS; Paucar, JOA; Silva, GS; Batista, JAN","185","2016","09","15","Brasil","Minas Gerais","Espera Feliz","Parque Nacional do Caparaó","-41.828333","-20.471667",NA,NA,NA,NA,NA,NA,NA,"América",NA,"-41.828333","-20.471667","1930","1930",NA,NA,NA
"30","2020-02-11 18:25:55-03","UFMG","BHCB-SL","182700","PreservedSpecimen","Plantae",NA,"Lycopodiaceae","Phlegmariurus","mollicomus","Phlegmariurus mollicomus","(Spring) B.Øllg.","Salino, A",NA,NA,NA,"Salino, A; Moura, IO","16224","2016","09","12","Brasil","Minas Gerais","Espera Feliz","Parque Nacional do Caparaó, Entre a Portaria de Pedra Menina e Macieira. Flroesta Ombrófila Densa.","-41.821389","-20.491111",NA,"Terrícola , em barranco a beira de estrada. Dred in alcohol 70%.",NA,NA,NA,NA,NA,"América",NA,"-41.821389","-20.491111","1735","1735",NA,NA,NA
"31","2021-01-12 15:24:19-03","UFMG","BHCB-SL","53070","PreservedSpecimen","Plantae",NA,"Lycopodiaceae","Phlegmariurus","mollicomus","Phlegmariurus mollicomus","(Spring) B.Øllg.","Øllgaard, BO","2014","08",NA,"Salino, A; Baptista, VR; Ferreira, L; Cielo-Filho, R; Zidko, A; Mendonça, CG; Rodrigues, R","5391","2000","04","24","Brasil","São Paulo","Mogi das Cruzes","Estrada Usaka; Represa Casa Grande da SABESP, Floresta Ombrófila Densa com pertubação, Planalto Paulistano.","-45.9595","-23.654806",NA,"Epífita; em xaxim crescendo a 1,5-2m alt. Interior da mata.","BHCB001864","BHCB001864",NA,NA,NA,"América",NA,"-45.9595","-23.654806","800","800",NA,NA,NA
"32","2021-01-12 15:24:19-03","UFMG","BHCB-SL","124986","PreservedSpecimen","Plantae",NA,"Lycopodiaceae","Phlegmariurus","mollicomus","Phlegmariurus mollicomus","(Spring) B.Øllg.","Salino, A","2008","08","29","Almeida, TE; Souza, DT","1473","2008",NA,NA,"Brasil","Minas Gerais","São Gonçalo do Rio Preto","Parque Estadual do Rio Preto, Chapada; próximo ao Morro Redondo. Nascente do Rio Preto","-43.334361","-18.235583",NA,"Epífita a 1m de altura, no interior do capão",NA,NA,NA,NA,NA,"América",NA,"-43.334361","-18.235583","1577","1577",NA,NA,NA
"33","2020-02-11 18:25:55-03","UFMG","BHCB-SL","182702","PreservedSpecimen","Plantae",NA,"Lycopodiaceae","Phlegmariurus","mollicomus","Phlegmariurus mollicomus","(Spring) B.Øllg.","Salino, A",NA,NA,NA,"Salino, A; Moura, IO","16226","2016","09","12","Brasil","Minas Gerais","Espera Feliz","Parque Nacional do Caparaó, Entre a Portaria de Pedra Menina e Macieira. Flroesta Ombrófila Densa.","-41.821389","-20.491111",NA,"Rupícola, próximo a cordo d'água. Dried in alcohol 70%.",NA,NA,NA,NA,NA,"América",NA,"-41.821389","-20.491111","1735","1735",NA,NA,NA
"34","2020-02-11 18:25:55-03","UFMG","BHCB-SL","62899","PreservedSpecimen","Plantae",NA,"Lycopodiaceae","Phlegmariurus","mollicomus","Phlegmariurus mollicomus","(Spring) B.Øllg.","Salino, A","2001","09",NA,"Salino, A; Dittrich, VAO; Morais, PO; Carvalho, A; Teixeira, LCRS","7567","2001",NA,NA,"Brasil","São Paulo","Bananal","Estação Ecológica de Bananal, Estação Ecológica de Bananal, trilha para o Pico do Caracol.","-44.360389","-22.779722",NA,NA,NA,NA,NA,NA,NA,"América",NA,"-44.360389","-22.779722",NA,NA,NA,NA,NA
"35","2020-02-11 18:25:55-03","UFMG","BHCB-SL","99274","PreservedSpecimen","Plantae",NA,"Lycopodiaceae","Phlegmariurus","mollicomus","Phlegmariurus mollicomus","(Spring) B.Øllg.","Souza, JF","2013","09","18","Salino, A; Heringer, G; Lara, DS; Giorgini, PL; Andrade, JJ","11131","2006",NA,NA,"Brasil","Minas Gerais","Simonésia","RPPN Mata do Sossego, Floresta Ombrófila Densa Montana em área de vales e interflúvios.","-42.073861","-20.065361",NA,"Rupícola em paredão rochoso na borda de mata e margem de riacho.",NA,NA,NA,NA,NA,"América",NA,"-42.073861","-20.065361","1150","1600",NA,NA,NA
"36","2020-02-11 18:25:55-03","UFMG","BHCB-SL","145317","PreservedSpecimen","Plantae",NA,"Lycopodiaceae","Phlegmariurus","mollicomus","Phlegmariurus mollicomus","(Spring) B.Øllg.","Salino, A","2010","12","03","Souza, FS; Almeida, TE; Salino, A; Minardi, B; Voytena, A","1248","2010",NA,NA,"Brasil","Espírito Santo","Iúna","Parque Nacional do Caparaó, Região da Cachoeira Bonita. DATUM WGS84.","-42.403194","-20.682694",NA,"Terrestre no interior de mata.",NA,NA,NA,NA,NA,"América",NA,"-42.403194","-20.682694","1811","1811",NA,NA,NA
"37","2020-02-11 18:25:55-03","UFMG","BHCB-SL","134058","PreservedSpecimen","Plantae",NA,"Lycopodiaceae","Phlegmariurus","mollicomus","Phlegmariurus mollicomus","(Spring) B.Øllg.","Souza, FS; Salino, A","2011","12",NA,"Salino, A; Viveros, RS","14704",NA,NA,NA,"Brasil","Minas Gerais","Espera Feliz","Parque Nacional do Caparaó, Macieira. Floresta Nebular e campo de Altitude","-41.829389","-20.480889",NA,"Epífita baixa",NA,NA,NA,NA,NA,"América",NA,"-41.829389","-20.480889","1835","1835",NA,NA,NA
"38","2021-01-12 15:24:19-03","UFMG","BHCB-SL","136959","PreservedSpecimen","Plantae",NA,"Lycopodiaceae","Phlegmariurus","mollicomus","Phlegmariurus mollicomus","(Spring) B.Øllg.","Salino, A","2010","06","21","Costa, IR da; Borsali, EF; Miranda, MD; Toledo, MM; Salino, A","267","2010",NA,NA,"Brasil","Minas Gerais","Espera Feliz","Parque Nacional do Caparaó, Floresta nebular na Macieira. Trilha para o mirante da Cachoeira.",NA,"-20.480833",NA,NA,NA,NA,NA,NA,NA,"América",NA,NA,"-20.480833","1847","1847",NA,NA,NA
"39","2020-02-11 18:25:55-03","UFMG","BHCB-SL","182720","PreservedSpecimen","Plantae",NA,"Lycopodiaceae","Phlegmariurus","mollicomus","Phlegmariurus mollicomus","(Spring) B.Øllg.","Salino, A",NA,NA,NA,"Salino, A; Moura, IO","16244","2016","09","16","Brasil","Minas Gerais","Alto Caparaó","Parque Nacional do Caparaó, Cahcoeira Bonita. Floresta Nebular.","-41.8375","-20.406667",NA,"Rupícola, na margem de rio. Dried in alcohol 70%.",NA,NA,NA,NA,NA,"América",NA,"-41.8375","-20.406667","1795","1795",NA,NA,NA
"40","2020-02-11 18:25:55-03","UFMG","BHCB-SL","99497","PreservedSpecimen","Plantae",NA,"Lycopodiaceae","Phlegmariurus","mollicomus","Phlegmariurus mollicomus","(Spring) B.Øllg.","Salino, A",NA,NA,NA,"Salino, A; Almeida, TE","10452","2005","05","18","Brasil","Minas Gerais","Aiuruoca","Parque Estadual da Serra do Papagaio, Trilha para o Pico do Papagaio a partir da Psicultura de Truta do Vale do Matutu e Pico do Papagaio. Área com Floresta Ombrófila Densa Montana e Altomontana e Capo de Altitude.","-44.64225","-22.042361",NA,"Terrestre na borda de trilha na mata.",NA,NA,NA,NA,NA,"América",NA,"-44.64225","-22.042361","1400","2020",NA,NA,NA
"41","2020-02-11 18:25:55-03","UFMG","BHCB-SL","103520","PreservedSpecimen","Plantae",NA,"Lycopodiaceae","Phlegmariurus","mollicomus","Phlegmariurus mollicomus","(Spring) B.Øllg.","Almeida, TE; Salino, A","2006","12",NA,"Salino, A; Almeida, TE; Heringer, G; Assis, FC; Melo, LCN; Viana, PL; Teles, A;","11442",NA,NA,NA,"Brasil","Minas Gerais","Alto Caparaó","Parque Nacional do Caparaó, Cachoeira Bonita. Floresta Ombrófila Densa Montana","-41.8683013916016","-20.4333000183105","21645","Epífita no interior de mata",NA,NA,"auto",NA,NA,"América",NA,NA,NA,"1050","1050",NA,NA,NA
