"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","individualCount","occurrenceRemarks","geoFlag","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","order","continentOcean","preparationType","barcode","imagecode","class","relatedCatalogItem","infraspecificEpithet","typeStatus","fieldNumber","previousCatalogNumber","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","3882662","PreservedSpecimen","Plantae","Pteridophyta","Schizaeaceae","Schizaea","elegans","Schizaea elegans","(Vahl) Sw.",NA,NA,NA,NA,"Collector unknown","s.n.",NA,NA,NA,"Guyana",NA,NA,"British Guyana",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4172191' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"Schizaeales","South America","sheet","NY03882662",NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","3882607","PreservedSpecimen","Plantae","Pteridophyta","Schizaeaceae","Schizaea","elegans","Schizaea elegans","(Vahl) Sw.",NA,NA,NA,NA,"J. J. Pipoly","10519","1987","02","22","Guyana","Cuyuni-Mazaruni",NA,"Mountain N of Chimoweing Village.","-60.12","5.53",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4172136' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"650","750","Schizaeales","South America","sheet","NY03882607",NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","868162","PreservedSpecimen","Plantae","Pteridophyta","Schizaeaceae","Schizaea","elegans","Schizaea elegans","(Vahl) Sw.","R. C. Moran",NA,NA,NA,"M. Silveira","1259","1996","05","06","Brazil","Acre","Mâncio Lima","Bacia do Alto Juruá, Rio Moa, Parque Nacional da Serra do Divisor, Morro Queimado, encosta.","-73.6242","-7.4667",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=76418' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"Schizaeales","South America","sheet","NY00868162",NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","1552794","PreservedSpecimen","Plantae","Pteridophyta","Schizaeaceae","Schizaea","elegans","Schizaea elegans","(Vahl) Sw.","C. M. Mynssen",NA,NA,NA,"A. Quinet","1636","2009","02","18","Brazil","Acre","Mâncio Lima","No interior da aldeia dos Poyanawa.","-73.0058","-7.5306",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1899763' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"213",NA,"Schizaeales","South America","sheet","NY01552794","NY01552794_02",NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","3882562","PreservedSpecimen","Plantae","Pteridophyta","Schizaeaceae","Schizaea","elegans","Schizaea elegans","(Vahl) Sw.",NA,NA,NA,NA,"G. N. Morillo","9073","1982","05","09","Venezuela","Bolívar",NA,"Bosque húmedo riparino, Caño Pablo, tributario del Rio Caura; aprox. 6 km E-SE de Las Pavas (Salto Para)","-64.4","6.23",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4172091' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"240",NA,"Schizaeales","South America","sheet","NY03882562","NY03882562_01",NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","3882616","PreservedSpecimen","Plantae","Pteridophyta","Schizaeaceae","Schizaea","elegans","Schizaea elegans","(Vahl) Sw.",NA,NA,NA,NA,"D. Clarke","5305","1997","07","04","Guyana","Cuyuni-Mazaruni",NA,"Paruima, 9 km W; Ararata scrub area","-61.13","5.82",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4172145' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"800",NA,"Schizaeales","South America","sheet","NY03882616",NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","3882644","PreservedSpecimen","Plantae","Pteridophyta","Schizaeaceae","Schizaea","elegans","Schizaea elegans","(Vahl) Sw.",NA,NA,NA,NA,"J. L. Jaramillo","13924","1991","10","17","Ecuador","Zamora-Chinchipe",NA,"Localidad de colección: Pachicutza. Sendero hacia el Hito.",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4172173' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"900","1200","Schizaeales","South America","sheet","NY03882644",NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","3882550","PreservedSpecimen","Plantae","Pteridophyta","Schizaeaceae","Schizaea","elegans","Schizaea elegans","(Vahl) Sw.",NA,NA,NA,NA,"B. Maguire","29945-A","1950","12","16","Venezuela","Amazonas",NA,"Cerro Huachamacari, Rio Cunucunuma. Vicinity of Camp II.",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4172079' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"1100",NA,"Schizaeales","South America","sheet","NY03882550","NY03882550_01",NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","2553712","PreservedSpecimen","Plantae","Pteridophyta","Schizaeaceae","Schizaea","elegans","Schizaea elegans","(Vahl) Sw.",NA,NA,NA,NA,"N. A. Rosa","4344","1982","06","17","Brazil","Amapá",NA,"Ariramba, quadrícula SA-22-VB Ponto 91",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2805344' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"Schizaeales","South America","sheet","NY02553712","NY02553712_01",NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","3882576","PreservedSpecimen","Plantae","Pteridophyta","Schizaeaceae","Schizaea","elegans","Schizaea elegans","(Vahl) Sw.",NA,NA,NA,NA,"K. D. Phelps","537","1949","02","11","Venezuela","Amazonas",NA,"Rio Ventuari, Rio Paru, Cano Asisa. Cumbre.",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4172105' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"2000",NA,"Schizaeales","South America","sheet","NY03882576",NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","807294","PreservedSpecimen","Plantae","Pteridophyta","Schizaeaceae","Schizaea","elegans","Schizaea elegans","(Vahl) Sw.",NA,NA,NA,NA,"A. C. Brade","7658","1918","06",NA,"Brazil","São Paulo","Iguape",NA,"-47.5497","-24.7003",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=797695' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"Schizaeales","South America","sheet","NY00807294","NY00807294_01",NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","3882552","PreservedSpecimen","Plantae","Pteridophyta","Schizaeaceae","Schizaea","elegans","Schizaea elegans","(Vahl) Sw.",NA,NA,NA,NA,"J. A. Steyermark","58011","1944","08","26","Venezuela",NA,NA,"Territorio Federal Amazonas: Cerro Duida, southeastern-facing sandstone bluffs near Cano Negro (tributary of Caño Iguapo).",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4172081' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"1095","1520","Schizaeales","South America","sheet","NY03882552","NY03882552_01",NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","02531370","PreservedSpecimen","Plantae","Pteridophyta","Schizaeaceae","Schizaea","elegans","Schizaea elegans","(Vahl) Sm.",NA,NA,NA,NA,"C. A. Cid Ferreira","8534","1986","11","24","Brazil","Amazonas","São Paulo de Olivença","Alto Rio Solimões, Platô ao sul da cidade, estrada para a localidade do Bom Fim","-68.9350837","-3.4711744",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2818255' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"Schizaeales","South America","sheet","NY02531370","NY02531370_01",NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","3882592","PreservedSpecimen","Plantae","Pteridophyta","Schizaeaceae","Schizaea","elegans","Schizaea elegans","(Vahl) Sw.",NA,NA,NA,NA,"H. H. Smith","2215","1899","03",NA,"Colombia",NA,NA,"Santa Marta. Near Las Partidas.",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4172121' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"1067",NA,"Schizaeales","South America","sheet","NY03882592","NY03882592_01",NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","2553750","PreservedSpecimen","Plantae","Pteridophyta","Schizaeaceae","Schizaea","elegans","Schizaea elegans","(Vahl) Sw.",NA,NA,NA,NA,"G. T. Prance","P17720","1973","09","11","Brazil","Amazonas",NA,"Rio Cuieras, above mouth of Rio Brancinho","-60.3200886","-2.5451154",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2805383' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"Schizaeales","South America","sheet","NY02553750","NY02553750_01",NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","3882657","PreservedSpecimen","Plantae","Pteridophyta","Schizaeaceae","Schizaea","elegans","Schizaea elegans","(Vahl) Sw.",NA,NA,NA,NA,"G. S. Jenman","s.n.","1899",NA,NA,"Guyana",NA,NA,"Demerara, British Guiana. Potaro River.",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4172186' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"Schizaeales","South America","sheet","NY03882657","NY03882657_01",NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","3882536","PreservedSpecimen","Plantae","Pteridophyta","Schizaeaceae","Schizaea","elegans","Schizaea elegans","(Vahl) Sw.",NA,NA,NA,NA,"A. Fendler","138","1877",NA,NA,"Trinidad and Tobago",NA,NA,"Trinidad.",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4172065' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"Schizaeales","South America","sheet","NY03882536","NY03882536_01",NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","3882655","PreservedSpecimen","Plantae","Pteridophyta","Schizaeaceae","Schizaea","elegans","Schizaea elegans","(Vahl) Sw.",NA,NA,NA,NA,"G. S. Jenman","s.n.","1897",NA,NA,"Guyana",NA,NA,"Demerara, British Guiana. Potaro River.",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4172184' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"Schizaeales","South America","sheet","NY03882655","NY03882655_01",NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","2553707","PreservedSpecimen","Plantae","Pteridophyta","Schizaeaceae","Schizaea","elegans","Schizaea elegans","(Vahl) Sw.",NA,NA,NA,NA,"C. C. Berg","P19466","1973","11","12","Brazil","Amazonas",NA,"Manaus-Caracarai Highway. Road Manaus-Caracarai, km 125","-60.0651741","-1.8990853",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2805339' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"Schizaeales","South America","sheet","NY02553707","NY02553707_01",NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","3882645","PreservedSpecimen","Plantae","Pteridophyta","Schizaeaceae","Schizaea","elegans","Schizaea elegans","(Vahl) Sw.",NA,NA,NA,NA,"A. H. Gentry","63392","1988","07","07","Peru","Pasco",NA,"Shiringamazu, ca 20 km S of Iscozacin, Río Palcazu Valley.","-75.17","-10.33",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4172174' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"300",NA,"Schizaeales","South America","sheet","NY03882645",NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","3882663","PreservedSpecimen","Plantae","Pteridophyta","Schizaeaceae","Schizaea","elegans","Schizaea elegans","(Vahl) Sw.",NA,NA,NA,NA,"J. J. Pipoly","10519","1987","02","22","Guyana","Cuyuni-Mazaruni",NA,"Mountain N of Chinoweing Village.","-60.12","5.53",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4172192' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"650","750","Schizaeales","South America","sheet","NY03882663",NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","3882577","PreservedSpecimen","Plantae","Pteridophyta","Schizaeaceae","Schizaea","elegans","Schizaea elegans","(Vahl) Sw.",NA,NA,NA,NA,"B. Maguire","28487","1949","01","21","Venezuela","Amazonas",NA,"Cerro Sipapo (Paráque). Above Cano Grande.",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4172106' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"1372",NA,"Schizaeales","South America","sheet","NY03882577","NY03882577_01",NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","3882606","PreservedSpecimen","Plantae","Pteridophyta","Schizaeaceae","Schizaea","elegans","Schizaea elegans","(Vahl) Sw.",NA,NA,NA,NA,"P. J. Edwards","1133","1979","04","03","Guyana",NA,NA,"Upper Mazaruni District. Plateau of Eboropu Mountain, 1/4 to 2 miles NNW of Saydak Creek waterfalls. Coordinate range: 5 41' 30 N to 42' 30 N; 60°42'W",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4172135' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"1035","1150","Schizaeales","South America","sheet","NY03882606",NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","3882670","PreservedSpecimen","Plantae","Pteridophyta","Schizaeaceae","Schizaea","elegans","Schizaea elegans","(Vahl) Sw.",NA,NA,NA,NA,"F. V. McConnell","589","1898",NA,NA,"Guyana",NA,NA,"Britich Guiana, Mount Roraima Expedition. Mazaruni.",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4172199' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"76","914","Schizaeales","South America","sheet","NY03882670","NY03882670_01",NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","2553708","PreservedSpecimen","Plantae","Pteridophyta","Schizaeaceae","Schizaea","elegans","Schizaea elegans","(Vahl) Sw.",NA,NA,NA,NA,"G. T. Prance","9455","1969","01","24","Brazil","Roraima",NA,"Upper slopes of Serra da Lua","-60.208","2.45",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2805340' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"1200","1200","Schizaeales","South America","sheet","NY02553708","NY02553708_01",NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","3882608","PreservedSpecimen","Plantae","Pteridophyta","Schizaeaceae","Schizaea","elegans","Schizaea elegans","(Vahl) Sw.",NA,NA,NA,NA,"G. S. Jenman","s.n.","1897",NA,NA,"Guyana",NA,NA,"British Guinana, Demerara. Mazaruni River.",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4172137' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"Schizaeales","South America","sheet","NY03882608","NY03882608_01",NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","3882575","PreservedSpecimen","Plantae","Pteridophyta","Schizaeaceae","Schizaea","elegans","Schizaea elegans","(Vahl) Sw.",NA,NA,NA,NA,"B. Maguire","27501","1948","12","01","Venezuela",NA,NA,"Cerro Sipapo (Paráque), Territorio Amazonas.",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4172104' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"610","1219","Schizaeales","South America","sheet","NY03882575","NY03882575_01",NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","3882579","PreservedSpecimen","Plantae","Pteridophyta","Schizaeaceae","Schizaea","elegans","Schizaea elegans","(Vahl) Sw.",NA,NA,NA,NA,"J. A. Steyermark","125710","1982","01","28","Venezuela","Amazonas",NA,"Departamento Atabapo: CAMINO ENTRE CULEBRA Y LA FALDA DEL EXTREMO NORTE DEL CERRO DUIDA. Zona boscosa al suroeste de la Comunidad de Culebra.","-65.75","3.67",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4172108' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"180","300","Schizaeales","South America","sheet","NY03882579","NY03882579_01",NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","3882537","PreservedSpecimen","Plantae","Pteridophyta","Schizaeaceae","Schizaea","elegans","Schizaea elegans","(Vahl) Sw.",NA,NA,NA,NA,"A. Fendler","138","1877",NA,NA,"Trinidad and Tobago",NA,NA,"Trinidad.",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4172066' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"Schizaeales","South America","sheet","NY03882537","NY03882537_01",NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","2553719","PreservedSpecimen","Plantae","Pteridophyta","Schizaeaceae","Schizaea","elegans","Schizaea elegans","(Vahl) Sw.",NA,NA,NA,NA,"G. T. Prance","22601","1974","08","31","Brazil","Amazonas",NA,"Igarapé Lajes, Manaus-Caracaraí road, km. 130.","-60.086031","-1.8595815",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2805352' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"Schizaeales","South America","sheet","NY02553719","NY02553719_01",NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","822313","PreservedSpecimen","Plantae","Pteridophyta","Schizaeaceae","Schizaea","elegans","Schizaea elegans","(Vahl) Sw.","R. C. Moran",NA,NA,NA,"P. Fiaschi","1571","2003","08","13","Brazil","Bahia","Barro Preto","Ca. 13.5 da estrada de Barro Preto ato o acesso à Serra da Pedra Lascada.","-39.5377778","-14.7727778",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=911165' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"960","960","Schizaeales","South America","sheet","NY00822313","NY00822313_01",NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","3882554","PreservedSpecimen","Plantae","Pteridophyta","Schizaeaceae","Schizaea","elegans","Schizaea elegans","(Vahl) Sw.",NA,NA,NA,NA,"J. A. Steyermark","101593","1968","03","30","Venezuela","Apure",NA,"Reserva Forestal San Camillo: Selva siempreverde a lo largo de la Quebrada La Azulita, al suroeste del caserío San Camilo (El Nula).",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4172083' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"280",NA,"Schizaeales","South America","sheet","NY03882554","NY03882554_01",NA,NA,NA,NA,NA,NA,NA
