"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","class","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","previousCatalogNumber","dayIdentified","typeStatus","coordinatePrecision","geoFlag","individualCount","fieldNumber","relatedCatalogItem"
"16","2015-02-10 11:46:00-02","BM","SOLANACEAE_SOURCE_BR","96234","O","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","bahianum","Solanum bahianum","S.Knapp","Knapp, S.","Giacomin, L.L.; Machado, T.M.; Soua, F.S.; Ciudicelli, G.C.","1208","2011","02","05","Southern America","Brazil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lucia, Trilha Bonita","-40.530556","-19.974444","782","782",NA,"arbusto erect, 50 cm; frutos verdes com deformidades; prensado em alcool; as margens de córrego, em subosque de floresta ombrófila, parcialmente ensolarado","BM001120592",NA,"Dicotyledoneae","-40.530556","-19.974444","2014","01",NA,"01",NA,NA,NA,NA,NA,NA
"17","2015-02-10 11:46:00-02","BM","SOLANACEAE_SOURCE_BR","97959","O","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","bahianum","Solanum bahianum","S.Knapp","Knapp, S.","Amorim, A.M.; Souza, M.; iganci, J.R.C.; Rocha, W.; Paixão, J.L.","6285","2006","09","16","Southern America","Brazil","Bahia","Camacan","RPPN Serra Bonita, 9.7 km de Camacan na estaada para Jacareci Dai 6 km SW na estrada para a RPPN e torre de Embratel","-39.548611","-16.391667","850","850",NA,"arbusto ca. 2 m; folhas verdes, brillantes na face superior; raque verde, corola e estames alvas; floresta ombrófila densa montana",NA,NA,"Dicotyledoneae","-39.548611","-16.391667","2014","01","114260","01",NA,NA,NA,NA,NA,NA
"18","2015-02-10 11:46:00-02","BM","SOLANACEAE_SOURCE_BR","73080","O","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","bahianum","Solanum bahianum","S.Knapp","Knapp, S.","Santos, T.S. dos","513","1969","11","25","Southern America","Brazil","Bahia","Ilhéus","CEPEC","-39.0494","-14.7889",NA,NA,NA,"plant de 50 cm; fl. branca; ovario amarelo, calice verde; plantacão de cacau",NA,NA,"Dicotyledoneae",NA,NA,"2013","11","04963",NA,"holotype","61245","auto",NA,NA,NA
"19","2015-02-10 11:46:00-02","BM","SOLANACEAE_SOURCE_BR","73038","O","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","bahianum","Solanum bahianum","S.Knapp","Knapp, S.","Paixão, J.L.; Nascimento, M.S.","1408","2007","10","19","Southern America","Brazil","Bahia","Amargosa","Duas Barras","-39.828889","-14.168333","625","625",NA,"arbusto ca. 1 m; folhas discoloras brihantes; flores coom petalas brancas e com estigma amarelo-curo; mâta atlantica",NA,NA,"Dicotyledoneae","-39.828889","-14.168333","2013","11","122399",NA,NA,NA,NA,NA,NA,NA
"20","2015-02-10 11:46:00-02","BM","SOLANACEAE_SOURCE_BR","73037","O","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","bahianum","Solanum bahianum","S.Knapp","Knapp, S.","Daneu, L.; Leitman, P.; Paixão, J.; Monteiro, D.; Santos, F.","637","2011","11","26","Southern America","Brazil","Bahia","Arataca","Parna Serra das Lontras, trilha do Mormaço, colecta efectuada entre o Mormaço e o Caçador","-39.343611","-15.161944","700","900",NA,"arbusto ca. 2 m; folhas verde, concolr; flroes com petalas creme e estames amarelos; floresta ombrófila densa montana",NA,NA,"Dicotyledoneae","-39.343611","-15.161944","2013","11","135070",NA,NA,NA,NA,NA,NA,NA
"21","2015-02-10 11:46:00-02","BM","SOLANACEAE_SOURCE_BR","73039","O","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","bahianum","Solanum bahianum","S.Knapp","Knapp, S.","Ferreira, F.M.; Gomes, L.C.J.; Santana, S.; Thomas, W.W.","1633","2007","10","24","Southern America","Brazil","Bahia","Boa Nova","Fazenda Farofa, (Dr. Mauro), estrada entre Boa Nova e Dario Meira, ca. 9.5 km de Boa Nova, entre em ramal a direita e anda mais 2 km","-40.122778","-14.420278","915","915",NA,"arabusto ca. 1.5 m; folhas discoloras; flores alvas e estames amarelos; mata do cipó",NA,NA,"Dicotyledoneae","-40.122778","-14.420278","2013","11","117998",NA,NA,NA,NA,NA,NA,NA
"22","2015-02-10 11:46:00-02","BM","SOLANACEAE_SOURCE_BR","73040","O","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","bahianum","Solanum bahianum","S.Knapp","Knapp, S.","Thomas, W.W.; Carvalho, A.M. de; Barbosa, M.R.; Sant'Ana, S.; Paixão, J.L.","12602","2001","10","25","Southern America","Brazil","Bahia","Boa Nova","Fazenda São José, entrance 8.8 km E of Boa Nova on road to Dario Meira","-40.145367","-14.393833","860","900",NA,"tree 6 m; leaves deep green above, yellowish green beneath; calyx green, corolla cream; southern Bahian wet forest",NA,NA,"Dicotyledoneae","-40.145367","-14.393833","2013","11","91046",NA,NA,NA,NA,NA,NA,NA
"23","2015-02-10 11:46:00-02","BM","SOLANACEAE_SOURCE_BR","73058","O","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","bahianum","Solanum bahianum","S.Knapp","Knapp, S.","Daneu, L.; Leitman, P.; Paixão, J.; Gomes, L.C.; Melito, M.","611","2011","11","14","Southern America","Brazil","Bahia","Arataca","Serra das Lontras, trilha do mirante de Seu Artur, PARNA","-39.380278","-15.201389","500","700",NA,"arvore ca. 14 m; folhas verde-escura com a face inferior mais clara; botoes creme; floresta ombrofila densa montana",NA,NA,"Dicotyledoneae","-39.380278","-15.201389","2013","11","113506",NA,NA,NA,NA,NA,NA,NA
"24","2015-02-10 11:46:00-02","BM","SOLANACEAE_SOURCE_BR","73059","O","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","bahianum","Solanum bahianum","S.Knapp","Knapp, S.","Paixão, J.L.; Carlos, A.; Jardim, A.; Del Rei, M.","883","2006","03","19","Southern America","Brazil","Bahia","Almadina","Serra do Concovado, Rod. Almadina/Coaraci, ca. 5 km","-39.6025","-14.703611","300","900",NA,"arbusto 3 m; folhas discoloras; frutos inmaturos verdes; floresta ombrofila densa montana",NA,NA,"Dicotyledoneae","-39.6025","-14.703611","2013","11","111248",NA,NA,NA,NA,NA,NA,NA
"25","2015-02-10 11:46:00-02","BM","SOLANACEAE_SOURCE_BR","73060","O","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","bahianum","Solanum bahianum","S.Knapp","Knapp, S.","Lopes, M.M.; Matos, F.B.; Paixão, J.L.; Sant'Ana, S.C.","548","2006","02","15","Southern America","Brazil","Bahia","Arataca","Serra do Peito-de-Moça, Serra das Lontras, estrada Arataca-Una, ramal 22.4 km de Arataca, assentamento Sto. Antonio, RPPN Camino das Pedras","-39.341667","-15.173611","1000","1000",NA,"arvoreta ca 4 m; folhas levemente discorles, membranaceas; frutos inmaturos com base verde e apice amaarelado; floresta ombrofila densa montana; no meio da serra",NA,NA,"Dicotyledoneae","-39.341667","-15.173611","2013","11","109849",NA,NA,NA,NA,NA,NA,NA
"26","2015-02-10 11:46:00-02","BM","SOLANACEAE_SOURCE_BR","73061","O","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","bahianum","Solanum bahianum","S.Knapp","Knapp, S.","Sant'Ana, S.C.; Paixão, J.L.; Fiaschi, P.; Querino, R.","1066","2003","03","07","Southern America","Brazil","Bahia","Boa Nova","Fazenda São José, a 8.8 km de Boa Nova, na estrada para Dario Meira, a 1.4 km do ramal a esq.","-40.154444","-14.403889","850","850",NA,"subarbusto ca. 1 m; folhas verdes, discolores; frutos inmaturos verdes",NA,NA,"Dicotyledoneae","-40.154444","-14.403889","2013","11","95951",NA,NA,NA,NA,NA,NA,NA
"27","2015-02-10 11:46:00-02","BM","SOLANACEAE_SOURCE_BR","73062","O","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","bahianum","Solanum bahianum","S.Knapp","Knapp, S.","Fiaschi, P.; Paixão, J.L.; Gomes, L.C.J.; Rodrigues, A.B.","2847","2005","03","17","Southern America","Brazil","Bahia","Arataca","Serra das Lontras, ca. 7 km no ramal que liga o povoado de Itatiguio a Serra das Lontras","-39.408056","-15.202778","600","700",NA,"arbusto 1 m; fruto inmaturos verde-escuros na base e verde-claros no apice",NA,NA,"Dicotyledoneae","-39.408056","-15.202778","2013","11","103545",NA,NA,NA,NA,NA,NA,NA
"28","2015-02-10 11:46:00-02","BM","SOLANACEAE_SOURCE_BR","73063","O","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","bahianum","Solanum bahianum","S.Knapp","Knapp, S.","Jardim, J.G.; Martins, E.R.; Sant'Ana, S.C.","1986","1999","02","10","Southern America","Brazil","Bahia","Una","Fazenda Bolandeira, 6 km al N do Distrito de Comamdatuba","-39.005","-15.305556","10","10",NA,"subarbusto ca. 0.5 m; folhas verde-brihantes na face superior e a face inferior opaca; frutos inmaturos verdes; restinga arborea, solo arenoso",NA,NA,"Dicotyledoneae","-39.005","-15.305556","2013","11","81282",NA,NA,NA,NA,NA,NA,NA
"29","2015-02-10 11:46:00-02","BM","SOLANACEAE_SOURCE_BR","73065","O","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","bahianum","Solanum bahianum","S.Knapp","Knapp, S.","Amorim, A.M.; Jardim, J.G.; Sant'Ana, S.C.; Juchum, F.S.; Landi, M.O.; Joaquim, F.; Thomas, M","2351","1998","04","09","Southern America","Brazil","Bahia","Jussari","Serra do Teimoso, Rod. Jussari/Palmira, entrada ca. 7.5 km de Jussari, Faz. Teimoso (RPPN)","-39.528611","-15.158056",NA,NA,NA,"sub-arbusto ca. 2 m; folhas verdes, concolores; frutos inmaturos verdes; mata higrofila sul Bahiana",NA,NA,"Dicotyledoneae","-39.528611","-15.158056","2013","11","81970",NA,NA,NA,NA,NA,NA,NA
"30","2015-02-10 11:46:00-02","BM","SOLANACEAE_SOURCE_BR","73177","O","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","bahianum","Solanum bahianum","S.Knapp",NA,"Giacomin, L.L.; Bohs, L.; Knapp, S.; Stehmann, J.R.","1965","2013","10","31","Southern America","Brazil","Minas Gerais","Santa Maria do Salto","Distrito de Talismã, RPPN Loredano Aleixo (Fazenda Duas Barras)","-40.061139","-16.397806","802","802",NA,"Arbusto ereto, 1,5 m. Flores diminutas com corola alva, estames amarelos; trilha que permeia o fragmento localizado atrás da sede da fazenda, passando pelo pasto. Subosque de Floresta Ombrófila Densa",NA,NA,"Dicotyledoneae","-40.061139","-16.397806",NA,NA,"166918",NA,NA,NA,NA,NA,NA,NA
"31","2015-02-10 11:46:00-02","BM","SOLANACEAE_SOURCE_BR","73177","O","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","bahianum","Solanum bahianum","S.Knapp",NA,"Giacomin, L.L.; Bohs, L.; Knapp, S.; Stehmann, J.R.","1965","2013","10","31","Southern America","Brazil","Minas Gerais","Santa Maria do Salto","Distrito de Talismã, RPPN Loredano Aleixo (Fazenda Duas Barras)","-40.061139","-16.397806","802","802",NA,"Arbusto ereto, 1,5 m. Flores diminutas com corola alva, estames amarelos; trilha que permeia o fragmento localizado atrás da sede da fazenda, passando pelo pasto. Subosque de Floresta Ombrófila Densa","BM001034880",NA,"Dicotyledoneae","-40.061139","-16.397806",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2015-02-10 11:46:00-02","BM","SOLANACEAE_SOURCE_BR","73177","O","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","bahianum","Solanum bahianum","S.Knapp",NA,"Giacomin, L.L.; Bohs, L.; Knapp, S.; Stehmann, J.R.","1965","2013","10","31","Southern America","Brazil","Minas Gerais","Santa Maria do Salto","Distrito de Talismã, RPPN Loredano Aleixo (Fazenda Duas Barras)","-40.061139","-16.397806","802","802",NA,"Arbusto ereto, 1,5 m. Flores diminutas com corola alva, estames amarelos; trilha que permeia o fragmento localizado atrás da sede da fazenda, passando pelo pasto. Subosque de Floresta Ombrófila Densa",NA,NA,"Dicotyledoneae","-40.061139","-16.397806",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2015-02-10 11:46:00-02","BM","SOLANACEAE_SOURCE_BR","73183","O","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","bahianum","Solanum bahianum","S.Knapp",NA,"Giacomin, L.L.; Bohs, L.; Knapp, S.","1975","2013","11","02","Southern America","Brazil","Bahia","Jussari","RPPN Reserva Natural da Serra do Teimoso","-39.532","-15.156611","357","357",NA,"Arbusto ereto, 1,8 m. Flores senescidas. Frutos imaturos verdes; trilha que leva ao alto da serra. Subosque de Floresta Ombrófila Densa com afloramentos graníticos",NA,NA,"Dicotyledoneae","-39.532","-15.156611",NA,NA,"166928",NA,NA,NA,NA,NA,NA,NA
"34","2015-02-10 11:46:00-02","BM","SOLANACEAE_SOURCE_BR","73183","O","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","bahianum","Solanum bahianum","S.Knapp",NA,"Giacomin, L.L.; Bohs, L.; Knapp, S.","1975","2013","11","02","Southern America","Brazil","Bahia","Jussari","RPPN Reserva Natural da Serra do Teimoso","-39.532","-15.156611","357","357",NA,"Arbusto ereto, 1,8 m. Flores senescidas. Frutos imaturos verdes; trilha que leva ao alto da serra. Subosque de Floresta Ombrófila Densa com afloramentos graníticos",NA,NA,"Dicotyledoneae","-39.532","-15.156611",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2015-02-10 11:46:00-02","BM","SOLANACEAE_SOURCE_BR","73185","O","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","bahianum","Solanum bahianum","S.Knapp",NA,"Giacomin, L.L.; Bohs, L.; Knapp, S.","1979","2013","11","03","Southern America","Brazil","Bahia","Jussari","RPPN Reserva Natural da Serra do Teimoso","-39.538111","-15.157361","611","611",NA,"Arbusto ereto, 1,5 m. Flores com pétalas alvas, estames amarelos; trilha que leva ao alto da serra, ca. 2 km da sede. Subosque de Floresta Ombrófila Densa com afloramentos graníticos",NA,NA,"Dicotyledoneae","-39.538111","-15.157361",NA,NA,"166932",NA,NA,NA,NA,NA,NA,NA
"36","2015-02-10 11:46:00-02","BM","SOLANACEAE_SOURCE_BR","96234","O","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","bahianum","Solanum bahianum","S.Knapp","Knapp, S.","Giacomin, L.L.; Machado, T.M.; Soua, F.S.; Ciudicelli, G.C.","1208","2011","02","05","Southern America","Brazil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lucia, Trilha Bonita","-40.530556","-19.974444","782","782",NA,"arbusto erect, 50 cm; frutos verdes com deformidades; prensado em alcool; as margens de córrego, em subosque de floresta ombrófila, parcialmente ensolarado",NA,NA,"Dicotyledoneae","-40.530556","-19.974444","2014","01","152243","01",NA,NA,NA,NA,NA,NA
"37","2015-02-10 11:46:00-02","BM","SOLANACEAE_SOURCE_BR","97969","O","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","bahianum","Solanum bahianum","S.Knapp","Knapp, S.","Coehlo, M.M.; Gomes, L.C.J.; Monteiro, D.; Daneu, L.","523","2011","12","05","Southern America","Brazil","Bahia","Barro Preto","Serra da Pedra Lascada, na estrada que passa pela fazenda São Miguel e sobe até o acesso a serra","-39.536111","-14.770278",NA,NA,NA,"subarbusto ca. 1.5 m; frutos imaturos verdes, cálice persistente verde (unicata); floresta ombrófila densa montana",NA,NA,"Dicotyledoneae","-39.536111","-14.770278","2014","01","134471","01",NA,NA,NA,NA,NA,NA
"38","2020-04-22 16:25:27-03","UFPB","JPB","49579","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Solanaceae","Solanum","bahianum","Solanum bahianum","S.Knapp","Knapp, SD","Araújo, DA; Amorim, BS; Chagas, MA","1855","2011","11","27","Southern America","Brasil","Alagoas","Quebrangulo","Reserva Biológica da Pedra Talhada, Caminho principal após a entrada para a Pedra Talhada.","-36.424722","-9.247222",NA,NA,NA,"; DESC: Arbusto. Pétalas brancas.","JPB0049579",NA,NA,"-36.424722","-9.247222","2013",NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2020-04-22 16:25:27-03","UFPB","JPB","44542","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Solanaceae","Solanum","bahianum","Solanum bahianum","S.Knapp","Knapp, SD","Gomes-Costa, GA; Chagas, MA; Melo, AV de; Santos, SO","199","2010","10","13","Southern America","Brasil","Pernambuco","Jaqueira","RPPN Frei Caneca, Indo para Cabugi.","-35.7933006286621","-8.72667026519775",NA,NA,NA,"; DESC: Arbusto, ca. 60 cm. Flores brancas.",NA,NA,NA,NA,NA,"2013",NA,NA,NA,NA,"11830","auto",NA,NA,NA
