"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","class","verbatimLongitude","verbatimLatitude","fieldNumber","individualCount","typeStatus","relatedCatalogItem","previousCatalogNumber"
"18","2020-06-29 09:32:31-03","UFRRJ","RBR","12091","S","Plantae",NA,NA,"Selaginellaceae","Selaginella","valida","Selaginella valida","Alston","A. Salino","V.A.O. Dittrich; C. Allmen","823","2000","12","14",NA,"Brasil","São Paulo","Sete Barras","Parque Estadual Intervales, Base de Sabaidela.","-47.9199981689453","-24.3799991607666","70","70",NA,NA,"RBR00012091",NA,"34059","auto","2001","05",NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2020-12-21 16:45:10-03","MBM","MBM","428435","PreservedSpecimen","Plantae",NA,NA,"Selaginellaceae","Selaginella","valida","Selaginella valida","Alston","Lozano, E.D.","Lozano, E.D.; Canestraro, B.K.; Canestraro, B.K.","4097","2018","01","04","Southern America","Brazil","Paraná","Morretes","Estrada da Graciosa, Recanto Eng. Lacerda","-48.901639","-25.333722",NA,NA,NA,"Terrícola, prostrada, 40 cm, interior da mata.; Floresta Ombrófila Densa Montana.","MBM428435",NA,NA,NA,"2018",NA,NA,NA,"-48.901639","-25.333722",NA,NA,NA,NA,NA
"20","2020-12-21 16:45:10-03","MBM","MBM","13577","PreservedSpecimen","Plantae",NA,NA,"Selaginellaceae","Selaginella","valida","Selaginella valida","Alston","Sehnem, A.","Hatschbach, G.","23778","1970","02","18","Southern America","Brazil","Mato Grosso do Sul","Aquidauana","Piraputanga","-55.7872009277344","-20.4710998535156",NA,NA,NA,NA,"MBM013577","MBM013577","212961","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2020-12-21 16:45:10-03","MBM","MBM","333145","PreservedSpecimen","Plantae",NA,NA,"Selaginellaceae","Selaginella","valida","Selaginella valida","Alston","Hirai, R.","Matos, F.B.; et al.; et al.","826","2005","10","06","Southern America","Brazil","Paraná","Antonina","Reserva Natural Rio Cachoeira (SPVS). Trilha do Corvo","-48.7118988037109","-25.4286003112793","60","60",NA,"Terrestre no interior da mata em local sombreado. Hábito erete-arqueado. Pequena população restrita no local. Floresta Ombrófila Densa","MBM333145","MBM333145","38300","auto","2005",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2020-12-21 16:45:10-03","MBM","MBM","12411","PreservedSpecimen","Plantae",NA,NA,"Selaginellaceae","Selaginella","valida","Selaginella valida","Alston","Valdespino, I.","Hatschbach, G.","23231","1969","11","14","Southern America","Brazil","Paraná","Morretes","Rio Mãe Catira","-48.834400177002","-25.476900100708",NA,NA,NA,NA,"MBM012411","MBM012411","30514","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2020-12-21 16:45:10-03","MBM","MBM","394308","PreservedSpecimen","Plantae",NA,NA,"Selaginellaceae","Selaginella","valida","Selaginella valida","Alston","Canestraro, B.K.","Lozano, E.D.; Bochorny, T.; Luz, P.M.; Bochorny, T.; Luz, P.M.","1460","2013","08","20","Southern America","Brazil","Paraná","Tibagi","Salto Puxa Nervos","-50.4136009216309","-24.5093994140625",NA,NA,NA,"Rupícola.; Campos Gerais. Paredão sombreado.","MBM394308","MBM394308","56988","auto","2014",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-12-21 16:45:10-03","MBM","MBM","333146","PreservedSpecimen","Plantae",NA,NA,"Selaginellaceae","Selaginella","valida","Selaginella valida","Alston","Matos, F.B.","Matos, F.B.; et al.; et al.","557","2005","05","01","Southern America","Brazil","Paraná","Antonina","Reserva Natural Rio Cachoeira (SPVS), Trilha do Corvo","-48.7118988037109","-25.4286003112793","100","100",NA,"Terrestre no interior da mata. Floresta Ombrófila Densa","MBM333146","MBM333146","38300","auto","2005",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2020-12-21 16:45:10-03","MBM","MBM","320639","PreservedSpecimen","Plantae",NA,NA,"Selaginellaceae","Selaginella","valida","Selaginella valida","Alston","Prado, J.","Mello-Silva, R.; Campos, M.T.V.A.; Pardini, R.; Boulhosa, R.L.P.; Campos, M.T.V.A.; Pardini, R.; Boulhosa, R.L.P.","573","1992","08","06","Southern America","Brazil","São Paulo","Sete Barras","Fazenda Intervales, Saibadela. Trilha nº2 ou Trilha do Araçá","-47.9199981689453","-24.3799991607666",NA,NA,NA,"Frondes verdes, brilhantes.; No solo da floresta.","MBM320639","MBM320639","34059","auto","2006",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-12-21 16:45:10-03","MBM","MBM","266317","PreservedSpecimen","Plantae",NA,NA,"Selaginellaceae","Selaginella","valida","Selaginella valida","Alston","Salino, A.; Dittrich, V.A. de","Salino, A.; et al.; et al.","823","2000","12","14","Southern America","Brazil","São Paulo","Sete Barras","Parque Estadual Intervales","-47.9199981689453","-24.3799991607666",NA,NA,NA,NA,"MBM266317","MBM266317","34059","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2017-04-18 13:31:59-03","MNHN","RECOLNAT_MNHN_P","P01282278","PreservedSpecimen",NA,NA,NA,"Pteridophyta","Selaginella","valida","Selaginella valida","Alston",NA,"Mosén, H.",NA,"1875","5","1",NA,"Brasil","São Paulo","Santos","Brésil. Santos","-46.3300018310547","-23.9599990844727",NA,NA,"hb","Reçu en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01282278' target='other'> <mi>dwc_moreinfo</mi></a>","P01282278","P01282278_01","26836","auto",NA,NA,NA,NA,NA,NA,"2872",NA,NA,NA,NA
"28","2015-09-03 16:29:25-03","MNHN","RECOLNAT_MNHN_P","P01282276","PreservedSpecimen",NA,NA,NA,"Pteridophyta","Selaginella","valida","Selaginella valida","Alston",NA,"Mosén",NA,"1875","5","5",NA,"Brasil","São Paulo","Santos","Prov. Sao Paulo : Santos","-46.3300018310547","-23.9599990844727",NA,NA,"hb","Prélèvement de feuille et spores pour Valdespino I., Panama, 11/2017, demande n° 102490 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01282276' target='other'> <mi>dwc_moreinfo</mi></a>","P01282276","P01282276_01","26836","auto",NA,NA,NA,NA,NA,NA,"3812",NA,NA,NA,NA
"29","2015-09-03 16:29:25-03","MNHN","RECOLNAT_MNHN_P","P01282277","PreservedSpecimen",NA,NA,NA,"Pteridophyta","Selaginella","valida","Selaginella valida","Alston",NA,"Mosén",NA,"1875","5","5",NA,"Brasil","São Paulo","Santos","Prov. S. Paulo","-46.3300018310547","-23.9599990844727",NA,NA,"hb","Reçu le 7 aout 1882 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01282277' target='other'> <mi>dwc_moreinfo</mi></a>","P01282277","P01282277_01","26836","auto",NA,NA,NA,NA,NA,NA,"3812",NA,NA,NA,NA
"30","2021-02-11 17:21:47-03","UFPR","UPCB","79753","PreservedSpecimen","Plantae",NA,NA,"Selaginellaceae","Selaginella","valida","Selaginella valida","Alston","Assis, E.L.M.","Sylvestre, L. | Labiak, P.H. | Mynssen, C.M. | Oliveira, J.A. | Barbosa, N.M.","2254","2012","07","25",NA,"Brasil","Rio de Janeiro","Santa Maria Magdalena","Parque Estadual do Desengano. Trilha para o Pico do Desengano a partir da Estalagem Morumbeca.","-41.915","-21.878611",NA,NA,NA,"Terrestre às margens da trilha. Floresta Ombrófila Densa Montana. Terrícola..",NA,NA,NA,NA,"2013",NA,NA,NA,"-41.915000","-21.878611",NA,NA,NA,NA,NA
"31","2021-02-11 17:21:47-03","UFPR","UPCB","56977","PreservedSpecimen","Plantae",NA,NA,"Selaginellaceae","Selaginella","valida","Selaginella valida","Alston","Matos, F.B.","Matos, F.B.","557","2005","05","01",NA,"Brasil","Paraná","Antonina","Reserva Natural Rio Cachoeira (SPVS). Trilha do Corvo.","-48.666667","-25.316667","100","100",NA,"Terrestre no interior da mata. Floresta Ombrófila Densa.",NA,NA,NA,NA,"2005","01","01",NA,"-48.666667","-25.316667",NA,NA,NA,NA,NA
"32","2021-02-11 17:21:47-03","UFPR","UPCB","57037","PreservedSpecimen","Plantae",NA,NA,"Selaginellaceae","Selaginella","valida","Selaginella valida","Alston","Hirai, R.Y.","Matos, F.B.","826","2005","10","06",NA,"Brasil","Paraná","Antonina","Reserva Natural Rio Cachoeira (SPVS). Trilha do Corvo.","-48.683333","-25.3","60","60",NA,"Terrestre no interior da mata em local sombreado. Hábito ereto-arqueado. Pequena população restrita ao local. Floresta Ombrófila Densa.",NA,NA,NA,NA,"2005","01","01",NA,"-48.683333","-25.3",NA,NA,NA,NA,NA
"33","2021-02-11 17:21:47-03","UFPR","UPCB","69690","PreservedSpecimen","Plantae",NA,NA,"Selaginellaceae","Selaginella","valida","Selaginella valida","Acston","Bauer, D. C.","Mynssen, C.","1131","2008","05","03",NA,"Brasil","Espírito Santo","Castelo","BLOQUEADO",NA,NA,NA,NA,NA,"Terrestre às margens da trilha..",NA,NA,NA,NA,"2015","04","01",NA,"9999","9999",NA,NA,NA,NA,NA
"34","2021-02-11 17:21:47-03","UFPR","UPCB","76742","PreservedSpecimen","Plantae",NA,NA,"Selaginellaceae","Selaginella","valida","Selaginella valida","Alston","Bauer, D.S.","Lombardi, J.A.","9715","2012","12","08",NA,"Brasil","Espírito Santo","Santa Teresa","Reserva Santa Lúcia, trilha para o túmulo de Augusto Ruschi.","-40.541","-19.965","622","622",NA,"Prensado em álcool, amostra em sílica. Floresta atlântica perturbada. Terrestre, área úmida..",NA,NA,NA,NA,"2012","12","17",NA,"-40.541","-19.965",NA,NA,NA,NA,NA
"35","2021-02-11 17:21:47-03","UFPR","UPCB","43496","PreservedSpecimen","Plantae",NA,NA,"Selaginellaceae","Selaginella","valida","Selaginella valida","Alston","Hirai, R.Y.","Kozera, C.","779","1999","01","12",NA,"Brasil","São Paulo","Sete Barras","Núcleo Saibadela, Parque Estadual Intervales.","-47.9199981689453","-24.3799991607666",NA,NA,NA,"Herbácea terrícola, sub-bosque, Floresta Ombrófila Densa de Encosta..",NA,NA,"34059","auto","1999","01","01",NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-02-11 17:21:47-03","UFPR","UPCB","8136","PreservedSpecimen","Plantae",NA,NA,"Selaginellaceae","Selaginella","valida","Selaginella valida","Alston","Hirai, R.Y.","Hatschbach, G.","23231","1969","12","14",NA,"Brasil","Paraná","Morretes","Rio Mãe Catira","-48.834400177002","-25.476900100708",NA,NA,NA,"Interior sombrio da mata pluvial. Alt.: 100m s.n.m..",NA,NA,"30514","auto","2005","12","09",NA,NA,NA,NA,NA,NA,NA,NA
"37","2017-04-10 15:40:00-03","MO","MOBOT","100955691","PreservedSpecimen","Plantae",NA,NA,"Selaginellaceae","Selaginella","valida","Selaginella valida","Alston","fide Ivan . Valdespino","Fernando B. Matos|Pedro B. Schwartsburd","Matos 826","2005","10","6","South America","Brazil","Paraná","Antonina","Reserva Natural Rio Cachoeira (SPVS). Trilha do Corvo","-48.7118988037109","-25.4286003112793","60.00000000",NA,NA,NA,NA,NA,"38300","auto",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"38","2017-02-17 17:57:00-02","MO","MOBOT","100955686","PreservedSpecimen","Plantae",NA,NA,"Selaginellaceae","Selaginella","valida","Selaginella valida","Alston","Ivan A. Valdespino","C.W.H. Mosen","Mosén 3812","1875","5","5","South America","Brazil","São Paulo","Santos",NA,"-46.3300018310547","-23.9599990844727",NA,NA,NA,NA,NA,NA,"26836","auto",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"39","2017-02-17 17:47:00-02","MO","MOBOT","100955684","PreservedSpecimen","Plantae",NA,NA,"Selaginellaceae","Selaginella","valida","Selaginella valida","Alston","Paul Somers","F.C. Hoehne|Augusto Gehrt","Hoehne 17698","1926","11","5","South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Holotype",NA,NA
"40","2017-02-17 18:01:00-02","MO","MOBOT","100955689","PreservedSpecimen","Plantae",NA,NA,"Selaginellaceae","Selaginella","valida","Selaginella valida","Alston","A.H.G. Alston","C.W.H. Mosen","Mosén 2872","1875","5","1","South America","Brazil","São Paulo","Santos",NA,"-46.3300018310547","-23.9599990844727",NA,NA,NA,NA,NA,NA,"26836","auto",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"41","2017-02-17 17:44:00-02","MO","MOBOT","100955683","PreservedSpecimen","Plantae",NA,NA,"Selaginellaceae","Selaginella","valida","Selaginella valida","Alston","R. Yl. Hiroi","F.C. Hoehne|Augusto Gehrt","Hoehne s.n.","1926","1","5","South America","Brazil","São Paulo","São José do Barreiro",NA,"-44.5699996948242","-22.6399993896484",NA,NA,NA,NA,NA,NA,"30784","auto",NA,NA,NA,NA,NA,NA,NA,"1","Type",NA,NA
"42","2016-02-17 09:50:33-02","F","FMNH-PTERIDOPHYTES","C0640269F","PreservedSpecimen","Plantae","Lycopodiophyta",NA,"Selaginellaceae","Selaginella","valida","Selaginella valida","Alston",NA,NA,"s.n.","1907","1","1","South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"C0640269F","C0640269F_01",NA,NA,NA,NA,NA,"Lycopodiopsida",NA,NA,NA,NA,NA,NA,NA
"43","2020-09-12 05:00:02-03","US","US","532248","PreservedSpecimen","Plantae",NA,"Selaginellales","Selaginellaceae","Selaginella","valida","Selaginella valida","Alston",NA,"H. Mosén","3127","1874","12","15","South America - Neotropics","Brazil","São Paulo",NA,"Santos",NA,NA,NA,NA,NA,NA,"US01392176","US01392176_01",NA,NA,NA,NA,NA,"Pteridophyte",NA,NA,NA,"1",NA,NA,NA
"44","2021-03-23 11:51:26-03","USP","SPF","107036","PreservedSpecimen","Plantae",NA,NA,"Selaginellaceae","Selaginella","valida","Selaginella valida","Alston","Hiroi, RY","Hoehne, FC; Gehrt, A","s.n.","1926","05","01",NA,"Brasil","São Paulo","São José do Barreiro",NA,"-44.5699996948242","-22.6399993896484",NA,NA,NA,NA,"SPF00107036","SPF00107036","30784","auto","1999","02",NA,NA,NA,NA,NA,NA,"isotype",NA,NA
"45","2020-07-23 12:22:49-03","CEPLAC","CEPEC","122251","PreservedSpecimen","Plantae",NA,NA,"Selaginellaceae","Selaginella","valida","Selaginella valida",NA,"R. Hirai","F. B. Matos","826","1984","12","08",NA,"Brasil","Paraná","antonina","Reserva natural Rio Cachoeira (SPVS). Trilha do Corvo.","-48.683333","-25.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"48W41'","25S18'",NA,NA,NA,"30/12/2005",NA
"46","2020-07-23 12:22:49-03","CEPLAC","CEPEC","122259","PreservedSpecimen","Plantae",NA,NA,"Selaginellaceae","Selaginella","valida","Selaginella valida",NA,"F. B. Matos","F. B. Matos","557","1981","06","01",NA,"Brasil","Paraná","antonina","Reserva natural Rio Cachoeira (SPVS). Trilha do Corvo.","-48.666667","-25.316667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"48W40'","25S19'",NA,NA,NA,"30/12/2005",NA
"47","2020-07-23 12:22:49-03","CEPLAC","CEPEC","137158","PreservedSpecimen","Plantae",NA,NA,"Selaginellaceae","Selaginella","valida","Selaginella valida",NA,"C. E. Jascone","L. Sylvestre","664",NA,NA,NA,NA,"Brasil","Rio de Janeiro","GUAPIMIRIM",NA,"-42.9818992614746","-22.5372009277344",NA,NA,NA,"<ll>dwc_commonname:</ll>",NA,NA,"21463","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2019-11-07 11:20:50-03","UFMG","BHCB-SL","163096","PreservedSpecimen","Plantae",NA,NA,"Selaginellaceae","Selaginella","valida","Selaginella valida","Alston","Salino, A","Salino, A; Almeida, TE; Kuntz, J; Girão, VJ; Colletta, GD; Moreno, VS","15617","2013",NA,NA,"América","Brasil","São Paulo","Miracatu","Reserva Votorantim, Curso de Taxonomia de Campo USP/ESALQ - UNICAMP. Complexo Juquiá, Trilha Dexembro entre UHE Alecrim e a UHE Porto Raso. Floresta Ombrófila Densa na margem do rio Dezembro.","-47.451111","-24.077222","398","398",NA,"Erva terrestre em barranco no interior de floresta, próximo a córrego, hábito parcialmente ereto. Prensado em álcool.",NA,NA,NA,NA,"2013","04","18",NA,"-47.451111","-24.077222",NA,NA,NA,NA,NA
"49","2019-11-07 11:20:50-03","UFMG","BHCB-SL","47880","PreservedSpecimen","Plantae",NA,NA,"Selaginellaceae","Selaginella","valida","Selaginella valida","Alston","Salino, A","Kozera, C; Vanini, A; Hayashi, AH; Lima, CBK","779","1999",NA,NA,"América","Brasil","São Paulo","Sete Barras","Núcleo Saibadela; Fazenda Intervales, Trilha da encosta, atrá da casa de pesquisa. Floresta Ombrófila Densa de terras baixas (relevo pouco declivoso).","-48.214167","-24.225278",NA,NA,NA,"Erva terrestre de subosque.",NA,NA,NA,NA,"2001","08",NA,NA,"-48.214167","-24.225278",NA,NA,NA,NA,NA
