"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","stateProvince","phylum","order","scientificNameAuthorship","identifiedBy","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","imagecode","infraspecificEpithet","typeStatus","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","fieldNumber","individualCount"
"17","2021-03-15 16:37:00-03","NY","NYBG","01451167","PreservedSpecimen","Plantae","Euphorbiaceae","Manihot","anomala","Manihot anomala pubescens","J. M. Pires","6159","1956","12","12","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1690112' target='other'> <mi>dwc_moreinfo</mi></a>","NY01451167","Pará","Magnoliophyta","Malpighiales","(Pohl) D.J.Rogers & Appan","D. J. Rogers; S. G. Appan",NA,"Serra do Cachimbo",NA,NA,"425","425","NY01451167_01","pubescens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","1028381","PreservedSpecimen","Plantae","Euphorbiaceae","Manihot","anomala","Manihot anomala pubescens","H. S. Irwin","19430","1968","02","02","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1180981' target='other'> <mi>dwc_moreinfo</mi></a>","NY01028381","Distrito Federal","Magnoliophyta","Malpighiales","(Pohl) D.J.Rogers & Appan","D. J. Rogers; S. G. Appan","Brasília","Near Córrego Landím, ca. 25 km N.E. of Brasília. Chapada da Contagem. Limestone outcrop (Companhia Fercal).","-47.87","-15.7","1000","1000","NY01028381_01","pubescens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","1028383","PreservedSpecimen","Plantae","Euphorbiaceae","Manihot","anomala","Manihot anomala pubescens","H. S. Irwin","11316","1965","12","15","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1180994' target='other'> <mi>dwc_moreinfo</mi></a>","NY01028383","Distrito Federal","Magnoliophyta","Malpighiales","(Pohl) D.J.Rogers & Appan","D. J. Rogers; S. G. Appan","Brasília","Córrego Landím, ca. 20 km N. of Brasília","-47.9167","-15.60256","950","950","NY01028383_01","pubescens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","263639","PreservedSpecimen","Plantae","Euphorbiaceae","Manihot","anomala","Manihot anomala glabrata","E. Hassler","5730",NA,NA,NA,"South America","Paraguay","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=76614' target='other'> <mi>dwc_moreinfo</mi></a>","NY00263639",NA,"Magnoliophyta","Malpighiales","(Chodat & Hassl.) D.J.Rogers & Appan","D. J. Rogers; S. G. Appan",NA,NA,NA,NA,NA,NA,"NY00263639_01","glabrata","syntype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","02692595","PreservedSpecimen","Plantae","Euphorbiaceae","Manihot","anomala","Manihot anomala","J. F. B. Pastore","2502","2008","01","18","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2987801' target='other'> <mi>dwc_moreinfo</mi></a>","NY02692595","Goiás","Magnoliophyta","Malpighiales","Pohl",NA,"Campos Belos","Estrada de terra entre Campos Belos e São Domingos","-46.3419","-13.3625","728",NA,"NY02692595_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","330500","PreservedSpecimen","Plantae","Euphorbiaceae","Manihot","anomala","Manihot anomala pavoniana","M. H. Nee","47954","1998","01","14","South America","Bolivia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=535342' target='other'> <mi>dwc_moreinfo</mi></a>","NY00330500","Santa Cruz","Magnoliophyta","Malpighiales","(Müll.Arg.) D.J.Rogers & Appan","M. H. Nee","Andrés Ibáñez","Along Brecha 5, 1 km E of highway from Santa Cruz to Abapó (at km. 38).","-63.18","-18.07","465","465",NA,"pavoniana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","1028382","PreservedSpecimen","Plantae","Euphorbiaceae","Manihot","anomala","Manihot anomala pubescens","H. S. Irwin","11316","1965","12","15","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1180991' target='other'> <mi>dwc_moreinfo</mi></a>","NY01028382","Distrito Federal","Magnoliophyta","Malpighiales","(Pohl) D.J.Rogers & Appan","D. J. Rogers; S. G. Appan","Brasília","Córrego Landím, ca. 20 km N. of Brasília","-47.9167","-15.60256","950","950","NY01028382_01","pubescens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","1028378","PreservedSpecimen","Plantae","Euphorbiaceae","Manihot","anomala","Manihot anomala","A. C. Allem","3522","1986","05","10","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1180923' target='other'> <mi>dwc_moreinfo</mi></a>","NY01028378","Mato Grosso","Magnoliophyta","Malpighiales","Pohl","A. C. Allem","Caceres","3km a SE de Caceres ao longo da rodovia BR-070 rumo a Cuiava-Altura do KM 723 da rodovia.","-57.63","-16.08","160","160","NY01028378_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","1552390","PreservedSpecimen","Plantae","Euphorbiaceae","Manihot","anomala","Manihot anomala","P. Clausen","755","1838",NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1941476' target='other'> <mi>dwc_moreinfo</mi></a>","NY01552390","Minas Gerais","Magnoliophyta","Malpighiales","Pohl","D. J. Rogers",NA,NA,NA,NA,NA,NA,"NY01552390_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","1027101","PreservedSpecimen","Plantae","Euphorbiaceae","Manihot","anomala","Manihot anomala","G. G. Hatschbach","33282","1973","11","16","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1132187' target='other'> <mi>dwc_moreinfo</mi></a>","NY01027101","Mato Grosso","Magnoliophyta","Malpighiales","Pohl","J. M. Mendoza F.","Alto Araguaia","Rio Araguaia.","-53.2169","-17.3169",NA,NA,"NY01027101_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","818115","PreservedSpecimen","Plantae","Euphorbiaceae","Manihot","anomala","Manihot anomala","B. Dubs","2612","1998","11","25","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=857688' target='other'> <mi>dwc_moreinfo</mi></a>","NY00818115","Mato Grosso","Magnoliophyta","Malpighiales","Pohl","W. Punt",NA,"Between Pontes e Lacerda and Vila Bela da SS. Trindade, 20km W of Pontes e Lacerda.","-59.48","-15.13",NA,NA,"NY00818115_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","1028377","PreservedSpecimen","Plantae","Euphorbiaceae","Manihot","anomala","Manihot anomala","A. C. Allem","3402","1986","02","22","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1180914' target='other'> <mi>dwc_moreinfo</mi></a>","NY01028377","Goiás","Magnoliophyta","Malpighiales","Pohl","A. C. Allem","Israelandia","22 km a nordeste de Ipora ao longo da rodovia GO-060 Rumo a Sao Luis Montes Belos.","-50.92","-16.05","460","460","NY01028377_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","1550649","PreservedSpecimen","Plantae","Euphorbiaceae","Manihot","anomala","Manihot anomala","A. C. Allem","3651","1986","12","10","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1823616' target='other'> <mi>dwc_moreinfo</mi></a>","NY01550649","Goiás","Magnoliophyta","Malpighiales","Pohl","A. C. Allem","Alexânia","Km 78 da Rodovia BR-060 Brasilia - Anapolis.","-48.42","-16.13",NA,NA,"NY01550649_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","1027146","PreservedSpecimen","Plantae","Euphorbiaceae","Manihot","anomala","Manihot anomala","E. P. Heringer","1032","1979","02","27","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1132661' target='other'> <mi>dwc_moreinfo</mi></a>","NY01027146","Distrito Federal","Magnoliophyta","Malpighiales","Pohl","M. L. L. Martins","Brasília","Rio Maranhão Via DF-2 Fazenda Maranhão.","-47.9294","-15.7797",NA,NA,"NY01027146_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","1065178","PreservedSpecimen","Plantae","Euphorbiaceae","Manihot","anomala","Manihot anomala","T. C. Plowman","8303","1980","02","02","South America","Brazil","separate fruit",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1220629' target='other'> <mi>dwc_moreinfo</mi></a>","NY01065178","Tocantins","Magnoliophyta","Malpighiales","Pohl","G. L. Webster","Presidente Kennedy","Road from highway BR-153 to Itaporã, 12 km west of village of Presidente Kennedy. Fazenda Primavera along Ribeirão Feínho.","-48.6008","-8.5006","400","500","NY01065178_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","1028363","PreservedSpecimen","Plantae","Euphorbiaceae","Manihot","anomala","Manihot anomala","E. P. Heringer","11257","1967","01","08","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1180499' target='other'> <mi>dwc_moreinfo</mi></a>","NY01028363","Distrito Federal","Magnoliophyta","Malpighiales","Pohl","J. A. Kallunki","Brasília","Fercal.","-47.9294","-15.7797",NA,NA,"NY01028363_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","1550680","PreservedSpecimen","Plantae","Euphorbiaceae","Manihot","anomala","Manihot anomala","R. Kral","75178","1988","10","06","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1825086' target='other'> <mi>dwc_moreinfo</mi></a>","NY01550680","Mato Grosso","Magnoliophyta","Malpighiales","Pohl","G. L. Webster",NA,"Ca. 5 kms E of Primavera by BR 070, E aspect","-54.304019","-15.562239","650","650","NY01550680_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","1027139","PreservedSpecimen","Plantae","Euphorbiaceae","Manihot","anomala","Manihot anomala","E. P. Heringer","10841","1966","01","08","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1132637' target='other'> <mi>dwc_moreinfo</mi></a>","NY01027139","Goiás","Magnoliophyta","Malpighiales","Pohl","M. L. L. Martins",NA,"Serra Dourada",NA,NA,NA,NA,"NY01027139_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","1028380","PreservedSpecimen","Plantae","Euphorbiaceae","Manihot","anomala","Manihot anomala pubescens","E. P. Heringer","9710","1960","10","05","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1180979' target='other'> <mi>dwc_moreinfo</mi></a>","NY01028380","Minas Gerais","Magnoliophyta","Malpighiales","(Pohl) D.J.Rogers & Appan","D. J. Rogers; S. G. Appan","Paraopeba",NA,"-44.4042","-19.2744",NA,NA,"NY01028380_01","pubescens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","1028379","PreservedSpecimen","Plantae","Euphorbiaceae","Manihot","anomala","Manihot anomala pubescens","H. S. Irwin","11862","1966","01","20","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1180961' target='other'> <mi>dwc_moreinfo</mi></a>","NY01028379","Goiás","Magnoliophyta","Malpighiales","(Pohl) D.J.Rogers & Appan","D. J. Rogers; S. G. Appan","Itaberaí","Lower slopes of Serra Dourada, ca. 30 km E of Goiás Velho.","-50","-14","650","650","NY01028379_01","pubescens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-06-29 11:30:17-03","UFRJ","RFA","23337","PreservedSpecimen","Plantae","Euphorbiaceae","Manihot","anomala","Manihot anomala","Fernando V. Agarez; Joanito V. Azevedo","16","1990","12","10",NA,"Brasil",NA,NA,"Erva","RFA40418","Mato Grosso do Sul",NA,NA,"Pohl","I. Cordeiro","Corumbá","Morro Urucum","-57.6533012390137","-19.0091991424561",NA,NA,NA,NA,NA,"295160","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-30 12:38:27-03","EAO","IAN","91568","PreservedSpecimen","Plantae","Euphorbiaceae","Manihot","anomala","Manihot anomala pubescens","Pires, JM; Black, GA; Wurdack, JJ; Silva, NT da","6159","1956","12","12","Southern America","Brasil",NA,NA,"Arbusto erecto de 1.5m.; flores esverdeadas.","IAN091568","Pará","Dicotiledônea",NA,"(PohlPohl) D.J.RogersD.J.Rogers & Appan. & Appan.",NA,NA,"Serra do Cachimbo.",NA,NA,NA,NA,NA,"pubescens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-30 12:38:27-03","EAO","IAN","90814","PreservedSpecimen","Plantae","Euphorbiaceae","Manihot","anomala","Manihot anomala pubescens","Macêdo, A","4417","1956","02","24","Southern America","Brasil",NA,NA,"Arbusto campestre. Flores amarelas, folhas domorfas.","IAN090814","Goiás","Dicotiledônea",NA,"(PohlPohl) D.J.RogersD.J.Rogers & Appan. & Appan.","Flora Neotrópica","Niquelândia","Jacuba.","-48.4597015380859","-14.4738998413086",NA,NA,NA,"pubescens",NA,"74171","auto","1973",NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-30 12:38:27-03","EAO","IAN","107540","PreservedSpecimen","Plantae","Euphorbiaceae","Manihot","anomala","Manihot anomala pubescens","Magalhães, M","5009","1948","05","26","Southern America","Brasil",NA,NA,"Arbusto 1-2,00m; flor enverdeada.","IAN107540","Minas Gerais","Dicotiledônea",NA,"(PohlPohl) D.J.RogersD.J.Rogers & Appan. & Appan.","Flora Neotrópica","Ouro Preto","Capeira.","-43.5080986022949","-20.2875003814697",NA,NA,NA,"pubescens",NA,"44599","auto","1973",NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-30 12:38:27-03","EAO","IAN","107540","PreservedSpecimen","Plantae","Euphorbiaceae","Manihot","anomala","Manihot anomala pubescens","Magalhães, M","5009","1948","05","26","Southern America","Brasil",NA,NA,"Arbusto 1-2,00m; flor enverdeada.","IAN107540","Minas Gerais","Dicotiledônea",NA,"(PohlPohl) D.J.RogersD.J.Rogers & Appan. & Appan.","Flora Neotrópica","Ouro Preto","Capeira.","-43.5080986022949","-20.2875003814697",NA,NA,NA,"pubescens",NA,"44599","auto","1973",NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-04-08 17:38:28-03","EAO","IAN","6212","PreservedSpecimen","Plantae","Euphorbiaceae","Manihot","katharinae","Manihot katharinae","Hassler, E","2113",NA,NA,NA,NA,"Paraguai",NA,NA,NA,"IAN006212",NA,"Dicotiledônea",NA,"Pax",NA,NA,NA,NA,NA,NA,NA,"IAN006212_f",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-02 16:28:50-03","CPAN-UFMS","COR","8407","PreservedSpecimen","Plantae","Euphorbiaceae","Manihot","anomala","Manihot anomala","Damasceno-Júnior, G. A.; Garcia, M. M.","1815","1999","11","29",NA,"Brasil",NA,NA,"Arbusto, 3 m de altura; flor creme Habito: Arbusto",NA,"Mato Grosso do Sul",NA,NA,"Pohl","Mendoza, M.","Bonito","Entorno da Gruta do Lago Azul","-56.590556","-21.141944",NA,NA,NA,NA,NA,NA,NA,"2016","01","21","56º35'26''W","21º8'31''S",NA,NA,NA,NA
