"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","identifiedBy","recordedBy","recordNumber","year","month","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","day","infraspecificEpithet","scientificNameAuthorship","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","coordinatePrecision","geoFlag","class","typeStatus","relatedCatalogItem","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","fieldNumber","individualCount"
"30","2020-02-08 09:01:35-03","NBC","NL-BOTANY","L 0007207","PreservedSpecimen","Plantae",NA,"Ericales","Ericaceae","Gaylussacia","montana","Gaylussacia montana angustifolia","Sleumer HO","Sello F",NA,NA,NA,"Southern America","Brazil",NA,NA,"Brasil",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L%20%200007207 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L0007207","NL-L0007207",NA,"angustifolia","(Meisn.) Sleumer",NA,NA,NA,NA,NA,"Magnoliopsidae","isotype","958137405",NA,NA,NA,NA,NA,NA
"31","2020-02-08 09:01:35-03","NBC","NL-BOTANY","L.2593972","PreservedSpecimen","Plantae",NA,"Ericales","Ericaceae","Gaylussacia","montana","Gaylussacia montana angustifolia","Romao GO","Ule EHG",NA,"1892","02","Southern America","Brazil","Minas Gerais",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2593972 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2593972","NL-L2593972","01","angustifolia","(Meisn.) Sleumer",NA,NA,"2009",NA,NA,"Magnoliopsidae",NA,"L 0794698","06","04",NA,NA,NA,NA
"32","2020-02-08 09:01:35-03","NBC","NL-BOTANY","L.2593973","PreservedSpecimen","Plantae",NA,"Ericales","Ericaceae","Gaylussacia","montana","Gaylussacia montana angustifolia",NA,"Glaziou AFM",NA,"1893","11","Southern America","Brazil",NA,NA,"Minas Gerais: Serra da Piedade.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2593973 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2593973","NL-L2593973","19","angustifolia","(Meisn.) Sleumer",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-02-08 09:01:35-03","NBC","NL-BOTANY","L.2593974","PreservedSpecimen","Plantae",NA,"Ericales","Ericaceae","Gaylussacia","montana","Gaylussacia montana montana","Romao GO","Riedel L",NA,NA,NA,"Southern America","Brazil","Minas Gerais",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2593974 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2593974","NL-L2593974",NA,"montana",NA,NA,NA,"2009",NA,NA,"Magnoliopsidae",NA,"L 0794696","06","04",NA,NA,NA,NA
"34","2020-02-08 09:01:35-03","NBC","NL-BOTANY","L.2593975","PreservedSpecimen","Plantae",NA,"Ericales","Ericaceae","Gaylussacia","montana","Gaylussacia montana montana","Romao GO","Glaziou AFM",NA,"1887","08","Southern America","Brazil",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2593975 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2593975","NL-L2593975","24","montana",NA,NA,NA,"2009",NA,NA,"Magnoliopsidae",NA,"L 0794697","06","04",NA,NA,NA,NA
"35","2020-02-08 09:01:35-03","NBC","NL-BOTANY","L.2593976","PreservedSpecimen","Plantae",NA,"Ericales","Ericaceae","Gaylussacia","montana","Gaylussacia montana montana","Romao GO","Travassos L",NA,"1959","04","Southern America","Brazil","Minas Gerais",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2593976 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2593976","NL-L2593976","01","montana",NA,NA,NA,"2009",NA,NA,"Magnoliopsidae",NA,"L 0794699","06","04",NA,NA,NA,NA
"36","2020-02-08 09:01:35-03","NBC","NL-BOTANY","L.2593977","PreservedSpecimen","Plantae",NA,"Ericales","Ericaceae","Gaylussacia","montana","Gaylussacia montana montana","Romao GO","Barreto M",NA,"1936","10","Southern America","Brazil","Minas Gerais",NA,"km 121, Municipio de Santa Luzia.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2593977 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2593977","NL-L2593977","30","montana",NA,NA,NA,"2009",NA,NA,"Magnoliopsidae",NA,"L 0794700","06","04",NA,NA,NA,NA
"37","2020-02-08 09:01:35-03","NBC","NL-BOTANY","L.2593978","PreservedSpecimen","Plantae",NA,"Ericales","Ericaceae","Gaylussacia","montana","Gaylussacia montana montana",NA,"Hatschbach GG; Koczicki C",NA,"1974","10","Southern America","Brazil",NA,NA,"S' Ana do Riacho, arredores, Minas Gerais.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2593978 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2593978","NL-L2593978","25","montana",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-02-08 09:01:35-03","NBC","NL-BOTANY","L.2593979","PreservedSpecimen","Plantae",NA,"Ericales","Ericaceae","Gaylussacia","montana","Gaylussacia montana montana",NA,"Anderson WR; Stieber M; Kirkbride Jr JH",NA,"1972","02","Southern America","Brazil",NA,NA,"The Planalto do Brasil, Estado de Minas Gerais Serra do Espinhaço. Serra do Cipo.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2593979 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2593979","NL-L2593979","18","montana",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA
"39","2020-02-08 09:01:35-03","NBC","NL-BOTANY","L.2593980","PreservedSpecimen","Plantae",NA,"Ericales","Ericaceae","Gaylussacia","montana","Gaylussacia montana montana",NA,"Kuhlmann JG",NA,"1961","01","Southern America","Brazil",NA,NA,"Serra de Cipó - Minas.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2593980 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2593980","NL-L2593980","10","montana",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-02-08 09:01:35-03","NBC","NL-BOTANY","L.2593981","PreservedSpecimen","Plantae",NA,"Ericales","Ericaceae","Gaylussacia","montana","Gaylussacia montana montana",NA,"Barreto M",NA,"1936","10","Southern America","Brazil",NA,NA,"Serra de Cipó, km 131, Município de Santa Luzia.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2593981 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2593981","NL-L2593981","30","montana",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-02-08 09:01:35-03","NBC","NL-BOTANY","L.2593982","PreservedSpecimen","Plantae",NA,"Ericales","Ericaceae","Gaylussacia","montana","Gaylussacia montana montana",NA,"Duarte AP",NA,"1949","12","Southern America","Brazil",NA,NA,"Serra de Cipó, km 140 da Estrada de Conceicão.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2593982 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2593982","NL-L2593982","12","montana",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA
"42","2020-02-08 09:01:35-03","NBC","NL-BOTANY","WAG.1788633","PreservedSpecimen","Plantae",NA,"Ericales","Ericaceae","Gaylussacia","montana","Gaylussacia montana montana",NA,"Hatschbach GG; Koczicki C",NA,"1974","10","Southern America","Brazil",NA,NA,"S' Ana do Riacho, arredores, Minas Gerais.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1788633 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1788633","NL-WAG1788633","25","montana",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA
"43","2020-02-08 09:01:35-03","NBC","NL-BOTANY","L 0007208","PreservedSpecimen","Plantae",NA,"Ericales","Ericaceae","Gaylussacia","montana","Gaylussacia montana organensis",NA,"Glaziou AFM",NA,"1887","01","Southern America","Brazil","Minas Gerais",NA,"Brasil, Estado do Rio: Hautes des Orgaos par Caxambu",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L%20%200007208 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L0007208","NL-L0007208","22","organensis","Sleumer",NA,NA,NA,NA,NA,"Magnoliopsidae","holotype",NA,NA,NA,NA,NA,NA,NA
"44","2020-11-04 10:55:25-03","ESALQ","ESA","135282","PreservedSpecimen","Plantae",NA,NA,"Ericaceae","Gaylussacia","montana","Gaylussacia montana","G.O. Romão","G.O. Romão","2114.0","2007","04",NA,"Brasil","Bahia","Caeté- Açú",NA,NA,NA,NA,NA,"ESA135282",NA,"04",NA,"(Pohl) Sleum",NA,NA,"2011",NA,NA,NA,NA,NA,"10","30",NA,NA,NA,NA
