"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","decimalLongitude","decimalLatitude","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","dayIdentified","fieldNumber","individualCount","county","infraspecificEpithet","sex"
"11","2021-03-30 12:35:08-03","EAO","IAN","145564","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Asteraceae","Stenopadus","affinis","Stenopadus affinis","Maguire, Steyerm. & Wurdack",NA,"Ribeiro, BGS","577","1975","01","23","Southern America","Brasil","Roraima","Serra Surucucú.",NA,NA,NA,"Árvore pequena; inflorescência com invólucro verde, corola branca.","IAN145564",NA,"Barroso, GM","-59.254167","0.737222","1976","08","-59.254167","0.737222",NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-30 12:35:08-03","EAO","IAN","145983","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Asteraceae","Stenopadus","affinis","Stenopadus affinis","Maguire, Steyerm. & Wurdack",NA,"Rosa, NA","269","1975","01","23","Southern America","Brasil","Roraima","Serra Surucucú.",NA,NA,NA,"Árvore de 3m e 20cm de circunferência. Casca preta, madeira dura, estigma cor de vinho e estames brancos.","IAN145983",NA,"Barroso, GM","-59.254167","0.737222","1976",NA,"-59.254167","0.737222",NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-30 12:35:08-03","EAO","IAN","146250","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Asteraceae","Stenopadus","affinis","Stenopadus affinis","Maguire, Steyerm. & Wurdack",NA,"Cordeiro, MR","324","1975","02","24","Southern America","Brasil","Amazonas","Serra de Pirapucu. Margem de igarapé.","2134","2134",NA,"Árvore de 8m de altura em botão.","IAN146250",NA,"Cordeiro, MR",NA,NA,"1981","06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-04-08 17:37:11-03","EAO","IAN","XILO886","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Asteraceae","Stenopadus","affinis","Stenopadus affinis","Maguire, Steyerm. & Wurdack",NA,"Ribeiro, BGS","577","1975","01","23","Southern America","Brasil","Roraima","Serra Surucucú.",NA,NA,NA,"Árvore pequena; inflorescência com invólucro verde, corola branca.","IANXILO886",NA,"Barroso, GM","-59.254167","0.737222","1976","08","-59.254167","0.737222",NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-04-08 17:37:11-03","EAO","IAN","XILO887","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Asteraceae","Stenopadus","affinis","Stenopadus affinis","Maguire, Steyerm. & Wurdack",NA,"Rosa, NA","269","1975","01","23","Southern America","Brasil","Roraima","Serra Surucucú.",NA,NA,NA,"Árvore de 3m e 20cm de circunferência. Casca preta, madeira dura, estigma cor de vinho e estames brancos.","IANXILO887",NA,"Barroso, GM","-59.254167","0.737222","1976",NA,"-59.254167","0.737222",NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-04-08 17:37:11-03","EAO","IAN","XILO888","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Asteraceae","Stenopadus","affinis","Stenopadus affinis","Maguire, Steyerm. & Wurdack",NA,"Cordeiro, MR","324","1975","02","24","Southern America","Brasil","Amazonas","Serra de Pirapucu. Margem de igarapé.","2134","2134",NA,"Árvore de 8m de altura em botão.","IANXILO888",NA,"Cordeiro, MR",NA,NA,"1981","06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-30 12:35:08-03","EAO","IAN","100295","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Asteraceae","Stenopadus","neblinensis","Stenopadus neblinensis","Maguire & Wurdack","isotipo","Maguire, B; Wurdack, JJ","42516","1957","12","25","Southern America","Brasil","Amazonas","The New York Botanical Garden Venezuelan Expediton 1957-58; Cerro de la Neblina, Rio Yatua.&nf;Occasional in high forest along Canon Grande SSW of Cumbre Camp, elev. 1050-1100m.",NA,NA,NA,"Tree 7-12m tall. Corollas and anthers maroon.","IAN100295",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2020-02-08 08:51:42-03","NBC","NL-BOTANY","U 0078373","PreservedSpecimen","Plantae",NA,"Asterales","Compositae","Stenopadus","affinis","Stenopadus affinis","Maguire, Steyerm. & Wurdack",NA,"Maguire B; et al.",NA,NA,NA,NA,"Southern America","Venezuela",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200078373 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0078373",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw17339",NA,NA,NA,NA,NA,NA
"19","2020-02-08 08:51:42-03","NBC","NL-BOTANY","U.1138392","PreservedSpecimen","Plantae",NA,"Asterales","Compositae","Stenopadus","affinis","Stenopadus affinis","Maguire, Steyerm. & Wurdack",NA,"Steyermark JA",NA,"1964","05","03","Southern America","Venezuela",NA,"Estado Bolivar. Bordering zanjones. Cumbre de la parte norte de la seccion sur (division occidental del cerro): a lo largo del Rio Churun, vecindad del campamento sur, sureste del Second Wall.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1138392 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1138392","NL-U1138392",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"20","2020-02-08 08:51:42-03","NBC","NL-BOTANY","U.1138437","PreservedSpecimen","Plantae",NA,"Asterales","Compositae","Stenopadus","cardonae","Stenopadus cardonae","Maguire & Lasser",NA,"Prance GT; Steward JR; Ramos JF; Farias LG",NA,"1989","02","01","Southern America","Brazil",NA,"Territory of Roraima. Serra dos Suruaucus. Savanna on large plateau.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1138437 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1138437","NL-U1138437",NA,"-63.575","2.741667",NA,NA,"-63.575","2.741667","Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"21","2020-02-08 08:51:42-03","NBC","NL-BOTANY","U.1138414","PreservedSpecimen","Plantae",NA,"Asterales","Compositae","Stenopadus","eurylepis","Stenopadus eurylepis","S.F.Blake",NA,"Tillett SS; Ferrigni NR; Zorrilla CJ",NA,"1975","01","29","Southern America","Venezuela",NA,"Alrededores de Estacion D1 (C). Campamento Base, (al O del Savana Hills Camp de Tate), las filas con crest slope vegetation. Cerro Duida, al N de La Esmeralda, en el Alto Rio Orinoco, Territorio Federal Amazonas.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1138414 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1138414","NL-U1138414",NA,"-65.516667","3.166667",NA,NA,"-65.516667","3.166667","Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"22","2020-02-08 08:51:42-03","NBC","NL-BOTANY","U 0001341","PreservedSpecimen","Plantae",NA,"Asterales","Compositae","Stenopadus","neblinensis","Stenopadus neblinensis","Maguire & Wurdack","isotype","Maguire B; Wurdack JJ; et al.",NA,"1957","12","25","Southern America","Venezuela","Amazonas","Cerro de la Neblina, Rio YatuaTerritorio Amazonasalong Canon Grande SSW of Cumbre Camp",NA,NA,NA,"in high forest<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200001341 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0001341","NL-U0001341",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","82886 B",NA,NA,NA,NA,NA,NA
"23","2020-02-08 08:51:42-03","NBC","NL-BOTANY","U.1138418","PreservedSpecimen","Plantae",NA,"Asterales","Compositae","Stenopadus","talaumifolius","Stenopadus talaumifolius","S.F.Blake",NA,"Holst BK",NA,"1987","03","30","Southern America","Venezuela",NA,"Piar: Auyan-tepui, summit in south central region, headwaters of Rio Churun.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1138418 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1138418","NL-U1138418",NA,"-62.533333","5.85",NA,NA,"-62.533333","5.85","Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"24","2020-02-08 08:51:42-03","NBC","NL-BOTANY","U.1138442","PreservedSpecimen","Plantae",NA,"Asterales","Compositae","Stenopadus","talaumifolius","Stenopadus talaumifolius","S.F.Blake",NA,"Clarke HD; David K; Chin C; Perry C",NA,"1997","07","16","Southern America","Guyana","Cuyuni-Mazaruni",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1138442 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1138442","NL-U1138442","Funk VA","-61.2","5.816667",NA,NA,"-61.2","5.816667","Magnoliopsidae","U 0069294",NA,NA,NA,NA,NA,NA
"25","2020-02-08 08:51:42-03","NBC","NL-BOTANY","U.1138443","PreservedSpecimen","Plantae",NA,"Asterales","Compositae","Stenopadus","talaumifolius","Stenopadus talaumifolius","S.F.Blake",NA,"Clarke HD; Hollowell T; David K; Chin C; Perry C",NA,"1997","07","07","Southern America","Guyana","Cuyuni-Mazaruni",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1138443 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1138443","NL-U1138443","Funk VA","-61.15","5.816667",NA,NA,"-61.15","5.816667","Magnoliopsidae","U 0047273",NA,NA,NA,NA,NA,NA
"26","2020-02-08 08:51:42-03","NBC","NL-BOTANY","U.1138444","PreservedSpecimen","Plantae",NA,"Asterales","Compositae","Stenopadus","talaumifolius","Stenopadus talaumifolius","S.F.Blake",NA,"Redden KM; Williams (Guyana) R; Paul C",NA,"2004","01","26","Southern America","Guyana","Cuyuni-Mazaruni","Guyana. Cuyuni-Mazaruni Region. Pakaraima Mts., Imbaimadai, Karowrieng River. Base of tepui at rock paintings. 1.39 mi N. of Base Camp 2.",NA,NA,NA,"Well drained rocky soils.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1138444 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1138444","NL-U1138444","Funk VA","-60.224444","5.667778",NA,NA,"-60.224444","5.667778","Magnoliopsidae","U 0228014",NA,NA,NA,NA,NA,NA
"27","2020-02-08 08:51:42-03","NBC","NL-BOTANY","U.1138446","PreservedSpecimen","Plantae",NA,"Asterales","Compositae","Stenopadus","talaumifolius","Stenopadus talaumifolius","S.F.Blake",NA,"Boom B; Gopaul D",NA,"1987","04","23","Southern America","Guyana",NA,"Upper Mazaruni river region, Karowtipu Mountain. Savanna at E end of Mountain.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1138446 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1138446","NL-U1138446",NA,"-60.583333","5.75",NA,NA,"-60.583333","5.75","Magnoliopsidae","U 0160133",NA,NA,NA,NA,NA,NA
"28","2020-02-08 08:51:42-03","NBC","NL-BOTANY","U.1138445","PreservedSpecimen","Plantae",NA,"Asterales","Compositae","Stenopadus","talaumifolius","Stenopadus talaumifolius","S.F.Blake",NA,"Clarke HD; Williams (Guyana) R; Perry C; Tripp EA; Kelly J",NA,"2001","06","18","Southern America","Guyana","Potaro-Siparuni","Guyana. Potaro-Siparuni Region. Mt. Ayanaganna, east face, plateau above second of four escarpments.",NA,NA,NA,"Scrub forest on sandstone and peat, with Clusia, Pagamea, and Sphagnum.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1138445 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1138445","NL-U1138445","Funk VA","-59.9725","5.376944","2002","07","-59.9725","5.376944","Magnoliopsidae","U 0228601","01",NA,NA,NA,NA,NA
"29","2021-03-01 16:25:19-03","UNICAMP","UEC","145877","S","Plantae","Magnoliopsida",NA,"Asteraceae","Stenopadus","talaumifolius","Stenopadus talaumifolius","S.F.Blake",NA,"Souza-Buturi, FO; Ferreira, GE; Vechi, HR","383","2014","07","12",NA,"Venezuela","Monte Roraima","Vale do Arapopozinho,, próximo à caverna, área alagada.",NA,NA,NA,"Arbusto ca. 3 m alt.; folhas coriáceas, discolores, face adaxial verde brilhante, abaxial verde com indumento castanho que se solta facilmente; botões florais enegrecidos; brácteas involucrais vináceas; páleas creme-esverdeadas; flor","UEC173854",NA,"Souza-Buturi, FO",NA,NA,"2014",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-01 16:25:19-03","UNICAMP","UEC","209381","S","Plantae","Magnoliopsida",NA,"Asteraceae","Stenopadus","talaumifolius","Stenopadus talaumifolius","S.F.Blake",NA,"Souza-Buturi, FO; Ferreira, GE; Vechi, HR","385","2014","07","13",NA,"Brazil","Roraima","Monte Roraima.Vale do Coati, próximo à ponte de ac, Á margem do rio, local enxarcado.",NA,NA,NA,"Arbusto 2-2,5 m alt.; ramos levemente avermelhados; folhas coriáceas brilhantes; brácteas involucrais verde-amaronzadas, as mais internas com margem vinácea; corola com lacínios lilás; anteras creme, estilete creme com o ápice lilás.","UEC173846",NA,"Souza-Buturi, FO",NA,NA,"2014",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2015-10-03 03:13:28-03","MNHN","RECOLNAT_MNHN_P","P00724885","PreservedSpecimen",NA,NA,NA,"Asteraceae","Stenopadus","affinis","Stenopadus affinis","Maguire, Steyerm. & Wurdack",NA,"Steyermark, J.A.",NA,"1964","5","3",NA,"venezuela",NA,"Estado Bolivar. Cumbre de la parte norte de la seccion sur (division occidental del cerro): a lo largo del Rio Churun, vecindad del campamento sur, sureste del Second Wall","1690",NA,"hb","Expedición Auyan-tepui <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00724885' target='other'> <mi>dwc_moreinfo</mi></a>","P00724885","P00724885_01 P00724885_02","Aristeguieta",NA,NA,NA,NA,NA,NA,NA,NA,NA,"93318",NA,NA,NA,NA
"32","2015-10-03 03:13:00-03","MNHN","RECOLNAT_MNHN_P","P00724886","PreservedSpecimen",NA,NA,NA,"Asteraceae","Stenopadus","affinis","Stenopadus affinis","Maguire, Steyerm. & Wurdack",NA,"Maguire, B.|Steyermark, J.A.|Maguire, C.K.",NA,"1962","9","3",NA,"venezuela",NA,"Estado Bolivar, Rio Chicanan. Along waterfell, Cerro Piton. Cordillera Epicara","400",NA,"hb","Exploration of the Alto Rio Cuyuni <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00724886' target='other'> <mi>dwc_moreinfo</mi></a>","P00724886","P00724886_01 P00724886_02","Aristeguieta",NA,NA,NA,NA,NA,NA,NA,NA,NA,"53572",NA,NA,NA,NA
"33","2015-09-05 09:44:28-03","MNHN","RECOLNAT_MNHN_P","P00703401","PreservedSpecimen",NA,NA,NA,"Asteraceae","Stenopadus","neblinensis","Stenopadus neblinensis","Maguire & Wurdack","isotype","Maguire, B.|J Wurdack, J.|Maguire, C.K.",NA,"1957","12","25",NA,"Venezuela",NA,"Territorio de Amazonas: Cerro de la neblina , rio Yatua, along Canon Grande SSW of Cumbre camp","1050","1100","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00703401' target='other'> <mi>dwc_moreinfo</mi></a>","P00703401","P00703401_01 P00703401_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"42516",NA,NA,NA,NA
"34","2015-10-02 22:23:56-03","MNHN","RECOLNAT_MNHN_P","P00724892","PreservedSpecimen",NA,NA,NA,"Asteraceae","Stenopadus","talaumifolius","Stenopadus talaumifolius","Blake",NA,"Boom, B.M.|Gopaul, D.",NA,"1987","4","23",NA,"guyana",NA,"Upper Mazaruni River Region, Karowtipu Mountain, at end of mountain","1000",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00724892' target='other'> <mi>dwc_moreinfo</mi></a>","P00724892","P00724892_01 P00724892_02","Pruski","-60.58333","5.75",NA,NA,NA,NA,NA,NA,NA,"7649",NA,NA,NA,NA
"35","2012-11-04 08:14:00-02","MO","MOBOT","576154","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Stenopadus","cardonae","Stenopadus cardonae","Maguire & Lasser",NA,"Bruce K. Holst|Julian A. Steyermark|Bruno J. Manara","Holst 2239","1985","4","5","South America","Venezuela","Bolívar","Gran Sabana. Mareman-Parú, 50 kms. al N de Kama-Meru. Aprox. 61º25'W, 5º40'N, alt. 1300 m. Bosque de Galería.","1300.00000000",NA,NA,NA,NA,NA,"R.M. King","-61.41666","5.66666",NA,NA,NA,NA,NA,NA,NA,"85-28","3",NA,NA,NA
"36","2008-05-27 22:02:00-03","MO","MOBOT","1205620","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Stenopadus","talaumifolius","Stenopadus talaumifolius","S.F. Blake",NA,"Paul E. Berry|et al.","Berry 6574","1997","11","14","South America","Venezuela","Bolívar","1-3 km NW of Luepa along unpaved road to Minicentral La Ciudadela. Mixture of savanna, shrubland, and gallery forest on white sand.","1300.00000000","1400.00000000",NA,NA,NA,NA,NA,"-61.48333","5.86666",NA,NA,NA,NA,NA,NA,NA,"252","5",NA,NA,NA
"37","2020-06-16 16:38:00-03","MO","MOBOT","568756","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Stenopadus","talaumifolius","Stenopadus talaumifolius","S.F. Blake",NA,"Ronald L. Liesner","Liesner 16621","1984","3","15","South America","Venezuela","Amazonas","Cerro de La Neblina Camp IV. 15 km NNE of Pico Phelps. North branch of river in canyon.","780.00000000",NA,NA,NA,NA,NA,"H.-G.Kim (LL,TEX)","-65.95","0.85",NA,NA,NA,NA,NA,NA,NA,"84-58","5","Río Negro",NA,NA
"38","2008-05-27 22:02:00-03","MO","MOBOT","568795","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Stenopadus","talaumifolius","Stenopadus talaumifolius","S.F. Blake",NA,"Ronald L. Liesner","Liesner 17745","1985","2","20","South America","Venezuela","Amazonas","Atabapo. Slope of Cerro de Marahuaca; Steep irregular slope between Río Yameduaka arriba and base of cliff. 3º38'N, 65º28'W, elev. 1225 m. to 1400 m.","1225.00000000","1400.00000000",NA,NA,NA,NA,"H.-G.Kim & R.K.Jansen(LL,TEX)","-65.46666","3.63333",NA,NA,NA,NA,NA,NA,NA,"85-7","3",NA,NA,NA
"39","2008-05-27 22:02:00-03","MO","MOBOT","568987","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Stenopadus","talaumifolius","Stenopadus talaumifolius","S.F. Blake",NA,"Ronald L. Liesner","Liesner 19776","1985","11","9","South America","Venezuela","Bolívar","0 to 6 km SE of El Puaji. Savannah and forest. Elev. 800 to 900 m, 4º30'N, 61º35'W.","800.00000000","900.00000000",NA,NA,NA,NA,"J. Pruski (NY)","-61.58333","4.5",NA,NA,NA,NA,NA,NA,NA,"85-53","3",NA,NA,NA
"40","2010-10-27 09:20:00-02","MO","MOBOT","575734","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Stenopadus","talaumifolius","Stenopadus talaumifolius","S.F. Blake",NA,"Paul E. Berry|Otto Huber|Judith Rosales C.","Berry 4817","1991","2","28","South America","Venezuela","Amazonas","Departamento Atures. Sierra Maigualida, NW sector, small valley along an upper tributary of Caño Iguana.","2000.00000000",NA,NA,NA,NA,NA,NA,"-65.25","5.5",NA,NA,NA,NA,NA,NA,NA,"86","5",NA,NA,NA
"41","2008-05-27 22:02:00-03","MO","MOBOT","576130","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Stenopadus","talaumifolius","Stenopadus talaumifolius","S.F. Blake",NA,"Bruce K. Holst","Holst 3803","1987","3","30","South America","Venezuela","Bolívar","PIAR: Auyan-tepui, summit in south central region, headwaters of Río Churun. In dense, dry, Blepharandra hypoleuca forest.","1700.00000000","1800.00000000",NA,NA,NA,NA,"John Pruski (NY)","-62.53333","5.85",NA,NA,NA,NA,NA,NA,NA,"87-75","4",NA,NA,NA
"42","2020-06-16 16:38:00-03","MO","MOBOT","589287","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Stenopadus","talaumifolius","Stenopadus talaumifolius","S.F. Blake",NA,"Ronald L. Liesner","Liesner 16663","1984","3","15","South America","Venezuela","Amazonas","Cerro de La Neblina Camp IV. 15 km NNE of Pico Phelps. North branch of river in canyon.","780.00000000",NA,NA,NA,NA,NA,"John Pruski (NY)","-65.95","0.85",NA,NA,NA,NA,NA,NA,NA,"84-58","4","Río Negro",NA,NA
"43","2008-05-27 22:02:00-03","MO","MOBOT","590081","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Stenopadus","talaumifolius","Stenopadus talaumifolius","S.F. Blake",NA,"Ronald L. Liesner","Liesner 18346","1985","3","6","South America","Venezuela","Amazonas","Atabapo. 8 to 20 m tall, acidic forest on slope of Huachamacari. 3º39'N, 65º42'W, elev. 850 m.","850.00000000",NA,NA,NA,NA,NA,"Pruski in Bol. Mus. Goeldi 7(2): 383.","-65.7","3.65",NA,NA,NA,NA,NA,NA,NA,"85-22","3",NA,NA,NA
