"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","county","decimalLongitude","decimalLatitude","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","typeStatus","infraspecificEpithet"
"11","2020-12-11 11:34:57-03","UFMG","BHCB","6716","PreservedSpecimen","Plantae","Dicotyledon",NA,"Droseraceae","Drosera","graomogolensis","Drosera graomogolensis","T.Silva",NA,"Martinelli, G; et al.","11272","1985","07","23","Southern America","Brasil","Minas Gerais","Serra da Canastra.",NA,NA,NA,"Campo;terrestre;saxícola;planta vermelha;infloresc.vermelha;",NA,NA,"Botumirim","-43.010799407959","-16.872200012207",NA,NA,NA,NA,NA,"39434","auto",NA,NA
"12","2011-02-28 15:07:00-03","MO","MOBOT","3151035","PreservedSpecimen","Plantae",NA,NA,"Droseraceae","Drosera","graomogolensis","Drosera graomogolensis","T. Silva","J. Kallunki","Bassett Maguire|Geraldo M. Magalhães|Celia K. Maguire","Maguire 49217","1960","8","16","South America","Brazil","Minas Gerais","Serra Grao Mogul, north base of mountain.","600.00000000","700.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2014-08-23 05:36:00-03","MO","MOBOT","3152068","PreservedSpecimen","Plantae",NA,NA,"Droseraceae","Drosera","graomogolensis","Drosera graomogolensis","T. Silva","T.R. dos Santos Silva","Howard S. Irwin|R. Reis dos Santos|R. Souza|S.F. da Fonsêca","Irwin 23452","1969","2","17","South America","Brazil","Minas Gerais","Wet margins of outcrops. Wet sandy campo with low outcrops, ca. 16 km west of Grão Mogol.","950.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2019-08-02 10:21:19-03","CPATSA","HTSA","5245","PreservedSpecimen","Plantae",NA,NA,"Droseraceae","Drosera","graomogolensis","Drosera graomogolensis","T. Silva",NA,"Santos, J.F.S.","24","2011","09","06",NA,"Brasil","Minas Gerais","Na margem direita do Rio do Peixe.","790","790",NA,"Erva vermelhas, face abaxial das folhas cobertas por tricomas brancos, corola rosa.; Crescendo em solo arenoso úmido em ilhas de vegetação e sobre areia com Sphagnum sp. Simpátrica com Genlisea spp., Utricularia spp. e outras Drosera spp.",NA,NA,"Botumirim","-43.0225","-17.542222",NA,NA,NA,"-43.0225","-17.542222",NA,NA,NA,NA
"15","2019-11-13 11:19:05-03","USP","SPF","125242","PreservedSpecimen","Plantae",NA,NA,"Droseraceae","Drosera","graomogolensis","Drosera graomogolensis","T.R.S.Silva","Silva, TRS","Maguire, B","49217","1960","08","16",NA,"Brasil","Minas Gerais","Serra Grão Mogol, north base of mountain.","600","700",NA,NA,"SPF00125242",NA,NA,NA,NA,"1998",NA,NA,NA,NA,NA,NA,NA,NA
"16","2019-11-13 11:19:05-03","USP","SPF","139168","PreservedSpecimen","Plantae",NA,NA,"Droseraceae","Drosera","graomogolensis","Drosera graomogolensis","T.R.S.Silva","Rivadavia, F","Rivadavia, F","615","1997","03","05",NA,"Brasil","Minas Gerais",NA,"1420","1420",NA,NA,"SPF00139168",NA,"Itacambira","-43.354528","-17.106389",NA,NA,NA,"-43.354528","-17.106389",NA,NA,NA,NA
"17","2019-11-13 11:19:05-03","USP","SPF","157094","PreservedSpecimen","Plantae",NA,NA,"Droseraceae","Drosera","graomogolensis","Drosera graomogolensis","T.R.S.Silva","Rivadavia, F","Rivadavia, F","1142","1999","07","14",NA,"Brasil","Minas Gerais",NA,"1350","1350",NA,NA,"SPF00157094",NA,"Itacambira","-43.354528","-17.106389",NA,NA,NA,"-43.354528","-17.106389",NA,NA,NA,NA
"18","2019-11-13 11:19:05-03","USP","SPF","157095","PreservedSpecimen","Plantae",NA,NA,"Droseraceae","Drosera","graomogolensis","Drosera graomogolensis","T.R.S.Silva","Rivadavia, F","Rivadavia, F","1256","2001","10","12",NA,"Brasil","Minas Gerais",NA,"700","700",NA,NA,"SPF00157095",NA,"Grão Mogol","-42.961028","-16.604889",NA,NA,NA,"-42.961028","-16.604889",NA,NA,NA,NA
"19","2019-11-13 11:19:05-03","USP","SPF","157097","PreservedSpecimen","Plantae",NA,NA,"Droseraceae","Drosera","graomogolensis","Drosera graomogolensis","T.R.S.Silva","Rivadavia, F","Rivadavia, F","1294","2001","10","14",NA,"Brasil","Minas Gerais",NA,"1350","1350",NA,NA,"SPF00157097",NA,"Itacambira","-43.354528","-17.106389",NA,NA,NA,"-43.354528","-17.106389",NA,NA,NA,NA
"20","2019-11-13 11:19:05-03","USP","SPF","157098","PreservedSpecimen","Plantae",NA,NA,"Droseraceae","Drosera","graomogolensis","Drosera graomogolensis","T.R.S.Silva","Rivadavia, F","Rivadavia, F","1367","2002","07","30",NA,"Brasil","Minas Gerais",NA,"1350","1350",NA,NA,"SPF00157098",NA,"Itacambira","-43.354528","-17.106389",NA,NA,NA,"-43.354528","-17.106389",NA,NA,NA,NA
"21","2021-03-15 18:26:39-03","USP","SPF","209204","PreservedSpecimen","Plantae",NA,NA,"Droseraceae","Drosera","graomogolensis","Drosera graomogolensis","T.R.S.Silva","Gonella, PM","Gonella, PM; et al.","486","2011","09","07",NA,"Brasil","Minas Gerais","Capim Puba, Fazenda do seu Zezito, beira da estrada de terra.","790","790",NA,"Ervas vermelhas com tricomas brancos na face abaxial das folhas, corola rosa. Crescendo em solo seco entre gramíneas esparsas.; Campo rupestre, solo arenoso e pedregoso. Área usada como pasto para gado.","SPF00209204",NA,"Grão Mogol","-42.987172","-16.658272","2013",NA,NA,"-42.987172","-16.658272",NA,NA,NA,NA
"22","2021-03-15 18:26:39-03","USP","SPF","209212","PreservedSpecimen","Plantae",NA,NA,"Droseraceae","Drosera","graomogolensis","Drosera graomogolensis","T.R.S.Silva","Gonella, PM","Gonella, PM; Baleeiro, P; Andrino, CO; Sano, PT","590","2013","03","07",NA,"Brasil","Minas Gerais","Várzea da Estiva, margem esquerda da várzea.","780","780",NA,"Ervas com folhas vermelhas, tricomas da face abaxial da folha brancos. Crescendo em solo arenoso úmido entre gramíneas esparsas. Simpátrica com D. tomentosa var. tomentosa.; Margem de vereda com buritis, solo arenoso úmido com aflora","SPF00209212",NA,"Botumirim","-43.088928","-17.143067","2013",NA,NA,"-43.088928","-17.143067",NA,NA,NA,NA
"23","2021-03-15 18:26:39-03","USP","SPF","209213","PreservedSpecimen","Plantae",NA,NA,"Droseraceae","Drosera","graomogolensis","Drosera graomogolensis","T.R.S.Silva","Gonella, PM","Gonella, PM; et al.","485","2011","09","07",NA,"Brasil","Minas Gerais","Estrada Grão Mogol - Montes Claros, km 48, em região brejosa descendo do Morro do Jambeiro entre a ponte para Cristália o Córrego da Escura.","730","730",NA,"Ervas com folhas vermelhas (esverdeadas quando em locais sombreados) cobertas por tricomas brancos abaxialmente e tentáculos vermelhos adaxialmente, escapo floral e sépalas vermelhas, corola rosa, anteras amarelas. Em alguns pontos,","SPF00209213",NA,"Grão Mogol","-42.915072","-16.588811","2013",NA,NA,"-42.915072","-16.588811",NA,NA,NA,NA
"24","2021-03-15 18:26:39-03","USP","SPF","209219","PreservedSpecimen","Plantae",NA,NA,"Droseraceae","Drosera","graomogolensis","Drosera graomogolensis","T.R.S.Silva","Gonella, PM","Gonella, PM","358","2010","08","12",NA,"Brasil","Minas Gerais","Estrada Grão Mogol - Montes Claros, km 48, em região brejosa descendo do Morro do Jambeiro entre a ponte para Cristália e o Córrego da Escura.","715","715",NA,"Ervas com folhas mortas com líquens epífitos, folhas vermelhas, verdes quando em locais sombreados, cobertas por tricomas brancos abaxialmente e tentáculos vermelhos adaxialmente, escapo floral e sépalas vermelhas, corola rosa, anter","SPF00209219",NA,"Grão Mogol","-42.915219","-16.589181","2013",NA,NA,"-42.915219","-16.589181",NA,NA,NA,NA
"25","2021-03-15 18:26:39-03","USP","SPF","209220","PreservedSpecimen","Plantae",NA,NA,"Droseraceae","Drosera","graomogolensis","Drosera graomogolensis","T.R.S.Silva","Gonella, PM","Gonella, PM; Sano, PT; Watanabe, MTC; Santos, MF","388","2011","02","12",NA,"Brasil","Minas Gerais","Estrada entre o povoado de Canta Galo e a Várzea da Estiva, em campo úmido à direita da estrada logo antes da Várzea da Estiva.","795","795",NA,"Ervas com folhas vermelhas, abaxialmente cobertas por tricomas brancos, adaxialmente por tentáculos vermelhos, flores passadas. Simpátrica com D. hirtella e Utricularia subulata.; Margem de nascente sazonal, solo arenoso úmido com gr","SPF00209220",NA,"Botumirim","-43.086514","-17.138464","2013",NA,NA,"-43.086514","-17.138464",NA,NA,NA,NA
"26","2021-03-15 18:26:39-03","USP","SPF","209221","PreservedSpecimen","Plantae",NA,NA,"Droseraceae","Drosera","graomogolensis","Drosera graomogolensis","T.R.S.Silva","Gonella, PM","Gonella, PM; Sano, PT; Watanabe, MTC; Santos, MF","371","2011","02","10",NA,"Brasil","Minas Gerais","Margem direita do Rio do Peixe, próximo a área utilizada para banho.","696","696",NA,"Ervas com folhas vermelhas a vináceas, abaxialmente cobertas por tricomas brancos, adaxialmente por tentáculos vermelhos. Crescendo sobre rochas úmidas ou sobre solo arenoso úmido, geralmente associadas a Sphagnum sp., totalmente exp","SPF00209221",NA,"Botumirim","-43.007778","-16.919472","2013",NA,NA,"-43.007778","-16.919472",NA,NA,NA,NA
"27","2021-03-15 18:26:39-03","USP","SPF","209233","PreservedSpecimen","Plantae",NA,NA,"Droseraceae","Drosera","graomogolensis","Drosera graomogolensis","T.R.S.Silva","Gonella, PM","Gonella, PM; et al.","478","2011","09","06",NA,"Brasil","Minas Gerais","Margem direita do Rio do Peixe.","790","790",NA,"Ervas vermelhas, face abaxial das folhas cobertas por tricomas brancos, corola rosa. Crescendo em solo arenoso úmido em ilhas de vegetação e sobre areia com Sphagnum sp. Bastante abundante localmente. Simpátrica com Genlisea spp., Ut","SPF00209233",NA,"Botumirim","-43.008028","-16.940556","2013",NA,NA,"-43.008028","-16.940556",NA,NA,NA,NA
"28","2019-11-13 11:19:05-03","USP","SPF","22860","PreservedSpecimen","Plantae",NA,NA,"Droseraceae","Drosera","graomogolensis","Drosera graomogolensis","T.R.S.Silva","Anônimo","Cordeiro, I","CFCR933","1981","04","15",NA,"Brasil","Minas Gerais","Estrada Grão Mogol - Cristália.",NA,NA,NA,NA,"SPF00022860",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"paratype",NA
"29","2021-03-15 18:26:39-03","USP","SPF","209225","PreservedSpecimen","Plantae",NA,NA,"Droseraceae","Drosera","graomogolensis","Drosera graomogolensis","T.R.S.Silva","Gonella, PM","Gonella, PM; Sano, PT; Watanabe, MTC; Santos, MF","382","2011","02","11",NA,"Brasil","Minas Gerais","Trilha para cachoeira Véu das Noivas, subindo por leito de riacho que corta a trilha.","800","800",NA,"Ervas com folhas vermelhas, abaxialmente cobertas por tricomas brancos, adaxialmente por tentáculos vermelhos, flores passadas. Crescendo em solo arenoso seco, em alguns pontos sobre cascalho de quartzo, entre gramíneas esparsas a de","SPF00209225",NA,"Grão Mogol","-42","-16.596439","2013",NA,NA,"-42","-16.596439",NA,NA,NA,NA
"30","2021-03-12 16:33:20-03","USP","SPF","71286","PreservedSpecimen","Plantae",NA,NA,"Droseraceae","Drosera","graomogolensis","Drosera graomogolensis","T.R.S.Silva",NA,"Silva, TRS; Pirani, JR; Esteves, GL; Campos, MTVA","CFCR13506","1990","09","07",NA,"Brasil","Minas Gerais","Córrego da Bonita, subida para o Morro Jambeiro.","800","800",NA,"Ervas formando densa população em solo arenoso entre gramíneas, local seco mas com <u>Lycopodium</u>. Folhas, tricomas, pedúnculo floral e cálice vináceos, pétalas róseas, anteras amarelas.","SPF00071286","SPF00071286","Grão Mogol","-42.933333","-16.583333",NA,NA,NA,"-42.933333","-16.583333",NA,NA,"holotype",NA
"31","2019-11-13 11:19:05-03","USP","SPF","110484","PreservedSpecimen","Plantae",NA,NA,"Droseraceae","Drosera","graomogolensis","Drosera graomogolensis","T.R.S.Silva","Silva, TRS","Rivadavia, F","334","1994","12","20",NA,"Brasil","Minas Gerais","Serra da Canastra",NA,NA,NA,NA,"SPF00110484",NA,"Botumirim","-43.010799407959","-16.872200012207","1996","08",NA,NA,NA,"39434","auto",NA,NA
"32","2019-11-13 11:19:05-03","USP","SPF","93223","PreservedSpecimen","Plantae",NA,NA,"Droseraceae","Drosera","graomogolensis","Drosera graomogolensis","T.R.S.Silva","Silva, TRS","Rivadavia, F","297","1994","09","08",NA,"Brasil","Minas Gerais",NA,"700","700",NA,NA,"SPF00093223",NA,"Grão Mogol","-42.8897018432617","-16.5594005584717","1999",NA,NA,NA,NA,"67219","auto",NA,NA
"33","2019-11-13 11:19:05-03","USP","SPF","71287","PreservedSpecimen","Plantae",NA,NA,"Droseraceae","Drosera","graomogolensis","Drosera graomogolensis","T.R.S.Silva","Anônimo","Silva, TRS","CFCR13478","1990","09","06",NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,"SPF00071287",NA,"Grão Mogol","-42.8897018432617","-16.5594005584717",NA,NA,NA,NA,NA,"67219","auto","paratype",NA
"34","2019-11-13 11:19:05-03","USP","SPF","39839","PreservedSpecimen","Plantae",NA,NA,"Droseraceae","Drosera","graomogolensis","Drosera graomogolensis","T.R.S.Silva","Anônimo","Cavalcanti, TB","CFCR8510","1985","09","05",NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,"SPF00039839",NA,"Grão Mogol","-42.8897018432617","-16.5594005584717",NA,NA,NA,NA,NA,"67219","auto",NA,NA
"35","2019-11-13 11:19:05-03","USP","SPF","157096","PreservedSpecimen","Plantae",NA,NA,"Droseraceae","Drosera","graomogolensis","Drosera graomogolensis","T.R.S.Silva","Rivadavia, F","Rivadavia, F","1264","2001","10","12",NA,"Brasil","Minas Gerais",NA,"700","700",NA,NA,"SPF00157096",NA,"Grão Mogol","-42.8897018432617","-16.5594005584717",NA,NA,NA,NA,NA,"67219","auto",NA,NA
"36","2019-11-13 11:19:05-03","USP","SPF","124463","PreservedSpecimen","Plantae",NA,NA,"Droseraceae","Drosera","graomogolensis","Drosera graomogolensis","T.R.S.Silva","Rapini, A","Rapini, A","336","1997","09","26",NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,"SPF00124463",NA,"Grão Mogol","-42.8897018432617","-16.5594005584717","1997","10",NA,NA,NA,"67219","auto",NA,NA
"37","2019-11-13 11:19:05-03","USP","SPF","93199","PreservedSpecimen","Plantae",NA,NA,"Droseraceae","Drosera","graomogolensis","Drosera graomogolensis","T.R.S.Silva","Silva, TRS","Rivadavia, F","287","1994","06","03",NA,"Brasil","Minas Gerais","Morro do Jambeiro",NA,NA,NA,NA,"SPF00093199",NA,"Grão Mogol","-42.8897018432617","-16.5594005584717","1996","03",NA,NA,NA,"67219","auto",NA,NA
"38","2019-11-13 11:19:05-03","USP","SPF","110483","PreservedSpecimen","Plantae",NA,NA,"Droseraceae","Drosera","graomogolensis","Drosera graomogolensis","T.R.S.Silva","Rivadavia, F","Rivadavia, F","325","1994","07","17",NA,"Brasil","Minas Gerais",NA,"1250","1250",NA,NA,"SPF00110483",NA,"Itacambira","-43.3088989257812","-17.0646991729736",NA,NA,NA,NA,NA,"48089","auto",NA,NA
"39","2020-11-12 16:58:46-03","UEL","FUEL","20279","PreservedSpecimen","Plantae","Tracheophyta","Caryophyllales","Droseraceae","Drosera","graomogolensis","Drosera graomogolensis graomogolensis","T.Silva","Saridakis, DP","Saridakis, DP; Lopes, FR; Dias, MC","s.n.","1995","10","14",NA,"Brasil","Minas Gerais","Base do Morro do Jambeiro, próx. estrada p. Grão-M, Próximo à estrada para Grão-Mongol",NA,NA,NA,NA,NA,NA,"Grão Mogol","-42.8897018432617","-16.5594005584717","2008","08","08",NA,NA,"67219","auto",NA,"graomogolensis"
"40","2020-12-10 11:27:36-03","IBt","SP","397376","S","Plantae",NA,NA,"Droseraceae","Drosera","graomogolensis","Drosera graomogolensis","T.R.S.Silva",NA,"Martinelli, G","11272","1985","07","23",NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,"Botumirim","-43.010799407959","-16.872200012207",NA,NA,NA,NA,NA,"39434","auto",NA,NA
"41","2020-09-10 10:17:51-03","IBt","SP","312529","S","Plantae",NA,NA,"Droseraceae","Drosera","graomogolensis","Drosera graomogolensis","T.R.S.Silva",NA,"Rapini, A","336","1997","09","26",NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,"Grão Mogol","-42.8897018432617","-16.5594005584717",NA,NA,NA,NA,NA,"67219","auto",NA,NA
"42","2019-11-21 10:03:36-03","IBt","SP","312384","S","Plantae",NA,NA,"Droseraceae","Drosera","graomogolensis","Drosera graomogolensis","T.R.S.Silva","Silva, TRS","Cavalcanti, TB; Zappi, DC; Pirani, JR; Mello-Silva, R","CFCR8510","1985","09","05",NA,"Brasil","Minas Gerais","A 7 km de Grão Mogol",NA,NA,NA,NA,"SP003374","SP003374","Grão Mogol","-42.8897018432617","-16.5594005584717","1997",NA,NA,NA,NA,"67219","auto","Paratype",NA
"43","2019-11-21 10:03:36-03","IBt","SP","203755","S","Plantae",NA,NA,"Droseraceae","Drosera","graomogolensis","Drosera graomogolensis","T.R.S.Silva","Silva, TRS","Wanderley, MGL; Cerati, TM; Kral, R","842","1985","07","09",NA,"Brasil","Minas Gerais","Vargem do Quartel, 8 km WSW","500","650",NA,NA,NA,NA,"Grão Mogol","-42.8897018432617","-16.5594005584717",NA,NA,NA,NA,NA,"67219","auto",NA,NA
