"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","yearIdentified","monthIdentified","coordinatePrecision","geoFlag","dayIdentified","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","typeStatus","class","relatedCatalogItem"
"11","2020-06-29 09:31:39-03","UFRRJ","RBR","36855","S","Plantae",NA,NA,"Myrtaceae","Neomitranthes","stictophylla","Neomitranthes stictophylla","(G.M.Barroso & Peixoto) M.C.Souza.","A. Peixoto","3178","1985","02","02",NA,"Brasil","Espírito Santo","Linhares","Reserva Florestal da CRVD","-40.0722007751465","-19.3910999298096",NA,NA,"RBR00036855","RBR00036855","M.C. Souza, A.T.L. Brandão","2016","06","48094","auto","08",NA,NA,NA,NA,NA,NA,NA
"12","2020-06-29 09:31:39-03","UFRRJ","RBR","44442","S","Plantae",NA,NA,"Myrtaceae","Neomitranthes","stictophylla","Neomitranthes stictophylla","(G.M.Barroso & Peixoto) M.C.Souza.","M.C. Souza","323","2005","11","24",NA,"Brasil","Espírito Santo","Linhares","Reserva Natural do Vale - LINHARES - ES - BRASIL Estrada: Aceiro do Bragato Obs: Próximo a porteira do Bragato","-40.0722007751465","-19.3910999298096",NA,NA,"RBR00044442","RBR00044442","M.C. Souza","2015","07","48094","auto","01",NA,NA,NA,NA,NA,NA,NA
"13","2020-06-29 09:31:39-03","UFRRJ","RBR","44440","S","Plantae",NA,NA,"Myrtaceae","Neomitranthes","stictophylla","Neomitranthes stictophylla","(G.M.Barroso & Peixoto) M.C.Souza.","D.A. Folli","4883","2004","07","19",NA,"Brasil","Espírito Santo","Linhares","Reserva Natural do Vale - LINHARES - ES - BRASIL Trilha do Pequi - Parada 02 Estrada: Flamengo 800 (m)","-40.0722007751465","-19.3910999298096",NA,NA,"RBR00044440","RBR00044440","M.C. Souza","2015","07","48094","auto","01",NA,NA,NA,NA,NA,NA,NA
"14","2020-06-29 09:31:39-03","UFRRJ","RBR","44415","S","Plantae",NA,NA,"Myrtaceae","Neomitranthes","stictophylla","Neomitranthes stictophylla","(G.M.Barroso & Peixoto) M.C.Souza.","D.A. Folli","4881","2004","07","13",NA,"Brasil","Espírito Santo","Linhares","Reserva Natural Vale - ES - BRASIL. Localização: área RFL 01/80 B.E. Estrada: Farinha Seca 4100 (m)","-40.0722007751465","-19.3910999298096",NA,NA,"RBR00044415","RBR00044415","M.C. Souza","2015","07","48094","auto","01",NA,NA,NA,NA,NA,NA,NA
"15","2020-06-29 09:31:39-03","UFRRJ","RBR","37718","S","Plantae",NA,NA,"Myrtaceae","Neomitranthes","stictophylla","Neomitranthes stictophylla","(G.M.Barroso & Peixoto) M.C.Souza.","D.A. Folli","22","1978","07","26",NA,"Brasil","Espírito Santo","Linhares","Estrada Farinha Seca, ant. 221, Km 1,250, talhão 201.","-40.0722007751465","-19.3910999298096",NA,NA,"RBR00037718","RBR00037718 RBR00037718_1","M.C. Souza","2019","06","48094","auto","16",NA,NA,NA,NA,"Isotipo",NA,NA
"16","2020-06-29 09:31:39-03","UFRRJ","RBR","37719","S","Plantae",NA,NA,"Myrtaceae","Neomitranthes","stictophylla","Neomitranthes stictophylla","(G.M.Barroso & Peixoto) M.C.Souza.","D.A. Folli","323","1988","12","06",NA,"Brasil","Espírito Santo","Linhares","Estrada Jacaraná, ant. 232, Km 3,082, lado esquerdo.","-40.0722007751465","-19.3910999298096",NA,NA,"RBR00037719","RBR00037719","M.C. Souza","2019","06","48094","auto","18",NA,NA,NA,NA,"Paratipo",NA,NA
"17","2020-06-29 09:31:39-03","UFRRJ","RBR","36815","S","Plantae",NA,NA,"Myrtaceae","Neomitranthes","stictophylla","Neomitranthes stictophylla","(G.M.Barroso & Peixoto) M.C.Souza.","D.A. Folli","22","1978","07","26",NA,"Brasil","Espírito Santo","Linhares","Reserva Florestal da CRVD. Estrada 221, 1250-talhão 201.","-40.0722007751465","-19.3910999298096",NA,NA,"RBR00036815",NA,"M.C. Souza","2011","05","48094","auto","26",NA,NA,NA,NA,NA,NA,NA
"18","2020-12-11 11:39:38-03","UFMG","BHCB","10858","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Plinia","stictophylla","Plinia stictophylla","G.M.Barroso & Peixoto","Farias, GL","465","1991","08","17","Southern America","Brasil","Espírito Santo","Linhares","Reserva Florestal da CVRD","-40.0722007751465","-19.3910999298096",NA,NA,NA,NA,NA,NA,NA,"48094","auto",NA,NA,NA,NA,NA,NA,NA,NA
"19","2020-08-31 09:08:10-03","INPA","INPA","22794","S","Plantae","Dicotyledon Com-Clade","Myrtales","Myrtaceae","Neomitranthes","stictophylla","Neomitranthes stictophylla","(G.M.Barroso & Peixoto) Souza","Prance, GT","6038","1968","07","15","Southern America","Brasil","Rondônia",NA,"Rio Madeira, 2 km above Abunã, Basin of Rio Madeira. Trail from W. bank of Rio Madeira, 2km. below mouth of Rio Abunã","-65.45147","-9.654832",NA,NA,"INPA0022794","INPA0022794 INPA0022794_e","Sobral, MEG; Souza, MAD de","2015",NA,NA,NA,NA,"-65.45147","-9.654832",NA,NA,NA,NA,NA
"20","2020-07-10 09:48:00-03","MBML","MBML-HERBARIO","26174",NA,"Plantae",NA,NA,"Myrtaceae","Neomitranthes","stictophylla","Neomitranthes stictophylla","(G.M.Barroso & Peixoto) M.C. Souza","V. Demuner; et al","2417","2006","06","07",NA,"Brasil","Espírito Santo","Águia Branca","Rochedo, propr.: Ailton Corteletti","-40.812778","-18.944167",NA,"Arvoreto 6m, botões verdes. Interior de mata, beira de riacho.","MBML026174","MBML026174","Marcelo da Costa Souza/29-10-2009",NA,NA,NA,NA,NA,"40W48'46","18S56'39",NA,NA,NA,NA,NA
"21","2021-02-25 10:13:10-03","CVRD","CVRD","2118","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Neomitranthes","stictophylla","Neomitranthes stictophylla","(G.M.Barroso & Peixoto) M.C. Souza","Folli, D.A.","823","1988","12","06","América do Sul","BRASIL","ES","Linhares","Coleta de fruto DAF. 388 e Coleta de flor GLF. 465","-39.94275","-19.119236",NA,"<ll>dwc_commonname:</ll> Batinga preta","CVRD002118","CVRD002118","Marcelo C. Souza","2015","07",NA,NA,"01","-39,94275","-19,119236","38","38","PARATYPUS","Magnoliopsida",NA
"22","2021-02-25 10:13:10-03","CVRD","CVRD","15838","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Neomitranthes","stictophylla","Neomitranthes stictophylla","(G.M.Barroso & Peixoto) M.C. Souza","Siqueira, G.S.","1225","2017","12","12","América do Sul","BRASIL","ES","Linhares","Trilha do pequi vinagreiro","-40.070488","-19.153386",NA,"<ll>dwc_commonname:</ll> Batinga preta","CVRD015838",NA,"Geovane S. Siqueira","2017","12",NA,NA,"14","-40,070488","-19,153386",NA,NA,NA,"Magnoliopsida",NA
"23","2021-02-25 10:13:10-03","CVRD","CVRD","3331","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Neomitranthes","stictophylla","Neomitranthes stictophylla","(G.M.Barroso & Peixoto) M.C. Souza","Farias, G.L.","465","1991","08","17","América do Sul","BRASIL","ES","Linhares","Coleta de fruto DAF.388 e DAF.823","-39.94275","-19.119236",NA,"<ll>dwc_commonname:</ll> Batinga preta","CVRD003331",NA,"Marcelo C. Souza","2015","07",NA,NA,"01","-39,94275","-19,119236","38","38",NA,"Magnoliopsida",NA
"24","2021-02-25 10:13:10-03","CVRD","CVRD","931","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Neomitranthes","stictophylla","Neomitranthes stictophylla","(G.M.Barroso & Peixoto) M.C. Souza","Folli, D.A.","388","1982","08","26","América do Sul","BRASIL","ES","Linhares","Coleta de fruto DAF 823 e coleta de flor GLF 465.","-39.94275","-19.119236",NA,"<ll>dwc_commonname:</ll> Batinga preta","CVRD000931","CVRD000931","Marcelo C. Souza","2015","07",NA,NA,"01","-39,94275","-19,119236","38","38",NA,"Magnoliopsida",NA
"25","2021-02-25 10:13:10-03","CVRD","CVRD","10667","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Neomitranthes","stictophylla","Neomitranthes stictophylla","(G.M.Barroso & Peixoto) M.C. Souza","Souza, M.C.","572","2008","01","11","América do Sul","BRASIL","ES","Linhares","Coleta de fruto DAF. 388 e Coleta de flor GLF. 465","-39.94275","-19.119236",NA,"<ll>dwc_commonname:</ll> Batinga preta","CVRD010667",NA,"Marcelo C. Souza","2015","07",NA,NA,"01","-39,94275","-19,119236","38","38",NA,"Magnoliopsida",NA
"26","2021-02-25 10:13:10-03","CVRD","CVRD","15144","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Neomitranthes","stictophylla","Neomitranthes stictophylla","(G.M.Barroso & Peixoto) M.C. Souza","Folli, D.A.","7293","2014","11","03","América do Sul","BRASIL","ES","Linhares",NA,"-40.0722007751465","-19.3910999298096",NA,"<ll>dwc_commonname:</ll> Batinga preta","CVRD015144","CVRD015144","Marcelo C. Souza","2015","07","48094","auto","01",NA,NA,"32","32",NA,"Magnoliopsida",NA
"27","2021-02-25 10:13:10-03","CVRD","CVRD","9257","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Neomitranthes","stictophylla","Neomitranthes stictophylla","(G.M.Barroso & Peixoto) M.C. Souza","Souza, M.C.","323","2005","11","24","América do Sul","BRASIL","ES","Linhares","Aceiro do Bragato","-40.0722007751465","-19.3910999298096",NA,"Próximo a porteira do Bragato <ll>dwc_commonname:</ll> Batinga preta","CVRD009257",NA,"Marcelo C. Souza","2015","07","48094","auto","01",NA,NA,NA,NA,NA,"Magnoliopsida",NA
"28","2021-02-25 10:13:10-03","CVRD","CVRD","8798","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Neomitranthes","stictophylla","Neomitranthes stictophylla","(G.M.Barroso & Peixoto) M.C. Souza","Folli, D.A.","4881","2004","07","13","América do Sul","BRASIL","ES","Linhares","área RFL 01/80 B.E","-40.0722007751465","-19.3910999298096",NA,"<ll>dwc_commonname:</ll> Batinga preta","CVRD008798","CVRD008798","Marcelo C. Souza","2015","07","48094","auto","01",NA,NA,NA,NA,NA,"Magnoliopsida",NA
"29","2021-02-25 10:13:10-03","CVRD","CVRD","22","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Neomitranthes","stictophylla","Neomitranthes stictophylla","(G.M.Barroso & Peixoto) M.C. Souza","Folli, D.A.","22","1978","07","26","América do Sul","BRASIL","ES","Linhares","Localizada em frente a um Cajá mirim e uma Peroba osso.","-40.0722007751465","-19.3910999298096",NA,"<ll>dwc_commonname:</ll> Batinga preta","CVRD000022","CVRD000022","Marcelo C. Souza","2015","07","48094","auto","01",NA,NA,NA,NA,"HOLOTYPUS","Magnoliopsida",NA
"30","2021-02-25 10:13:10-03","CVRD","CVRD","8803","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Neomitranthes","stictophylla","Neomitranthes stictophylla","(G.M.Barroso & Peixoto) M.C. Souza","Folli, D.A.","4883","2004","07","19","América do Sul","BRASIL","ES","Linhares","trilha do Pequi Parada 02","-40.0722007751465","-19.3910999298096",NA,"<ll>dwc_commonname:</ll> Batinga preta","CVRD008803","CVRD008803","Marcelo C. Souza","2015","07","48094","auto","01",NA,NA,NA,NA,NA,"Magnoliopsida",NA
"31","2019-11-13 11:27:21-03","USP","SPF","223173","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Plinia","stictophylla","Plinia stictophylla","G.M.Barroso & Peixoto","Folli, DA","7293","2014","11","03",NA,"Brasil","Espírito Santo","Linhares","Reserva Natural Vale","-40.0722007751465","-19.3910999298096",NA,NA,"SPF00223173",NA,"Folli, DA","2014","11","48094","auto",NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-07-23 12:16:30-03","CEPLAC","CEPEC","59035","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Neomitranthes","stictophylla","Neomitranthes stictophylla",NA,"S. C. de Sant'Ana","354","1993","07","28",NA,"Brasil","Bahia","UNA","Reserva Biologica do Mico-leão (REBIO). (IBAMA). Entrada Km 46 Ba-001 Ilheus/Una.","-39.083333","-15.15",NA,NA,NA,NA,"A. Stadnik",NA,NA,NA,NA,NA,"39W5'","15S9'",NA,NA,NA,NA,"12/05/2016"
"33","2020-07-23 12:16:30-03","CEPLAC","CEPEC","59128","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Neomitranthes","stictophylla","Neomitranthes stictophylla",NA,"J. G. Jardim","161","1993","07","13",NA,"Brasil","Bahia","UNA","Reserva Biologica do Mico-leão (REBIO). (IBAMA). Entrada KM 46 BA-001 Ilheus/Una.","-39.083333","-15.15",NA,NA,NA,NA,"A. Stadnik",NA,NA,NA,NA,NA,"39W5'","15S9'",NA,NA,NA,NA,"12/05/2016"
"34","2020-07-23 12:16:30-03","CEPLAC","CEPEC","37642","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Neomitranthes","stictophylla","Neomitranthes stictophylla",NA,"D. A. Folli","388","1982","08","26",NA,"Brasil","Espírito Santo","LINHARES","Reserva Florestal da CVRD, Est. JACARANDA, ant. 232, Km 3,082, a esquerda.","-40.0722007751465","-19.3910999298096",NA,NA,NA,NA,"A. Stadnik",NA,NA,"48094","auto",NA,NA,NA,NA,NA,NA,NA,"12/05/2016"
"35","2019-12-05 14:48:39-03","UFSCar","SORO","7741","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Plinia","stictophylla","Plinia stictophylla","G.M.Barroso & Peixoto",NA,"7293","2014","11","03",NA,"Brasil","Espírito Santo","Linhares","Reserva Natural Vale. Estrada Jacarandá. Mata de tabuleiro. Metros: 3080. UTM X: 400819 Y:7885666.","-40.0722007751465","-19.3910999298096",NA,"Porte: arbóreo. Forma fuste: cilíndrico. Altura toal (m):13. Altura fruste (m):10. cap fuste (cm):79.Diâmetro copa(m):6. Exudação: Seiva, incolor. Descamação: em placas. Cor fruto maduro: roxo. Cor fruto iamturo: verde. Nome comum: betinga-preta.",NA,NA,NA,NA,NA,"48094","auto",NA,NA,NA,"32","32",NA,NA,NA
"36","2021-02-08 12:44:17-03","UFRGS","ICN","064117","S","Plantae","Dicotyledon",NA,"Myrtaceae","Plinia","stictophylla","Plinia stictophylla","Barroso et Peixoto","Folli, DA","388","1982","08","26","América do Sul","Brasil","ES","Linhares","Reserva Florestal da CVRD, Estação Jacarandá, ant. 232, km 3082","-40.0722007751465","-19.3910999298096",NA,"Árvore em Floresta Alta, + 13m de altura e fuste de 5m, DAP 14cm, com fruto de cor amarela e verde claro",NA,NA,"Sobral, M",NA,NA,"48094","auto",NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-02-08 12:44:17-03","UFRGS","ICN","098718","S","Plantae","Dicotyledon",NA,"Myrtaceae","Plinia","stictophylla","Plinia stictophylla","Barroso et Peixoto","Folli, DA","388","1982","08","26","América do Sul","Brasil","ES","Linhares","Reserva Florestal da CVRD, Estação Jacarndá, ant. 232, Km 3.082","-40.0722007751465","-19.3910999298096",NA,"Árvore em Floresta Alta, + de 13m de altura e fuste de + ou - 5 m, fruto maduro de cor amarela e verde-claro.",NA,NA,"Sobral, M",NA,NA,"48094","auto",NA,NA,NA,NA,NA,NA,NA,NA
"38","2019-11-21 10:12:31-03","IBt","SP","271373","S","Plantae",NA,NA,"Myrtaceae","Neomitranthes","stictophylla","Neomitranthes stictophylla","(G.M.Barroso & Peixoto) M.C.Souza","Jardim, JG; Mattos Silva, LA; Sant'Ana, SC; Santos, EB","161","1993","07","14",NA,"Brasil","Bahia","Una","Reserva Biológica do Mico-Leão (IBAMA) entrada no km 46 da rod. BA001 Ilhéus-Una, regiãode mata higrófila sul baiana.","-39.083333","-15.15",NA,"Árvore ca. 8m alt., folhas verdes na face superior e verde-claro na face inferior com estomatos bastante evidentes. Flores em botão jovem de cor verde. Folha com aroma forte, quando maceradas.",NA,NA,NA,NA,NA,NA,NA,NA,"-39.083333","-15.15",NA,NA,NA,NA,NA
