"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","dayIdentified","fieldNumber","individualCount","class","typeStatus","relatedCatalogItem","sex"
"11","2019-11-21 14:53:40-03","UFJF","CESJ","21582","PreservedSpecimen","Plantae","Polypodiopsida",NA,"Polypodiaceae","Pleopeltis","monoides","Pleopeltis monoides","(Weath.) Salino","F.S. Souza","A.M.Carvalho; T.S.Santos, JFBaumgrat; R.Voeks","s.n.","1984","07","21","América do Sul","Brasil","Bahia","Una","Ca. 9-12km estação São José/ Una","-39.0752983093262","-15.2932996749878",NA,NA,NA,"Região da Mata Higrófila Sul Baiana. Planta crescendo epífita em cacaueiro. Soros ferrugíneos.","CESJ021582",NA,"2015","05",NA,NA,"36070","auto",NA,NA,NA,NA,NA,NA,NA
"12","2020-04-27 16:11:16-03","UFES","VIES","33833","S","Plantae",NA,NA,"Polypodiaceae","Pleopeltis","monoides","Pleopeltis monoides","(Weath.) Salino","N.T.L. Pena","Zorzanelli, J.P.F.","973","2014","04","10",NA,"Brasil","Espírito Santo","Castelo","Caxixe Frio.","-41.184700012207","-20.6035995483398","1120","1120",NA,NA,"VIES033833","VIES033833","2020","01",NA,NA,"23588","auto","07",NA,NA,NA,NA,NA,NA
"13","2020-04-27 16:11:16-03","UFES","VIES","30246","S","Plantae",NA,NA,"Polypodiaceae","Pleopeltis","monoides","Pleopeltis monoides","(Weath.) Salino","Schwartsburd, P.B.","Couto, D.R.; Araújo Neto, R.C.","2270","2012","06","26",NA,"Brasil","Espírito Santo","Ibitirama","Parna Caparaó.","-41.6671981811523","-20.5414009094238","1100","1100",NA,NA,"VIES030246",NA,"2012","10",NA,NA,"22282","auto",NA,NA,NA,NA,NA,NA,NA
"14","2020-04-27 16:11:16-03","UFES","VIES","2803","S","Plantae",NA,NA,"Polypodiaceae","Pleopeltis","monoides","Pleopeltis monoides","(Weath.) Salino","F.S. Souza","Pereira, O.J.; Fabris, L.C. & Thomaz, L.D.","1566","1988","07","09",NA,"Brasil","Espírito Santo","Marechal Floriano",NA,"-40.6831016540527","-20.4127998352051",NA,NA,NA,NA,"VIES002803","VIES002803","2016","09",NA,NA,"23038","auto","29",NA,NA,NA,NA,NA,NA
"15","2020-04-27 16:11:16-03","UFES","VIES","16276","S","Plantae",NA,NA,"Polypodiaceae","Pleopeltis","monoides","Pleopeltis monoides","(Weath.) Salino","N.T.L. Pena","Pereira, O.J.","7738","1997","04","22",NA,"Brasil","Espírito Santo","Serra","APA Mestre Álvaro.","-40.3078002929688","-20.1285991668701","500","500",NA,NA,"VIES016276","VIES016276","2020","01",NA,NA,"16451","auto","07",NA,NA,NA,NA,NA,NA
"16","2020-04-27 16:11:16-03","UFES","VIES","21333","S","Plantae",NA,NA,"Polypodiaceae","Pleopeltis","monoides","Pleopeltis monoides","(Weath.) Salino","N.T.L. Pena","Zorzanelli, J.P.F.; Jacobem, M.A.A.S.","57","2011","08","13",NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,NA,NA,"VIES021333","VIES021333","2020","01",NA,NA,"32198","auto","07",NA,NA,NA,NA,NA,NA
"17","2020-04-27 16:11:16-03","UFES","VIES","21696","S","Plantae",NA,NA,"Polypodiaceae","Pleopeltis","monoides","Pleopeltis monoides","(Weath.) Salino","Salino, A.","Zorzanelli, J.P.F.; Zorzanelli, R.F. & Silva, A.G.","326","2012","01","27",NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,NA,NA,"VIES021696","VIES021696","2012","05",NA,NA,"32198","auto","08",NA,NA,NA,NA,NA,NA
"18","2020-04-27 16:11:16-03","UFES","VIES","4648","S","Plantae",NA,NA,"Polypodiaceae","Pleopeltis","monoides","Pleopeltis monoides","(Weath.) Salino","F.S. Souza","Pereira, O.J.","2075","1989","06","24",NA,"Brasil","Espírito Santo","Serra","Mestre Álvaro.","-40.3078002929688","-20.1285991668701",NA,NA,NA,NA,"VIES004648","VIES004648","2016","09",NA,NA,"16451","auto","29",NA,NA,NA,NA,NA,NA
"19","2016-03-09 17:11:55-03","MNHN","RECOLNAT_MNHN_P","P00846449","PreservedSpecimen",NA,NA,NA,"Pteridophyta","Pleopeltis","monoides","Pleopeltis monoides","Salino",NA,"Salino, A.|Arruda, A.J.|Viveros, R.S.|Megale, M.",NA,"2008","12","5",NA,"Brasil","Espírito Santo","Domingos Martins","Parque Estadual da Pedra Azul. Na trilha para as piscinas naturais","-41.04056","-20.40222","1470",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00846449' target='other'> <mi>dwc_moreinfo</mi></a>","P00846449","P00846449_01",NA,NA,NA,NA,NA,NA,NA,"14115",NA,NA,NA,NA,NA
"20","2020-09-29 14:53:40-03","UFPR","UPCB","57533","PreservedSpecimen","Plantae","Polypodiophyta",NA,"Polypodiaceae","Pleopeltis","monoides","Pleopeltis monoides","(Weath.) A.R.Sm.","Labiak, P.H. & Matos, F.B.","Labiak, P.H.","4151","2007","07","16",NA,"Brasil","Espírito Santo","Afonso Cláudio","BLOQUEADO",NA,NA,"1050","1050",NA,"Epífita. Afloramentos rochosos, com pequenas matas secas nos vales..","UPCB0007794","UPCB0007794","2007","07","9999","9999",NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2020-09-29 14:53:40-03","UFPR","UPCB","68396","PreservedSpecimen","Plantae","Polypodiophyta",NA,"Polypodiaceae","Pleopeltis","monoides","Pleopeltis monoides","(Weath.) A.R.Sm.","Matos, F.B.","Matos, F.B.","421","2005","02","12",NA,"Brasil","Bahia","Arataca","Serra das Lontras, ca. 7 km no ramal que liga o povoado de Itatinguí à Serra das Lontras.","-39.408056","-15.202778","600","600",NA,"Epífita em tronco caído no interior da mata. Associada à briófitas. Vegetação montana..","UPCB0007689","UPCB0007689","2010","05","-39.408056","-15.202778",NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2020-09-29 14:53:40-03","UFPR","UPCB","68663","PreservedSpecimen","Plantae","Polypodiophyta",NA,"Polypodiaceae","Pleopeltis","monoides","Pleopeltis monoides","(Weath.) A.R.Sm.","Matos, F.B.","Matos, F.B.","711","2005","07","19",NA,"Brasil","Bahia","Almadina","Serra dos Sete Paus. 6 km de Almadina na estrada para Ibitupã, daí 7 km N para a comunidade de Sete Paus, na nascente do Rio Almada.","-39.7","-14.733333","578","578",NA,"Rupícola em local alterado, frondes arqueadas. Floresta Ombrófila Densa.","UPCB0007690","UPCB0007690","2010","05","-39.7","-14.733333",NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2020-09-29 14:53:40-03","UFPR","UPCB","68761","PreservedSpecimen","Plantae","Polypodiophyta",NA,"Polypodiaceae","Pleopeltis","monoides","Pleopeltis monoides","(Weath.) A.R.Sm.","Matos, F.B.","Matos, F.B.","791","2005","07","27",NA,"Brasil","Bahia","Jussari","RPPN Serra do Teimoso. Rodovia Jussari-Palmira. Fazenda Teimoso, entrada à esquerda ca. 7,5 Km de Jussari. Trilha para o topo da serra.","-39.536111","-15.160278",NA,NA,NA,"Epífita a 1,5 m do solo, no interior da mata. Mata Estacional Semi-Decidual Montana.","UPCB0007774","UPCB0007774","2010","05","-39.536111","-15.160278",NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-09-29 14:53:40-03","UFPR","UPCB","69202","PreservedSpecimen","Plantae","Polypodiophyta",NA,"Polypodiaceae","Pleopeltis","monoides","Pleopeltis monoides","(Weath.) A.R.Sm.","Matos, F.B.","Lopes, M.M.M.","1437","2007","06","30",NA,"Brasil","Bahia","Arataca","Serra das Lontras, ca. 7 km no ramal que liga o distrito de Itatinguí à Serra. Fazendas de Monteiro e Ciro.","-39.385278","-15.189444",NA,NA,NA,"Epífita a 5m de altura. Soros marrom-claros. Floresta Ombrófila Densa Montana..","UPCB0007639","UPCB0007639","2010","05","-39.385278","-15.189444",NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2020-09-29 14:53:40-03","UFPR","UPCB","52934","PreservedSpecimen","Plantae","Polypodiophyta",NA,"Polypodiaceae","Pleopeltis","monoides","Pleopeltis monoides","(Weath.) Salino","Matos, F.B.","Matos, F.B.","281","2005","02","02",NA,"Brasil","Bahia","Camacan","Fazenda Serra Bonita, 9,7km W de Camacã na estrada para Jacarecí","-39.4958000183105","-15.4191999435425",NA,NA,NA,"Rupícola em local aberto, escamas douradas, rocha próxima ao Centro de Pesquisa. Alt.: 835m s.n.m..","UPCB0007726","UPCB0007726","2010","05",NA,NA,"22686","auto",NA,NA,NA,NA,NA,NA,NA
"26","2015-04-17 10:33:00-03","MO","MOBOT","100809635","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Pleopeltis","monoides","Pleopeltis monoides","(Weath.) Salino","F.B. Matos","W. Wayt Thomas|et al.","Thomas 14211","2004","9","21","South America","Brazil","Bahia","Camacan","RPPN Serra Bonita. 9.6 km NNW of Camacan on road to Jacareci and Jussari; then 6 km up road to Serra Bonita.","-39.5652778","-15.3913889","820.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"27","2020-07-10 09:48:57-03","MBML","MBML-HERBARIO","12861",NA,"Plantae",NA,NA,"Polypodiaceae","Pleopeltis","monoides","Pleopeltis monoides","(Weath.) Salino","N.T.L. Pena/27-09-2019","V. Demuner; et al","1185","2000","06","20",NA,"Brasil","Espírito Santo","Santa Teresa","Pedra Alegre","-40.824722","-19.888889",NA,NA,NA,"Epífita 9m de altura, esporângios marrons. Capoeirão sobre a rocha.","MBML012861","MBML012861",NA,NA,"40W49'29","19S53'20",NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2020-07-10 09:48:57-03","MBML","MBML-HERBARIO","19974",NA,"Plantae",NA,NA,"Polypodiaceae","Pleopeltis","monoides","Pleopeltis monoides","(Weath.) Salino","N.T.L. Pena/27-09-2019","L. Kollmann; et al","6055","2003","03","13",NA,"Brasil","Espírito Santo","Santa Maria de Jetibá","Terreno de R. Berger","-40.780556","-20.067222",NA,NA,NA,"Epífita, no sol.","MBML019974","MBML019974",NA,NA,"40W46'50","20S4'2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2020-07-10 09:48:57-03","MBML","MBML-HERBARIO","20565",NA,"Plantae",NA,NA,"Polypodiaceae","Pleopeltis","monoides","Pleopeltis monoides","(Weath.) Salino","N.T.L. Pena/27-09-2019","L. Kollmann; et al","6097","2003","04","15",NA,"Brasil","Espírito Santo","Santa Maria de Jetibá","Terreno de R. Berger","-40.780556","-20.067222",NA,NA,NA,"Epífita, meia sombra.","MBML020565","MBML020565",NA,NA,"40W46'50","20S4'2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-07-10 09:48:57-03","MBML","MBML-HERBARIO","26142",NA,"Plantae",NA,NA,"Polypodiaceae","Pleopeltis","monoides","Pleopeltis monoides","(Weath.) Salino","N.T.L. Pena/27-10-2019","L. Kollmann; et al","9129","2006","05","30",NA,"Brasil","Espírito Santo","Castelo","Parque Estadual do Forno Grande","-41.100556","-20.519167",NA,NA,NA,"Epífita na sombra. Soros marrons.","MBML026142","MBML026142",NA,NA,"41W6'2","20S31'9",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-07-10 09:48:57-03","MBML","MBML-HERBARIO","37299",NA,"Plantae",NA,NA,"Polypodiaceae","Pleopeltis","monoides","Pleopeltis monoides","(Weath.) Salino","N.T.L. Pena/27-10-2019","L. Kollmann; A.P. Fontana, C. Esgario & E.Leme","11557","2009","04","21",NA,"Brasil","Bahia","Guaratinga","São João do Sul","-39.983333","-16.696111","780","780",NA,"Epífita na sombra.","MBML037299","MBML037299",NA,NA,"39W58'60","16S41'46",NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-07-10 09:48:57-03","MBML","MBML-HERBARIO","40299",NA,"Plantae",NA,NA,"Polypodiaceae","Pleopeltis","monoides","Pleopeltis monoides","(Weath.) Salino","N.T.L. Pena/27-10-2019","L. Kollmann; E. Leme & A. Souza","11881","2010","03","23",NA,"Brasil","Minas Gerais","Santa Maria do Salto","Talismã, Fazenda Duas Barras, propr. L. Aleixo","-40.066667","-16.42","850","850",NA,"Epifito caido.","MBML040299","MBML040299",NA,NA,"40W3'60","16S25'12",NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-07-10 09:48:57-03","MBML","MBML-HERBARIO","49416",NA,"Plantae",NA,NA,"Polypodiaceae","Pleopeltis","monoides","Pleopeltis monoides","(Weath.) Salino","N.T.L. Pena/27-09-2019","D.R. Couto","2092","2008","12","15",NA,"Brasil","Espírito Santo","Mimoso do Sul","Pedra dos Pontões - Pontão Médio","-41.544167","-20.939167","730","730",NA,"Rupícola no sol. Soros marrons. Vegetando em ilhas com Alcantarea. Jardim dos Pontões.","MBML049416","MBML049416",NA,NA,"41W32'39","20S56'21",NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-07-10 09:48:57-03","MBML","MBML-HERBARIO","35260",NA,"Plantae",NA,NA,"Polypodiaceae","Pleopeltis","monoides","Pleopeltis monoides","(Weath.) Salino","N.T.L. Pena/27-10-2019","L. Kollmann; A.P. Fontana, C. Fraga & M. Simonelli","10289","2008","01","18",NA,"Brasil","Espírito Santo","Vargem Alta",NA,"-41.0069007873535","-20.6714000701904",NA,NA,NA,"Erva rupícola no sol.","MBML035260","MBML035260",NA,NA,NA,NA,"27188","auto",NA,NA,NA,NA,NA,NA,NA
"35","2020-07-10 09:48:57-03","MBML","MBML-HERBARIO","36955",NA,"Plantae",NA,NA,"Polypodiaceae","Pleopeltis","monoides","Pleopeltis monoides","(Weath.) Salino","N.T.L. Pena/27-09-2019","L. Kollmann; A.P. Fontana, C. Fraga & M. Simonelli","10426","2008","01","23",NA,"Brasil","Espírito Santo","Divino de São Lourenço",NA,"-41.6857986450195","-20.6200008392334","980","980",NA,"Erva 1,7 m na sombra, flores brancas.","MBML036955","MBML036955",NA,NA,NA,NA,"16004","auto",NA,NA,NA,NA,NA,NA,NA
"36","2021-02-25 10:13:31-03","CVRD","CVRD","12321","PreservedSpecimen","Plantae","Pteridophyta",NA,"Polypodiaceae","Polypodium","monoides","Polypodium monoides","Weath.","T.E. Almeida, II/2007","Almeida, T.E.","696","2007","02","10","América do Sul","BRASIL","ES","Linhares","Trilha do Pequi Vinagreiro e Estr. para o Hotel. Flor. de Tabuleiro","-40.069139","-19.152722","30","60",NA,"Epífita em árvore caída no interior de mata <ll>dwc_commonname:</ll> Samambaia amarela","CVRD012321",NA,"2007","02","40°04'08,9W","19°09'09,8S",NA,NA,"10",NA,NA,NA,NA,NA,NA
"37","2020-09-12 05:00:02-03","US","US","2200636","PreservedSpecimen","Plantae",NA,"Polypodiales","Polypodiaceae","Pleopeltis","monoides","Pleopeltis monoides","(Weath.) Salino",NA,"J. M. Pires","3572","1951","12","21","South America - Neotropics","Brazil","Pará",NA,"Amazonia, Estado do Para, Vila Nova, Rio Tapajos logo abaixo da Cachoeira Chacorao, 12 km abaixo da Cachoera Capoeira",NA,NA,NA,NA,NA,NA,"US01599656","US01599656_01",NA,NA,NA,NA,NA,NA,NA,NA,"1","Pteridophyte",NA,NA,NA
"38","2020-09-12 05:00:02-03","US","US","1800043","PreservedSpecimen","Plantae",NA,"Polypodiales","Polypodiaceae","Pleopeltis","monoides","Pleopeltis monoides","(Weath.) Salino",NA,"M. B. Foster & R. Foster","773","1940","8","2","South America - Neotropics","Brazil","Espírito Santo",NA,"Linhares, Mun. Collatina, Espirito Santo, Brazil [interpreted]",NA,NA,"20","40",NA,NA,"US01599655","US01599655_01",NA,NA,NA,NA,NA,NA,NA,NA,"1","Pteridophyte",NA,NA,NA
"39","2020-09-12 05:00:02-03","US","US","704683","PreservedSpecimen","Plantae",NA,"Polypodiales","Polypodiaceae","Polypodium","monoides","Polypodium monoides","Weath.",NA,"H. M. Curran","274",NA,NA,NA,"South America - Neotropics","Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,"US00065864","US00065864_01",NA,NA,NA,NA,NA,NA,NA,NA,"1","Pteridophyte","Isotype",NA,NA
"40","2019-10-07 09:38:47-03","UEFS","HUEFS","33862","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Polypodiaceae","Pleopeltis","monoides","Pleopeltis monoides","(Weath.) Salino","F.S.Souza","Amorim, A.M.","1673","1995","04","07",NA,"Brasil","Bahia","Una","Estrada São José-Una, km 9. Ramal a direita a partir de São José.","-39.0752983093262","-15.2932996749878",NA,NA,NA,"Mata higrófila Sul Baiana.","HUEFS0033862","HUEFS0033862","2017","09",NA,NA,"36070","auto",NA,NA,NA,"Polypodiopsida",NA,NA,NA
"41","2019-10-07 09:38:47-03","UEFS","HUEFS","203245","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Polypodiaceae","Pleopeltis","monoides","Pleopeltis monoides","(Weath.) Salino","F.S.Souza","Azevêdo-Gonçalves, C.F.de","1031","2005","10","05",NA,"Brasil","Bahia","Mucugê","Guiné. Boninal - Capão Comprido. Mata Tamanduá.","-41.3708000183105","-13.0052995681763",NA,NA,NA,NA,"HUEFS0203245","HUEFS0203245","2017","09",NA,NA,"52493","auto",NA,NA,NA,"Polypodiopsida",NA,NA,NA
"42","2019-10-07 09:38:47-03","UEFS","HUEFS","84181","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Polypodiaceae","Pleopeltis","monoides","Pleopeltis monoides","(Weath.) Salino","F.S.Souza","Lopes, M.S.","361","2001","10","18",NA,"Brasil","Pernambuco","Jaqueira","Usina Colônia, Mata da Turbina","-35.839444","-8.7225","545","545",NA,"Mata atlântica.","HUEFS0084181","HUEFS0084181","2017","09","35W50'22''","8S43'21''",NA,NA,NA,NA,NA,"Polypodiopsida",NA,NA,NA
"43","2019-10-07 09:38:47-03","UEFS","HUEFS","84195","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Polypodiaceae","Pleopeltis","monoides","Pleopeltis monoides","(Weath.) Salino","F.S.Souza","Lopes, M.S.","405","2001","10","18",NA,"Brasil","Pernambuco","Jaqueira","Usina Colônia, (Ageró)","-35.843611","-8.740833","415","415",NA,"Mata Atlântica.","HUEFS0084195","HUEFS0084195","2017","09","35W50'37''","8S44'27''",NA,NA,NA,NA,NA,"Polypodiopsida",NA,NA,NA
"44","2020-07-23 12:19:28-03","CEPLAC","CEPEC","5827","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Pleopeltis","monoides","Pleopeltis monoides",NA,"J. Condack","T. S. dos Santos","844","1970","05","22",NA,"Brasil","Bahia","CAMACAN","BR-101. Margem do Rio Pardo.","-39.4958000183105","-15.4191999435425",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"22686","auto",NA,NA,NA,NA,NA,"30/09/2014",NA
"45","2020-07-23 12:19:28-03","CEPLAC","CEPEC","3355","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Pleopeltis","monoides","Pleopeltis monoides",NA,"J. Condack","R. S. Pinheiro","16","1993","11","09",NA,"Brasil","Bahia","ITAPEBÍ","Fazenda Lombardia.","-39.5339012145996","-15.9507999420166",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"43726","auto",NA,NA,NA,NA,NA,"30/09/2014",NA
"46","2020-07-23 12:19:28-03","CEPLAC","CEPEC","102074","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Pleopeltis","monoides","Pleopeltis monoides",NA,"J. Condack","W. W. Thomas","14211","2004","09","21",NA,"Brasil","Bahia","CAMACAN","RPPN Sera Bonita. 9.6Km NNW de Camacan na Rod. Jacarecí/Jussarí; depois 6Km na Rod. para Serra Bonita.","-39.565278","-15.391389",NA,NA,NA,NA,NA,NA,NA,NA,"39W33'55","15S23'29",NA,NA,NA,NA,NA,NA,NA,"30/09/2014",NA
"47","2020-07-23 12:19:28-03","CEPLAC","CEPEC","103595","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Pleopeltis","monoides","Pleopeltis monoides",NA,"J. Condack","F. B. Matos","281","1988","03","02",NA,"Brasil","Bahia","CAMACAN","Fazenda Serra Bonita, 9,7Km a W de Camacan na estrada para Jacarecí, daí 6Km SW na estrada para a RPPN e Torre da Embratel.","-39.565278","-15.391667",NA,NA,NA,NA,NA,NA,NA,NA,"39W33'55","15S23'30",NA,NA,NA,NA,NA,NA,NA,"30/09/2014",NA
