"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","occurrenceRemarks","phylum","order","continentOcean","preparationType","infraspecificEpithet","coordinatePrecision","geoFlag","class","relatedCatalogItem","typeStatus","individualCount","fieldNumber","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","00939463","PreservedSpecimen","Plantae","Cyperaceae","Scleria","latifolia","Scleria latifolia","Sw.","T. M. Koyama",NA,NA,NA,"E. P. Heringer","145","1977","09","28","Brazil","Distrito Federal","Brasília","Picada M-5. RECOR.","-47.9294","-15.7797",NA,NA,NA,NA,"NY00939463","NY00939463_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=974020' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","00939453","PreservedSpecimen","Plantae","Cyperaceae","Scleria","latifolia","Scleria latifolia","Sw.","T. M. Koyama",NA,NA,NA,"H. S. Irwin","18283","1966","07","19","Brazil","Distrito Federal","Brasília","Fazenda Vargem Bonita, ca. 10km. S. of Brasília, road to Belo Horizonte.","-47.78","-15.85",NA,NA,"1000","1000","NY00939453","NY00939453_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=973976' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","00939442","PreservedSpecimen","Plantae","Cyperaceae","Scleria","latifolia","Scleria latifolia","Sw.","T. M. Koyama",NA,NA,NA,"H. S. Irwin","7495","1964","10","28","Brazil","Goiás","Caiapônia","Ca. 45 km. S. of Caiapônia on rd. to Jataí.","-51.77","-17.25",NA,NA,"800","1000","NY00939442","NY00939442_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=973898' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","612445","PreservedSpecimen","Plantae","Cyperaceae","Scleria","latifolia","Scleria latifolia","Sw.","T. M. Koyama",NA,NA,NA,"B. D. Sucre","4113","1968","10","11","Brazil","Rio de Janeiro",NA,"Est. da Guanabara, Matas do Alto da Boa-Vista.","-43.251886","-22.960856",NA,NA,NA,NA,"NY00612445","NY00612445_01","Jardim Botâncio do Rio de Janeiro <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=483881' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","00939476","PreservedSpecimen","Plantae","Cyperaceae","Scleria","latifolia","Scleria latifolia","Sw.","M. Alves",NA,NA,NA,"L. Emygdio de Mello Filho","3570","1972","07","22","Brazil","Minas Gerais",NA,"Caraça.","-43.4881089","-20.0987894",NA,NA,"1550","1550","NY00939476","NY00939476_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=974102' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","637263","PreservedSpecimen","Plantae","Cyperaceae","Scleria","latifolia","Scleria latifolia foliosa","(Nees) T.Koyama","T. M. Koyama",NA,NA,NA,"H. S. Irwin","30287","1971","01","13","Brazil","Minas Gerais",NA,"At base of Serra da Piedade, ca. 35 km E. of Belo Horizonte, road to Caeté. Serra do Espinhaço.","-43.676328","-19.820266",NA,NA,"1600","1600","NY00637263","NY00637263_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=337770' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Poales","South America","sheet","foliosa",NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","469820","PreservedSpecimen","Plantae","Cyperaceae","Scleria","latifolia","Scleria latifolia","Sw.","W. W. Thomas",NA,NA,NA,"S. C. de Sant'Ana","997","2000","09","23","Brazil","Bahia","Uruçuca","Area da EMARC. Reserva Gregório Bondar","-39.2742","-14.6022",NA,NA,NA,NA,"NY00469820","NY00469820_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=483871' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","684534","PreservedSpecimen","Plantae","Cyperaceae","Scleria","latifolia","Scleria latifolia","Sw.","W. W. Thomas",NA,NA,NA,"M. J. N. Rodal","1356","2002","09","15","Brazil","Alagoas","Murici","E. E. de Murici (Mata próxima a antena de TV desativada).","-35.9431","-9.3069",NA,NA,NA,NA,"NY00684534","NY00684534_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=835046' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","00939474","PreservedSpecimen","Plantae","Cyperaceae","Scleria","latifolia","Scleria latifolia","Sw.","T. M. Koyama",NA,NA,NA,"N. A. Rosa","2933","1978","12","12","Brazil","Maranhão","Zé Doca","Km 180 da BR 316, 13 km da acesso.","-45.6581","-3.2747",NA,NA,NA,NA,"NY00939474","NY00939474_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=974091' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","612455","PreservedSpecimen","Plantae","Cyperaceae","Scleria","latifolia","Scleria latifolia","Sw.","T. M. Koyama",NA,NA,NA,"J. E. Leite","462","1941","09",NA,"Brazil","Rio Grande do Sul",NA,"Vicinity of S. Leopoldo.","-51.143791","-29.75136",NA,NA,NA,NA,"NY00612455","NY00612455_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=483890' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","612458","PreservedSpecimen","Plantae","Cyperaceae","Scleria","latifolia","Scleria latifolia","Sw.","C. F. S. Muniz",NA,NA,NA,"A. Löfgren","9232","1894","09","28","Brazil","São Paulo",NA,"Iguape, S.Paulo.",NA,NA,NA,NA,NA,NA,"NY00612458","NY00612458_01","Ex.Herv.Comm.Geogr.e Geol. de S.Paulo.n°2642. <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=483905' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","568914","PreservedSpecimen","Plantae","Cyperaceae","Scleria","latifolia","Scleria latifolia","Sw.","M. Alves",NA,NA,NA,"B. D. Sucre","4996","1969","05","19","Brazil","Rio de Janeiro",NA,"Est. da Guanabara. Restinga de Jacarepaguá.","-43.397161","-23.010952",NA,NA,NA,NA,"NY00568914","NY00568914_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=483861' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","00939452","PreservedSpecimen","Plantae","Cyperaceae","Scleria","latifolia","Scleria latifolia","Sw.","T. M. Koyama",NA,NA,NA,"H. S. Irwin","17891","1966","06","27","Brazil","Goiás","Caiapônia","Ca. 50 km. S. of Caiapônia, road to Jataí. Serra do Caiapó.","-51.77","-17.35",NA,NA,"900","900","NY00939452","NY00939452_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=973968' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","00939447","PreservedSpecimen","Plantae","Cyperaceae","Scleria","latifolia","Scleria latifolia","Sw.","T. M. Koyama",NA,NA,NA,"H. S. Irwin","8855","1965","10","01","Brazil","Distrito Federal","Brasília","Ca. 10 km E. of Brasília, near Sobradinho","-47.85071","-15.7194",NA,NA,"1075","1075","NY00939447","NY00939447_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=973909' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","1039571","PreservedSpecimen","Plantae","Cyperaceae","Scleria","latifolia","Scleria latifolia","Sw.","A. C. Araújo",NA,NA,NA,"D. Sasaki","2264","2008","08","20","Brazil","Mato Grosso","Novo Mundo","Parque Estadual do Cristalino. Limite Leste do Parque, área de campinarana e floresta em solo arenoso.","-55.193403","-9.884294",NA,NA,"363","363","NY01039571","NY01039571_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1488283' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","00939462","PreservedSpecimen","Plantae","Cyperaceae","Scleria","latifolia","Scleria latifolia","Sw.","T. M. Koyama",NA,NA,NA,"G. T. Prance","59590","1964","10","23","Brazil","Goiás","Caiapônia","Serra do Caiapó. 50 km south of Caiaponia.","-51.8103","-16.9569",NA,NA,NA,NA,"NY00939462","NY00939462_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=974015' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","00939451","PreservedSpecimen","Plantae","Cyperaceae","Scleria","latifolia","Scleria latifolia","Sw.","T. M. Koyama",NA,NA,NA,"H. S. Irwin","12493","1966","02","10","Brazil","Goiás","Alto Paraíso de Goiás","Chapada dos Veadeiros, ca. 20 km W. of Alto Paraíso de Goiás (formerly Veadeiros).","-47.70192","-14.1167",NA,NA,"1000","1000","NY00939451","NY00939451_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=973966' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","01201110","PreservedSpecimen","Plantae","Cyperaceae","Scleria","latifolia","Scleria latifolia","Sw.","T. M. Koyama",NA,NA,NA,"G. T. Prance","4345","1967","02","12","Brazil","Roraima",NA,"Foothills of Serra Tepequem, near Igarape Paparú","-61.694698","3.733195",NA,NA,NA,NA,"NY01201110","NY01201110_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1452583' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","00939471","PreservedSpecimen","Plantae","Cyperaceae","Scleria","latifolia","Scleria latifolia","Sw.","T. M. Koyama",NA,NA,NA,"B. D. Sucre","485","1965","05","30","Brazil","Distrito Federal","Brasília","Terrenos do Country Club. Mata ciliar que limita com o Catetinho.","-47.9815442","-15.94581",NA,NA,NA,NA,"NY00939471","NY00939471_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=974073' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","00749849","PreservedSpecimen","Plantae","Cyperaceae","Scleria","latifolia","Scleria latifolia","Sw.","A. C. Araújo",NA,NA,NA,"R. C. de Mendonça","389","1984","11","12","Brazil","Distrito Federal","Brasília","Cachoeira do Torotó","-47.9294","-15.7797",NA,NA,NA,NA,"NY00749849","NY00749849_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=910699' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","01201111","PreservedSpecimen","Plantae","Cyperaceae","Scleria","latifolia","Scleria latifolia","Sw.","T. M. Koyama",NA,NA,NA,"G. T. Prance","9482","1969","01","25","Brazil","Roraima",NA,"Serra da Lua; Upper slopes of Serra da Lua","-60.208","2.467",NA,NA,"1200","1300","NY01201111","NY01201111_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1452587' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","1487771","PreservedSpecimen","Plantae","Cyperaceae","Scleria","latifolia","Scleria latifolia","Sw.","D. Cárdenas-López",NA,NA,NA,"D. Cárdenas-López","42158","2011","07","26","Colombia","Caquetá","Belén de Los Andaquíes","vereda Las Verdes, sector bocana quebrada Los Verdes.","-75.87952778","1.605972222",NA,NA,"500","600","NY01487771","NY01487771_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2353121' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","810573","PreservedSpecimen","Plantae","Cyperaceae","Scleria","latifolia","Scleria latifolia","Sw.","W. W. Thomas",NA,NA,NA,"J. G. Jardim","1109","1997","09","12","Brazil","Bahia","Almadina","Municipio de Almdina-Bahia, Rod. Almadina / Ibitupá, entrada a 7 km da sede do município. Serra dos Sete-Paus, ca. 12 km da entrada, Fazenda Cruzeiro do Sul. Margem do Rio Almada, próximo da nascente.","-39.7","-14.73",NA,NA,NA,NA,"NY00810573","NY00810573_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=805989' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","612440","PreservedSpecimen","Plantae","Cyperaceae","Scleria","latifolia","Scleria latifolia","Sw.","T. M. Koyama",NA,NA,NA,"S. A. Mori","13773","1981","04","27","Brazil","Bahia","Una","Maruim, border of the Fazendas Maruim and Dois de Julho, 33 km SW of Olivença on the road from Olivença to Buerarema.","-39.1202492","-15.1148921",NA,NA,"100","100","NY00612440","NY00612440_01","Voucher for ecological study of forest diversity. Not in sample. <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=483894' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","685903","PreservedSpecimen","Plantae","Cyperaceae","Scleria","latifolia","Scleria latifolia","Sw.","C. F. S. Muniz",NA,NA,NA,"C. F. S. Muniz","181","1980","10","07","Brazil","São Paulo","Cananéia","Ilha do Cardoso","-47.992538","-25.197304",NA,NA,NA,NA,"NY00685903","NY00685903_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=822556' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","612447","PreservedSpecimen","Plantae","Cyperaceae","Scleria","latifolia","Scleria latifolia","Sw.","T. M. Koyama",NA,NA,NA,"J. L. Hage","156","1976","09","15","Brazil",NA,NA,"Barrelândia-Estaçao Experimental Gregório Bondar - capoeira.","-39.207196","-16.094866",NA,NA,NA,NA,"NY00612447","NY00612447_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=483895' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","612444","PreservedSpecimen","Plantae","Cyperaceae","Scleria","latifolia","Scleria latifolia","Sw.","W. W. Thomas",NA,NA,NA,"M. Sobral","4656","1986","03","23","Brazil","Espírito Santo",NA,"Reserva Florestal da CVRD. Linhares.","-39.961174","-19.138199",NA,NA,NA,NA,"NY00612444","NY00612444_01","N.o de Registro 1354 Reserva Florestal DA C.V.R.D. <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=483908' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","02674856","PreservedSpecimen","Plantae","Cyperaceae","Scleria","latifolia","Scleria latifolia","Sw.",NA,NA,NA,NA,"W. W. Thomas","15309","2011","03","10","Brazil","Pernambuco","Lagoa dos Gatos","Reserva Florestal Pedra d'Anta (RPPN) of SAVE Brasil, 6.6 km SE Lagoa dos Gatos.","-35.8558","-8.6939",NA,NA,"560","600","NY02674856","NY02674856_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2522831' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","00939477","PreservedSpecimen","Plantae","Cyperaceae","Scleria","latifolia","Scleria latifolia","Sw.","M. Alves",NA,NA,NA,"L. de S. Leoni","850","1989","08","25","Brazil","Minas Gerais","Carangola","Serra da Conceição. Desenvolve-se no interior da mata de encosta, (área perturbada).","-42.07","-20.62",NA,NA,"1200","1200","NY00939477","NY00939477_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=974106' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","02636704","PreservedSpecimen","Plantae","Cyperaceae","Scleria","latifolia","Scleria latifolia","Sw.","A. C. Araújo",NA,NA,NA,"P. Fiaschi","1619","2003","10","02","Brazil","Bahia","Almadina","Ca. 4 km da estrada Almadina/Coarací. Entrada a esquerda Fazenda Saõ José.","-39.6","-14.72",NA,NA,NA,NA,"NY02636704","NY02636704_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2475218' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","01201107","PreservedSpecimen","Plantae","Cyperaceae","Scleria","latifolia","Scleria latifolia","Sw.","T. M. Koyama",NA,NA,NA,"M. G. da Silva","2988","1977","04","01","Brazil","Pará",NA,NA,NA,NA,NA,NA,NA,NA,"NY01201107","NY01201107_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1452566' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","568915","PreservedSpecimen","Plantae","Cyperaceae","Scleria","latifolia","Scleria latifolia","Sw.","M. Alves",NA,NA,NA,"B. D. Sucre","8435","1972","02","03","Brazil","Espírito Santo",NA,"Reserva de Linhares, DOCEMADE","-39.961174","-19.138199",NA,NA,NA,NA,"NY00568915","NY00568915_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=483862' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","00939466","PreservedSpecimen","Plantae","Cyperaceae","Scleria","latifolia","Scleria latifolia","Sw.","T. M. Koyama",NA,NA,NA,"J. A. Ratter","R.3593","1976","09","15","Brazil","Distrito Federal","Brasília","Fazenda Agua Limpa (University of Brasília field station), near Vargem Bonita, c. 18 km SSW of Brasília TV tower.","-47.9294","-15.7797",NA,NA,NA,NA,"NY00939466","NY00939466_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=974040' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-03-15 16:37:00-03","NY","NYBG","612433","PreservedSpecimen","Plantae","Cyperaceae","Scleria","latifolia","Scleria latifolia","Sw.","T. M. Koyama",NA,NA,NA,"G. G. Hatschbach","14951","1966","10","17","Brazil","Paraná","Bituruna","Rio Iguaçu, Salto Grande.","-51.5525","-26.1617",NA,NA,NA,NA,"NY00612433","NY00612433_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=483886' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
