"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","typeStatus","coordinatePrecision","geoFlag","verbatimLongitude","yearIdentified","monthIdentified","verbatimLatitude","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount","previousCatalogNumber","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","02148797","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Violaceae","Amphirrhox","latifolia","Amphirrhox latifolia","Mart. ex Eichler",NA,"L. Riedel","s.n.",NA,NA,NA,"South America","Brazil",NA,NA,"South Brazil",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2298959' target='other'> <mi>dwc_moreinfo</mi></a>","NY02148797","NY02148797_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","02332376","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Violaceae","Amphirrhox","latifolia","Amphirrhox latifolia","Mart. ex Eichler",NA,"W. W. Thomas","3113","1984","04","17","South America","Venezuela","Amazonas","Río Negro","Vicinity of Base Camp on Río Marawinuma","-66.17","0.83","140",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2519507' target='other'> <mi>dwc_moreinfo</mi></a>","NY02332376","NY02332376_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","2148788","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Violaceae","Amphirrhox","latifolia","Amphirrhox latifolia","Mart. ex Eichler",NA,"G. T. Prance","10181","1969","02","22","South America","Brazil","Roraima",NA,"Serra dos Surucucus, NW of Mission station","-63.575","2.763",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2298940' target='other'> <mi>dwc_moreinfo</mi></a>","NY02148788","NY02148788_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","02342050","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Violaceae","Amphirrhox","latifolia","Amphirrhox latifolia","Mart. ex Eichler",NA,"N. A. Rosa","1631","1977","02","24","South America","Brazil","Amazonas",NA,"Próximo da Serra Aracá","-63.3745909","0.9016571",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2519575' target='other'> <mi>dwc_moreinfo</mi></a>","NY02342050","NY02342050_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","546661","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Violaceae","Amphirrhox","latifolia","Amphirrhox latifolia","Mart. ex Eichler",NA,"Martii Herbar. Florae Brasil.","1219",NA,NA,NA,"South America","Brazil",NA,NA,"Ilheos [=Ilhéus]",NA,NA,NA,NA,"sheet","It is not clear if the 1841 on the lower left corner of this label is the Collection Date or some other date. <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=514974' target='other'> <mi>dwc_moreinfo</mi></a>","NY00546661","NY00546661_01","possible type",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","02148790","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Violaceae","Amphirrhox","latifolia","Amphirrhox latifolia","Mart. ex Eichler",NA,"R. E. Schultes","8979","1947","10",NA,"South America","Brazil","Amazonas",NA,"At base of Serra Uanari. Rio Negro, between Uaupés (São Gabriel) and São Felipe.",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2298948' target='other'> <mi>dwc_moreinfo</mi></a>","NY02148790","NY02148790_01 NY02148790_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","2148787","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Violaceae","Amphirrhox","latifolia","Amphirrhox latifolia","Mart. ex Eichler",NA,"E. de Oliveira","3648","1967","11","22","South America","Brazil","Amapá",NA,"Margem da Cachoeira e Água branca, entre os Castanhais de S. João",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2298939' target='other'> <mi>dwc_moreinfo</mi></a>","NY02148787","NY02148787_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","2148795","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Violaceae","Amphirrhox","latifolia","Amphirrhox latifolia","Mart. ex Eichler",NA,"P. J. M. Maas","6634","1987","10","08","South America","Brazil","Amazonas",NA,"Rio Negro, mouth of Rio Ararirá.","-63.5833331","-0.5",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2298957' target='other'> <mi>dwc_moreinfo</mi></a>","NY02148795","NY02148795_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","1584276","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Violaceae","Amphirrhox","latifolia","Amphirrhox latifolia","Mart. ex Eichler","W. H. A. Hekking","B. Maguire","60158","1965","11","12","South America","Brazil","Amazonas",NA,"Serra da Neblina. Base Camp on Cano Tucano, Río Cauaburí.","-65.928794","0.6466","125","125","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1331670' target='other'> <mi>dwc_moreinfo</mi></a>","NY01584276","NY01584276_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","02148791","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Violaceae","Amphirrhox","latifolia","Amphirrhox latifolia","Mart. ex Eichler",NA,"B. A. Krukoff","6623","1934","10","15","South America","Brazil","Amazonas","Humaitá","Near Livramento, on Rio Livramento.","-63.0208","-7.50611",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2298949' target='other'> <mi>dwc_moreinfo</mi></a>","NY02148791","NY02148791_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","02148786","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Violaceae","Amphirrhox","latifolia","Amphirrhox latifolia","Mart. ex Eichler",NA,"G. P. Cooper","s.n.","1945","03",NA,"South America","Brazil","Amazonas",NA,"Rio Canumã.","-59.208958","-4.699637",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2298934' target='other'> <mi>dwc_moreinfo</mi></a>","NY02148786","NY02148786_01 NY02148786_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","1027047","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Violaceae","Amphirrhox","latifolia","Amphirrhox latifolia","Mart. ex Eichler","J. Ramos","B. W. Nelson","757","1980","10","20","South America","Brazil","Acre","Xapuri","Road from Xapurí to Rio Branco, Fazenda entrance at km 14, then 1 km to back of old field and disturbed primary rainforest at margin of igarapé, probably varzea, submerged during part of the year","-67.95","-10",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=670681' target='other'> <mi>dwc_moreinfo</mi></a>","NY01027047","NY01027047_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","02148789","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Violaceae","Amphirrhox","latifolia","Amphirrhox latifolia","Mart. ex Eichler",NA,"R. Spruce","1446","1851","05",NA,"South America","Brazil","Amazonas",NA,"Prope Barra [Manaus], Prov. Rio Negro.","-59.9953079","-3.0673242",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2298945' target='other'> <mi>dwc_moreinfo</mi></a>","NY02148789","NY02148789_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","02342036","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Violaceae","Amphirrhox","longifolia","Amphirrhox longifolia","(A.St.-Hil.) Spreng.",NA,"C. R. Sperling","6366","1982","06","27","South America","Brazil","Pará",NA,"Serra dos Carajás. 16 km. west of camp ECB on the ferrovia, ca. 61 km. west of road BR 150.","-49.25","-5.58","150","150","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2519768' target='other'> <mi>dwc_moreinfo</mi></a>","NY02342036","NY02342036_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","2148806","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Violaceae","Amphirrhox","longifolia","Amphirrhox longifolia","(A.St.-Hil.) Spreng.",NA,"G. T. Prance","11439","1971","01","21","South America","Brazil","Amazonas","Manaus","Igarapé Leão Road, 5 Km from Manaus-Caracaraí Road","-60.0803661","-2.9078962",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2298969' target='other'> <mi>dwc_moreinfo</mi></a>","NY02148806","NY02148806_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2016-09-27 07:31:00-03","NY","NYBG","396275","PreservedSpecimen","Plantae",NA,"Malpighiales","Violaceae","Amphirrhox","longifolia","Amphirrhox longifolia",NA,"A. Fernandez","D. Clarke","6478","1997","09","18","South America","Guyana",NA,NA,"Essequibo. Region: U. Takutu-U. Essequibo. Eastern Kanuku Mts., 5 km W of Kwitaro River, summit of unnamed peak","-58.85","3.18","560","560","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=149674' target='other'> <mi>dwc_moreinfo</mi></a>","NY00396275",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","396267","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Violaceae","Amphirrhox","longifolia","Amphirrhox longifolia","(A.St.-Hil.) Spreng.","N. M. F. da Silva","R. Ribeiro","300","1982","08","28","South America","Brazil","Rio de Janeiro","Rio de Janeiro","Parque Estadual da Piedra Branca, Floresta do Camorim, Lage do Rovi (acesso pela via A. Fernandes)","-43.2075","-22.9031",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=149676' target='other'> <mi>dwc_moreinfo</mi></a>","NY00396267","NY00396267_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","02342011","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Violaceae","Amphirrhox","longifolia","Amphirrhox longifolia","(A.St.-Hil.) Spreng.",NA,"R. P. Belém","1440","1965","08","07","South America","Brazil","Bahia","Mucuri","Fazenda Afonsópolis, margem do Rio Mucuri","-39.5506","-18.0867",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2519763' target='other'> <mi>dwc_moreinfo</mi></a>","NY02342011","NY02342011_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","1019430","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Violaceae","Amphirrhox","longifolia","Amphirrhox longifolia","(A.St.-Hil.) Spreng.",NA,"S. de V. A. Pessôa","735","1994","09","22","South America","Brazil","Rio de Janeiro","Silva Jardim","Reserva Biológica de Poço das Antas, Vertente do morro da careca, margem do Rio Pau Preto.","-42.3917","-22.6508",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1282331' target='other'> <mi>dwc_moreinfo</mi></a>","NY01019430","NY01019430_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","00996833","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Violaceae","Amphirrhox","longifolia","Amphirrhox longifolia","(A.St.-Hil.) Spreng.","W. H. A. Hekking","W. L. Balée","1675","1985","11","02","South America","Brazil","Maranhão","Altamira","Igarapé Ipixuna, affluent of Rio Xingu; 5 km S of settlement, Araweté Indian Reserve.",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1119805' target='other'> <mi>dwc_moreinfo</mi></a>","NY00996833","NY00996833_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","2148801","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Violaceae","Amphirrhox","longifolia","Amphirrhox longifolia","(A.St.-Hil.) Spreng.",NA,"G. T. Prance","10917","1971","03","13","South America","Brazil","Roraima",NA,"Posto Mucajaí, Rio Mucajaí, Vicinity of Mucajaí airstrip.","-60.919436","2.443722",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2298964' target='other'> <mi>dwc_moreinfo</mi></a>","NY02148801","NY02148801_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","02342018","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Violaceae","Amphirrhox","longifolia","Amphirrhox longifolia","(A.St.-Hil.) Spreng.",NA,"C. C. Berg","19733","1973","08","25","South America","Brazil","Amazonas",NA,"Paraná do Autaz-Mirim, Lago do Cobra","-58.95","-3.4",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2519735' target='other'> <mi>dwc_moreinfo</mi></a>","NY02342018","NY02342018_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","02342037","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Violaceae","Amphirrhox","longifolia","Amphirrhox longifolia","(A.St.-Hil.) Spreng.",NA,"C. Farney","1740","1987","10","16","South America","Brazil","Amazonas","São Gabriel da Cachoeira","Carapanã, margem do Rio Negro acima de São Gabriel","-67.25","0.083333",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2519762' target='other'> <mi>dwc_moreinfo</mi></a>","NY02342037","NY02342037_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","02342041","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Violaceae","Amphirrhox","longifolia","Amphirrhox longifolia","(A.St.-Hil.) Spreng.",NA,"J. M. Pires","492","1947","04","20","South America","Brazil","Amazonas",NA,"Rio Negro: Marabitanas.",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2519739' target='other'> <mi>dwc_moreinfo</mi></a>","NY02342041","NY02342041_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","02342025","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Violaceae","Amphirrhox","longifolia","Amphirrhox longifolia","(A.St.-Hil.) Spreng.",NA,"C. A. Cid Ferreira","4253","1983","07","21","South America","Brazil","Amazonas","Maués","Rio Maués-Assu, lado oposto a cidade de Maués","-57.75","-3.416667",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2519579' target='other'> <mi>dwc_moreinfo</mi></a>","NY02342025","NY02342025_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","02342016","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Violaceae","Amphirrhox","longifolia","Amphirrhox longifolia","(A.St.-Hil.) Spreng.",NA,"W. W. Thomas","5366","1986","07","07","South America","Brazil","Amazonas","Presidente Figueiredo","Represa de Balbina along Rio Uatumã, 3 hours upstream from dam.","-59.8","-1.583333",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2519741' target='other'> <mi>dwc_moreinfo</mi></a>","NY02342016","NY02342016_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","2148803","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Violaceae","Amphirrhox","longifolia","Amphirrhox longifolia","(A.St.-Hil.) Spreng.",NA,"B. V. Rabelo","2743","1984","06","07","South America","Brazil","Amapá",NA,"Vila de Água Branca, alto rio Cajari.",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2298966' target='other'> <mi>dwc_moreinfo</mi></a>","NY02148803","NY02148803_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","1737916","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Violaceae","Amphirrhox","longifolia","Amphirrhox longifolia","(A.St.-Hil.) Spreng.","B. S. Amorim","B. S. Amorim","1458","2012","02","15","South America","Brazil","Pernambuco","Recife","Jardim Botânico do Recife.","-34.9667","-8.0778",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1946930' target='other'> <mi>dwc_moreinfo</mi></a>","NY01737916","NY01737916_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","396273","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Violaceae","Amphirrhox","longifolia","Amphirrhox longifolia","(A.St.-Hil.) Spreng.",NA,"M.-F. Prévost","3108","1995","03","17","South America","French Guiana",NA,NA,"Piste de Saint-Elie - Interfluve Sinnamary/Counamama","-53","5.33",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=149680' target='other'> <mi>dwc_moreinfo</mi></a>","NY00396273",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","1584275","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Violaceae","Amphirrhox","longifolia","Amphirrhox longifolia","(A.St.-Hil.) Spreng.","A. Fernandez","B. Maguire","42609","1958","01","03","South America","Venezuela","Amazonas",NA,"Cerro de La Neblina, Río Yatua; between Base Camp and Camp 2.",NA,NA,"130","130","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1331619' target='other'> <mi>dwc_moreinfo</mi></a>","NY01584275",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","396272","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Violaceae","Amphirrhox","longifolia","Amphirrhox longifolia","(A.St.-Hil.) Spreng.","S. T. McDaniel","S. T. McDaniel","25602","1982","03","06","South America","Peru","Loreto","Maynas","Dtto. Iquitos, Río Nanay, Pampa Chica to Santa Clara",NA,NA,"90","95","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=149673' target='other'> <mi>dwc_moreinfo</mi></a>","NY00396272",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
