"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","class","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","year","month","day","continentOcean","country","locality","occurrenceRemarks","barcode","imagecode","phylum","identifiedBy","yearIdentified","recordNumber","stateProvince","county","decimalLongitude","decimalLatitude","coordinatePrecision","geoFlag","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","typeStatus","fieldNumber","preparationType","individualCount"
"11","2019-11-21 14:33:02-03","UFJF","CESJ","51425","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","sceptrum","Vriesea sceptrum","Mez.","M.G. Rezende; R.C.L. Elias; F.R.G. Salimena; P.H. Nobre; L. Gimenes","2008","06","28","América do Sul","Brasil","Pocinhos do Rio Verde, Pedra Branca","Epífita em árvore ca. 5m. Folhas verdes, bainha roxa. Inflorescência rosa com extremidade verde.","CESJ051425",NA,"Angiosperma","T.M. Machado","2008","155","Minas Gerais","Caldas","-46.386100769043","-21.9235992431641","25710","auto","08","22",NA,NA,NA,NA,NA,NA,NA,NA
"12","2020-07-02 18:52:20-03","UFJF","CESJ","59281","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","sceptrum","Vriesea sceptrum","Mez.","L. Menini Neto; F.R.G. Salimena; V.A.O. Dittrich; F.S. Souza; L.C.Pereira; R.Macedo; P.H. Nobre","2010","07","24","América do Sul","Brasil","Parque Estadual da Serra do Papagaio, Trilha da ponte do Rio do Charco, próximo à sede. 22º08.548S, 44º43.704W. 1686m.s.m.","Erva epífita, em floresta de Araucaria e Podocarpus, frequente. Folhas verde-claras, bainha externamente castanha, brácteas do escapo com a base amarelo-alaranjado e ápice verde-claro, brácteas florais amarelo-alaranjado, flores alaranjadas. Observados i","CESJ059281",NA,"Angiosperma","L. Menini Neto","2010","792","MInas Gerais","Baependi","-44.736222","-22.148556",NA,NA,"07","24","-44.736222","-22.148556","1686","1686",NA,NA,NA,NA
"13","2019-08-20 09:59:18-03","UNICAMP","UEC","59611","S","Plantae",NA,NA,"Bromeliaceae","Vriesea","sceptrum","Vriesea sceptrum","Mez","Buzato, S; Sazima, M","1992","10","09",NA,"Brazil","Horto Florestal de Campos do Jordão","flor, Epífita, flores alaranjadas.","UEC083920","UEC083920","Liliopsida","Leme, EMC","1995","27195","São Paulo","Campos do Jordão","-47.55","-22.566667",NA,NA,NA,NA,"-47.55","-22.566667",NA,NA,NA,NA,NA,NA
"14","2019-08-20 09:59:18-03","UNICAMP","UEC","59627","S","Plantae",NA,NA,"Bromeliaceae","Vriesea","sceptrum","Vriesea sceptrum","Mez","Buzato, S; Sazima, M","1992","11","18",NA,"Brazil","Horto Florestal de Campos do Jordão","flor, Flores de coloração alaranjada.","UEC083919","UEC083919","Liliopsida","Leme, EMC","1995","28012","São Paulo","Campos do Jordão","-47.55","-22.566667",NA,NA,"01",NA,"-47.55","-22.566667",NA,NA,NA,NA,NA,NA
"15","2019-08-20 09:59:18-03","UNICAMP","UEC","86550","S","Plantae",NA,NA,"Bromeliaceae","Vriesea","sceptrum","Vriesea sceptrum","Mez","Sazima, M; Sazima, I","1995","02","02",NA,"Brazil","Horto Florestal de Campos do Jordão","flor, Flores alaranjadas.","UEC083922","UEC083922","Liliopsida",NA,NA,"32324","São Paulo","Campos do Jordão","-47.55","-22.566667",NA,NA,NA,NA,"-47.55","-22.566667",NA,NA,NA,NA,NA,NA
"16","2021-03-01 16:19:09-03","UNICAMP","UEC","6809","S","Plantae",NA,NA,"Bromeliaceae","Vriesea","sceptrum","Vriesea sceptrum","Mez","Davis, PH; Cruz, ND; Semir, J; Felippe, GM; Kinoshita, LS; Shepherd, GJ","1976","09","29",NA,"Brazil","Reserva do Instituto Florestal. Estrada do Moreira para São José dos Alpes, perto da colônia. Interior da mata de araucária.","Epífita. Inflorescência salmão e esverdeada. Tépalas cenoura.","UEC083917","UEC083917","Liliopsida","Versieux, LM","2008","3118","São Paulo","Campos do Jordão","-45.5900001525879","-22.7299995422363","21048","auto",NA,NA,NA,NA,"1700","1700",NA,NA,NA,NA
"17","2020-12-21 16:19:35-03","MBM","MBM","397149","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","sceptrum","Vriesea sceptrum","Mez","Rosa, A.E.M.","2009","07","23","Southern America","Brazil","Pedra Branca","Epífita (forófito: Ipê amarelo), Altura 95 cm, inflorescência 39 cm, ramos 19, flores por ramos, 9 bráctas inferiores vermelhas, verdes no ápice. Brácteas superiores vermelhas.; afloramento rochoso formando uma plataforma, solo raso.","MBM397149","MBM397149 MBM397149_1",NA,"Rosa, A.E.M.",NA,"101","Minas Gerais","Caldas","-46.385706","-21.949886",NA,NA,NA,NA,"-46.385706","-21.949886","1605","1605",NA,NA,NA,NA
"18","2019-11-01 15:28:05-03","PUC-RIO","FCAB","0697","PreservedSpecimen","Plantae",NA,"Angiospermae","Bromeliaceae","Vriesea","sceptrum","Vriesea sceptrum","Mez","P.E. Leite S.J.","1945","05","10",NA,"Brasil",NA,NA,"000697",NA,NA,"L.B. Smith.",NA,"s.n.","São Paulo","Campos do Jordão","-45.5900001525879","-22.7299995422363","21048","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2015-09-16 02:50:26-03","MNHN","RECOLNAT_MNHN_P","P00438681","PreservedSpecimen",NA,NA,NA,"Bromeliaceae","Vriesea","sceptrum","Vriesea sceptrum","Mez","Regnell, A.F.","1861","10","25",NA,"Brésil","Minas Geraes : Pedra Branca, Caldas","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00438681' target='other'> <mi>dwc_moreinfo</mi></a>","P00438681","P00438681_01 P00438681_02 P00438681_03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"isotype","III 1254","hb",NA
"20","2015-09-28 20:13:54-03","MNHN","RECOLNAT_MNHN_P","P00438682","PreservedSpecimen",NA,NA,NA,"Bromeliaceae","Vriesea","sceptrum","Vriesea sceptrum","Mez","Regnell, A.F.","1861","10","25",NA,"Brésil","Minas Geraes : Pedra Branca, Caldas","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00438682' target='other'> <mi>dwc_moreinfo</mi></a>","P00438682","P00438682_01 P00438682_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"isotype","III 1254","hb",NA
"21","2015-09-16 02:28:16-03","MNHN","RECOLNAT_MNHN_P","P00438683","PreservedSpecimen",NA,NA,NA,"Bromeliaceae","Vriesea","sceptrum","Vriesea sceptrum","Mez","Regnell, A.F.","1861","10","25",NA,"Brésil","Minas Geraes : Pedra Branca, Caldas","Donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00438683' target='other'> <mi>dwc_moreinfo</mi></a>","P00438683","P00438683_01 P00438683_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"isotype","III 1254","hb",NA
"22","2018-01-25 15:14:38-02","MNHN","RECOLNAT_MNHN_P","P01684148","PreservedSpecimen",NA,NA,NA,"Bromeliaceae","Vriesea","sceptrum","Vriesea sceptrum","Mez","Glaziou, A.",NA,NA,NA,NA,"Brasil","Brésil. Brasil, América do Sul",". s.d. Herbier de A. Glaziou donné par Mme SIMARD, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01684148' target='other'> <mi>dwc_moreinfo</mi></a>","P01684148","P01684148_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"hb",NA
"23","2015-09-03 21:11:44-03","MNHN","RECOLNAT_MNHN_P","P01684149","PreservedSpecimen",NA,NA,NA,"Bromeliaceae","Vriesea","sceptrum","Vriesea sceptrum","Mez","Mosén","1875","10","30",NA,"Brasil","Brésil: Prov. Mninas Geraes. Caldas, Minas Gerais, Sudeste, Brasil, América do Sul",". . Herbier de A. Glaziou donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01684149' target='other'> <mi>dwc_moreinfo</mi></a>","P01684149","P01684149_01",NA,NA,NA,NA,"Minas Gerais","Caldas","-46.386100769043","-21.9235992431641","25710","auto",NA,NA,NA,NA,NA,NA,NA,"4437","hb",NA
"24","2020-12-11 11:43:36-03","UFMG","BHCB","147800","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","sceptrum","Vriesea sceptrum","Mez","Giacomin, LL; Massensini Júnior, A; A.; Assis, FC; Paixão, LC; Stehmann, JR","2011","03","21","Southern America","Brasil","Estrada não pavimentada, que liga a Fazenda Boa Es, Em subosque de floresta ombrófila mista em regeneração, marginal a estrada.","Epífita em árvore. Bainha e lâminas verdes. Frutos verdes, inflorescências senescidas. Aproximadamente 20 ramos patentes.",NA,NA,"Monocotyledon",NA,NA,"1554","Minas Gerais","Delfim Moreira","-45.328222","-22.596444",NA,NA,NA,NA,"-45.328222","-22.596444","1636","1636",NA,NA,NA,NA
"25","2020-12-11 11:43:36-03","UFMG","BHCB","53942","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","sceptrum","Vriesea sceptrum","Mez","França, GS; Stehmann, JR","2000","10","14","Southern America","Brasil","Pedra de São Domingos.","Herbáceo, brácteas de inflorescência verdes",NA,NA,"Monocotyledon",NA,NA,"174","Minas Gerais","São Sebastião do Paraíso","-45.96","-22.691944",NA,NA,NA,NA,"-45.96","-22.691944","2050","2050",NA,NA,NA,NA
"26","2020-12-11 11:43:36-03","UFMG","BHCB","64778","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","sceptrum","Vriesea sceptrum","Mez","Mota, RC da; Ribeiro, SP","2001","10","09","Southern America","Brasil","Fazenda Melhoramentos.","Planta coletada em mata ombrófila mista; erva epífita; brácteas do escapo floral amarelas.",NA,NA,"Monocotyledon",NA,NA,"1280","Minas Gerais","Camanducaia","-46.1446990966797","-22.7553005218506","22140","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2009-07-31 07:05:00-03","MO","MOBOT","3019814","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","sceptrum","Vriesea sceptrum","Mez","George Eiten|Liene T. Eiten","1966","7","29","South America","Brazil","Município de Resende: Itatiáia National Park. South face of Mt. Itatiáia. Along road 1 1/2 km from television relay tower towards Macieiras. Area of secondary forest.",NA,NA,NA,NA,"L.B. Smith",NA,"Eiten 7584","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1900.00000000",NA,NA,NA,NA,NA
"28","2009-07-31 07:05:00-03","MO","MOBOT","3020014","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","sceptrum","Vriesea sceptrum","Mez","George Eiten|Liene T. Eiten","1966","7","29","South America","Brazil","Município de Resende: Itatiáia National Park. South face of Mt. Itatiáia. Along road 1 1/2 km from television relay tower towards Macieiras. Area of secondary forest.",NA,NA,NA,NA,"L.B. Smith",NA,"Eiten 7584","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1900.00000000",NA,NA,NA,NA,NA
"29","2009-07-31 07:05:00-03","MO","MOBOT","3020123","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","sceptrum","Vriesea sceptrum","Mez","George Eiten|Liene T. Eiten","1966","7","29","South America","Brazil","Município de Resende: Itatiáia National Park. South face of Mt. Itatiáia. Along road 1 1/2 km from television relay tower towards Macieiras. Area of secondary forest.",NA,NA,NA,NA,"L.B. Smith",NA,"Eiten 7584","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1900.00000000",NA,NA,NA,NA,NA
"30","2020-06-15 15:29:42-03","UNESP-RC","HRCB","51787","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","sceptrum","Vriesea sceptrum","Mez","Rosa, A.E.M.","2009","07","23",NA,"Brasil",NA,"Epífita, brácteas inferiores vermelhas, verdes no ápice.Brácteas superiores vermelhas. Flores alaranjadas, estames inclusos.",NA,NA,NA,"Rosa, A.E.M.",NA,"101","Minas Gerais","Pedra Branca, Caldas",NA,NA,NA,NA,NA,NA,"W","23K 0358464S","1605","1605",NA,NA,NA,NA
"31","2020-06-15 15:29:42-03","UNESP-RC","HRCB","54358","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","sceptrum","Vriesea sceptrum","Mez","Rosa, A.E.M.","2010","10","20",NA,"Brasil",NA,"Caída no chão da mata, com entrada de sol. Flores alaranjadas, brácteas alco-alaranjadas.",NA,NA,NA,"Rosa, A.E.M.",NA,"357","Minas Gerais","Pedra Branca, Caldas",NA,NA,NA,NA,NA,NA,"W","23K 0358382S","1780","1780",NA,NA,NA,NA
"32","2020-06-15 15:29:42-03","UNESP-RC","HRCB","54361","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","sceptrum","Vriesea sceptrum","Mez","Rosa, A.E.M.","2010","06","20",NA,"Brasil",NA,"Epífita, inflorescência composta, em racemo heterotético, alaranjada. Flores abertas em 4/X/2010",NA,NA,NA,"Rosa, A.E.M.",NA,"263","Minas Gerais","Pedra Branca, Caldas",NA,NA,NA,NA,NA,NA,"W","23K 0358544S","1745","1745",NA,NA,NA,NA
"33","2020-09-12 05:00:02-03","US","US","1902462","PreservedSpecimen","Plantae","Monocotyledonae","Bromeliales","Bromeliaceae","Vriesea","sceptrum","Vriesea sceptrum","Mez in A. DC.","R. Foster","1940","8","28","South America - Neotropics","Brazil",NA,NA,"US01913965","US01913965_01",NA,NA,NA,"1036","Rio de Janeiro","Itatiaia","-44.5633010864258","-22.4960994720459","19648","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"34","2020-09-12 05:00:02-03","US","US","934181","PreservedSpecimen","Plantae","Monocotyledonae","Bromeliales","Bromeliaceae","Vriesea","sceptrum","Vriesea sceptrum","Mez in A. DC.","A. F. Regnell","1862",NA,NA,"South America - Neotropics","Brazil","Caldas.",NA,"US00091216","US00091216_01",NA,NA,NA,"III 1254","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Syntype",NA,NA,"1"
"35","2020-09-12 05:00:02-03","US","US","2688133","PreservedSpecimen","Plantae","Monocotyledonae","Bromeliales","Bromeliaceae","Vriesea","sceptrum","Vriesea sceptrum","Mez in A. DC.","G. Eiten & L. T. Eiten","1966","7","29","South America - Neotropics","Brazil","2 km from television relay towards Macierias",NA,"US01913968","US01913968_01",NA,NA,NA,"7584","Rio de Janeiro","Resende","-44.4467010498047","-22.468900680542","36089","auto",NA,NA,NA,NA,"1900",NA,NA,NA,NA,"1"
"36","2020-09-12 05:00:02-03","US","US","2688131","PreservedSpecimen","Plantae","Monocotyledonae","Bromeliales","Bromeliaceae","Vriesea","sceptrum","Vriesea sceptrum","Mez in A. DC.","G. Eiten & L. T. Eiten","1966","7","29","South America - Neotropics","Brazil","2 km from television relay tower towards Macieiras",NA,"US01913966","US01913966_01",NA,NA,NA,"7584","Rio de Janeiro","Resende","-44.4467010498047","-22.468900680542","36089","auto",NA,NA,NA,NA,"1900",NA,NA,NA,NA,"1"
"37","2020-09-12 05:00:02-03","US","US","2688132","PreservedSpecimen","Plantae","Monocotyledonae","Bromeliales","Bromeliaceae","Vriesea","sceptrum","Vriesea sceptrum","Mez in A. DC.","G. Eiten & L. T. Eiten","1966","7","29","South America - Neotropics","Brazil","2 km from television relay tower towards Macieiras",NA,"US01913969","US01913969_01",NA,NA,NA,"7584","Rio de Janeiro","Resende","-44.4467010498047","-22.468900680542","36089","auto",NA,NA,NA,NA,"1900",NA,NA,NA,NA,"1"
"38","2020-09-12 05:00:02-03","US","US","204809","PreservedSpecimen","Plantae","Monocotyledonae","Bromeliales","Bromeliaceae","Vriesea","sceptrum","Vriesea sceptrum","Mez in A. DC.","A. Regnell","1857","3",NA,"South America - Neotropics","Brazil","Pro. São Paulo",NA,"US01913970","US01913970_01",NA,NA,NA,"III1256","São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"39","2020-09-12 05:00:02-03","US","US","2688134","PreservedSpecimen","Plantae","Monocotyledonae","Bromeliales","Bromeliaceae","Vriesea","sceptrum","Vriesea sceptrum","Mez in A. DC.","G. Eiten & L. T. Eiten","1966","7","29","South America - Neotropics","Brazil","2 Km from television relay tower towars Macieiras",NA,"US01913967","US01913967_01",NA,NA,NA,"7584","Rio de Janeiro","Resende","-44.4467010498047","-22.468900680542","36089","auto",NA,NA,NA,NA,"1900",NA,NA,NA,NA,"1"
"40","2020-09-12 05:00:02-03","US","US","3366043","PreservedSpecimen","Plantae","Monocotyledonae","Bromeliales","Bromeliaceae","Vriesea","sceptrum","Vriesea sceptrum","Mez in A. DC.","H. Horta","1986","12","10","South America - Neotropics","Brazil","Parque Natural do CARAÇA. Próxima do último poço da CASCATINHA",NA,"US01913964","US01913964_01",NA,NA,NA,"s.n.","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"41","2019-09-04 18:24:33-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Monocotyledoneae",NA,"Bromeliaceae","Vriesea","sceptrum","Vriesea sceptrum",NA,"C. W. H. Mosén",NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,"Spermatophyta",NA,NA,"4437",NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2019-07-09 12:56:23-03","F","FMNH-SEEDPLANTS","V0416603F","PreservedSpecimen","Plantae","Monocotyledoneae",NA,"Bromeliaceae","Vriesea","sceptrum","Vriesea sceptrum",NA,"H. E. Strang","1961","1","14","South America","Brazil",NA,NA,"V0416603F","V0416603F_01","Spermatophyta","L. B. Smith",NA,"285","Rio de Janeiro",NA,"-42.5","-22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2019-11-01 15:13:22-03","UnB","UB",NA,"PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","sceptrum","Vriesea sceptrum","Mez","Kuhlman, M","1949","02","25","Southern America","Brasil","Beira da rodovia. Mata Boa Vista",NA,"UB0003007","UB0003007","Monocotyledonae","Smith, LB","1952","2201","São Paulo","Campos do Jordão","-45.5900001525879","-22.7299995422363","21048","auto","02",NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2019-11-21 10:02:55-03","IBt","SP","397597","S","Plantae",NA,NA,"Bromeliaceae","Vriesea","sceptrum","Vriesea sceptrum","Mez","Versieux, LM; Calvente, AM","2007","10","15",NA,"Brasil","Arredores do Parque Nacional da Bocaina, próximo à pista de decolagem de voo livre",NA,"SP053904","SP053904",NA,"Versieux, LM",NA,"449","São Paulo","São José do Barreiro","-44.637778","-22.705833",NA,NA,NA,NA,"-44.637778","-22.705833","1692","1692",NA,NA,NA,NA
"45","2019-11-21 10:02:55-03","IBt","SP","397597a","Extra","Plantae",NA,NA,"Bromeliaceae","Vriesea","sceptrum","Vriesea sceptrum","Mez","Versieux, LM; Calvente, AM","2007","10","15",NA,"Brasil","Arredores do Parque Nacional da Bocaina, próximo à pista de decolagem de voo livre",NA,"SP053905","SP053905",NA,"Versieux, LM",NA,"449","São Paulo","São José do Barreiro","-44.637778","-22.705833",NA,NA,NA,NA,"-44.637778","-22.705833","1692","1692",NA,NA,NA,NA
"46","2019-11-21 10:02:55-03","IBt","SP","55394a","Extra","Plantae",NA,NA,"Bromeliaceae","Vriesea","sceptrum","Vriesea sceptrum","Mez","Kuhlmann, M","1949","11","25",NA,"Brasil","Beira da rodovia",NA,"SP053903","SP053903",NA,"Smith, LB","1952","2201","São Paulo","Campos do Jordão","-45.5900001525879","-22.7299995422363","21048","auto","02",NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2019-11-21 10:02:55-03","IBt","SP","55394","S","Plantae",NA,NA,"Bromeliaceae","Vriesea","sceptrum","Vriesea sceptrum","Mez","Kuhlmann, M","1949","11","25",NA,"Brasil","Beira da rodovia",NA,"SP053902","SP053902",NA,"Smith, LB","1952","2201","São Paulo","Campos do Jordão","-45.5900001525879","-22.7299995422363","21048","auto","02",NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2019-11-21 10:02:55-03","IBt","SP","59102","S","Plantae",NA,NA,"Bromeliaceae","Vriesea","sceptrum","Vriesea sceptrum","Mez","Kuhlmann, M","1961","10",NA,NA,"Brasil","Subida para o Pico do Itapeva",NA,"SP053900","SP053900",NA,"Costa, A","1992","s.n.","São Paulo","Campos do Jordão","-45.5900001525879","-22.7299995422363","21048","auto","04","28",NA,NA,NA,NA,NA,NA,NA,NA
"49","2019-11-21 10:02:55-03","IBt","SP","59102a","Extra","Plantae",NA,NA,"Bromeliaceae","Vriesea","sceptrum","Vriesea sceptrum","Mez","Kuhlmann, M","1961","10",NA,NA,"Brasil","Subida para o Pico do Itapeva",NA,"SP053901","SP053901",NA,"Costa, A","1992","s.n.","São Paulo","Campos do Jordão","-45.5900001525879","-22.7299995422363","21048","auto","04","28",NA,NA,NA,NA,NA,NA,NA,NA
"50","2019-11-21 10:02:55-03","IBt","SP","32456","S","Plantae",NA,NA,"Bromeliaceae","Vriesea","sceptrum","Vriesea sceptrum","Mez","Kuhlmann, M","1935","01","31",NA,"Brasil","Umuarama",NA,"SP053899","SP053899",NA,"Smith, LB","1935","s.n.","São Paulo","Campos do Jordão","-45.5900001525879","-22.7299995422363","21048","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
