"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","recordNumber","continentOcean","country","locality","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","year","month","day","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","imagecode","coordinatePrecision","geoFlag","class","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","relatedCatalogItem","eventTime","fieldNumber","individualCount","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","482775","PreservedSpecimen","Plantae","Boraginaceae","Heliotropium","salicioides","Heliotropium salicioides",NA,"R. M. Harley","19950","South America","Brazil","Ca. 1 km south of small town of Mato Grosso on the road to Vila do Rio de Contas","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=529624' target='other'> <mi>dwc_moreinfo</mi></a>","NY00482775","1977","03","24","Magnoliophyta","Boraginales","Cham.","R. M. Harley","Bahia",NA,"-41.82","-13.48","1200","1200","NY00482775_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","482780","PreservedSpecimen","Plantae","Boraginaceae","Heliotropium","salicioides","Heliotropium salicioides",NA,"L. Riedel","2736","South America","Brazil","Inter Alegres et R. St. Francisco","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=529646' target='other'> <mi>dwc_moreinfo</mi></a>","NY00482780","1834","09",NA,"Magnoliophyta","Boraginales","Cham.",NA,"Minas Gerais",NA,NA,NA,NA,NA,"NY00482780_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","00858267","PreservedSpecimen","Plantae","Boraginaceae","Heliotropium","salicioides","Heliotropium salicioides",NA,"W. R. Anderson","9557","South America","Brazil","Serra do Caiapó, ca. 16 km (straight line) S of Caiapônia.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=954259' target='other'> <mi>dwc_moreinfo</mi></a>","NY00858267","1973","05","01","Magnoliophyta","Boraginales","Cham.","J. A. Kallunki","Goiás","Caiapônia","-51.81666667","-17.0922","800","800","NY00858267_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","482771","PreservedSpecimen","Plantae","Boraginaceae","Heliotropium","salicioides","Heliotropium salicioides",NA,"R. M. Harley","26006","South America","Brazil","4 km ao N da cidade na estrada para o povoado de Mato Grosso","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=529645' target='other'> <mi>dwc_moreinfo</mi></a>","NY00482771","1988","11","08","Magnoliophyta","Boraginales","Cham.",NA,"Bahia","Rio de Contas","-41.83","-13.53","1000","1000","NY00482771_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","00858238","PreservedSpecimen","Plantae","Boraginaceae","Heliotropium","salicioides","Heliotropium salicioides",NA,"H. S. Irwin","15331","South America","Brazil","East margin of Lagôa Paranoá","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=954145' target='other'> <mi>dwc_moreinfo</mi></a>","NY00858238","1966","04","26","Magnoliophyta","Boraginales","Cham.","S. R. Hill","Distrito Federal","Brasília","-47.77","-15.8","1000","1000","NY00858238_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","00858251","PreservedSpecimen","Plantae","Boraginaceae","Heliotropium","salicioides","Heliotropium salicioides",NA,"H. S. Irwin","24981","South America","Brazil","Chapada dos Veadeiros, ca. 10 km west of Alto do Paraíso (formerly Veadeiros)","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=954215' target='other'> <mi>dwc_moreinfo</mi></a>","NY00858251","1969","03","24","Magnoliophyta","Boraginales","Cham.","S. R. Hill","Goiás","Alto Paraíso de Goiás","-47.6094444","-14.1167","1000","1000","NY00858251_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","1016281","PreservedSpecimen","Plantae","Boraginaceae","Heliotropium","salicioides","Heliotropium salicioides",NA,"S. F. Conceição","97","South America","Brazil","Morrão.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1144902' target='other'> <mi>dwc_moreinfo</mi></a>","NY01016281","2005","01","12","Magnoliophyta","Boraginales","Cham.","S. F. Conceição","Bahia","Morro do Chapéu","-41.2078","-11.5858","1267","1267","NY01016281_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","00858231","PreservedSpecimen","Plantae","Boraginaceae","Heliotropium","salicioides","Heliotropium salicioides",NA,"H. S. Irwin","11015","South America","Brazil","Serra dos Pirineus, ca. 20 km S. of Corumbá de Goiás","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=953865' target='other'> <mi>dwc_moreinfo</mi></a>","NY00858231","1965","12","03","Magnoliophyta","Boraginales","Cham.","S. R. Hill","Goiás","Abadiânia","-48.8086","-16.10434","1000","1000","NY00858231_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","482777","PreservedSpecimen","Plantae","Boraginaceae","Heliotropium","salicioides","Heliotropium salicioides",NA,"R. M. Harley","22739","South America","Brazil","Summit of Morro do Chapéu. C. 8 km SW of the town of Morro do Chapéu to the west of the road to Utinga","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=529637' target='other'> <mi>dwc_moreinfo</mi></a>","NY00482777","1980","05","30","Magnoliophyta","Boraginales","Cham.","K. G. Shawe","Bahia","Morro do Chapéu","-41.2","-11.58","1000","1000","NY00482777_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","482784","PreservedSpecimen","Plantae","Boraginaceae","Heliotropium","salicioides","Heliotropium salicioides",NA,"R. M. Harley","16655","South America","Brazil","16 km North West of Lagoinha (5.5 km SW of Delfino) on side road to Minas do Mimoso","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=529629' target='other'> <mi>dwc_moreinfo</mi></a>","NY00482784","1974","03","04","Magnoliophyta","Boraginales","Cham.","C. Grey-Wilson","Bahia",NA,"-41.33","-10.37","950","1000","NY00482784_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","00858240","PreservedSpecimen","Plantae","Boraginaceae","Heliotropium","salicioides","Heliotropium salicioides",NA,"H. S. Irwin","18891","South America","Brazil","70 km N. of Corumbá de Goiás on road to Niquelândia, valley of Rio Maranhão. Serra dos Pirineus.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=954152' target='other'> <mi>dwc_moreinfo</mi></a>","NY00858240","1968","01","20","Magnoliophyta","Boraginales","Cham.","S. R. Hill","Goiás","Cocalzinho de Goiás","-48.63","-15.35","700","700","NY00858240_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","00858234","PreservedSpecimen","Plantae","Boraginaceae","Heliotropium","salicioides","Heliotropium salicioides",NA,"H. S. Irwin","12524","South America","Brazil","Chapada dos Veadeiros, ca. 20 km W. of Alto Paraíso de Goiás (formerly Veadeiros).","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=953869' target='other'> <mi>dwc_moreinfo</mi></a>","NY00858234","1966","02","10","Magnoliophyta","Boraginales","Cham.","S. R. Hill","Goiás","Alto Paraíso de Goiás","-47.70192","-14.1167","1000","1000","NY00858234_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","00858263","PreservedSpecimen","Plantae","Boraginaceae","Heliotropium","salicioides","Heliotropium salicioides",NA,"D. Philcox","3610","South America","Brazil","W of Km 229, Xavantina - Cachimbo Road.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=954245' target='other'> <mi>dwc_moreinfo</mi></a>","NY00858263","1967","12","20","Magnoliophyta","Boraginales","Cham.",NA,"Mato Grosso",NA,"-51.77","-12.82",NA,NA,"NY00858263_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","00858282","PreservedSpecimen","Plantae","Boraginaceae","Heliotropium","salicioides","Heliotropium salicioides",NA,"Irnaldo",NA,"South America","Brazil","caminho da cachoeira do Abade.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=954371' target='other'> <mi>dwc_moreinfo</mi></a>","NY00858282",NA,NA,NA,"Magnoliophyta","Boraginales","Cham.",NA,"Goiás","Pirenópolis","-48.9592","-15.8525",NA,NA,"NY00858282_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","00858228","PreservedSpecimen","Plantae","Boraginaceae","Heliotropium","salicioides","Heliotropium salicioides",NA,"H. S. Irwin","9627","South America","Brazil","Chapada da Contagem, ca. 20 km N.E. of Brasília","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=953850' target='other'> <mi>dwc_moreinfo</mi></a>","NY00858228","1965","10","28","Magnoliophyta","Boraginales","Cham.","S. R. Hill","Distrito Federal","Brasília","-47.78471","-15.6555","1000","1000","NY00858228_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","00858276","PreservedSpecimen","Plantae","Boraginaceae","Heliotropium","salicioides","Heliotropium salicioides",NA,"P. E. Gibbs","2704","South America","Brazil",NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=954283' target='other'> <mi>dwc_moreinfo</mi></a>","NY00858276","1976","09","07","Magnoliophyta","Boraginales","Cham.","J. A. Kallunki","Goiás","Inhumas","-49.4958","-16.3581",NA,NA,"NY00858276_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","482782","PreservedSpecimen","Plantae","Boraginaceae","Heliotropium","salicioides","Heliotropium salicioides",NA,"R. M. Harley","19343","South America","Brazil","Summit of Morro do Chapéu, ca. 8 km SW of the town of Morro do Chapéu to the west of the road to Utinga","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=529640' target='other'> <mi>dwc_moreinfo</mi></a>","NY00482782","1977","03","03","Magnoliophyta","Boraginales","Cham.","K. G. Shawe","Bahia","Morro do Chapéu","-41.2","-11.58","1000","1000","NY00482782_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","00858245","PreservedSpecimen","Plantae","Boraginaceae","Heliotropium","salicioides","Heliotropium salicioides",NA,"H. S. Irwin","23786","South America","Brazil","Serra do Espinhaço, Serra dos Três Irmãos, ca. 31 km west of Montes Claros, road to Agua Boa.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=954191' target='other'> <mi>dwc_moreinfo</mi></a>","NY00858245","1969","02","24","Magnoliophyta","Boraginales","Cham.","S. R. Hill","Minas Gerais",NA,"-43.5968","-16.81425","1000","1000","NY00858245_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","482774","PreservedSpecimen","Plantae","Boraginaceae","Heliotropium","salicioides","Heliotropium salicioides",NA,"A. M. Amorim","1543","South America","Brazil","Praia do Abais","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=529617' target='other'> <mi>dwc_moreinfo</mi></a>","NY00482774","1993","11","28","Magnoliophyta","Boraginales","Cham.","J. S. Miller","Sergipe","Estância","-37.4381","-11.2683",NA,NA,"NY00482774_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","482773","PreservedSpecimen","Plantae","Boraginaceae","Heliotropium","salicioides","Heliotropium salicioides",NA,"L. P. de Queiroz","2655","South America","Brazil","Ca. 16 km NW de Mucujê, na estrada para Boninal","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=529616' target='other'> <mi>dwc_moreinfo</mi></a>","NY00482773","1992","02","15","Magnoliophyta","Boraginales","Cham.","J. S. Miller","Bahia","Mucugê","-41.4714","-12.975","1040","1040","NY00482773_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","482783","PreservedSpecimen","Plantae","Boraginaceae","Heliotropium","salicioides","Heliotropium salicioides",NA,"H. S. Irwin","30904","South America","Brazil","Ca. 23 km N of Seabra, road to Agua de Rega","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=529642' target='other'> <mi>dwc_moreinfo</mi></a>","NY00482783","1971","02","24","Magnoliophyta","Boraginales","Cham.","S. R. Hill","Bahia","Seabra","-41.7703","-12.4186","1000","1000","NY00482783_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","00858252","PreservedSpecimen","Plantae","Boraginaceae","Heliotropium","salicioides","Heliotropium salicioides",NA,"H. S. Irwin","25120","South America","Brazil","Contraforte Central, ca. 22 km N.E. of Catalão","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=954217' target='other'> <mi>dwc_moreinfo</mi></a>","NY00858252","1970","01","22","Magnoliophyta","Boraginales","Cham.","S. R. Hill","Goiás","Catalão","-47.80297","-18.02615","875","875","NY00858252_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","00858258","PreservedSpecimen","Plantae","Boraginaceae","Heliotropium","salicioides","Heliotropium salicioides",NA,"H. S. Irwin","32150","South America","Brazil","Serra Geral do Paraná, ca. 20 km N.of São João de Aliança","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=954229' target='other'> <mi>dwc_moreinfo</mi></a>","NY00858258","1971","03","19","Magnoliophyta","Boraginales","Cham.","S. R. Hill","Goiás","São João d'Aliança","-47.5333","-14.51924","1250","1250","NY00858258_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","00858242","PreservedSpecimen","Plantae","Boraginaceae","Heliotropium","salicioides","Heliotropium salicioides",NA,"H. S. Irwin","22113","South America","Brazil","Ca. 24km SW of Diamantina on road to Gouveia. Serra do Espinhaço.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=954177' target='other'> <mi>dwc_moreinfo</mi></a>","NY00858242","1969","01","16","Magnoliophyta","Boraginales","Cham.","S. R. Hill","Minas Gerais",NA,"-43.7","-18.38","1300","1300","NY00858242_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","482778","PreservedSpecimen","Plantae","Boraginaceae","Heliotropium","salicioides","Heliotropium salicioides",NA,"R. M. Harley","22285","South America","Brazil","Serras dos Lençois. Lower slopes of Morro do Pai Inacio, ca. 14.5 km NW of Lençois just N of the main Seabra-Itaberaba road","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=529638' target='other'> <mi>dwc_moreinfo</mi></a>","NY00482778","1980","05","21","Magnoliophyta","Boraginales","Cham.","K. G. Shawe","Bahia","Palmeiras","-41.47","-12.45","700","1000","NY00482778_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","00858275","PreservedSpecimen","Plantae","Boraginaceae","Heliotropium","salicioides","Heliotropium salicioides",NA,"R. A. Wasum","7505","South America","Brazil",NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=954278' target='other'> <mi>dwc_moreinfo</mi></a>","NY00858275","1991","01","27","Magnoliophyta","Boraginales","Cham.","S. F. Smith","Goiás","Alto Paraíso de Goiás","-47.5097","-14.1325",NA,NA,"NY00858275_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","00858278","PreservedSpecimen","Plantae","Boraginaceae","Heliotropium","salicioides","Heliotropium salicioides",NA,"P. I. Oliveira","470","South America","Brazil","Anápolis, 16 km N.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=954298' target='other'> <mi>dwc_moreinfo</mi></a>","NY00858278","1982","02","26","Magnoliophyta","Boraginales","Cham.","J. A. Kallunki","Goiás","Anápolis","-48.9528","-16.3269",NA,NA,"NY00858278_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","482785","PreservedSpecimen","Plantae","Boraginaceae","Heliotropium","salicioides","Heliotropium salicioides",NA,"R. M. Harley","16846","South America","Brazil","22 km North-west of Lagoinha (which is 5.5 km S.W. of Delfino) on side road to Minas do Mimoso","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=529630' target='other'> <mi>dwc_moreinfo</mi></a>","NY00482785","1974","03","06","Magnoliophyta","Boraginales","Cham.","C. Grey-Wilson","Bahia",NA,"-41.33","-10.33","980","980","NY00482785_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","482790","PreservedSpecimen","Plantae","Boraginaceae","Heliotropium","salicioides","Heliotropium salicioides",NA,"R. S. Santos","24353","South America","Brazil","Entre Vitória da Conquista e Jequié","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=529632' target='other'> <mi>dwc_moreinfo</mi></a>","NY00482790","1963","09","26","Magnoliophyta","Boraginales","Cham.","J. A. Kallunki","Bahia",NA,NA,NA,NA,NA,"NY00482790_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","482770","PreservedSpecimen","Plantae","Boraginaceae","Heliotropium","salicioides","Heliotropium salicioides",NA,"R. M. Harley","26968","South America","Brazil","25 km ao N de Barra da Estiva, na estrada nova para Mucugê","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=529644' target='other'> <mi>dwc_moreinfo</mi></a>","NY00482770","1988","11","20","Magnoliophyta","Boraginales","Cham.",NA,"Bahia","Ibicoara","-41.3","-13.42","1100","1200","NY00482770_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","00858284","PreservedSpecimen","Plantae","Boraginaceae","Heliotropium","salicioides","Heliotropium salicioides",NA,"P. Clausen","229","South America","Brazil",NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=954384' target='other'> <mi>dwc_moreinfo</mi></a>","NY00858284","1838",NA,NA,"Magnoliophyta","Boraginales","Cham.",NA,"Minas Gerais",NA,NA,NA,NA,NA,"NY00858284_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","482776","PreservedSpecimen","Plantae","Boraginaceae","Heliotropium","salicioides","Heliotropium salicioides",NA,"R. M. Harley","26514","South America","Brazil","Pico das Almas. Vertente leste. Campo ao sul do Queiroz","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=529626' target='other'> <mi>dwc_moreinfo</mi></a>","NY00482776","1988","11","30","Magnoliophyta","Boraginales","Cham.","Y. B. Harvey","Bahia","Rio de Contas","-41.95","-13.53","1500","1500","NY00482776_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","00858230","PreservedSpecimen","Plantae","Boraginaceae","Heliotropium","salicioides","Heliotropium salicioides",NA,"H. S. Irwin","11014","South America","Brazil","Serra dos Pirineus, ca. 20 km S. of Corumbá de Goiás","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=953864' target='other'> <mi>dwc_moreinfo</mi></a>","NY00858230","1965","12","03","Magnoliophyta","Boraginales","Cham.","S. R. Hill","Goiás","Abadiânia","-48.8086","-16.10434","1000","1000","NY00858230_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
