"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","minimumElevationInMeters","maximumElevationInMeters","county","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","class","relatedCatalogItem","dayIdentified","individualCount","fieldNumber","sex"
"11","2020-11-26 18:07:05-03","CPAN-UFMS","COR","3538","PreservedSpecimen","Plantae",NA,NA,"Araceae","Lemna","aequinoctialis","Lemna aequinoctialis","Welw.","Sanches,A.L. et al.","4","1994","04","20",NA,"Brasil","Mato Grosso do Sul",NA,"-57.6533012390137","-19.0091991424561",NA,"livre flutuante Habito: Aquática",NA,NA,NA,NA,NA,"Corumbá",NA,NA,"295160","auto",NA,NA,NA,NA,NA,NA,NA,NA
"12","2020-11-26 18:07:05-03","CPAN-UFMS","COR","8254","PreservedSpecimen","Plantae",NA,NA,"Araceae","Lemna","aequinoctialis","Lemna aequinoctialis","Welw.","V. J. Pott, A. Pott & N. C. Bueno","1845","1993","02","28",NA,"Brasil","Mato Grosso do Sul","Km 718 da BR-262, beira do Pantanal. Lagoa Temporária, água límpida,até 1 m prof.; Calcário; Plano deprimido.","-57.6533012390137","-19.0091991424561",NA,"Forrageira de marrecos silvestres. Presença de Chara.; Com Flor: Esbranquiçada; Com fruto:Ainda verde; Importância Econômica: Despoluidora",NA,NA,"V. J. Pott","120","120","Corumbá",NA,NA,"295160","auto",NA,NA,NA,NA,NA,NA,NA,NA
"13","2020-11-26 18:07:05-03","CPAN-UFMS","COR","8252","PreservedSpecimen","Plantae",NA,NA,"Araceae","Lemna","aequinoctialis","Lemna aequinoctialis","Welw.","V. J. Pott & A. A. Bueno Sobrinho","1978","1992","10","30",NA,"Brasil","Mato Grosso do Sul","Terreno baldio ao lado da Embrapa - fundos. Terreno urbano algadiço com gramíneas; Calcário; Plano.","-57.6533012390137","-19.0091991424561",NA,"Com Flor: Estames alvos",NA,NA,"V. J. Pott","90","90","Corumbá",NA,NA,"295160","auto",NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-02 16:28:34-03","CPAN-UFMS","COR","2991","PreservedSpecimen","Plantae",NA,NA,"Araceae","Lemna","aequinoctialis","Lemna aequinoctialis","Welw.","Damasceno- Junior, G.A.","257","1992","11","26",NA,"Brasil","Mato Grosso do Sul","Passo do Lontra. Área de inundação, próximo ao Camping do Passo do Lontra -Abobral.","-56.3782997131348","-20.2406005859375",NA,"Habito: Aquática",NA,NA,"Vali J. Pott",NA,NA,"Miranda",NA,NA,"92112","auto",NA,NA,NA,NA,NA,NA,NA,NA
"15","2019-10-09 11:27:26-03","UFBA","ALCB","040341","PreservedSpecimen","Plantae","Monocotyledon",NA,"Araceae","Lemna","aequinoctialis","Lemna aequinoctialis","Welw.","Harley, RM; Funch, L; Bautista, HP; Hind, DJN","PCD&nf;3125","1996","06","27","Southern America","Brasil","Bahia","Piemonte da Diamantina, Leito pedregoso do rio Ventura","-41","-11.666667",NA,"aquática, diminuta. Ocasional.; Vegetação no leito pedregoso do rio. Afloramentos rochosos.","ALCB004872","ALCB004872","Guedes, ML","724","724","Morro do Chapéu","-41","-11.666667",NA,NA,"2016","11",NA,NA,NA,NA,NA,NA
"16","2019-10-09 11:27:26-03","UFBA","ALCB","119021","PreservedSpecimen","Plantae","Monocotyledon",NA,"Araceae","Lemna","aequinoctialis","Lemna aequinoctialis","Welw.","Melo, E; França, F; Barreto, KL; et al.","12056","2013","07","14","Southern America","Brasil","Bahia","Piemonte da Diamantina, Hotel Pousada das Bromélias. Lagoa represada do rio Jacuípe. Área urbana.","-42.577778","-11.569444",NA,"aquática flutuante livre. Corpo vegetativo laminar, verde-claro, com 2-3 mm compr.","ALCB004871","ALCB004871",NA,"1018","1018","Morro do Chapéu","-42.577778","-11.569444",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2020-02-08 08:43:25-03","NBC","NL-BOTANY","L.1423920","PreservedSpecimen","Plantae",NA,"Alismatales","Lemnaceae","Lemna","aequinoctialis","Lemna aequinoctialis","Welw.","Pedersen TM",NA,"1980","06","01","Southern America","Argentina",NA,"Hickmann, Dep. Gral. San Martín, Prov. Salta.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1423920 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1423920","NL-L1423920",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"18","2020-02-08 08:43:25-03","NBC","NL-BOTANY","L.1423922","PreservedSpecimen","Plantae",NA,"Alismatales","Lemnaceae","Lemna","aequinoctialis","Lemna aequinoctialis","Welw.","Karsten GKWH",NA,NA,NA,NA,"Southern America","Venezuela",NA,"Z. Amerika, J. Kockkock. * ?",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1423922 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1423922","NL-L1423922",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"19","2020-02-08 08:43:25-03","NBC","NL-BOTANY","U.1105066","PreservedSpecimen","Plantae",NA,"Alismatales","Lemnaceae","Lemna","aequinoctialis","Lemna aequinoctialis","Welw.","Cramer J",NA,"1974","04","30","Southern America","Surinam","Nickerie",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1105066 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1105066","NL-U1105066","DeFilipps RA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0018421",NA,NA,NA,NA
"20","2020-02-08 08:43:25-03","NBC","NL-BOTANY","U.1105067","PreservedSpecimen","Plantae",NA,"Alismatales","Lemnaceae","Lemna","aequinoctialis","Lemna aequinoctialis","Welw.","Stahel G",NA,"1926","04","19","Southern America","Surinam",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1105067 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1105067","NL-U1105067","DeFilipps RA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0018414",NA,NA,NA,NA
"21","2020-02-08 08:43:25-03","NBC","NL-BOTANY","U.1105068","PreservedSpecimen","Plantae",NA,"Alismatales","Lemnaceae","Lemna","aequinoctialis","Lemna aequinoctialis","Welw.","Cramer J; Cooper A",NA,"1974","05","06","Southern America","Guyana",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1105068 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1105068","NL-U1105068","DeFilipps RA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0018422",NA,NA,NA,NA
"22","2020-02-08 08:43:25-03","NBC","NL-BOTANY","U.1105069","PreservedSpecimen","Plantae",NA,"Alismatales","Lemnaceae","Lemna","aequinoctialis","Lemna aequinoctialis","Welw.","Cramer J",NA,"1974","05","04","Southern America","Guyana",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1105069 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1105069","NL-U1105069","DeFilipps RA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0018420",NA,NA,NA,NA
"23","2020-02-08 08:43:25-03","NBC","NL-BOTANY","U.1105070","PreservedSpecimen","Plantae",NA,"Alismatales","Lemnaceae","Lemna","aequinoctialis","Lemna aequinoctialis","Welw.","Wessels Boer JG",NA,"1963","04","01","Southern America","Surinam",NA,NA,"-54.55","3.1",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1105070 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1105070","NL-U1105070","DeFilipps RA",NA,NA,NA,"-54.55","3.1",NA,NA,NA,NA,"Magnoliopsidae","U 0018419",NA,NA,NA,NA
"24","2020-02-08 08:43:25-03","NBC","NL-BOTANY","U.1105071","PreservedSpecimen","Plantae",NA,"Alismatales","Lemnaceae","Lemna","aequinoctialis","Lemna aequinoctialis","Welw.","Lanjouw J",NA,"1933","10","22","Southern America","Surinam","Coronie",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1105071 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1105071","NL-U1105071","DeFilipps RA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0018418",NA,NA,NA,NA
"25","2020-02-08 08:43:25-03","NBC","NL-BOTANY","U.1105074","PreservedSpecimen","Plantae",NA,"Alismatales","Lemnaceae","Lemna","aequinoctialis","Lemna aequinoctialis","Welw.","Wullschlägel HR",NA,"1851","01","01","Southern America","Surinam","Paramaribo",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1105074 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1105074","NL-U1105074","DeFilipps RA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0018417",NA,NA,NA,NA
"26","2020-02-08 08:43:25-03","NBC","NL-BOTANY","U.1105075","PreservedSpecimen","Plantae",NA,"Alismatales","Lemnaceae","Lemna","aequinoctialis","Lemna aequinoctialis","Welw.","Lanjouw J; Lindeman JC",NA,"1949","05","02","Southern America","Surinam","Nickerie",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1105075 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1105075","NL-U1105075","DeFilipps RA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0018416",NA,NA,NA,NA
"27","2020-02-08 08:43:25-03","NBC","NL-BOTANY","U.1105076","PreservedSpecimen","Plantae",NA,"Alismatales","Lemnaceae","Lemna","aequinoctialis","Lemna aequinoctialis","Welw.","Donselaar J van",NA,"1964","02","26","Southern America","Surinam","Brokopondo",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1105076 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1105076","NL-U1105076","DeFilipps RA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0018415",NA,NA,NA,NA
"28","2020-02-08 08:43:25-03","NBC","NL-BOTANY","U.1105077","PreservedSpecimen","Plantae",NA,"Alismatales","Lemnaceae","Lemna","aequinoctialis","Lemna aequinoctialis","Welw.","Cremers GA",NA,"1985","02","23","Southern America","French Guiana",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1105077 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1105077","NL-U1105077","DeFilipps RA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0018406",NA,NA,NA,NA
"29","2020-02-08 08:43:25-03","NBC","NL-BOTANY","U.1105078","PreservedSpecimen","Plantae",NA,"Alismatales","Lemnaceae","Lemna","aequinoctialis","Lemna aequinoctialis","Welw.","Focke HC",NA,NA,NA,NA,"Southern America","Surinam",NA,"Lemna",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1105078 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1105078","NL-U1105078","DeFilipps RA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0018413",NA,NA,NA,NA
"30","2020-02-08 08:43:25-03","NBC","NL-BOTANY","U.1105079","PreservedSpecimen","Plantae",NA,"Alismatales","Lemnaceae","Lemna","aequinoctialis","Lemna aequinoctialis","Welw.","Lindeman JC",NA,"1954","03","04","Southern America","Surinam",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1105079 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1105079","NL-U1105079","DeFilipps RA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0018423",NA,NA,NA,NA
"31","2020-11-04 11:00:14-03","ESALQ","ESA","124332","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Araceae","Lemna","aequinoctialis","Lemna aequinoctialis",NA,"Paula-Souza, J.; Ferreira, M.A.P.; Silva, R.E.R.; Franco, J.O.R.","11104.0","2012","04","28",NA,"Brasil","Ceará","Localidade Sabonete. Arredores de açude em área de caatinga arbórea aberta. 11,7km SW (em linha reta) da sede da Fazenda Itataia","-40.1567001342773","-4.33194017410278",NA,"Erva aquática","ESA124332","ESA124332","Paula-Souza, J.",NA,NA,"Santa Quitéria",NA,NA,"62463","auto","2012","06",NA,NA,"01",NA,NA,NA
"32","2020-11-04 11:00:14-03","ESALQ","ESA","118472","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Araceae","Lemna","aequinoctialis","Lemna aequinoctialis",NA,"Rodrigues, M.E.F.","353.0","2008","05","01",NA,"Brasil","São Paulo",NA,"-46.6300010681152","-23.5400009155273",NA,NA,"ESA118472","ESA118472","Rodrigues, M.E.F.",NA,NA,"São Paulo",NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-01-14 15:23:13-03","MN","R","217472","PreservedSpecimen","Plantae",NA,NA,"Araceae","Lemna","aequinoctialis","Lemna aequinoctialis","Welw.","Bove, C.P. 740",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Álcool 70%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-01-14 15:23:13-03","MN","R","217478","PreservedSpecimen","Plantae",NA,NA,"Araceae","Lemna","aequinoctialis","Lemna aequinoctialis","Welw.","Bove, C.P. 960; Costa, W.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Álcool 70%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-01-14 15:23:13-03","MN","R","145851","PreservedSpecimen","Plantae",NA,NA,"Araceae","Lemna","aequinoctialis","Lemna aequinoctialis","Welw.","Dau, L.","277","1969","12","16",NA,"Brasil","Rio de Janeiro","Lagoa de Camorim",NA,NA,NA,NA,NA,NA,"Pott, V.J.",NA,NA,"Recreio dos Bandeirantes",NA,NA,NA,NA,"1993","03",NA,NA,"18",NA,NA,NA
"36","2021-01-14 15:23:13-03","MN","R","183894","PreservedSpecimen","Plantae",NA,NA,"Araceae","Lemna","aequinoctialis","Lemna aequinoctialis","Welw.","Pott, V.J. 2016; Pott, A.",NA,"1993","02","13",NA,"Brasil","Mato Grosso do Sul",NA,"-57.633333","-19.183333",NA,NA,NA,NA,NA,"140","140","Corumbá","57°38'W","19°11'S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-01-14 15:23:13-03","MN","R","183895","PreservedSpecimen","Plantae",NA,NA,"Araceae","Lemna","aequinoctialis","Lemna aequinoctialis","Welw.","Pott, V.J. 1845; Pott, A. & Bueno, N.C.",NA,"1993","02","28",NA,"Brasil","Mato Grosso do Sul",NA,"-57.65","-19.316667",NA,NA,NA,NA,"Pott, V.J.","120","120","Corumbá","57°39'W","19°19'S",NA,NA,"1993","02",NA,NA,"28",NA,NA,NA
"38","2021-01-14 15:23:13-03","MN","R","183896","PreservedSpecimen","Plantae",NA,NA,"Araceae","Lemna","aequinoctialis","Lemna aequinoctialis","Welw.","Pott, V.J. 1835; Sobrinho, A.A.B.",NA,"1993","02","17",NA,"Brasil","Mato Grosso do Sul",NA,"-57.65","-19.016667",NA,NA,NA,NA,NA,"141","141","Corumbá","57°39'W","19°01'S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-01-14 15:23:13-03","MN","R","183897","PreservedSpecimen","Plantae",NA,NA,"Araceae","Lemna","aequinoctialis","Lemna aequinoctialis","Welw.","Pott, V.J. 1978; Sobrinho, A.A.B.",NA,"1992","10","30",NA,"Brasil","Mato Grosso do Sul",NA,"-57.65","-19.016667",NA,NA,NA,NA,"Pott, V.J.","140","140","Corumbá","57°39'W","19°01'S",NA,NA,"1992","10",NA,NA,"30",NA,NA,NA
"40","2021-01-14 15:23:13-03","MN","R","207805","PreservedSpecimen","Plantae",NA,NA,"Araceae","Lemna","aequinoctialis","Lemna aequinoctialis","Welw.","Bove, C.P. 810; Costa, W. & Costa, B.B.",NA,"2001","01","13",NA,"Brasil","Bahia",NA,NA,NA,"Álcool 70%",NA,NA,NA,"Pott, V.J.",NA,NA,NA,NA,NA,NA,NA,"2001","04",NA,NA,"14",NA,NA,NA
"41","2021-01-14 15:23:13-03","MN","R","216099","PreservedSpecimen","Plantae",NA,NA,"Araceae","Lemna","aequinoctialis","Lemna aequinoctialis","Welw.","Bove, C.P. 784; Moreira, C. & Moura, R.",NA,"2000","11","23",NA,"Brasil","Rio de Janeiro",NA,NA,NA,"Álcool 70%",NA,NA,NA,"Pott, V.J.",NA,NA,"Barra de São João",NA,NA,NA,NA,"2001","04",NA,NA,"14",NA,NA,NA
"42","2021-01-14 15:23:13-03","MN","R","216100","PreservedSpecimen","Plantae",NA,NA,"Araceae","Lemna","aequinoctialis","Lemna aequinoctialis","Welw.","Bove, C.P. 826; Costa, W. & Costa, B.B.",NA,"2001","01","17",NA,"Brasil","Bahia",NA,NA,NA,"Álcool 70%",NA,NA,NA,"Pott, V.J.",NA,NA,NA,NA,NA,NA,NA,"2001","04",NA,NA,"14",NA,NA,NA
"43","2021-01-14 15:23:13-03","MN","R","216102","PreservedSpecimen","Plantae",NA,NA,"Araceae","Lemna","aequinoctialis","Lemna aequinoctialis","Welw.","Bove, C.P. 714; Costa, W.",NA,"2000","04","20",NA,"Brasil","Minas Gerais",NA,NA,NA,"Álcool 70%",NA,NA,NA,"Pott, V.J.",NA,NA,NA,NA,NA,NA,NA,"2000","09",NA,NA,NA,NA,NA,NA
"44","2021-01-14 15:23:13-03","MN","R","217470","PreservedSpecimen","Plantae",NA,NA,"Araceae","Lemna","aequinoctialis","Lemna aequinoctialis","Welw.","Bove, C.P. 961; Costa, W. & Costa, B.B.",NA,"2002","01","23",NA,"Brasil","Minas Gerais",NA,NA,NA,"Álcool 70%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2021-01-14 15:23:13-03","MN","R","217473","PreservedSpecimen","Plantae",NA,NA,"Araceae","Lemna","aequinoctialis","Lemna aequinoctialis","Welw.","Bove, C.P. 862; Costa, W. & Costa, B.B.",NA,"2001","06","08",NA,"Brasil","Rio de Janeiro",NA,NA,NA,"Álcool 70%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2021-01-14 15:23:13-03","MN","R","217474","PreservedSpecimen","Plantae",NA,NA,"Araceae","Lemna","aequinoctialis","Lemna aequinoctialis","Welw.","Bove, C.P. 954; Costa, W. & Costa, B.B.",NA,"2002","01","21",NA,"Brasil","Minas Gerais",NA,NA,NA,"Álcool 70%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2021-01-14 15:23:13-03","MN","R","217475","PreservedSpecimen","Plantae",NA,NA,"Araceae","Lemna","aequinoctialis","Lemna aequinoctialis","Welw.","Bove, C.P. 981; Costa, W. & Costa, B.B.",NA,"2002","01","24",NA,"Brasil","Bahia",NA,NA,NA,"Álcool 70%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2021-01-14 15:23:13-03","MN","R","217476","PreservedSpecimen","Plantae",NA,NA,"Araceae","Lemna","aequinoctialis","Lemna aequinoctialis","Welw.","Bove, C.P. 980; Costa, W. & Costa, B.B.",NA,"2009","01","24",NA,"Brasil","Bahia",NA,NA,NA,"Álcool 70%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2021-01-14 15:23:13-03","MN","R","217480","PreservedSpecimen","Plantae",NA,NA,"Araceae","Lemna","aequinoctialis","Lemna aequinoctialis","Welw.","Bove, C.P. 988; Costa, W. & Costa, B.B.",NA,"2002","01","25",NA,"Brasil","Bahia","Sítio do Mato",NA,NA,"Álcool 70%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2021-01-14 15:23:13-03","MN","R","217482","PreservedSpecimen","Plantae",NA,NA,"Araceae","Lemna","aequinoctialis","Lemna aequinoctialis","Welw.","Bove, C.P.","1143","2003","08","17",NA,"Brasil","Mato Grosso",NA,NA,NA,"Álcool 70%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2021-01-14 15:23:13-03","MN","R","217483","PreservedSpecimen","Plantae",NA,NA,"Araceae","Lemna","aequinoctialis","Lemna aequinoctialis","Welw.","Bove, C.P. 994; Costa, W. & Costa, B.B.",NA,"2008","05","26",NA,"Brasil","Bahia",NA,NA,NA,"Álcool 70%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
