"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","phylum","order","continentOcean","preparationType","coordinatePrecision","geoFlag","typeStatus","class","relatedCatalogItem","fieldNumber","individualCount"
"11","2021-03-15 16:37:00-03","NY","NYBG","652661","PreservedSpecimen","Plantae","Poaceae","Panicum","parvifolium","Panicum parvifolium","Lam.","J. R. Swallen",NA,NA,NA,"G. Eiten","1977","1960","04","22","Brazil","São Paulo","Moji-Guaçu","Campos das Sete Lagoas. Fazenda Campininha, just north of Rio Moji-Guaçu. 3.7 km. NNW of Padua Sales. (About 27 km. NW of city of Moji-Mirim.)",NA,NA,NA,NA,"NY00652661","NY00652661_01","575","625","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=739623' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","652659","PreservedSpecimen","Plantae","Poaceae","Panicum","parvifolium","Panicum parvifolium","Lam.",NA,NA,NA,NA,"W. Hoehne","s.n.","1941","02","12","Brazil","São Paulo","Sao Paulo","Sao Paulo, SP. Campo de Congonhas","-46.660488","-23.627973",NA,NA,"NY00652659","NY00652659_01",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=739645' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","652660","PreservedSpecimen","Plantae","Poaceae","Panicum","parvifolium","Panicum parvifolium","Lam.","J. R. Swallen",NA,NA,NA,"G. Eiten","1536","1956","12","04","Brazil","São Paulo","Moji-Guaçu","Campos das Sete Lagoas. Fazenda Campininha, just north of Rio Moji-Guaçu. 3.8 km. N of Padua Sales. (About 27 km. NW of city of Moji-Mirim.)",NA,NA,NA,NA,"NY00652660","NY00652660_01","575","625","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=739626' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","652655","PreservedSpecimen","Plantae","Poaceae","Panicum","parvifolium","Panicum parvifolium","Lam.","G. Davidse",NA,NA,NA,"G. Davidse","11803","1976","04","01","Brazil","Bahia","Itapicuru","8 km NE of Itapicuru along Highway BA-402 to Tobias Barreto","-38.2331","-11.3169",NA,NA,"NY00652655","NY00652655_01","200","200","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=739616' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","00864308","PreservedSpecimen","Plantae","Poaceae","Panicum","parvifolium","Panicum parvifolium","Lam.",NA,NA,NA,NA,"M. A. Chase","11044","1930","02","26","Brazil","Mato Grosso do Sul",NA,"Aquidauana","-55.7831","-20.4669",NA,NA,"NY00864308","NY00864308_01","181","181","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=955694' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","652663","PreservedSpecimen","Plantae","Poaceae","Panicum","parvifolium","Panicum parvifolium","Lam.","G. Eiten",NA,NA,NA,"G. Eiten","3035","1961","06","19","Brazil","São Paulo","Sao Carlos","5.0 km. NNW of center of Sao Carlos. In open marsh at head of east forklet of tributary brook to Rib. Monjolinho","-47.92","-21.97",NA,NA,"NY00652663","NY00652663_01","850","850","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=739630' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","652645","PreservedSpecimen","Plantae","Poaceae","Panicum","parvifolium","Panicum parvifolium","Lam.",NA,NA,NA,NA,"M. A. Chase","7853","1924","12","05","Brazil","Alagoas",NA,"Brebedoura, vicinity of Maceió",NA,NA,NA,NA,"NY00652645","NY00652645_01",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=739640' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","00864333","PreservedSpecimen","Plantae","Poaceae","Panicum","parvifolium","Panicum parvifolium","Lam.",NA,NA,NA,NA,"J. R. Swallen","3654","1934","03","01","Brazil","Maranhão",NA,"Barra do Corda to Grajahú",NA,NA,NA,NA,"NY00864333","NY00864333_01",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=955689' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","00864326","PreservedSpecimen","Plantae","Poaceae","Panicum","parvifolium","Panicum parvifolium","Lam.","F. O. Zuloaga",NA,NA,NA,"H. S. Irwin","12167","1966","01","31","Brazil","Distrito Federal","Brasília","Chapada da Contagem, ca. 25 km N. E. of Brasília","-47.75172","-15.62355",NA,NA,"NY00864326","NY00864326_01","1100","1100","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=955652' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","652647","PreservedSpecimen","Plantae","Poaceae","Panicum","parvifolium","Panicum parvifolium","Lam.",NA,NA,NA,NA,"R. M. Harley","26574","1988","12","03","Brazil","Bahia","Rio de Contas","Pico das Almas. Vertente leste. Vale ao sudeste do Campo do Queiroz","-41.95","-13.53",NA,NA,"NY00652647","NY00652647_01","1500","1500","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=739642' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","652650","PreservedSpecimen","Plantae","Poaceae","Panicum","parvifolium","Panicum parvifolium","Lam.",NA,NA,NA,NA,"R. M. Harley","15495","1974","01","25","Brazil","Bahia",NA,"About 2km. N. of town of Rio de Contas","-41.83","-13.58",NA,NA,"NY00652650","NY00652650_01","980","980","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=739635' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","652658","PreservedSpecimen","Plantae","Poaceae","Panicum","parvifolium","Panicum parvifolium","Lam.","L. G. Clark",NA,NA,NA,"W. W. Thomas","9541","1993","01","17","Brazil","Bahia","Ilhéus","Sambaitaba","-39.1","-14.67",NA,NA,"NY00652658","NY00652658_01",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=739621' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","652649","PreservedSpecimen","Plantae","Poaceae","Panicum","parvifolium","Panicum parvifolium","Lam.",NA,NA,NA,NA,"R. M. Harley","15785","1974","02","01","Brazil","Bahia",NA,"Lagoa Encantada, 19km. N.E. of Ibicoara near Brejao","-41.22","-13.33",NA,NA,"NY00652649","NY00652649_01","1000","1000","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=739643' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","652668","PreservedSpecimen","Plantae","Poaceae","Panicum","parvifolium","Panicum parvifolium","Lam.","G. Davidse",NA,NA,NA,"G. Davidse","11351","1976","03","15","Brazil","Paraná",NA,"Ca. 25 km W of Ponta Grossa, just W of the intersection of Highway BR-373 and Rio Tibagi","-50.391338","-25.076397",NA,NA,"NY00652668","NY00652668_01","740","740","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=739617' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","652671","PreservedSpecimen","Plantae","Poaceae","Panicum","parvifolium","Panicum parvifolium","Lam.","F. O. Zuloaga",NA,NA,NA,"S. T. McDaniel","16459","1972","07","07","Peru","Loreto","Alto Amazonas","Lagunas, Pasto Grande",NA,NA,NA,NA,"NY00652671",NA,"140","140","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=739633' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","00864330","PreservedSpecimen","Plantae","Poaceae","Panicum","parvifolium","Panicum parvifolium","Lam.",NA,NA,NA,NA,"D. R. Hunt","5893","1966","06","09","Brazil","Mato Grosso","Barra do Garças","Barra do Garças-Xavantina road, 25 km. from Xavantina.","-52.2566986083984","-15.8900003433228",NA,NA,"NY00864330","NY00864330_01","600","1000","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=955678' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Poales","South America","sheet","123012","auto",NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","00864304","PreservedSpecimen","Plantae","Poaceae","Panicum","parvifolium","Panicum parvifolium","Lam.","G. Davidse",NA,NA,NA,"H. S. Irwin","28608","1970","03","29","Brazil","Minas Gerais","Diamantina","Serra do Espinhaço, ca. 7 km N. of São João da Chapada, road to Inhaí.","-43.6002998352051","-18.2493991851807",NA,NA,"NY00864304","NY00864304_01","1150",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=955664' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Poales","South America","sheet","101169","auto",NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","1166628","PreservedSpecimen","Plantae","Poaceae","Panicum","parvifolium","Panicum parvifolium","Lam.","G. Davidse",NA,NA,NA,"M. N. F. da Silva","95","1983","04","25","Brazil","Pará","Itaituba","Arredores da Base Aérea do Cachimbo, próximo ao destacamento km 6 da estrada que vai para o Aeroporto km 794. Savana, solo arenoso com pedras.","-54.916667","-9.366667",NA,NA,"NY01166628","NY01166628_01",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1401785' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","00864331","PreservedSpecimen","Plantae","Poaceae","Panicum","parvifolium","Panicum parvifolium","Lam.","G. Davidse",NA,NA,NA,"W. R. Anderson","6758","1973","03","09","Brazil","Goiás","Alto Paraíso de Goiás","Chapada dos Veadeiros, ca. 20 km by road N of Alto Paraíso","-47.5167","-13.9376",NA,NA,"NY00864331","NY00864331_01","1600","1600","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=955683' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","00864327","PreservedSpecimen","Plantae","Poaceae","Panicum","parvifolium","Panicum parvifolium","Lam.","G. Davidse",NA,NA,NA,"H. S. Irwin","17015","1966","06","12","Brazil","Mato Grosso",NA,"Ca. 30 km. S. of Xavantina. Drainage of the Upper Rio Araguaia.","-52.32","-14.92",NA,NA,"NY00864327","NY00864327_01","400","400","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=955658' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","652652","PreservedSpecimen","Plantae","Poaceae","Panicum","parvifolium","Panicum parvifolium","Lam.",NA,NA,NA,NA,"R. M. Harley","15302","1974","01","19","Brazil","Bahia",NA,"10km. N. of town of Rio de Contas on road to Mato Grosso","-41.83","-13.47",NA,NA,"NY00652652","NY00652652_01","1000","1000","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=739637' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","00864301","PreservedSpecimen","Plantae","Poaceae","Panicum","parvifolium","Panicum parvifolium","Lam.","F. O. Zuloaga",NA,NA,NA,"H. S. Irwin","11075","1965","12","05","Brazil","Distrito Federal","Brasília","Ca. 1 km W. of Sobradinho","-47.82603","-15.6333",NA,NA,"NY00864301","NY00864301_01","1100","1100","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=955643' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","652648","PreservedSpecimen","Plantae","Poaceae","Panicum","parvifolium","Panicum parvifolium","Lam.","G. Davidse",NA,NA,NA,"H. S. Irwin","31021","1971","02","25","Brazil","Bahia",NA,"Serra da Agua de Rega. Rio Riachao, ca. 27km N. of Seabra, road to Agua de Rega",NA,NA,NA,NA,"NY00652648","NY00652648_01","1000","1000","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=739615' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","00864302","PreservedSpecimen","Plantae","Poaceae","Panicum","parvifolium","Panicum parvifolium","Lam.","F. O. Zuloaga",NA,NA,NA,"H. S. Irwin","12857","1966","02","15","Brazil","Goiás","Alto Paraíso de Goiás","Chapada dos Veadeiros, ca. 10 km W. of Veadeiros","-47.60931","-14.1167",NA,NA,"NY00864302","NY00864302_01","1000","1000","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=955657' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","00864328","PreservedSpecimen","Plantae","Poaceae","Panicum","parvifolium","Panicum parvifolium","Lam.","T. de S. Filgueiras",NA,NA,NA,"H. S. Irwin","27133","1970","03","07","Brazil","Minas Gerais",NA,"Summit of Serra do Cabral, ca. 8 km W. of Joaquim Felício","-44.1708333","-17.7588",NA,NA,"NY00864328","NY00864328_01","1200","1200","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=955663' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","00864311","PreservedSpecimen","Plantae","Poaceae","Panicum","parvifolium","Panicum parvifolium","Lam.","F. O. Zuloaga",NA,NA,NA,"J. E. B. Warming","s.n.",NA,NA,NA,"Brazil","Minas Gerais","Lagoa Santa","Ad Lagoa Santa","-43.8894","-19.6272",NA,NA,"NY00864311","NY00864311_01",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=955739' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","652666","PreservedSpecimen","Plantae","Poaceae","Panicum","parvifolium","Panicum parvifolium","Lam.","L. B. Smith",NA,NA,NA,"L. B. Smith","15663","1971","12","05","Brazil","Paraná","Palmas","8 km south of Palmas","-51.9906","-26.4844",NA,NA,"NY00652666","NY00652666_01",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=739631' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","00864332","PreservedSpecimen","Plantae","Poaceae","Panicum","parvifolium","Panicum parvifolium","Lam.","G. Davidse",NA,NA,NA,"W. R. Anderson","35575","1972","02","06","Brazil","Minas Gerais","Datas","Serra do Espinhaço, ca. 11 km N of Gouevia, km 286 on MG-259","-43.6788","-18.3897",NA,NA,"NY00864332","NY00864332_01","1300","1300","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=955685' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","652667","PreservedSpecimen","Plantae","Poaceae","Panicum","parvifolium","Panicum parvifolium","Lam.",NA,NA,NA,NA,"W. D. Clayton","4251","1965","01","22","Brazil","Paraná",NA,"Capao de Imbuia, Curitiba",NA,NA,NA,NA,"NY00652667","NY00652667_01",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=739647' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","00864306","PreservedSpecimen","Plantae","Poaceae","Panicum","parvifolium","Panicum parvifolium","Lam.",NA,NA,NA,NA,"W. D. Clayton","4933","1965","03","04","Brazil","Distrito Federal","Brasília","Rib. Sobradinho.","-47.9294","-15.7797",NA,NA,"NY00864306","NY00864306_01",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=955686' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","652653","PreservedSpecimen","Plantae","Poaceae","Panicum","parvifolium","Panicum parvifolium","Lam.",NA,NA,NA,NA,"R. M. Harley","15772","1974","02","01","Brazil","Bahia",NA,"Lagoa Encantada, 19km. N.E. of Ibicoara near Brejao","-41.22","-13.33",NA,NA,"NY00652653","NY00652653_01","1000","1000","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=739638' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","00864336","PreservedSpecimen","Plantae","Poaceae","Panicum","parvifolium","Panicum parvifolium","Lam.",NA,NA,NA,NA,"J. B. A. Guillemin","558","1839",NA,NA,"Brazil","São Paulo",NA,"St. Paul. Brésil Méridional",NA,NA,NA,NA,"NY00864336","NY00864336_01",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=955734' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","00864329","PreservedSpecimen","Plantae","Poaceae","Panicum","parvifolium","Panicum parvifolium","Lam.","G. Davidse",NA,NA,NA,"H. S. Irwin","29307","1971","01","28","Brazil","Minas Gerais",NA,"Serra do Espinhaço, ca. 12 km W. of Barão de Cocais, base of Serra da Caraça","-43.4927778","-20.1263",NA,NA,"NY00864329","NY00864329_01","1500","1500","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=955672' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"44","2021-03-15 16:37:00-03","NY","NYBG","00864309","PreservedSpecimen","Plantae","Poaceae","Panicum","parvifolium","Panicum parvifolium","Lam.","B. Rosengurtt",NA,NA,NA,"T. M. Pedersen","11087","1975","02","17","Brazil","Mato Grosso do Sul","Dourados","42 km from Dourados, on road ro Rio Brilhante.","-54.8056","-22.2211",NA,NA,"NY00864309","NY00864309_01",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=955726' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"45","2021-03-15 16:37:00-03","NY","NYBG","00864307","PreservedSpecimen","Plantae","Poaceae","Panicum","parvifolium","Panicum parvifolium","Lam.",NA,NA,NA,NA,"G. A. Black","51-11975","1951","04","05","Brazil","Minas Gerais",NA,"Serra do Cipó, entre os kms 130 e 132",NA,NA,NA,NA,"NY00864307","NY00864307_01",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=955688' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
