"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","recordNumber","stateProvince","county","locality","decimalLongitude","decimalLatitude","imagecode","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","typeStatus","yearIdentified","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","monthIdentified","dayIdentified","fieldNumber","individualCount"
"11","2021-03-15 16:37:00-03","NY","NYBG","00996055","PreservedSpecimen","Plantae","Sapindaceae","Talisia","angustifolia","Talisia angustifolia","H. S. Irwin","1964","10","30","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1099826' target='other'> <mi>dwc_moreinfo</mi></a>","NY00996055","Magnoliophyta","Sapindales","Radlk.","G. T. Prance","7581","Goiás","Jataí","Ca. 60 km. S. of Caiapônia on rd. to Jataí. Serra do Caiapó.","-51.75","-17.4","NY00996055_01","800","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","00996052","PreservedSpecimen","Plantae","Sapindaceae","Talisia","angustifolia","Talisia angustifolia","G. G. Hatschbach","1975","11","11","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1099821' target='other'> <mi>dwc_moreinfo</mi></a>","NY00996052","Magnoliophyta","Sapindales","Radlk.","K. U. Kramer","37393","Mato Grosso do Sul","Nova Andradina","Fda. Douradinho.","-53.3431","-22.2333","NY00996052_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","514295","PreservedSpecimen","Plantae","Sapindaceae","Talisia","angustifolia","Talisia angustifolia","J. F. de Toledo","1940","09","24","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=358406' target='other'> <mi>dwc_moreinfo</mi></a>","NY00514295","Magnoliophyta","Sapindales","Radlk.","P. Acevedo-Rodríguez","SP43167","São Paulo","Brotas","Campo Alegre.","-47.950957","-22.231169","NY00514295_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","514647","PreservedSpecimen","Plantae","Sapindaceae","Talisia","angustifolia","Talisia angustifolia","G. G. Hatschbach","1965","10","14","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=358407' target='other'> <mi>dwc_moreinfo</mi></a>","NY00514647","Magnoliophyta","Sapindales","Radlk.","G. Guarim Neto","13002","Paraná","Campo Mourao","Campo Mourao.","-52.3831","-24.0458","NY00514647_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","514653","PreservedSpecimen","Plantae","Sapindaceae","Talisia","angustifolia","Talisia angustifolia","G. G. Hatschbach","1967","01","25","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=358408' target='other'> <mi>dwc_moreinfo</mi></a>","NY00514653","Magnoliophyta","Sapindales","Radlk.","G. Guarim Neto","15911","Paraná","Campo Mourao",NA,"-52.3830986022949","-24.0456008911133","NY00514653_01",NA,NA,"28572","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","658350","PreservedSpecimen","Plantae","Sapindaceae","Talisia","pygmaea","Talisia pygmaea","E. Hassler","1905","10",NA,"South America","Paraguay","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=193438' target='other'> <mi>dwc_moreinfo</mi></a>","NY00658350","Magnoliophyta","Sapindales","Radlk.","P. Acevedo-Rodríguez","9503","Caaguazú",NA,"In regione fluminis Yhú",NA,NA,"NY00658350_01",NA,NA,NA,NA,"isotype",NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-30 12:49:00-03","EAO","IAN","129034","PreservedSpecimen","Plantae","Sapindaceae","Talisia","angustifolia","Talisia angustifolia","Pires, JM; Belém, RP","1970","09",NA,"Southern America","Brasil",NA,NA,"Árvore 16-1 A. Flor branca.","IAN129034","Dicotiledônea",NA,"Radlk.","Guarim, GN","12935","Pará",NA,"Rio Itacaiunas, afluente do Rio Tocantins, Serra Buritirama (B-4); região com minério de manganês.","-50.216667","-5.516667",NA,NA,NA,NA,NA,NA,"1978","-50.216667","-5.516667",NA,NA,NA,NA,NA,NA
"18","2021-03-30 12:49:00-03","EAO","IAN","129348","PreservedSpecimen","Plantae","Sapindaceae","Talisia","angustifolia","Talisia angustifolia","Irwin, HS; Soderstrom, TR","1964","10","30","Southern America","Brasil",NA,NA,"Suffrutex, forming mats ca. 3m across. Fruit, light green. Frequent.","IAN129348","Dicotiledônea",NA,"Radlk.","Guarim, GN","7581","Goiás",NA,"Cerrado island, ca. 60km S of caiapônia on road to Jatai.",NA,NA,NA,NA,NA,NA,NA,NA,"1978",NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-30 12:49:00-03","EAO","IAN","7833","PreservedSpecimen","Plantae","Sapindaceae","Talisia","angustifolia","Talisia angustifolia","Sellow, F",NA,NA,NA,"Southern America","Brasil",NA,NA,NA,"IAN007833","Dicotiledônea",NA,"Radlk.",NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-30 12:49:00-03","EAO","IAN","108029","PreservedSpecimen","Plantae","Sapindaceae","Talisia","angustifolia","Talisia angustifolia","Magalhães, MG","1953","12",NA,"Southern America","Brasil",NA,NA,"Arbusto de 1-2m; flor alva.","IAN108029","Dicotiledônea",NA,"Radlk.","Guarim, GN","s.n.","Minas Gerais","Buenópolis","Capoeira, margem de curso d'água. Base da Serra do Cabral.","-44.1800003051758","-17.8733005523682",NA,NA,NA,"42854","auto",NA,"1978",NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-30 12:49:00-03","EAO","IAN","99660","PreservedSpecimen","Plantae","Sapindaceae","Talisia","angustifolia","Talisia angustifolia","Fróes, RL","1957","09","07","Southern America","Brasil",NA,NA,"Árvore de 3 metros; planta de cerrado típico.","IAN099660","Dicotiledônea",NA,"Radlk.","Guarim, GN","33440","Minas Gerais","Presidente Olegário","Região do Vale do Rio Paranaiba, próximo as cabeceiras do Rio São Francisco.","-46.418098449707","-18.4178009033203",NA,NA,NA,"77040","auto",NA,"1978",NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-30 12:49:00-03","EAO","IAN","79582","PreservedSpecimen","Plantae","Sapindaceae","Talisia","angustifolia","Talisia angustifolia","Fróes, RL","1953","06","07","Southern America","Brasil",NA,NA,"Arbusto; flor branca.","IAN079582","Dicotiledônea",NA,"Radlk.","Guarim, GN","29704","Pará","Conceição do Araguaia","Mata baixa, ao longo dos Campos gerais.","-49.2647018432617","-8.25778007507324",NA,NA,NA,"73105","auto",NA,"1978",NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-30 12:49:00-03","EAO","IAN","148998","PreservedSpecimen","Plantae","Sapindaceae","Talisia","angustifolia","Talisia angustifolia","Avalone, CL; Cordeiro, MR","1967","10","10","Southern America","Brasil",NA,NA,NA,"IAN148998","Dicotiledônea",NA,"Radlk.","Guarim, GN","31","São Paulo","Itirapina","Cerrado.","-47.8199996948242","-22.25",NA,NA,NA,"22843","auto",NA,"1978",NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-30 12:49:01-03","EAO","IAN","7824","PreservedSpecimen","Plantae","Sapindaceae","Talisia","pygmaea","Talisia pygmaea","Hessler",NA,NA,NA,NA,"Paraguai",NA,NA,NA,"IAN007824","Dicotiledônea",NA,"Radlk.",NA,"9503",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2019-12-12 15:31:51-03","UFABC","HUFABC","000522","PreservedSpecimen","Plantae","Sapindaceae","Talisia","angustifolia","Talisia angustifolia","Pereira-Silva, E F L; Hardt, E","2002","03","15",NA,"Brasil",NA,NA,NA,"HUFABC000522","Angiospermas",NA,"Radlk.",NA,"EP0036EEJ-80","São Paulo","Luiz Antonio","Estação Ecológica de Jataí - Oitocentos Alqueires, Expedito das parcelas permanentes (10x25m) de 2002. Remanescente Leste da EEJ, porção Norte - 1º Levantamento",NA,NA,"HUFABC000522",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2019-10-09 11:24:48-03","UFBA","ALCB","107371","PreservedSpecimen","Plantae","Sapindaceae","Talisia","angustifolia","Talisia angustifolia","Souza, VC; Souza, JP; Sanches, ID; Mazine, FF","1995","11","10","Southern America","Brasil",NA,NA,"ca. 40 cm alt. Sépalas verde-claro; pétalas alvas.","ALCB064403","Dicotyledon",NA,"Radlk.","Ferrucci, MS","9344","São Paulo","São Carlos","estrada entre Itirapina e a Represa do Lobo. Próximo ao pedágio municipal.","-47.883333","-22.016667",NA,NA,NA,NA,NA,NA,"2001","-47.883333","-22.016667",NA,NA,NA,NA,NA,NA
"27","2020-02-08 10:33:21-03","NBC","NL-BOTANY","U.1597614","PreservedSpecimen","Plantae","Sapindaceae","Talisia","angustifolia","Talisia angustifolia","Colaris WJJ","1969","05","12","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1597614 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1597614",NA,"Sapindales","Radlk.",NA,NA,NA,NA,"Est. S. Paulo; campo cerrado N of Ubá, along road to S. Carlos, ca 110km NW of Campinas.",NA,NA,"NL-U1597614",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"28","2020-02-08 10:33:21-03","NBC","NL-BOTANY","U.1597615","PreservedSpecimen","Plantae","Sapindaceae","Talisia","angustifolia","Talisia angustifolia","Irwin HS; Soderstrom TR","1964","10","27","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1597615 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1597615",NA,"Sapindales","Radlk.",NA,NA,NA,NA,"Planalto do Brasil, Serro do Caiapó, Goiás. Cerrado, ca. 60 km S. of Caiapônia on road to Jataí, Goiás.","-51.783333","-17.2","NL-U1597615",NA,NA,NA,NA,NA,NA,"-51.783333","-17.2","Magnoliopsidae",NA,NA,NA,NA,NA
"29","2020-02-08 10:33:21-03","NBC","NL-BOTANY","U.1597616","PreservedSpecimen","Plantae","Sapindaceae","Talisia","angustifolia","Talisia angustifolia","Bernardi L","1978","12","10","Southern America","Paraguay",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1597616 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1597616",NA,"Sapindales","Radlk.","Ferrucci MS",NA,"Amambay",NA,NA,NA,NA,"NL-U1597616",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0086394",NA,NA,NA,NA
"30","2020-02-08 10:33:28-03","NBC","NL-BOTANY","L.2316851","PreservedSpecimen","Plantae","Sapindaceae","Talisia","pygmaea","Talisia pygmaea","Pedersen TM","1969","11","22","Southern America","Paraguay",NA,NA,"Open ground, with little grass, numerous shrublets and dwarf palms; soil sandy.<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2316851 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2316851",NA,"Sapindales","Radlk.","Ferrucci MS",NA,"San Pedro",NA,"Paraguay, Dep. San Pedro, Dist. San Estanislao, Estancia 'La Manina'",NA,NA,"NL-L2316851",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","L 0313396",NA,NA,NA,NA
"31","2020-02-08 10:33:28-03","NBC","NL-BOTANY","L.4286550","PreservedSpecimen","Plantae","Sapindaceae","Talisia","pygmaea","Talisia pygmaea","Lindeman JC; Haas JH de","1967","01","16","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.4286550 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L4286550",NA,"Sapindales","Radlk.",NA,NA,NA,NA,"Brasiliae Australis, Est. Paraná. Campo cerrado, 3km N. of Campo Mourão.",NA,NA,"NL-L4286550",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"32","2020-02-08 10:33:28-03","NBC","NL-BOTANY","L.4288633","PreservedSpecimen","Plantae","Sapindaceae","Talisia","pygmaea","Talisia pygmaea","Lindeman JC; Haas JH de","1967","01","16","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.4288633 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L4288633",NA,"Sapindales","Radlk.",NA,NA,NA,NA,"Brasiliae Australis, Est. Paraná. Campo cerrado, 3km N. of Campo Mourão.",NA,NA,"NL-L4288633",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"33","2020-02-08 10:33:28-03","NBC","NL-BOTANY","U.1597161","PreservedSpecimen","Plantae","Sapindaceae","Talisia","pygmaea","Talisia pygmaea","Widgren JF","1845","01","01","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1597161 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1597161",NA,"Sapindales","Radlk.",NA,NA,NA,NA,"Prov. Minas Geraes.",NA,NA,"NL-U1597161",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"34","2020-02-08 10:33:28-03","NBC","NL-BOTANY","U.1597617","PreservedSpecimen","Plantae","Sapindaceae","Talisia","pygmaea","Talisia pygmaea","Lindeman JC; Haas JH de","1967","01","16","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1597617 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1597617",NA,"Sapindales","Radlk.",NA,NA,NA,NA,"Brasiliae Australis, Est. Paraná. Campo cerrado, 3km N. of Campo Mourão.",NA,NA,"NL-U1597617",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"35","2020-02-08 10:33:28-03","NBC","NL-BOTANY","U.1597618","PreservedSpecimen","Plantae","Sapindaceae","Talisia","pygmaea","Talisia pygmaea","Lindeman JC; Haas JH de","1967","01","16","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1597618 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1597618",NA,"Sapindales","Radlk.",NA,NA,NA,NA,"Brasiliae Australis, Est. Paraná. Campo cerrado, 3km N. of Campo Mourão.",NA,NA,"NL-U1597618",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"36","2020-02-08 10:33:28-03","NBC","NL-BOTANY","U.1597619","PreservedSpecimen","Plantae","Sapindaceae","Talisia","pygmaea","Talisia pygmaea","Ferrucci MS; Schinini A; Dematteis M","1999","12","14","Southern America","Paraguay",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1597619 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1597619",NA,"Sapindales","Radlk.","Ferrucci MS",NA,"Amambay",NA,NA,NA,NA,"NL-U1597619",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0082364",NA,NA,NA,NA
"37","2020-02-08 10:33:28-03","NBC","NL-BOTANY","U.1597620","PreservedSpecimen","Plantae","Sapindaceae","Talisia","pygmaea","Talisia pygmaea","Maguire B; Pires JM; Maguire CK; Silva NT","1963","08","12","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1597620 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1597620",NA,"Sapindales","Radlk.",NA,NA,NA,NA,"Belém - Brasília - Acre Highways, Estado Goiás. Frequent in savanna, 100km south of Guara, Goias.",NA,NA,"NL-U1597620",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"38","2020-02-08 10:33:28-03","NBC","NL-BOTANY","WAG.1383956","PreservedSpecimen","Plantae","Sapindaceae","Talisia","pygmaea","Talisia pygmaea","Hatschbach GG; Hatschbach M","1988","10","25","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1383956 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1383956",NA,"Sapindales","Radlk.",NA,NA,NA,NA,"Rod. BR-267, 20 km O de Maracaju, Mato Grosso do SUl.",NA,NA,"NL-WAG1383956",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"39","2020-11-04 11:19:36-03","ESALQ","ESA","14417","PreservedSpecimen","Plantae","Sapindaceae","Talisia","angustifolia","Talisia angustifolia","Barreto, K.D. et al.","1993","10","07",NA,"Brasil",NA,NA,NA,"ESA014417","Magnoliophyta",NA,NA,"Ferrucci, M.S.","1384.0","São Paulo","Itirapina",NA,"-47.8199996948242","-22.25",NA,NA,NA,"22843","auto",NA,"2003",NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-11-04 11:19:36-03","ESALQ","ESA","23013","PreservedSpecimen","Plantae","Sapindaceae","Talisia","angustifolia","Talisia angustifolia","Barreto, K.D.; Fernandes, G.D.; Fernandes, R.D.","1994","12","07",NA,"Brasil",NA,NA,"Erva, 40 cm alt.; frutos imaturos verdes.","ESA023013","Magnoliophyta",NA,"Radlk.","Acevedo, P.","3350.0","São Paulo","Itirapina","Próximo ao Pedágio (Represa do Broa). 22*10'52, 3S, 47*52'48, 6W. Cerrado.","-47.8199996948242","-22.25",NA,NA,NA,"22843","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-11-04 12:16:09-03","ESALQ","ESA","137577","PreservedSpecimen","Plantae","Sapindaceae","Talisia","angustifolia","Talisia angustifolia","T.B. Flores","2015","10","23",NA,"Brasil",NA,NA,"Arbusto ca. 50cm de alt. Flores creme, botões creme.","ESA137577",NA,NA,"Radlk.","Acevedo, P.","2014.0","São Paulo","Itirapina","Rodovia Ulisses Guimarães","-47.8199996948242","-22.25",NA,NA,NA,"22843","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2020-11-04 11:19:36-03","ESALQ","ESA","25937","PreservedSpecimen","Plantae","Sapindaceae","Talisia","angustifolia","Talisia angustifolia","Souza, V.C.; Souza, J.P.; Sanches, I.D.; Mazine, F.F.; Isaac, M.S.; Zandoval, J.A.","1995","11","10",NA,"Brasil",NA,NA,NA,"ESA025937","Magnoliophyta",NA,"Radlk.","M.S.Ferrucci","9344.0","São Paulo","São Carlos",NA,"-47.8899993896484","-22.0100002288818","ESA025937",NA,NA,"45913","auto",NA,"2001",NA,NA,NA,NA,NA,NA,NA,NA
"43","2020-11-04 12:16:09-03","ESALQ","ESA","139692","PreservedSpecimen","Plantae","Sapindaceae","Talisia","angustifolia","Talisia angustifolia","T.B. Flores","2016","11","20",NA,"Brasil",NA,NA,"Arbusco ca. 90cm de alt. Flores alvas.","ESA139692",NA,NA,"Radlk.","Acevedo, P.","2453.0","São Paulo","Itirapina","Estrada entre o Município de São Pedro e Itiparina - Cerradão","-47.8199996948242","-22.25",NA,NA,NA,"22843","auto",NA,"2020",NA,NA,NA,NA,"04","18",NA,NA
"44","2020-11-04 11:19:36-03","ESALQ","ESA","78690","PreservedSpecimen","Plantae","Sapindaceae","Talisia","angustifolia","Talisia angustifolia","Ferrucci, M.S. et al.","1999","12","14",NA,"Argentina",NA,NA,NA,"ESA078690","Magnoliophyta",NA,NA,"Ferrucci, M.S.","1448.0",NA,NA,NA,NA,NA,"ESA078690",NA,NA,NA,NA,NA,"2009",NA,NA,NA,NA,NA,NA,NA,NA
"45","2020-11-04 11:19:36-03","ESALQ","ESA","87667","PreservedSpecimen","Plantae","Sapindaceae","Talisia","angustifolia","Talisia angustifolia","Cruz, N.D.","1964","03","13",NA,"Brasil",NA,NA,NA,"ESA087667","Magnoliophyta",NA,"Radlk.","Somner, G.V.","99.0","São Paulo","Itapetininga",NA,"-48.0499992370605","-23.5900001525879","ESA087667",NA,NA,"40712","auto",NA,"1997",NA,NA,NA,NA,"04","29",NA,NA
"46","2020-11-04 12:16:09-03","ESALQ","ESA","134918","PreservedSpecimen","Plantae","Sapindaceae","Talisia","angustifolia","Talisia angustifolia","Colletta, G. D","2015","10","04",NA,"Brasil",NA,NA,"Arbusto, 20cm, flores alvas (foto e sílica)","ESA134918",NA,NA,"Radlk.","Acevedo, P.","2255.0","São Paulo","Itirapina","Fragmento ao lado da rodovia, São Pedro/Itirapina. Cerrado.","-47.8199996948242","-22.25",NA,NA,NA,"22843","auto",NA,"2020",NA,NA,NA,NA,"04","18",NA,NA
