"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","occurrenceRemarks","continentOcean","county","individualCount","maximumElevationInMeters","fieldNumber","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","barcode","imagecode","geoFlag","sex","preparationType"
"11","2013-07-04 05:49:00-03","MO","MOBOT","1774020","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","distachyos","Peperomia distachyos","(L.) A. Dietr.","Guido Mathieu (GENT)","Thomas B. Croat|Lynn P. Hannon|Petra E. Schmidt","Croat 86516","2002","8","12","Ecuador","Morona-Santiago","Along road from Limón (Gen. Plaza Guttiérrez) and Macas, 23.5 Km north of Limón.","-78.36583","-2.83916","824.00000000",NA,"South America",NA,"5",NA,"1048",NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2012-04-11 12:39:00-03","MO","MOBOT","2212470","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","distachyos","Peperomia distachyos","(L.) A. Dietr.","Guido Mathieu (GENT)","Thomas B. Croat|Lynn P. Hannon|Gregory A. Wahlert|Tuntiak Katan","Croat 90576","2004","7","9","Ecuador","Morona-Santiago","Along road from Patuca to Santiago, Cordillera de Cutucú, 11.4 km E from Patuca turnoff on Macas-Limón road, 5.1 km E of Patuca.","-78.1166667","-2.775","944.00000000",NA,"South America",NA,"3",NA,"1489",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2012-03-07 16:24:00-03","MO","MOBOT","2355825","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","distachyos","Peperomia distachyos","(L.) A. Dietr.","Guido Mathieu (GENT)","Thomas B. Croat","Croat 92307","2004","7","26","Ecuador","Zamora-Chinchipe","Along road between Loja and Zumba, 99.0 km S of Vilcabamba, 8 km N of Bellavista, 19 km N of progresso, 125.5 km N of Isimanchi.","-79.12194","-4.72777","1213.00000000",NA,"South America",NA,"4",NA,"1696",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2020-04-20 18:04:00-03","MO","MOBOT","2355847","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","distachyos","Peperomia distachyos","(L.) A. Dietr.","G. Mathieu (GENT)","Thomas B. Croat","Croat 92317","2004","7","26","Ecuador","Zamora-Chinchipe","Along road between Loja and Zumba, 99.0 km S of Vilcabamba, 8 km N of Bellavista, 19 km N of progresso, 125.5 km N of Isimanchi.","-79.1219445","-4.7277778","1213.00000000",NA,"South America",NA,"4",NA,"1696",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2009-09-01 18:36:00-03","MO","MOBOT","2381943","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","distachyos","Peperomia distachyos","(L.) A. Dietr.",NA,"Gabriela Moya|Nelson Miranda-Moyano","Moya 421","2004","5","6","Ecuador","Sucumbíos","San Roque. Comunidad San Pablo de los Secoyas, a 30 minutos de Posa honda, aguas abajo. Bosque muy húmedo Tropical. Bosque poco intervenido. Suelo arcilloso café. Proyecto Etnobotánico del Herbario Nacional, co-financiado por PetroEcuador.","-76.43333","-0.25","300.00000000",NA,"South America","Shushufindi","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2015-08-12 05:57:00-03","MO","MOBOT","2625026","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","distachyos","Peperomia distachyos","(L.) A. Dietr.",NA,"H. Balslev|N. Betancourt|Ana Argüello|Susana Balseca","Balslev 4686","1983","12","27","Ecuador","Pichincha","Road Quito to Puerto Quito km 113, forest reserve of ENDESA ca 10 km N of the main road. Primary forest and deforested areas around the reserve.","-79.03333","0.11666","800.00000000",NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2012-05-15 12:57:00-03","MO","MOBOT","2854648","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","distachyos","Peperomia distachyos","(L.) A. Dietr.","Steyermark","James L. Luteyn|Scott A. Mori|Noel H. Holmgren|Julian A. Steyermark","Luteyn 8219","1982","1","13","Venezuela","Aragua","Henri Pittier Natl. Pk. Portachuelo trail. Cloud forest.","-67.75","10.3333333","1000.00000000",NA,"South America",NA,"1","1120.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2012-05-15 12:57:00-03","MO","MOBOT","2854704","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","distachyos","Peperomia distachyos","(L.) A. Dietr.","Steyermark","James L. Luteyn|Scott A. Mori|Noel H. Holmgren|Julian A. Steyermark","Luteyn 8219","1982","1","13","Venezuela","Aragua","Henri Pittier Natl. Pl, Portachuelo trail. Cloud forest.","-67.75","10.3333333","1000.00000000",NA,"South America",NA,"1","1120.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2011-06-08 11:53:00-03","MO","MOBOT","2855013","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","distachyos","Peperomia distachyos","(L.) A. Dietr.","R. Liesner","José Schunke V.","Schunke Vigo 6491","1973","7","27","Peru","San Martín","Quebrada de Santiago, (Al este de Puerto Pizana).",NA,NA,"350.00000000",NA,"South America","Mariscal Cáceres",NA,"380.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2009-12-01 06:40:00-02","MO","MOBOT","2855252","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","distachyos","Peperomia distachyos","(L.) A. Dietr.",NA,"Julian A. Steyermark|Otto Huber|August Braun","Steyermark 114194","1977","9","9","Venezuela","Aragua","Creeping along shaped damp rocky banks along cloud forest near km. 23, above Maracay. Aragua: Parque Nacional Pittier.",NA,NA,"1000.00000000",NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2012-04-17 16:35:00-03","MO","MOBOT","2855707","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","distachyos","Peperomia distachyos","(L.) A. Dietr.","Julian A. Steyermark","Jacques Jangoux","Jangoux 10230","1974","9","24","Venezuela","Zulia","Sierra de Perijá, west of Dakuma. Coord.","-72.96666","9.65","750.00000000",NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2008-05-27 22:02:00-03","MO","MOBOT","2855850","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","distachyos","Peperomia distachyos","(L.) A. Dietr.",NA,"Morillo","Morillo 2649","1972","7","13","Venezuela","Sucre","Bosque húmedo, camino Los Pocitos de sta. Isabel-Roma,15-20 km. NO de Irapa.",NA,NA,"700.00000000",NA,"South America",NA,NA,"1000.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2009-10-21 21:10:00-02","MO","MOBOT","2857634","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","distachyos","Peperomia distachyos","(L.) A. Dietr.","Steyermark","Julian A. Steyermark|Ronald L. Liesner|Victor Carreño E.","Steyermark 121431","1980","2","20","Venezuela","Sucre","Distrito Cagigal: Peninsula de Paria: trail from El Paujil to summit of the mountain, south-facing slopes, trail leading to El Brasil.","-62.71666","10.64416","890.00000000",NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2009-12-01 04:46:00-02","MO","MOBOT","2857786","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","distachyos","Peperomia distachyos","(L.) A. Dietr.",NA,"Julian A. Steyermark|Otto Huber","Steyermark 114213","1977","9","9","Venezuela","Aragua","In dense mat meter across, moist rocky quebrada, transitional cloud forest, 25 km. above Maracay Estado: Aragua Parque Nacional Pittier.",NA,NA,"860.00000000",NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2009-03-08 21:42:00-03","MO","MOBOT","3073821","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","distachyos","Peperomia distachyos","(L.) A. Dietr.",NA,"Edwin Narváez","Narváez 1332","2006","6","28","Ecuador","Napo","Zona de amortiguamiento del Parque Nacional Llanganates, zona baja. Estudio de factibilidad para la construcción de la carretera Salcedo-Tena. Comunidad Serena. Río Cuchilloyacu. Camino hacia la unión de los Ríos Verdeyacu y Mulatos. Bosque muy húmedo premontano.","-77.9333333","-1.0333333","1100.00000000",NA,"South America","Tena","1",NA,"21",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2008-05-27 22:02:00-03","MO","MOBOT","681614","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","distachyos","Peperomia distachyos","(L.) A. Dietr.","R. Callejas (HUA)","Thomas B. Croat","Croat 55669","1983","4","2","Ecuador","Pichincha","Vicinity Hotel Tinalandia S of hwy. between Santo Domingo de los Colorados & Aloag; along Rio Toachi; 9.6 km E of Santo Domingo de los Colorados.","-79.11666","-0.26666","600.00000000",NA,"South America",NA,"2",NA,"83-33",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2008-05-27 22:02:00-03","MO","MOBOT","682188","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","distachyos","Peperomia distachyos","(L.) A. Dietr.",NA,"B. Løjtnant|Ulf Molau","Løjtnant 13339","1979","5","17","Ecuador","Pastaza","Montalvo, 0-1 km N and E of the military camp. Partly disturbed rain forest.","-76.96666","-2.08333","250.00000000",NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2008-05-27 22:02:00-03","MO","MOBOT","683260","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","distachyos","Peperomia distachyos","(L.) A. Dietr.","Julian A. Steyermark","Thomas B. Croat","Croat 60573","1985","3","17","Venezuela","Aragua","Along road between Maracay and Ocumare de la Costa: Henri Pittier National Park, 3 km N of summit. Virgin forest.","-67.56666","10.33333","970.00000000",NA,"South America",NA,"2",NA,"85-26",NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2008-05-27 22:02:00-03","MO","MOBOT","683268","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","distachyos","Peperomia distachyos","(L.) A. Dietr.","Julian A. Steyermark","Thomas B. Croat","Croat 60593","1985","3","17","Venezuela","Aragua","Along road between Maracay and Ocumare: Henri Pittier National Park, at summit in cloud forest zone. Virgin forest.","-67.56666","10.31666","1150.00000000",NA,"South America",NA,"2","1200.00000000","85-28",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2011-10-12 09:00:00-03","MO","MOBOT","684795","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","distachyos","Peperomia distachyos","(L.) A. Dietr.","R. Callejas (HUA)","John M. MacDougal|Francisco J. Roldán|Julio C. Betancur B.","MacDougal 4271","1989","2","27","Colombia","Antioquia","Road between Urrao and Caicedo, 18 km NE of centro of Urrao, in cañada, disturbed shady primary forest. Specimen treated with ethanol.","-76.05","6.3833333","2570.00000000",NA,"South America","Urrao","14",NA,"73",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2013-06-02 05:37:00-03","MO","MOBOT","686281","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","distachyos","Peperomia distachyos","(L.) A. Dietr.","R. Callejas (HUA)","H. van der Werff|Bruce Gray|Efraín Freire|Milton Tirado","van der Werff 13000","1994","2","14","Ecuador","Zamora-Chinchipe","Campamento Shaime, along Rio Nangaritza. Forest on calcareous rock.","-78.66666","-4.33333","900.00000000",NA,"South America",NA,"2",NA,"136",NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2013-06-02 05:37:00-03","MO","MOBOT","686397","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","distachyos","Peperomia distachyos","(L.) A. Dietr.","R. Callejas (HUA)","H. van der Werff|Bruce Gray|Efraín Freire|Milton Tirado","van der Werff 13174","1994","2","17","Ecuador","Zamora-Chinchipe","Campamento Miazi, along Rio Nangaritza; at base of vertical limestone bluffs.","-78.66666","-4.26666","900.00000000",NA,"South America",NA,"5",NA,"139",NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2008-05-27 22:02:00-03","MO","MOBOT","686531","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","distachyos","Peperomia distachyos","(L.) A. Dietr.",NA,"Alexander F. Skutch","Skutch 4445","1939","8",NA,"Ecuador","Napo",NA,NA,NA,"750.00000000",NA,"South America",NA,NA,"1000.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-08-16 04:38:00-03","MO","MOBOT","688465","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","distachyos","Peperomia distachyos","(L.) A. Dietr.","G. Mathieu (GENT)","Milton Tirado|Vlastimil Zak|Lorenzo Vargas|Hector Andi","Tirado 188","1993","8","4","Ecuador","Pastaza","Parroquia Curaray. Pozo Petrolero Villano 2 de ARCO. Entre los ríos Iquino y Villano. Bosque húmedo Tropical. Bosque primario sobre colinas disectadas.","-77.45","-1.4833333","350.00000000",NA,"South America","Pastaza","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2014-12-25 05:26:00-02","MO","MOBOT","689592","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","distachyos","Peperomia distachyos","(L.) A. Dietr.","R. Callejas","Robin B. Foster|Tatyana S. Wachter","Foster 7291","1983","12","8","Peru","Madre de Dios","Atalaya. Vicinity of Hacienda Amazonia, 2-3 km west of village, across Río Alto Madre. Forested steep slope and ridge.","-71.2","-12.91666","500.00000000",NA,"South America","Manu","5","700.00000000","83-2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2019-03-26 10:48:00-03","MO","MOBOT","690113","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","distachyos","Peperomia distachyos","(L.) A. Dietr.","R. Callejas (HUA)","John James Pipoly, III|W. Rodriguez|O. Álvarez","Pipoly 17929","1993","12","8","Colombia","Antioquia","Parque Nacional Natural Las Orquídeas. Vereda Calles. Inventario Permanente. Margen derecha del Río Calles.","-76.3166667","6.5333333","1250.00000000",NA,"South America","Urrao","3",NA,"75",NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2008-05-27 22:02:00-03","MO","MOBOT","690200","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","distachyos","Peperomia distachyos","(L.) A. Dietr.","R. Callejas","Bruce A. Stein|D. D'Alessandro","Stein 2762","1985","5","13","Ecuador","Zamora-Chinchipe","Road from Zumba to Valladolid; along Río Palanuma. Riparian forest and riverbank.","-79.13333","-4.71666","1050.00000000",NA,"South America",NA,"5",NA,"85-187",NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2008-05-27 22:02:00-03","MO","MOBOT","693738","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","distachyos","Peperomia distachyos","(L.) A. Dietr.","R. Callejas (HUA)","H. van der Werff|Edgar Gudiño","van der Werff 11420","1989","8","23","Ecuador","Morona-Santiago","Along new road Mendez-Morona, km 55-62.","-78.16666","-3","800.00000000",NA,"South America",NA,"5",NA,"44",NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2013-12-28 11:46:00-02","MO","MOBOT","693848","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","distachyos","Peperomia distachyos","(L.) A. Dietr.","R. Callejas (MO, HUA)","Walter A. Palacios","Palacios Cuenca 5657","1990","9","16","Ecuador","Napo","Cantón El Chaco. Codo Sinclair. Bosque muy húmedo Tropical. Bosque primario en el valle del Río Quijos. Suelo con enormes rocas superficiales.","-77.45","-0.1333333","650.00000000",NA,"South America",NA,"4",NA,"90-47",NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2012-12-07 08:59:00-02","MO","MOBOT","694431","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","distachyos","Peperomia distachyos","(L.) A. Dietr.","Ronald L. Liesner (MO)","Thomas B. Croat","Croat 21205","1972","10","6","Peru","Huánuco","Trail along Río Monzon near Río Huallaga at Tingo Maria.","-76.2","-9.18333",NA,NA,"South America",NA,"2",NA,"346",NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2008-05-27 22:02:00-03","MO","MOBOT","916449","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","distachyos","Peperomia distachyos","(L.) A. Dietr.","Guido Mathieu (GENT)","L.B. Holm-Nielsen|S. Jeppesen|B. Løjtnant|Benjamin Øllgaard","Holm-Nielsen 4187","1973","4","23","Ecuador","Morona-Santiago","Misión Bomboiza, rain forest.","-78.56666","-3.48333","800.00000000",NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2008-05-27 22:02:00-03","MO","MOBOT","921152","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","distachyos","Peperomia distachyos","(L.) A. Dietr.","R. Callejas (HUA)","Wendell H. Camp","Camp E-1405",NA,NA,NA,"Ecuador","Morona-Santiago","Previously Santiago-Zamora","-78","-2.66666","105.00000000",NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2008-05-27 22:02:00-03","MO","MOBOT","951262","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","distachyos","Peperomia distachyos","(L.) A. Dietr.","R. Callejas (HUA)","Philip A. Silverstone-Sopkin","Silverstone-Sopkin 547","1981","8","29","Colombia","Valle del Cauca","Mpio. Calima, cereda Campo Alegre, trocha cerca a desembocadura del Río Bravo.",NA,NA,"900.00000000",NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2011-11-08 05:06:00-02","MO","MOBOT","957007","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","distachyos","Peperomia distachyos","(L.) A. Dietr.","R. Callejas (HUA)","Ricardo Callejas","Callejas Posada 6426","1988","4","19","Colombia","Antioquia","Corregimiento Nutibara, Región de Murrí, 15 km SO de Nutibara en la v4a a la Blanquita, bpm.",NA,NA,"1700.00000000",NA,"South America","Frontino",NA,"1850.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2011-11-08 05:06:00-02","MO","MOBOT","957067","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","distachyos","Peperomia distachyos","(L.) A. Dietr.","R. Callejas (HUA)","Ricardo Callejas|et al.","Callejas Posada 6438","1988","4","20","Colombia","Antioquia","Corregimiento Nutibara, Región de Murrí, km 14-16 de Nutibara, SO de la v4a a la Blanquita, Alto de Cuevas, bpm.",NA,NA,"1850.00000000",NA,"South America","Frontino",NA,"2000.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2008-05-27 22:02:00-03","MO","MOBOT","960604","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","distachyos","Peperomia distachyos","(L.) A. Dietr.","R. Callejas (HUA)","Enrique Forero|et al.","Forero 6711","1980","3","5","Colombia","Chocó","Hoya del Río Torito (afluente del Río Hábitat), declive occidental. Finca Los Guaduales","-76.282103","4.889107","630.00000000",NA,"South America","San José del Palmar",NA,"830.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2011-06-21 05:15:00-03","MO","MOBOT","967499","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","distachyos","Peperomia distachyos","(L.) A. Dietr.","R. Callejas (HUA)","Camilo Díaz S.|et al.","Díaz Santibáñez 7269","1994","10","6","Peru","Amazonas","Distrito Imaza. Comunidad Aguaruna de Kampaentza (PUJAIM). Bosque primario en colinas altas. Terrenos de propiedad de Juan Mayán. Colectado con Nestor Jaramillo, Antonio Peña y Elvis Mayán.","-78.31666","-4.91666","740.00000000",NA,"South America","Bagua","7",NA,"219",NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2008-05-27 22:02:00-03","MO","MOBOT","984187","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","distachyos","Peperomia distachyos","(L.) A. Dietr.","R. Callejas (HUA)","Enrique Forero|et al.","Forero 6686","1980","3","4","Colombia","Chocó","Hoya del Río Torito (afluente del Río Hábita), declive occidental. Finca Los Guaduales.","-76.28333","4.9","730.00000000",NA,"South America","San José del Palmar",NA,"830.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2008-05-27 22:02:00-03","MO","MOBOT","984194","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","distachyos","Peperomia distachyos","(L.) A. Dietr.","R. Callejas (HUA)","Enrique Forero|et al.","Forero 6710","1980","3","5","Colombia","Chocó","Hoya del Río Torito (afluente del Río Hábita), declive occidental. Finca Los Guaduales.","-76.28333","4.9","630.00000000",NA,"South America","San José del Palmar",NA,"830.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2009-07-17 16:36:00-03","MO","MOBOT","1901012","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","distachyos","Peperomia distachyos","(L.) A. Dietr.","Guido Mathieu (GENT)","Thomas B. Croat|Mark Menke","Croat 89382","2003","5","25","Ecuador","Zamora-Chinchipe","Along road between El Pangui and Monterrey, 5.8 Km E of Monterrey, 11.9 Km W of main Gualaquiza-Zamora Road.","-78.62111","-3.54055","950.00000000",NA,"South America",NA,"2",NA,"1196",NA,NA,NA,NA,NA,NA,NA,NA,NA
