"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","yearIdentified","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","monthIdentified","dayIdentified","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","fieldNumber","individualCount"
"12","2020-10-14 10:00:12-03","FURB","FURB","12391","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","recurvifolia","Tillandsia recurvifolia","Hook.","Costa, A","Stival-Santos, A.; Silveira, S.","616","2009","04","16",NA,"Brasil","Santa Catarina","Passos Maia",NA,"-51.9302778","-26.64",NA,"Florística IFFSC 832(Epífita) Habitat: Floresta Ombrófila Mista; Estágio Avançado; interior do fragmento Habito: epífita;","FURB01143","FURB01143","2010","-51.9302778","-26.6400000",NA,NA,"05","07","1056","1056",NA,NA,NA,NA
"13","2021-03-16 17:54:13-03","UCS","HUCS","28607","PreservedSpecimen","Plantae","Angiospermae","Poales","Bromeliaceae","Tillandsia","recurvifolia","Tillandsia recurvifolia","Hook.","Radtke, G.M.","Marchett, F.","4900","2006","04","21",NA,"Brasil","Rio Grande do Sul","Unistalda","BR 287","-55.1502990722656","-29.0471992492676",NA,"Sobre troncos - em orla da mata",NA,NA,"2015",NA,NA,NA,NA,"05","14",NA,NA,"23166","auto",NA,NA
"14","2021-03-16 17:54:13-03","UCS","HUCS","37282","PreservedSpecimen","Plantae","Angiospermae","Poales","Bromeliaceae","Tillandsia","recurvifolia","Tillandsia recurvifolia","Hook.","Tardivo, R.C.","Barbosa, E.","1537","2006","06","14",NA,"Brasil","Mato Grosso do Sul","Porto Murtinho","Fazenda Dona Gestrudes","-57.8824996948242","-21.6989002227783",NA,"Brácteas rosadas, flor alvacenta; Epífita de Mimosaceae, Cerrado",NA,NA,"2007",NA,NA,NA,NA,NA,NA,NA,NA,"185577","auto",NA,NA
"15","2019-08-16 08:38:53-03","UTFPR","HCF","21155","S","Plantae",NA,NA,"Bromeliaceae","Tillandsia","recurvifolia","Tillandsia recurvifolia","Hook.","R.C. Tardivo","E. Barboza","1537","2006","06","14",NA,"Brasil","MS","Porto Murtinho","Fazenda Dona Gertrudes, rodovia Porto","-57.8824996948242","-21.6989002227783",NA,"epífita de Fabaceae-Mimosoideae, brácteas rosadas, flor alvacenta. Cerrado.",NA,NA,"2007",NA,NA,NA,NA,NA,NA,NA,NA,"185577","auto",NA,NA
"16","2020-08-24 15:56:19-03","UFSM","SMDB","13674","S","Plantae",NA,NA,"Asteraceae","Tillandsia","recurvifolia","Tillandsia recurvifolia","Hook.","Fagundes, JF; Horbach, RK","Portalet, A","73","2010","01","22",NA,"Brasil","Rio Grande do Sul","Palmeira das Missões","Campus da UFSM - CESNORS, campo aberto","-53.3135986328125","-27.8994007110596",NA,NA,"SMDB013674",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"33527","auto",NA,NA
"17","2020-12-21 16:19:29-03","MBM","MBM","132873","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","meridionalis","Tillandsia meridionalis","Baker","Leme, E.M.C.","Cervi, A.C.; et al.; et al.","2666","1989","05","27","Southern America","Paraguay",NA,NA,"Departamento Presidente Hayes",NA,NA,NA,NA,"MBM132873","MBM132873",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2020-12-21 16:19:29-03","MBM","MBM","300404","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","meridionalis","Tillandsia meridionalis","Baker","Subilis, R.","Subilis, R.","3147","1983","09","23","Southern America","Argentina",NA,NA,"Santa Fé",NA,NA,NA,NA,"MBM300404","MBM300404",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2020-12-21 16:19:29-03","MBM","MBM","83023","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","meridionalis","Tillandsia meridionalis","Baker","Pedersen, T.M.","Pedersen, T.M.","13391","1982","04","24","Southern America","Argentina",NA,NA,"Departamento Comcepción, Provincia de Corrientes",NA,NA,NA,NA,"MBM083023","MBM083023",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2020-12-21 16:19:29-03","MBM","MBM","40630","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","meridionalis","Tillandsia meridionalis","Baker","Leme, E.M.C.","Hatschbach, G.","38118","1975","09","25","Southern America","Brazil","Paraná","Ponta Grossa","Parque Vila Velha","-50.1618995666504","-25.0949993133545",NA,"Rupícola.","MBM040630","MBM040630",NA,NA,NA,NA,NA,NA,NA,NA,NA,"46557","auto",NA,NA
"21","2020-12-21 16:19:29-03","MBM","MBM","142435","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","meridionalis","Tillandsia meridionalis","Baker","Leme, E.M.C.","Hatschbach, G.; Silva, J.M.; Silva, J.M.","52485","1987","11","24","Southern America","Brazil","Paraná","Tomazina","Rio das Cinzas, Corredeira","-49.9496994018555","-23.778299331665",NA,"Rupícola.","MBM142435","MBM142435",NA,NA,NA,NA,NA,NA,NA,NA,NA,"29630","auto",NA,NA
"22","2015-09-03 21:17:39-03","MNHN","RECOLNAT_MNHN_P","P01641294","PreservedSpecimen",NA,NA,NA,"Bromeliaceae","Tillandsia","meridionalis","Tillandsia meridionalis","Baker",NA,"Pedersen, T.M.",NA,"1949","6","21",NA,"Argentina",NA,NA,"Argentinean. Corrientes, Estancia Santa Teresa. Argentina, América do Sul",NA,NA,"hb",". . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01641294' target='other'> <mi>dwc_moreinfo</mi></a>","P01641294","P01641294_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"376",NA
"23","2015-09-03 21:17:39-03","MNHN","RECOLNAT_MNHN_P","P01641295","PreservedSpecimen",NA,NA,NA,"Bromeliaceae","Tillandsia","meridionalis","Tillandsia meridionalis","Baker",NA,"Krapovickas, A.|Cristóbal, C.L.|Ferraro, L.|Irigoyen, J.|Maruñak, V.|Pire, S.M.|Tressens, S.G.",NA,"1971","10","30",NA,"Argentina",NA,NA,"Prov Corrientes, Dep San Martín, Loc Carlos Pellegrini, 8km al N, ruta 14. Argentina, América do Sul",NA,NA,"hb","Dados não transcritos. . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01641295' target='other'> <mi>dwc_moreinfo</mi></a>","P01641295","P01641295_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20152",NA
"24","2015-09-03 21:17:40-03","MNHN","RECOLNAT_MNHN_P","P01641296","PreservedSpecimen",NA,NA,NA,"Bromeliaceae","Tillandsia","meridionalis","Tillandsia meridionalis","Baker",NA,"Calot",NA,"1876","5","1",NA,"Argentina",NA,NA,". Argentina, América do Sul",NA,NA,"hb",". . Reçu le 8 novembre 1881 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01641296' target='other'> <mi>dwc_moreinfo</mi></a>","P01641296","P01641296_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"36",NA
"25","2015-09-03 21:17:40-03","MNHN","RECOLNAT_MNHN_P","P01641321","PreservedSpecimen",NA,NA,NA,"Bromeliaceae","Tillandsia","meridionalis","Tillandsia meridionalis","Baker",NA,"Balansa, B.",NA,"1876","7","1",NA,"Paraguai",NA,NA,"L´ Assomption. Paraguai",NA,NA,"hb","Pl. du Paraguay. Juillet 1876. Reçu le 29 Novembre 1877 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01641321' target='other'> <mi>dwc_moreinfo</mi></a>","P01641321","P01641321_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"614",NA
"26","2015-09-03 21:17:40-03","MNHN","RECOLNAT_MNHN_P","P01641322","PreservedSpecimen",NA,NA,NA,"Bromeliaceae","Tillandsia","meridionalis","Tillandsia meridionalis","Baker",NA,"Balansa, B.",NA,"1874","1","1",NA,"Paraguai",NA,NA,"L´Assumption. Paraguai",NA,NA,"hb","Pl. du Paraguay - 1874-1877. . Reçu le 29 Novembre 1877 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01641322' target='other'> <mi>dwc_moreinfo</mi></a>","P01641322","P01641322_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"708",NA
"27","2015-09-03 21:16:25-03","MNHN","RECOLNAT_MNHN_P","P01677885","PreservedSpecimen",NA,NA,NA,"Bromeliaceae","Tillandsia","recurvifolia","Tillandsia recurvifolia","Hook.",NA,"Zardini, E.M.|Tilleria, T.",NA,"1993","6","22",NA,"Paraguai",NA,NA,"Central, Esetro del Ypoá: Puerto Guyrati-Villa Oliva, 4.5 km S of Puerto Guyrati on trail to PAraguay River. Paraguai","-57.61667","-25.63333","hb",". . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01677885' target='other'> <mi>dwc_moreinfo</mi></a>","P01677885","P01677885_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"36310",NA
"28","2020-12-11 11:43:34-03","UFMG","BHCB","184594","PreservedSpecimen","Plantae","Monocotyledon",NA,"Bromeliaceae","Tillandsia","recurvifolia","Tillandsia recurvifolia","Hook.",NA,"Mota, RC da; Kamino, LHY; Carmo, FF","3998","2016","01","24","Southern America","Brasil","Minas Gerais","Jequitaí","Curral de Pedras","-44.564167","-17.09",NA,"Projeto desenvolvido pelo Instituto Prístino!; Erva rupícola; brácteas florais alaranjadas, perianto branco.; Coletada em vertente íngreme de blocos e de fendas em afloramento rochoso.","BHCB031780",NA,"2017","-44.564167","-17.09",NA,NA,"02","02","693","693",NA,NA,NA,NA
"29","2021-02-11 17:18:23-03","UFPR","UPCB","22663","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","recurvifolia","Tillandsia recurvifolia","Hook.","Büneker, H.M.","Cervi, A.C.","2666","1989","05","27",NA,"Paraguai","Presidente Hayes",NA,"km 58 Rod. Transchaco",NA,NA,NA,"Epífita, brácteas róseas, for branca. Borda da mata..",NA,NA,"2016",NA,NA,NA,NA,"06","01",NA,NA,NA,NA,NA,NA
"30","2021-02-11 17:18:23-03","UFPR","UPCB","47650","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","recurvifolia","Tillandsia recurvifolia","Hook.","Tardivo, R.C.","Kersten, R.","546","2001","11","06",NA,"Brasil","São Paulo","Itaporanga",NA,"-49.4900016784668","-23.7000007629395",NA,"Epífita de flores brancas e brácteas rosa, em arborização urbana..",NA,NA,"2004",NA,NA,NA,NA,"01","01",NA,NA,"24006","auto",NA,NA
"31","2011-06-09 17:35:00-03","MO","MOBOT","886847","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","meridionalis","Tillandsia meridionalis","Baker","Bruce Holst (SEL)","Elsa M. Zardini|Tulio Tillería","Zardini 39243","1994","5","24","South America","Paraguay","Boquerón",NA,"Boquerón (ex Nueva Asunción). Between Route 9 (transchaco) at Km 669 and Estancia Ven Friül. Dry forest.","-61.6","-21.28333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"240.00000000",NA,NA,NA,"943","5"
"32","2008-05-27 22:02:00-03","MO","MOBOT","986276","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","meridionalis","Tillandsia meridionalis","Baker","Jon Ricketson (MO)","T.L. Gragson","Gragson 210","1993","8","18","South America","Paraguay","Chaco",NA,"Chaco Boreal. Misión Santa Rosa. Manxuj Ethnobotanical Study. Kiai'.","-61.68333","-21.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4"
"33","2008-05-27 22:02:00-03","MO","MOBOT","605500","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","meridionalis","Tillandsia meridionalis","Baker","A. Schinini (CTES)","Elsa M. Zardini|U. Velázquez","Zardini 22750","1990","8","4","South America","Paraguay","Cordillera",NA,"Confluence of Río Paraguay and Río Salado, along Río Salado. Gallery forest.","-57.5","-25.15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"412","2"
"34","2008-05-27 22:02:00-03","MO","MOBOT","603744","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","meridionalis","Tillandsia meridionalis","Baker","A. Schinini (CTES)","Elsa M. Zardini|R. Velázquez","Zardini 21590","1990","6","23","South America","Paraguay","Cordillera",NA,"Estero del Ypoá, northern part, 10 km E of Nueva Italia on Arroyo Cañabe. Gallery forest.","-57.4","-25.61666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"370","4"
"35","2008-05-27 22:02:00-03","MO","MOBOT","605752","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","meridionalis","Tillandsia meridionalis","Baker","A. Schinini (CTES)","Elsa M. Zardini|Leongino Guerrero","Zardini 31200","1992","3","18","South America","Paraguay","Paraguarí",NA,"Estero Ypoá. Arroyo Cañabe Basin. Gallery Forest on northern side.","-57.4","-25.61666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"667","4"
"36","2008-05-27 22:02:00-03","MO","MOBOT","604571","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","meridionalis","Tillandsia meridionalis","Baker","A. Schinini (CTES)","Elsa M. Zardini|U. Velázquez","Zardini 18045","1990","1","13","South America","Paraguay","Paraguarí",NA,"Northern part of Lake Ypoá basin, 12.6 km SE of Nueva Italia. Southern border of bañado on Arroyo Cañabe basin. Gallery forest.","-57.38333","-25.63333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"200.00000000",NA,NA,NA,"255","4"
"37","2008-05-27 22:02:00-03","MO","MOBOT","605924","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","meridionalis","Tillandsia meridionalis","Baker","A. Schinini (CTES)","Elsa M. Zardini|R. Velázquez","Zardini 16833","1989","12","14","South America","Paraguay","Paraguarí",NA,"Northern part of Lake Ypoá basin, 12.6 km SE of Nueva Italia, southern border of Bañado on Arroyo Cañabe basin. Tall forest.","-57.38333","-25.63333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"209","4"
"38","2011-12-22 05:01:00-02","MO","MOBOT","1070523","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","meridionalis","Tillandsia meridionalis","Baker","Hassler","Teodoro Rojas","Rojas 2533","1917","4",NA,"South America","Paraguay","Alto Paraguay",NA,"Lomá Porá (Chaco).","-58.2","-22.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"39","2008-08-07 03:32:00-03","MO","MOBOT","1196618","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","meridionalis","Tillandsia meridionalis","Baker","R. Vásquez","M. Menacho|A. Rodríguez O.","Menacho Viruez 279","1993","11","28","South America","Bolivia","Santa Cruz","Andrés Ibáñez","Lomas de Arena del Palmar del Oratorio, sobre el camino principal al Parque Lomas de arena, antes de llegar al río. Vegetación pampa con varios cactus columnares. Suelos arenosos.","-63.085","-17.89333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"370.00000000",NA,NA,NA,NA,"3"
"40","2012-04-12 13:05:00-03","MO","MOBOT","1946153","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","meridionalis","Tillandsia meridionalis","Baker","W. Till","Lidia Pérez de Molas","Pérez de Molas 1189","1986","9","21","South America","Paraguay","Alto Paraguay",NA,"Linea 4: 5 Km. alrededores de San Carlos.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2008-05-27 22:02:00-03","MO","MOBOT","1946600","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","meridionalis","Tillandsia meridionalis","Baker",NA,"FLORENTIN","FLORENTIN 233A","1989","9","20","South America","Paraguay","Boquerón",NA,"Ruta IX Carlos A. Lopez, Km. 412",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2018-02-24 05:31:00-03","MO","MOBOT","2191097","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","meridionalis","Tillandsia meridionalis","Baker","Schinini, A., //","M. Silvia Ferrucci|Sergio Cáceres M.|Marita Dematteis|R. Ranea|M. M. Sosa","Ferrucci 1180","1997","9","3","South America","Argentina","Corrientes","Mercedes","Arroyo Ypané, a aprox. 5 Km N de la ruta 14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2009-05-15 11:31:00-03","MO","MOBOT","2248446","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","meridionalis","Tillandsia meridionalis","Baker","Castellanos, A.","Pedro Jörgensen","Jörgensen 2802",NA,NA,NA,"South America","Argentina","Formosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2013-01-21 07:11:00-02","MO","MOBOT","2292089","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","meridionalis","Tillandsia meridionalis","Baker",NA,"Horacio Descole","Descole 3022","1945","2","19","South America","Argentina","Misiones","Candelaria","Santa Ana","-55.58333","-27.38333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2011-03-24 16:21:00-03","MO","MOBOT","2427667","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","meridionalis","Tillandsia meridionalis","Baker","Schinini, A., //","Maria M. Arbo|Sergio Cáceres M.|M. Silvia Ferrucci|Victor Maruñak","Arbo 6733","1996","10","23","South America","Argentina","Corrientes","Concepción","Estancia Yatay Corá, 50 km NE de Chavarría. Aprox. 2 km al NE del casco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2011-03-24 16:21:00-03","MO","MOBOT","2427683","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","meridionalis","Tillandsia meridionalis","Baker","Schinini, A., //","Maria M. Arbo|Sergio Cáceres M.|M. Silvia Ferrucci|Victor Maruñak","Arbo 6869","1996","10","25","South America","Argentina","Corrientes","San Roque","Estancia Caaguazú, 11 km NE de Chavarría camino a Tacuaritas, potrero Plantel, aprox. 3 km al W del casco","-58.49","-28.89",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2009-10-14 19:13:00-03","MO","MOBOT","2443600","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","meridionalis","Tillandsia meridionalis","Baker","Schinini, A.","Maria M. Arbo|Aurelio Schinini|Victor Maruñak|E. Paniagua","Arbo 8016","1998","8","28","South America","Argentina","Corrientes","Mercedes","Macrosistema Iberá. Estancia Rincón del Diablo, casco","-58.03333","-28.73333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2020-05-05 04:12:00-03","MO","MOBOT","2453651","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","meridionalis","Tillandsia meridionalis","Baker",NA,"Malagarriga, Ramón Peñafort","Malagarriga 231","1932","7","10","South America","Brazil","Rio Grande do Sul",NA,"Caxias",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2009-07-31 17:12:00-03","MO","MOBOT","2492911","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","meridionalis","Tillandsia meridionalis","Baker","Schinini, A., //","Ricardo O. Vanni|Anita Radovancich|Aurelio Schinini","Vanni 1930","1990","9","12","South America","Paraguay","Boquerón",NA,"Col. Menno, Loma Plata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2009-05-15 13:24:00-03","MO","MOBOT","2492936","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","meridionalis","Tillandsia meridionalis","Baker","Hassler, E.","Pedro Jörgensen","Jörgensen 3966","1928","4","6","South America","Paraguay","Guairá",NA,"Villa Rica","-56.45","-25.78333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
