"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","maximumElevationInMeters","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","individualCount","typeStatus","relatedCatalogItem","class"
"11","2014-09-17 05:30:00-03","MO","MOBOT","100414082","PreservedSpecimen","Plantae",NA,NA,"Picramniaceae","Picramnia","coccinea","Picramnia coccinea","W.W. Thomas","W. Thomas","André M. Amorim|Sérgio C. de Sant'Ana|I.C. Nascimento|Jomar G. Jardim|et al.","Amorim 596","1992","8","24","South America","Brazil","Bahia","Uruçuca","Estrada que liga Uruçuca ao Distrito de Serra Grande. Coletas efetuadas 23 km a partir da sede do mun. Mato Higrofila Pertubada.","-39.2844009399414","-14.5930995941162",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"33791","auto","1",NA,NA,NA
"12","2020-07-10 09:49:25-03","MBML","MBML-HERBARIO","51007",NA,"Plantae",NA,NA,"Simaroubaceae","Picramnia","coccinea","Picramnia coccinea","W.W.Thomas","W. Thomas/2015","R. Goldenberg; L. Daneu, L. C. Gomes, F. Michelangeli","1770","2014","02","21",NA,"Brasil","Bahia","Wenceslau Guimarães","Nova Esperança, E. E. Wenceslau Guimarães; Trilha do Pico do Urubu, Pedra da Antena. Floresta Ombrófila Densa","-39.719167","-13.5875","730",NA,"Arbusto 3m, à sombra, inflorescência com flores vermelhas","MBML051007",NA,"730",NA,NA,"39W43'9","13S35'15",NA,NA,NA,NA,NA,NA
"13","2021-03-15 18:29:19-03","USP","SPF","108221","PreservedSpecimen","Plantae",NA,NA,"Picramniaceae","Picramnia","coccinea","Picramnia coccinea","W.W.Thomas","Pirani, JR","Jardim, JG","152","1993","07",NA,NA,"Brasil","Bahia","Una","Reserva Biológica do Mico-leão, Entrada no km 46 da Rod. BA-001 Ilhéus/Una. Região da Mata Higrófila Sul Baiana.","-39.083333","-15.15",NA,NA,"Arbusto com ca. 2.5 m de alt. Folíolos verdes brilhantes concolares. Inflorescência com flores esverdadas e estames rosados.","SPF00108221",NA,NA,"1999",NA,"-39.083333","-15.15",NA,NA,NA,NA,NA,NA
"14","2021-03-15 18:29:19-03","USP","SPF","108223","PreservedSpecimen","Plantae",NA,NA,"Picramniaceae","Picramnia","coccinea","Picramnia coccinea","W.W.Thomas","Thomas, WW","Thomas, WW","10723","1994","09","28",NA,"Brasil","Bahia","Ilhéus","2 km NNE of Banco da Vitória on road leading to west edge of Mata da Esperança. Some large trees recently logged. Disturbed sothern Bahina wet forest.","-39.091111","-14.777222",NA,NA,"Tree, unbranched, 3 m; leaves shiny green above, slightly paler and shiny beneath, inflorescences subterminal and stiff, pendent.","SPF00108223",NA,NA,"1997",NA,"-39.091111","-14.777222",NA,NA,NA,"paratype",NA,NA
"15","2019-11-13 11:28:12-03","USP","SPF","108224","PreservedSpecimen","Plantae",NA,NA,"Picramniaceae","Picramnia","coccinea","Picramnia coccinea","W.W.Thomas","Thomas, WW","Thomas, WW; Carvalho, AMV; Jardim, JG; Silva, LM; Sant'Ana, S","s.n.","1994","09","16",NA,"Brasil","Bahia","Ilhéus","3 km north of Rodoviária, Mata da Esperança, forest north of dam and reservoir. soil deep clay, light brown to reddish. Sourthern Bahian wet forest.","-39.069167","-14.781944","50",NA,NA,"SPF00108224",NA,"50","1997",NA,"-39.069167","-14.781944",NA,NA,NA,"isotype",NA,NA
"16","2021-03-15 18:29:19-03","USP","SPF","177327","PreservedSpecimen","Plantae",NA,NA,"Picramniaceae","Picramnia","coccinea","Picramnia coccinea","W.W.Thomas","Pirani, JR","Thomas, WW","11401","1996","11","24",NA,"Brasil","Bahia","Una","Reserva Biológica de Una, Picada do Marimbondo. Southern Bahian Wet Forest. Light brown sandy clay.","-39.066667","-15.166667",NA,NA,"Treelet, unbranched to few branched, 1.5-7 m. Leaves lustrous deep green above, slightly paler & shiny beneath; inflorescescens immature and yellow-green, or old.","SPF00177327",NA,NA,"2016","03","-39.066667","-15.166667",NA,NA,NA,NA,NA,NA
"17","2021-03-15 18:29:19-03","USP","SPF","226040","PreservedSpecimen","Plantae",NA,NA,"Picramniaceae","Picramnia","coccinea","Picramnia coccinea","W.W.Thomas","Pirani, JR","Thomas, WW","11401","1996","11","24",NA,"Brasil","Bahia","Una","Reserva Biológica de Una, Picada do Marimbondo. Southern Bahian Wet Forest. Light brown sandy clay.","-39.066667","-15.166667",NA,NA,"Treelet, unbranched to few branched, 1.5-7 m. Leaves lustrous deep green above, slightly paler & shiny beneath; inflorescescens immature and yellow-green, or old.","SPF00226040",NA,NA,"2016","03","-39.066667","-15.166667",NA,NA,NA,NA,NA,NA
"18","2020-07-23 12:17:54-03","CEPLAC","CEPEC","141093","PreservedSpecimen","Plantae",NA,NA,"Picramniaceae","Picramnia","coccinea","Picramnia coccinea",NA,"Sem Informação","Lopes, L.C.M.","511","2012","07","24",NA,"Brasil","Bahia","UNA",NA,"-39.097222",NA,NA,NA,NA,NA,NA,NA,NA,NA,"39W5'50","15S10'83",NA,NA,NA,NA,NA,NA
"19","2020-07-23 12:22:52-03","CEPLAC","CEPEC","116389","PreservedSpecimen","Plantae",NA,NA,"Simaroubaceae","Picramnia","coccinea","Picramnia coccinea",NA,"Sem Informação","Borges, R.A.X.","859","2007","02","13",NA,"Brasil","Bahia","ITAMARAJÚ","Assentamento Pedra Bonita, aproximadamente 20 Km da rodovia vicinal de Itamaraju sentido Jucuruçu.","-39.631389","-16.838611","500",NA,NA,NA,NA,"500",NA,NA,"39W37'53","16S50'19",NA,NA,NA,NA,NA,NA
"20","2020-07-23 12:17:54-03","CEPLAC","CEPEC","128927","PreservedSpecimen","Plantae",NA,NA,"Picramniaceae","Picramnia","coccinea","Picramnia coccinea",NA,"R. de O. Perdiz","R. de O. Perdiz","789","2000","02","04",NA,"Brasil","Bahia","arataca","PARNA da Serra das Lontras. Trilha do Talhão.","-39.351111","-15.171667",NA,NA,NA,NA,NA,NA,NA,NA,"39W21'4","15S10'18",NA,NA,NA,NA,"30/12/2011",NA
"21","2020-07-23 12:17:54-03","CEPLAC","CEPEC","134425","PreservedSpecimen","Plantae",NA,NA,"Picramniaceae","Picramnia","coccinea","Picramnia coccinea",NA,"Sem Informação","M. Melito","15","2011","10","16",NA,"Brasil","Bahia","UNA","REBIO de Una, trilha da roda d'água","-39.054722","-15.159722",NA,NA,"Foto",NA,NA,NA,NA,NA,"39W3'17","15S9'35",NA,NA,NA,NA,NA,NA
"22","2020-07-23 12:22:52-03","CEPLAC","CEPEC","63232","PreservedSpecimen","Plantae",NA,NA,"Simaroubaceae","Picramnia","coccinea","Picramnia coccinea",NA,"W. W. Thomas","W. W. Thomas","10723","1994","09","28",NA,"Brasil","Bahia","ILHÉUS","2Km ao NNE do Banco da Vitoria, a W da borda da Mata da Esperança.","-39.091111","-14.777222",NA,NA,NA,NA,NA,NA,NA,NA,"39W5'28","14S46'38",NA,NA,NA,"Paratipo","30/12/1997",NA
"23","2020-07-23 12:22:52-03","CEPLAC","CEPEC","63351","PreservedSpecimen","Plantae",NA,NA,"Simaroubaceae","Picramnia","coccinea","Picramnia coccinea",NA,"W. W. Thomas","W. W. Thomas","10489","1994","09","16",NA,"Brasil","Bahia","ILHÉUS","Mata da Esperança. 3Km ao N da Rodoviária, ao N do reservatório.","-39.069167","-14.781944",NA,NA,NA,NA,NA,NA,NA,NA,"39W4'9","14S46'55",NA,NA,NA,"Holótipo","30/12/1997",NA
"24","2020-07-23 12:22:52-03","CEPLAC","CEPEC","73224","PreservedSpecimen","Plantae",NA,NA,"Simaroubaceae","Picramnia","coccinea","Picramnia coccinea",NA,"W. W. Thomas","W. W. Thomas","11401","1996","11","24",NA,"Brasil","Bahia","UNA","Reserva Biologica de Una. Picada do Marimbondo.","-39.066667","-15.166667",NA,NA,NA,NA,NA,NA,NA,NA,"39W4'","15S10'",NA,NA,NA,"Paratipo","30/12/1997",NA
"25","2020-07-23 12:22:52-03","CEPLAC","CEPEC","81835","PreservedSpecimen","Plantae",NA,NA,"Simaroubaceae","Picramnia","coccinea","Picramnia coccinea",NA,"A. M. Amorim","W. W. Thomas","11401","1996","11","24",NA,"Brasil","Bahia","UNA","Reserva Biológica de Uma (REBIO). Picada do Marimbondo.","-39.066667","-15.166667",NA,NA,NA,NA,NA,NA,NA,NA,"39W4'","15S10'",NA,NA,NA,"Paratipo","30/12/2000",NA
"26","2020-07-23 12:17:54-03","CEPLAC","CEPEC","81941","PreservedSpecimen","Plantae",NA,NA,"Picramniaceae","Picramnia","coccinea","Picramnia coccinea",NA,"W. W. Thomas","W. W. Thomas","12061","1999","02","06",NA,"Brasil","Bahia","PORTO SEGURO","Parque Nacional de Monte Pascoal. 3Km ao S do entroncamento ao longo Rod. ao N parque.","-37.4","-16.85",NA,NA,NA,NA,NA,NA,NA,NA,"37W24'","16S51'",NA,NA,NA,NA,"30/12/1999",NA
"27","2020-07-23 12:22:52-03","CEPLAC","CEPEC","65981","PreservedSpecimen","Plantae",NA,NA,"Simaroubaceae","Picramnia","coccinea","Picramnia coccinea",NA,"W. W. Thomas","J. G. Jardim","658","1982","01","20",NA,"Brasil","Bahia","ITACARÉ","Entrada a 6Km da cidade, Rod. P/ Taboquinhas. Loteamento da Marambaia.","-38.9967002868652","-14.2775001525879",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"41230","auto",NA,"Paratipo","30/12/1997",NA
"28","2020-07-23 12:22:52-03","CEPLAC","CEPEC","80170","PreservedSpecimen","Plantae",NA,NA,"Simaroubaceae","Picramnia","coccinea","Picramnia coccinea",NA,"J. R. Pirani","L. A. Mattos-Silva","3851","1998","07","22",NA,"Brasil","Bahia","UNA","Faz. Juerana. Raml c/ entrada Km 18 Rod. Una/São José da Vitória.","-39.0752983093262","-15.2932996749878",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"36070","auto",NA,NA,"30/12/2002",NA
"29","2021-03-04 15:46:27-03","IF","SPSF","15943","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Picramniaceae","Picramnia","coccinea","Picramnia coccinea",NA,NA,"A.M.Amorim","596","1992","08","24","América do Sul","Brasil","BA","Uruçuca","mata higrofila perturbada","-39.2844009399414","-14.5930995941162",NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,NA,NA,NA,NA,NA,"33791","auto",NA,NA,NA,"Magnoliopsida"
