"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","county","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","minimumElevationInMeters","maximumElevationInMeters","fieldNumber","previousCatalogNumber","individualCount","relationshipType","relatedCatalogItem","class","typeStatus","infraspecificEpithet","sex"
"27","2020-11-04 11:05:28-03","ESALQ","ESA","125889","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Convolvulaceae","Ipomoea","rubens","Ipomoea rubens",NA,"Ferreira, P.P.A. ; Durigon, J.","758.0","1905","07","03",NA,"Brasil","Paraná",NA,"-54.2557983398438","-24.0799999237061",NA,NA,"ESA125889","ESA125889","Ferreira, P.P.A.","Guaíra",NA,NA,NA,NA,NA,"33984","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2020-11-19 10:23:13-03","CPAP","CPAP","22843","PreserverdSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","rubens","Ipomoea rubens","Choisy","Pott, A.","8962","2001","04",NA,NA,"Brasil","MS","Base de Pesquisa da UFMS, beira do Rio Miranda, sub-região de Miranda Pantanal","-57.6533012390137","-19.0091991424561",NA,"Trepadeira com flores de cor vinho, estigma branco, interesse Ornamental., . Frequente.. Vegetação secundária de mata ciliar,. Solo: argiloso.,. Relevo: plano.",NA,NA,"A. Pott; V. J. Pott","Corumbá",NA,NA,"2001",NA,NA,"295160","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2020-11-19 10:23:13-03","CPAP","CPAP","18916","PreserverdSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","rubens","Ipomoea rubens","Choisy","Silva, P. C. da","06","1999","05","19",NA,"Brasil","MS","Estrada da Manga, sentido Corumbá-Porto da Manga","-57.6533012390137","-19.0091991424561",NA,"Erva volúvel. FLOR: corola púrpura. FRUTO: não visto. INTERESSE: . FREQUÊNCIA: . AMBIENTE: Beira de estrada. SUBSTRATO: solo areno-argiloso. RELEVO: plano.",NA,NA,"R. Simao-Bianchini; P. C. Silva","Corumbá",NA,NA,NA,NA,NA,"295160","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-11-19 10:23:13-03","CPAP","CPAP","10761","PreserverdSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","rubens","Ipomoea rubens","Choisy","Pott, V. J.","2032","1993","02","13",NA,"Brasil","MS","Estrada inacabada para Forte Coimbra, MS-454, 9,3km da BR-262, Pantanal","-57.55","-19.516667",NA,"Trepadeira. FLOR: rosa. FRUTO: . INTERESSE: . FREQUÊNCIA: Ocasional. AMBIENTE: Borda úmida de aterro; ruderal. SUBSTRATO: solo argiloso. RELEVO: inclinado.",NA,NA,"A. Krapovickas","Corumbá","57°33' W","19°31' S","1996","07",NA,NA,NA,"90","90",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-11-19 10:23:13-03","CPAP","CPAP","15744","PreserverdSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","rubens","Ipomoea rubens","Choisy","Pott, A.","7828","1996","08","14",NA,"Brasil","MT","Arredores da Sede do Parque Nacional do Pantanal; Pantanal","-57.403056","-17.845556",NA,"Erva volúvel. FLOR: roxa-lilás. FRUTO: . INTERESSE: Ornamental. FREQUÊNCIA: Esparsa. AMBIENTE: Planície de inundação do rio Cuiabá. SUBSTRATO: solo argiloso. RELEVO: plano.",NA,NA,NA,"Poconé","57°24'11'' W","17°50'44'' S",NA,NA,NA,NA,NA,"90","90",NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-11-19 10:23:13-03","CPAP","CPAP","17698","PreserverdSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","rubens","Ipomoea rubens","Choisy","Salis, S. M.","1029","1998","06","17",NA,"Brasil","MS","Baía do Castelo; Pantanal do Paraguai","-57.566667","-18.566667",NA,"Erva volúvel. FLOR: não vista. FRUTO: verde. Fruto comido por peixe. INTERESSE: Forrageira. FREQUÊNCIA: Frequente. AMBIENTE: Campo inundado. SUBSTRATO: solo argiloso. RELEVO: plano.",NA,NA,NA,"Corumbá","57°34' W","18°34' S",NA,NA,NA,NA,NA,"90","90",NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-11-19 10:23:13-03","CPAP","CPAP","3011","PreserverdSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","rubens","Ipomoea rubens","Choisy","Pott, A.","2628","1987","04","28",NA,"Brasil","MS","Fazenda Leque; Sub-região do Abobral; Pantanal - beira de estrada, próximo curva do Leque","-57.016667","-19.233333",NA,"Erva volúvel. FLOR: roxa. FRUTO: ainda verde. INTERESSE: Levantamento florístico. FREQUÊNCIA: . AMBIENTE: Campo Alagado.. SUBSTRATO: solo arenoso. RELEVO: plano.",NA,NA,"A. Krapovickas","Corumbá","57°01' W","19°14' S","1996","12","28",NA,NA,"90","90",NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-11-19 10:23:13-03","CPAP","CPAP","6669","PreserverdSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","rubens","Ipomoea rubens","Choisy","Pott, V. J.","1047","1989","10","04",NA,"Brasil","MS","Fazenda Leque (Murundu-alegre), Sub-região do Abobral, Pantanal - brejão, área do búfalo","-57.05","-19.233333",NA,"Trepadeira. FLOR: rosa forte. FRUTO: . INTERESSE: . FREQUÊNCIA: Rara. AMBIENTE: Brejo-espinheiral (Mimosas e Ipomoea carnea). SUBSTRATO: solo arenoso - planossolo. RELEVO: plano.",NA,NA,"R. Simao-Bianchini","Corumbá","57°03' W","19°14' S","1999","09",NA,NA,NA,"95","95",NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2020-11-19 10:23:13-03","CPAP","CPAP","13851","PreserverdSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","rubens","Ipomoea rubens","Choisy","Sanches, A. de L.","16","1994","05","31",NA,"Brasil","MS","Próximo a Companhia de Navegação Cinco","-57.6533012390137","-19.0091991424561",NA,"Trepadeira. FLOR: lilás-claro. FRUTO: . INTERESSE: . FREQUÊNCIA: Frequente. AMBIENTE: Campo inundável. SUBSTRATO: solo arenoso fértil. RELEVO: plano.",NA,NA,NA,"Corumbá",NA,NA,NA,NA,NA,"295160","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2020-11-19 10:23:13-03","CPAP","CPAP","18920","PreserverdSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","rubens","Ipomoea rubens","Choisy","Silva, P. C. da","11","1999","05","28",NA,"Brasil","MS","Barranco Codraza final da estrada aterro","-57.6016998291016","-19.0046997070312",NA,"Erva volúvel. Presença de látex e associação em algumas folhas com galhas. FLOR: corola púrpura. FRUTO: não visto. INTERESSE: . FREQUÊNCIA: . AMBIENTE: Margem do rio. SUBSTRATO: solo argiloso. RELEVO: inclinado.",NA,NA,"P. C. Silva","Ladário",NA,NA,"1999","07",NA,"23141","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-11-19 10:23:13-03","CPAP","CPAP","17829","PreserverdSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","rubens","Ipomoea rubens","Choisy","Damasceno Jr., G. A.","825","1995","06","07",NA,"Brasil","MS","Logradouro - mata ciliar próxima ao Poder","-57.6016998291016","-19.0046997070312",NA,"Trepadeira em área inundada. FLOR: rosa muito claro. FRUTO: . INTERESSE: . FREQUÊNCIA: . AMBIENTE: Área inundável (campo). SUBSTRATO: . RELEVO: .",NA,NA,NA,"Ladário",NA,NA,NA,NA,NA,"23141","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2015-07-02 14:01:30-03","JBP","HPL","6866","S","Plantae",NA,NA,"Convolvulaceae","Ipomoea","rubens","Ipomoea rubens",NA,"A. Amaral Jr. & J. O. Mendonça et al.","392","1999","04","11",NA,"Brasil","SP","Coletado na margem esquerda do Rio Paraná (Rio do Peixe), entre os municípios de Panorama-Caiuá, em ilha de vegetação inundada no meio do rio. S 21° 31' 48,0; W 51° 57' 06,9.","-51.86","-21.35",NA,NA,NA,NA,"A. Amaral Jr.","Panorama",NA,NA,"1999","04","11","25925","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2015-07-02 14:01:29-03","JBP","HPL","2412","S","Plantae",NA,NA,"Convolvaceae","Ipomoea","rubens","Ipomoea rubens","Choisy","E.R. Salviani & H. Lorenzi","31","1998","05","27",NA,"Brasil","MS","BR 262 - estrada entre Miranda - Corumbá","-56.3783","-20.2406",NA,NA,NA,NA,"E.R. Salviani & H. Lorenzi","Miranda",NA,NA,"1998","05","27","92112","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-04-07 11:42:27-03","UFMS","CGMS","41638","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","rubens","Ipomoea rubens","Choisy","A. Pott; V.J. Pott; A.L.B. Sartori; L.C.P. Lima","9713","2002","04","21",NA,"Brasil","Mato Grosso do Sul","Porto Primavera, Rio Paraná.","-53.015","-30.5083333",NA,"Flor rosa. Habitat: Floresta ripária secundária. Solo siltoso. Relevo planície fluvial. Habito: Trepadeira. Ocasional.","CGMS1071625",NA,"G. Staples","Bataiporã","-53,015","-30,5083333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-04-07 11:42:27-03","UFMS","CGMS","46575","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","rubens","Ipomoea rubens","Choisy","E.B. Souza; M.O.C. Neyra; A. Costa; V.J. Pott","146","2013","07","10",NA,"Brasil","Mato Grosso do Sul","Rio Paraguai Boca do Nabileque.","-57.8436111","-20.9277778",NA,"Flor roxa. Fruto ausente. Sobre Ipomoea carnea subsp. fistulosa. Látex escasso. Habitat: Pantanal. Margem inundada do Rio Paraguai. Habito: Trepadeira.","CGMS1076544",NA,"V.J. Pott","Porto Murtinho","-57,8436111","-20,9277778","2013","07","10",NA,NA,"95","95",NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-04-07 11:42:27-03","UFMS","CGMS","8587","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","rubens","Ipomoea rubens","Choisy","A. Amaral-Júnior; J.O. Mendonça; S.B. Barbosa; C.J. Campos","392","1999","04","11",NA,"Brasil","São Paulo","Panorama-Caiuá, margem esquerda do Rio Paraná, Rio do Peixe, ilha de vegetação inundada no meio do rio.","-51.9519444","-21.53",NA,"Flor lilás.","CGMS1016890",NA,NA,"São Paulo","-51,9519444","-21,53",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-04-07 11:42:27-03","UFMS","CGMS","27102","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","rubens","Ipomoea rubens","Choisy","S.C.H. Medeiros; M.C. Teixeira; R.M. Gamarra; C. Aoki","96","2009","06","05",NA,"Brasil","Mato Grosso do Sul","Rio Paraguai próximo a Serra do Amolar.","-57.4755556","-18.0263889",NA,NA,"CGMS1056545",NA,"V.J. Pott","Corumbá","-57,4755556","-18,0263889","2009","06","05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-04-07 11:42:27-03","UFMS","CGMS","8589","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","rubens","Ipomoea rubens","Choisy","A. Amaral-Júnior; J.O. Mendonça; S.B. Barbosa; C.J. Campos","286","1999","04","07",NA,"Brasil","Mato Grosso do Sul","Bairro de Jupiá. Margem direita do Rio Paraná.","-51.6394444","-20.8155556",NA,"Flor lilás.","CGMS1016889",NA,"G. Staples","Três Lagoas","-51,6394444","-20,8155556",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
